"plb0196_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","66 and older","middle vocational","17","","","","1"
"Yes","2017","35-65 y.","in school","","","","","1"
"Yes","2017","35-65 y.","inadequately","37","0.640760811757391","0.521336685949496","0.760184937565285","1"
"Yes","2017","35-65 y.","general elemantary","244","0.661474105667119","0.611898681377254","0.711049529956985","1"
"Yes","2017","35-65 y.","middle vocational","2390","0.725258513039906","0.710021594094681","0.740495431985131","1"
"Yes","2017","35-65 y.","vocational + Abi","578","0.722183355154768","0.690749064970134","0.753617645339402","1"
"Yes","2017","66 and older","higher education","8","","","","1"
"Yes","2017","16-34 y.","middle vocational","783","0.78187626288696","0.756569840452712","0.807182685321208","1"
"Yes","2017","16-34 y.","general elemantary","200","0.738369324220958","0.686609909035463","0.790128739406453","1"
"Yes","2017","66 and older","higher vocational","5","","","","1"
"Yes","2017","66 and older","inadequately","","","","","1"
"Yes","2017","16-34 y.","vocational + Abi","213","0.785632106868964","0.736951470240245","0.834312743497683","1"
"Yes","2017","16-34 y.","higher vocational","74","0.909307329089553","0.847526961690151","0.971087696488956","1"
"Yes","2017","66 and older","in school","","","","","1"
"Yes","2017","66 and older","vocational + Abi","3","","","","1"
"Yes","2017","16-34 y.","in school","4","","","","1"
"Yes","2017","16-34 y.","inadequately","31","0.591569564735251","0.442912550591784","0.740226578878718","1"
"Yes","2017","16-34 y.","higher education","463","0.802985965953393","0.770475984028308","0.835495947878478","1"
"No","2018","16-34 y.","in school","3","","","","2"
"No","2018","16-34 y.","inadequately","28","","","","2"
"No","2018","16-34 y.","general elemantary","84","0.241911249817924","0.191929483993569","0.29189301564228","2"
"No","2018","16-34 y.","middle vocational","252","0.222128642580218","0.197280150987796","0.24697713417264","2"
"No","2018","16-34 y.","vocational + Abi","58","0.211460045126371","0.162014922594033","0.260905167658709","2"
"No","2018","16-34 y.","higher vocational","21","","","","2"
"No","2018","16-34 y.","higher education","134","0.206443956879172","0.174962768561994","0.23792514519635","2"
"No","2018","35-65 y.","in school","","","","","2"
"No","2018","35-65 y.","inadequately","22","","","","2"
"No","2018","35-65 y.","general elemantary","118","0.269085655567288","0.224554484190478","0.313616826944098","2"
"No","2018","35-65 y.","middle vocational","987","0.276860212967515","0.261699259125514","0.292021166809516","2"
"No","2018","35-65 y.","vocational + Abi","215","0.22083416489818","0.192214838617095","0.249453491179266","2"
"No","2018","35-65 y.","higher vocational","123","0.246445565236558","0.210721571393552","0.282169559079564","2"
"No","2018","35-65 y.","higher education","575","0.232910982538692","0.215759226617117","0.250062738460268","2"
"No","2018","66 and older","in school","","","","","2"
"No","2018","66 and older","inadequately","","","","","2"
"No","2018","66 and older","general elemantary","5","","","","2"
"No","2018","66 and older","middle vocational","18","","","","2"
"No","2018","66 and older","vocational + Abi","1","","","","2"
"No","2018","66 and older","higher vocational","3","","","","2"
"No","2018","66 and older","higher education","9","","","","2"
"Yes","2018","35-65 y.","vocational + Abi","592","0.77916583510182","0.750546508820734","0.807785161382905","1"
"Yes","2018","35-65 y.","higher vocational","436","0.753554434763442","0.717830440920436","0.789278428606448","1"
"Yes","2018","35-65 y.","higher education","1758","0.767089017461308","0.749937261539732","0.784240773382883","1"
"Yes","2018","66 and older","general elemantary","","","","","1"
"Yes","2018","66 and older","higher education","10","","","","1"
"Yes","2018","66 and older","higher vocational","7","","","","1"
"Yes","2018","35-65 y.","general elemantary","263","0.730914344432712","0.686383173055901","0.775445515809522","1"
"Yes","2018","35-65 y.","middle vocational","2359","0.723139787032485","0.707978833190484","0.738300740874486","1"
"Yes","2018","66 and older","inadequately","","","","","1"
"Yes","2018","66 and older","middle vocational","15","","","","1"
"Yes","2018","35-65 y.","in school","","","","","1"
"Yes","2018","35-65 y.","inadequately","38","0.525709536883325","0.399361764404565","0.652057309362085","1"
"Yes","2018","66 and older","vocational + Abi","3","","","","1"
"Yes","2018","66 and older","in school","","","","","1"
"Yes","2018","16-34 y.","middle vocational","823","0.777871357419782","0.75302286582736","0.802719849012204","1"
"Yes","2018","16-34 y.","inadequately","48","0.481022711530613","0.368692064034544","0.593353359026683","1"
"Yes","2018","16-34 y.","higher education","501","0.793556043120828","0.76207485480365","0.825037231438006","1"
"Yes","2018","16-34 y.","higher vocational","71","0.769652631579226","0.683614061460849","0.855691201697602","1"
"Yes","2018","16-34 y.","vocational + Abi","204","0.788539954873629","0.739094832341291","0.837985077405967","1"
"Yes","2018","16-34 y.","general elemantary","198","0.758088750182076","0.70810698435772","0.808070516006431","1"
"Yes","2018","16-34 y.","in school","2","","","","1"
"No","2019","16-34 y.","in school","1","","","","2"
"No","2019","16-34 y.","inadequately","30","0.36433597432172","0.259533767850459","0.46913818079298","2"
"No","2019","16-34 y.","general elemantary","78","0.258084792562803","0.205499339904715","0.310670245220891","2"
"No","2019","16-34 y.","middle vocational","233","0.260093778583158","0.23127295352675","0.288914603639566","2"
"No","2019","16-34 y.","vocational + Abi","42","0.145538544839266","0.101560606424132","0.1895164832544","2"
"No","2019","16-34 y.","higher vocational","19","","","","2"
"No","2019","16-34 y.","higher education","117","0.168881184177819","0.138803309106217","0.198959059249422","2"
"No","2019","35-65 y.","in school","","","","","2"
"No","2019","35-65 y.","inadequately","21","","","","2"
"No","2019","35-65 y.","general elemantary","88","0.288556070578949","0.237623365107879","0.339488776050019","2"
"No","2019","35-65 y.","middle vocational","783","0.260497135083142","0.244677595669503","0.276316674496781","2"
"No","2019","35-65 y.","vocational + Abi","184","0.251781249471084","0.220676745637018","0.28288575330515","2"
"No","2019","35-65 y.","higher vocational","104","0.204490522499008","0.169890840213305","0.239090204784711","2"
"No","2019","35-65 y.","higher education","482","0.203594006922461","0.186970567321091","0.220217446523832","2"
"No","2019","66 and older","in school","","","","","2"
"No","2019","66 and older","inadequately","","","","","2"
"No","2019","66 and older","general elemantary","5","","","","2"
"No","2019","66 and older","middle vocational","7","","","","2"
"No","2019","66 and older","vocational + Abi","1","","","","2"
"No","2019","66 and older","higher vocational","1","","","","2"
"No","2019","66 and older","higher education","12","","","","2"
"Yes","2019","35-65 y.","vocational + Abi","564","0.748218750528916","0.71711424669485","0.779323254362982","1"
"Yes","2019","35-65 y.","higher vocational","418","0.795509477500992","0.760909795215289","0.830109159786695","1"
"Yes","2019","35-65 y.","higher education","1772","0.796405993077539","0.779782553476168","0.81302943267891","1"
"Yes","2019","66 and older","general elemantary","4","","","","1"
"Yes","2019","66 and older","higher education","19","","","","1"
"Yes","2019","66 and older","vocational + Abi","4","","","","1"
"Yes","2019","66 and older","higher vocational","6","","","","1"
"Yes","2019","35-65 y.","in school","","","","","1"
"Yes","2019","35-65 y.","inadequately","51","0.827012913065167","0.73964643457277","0.914379391557563","1"
"Yes","2019","35-65 y.","middle vocational","2174","0.739502864916858","0.723683325503218","0.755322404330497","1"
"Yes","2019","66 and older","middle vocational","23","","","","1"
"Yes","2019","35-65 y.","general elemantary","216","0.711443929421051","0.660511223949981","0.76237663489212","1"
"Yes","2019","66 and older","inadequately","","","","","1"
"Yes","2019","16-34 y.","general elemantary","188","0.741915207437197","0.689329754779109","0.794500660095285","1"
"Yes","2019","16-34 y.","middle vocational","657","0.739906221416842","0.711085396360434","0.76872704647325","1"
"Yes","2019","66 and older","in school","","","","","1"
"Yes","2019","16-34 y.","in school","8","","","","1"
"Yes","2019","16-34 y.","inadequately","51","0.63566402567828","0.53086181920702","0.740466232149541","1"
"Yes","2019","16-34 y.","higher education","479","0.831118815822181","0.801040940750578","0.861196690893783","1"
"Yes","2019","16-34 y.","higher vocational","64","0.789014486069136","0.701238068436592","0.876790903701679","1"
"Yes","2019","16-34 y.","vocational + Abi","205","0.854461455160734","0.810483516745601","0.898439393575868","1"
