"plb0196_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1989","(1c) basic vocational qualification","","","",""
"Yes","1989","(2b) intermediate general qualification","","","",""
"Yes","1989","(2a) intermediate vocational","","","",""
"Yes","1989","(2c_gen) general maturity certificate","","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","(3a) lower tertiary education","","","",""
"Yes","1989","(3b) higher tertiary education","","","",""
"No","1989","(0) in school","10","","",""
"No","1989","(1a) inadequately completed","299","1","1","1"
"No","1989","(1b) general elementary school","865","1","1","1"
"No","1989","(1c) basic vocational qualification","1367","1","1","1"
"No","1989","(2b) intermediate general qualification","161","1","1","1"
"No","1989","(2a) intermediate vocational","512","1","1","1"
"No","1989","(2c_gen) general maturity certificate","115","1","1","1"
"No","1989","(2c_voc) vocational maturity certificate","150","1","1","1"
"No","1989","(3a) lower tertiary education","88","1","1","1"
"No","1989","(3b) higher tertiary education","208","1","1","1"
"Yes","1990","(0) in school","","","",""
"Yes","1990","(1a) inadequately completed","","","",""
"Yes","1990","(1b) general elementary school","","","",""
"Yes","1990","(1c) basic vocational qualification","","","",""
"Yes","1990","(2b) intermediate general qualification","","","",""
"Yes","1990","(2a) intermediate vocational","","","",""
"Yes","1990","(2c_gen) general maturity certificate","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","(3a) lower tertiary education","","","",""
"Yes","1990","(3b) higher tertiary education","","","",""
"No","1990","(0) in school","6","","",""
"No","1990","(1a) inadequately completed","295","1","1","1"
"No","1990","(1b) general elementary school","814","1","1","1"
"No","1990","(1c) basic vocational qualification","1312","1","1","1"
"No","1990","(2b) intermediate general qualification","158","1","1","1"
"No","1990","(2a) intermediate vocational","505","1","1","1"
"No","1990","(2c_gen) general maturity certificate","115","1","1","1"
"No","1990","(2c_voc) vocational maturity certificate","147","1","1","1"
"No","1990","(3a) lower tertiary education","92","1","1","1"
"No","1990","(3b) higher tertiary education","175","1","1","1"
"Yes","1991","(0) in school","","","",""
"Yes","1991","(1a) inadequately completed","","","",""
"Yes","1991","(1b) general elementary school","","","",""
"Yes","1991","(1c) basic vocational qualification","","","",""
"Yes","1991","(2b) intermediate general qualification","","","",""
"Yes","1991","(2a) intermediate vocational","","","",""
"Yes","1991","(2c_gen) general maturity certificate","","","",""
"Yes","1991","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","(3a) lower tertiary education","","","",""
"Yes","1991","(3b) higher tertiary education","","","",""
"No","1991","(0) in school","7","","",""
"No","1991","(1a) inadequately completed","311","1","1","1"
"No","1991","(1b) general elementary school","877","1","1","1"
"No","1991","(1c) basic vocational qualification","1840","1","1","1"
"No","1991","(2b) intermediate general qualification","227","1","1","1"
"No","1991","(2a) intermediate vocational","1240","1","1","1"
"No","1991","(2c_gen) general maturity certificate","112","1","1","1"
"No","1991","(2c_voc) vocational maturity certificate","212","1","1","1"
"No","1991","(3a) lower tertiary education","397","1","1","1"
"No","1991","(3b) higher tertiary education","332","1","1","1"
"Yes","1992","(0) in school","","","",""
"Yes","1992","(1a) inadequately completed","","","",""
"Yes","1992","(1b) general elementary school","","","",""
"Yes","1992","(1c) basic vocational qualification","","","",""
"Yes","1992","(2b) intermediate general qualification","","","",""
"Yes","1992","(2a) intermediate vocational","","","",""
"Yes","1992","(2c_gen) general maturity certificate","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","(3a) lower tertiary education","","","",""
"Yes","1992","(3b) higher tertiary education","","","",""
"No","1992","(0) in school","10","","",""
"No","1992","(1a) inadequately completed","275","1","1","1"
"No","1992","(1b) general elementary school","831","1","1","1"
"No","1992","(1c) basic vocational qualification","1657","1","1","1"
"No","1992","(2b) intermediate general qualification","216","1","1","1"
"No","1992","(2a) intermediate vocational","1019","1","1","1"
"No","1992","(2c_gen) general maturity certificate","118","1","1","1"
"No","1992","(2c_voc) vocational maturity certificate","196","1","1","1"
"No","1992","(3a) lower tertiary education","333","1","1","1"
"No","1992","(3b) higher tertiary education","280","1","1","1"
"Yes","1993","(0) in school","","","",""
"Yes","1993","(1a) inadequately completed","","","",""
"Yes","1993","(1b) general elementary school","","","",""
"Yes","1993","(1c) basic vocational qualification","","","",""
"Yes","1993","(2b) intermediate general qualification","","","",""
"Yes","1993","(2a) intermediate vocational","","","",""
"Yes","1993","(2c_gen) general maturity certificate","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","(3a) lower tertiary education","","","",""
"Yes","1993","(3b) higher tertiary education","","","",""
"No","1993","(0) in school","3","","",""
"No","1993","(1a) inadequately completed","280","1","1","1"
"No","1993","(1b) general elementary school","792","1","1","1"
"No","1993","(1c) basic vocational qualification","1589","1","1","1"
"No","1993","(2b) intermediate general qualification","208","1","1","1"
"No","1993","(2a) intermediate vocational","1040","1","1","1"
"No","1993","(2c_gen) general maturity certificate","136","1","1","1"
"No","1993","(2c_voc) vocational maturity certificate","211","1","1","1"
"No","1993","(3a) lower tertiary education","313","1","1","1"
"No","1993","(3b) higher tertiary education","269","1","1","1"
"Yes","1994","(0) in school","","","",""
"Yes","1994","(1a) inadequately completed","","","",""
"Yes","1994","(1b) general elementary school","","","",""
"Yes","1994","(1c) basic vocational qualification","","","",""
"Yes","1994","(2b) intermediate general qualification","","","",""
"Yes","1994","(2a) intermediate vocational","","","",""
"Yes","1994","(2c_gen) general maturity certificate","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","(3a) lower tertiary education","","","",""
"Yes","1994","(3b) higher tertiary education","","","",""
"No","1994","(0) in school","2","","",""
"No","1994","(1a) inadequately completed","257","1","1","1"
"No","1994","(1b) general elementary school","662","1","1","1"
"No","1994","(1c) basic vocational qualification","1423","1","1","1"
"No","1994","(2b) intermediate general qualification","187","1","1","1"
"No","1994","(2a) intermediate vocational","1006","1","1","1"
"No","1994","(2c_gen) general maturity certificate","147","1","1","1"
"No","1994","(2c_voc) vocational maturity certificate","188","1","1","1"
"No","1994","(3a) lower tertiary education","291","1","1","1"
"No","1994","(3b) higher tertiary education","301","1","1","1"
"Yes","1995","(0) in school","","","",""
"Yes","1995","(1a) inadequately completed","","","",""
"Yes","1995","(1b) general elementary school","","","",""
"Yes","1995","(1c) basic vocational qualification","","","",""
"Yes","1995","(2b) intermediate general qualification","","","",""
"Yes","1995","(2a) intermediate vocational","","","",""
"Yes","1995","(2c_gen) general maturity certificate","","","",""
"Yes","1995","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","(3a) lower tertiary education","","","",""
"Yes","1995","(3b) higher tertiary education","","","",""
"No","1995","(0) in school","5","","",""
"No","1995","(1a) inadequately completed","207","1","1","1"
"No","1995","(1b) general elementary school","628","1","1","1"
"No","1995","(1c) basic vocational qualification","1402","1","1","1"
"No","1995","(2b) intermediate general qualification","191","1","1","1"
"No","1995","(2a) intermediate vocational","1019","1","1","1"
"No","1995","(2c_gen) general maturity certificate","163","1","1","1"
"No","1995","(2c_voc) vocational maturity certificate","211","1","1","1"
"No","1995","(3a) lower tertiary education","313","1","1","1"
"No","1995","(3b) higher tertiary education","324","1","1","1"
"Yes","1996","(0) in school","","","",""
"Yes","1996","(1a) inadequately completed","","","",""
"Yes","1996","(1b) general elementary school","","","",""
"Yes","1996","(1c) basic vocational qualification","","","",""
"Yes","1996","(2b) intermediate general qualification","","","",""
"Yes","1996","(2a) intermediate vocational","","","",""
"Yes","1996","(2c_gen) general maturity certificate","","","",""
"Yes","1996","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","(3a) lower tertiary education","","","",""
"Yes","1996","(3b) higher tertiary education","","","",""
"No","1996","(0) in school","3","","",""
"No","1996","(1a) inadequately completed","193","1","1","1"
"No","1996","(1b) general elementary school","614","1","1","1"
"No","1996","(1c) basic vocational qualification","1350","1","1","1"
"No","1996","(2b) intermediate general qualification","193","1","1","1"
"No","1996","(2a) intermediate vocational","994","1","1","1"
"No","1996","(2c_gen) general maturity certificate","141","1","1","1"
"No","1996","(2c_voc) vocational maturity certificate","210","1","1","1"
"No","1996","(3a) lower tertiary education","315","1","1","1"
"No","1996","(3b) higher tertiary education","313","1","1","1"
"Yes","1997","(0) in school","","","",""
"Yes","1997","(1a) inadequately completed","","","",""
"Yes","1997","(1b) general elementary school","","","",""
"Yes","1997","(1c) basic vocational qualification","","","",""
"Yes","1997","(2b) intermediate general qualification","","","",""
"Yes","1997","(2a) intermediate vocational","","","",""
"Yes","1997","(2c_gen) general maturity certificate","","","",""
"Yes","1997","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","(3a) lower tertiary education","","","",""
"Yes","1997","(3b) higher tertiary education","","","",""
"No","1997","(0) in school","1","","",""
"No","1997","(1a) inadequately completed","45","1","1","1"
"No","1997","(1b) general elementary school","149","1","1","1"
"No","1997","(1c) basic vocational qualification","441","1","1","1"
"No","1997","(2b) intermediate general qualification","56","1","1","1"
"No","1997","(2a) intermediate vocational","385","1","1","1"
"No","1997","(2c_gen) general maturity certificate","32","1","1","1"
"No","1997","(2c_voc) vocational maturity certificate","79","1","1","1"
"No","1997","(3a) lower tertiary education","105","1","1","1"
"No","1997","(3b) higher tertiary education","89","1","1","1"
"Yes","1998","(0) in school","","","",""
"Yes","1998","(1a) inadequately completed","","","",""
"Yes","1998","(1b) general elementary school","","","",""
"Yes","1998","(1c) basic vocational qualification","","","",""
"Yes","1998","(2b) intermediate general qualification","","","",""
"Yes","1998","(2a) intermediate vocational","","","",""
"Yes","1998","(2c_gen) general maturity certificate","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","","","",""
"Yes","1998","(3a) lower tertiary education","","","",""
"Yes","1998","(3b) higher tertiary education","","","",""
"No","1998","(0) in school","","","",""
"No","1998","(1a) inadequately completed","38","1","1","1"
"No","1998","(1b) general elementary school","166","1","1","1"
"No","1998","(1c) basic vocational qualification","434","1","1","1"
"No","1998","(2b) intermediate general qualification","59","1","1","1"
"No","1998","(2a) intermediate vocational","425","1","1","1"
"No","1998","(2c_gen) general maturity certificate","40","1","1","1"
"No","1998","(2c_voc) vocational maturity certificate","65","1","1","1"
"No","1998","(3a) lower tertiary education","105","1","1","1"
"No","1998","(3b) higher tertiary education","110","1","1","1"
"Yes","1999","(0) in school","","","",""
"Yes","1999","(1a) inadequately completed","","","",""
"Yes","1999","(1b) general elementary school","","","",""
"Yes","1999","(1c) basic vocational qualification","","","",""
"Yes","1999","(2b) intermediate general qualification","","","",""
"Yes","1999","(2a) intermediate vocational","","","",""
"Yes","1999","(2c_gen) general maturity certificate","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","(3a) lower tertiary education","","","",""
"Yes","1999","(3b) higher tertiary education","","","",""
"No","1999","(0) in school","1","","",""
"No","1999","(1a) inadequately completed","34","1","1","1"
"No","1999","(1b) general elementary school","116","1","1","1"
"No","1999","(1c) basic vocational qualification","422","1","1","1"
"No","1999","(2b) intermediate general qualification","65","1","1","1"
"No","1999","(2a) intermediate vocational","434","1","1","1"
"No","1999","(2c_gen) general maturity certificate","31","1","1","1"
"No","1999","(2c_voc) vocational maturity certificate","64","1","1","1"
"No","1999","(3a) lower tertiary education","105","1","1","1"
"No","1999","(3b) higher tertiary education","102","1","1","1"
"Yes","2000","(0) in school","","","",""
"Yes","2000","(1a) inadequately completed","","","",""
"Yes","2000","(1b) general elementary school","","","",""
"Yes","2000","(1c) basic vocational qualification","","","",""
"Yes","2000","(2b) intermediate general qualification","","","",""
"Yes","2000","(2a) intermediate vocational","","","",""
"Yes","2000","(2c_gen) general maturity certificate","","","",""
"Yes","2000","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","(3a) lower tertiary education","","","",""
"Yes","2000","(3b) higher tertiary education","","","",""
"No","2000","(0) in school","3","","",""
"No","2000","(1a) inadequately completed","26","","",""
"No","2000","(1b) general elementary school","175","1","1","1"
"No","2000","(1c) basic vocational qualification","749","1","1","1"
"No","2000","(2b) intermediate general qualification","79","1","1","1"
"No","2000","(2a) intermediate vocational","808","1","1","1"
"No","2000","(2c_gen) general maturity certificate","50","1","1","1"
"No","2000","(2c_voc) vocational maturity certificate","198","1","1","1"
"No","2000","(3a) lower tertiary education","195","1","1","1"
"No","2000","(3b) higher tertiary education","236","1","1","1"
"Yes","2001","(0) in school","","","",""
"Yes","2001","(1a) inadequately completed","","","",""
"Yes","2001","(1b) general elementary school","","","",""
"Yes","2001","(1c) basic vocational qualification","","","",""
"Yes","2001","(2b) intermediate general qualification","","","",""
"Yes","2001","(2a) intermediate vocational","","","",""
"Yes","2001","(2c_gen) general maturity certificate","","","",""
"Yes","2001","(2c_voc) vocational maturity certificate","","","",""
"Yes","2001","(3a) lower tertiary education","","","",""
"Yes","2001","(3b) higher tertiary education","","","",""
"No","2001","(0) in school","7","","",""
"No","2001","(1a) inadequately completed","14","","",""
"No","2001","(1b) general elementary school","149","1","1","1"
"No","2001","(1c) basic vocational qualification","706","1","1","1"
"No","2001","(2b) intermediate general qualification","68","1","1","1"
"No","2001","(2a) intermediate vocational","725","1","1","1"
"No","2001","(2c_gen) general maturity certificate","68","1","1","1"
"No","2001","(2c_voc) vocational maturity certificate","197","1","1","1"
"No","2001","(3a) lower tertiary education","204","1","1","1"
"No","2001","(3b) higher tertiary education","213","1","1","1"
"Yes","2002","(0) in school","14","","",""
"Yes","2002","(1a) inadequately completed","23","","",""
"Yes","2002","(1b) general elementary school","176","0.523225519230277","0.466894763299878","0.579556275160677"
"Yes","2002","(1c) basic vocational qualification","1144","0.630319319027854","0.607950832124179","0.652687805931529"
"Yes","2002","(2b) intermediate general qualification","103","0.625569107875271","0.552166187515463","0.698972028235079"
"Yes","2002","(2a) intermediate vocational","1734","0.705647402208892","0.687710391780538","0.723584412637246"
"Yes","2002","(2c_gen) general maturity certificate","123","0.663319007332205","0.594662308524752","0.731975706139659"
"Yes","2002","(2c_voc) vocational maturity certificate","531","0.725638766582721","0.693159912411755","0.758117620753688"
"Yes","2002","(3a) lower tertiary education","683","0.771591829341679","0.74375998399449","0.799423674688867"
"Yes","2002","(3b) higher tertiary education","1058","0.80184920564196","0.780434933194092","0.823263478089828"
"No","2002","(0) in school","12","","",""
"No","2002","(1a) inadequately completed","15","","",""
"No","2002","(1b) general elementary school","126","0.476774480769723","0.420443724839323","0.533105236700122"
"No","2002","(1c) basic vocational qualification","645","0.369680680972146","0.347312194068471","0.392049167875821"
"No","2002","(2b) intermediate general qualification","64","0.374430892124729","0.301027971764921","0.447833812484537"
"No","2002","(2a) intermediate vocational","746","0.294352597791108","0.276415587362754","0.312289608219462"
"No","2002","(2c_gen) general maturity certificate","59","0.336680992667795","0.268024293860341","0.405337691475249"
"No","2002","(2c_voc) vocational maturity certificate","194","0.274361233417279","0.241882379246312","0.306840087588245"
"No","2002","(3a) lower tertiary education","191","0.228408170658321","0.200576325311133","0.25624001600551"
"No","2002","(3b) higher tertiary education","273","0.19815079435804","0.176736521910172","0.219565066805908"
"Yes","2003","(0) in school","2","","",""
"Yes","2003","(1a) inadequately completed","25","","",""
"Yes","2003","(1b) general elementary school","157","0.576129516351209","0.517723391212775","0.634535641489644"
"Yes","2003","(1c) basic vocational qualification","1079","0.634909658125649","0.611935125321058","0.65788419093024"
"Yes","2003","(2b) intermediate general qualification","118","0.635063407701063","0.564539100839275","0.70558771456285"
"Yes","2003","(2a) intermediate vocational","1658","0.705911662588057","0.687629525929565","0.724193799246548"
"Yes","2003","(2c_gen) general maturity certificate","127","0.65977109489241","0.593272413836084","0.726269775948735"
"Yes","2003","(2c_voc) vocational maturity certificate","533","0.718307906421745","0.685587217965937","0.751028594877553"
"Yes","2003","(3a) lower tertiary education","622","0.770177381234822","0.741041805964468","0.799312956505177"
"Yes","2003","(3b) higher tertiary education","956","0.807265269536428","0.785212645461115","0.829317893611741"
"No","2003","(0) in school","2","","",""
"No","2003","(1a) inadequately completed","13","","",""
"No","2003","(1b) general elementary school","118","0.423870483648791","0.365464358510356","0.482276608787225"
"No","2003","(1c) basic vocational qualification","608","0.365090341874351","0.342115809069759","0.388064874678942"
"No","2003","(2b) intermediate general qualification","61","0.364936592298937","0.294412285437149","0.435460899160725"
"No","2003","(2a) intermediate vocational","728","0.294088337411943","0.275806200753452","0.312370474070435"
"No","2003","(2c_gen) general maturity certificate","68","0.34022890510759","0.273730224051265","0.406727586163916"
"No","2003","(2c_voc) vocational maturity certificate","193","0.281692093578255","0.248971405122447","0.314412782034062"
"No","2003","(3a) lower tertiary education","179","0.229822618765178","0.200687043494823","0.258958194035532"
"No","2003","(3b) higher tertiary education","273","0.192734730463572","0.170682106388259","0.214787354538885"
"Yes","2004","(0) in school","4","","",""
"Yes","2004","(1a) inadequately completed","21","","",""
"Yes","2004","(1b) general elementary school","157","0.579302231774458","0.519976244047715","0.638628219501201"
"Yes","2004","(1c) basic vocational qualification","1027","0.64113732584462","0.61732703454477","0.664947617144471"
"Yes","2004","(2b) intermediate general qualification","110","0.632318401822932","0.560049094255709","0.704587709390155"
"Yes","2004","(2a) intermediate vocational","1671","0.716258268817988","0.697921896666045","0.73459464096993"
"Yes","2004","(2c_gen) general maturity certificate","126","0.763949185206139","0.702254552225034","0.825643818187245"
"Yes","2004","(2c_voc) vocational maturity certificate","503","0.742665767266566","0.710303825899117","0.775027708634015"
"Yes","2004","(3a) lower tertiary education","600","0.760761161452173","0.731030822652968","0.790491500251378"
"Yes","2004","(3b) higher tertiary education","915","0.746514998059947","0.721912908779243","0.771117087340652"
"No","2004","(0) in school","3","","",""
"No","2004","(1a) inadequately completed","9","","",""
"No","2004","(1b) general elementary school","109","0.420697768225542","0.361371780498799","0.480023755952285"
"No","2004","(1c) basic vocational qualification","532","0.358862674155379","0.335052382855529","0.38267296545523"
"No","2004","(2b) intermediate general qualification","61","0.367681598177068","0.295412290609845","0.439950905744291"
"No","2004","(2a) intermediate vocational","651","0.283741731182012","0.26540535903007","0.302078103333955"
"No","2004","(2c_gen) general maturity certificate","56","0.23605081479386","0.174356181812755","0.297745447774966"
"No","2004","(2c_voc) vocational maturity certificate","198","0.257334232733434","0.224972291365985","0.289696174100883"
"No","2004","(3a) lower tertiary education","191","0.239238838547827","0.209508499748622","0.268969177347032"
"No","2004","(3b) higher tertiary education","286","0.253485001940053","0.228882912659348","0.278087091220757"
"Yes","2005","(0) in school","2","","",""
"Yes","2005","(1a) inadequately completed","22","","",""
"Yes","2005","(1b) general elementary school","140","0.642092110623148","0.581442673740711","0.702741547505586"
"Yes","2005","(1c) basic vocational qualification","959","0.666721746773416","0.642169442194751","0.69127405135208"
"Yes","2005","(2b) intermediate general qualification","123","0.659786451587676","0.590380122598968","0.729192780576384"
"Yes","2005","(2a) intermediate vocational","1509","0.711782882416861","0.692615266524974","0.730950498308748"
"Yes","2005","(2c_gen) general maturity certificate","112","0.630523511167032","0.555500658204937","0.705546364129127"
"Yes","2005","(2c_voc) vocational maturity certificate","492","0.679769585755353","0.644779106374715","0.714760065135991"
"Yes","2005","(3a) lower tertiary education","528","0.752987045901818","0.72152890093552","0.784445190868115"
"Yes","2005","(3b) higher tertiary education","875","0.78760956398753","0.763494416587234","0.811724711387826"
"No","2005","(0) in school","5","","",""
"No","2005","(1a) inadequately completed","11","","",""
"No","2005","(1b) general elementary school","100","0.357907889376852","0.297258452494414","0.418557326259289"
"No","2005","(1c) basic vocational qualification","457","0.333278253226584","0.30872594864792","0.357830557805249"
"No","2005","(2b) intermediate general qualification","56","0.340213548412324","0.270807219423616","0.409619877401032"
"No","2005","(2a) intermediate vocational","636","0.288217117583139","0.269049501691252","0.307384733475026"
"No","2005","(2c_gen) general maturity certificate","47","0.369476488832968","0.294453635870873","0.444499341795063"
"No","2005","(2c_voc) vocational maturity certificate","191","0.320230414244647","0.285239934864009","0.355220893625285"
"No","2005","(3a) lower tertiary education","194","0.247012954098182","0.215554809131885","0.27847109906448"
"No","2005","(3b) higher tertiary education","230","0.21239043601247","0.188275288612174","0.236505583412766"
"Yes","2006","(0) in school","4","","",""
"Yes","2006","(1a) inadequately completed","14","","",""
"Yes","2006","(1b) general elementary school","134","0.594464686640352","0.530451235637174","0.65847813764353"
"Yes","2006","(1c) basic vocational qualification","1090","0.682260059135144","0.659294982184044","0.705225136086244"
"Yes","2006","(2b) intermediate general qualification","121","0.712315350345681","0.645436891979558","0.779193808711803"
"Yes","2006","(2a) intermediate vocational","1709","0.720645915995008","0.702559070351791","0.738732761638225"
"Yes","2006","(2c_gen) general maturity certificate","112","0.651467939662772","0.579197991003747","0.723737888321796"
"Yes","2006","(2c_voc) vocational maturity certificate","576","0.728592467480362","0.697345233504285","0.759839701456438"
"Yes","2006","(3a) lower tertiary education","651","0.819404186699886","0.792993954780336","0.845814418619436"
"Yes","2006","(3b) higher tertiary education","968","0.784634619636618","0.761586570701359","0.807682668571877"
"No","2006","(0) in school","5","","",""
"No","2006","(1a) inadequately completed","10","","",""
"No","2006","(1b) general elementary school","92","0.405535313359648","0.34152186235647","0.469548764362826"
"No","2006","(1c) basic vocational qualification","489","0.317739940864856","0.294774863913756","0.340705017815956"
"No","2006","(2b) intermediate general qualification","55","0.287684649654319","0.220806191288197","0.354563108020442"
"No","2006","(2a) intermediate vocational","655","0.279354084004992","0.261267238361775","0.29744092964821"
"No","2006","(2c_gen) general maturity certificate","55","0.348532060337228","0.276262111678204","0.420802008996253"
"No","2006","(2c_voc) vocational maturity certificate","202","0.271407532519638","0.240160298543562","0.302654766495715"
"No","2006","(3a) lower tertiary education","164","0.180595813300114","0.154185581380564","0.207006045219664"
"No","2006","(3b) higher tertiary education","254","0.215365380363382","0.192317331428123","0.238413429298641"
"Yes","2007","(0) in school","2","","",""
"Yes","2007","(1a) inadequately completed","12","","",""
"Yes","2007","(1b) general elementary school","112","0.628923402509016","0.557754196879626","0.700092608138405"
"Yes","2007","(1c) basic vocational qualification","1021","0.711695040550909","0.688291006548951","0.735099074552868"
"Yes","2007","(2b) intermediate general qualification","91","0.644137021212197","0.564829457580931","0.723444584843463"
"Yes","2007","(2a) intermediate vocational","1650","0.747196918708018","0.729166338027003","0.765227499389033"
"Yes","2007","(2c_gen) general maturity certificate","118","0.789269342313671","0.7266612073158","0.851877477311542"
"Yes","2007","(2c_voc) vocational maturity certificate","555","0.78454792739655","0.754620859731158","0.814474995061941"
"Yes","2007","(3a) lower tertiary education","598","0.783637666138384","0.754534958189264","0.812740374087504"
"Yes","2007","(3b) higher tertiary education","916","0.789522097646537","0.766103709537679","0.812940485755395"
"No","2007","(0) in school","3","","",""
"No","2007","(1a) inadequately completed","11","","",""
"No","2007","(1b) general elementary school","65","0.371076597490984","0.299907391861595","0.442245803120374"
"No","2007","(1c) basic vocational qualification","418","0.288304959449091","0.264900925447132","0.311708993451049"
"No","2007","(2b) intermediate general qualification","49","0.355862978787803","0.276555415156537","0.435170542419069"
"No","2007","(2a) intermediate vocational","582","0.252803081291982","0.234772500610967","0.270833661972997"
"No","2007","(2c_gen) general maturity certificate","45","0.210730657686329","0.148122522688459","0.2733387926842"
"No","2007","(2c_voc) vocational maturity certificate","170","0.21545207260345","0.185525004938059","0.245379140268842"
"No","2007","(3a) lower tertiary education","171","0.216362333861616","0.187259625912496","0.245465041810736"
"No","2007","(3b) higher tertiary education","248","0.210477902353463","0.187059514244605","0.233896290462321"
"Yes","2008","(0) in school","4","","",""
"Yes","2008","(1a) inadequately completed","15","","",""
"Yes","2008","(1b) general elementary school","125","0.618343333087839","0.550848143631436","0.685838522544242"
"Yes","2008","(1c) basic vocational qualification","935","0.684437681724334","0.659926696029004","0.708948667419664"
"Yes","2008","(2b) intermediate general qualification","104","0.655368818440859","0.580308932124903","0.730428704756815"
"Yes","2008","(2a) intermediate vocational","1613","0.720095561284837","0.701449464152958","0.738741658416716"
"Yes","2008","(2c_gen) general maturity certificate","97","0.663367034084594","0.587743368222323","0.738990699946865"
"Yes","2008","(2c_voc) vocational maturity certificate","528","0.748845475732544","0.716878246729277","0.780812704735812"
"Yes","2008","(3a) lower tertiary education","574","0.802184587426193","0.773464014990952","0.830905159861434"
"Yes","2008","(3b) higher tertiary education","881","0.762499093962843","0.737576606795991","0.787421581129696"
"No","2008","(0) in school","5","","",""
"No","2008","(1a) inadequately completed","9","","",""
"No","2008","(1b) general elementary school","74","0.381656666912161","0.314161477455758","0.449151856368564"
"No","2008","(1c) basic vocational qualification","446","0.315562318275666","0.291051332580336","0.340073303970996"
"No","2008","(2b) intermediate general qualification","50","0.344631181559141","0.269571295243186","0.419691067875097"
