"plb0196_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1989","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1989","Saxony","Urban Area","","","",""
"Yes","1989","Saxony","Rural Area","","","",""
"Yes","1989","Saxony-Anhalt","Urban Area","","","",""
"Yes","1989","Saxony-Anhalt","Rural Area","","","",""
"Yes","1989","Thuringia","Urban Area","","","",""
"Yes","1989","Thuringia","Rural Area","","","",""
"No","1989","Schleswig-Holstein","Urban Area","67","1","1","1"
"No","1989","Schleswig-Holstein","Rural Area","54","1","1","1"
"No","1989","Hamburg","Urban Area","68","1","1","1"
"No","1989","Hamburg","Rural Area","","","",""
"No","1989","Lower Saxony","Urban Area","190","1","1","1"
"No","1989","Lower Saxony","Rural Area","155","1","1","1"
"No","1989","Bremen","Urban Area","30","1","1","1"
"No","1989","Bremen","Rural Area","","","",""
"No","1989","North Rhine-Westphalia","Urban Area","965","1","1","1"
"No","1989","North Rhine-Westphalia","Rural Area","21","","",""
"No","1989","Hesse","Urban Area","373","1","1","1"
"No","1989","Hesse","Rural Area","46","1","1","1"
"No","1989","Rhineland-Palatinate,Saarland","Urban Area","209","1","1","1"
"No","1989","Rhineland-Palatinate,Saarland","Rural Area","44","1","1","1"
"No","1989","Baden-Württemberg","Urban Area","688","1","1","1"
"No","1989","Baden-Württemberg","Rural Area","106","1","1","1"
"No","1989","Bavaria","Urban Area","344","1","1","1"
"No","1989","Bavaria","Rural Area","335","1","1","1"
"No","1989","Berlin","Urban Area","161","1","1","1"
"No","1989","Berlin","Rural Area","","","",""
"No","1989","Brandenburg","Urban Area","","","",""
"No","1989","Brandenburg","Rural Area","","","",""
"No","1989","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","1989","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","1989","Saxony","Urban Area","","","",""
"No","1989","Saxony","Rural Area","","","",""
"No","1989","Saxony-Anhalt","Urban Area","","","",""
"No","1989","Saxony-Anhalt","Rural Area","","","",""
"No","1989","Thuringia","Urban Area","","","",""
"No","1989","Thuringia","Rural Area","","","",""
"Yes","1990","Schleswig-Holstein","Urban Area","","","",""
"Yes","1990","Schleswig-Holstein","Rural Area","","","",""
"Yes","1990","Hamburg","Urban Area","","","",""
"Yes","1990","Hamburg","Rural Area","","","",""
"Yes","1990","Lower Saxony","Urban Area","","","",""
"Yes","1990","Lower Saxony","Rural Area","","","",""
"Yes","1990","Bremen","Urban Area","","","",""
"Yes","1990","Bremen","Rural Area","","","",""
"Yes","1990","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1990","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1990","Hesse","Urban Area","","","",""
"Yes","1990","Hesse","Rural Area","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1990","Baden-Württemberg","Urban Area","","","",""
"Yes","1990","Baden-Württemberg","Rural Area","","","",""
"Yes","1990","Bavaria","Urban Area","","","",""
"Yes","1990","Bavaria","Rural Area","","","",""
"Yes","1990","Berlin","Urban Area","","","",""
"Yes","1990","Berlin","Rural Area","","","",""
"Yes","1990","Brandenburg","Urban Area","","","",""
"Yes","1990","Brandenburg","Rural Area","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1990","Saxony","Urban Area","","","",""
"Yes","1990","Saxony","Rural Area","","","",""
"Yes","1990","Saxony-Anhalt","Urban Area","","","",""
"Yes","1990","Saxony-Anhalt","Rural Area","","","",""
"Yes","1990","Thuringia","Urban Area","","","",""
"Yes","1990","Thuringia","Rural Area","","","",""
"No","1990","Schleswig-Holstein","Urban Area","61","1","1","1"
"No","1990","Schleswig-Holstein","Rural Area","50","1","1","1"
"No","1990","Hamburg","Urban Area","55","1","1","1"
"No","1990","Hamburg","Rural Area","","","",""
"No","1990","Lower Saxony","Urban Area","192","1","1","1"
"No","1990","Lower Saxony","Rural Area","150","1","1","1"
"No","1990","Bremen","Urban Area","25","","",""
"No","1990","Bremen","Rural Area","","","",""
"No","1990","North Rhine-Westphalia","Urban Area","931","1","1","1"
"No","1990","North Rhine-Westphalia","Rural Area","32","1","1","1"
"No","1990","Hesse","Urban Area","366","1","1","1"
"No","1990","Hesse","Rural Area","35","1","1","1"
"No","1990","Rhineland-Palatinate,Saarland","Urban Area","189","1","1","1"
"No","1990","Rhineland-Palatinate,Saarland","Rural Area","38","1","1","1"
"No","1990","Baden-Württemberg","Urban Area","648","1","1","1"
"No","1990","Baden-Württemberg","Rural Area","111","1","1","1"
"No","1990","Bavaria","Urban Area","323","1","1","1"
"No","1990","Bavaria","Rural Area","352","1","1","1"
"No","1990","Berlin","Urban Area","156","1","1","1"
"No","1990","Berlin","Rural Area","","","",""
"No","1990","Brandenburg","Urban Area","","","",""
"No","1990","Brandenburg","Rural Area","","","",""
"No","1990","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","1990","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","1990","Saxony","Urban Area","","","",""
"No","1990","Saxony","Rural Area","","","",""
"No","1990","Saxony-Anhalt","Urban Area","","","",""
"No","1990","Saxony-Anhalt","Rural Area","","","",""
"No","1990","Thuringia","Urban Area","","","",""
"No","1990","Thuringia","Rural Area","","","",""
"Yes","1991","Schleswig-Holstein","Urban Area","","","",""
"Yes","1991","Schleswig-Holstein","Rural Area","","","",""
"Yes","1991","Hamburg","Urban Area","","","",""
"Yes","1991","Hamburg","Rural Area","","","",""
"Yes","1991","Lower Saxony","Urban Area","","","",""
"Yes","1991","Lower Saxony","Rural Area","","","",""
"Yes","1991","Bremen","Urban Area","","","",""
"Yes","1991","Bremen","Rural Area","","","",""
"Yes","1991","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1991","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1991","Hesse","Urban Area","","","",""
"Yes","1991","Hesse","Rural Area","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1991","Baden-Württemberg","Urban Area","","","",""
"Yes","1991","Baden-Württemberg","Rural Area","","","",""
"Yes","1991","Bavaria","Urban Area","","","",""
"Yes","1991","Bavaria","Rural Area","","","",""
"Yes","1991","Berlin","Urban Area","","","",""
"Yes","1991","Berlin","Rural Area","","","",""
"Yes","1991","Brandenburg","Urban Area","","","",""
"Yes","1991","Brandenburg","Rural Area","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1991","Saxony","Urban Area","","","",""
"Yes","1991","Saxony","Rural Area","","","",""
"Yes","1991","Saxony-Anhalt","Urban Area","","","",""
"Yes","1991","Saxony-Anhalt","Rural Area","","","",""
"Yes","1991","Thuringia","Urban Area","","","",""
"Yes","1991","Thuringia","Rural Area","","","",""
"No","1991","Schleswig-Holstein","Urban Area","58","1","1","1"
"No","1991","Schleswig-Holstein","Rural Area","56","1","1","1"
"No","1991","Hamburg","Urban Area","57","1","1","1"
"No","1991","Hamburg","Rural Area","","","",""
"No","1991","Lower Saxony","Urban Area","184","1","1","1"
"No","1991","Lower Saxony","Rural Area","151","1","1","1"
"No","1991","Bremen","Urban Area","23","","",""
"No","1991","Bremen","Rural Area","","","",""
"No","1991","North Rhine-Westphalia","Urban Area","936","1","1","1"
"No","1991","North Rhine-Westphalia","Rural Area","28","","",""
"No","1991","Hesse","Urban Area","349","1","1","1"
"No","1991","Hesse","Rural Area","51","1","1","1"
"No","1991","Rhineland-Palatinate,Saarland","Urban Area","208","1","1","1"
"No","1991","Rhineland-Palatinate,Saarland","Rural Area","36","1","1","1"
"No","1991","Baden-Württemberg","Urban Area","651","1","1","1"
"No","1991","Baden-Württemberg","Rural Area","104","1","1","1"
"No","1991","Bavaria","Urban Area","330","1","1","1"
"No","1991","Bavaria","Rural Area","329","1","1","1"
"No","1991","Berlin","Urban Area","254","1","1","1"
"No","1991","Berlin","Rural Area","","","",""
"No","1991","Brandenburg","Urban Area","24","","",""
"No","1991","Brandenburg","Rural Area","303","1","1","1"
"No","1991","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"No","1991","Mecklenburg-Western Pomerania","Rural Area","210","1","1","1"
"No","1991","Saxony","Urban Area","265","1","1","1"
"No","1991","Saxony","Rural Area","295","1","1","1"
"No","1991","Saxony-Anhalt","Urban Area","117","1","1","1"
"No","1991","Saxony-Anhalt","Rural Area","275","1","1","1"
"No","1991","Thuringia","Urban Area","91","1","1","1"
"No","1991","Thuringia","Rural Area","213","1","1","1"
"Yes","1992","Schleswig-Holstein","Urban Area","","","",""
"Yes","1992","Schleswig-Holstein","Rural Area","","","",""
"Yes","1992","Hamburg","Urban Area","","","",""
"Yes","1992","Hamburg","Rural Area","","","",""
"Yes","1992","Lower Saxony","Urban Area","","","",""
"Yes","1992","Lower Saxony","Rural Area","","","",""
"Yes","1992","Bremen","Urban Area","","","",""
"Yes","1992","Bremen","Rural Area","","","",""
"Yes","1992","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1992","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1992","Hesse","Urban Area","","","",""
"Yes","1992","Hesse","Rural Area","","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1992","Baden-Württemberg","Urban Area","","","",""
"Yes","1992","Baden-Württemberg","Rural Area","","","",""
"Yes","1992","Bavaria","Urban Area","","","",""
"Yes","1992","Bavaria","Rural Area","","","",""
"Yes","1992","Berlin","Urban Area","","","",""
"Yes","1992","Berlin","Rural Area","","","",""
"Yes","1992","Brandenburg","Urban Area","","","",""
"Yes","1992","Brandenburg","Rural Area","","","",""
"Yes","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1992","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1992","Saxony","Urban Area","","","",""
"Yes","1992","Saxony","Rural Area","","","",""
"Yes","1992","Saxony-Anhalt","Urban Area","","","",""
"Yes","1992","Saxony-Anhalt","Rural Area","","","",""
"Yes","1992","Thuringia","Urban Area","","","",""
"Yes","1992","Thuringia","Rural Area","","","",""
"No","1992","Schleswig-Holstein","Urban Area","58","1","1","1"
"No","1992","Schleswig-Holstein","Rural Area","44","1","1","1"
"No","1992","Hamburg","Urban Area","61","1","1","1"
"No","1992","Hamburg","Rural Area","","","",""
"No","1992","Lower Saxony","Urban Area","167","1","1","1"
"No","1992","Lower Saxony","Rural Area","142","1","1","1"
"No","1992","Bremen","Urban Area","22","","",""
"No","1992","Bremen","Rural Area","","","",""
"No","1992","North Rhine-Westphalia","Urban Area","939","1","1","1"
"No","1992","North Rhine-Westphalia","Rural Area","28","","",""
"No","1992","Hesse","Urban Area","337","1","1","1"
"No","1992","Hesse","Rural Area","42","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","Urban Area","191","1","1","1"
"No","1992","Rhineland-Palatinate,Saarland","Rural Area","30","1","1","1"
"No","1992","Baden-Württemberg","Urban Area","618","1","1","1"
"No","1992","Baden-Württemberg","Rural Area","103","1","1","1"
"No","1992","Bavaria","Urban Area","329","1","1","1"
"No","1992","Bavaria","Rural Area","364","1","1","1"
"No","1992","Berlin","Urban Area","213","1","1","1"
"No","1992","Berlin","Rural Area","","","",""
"No","1992","Brandenburg","Urban Area","28","","",""
"No","1992","Brandenburg","Rural Area","213","1","1","1"
"No","1992","Mecklenburg-Western Pomerania","Urban Area","20","","",""
"No","1992","Mecklenburg-Western Pomerania","Rural Area","134","1","1","1"
"No","1992","Saxony","Urban Area","185","1","1","1"
"No","1992","Saxony","Rural Area","198","1","1","1"
"No","1992","Saxony-Anhalt","Urban Area","94","1","1","1"
"No","1992","Saxony-Anhalt","Rural Area","194","1","1","1"
"No","1992","Thuringia","Urban Area","64","1","1","1"
"No","1992","Thuringia","Rural Area","170","1","1","1"
"Yes","1993","Schleswig-Holstein","Urban Area","","","",""
"Yes","1993","Schleswig-Holstein","Rural Area","","","",""
"Yes","1993","Hamburg","Urban Area","","","",""
"Yes","1993","Hamburg","Rural Area","","","",""
"Yes","1993","Lower Saxony","Urban Area","","","",""
"Yes","1993","Lower Saxony","Rural Area","","","",""
"Yes","1993","Bremen","Urban Area","","","",""
"Yes","1993","Bremen","Rural Area","","","",""
"Yes","1993","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1993","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1993","Hesse","Urban Area","","","",""
"Yes","1993","Hesse","Rural Area","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1993","Baden-Württemberg","Urban Area","","","",""
"Yes","1993","Baden-Württemberg","Rural Area","","","",""
"Yes","1993","Bavaria","Urban Area","","","",""
"Yes","1993","Bavaria","Rural Area","","","",""
"Yes","1993","Berlin","Urban Area","","","",""
"Yes","1993","Berlin","Rural Area","","","",""
"Yes","1993","Brandenburg","Urban Area","","","",""
"Yes","1993","Brandenburg","Rural Area","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","1993","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","1993","Saxony","Urban Area","","","",""
"Yes","1993","Saxony","Rural Area","","","",""
"Yes","1993","Saxony-Anhalt","Urban Area","","","",""
"Yes","1993","Saxony-Anhalt","Rural Area","","","",""
"Yes","1993","Thuringia","Urban Area","","","",""
"Yes","1993","Thuringia","Rural Area","","","",""
"No","1993","Schleswig-Holstein","Urban Area","58","1","1","1"
"No","1993","Schleswig-Holstein","Rural Area","40","1","1","1"
"No","1993","Hamburg","Urban Area","57","1","1","1"
"No","1993","Hamburg","Rural Area","","","",""
"No","1993","Lower Saxony","Urban Area","191","1","1","1"
"No","1993","Lower Saxony","Rural Area","160","1","1","1"
"No","1993","Bremen","Urban Area","24","","",""
"No","1993","Bremen","Rural Area","","","",""
"No","1993","North Rhine-Westphalia","Urban Area","977","1","1","1"
"No","1993","North Rhine-Westphalia","Rural Area","31","1","1","1"
"No","1993","Hesse","Urban Area","344","1","1","1"
"No","1993","Hesse","Rural Area","46","1","1","1"
"No","1993","Rhineland-Palatinate,Saarland","Urban Area","194","1","1","1"
"No","1993","Rhineland-Palatinate,Saarland","Rural Area","30","1","1","1"
"No","1993","Baden-Württemberg","Urban Area","650","1","1","1"
"No","1993","Baden-Württemberg","Rural Area","101","1","1","1"
"No","1993","Bavaria","Urban Area","318","1","1","1"
"No","1993","Bavaria","Rural Area","370","1","1","1"
"No","1993","Berlin","Urban Area","215","1","1","1"
"No","1993","Berlin","Rural Area","","","",""
"No","1993","Brandenburg","Urban Area","30","1","1","1"
"No","1993","Brandenburg","Rural Area","203","1","1","1"
"No","1993","Mecklenburg-Western Pomerania","Urban Area","19","","",""
"No","1993","Mecklenburg-Western Pomerania","Rural Area","114","1","1","1"
"No","1993","Saxony","Urban Area","164","1","1","1"
"No","1993","Saxony","Rural Area","165","1","1","1"
"No","1993","Saxony-Anhalt","Urban Area","65","1","1","1"
"No","1993","Saxony-Anhalt","Rural Area","177","1","1","1"
"No","1993","Thuringia","Urban Area","62","1","1","1"
"No","1993","Thuringia","Rural Area","158","1","1","1"
"Yes","1994","Schleswig-Holstein","Urban Area","","","",""
"Yes","1994","Schleswig-Holstein","Rural Area","","","",""
"Yes","1994","Hamburg","Urban Area","","","",""
"Yes","1994","Hamburg","Rural Area","","","",""
"Yes","1994","Lower Saxony","Urban Area","","","",""
"Yes","1994","Lower Saxony","Rural Area","","","",""
"Yes","1994","Bremen","Urban Area","","","",""
"Yes","1994","Bremen","Rural Area","","","",""
"Yes","1994","North Rhine-Westphalia","Urban Area","","","",""
"Yes","1994","North Rhine-Westphalia","Rural Area","","","",""
"Yes","1994","Hesse","Urban Area","","","",""
"Yes","1994","Hesse","Rural Area","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","1994","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","1994","Baden-Württemberg","Urban Area","","","",""
"Yes","1994","Baden-Württemberg","Rural Area","","","",""
"Yes","1994","Bavaria","Urban Area","","","",""
"Yes","1994","Bavaria","Rural Area","","","",""
"Yes","1994","Berlin","Urban Area","","","",""
"Yes","1994","Berlin","Rural Area","","","",""
