"plb0196_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Mecklenburg-Western Pomerania","Rural Area","90","0.543091713148847","0.466852698880419","0.619330727417274"
"Yes","2002","Saxony","Urban Area","235","0.779546964838309","0.732320936952536","0.826772992724081"
"Yes","2002","Saxony","Rural Area","223","0.680498732185358","0.629489882712236","0.73150758165848"
"Yes","2002","Saxony-Anhalt","Urban Area","68","0.552952134800537","0.456465138369058","0.649439131232015"
"Yes","2002","Saxony-Anhalt","Rural Area","153","0.594296980907949","0.532936829969","0.655657131846898"
"Yes","2002","Thuringia","Urban Area","69","0.658289500961757","0.566695484340994","0.749883517582521"
"Yes","2002","Thuringia","Rural Area","166","0.684133755483139","0.625444082748271","0.742823428218007"
"No","2002","Schleswig-Holstein","Urban Area","17","","",""
"No","2002","Schleswig-Holstein","Rural Area","42","0.343591677197744","0.263776222148374","0.423407132247114"
"No","2002","Hamburg","Urban Area","28","","",""
"No","2002","Hamburg","Rural Area","","","",""
"No","2002","Lower Saxony","Urban Area","107","0.351000417060489","0.301140358483821","0.400860475637157"
"No","2002","Lower Saxony","Rural Area","100","0.268562960112959","0.221726894917423","0.315399025308495"
"No","2002","Bremen","Urban Area","21","","",""
"No","2002","Bremen","Rural Area","","","",""
"No","2002","North Rhine-Westphalia","Urban Area","421","0.281656111677569","0.259132164578189","0.304180058776948"
"No","2002","North Rhine-Westphalia","Rural Area","7","","",""
"No","2002","Hesse","Urban Area","150","0.313998025968086","0.27290423640648","0.355091815529692"
"No","2002","Hesse","Rural Area","26","","",""
"No","2002","Rhineland-Palatinate,Saarland","Urban Area","78","0.271778284037268","0.222094813871012","0.321461754203525"
"No","2002","Rhineland-Palatinate,Saarland","Rural Area","41","0.425862782629994","0.337020991828725","0.514704573431263"
"No","2002","Baden-Württemberg","Urban Area","244","0.2651008323765","0.236422967225517","0.293778697527483"
"No","2002","Baden-Württemberg","Rural Area","26","","",""
"No","2002","Bavaria","Urban Area","173","0.301652260584527","0.264711153868249","0.338593367300805"
"No","2002","Bavaria","Rural Area","181","0.35580448556751","0.316328005222123","0.395280965912897"
"No","2002","Berlin","Urban Area","84","0.345836792353946","0.29002517041003","0.401648414297861"
"No","2002","Berlin","Rural Area","","","",""
"No","2002","Brandenburg","Urban Area","12","","",""
"No","2002","Brandenburg","Rural Area","102","0.322385546846523","0.269319214698728","0.375451878994318"
"No","2002","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"No","2002","Mecklenburg-Western Pomerania","Rural Area","74","0.456908286851154","0.380669272582726","0.533147301119581"
"No","2002","Saxony","Urban Area","61","0.220453035161691","0.173227007275919","0.267679063047464"
"No","2002","Saxony","Rural Area","98","0.319501267814642","0.26849241834152","0.370510117287764"
"No","2002","Saxony-Anhalt","Urban Area","34","0.447047865199463","0.350560868767985","0.543534861630942"
"No","2002","Saxony-Anhalt","Rural Area","93","0.405703019092051","0.344342868153102","0.467063170031"
"No","2002","Thuringia","Urban Area","34","0.341710499038243","0.250116482417479","0.433304515659006"
"No","2002","Thuringia","Rural Area","75","0.315866244516861","0.257176571781993","0.374555917251729"
"Yes","2003","Schleswig-Holstein","Urban Area","59","0.772200430508926","0.678521009555332","0.86587985146252"
"Yes","2003","Schleswig-Holstein","Rural Area","87","0.707918769709255","0.626897518787119","0.788940020631391"
"Yes","2003","Hamburg","Urban Area","84","0.73968292179845","0.656539033939025","0.822826809657875"
"Yes","2003","Hamburg","Rural Area","","","",""
"Yes","2003","Lower Saxony","Urban Area","245","0.70291634842584","0.655776770584926","0.750055926266753"
"Yes","2003","Lower Saxony","Rural Area","232","0.686798748628582","0.637281143478944","0.73631635377822"
"Yes","2003","Bremen","Urban Area","36","0.553779618474434","0.425848181016147","0.68171105593272"
"Yes","2003","Bremen","Rural Area","","","",""
"Yes","2003","North Rhine-Westphalia","Urban Area","1046","0.714021197253637","0.690706090958977","0.737336303548296"
"Yes","2003","North Rhine-Westphalia","Rural Area","15","","",""
"Yes","2003","Hesse","Urban Area","315","0.684544227198711","0.641798750918512","0.727289703478909"
"Yes","2003","Hesse","Rural Area","74","0.781693649476015","0.702679491181043","0.860707807770987"
"Yes","2003","Rhineland-Palatinate,Saarland","Urban Area","217","0.621142676190919","0.566790003346228","0.675495349035611"
"Yes","2003","Rhineland-Palatinate,Saarland","Rural Area","69","0.552039416727295","0.46075416652514","0.643324666929449"
"Yes","2003","Baden-Württemberg","Urban Area","625","0.754800717920575","0.726131503901444","0.783469931939705"
"Yes","2003","Baden-Württemberg","Rural Area","60","0.696451950866748","0.597535540530225","0.795368361203272"
"Yes","2003","Bavaria","Urban Area","385","0.70544356622176","0.66745079955369","0.74343633288983"
"Yes","2003","Bavaria","Rural Area","390","0.684915115156667","0.646643919048919","0.723186311264416"
"Yes","2003","Berlin","Urban Area","207","0.757270698160451","0.70555375974429","0.808987636576611"
"Yes","2003","Berlin","Rural Area","","","",""
"Yes","2003","Brandenburg","Urban Area","22","","",""
"Yes","2003","Brandenburg","Rural Area","178","0.662408274163247","0.606415552132208","0.718400996194286"
"Yes","2003","Mecklenburg-Western Pomerania","Urban Area","26","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Rural Area","92","0.587884152301597","0.509375928546944","0.66639237605625"
"Yes","2003","Saxony","Urban Area","213","0.714485326429729","0.663118735947496","0.765851916911962"
"Yes","2003","Saxony","Rural Area","203","0.622538314017676","0.567408142116797","0.677668485918555"
"Yes","2003","Saxony-Anhalt","Urban Area","62","0.589756453903959","0.488695213418778","0.69081769438914"
"Yes","2003","Saxony-Anhalt","Rural Area","141","0.607090998826247","0.542109292654719","0.672072704997776"
"Yes","2003","Thuringia","Urban Area","66","0.635612652074585","0.543561049707834","0.727664254441336"
"Yes","2003","Thuringia","Rural Area","168","0.707278527779358","0.650303102442617","0.764253953116099"
"No","2003","Schleswig-Holstein","Urban Area","18","","",""
"No","2003","Schleswig-Holstein","Rural Area","34","0.292081230290745","0.211059979368609","0.373102481212881"
"No","2003","Hamburg","Urban Area","23","","",""
"No","2003","Hamburg","Rural Area","","","",""
"No","2003","Lower Saxony","Urban Area","116","0.29708365157416","0.249944073733247","0.344223229415073"
"No","2003","Lower Saxony","Rural Area","105","0.313201251371418","0.26368364622178","0.362718856521056"
"No","2003","Bremen","Urban Area","22","","",""
"No","2003","Bremen","Rural Area","","","",""
"No","2003","North Rhine-Westphalia","Urban Area","397","0.285978802746363","0.262663696451703","0.309293909041023"
"No","2003","North Rhine-Westphalia","Rural Area","12","","",""
"No","2003","Hesse","Urban Area","139","0.315455772801289","0.272710296521091","0.358201249081487"
"No","2003","Hesse","Rural Area","31","0.218306350523985","0.139292192229013","0.297320508818957"
"No","2003","Rhineland-Palatinate,Saarland","Urban Area","89","0.378857323809081","0.32450465096439","0.433209996653772"
"No","2003","Rhineland-Palatinate,Saarland","Rural Area","45","0.447960583272705","0.356675333070551","0.53924583347486"
"No","2003","Baden-Württemberg","Urban Area","240","0.245199282079425","0.216530068060295","0.273868496098556"
"No","2003","Baden-Württemberg","Rural Area","23","","",""
"No","2003","Bavaria","Urban Area","168","0.29455643377824","0.25656366711017","0.33254920044631"
"No","2003","Bavaria","Rural Area","176","0.315084884843333","0.276813688735584","0.353356080951081"
"No","2003","Berlin","Urban Area","57","0.242729301839549","0.191012363423389","0.29444624025571"
"No","2003","Berlin","Rural Area","","","",""
"No","2003","Brandenburg","Urban Area","9","","",""
"No","2003","Brandenburg","Rural Area","96","0.337591725836753","0.281599003805714","0.393584447867792"
"No","2003","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"No","2003","Mecklenburg-Western Pomerania","Rural Area","59","0.412115847698403","0.333607623943749","0.490624071453056"
"No","2003","Saxony","Urban Area","84","0.285514673570271","0.234148083088038","0.336881264052504"
"No","2003","Saxony","Rural Area","94","0.377461685982324","0.322331514081445","0.432591857883203"
"No","2003","Saxony-Anhalt","Urban Area","29","","",""
"No","2003","Saxony-Anhalt","Rural Area","76","0.392909001173753","0.327927295002224","0.457890707345281"
"No","2003","Thuringia","Urban Area","39","0.364387347925415","0.272335745558664","0.456438950292166"
"No","2003","Thuringia","Rural Area","77","0.292721472220642","0.235746046883901","0.349696897557383"
"Yes","2004","Schleswig-Holstein","Urban Area","68","0.778074008509551","0.690249970011482","0.86589804700762"
"Yes","2004","Schleswig-Holstein","Rural Area","91","0.751722443446404","0.672418797360281","0.831026089532528"
"Yes","2004","Hamburg","Urban Area","69","0.700729088592693","0.609123957458056","0.792334219727331"
"Yes","2004","Hamburg","Rural Area","","","",""
"Yes","2004","Lower Saxony","Urban Area","214","0.606995506138696","0.554138487275557","0.659852525001835"
"Yes","2004","Lower Saxony","Rural Area","227","0.727696736275126","0.677657239204441","0.77773623334581"
"Yes","2004","Bremen","Urban Area","40","0.609537662337662","0.481763240325674","0.737312084349651"
"Yes","2004","Bremen","Rural Area","","","",""
"Yes","2004","North Rhine-Westphalia","Urban Area","1017","0.713434164283698","0.689799763910133","0.737068564657262"
"Yes","2004","North Rhine-Westphalia","Rural Area","18","","",""
"Yes","2004","Hesse","Urban Area","329","0.741135001425592","0.700438843115565","0.781831159735619"
"Yes","2004","Hesse","Rural Area","59","0.750252351699571","0.657127963779232","0.84337673961991"
"Yes","2004","Rhineland-Palatinate,Saarland","Urban Area","202","0.665946191081472","0.610601779677039","0.721290602485905"
"Yes","2004","Rhineland-Palatinate,Saarland","Rural Area","68","0.612620711700659","0.520316771896129","0.704924651505188"
"Yes","2004","Baden-Württemberg","Urban Area","609","0.719809747704567","0.689547702028243","0.75007179338089"
"Yes","2004","Baden-Württemberg","Rural Area","55","0.662271028179228","0.558636342432798","0.765905713925658"
"Yes","2004","Bavaria","Urban Area","387","0.726249108735228","0.688144650078797","0.764353567391658"
"Yes","2004","Bavaria","Rural Area","384","0.683439237273143","0.644983740198785","0.721894734347502"
"Yes","2004","Berlin","Urban Area","181","0.675785535768788","0.619214926530023","0.732356145007553"
"Yes","2004","Berlin","Rural Area","","","",""
"Yes","2004","Brandenburg","Urban Area","20","","",""
"Yes","2004","Brandenburg","Rural Area","175","0.680980891631948","0.623088135095165","0.738873648168732"
"Yes","2004","Mecklenburg-Western Pomerania","Urban Area","19","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Rural Area","84","0.586100302461547","0.504803762527021","0.667396842396072"
"Yes","2004","Saxony","Urban Area","199","0.728660829393251","0.67629751052952","0.781024148256983"
"Yes","2004","Saxony","Rural Area","224","0.703273079340533","0.651494161651082","0.755051997029984"
"Yes","2004","Saxony-Anhalt","Urban Area","64","0.722099706950594","0.629551092126914","0.814648321774273"
"Yes","2004","Saxony-Anhalt","Rural Area","152","0.68622384033744","0.627394766233616","0.745052914441263"
"Yes","2004","Thuringia","Urban Area","75","0.78003642656847","0.69965035037421","0.86042250276273"
"Yes","2004","Thuringia","Rural Area","152","0.639958648648503","0.5783243755488","0.701592921748205"
"No","2004","Schleswig-Holstein","Urban Area","18","","",""
"No","2004","Schleswig-Holstein","Rural Area","23","","",""
"No","2004","Hamburg","Urban Area","27","","",""
"No","2004","Hamburg","Rural Area","","","",""
"No","2004","Lower Saxony","Urban Area","114","0.393004493861304","0.340147474998165","0.445861512724443"
"No","2004","Lower Saxony","Rural Area","77","0.272303263724874","0.22226376665419","0.322342760795559"
"No","2004","Bremen","Urban Area","16","","",""
"No","2004","Bremen","Rural Area","","","",""
"No","2004","North Rhine-Westphalia","Urban Area","389","0.286565835716302","0.262931435342738","0.310200236089867"
"No","2004","North Rhine-Westphalia","Rural Area","7","","",""
"No","2004","Hesse","Urban Area","116","0.258864998574408","0.218168840264381","0.299561156884435"
"No","2004","Hesse","Rural Area","24","","",""
"No","2004","Rhineland-Palatinate,Saarland","Urban Area","77","0.334053808918528","0.278709397514095","0.389398220322961"
"No","2004","Rhineland-Palatinate,Saarland","Rural Area","39","0.387379288299341","0.295075348494812","0.47968322810387"
"No","2004","Baden-Württemberg","Urban Area","237","0.280190252295433","0.249928206619109","0.310452297971757"
"No","2004","Baden-Württemberg","Rural Area","25","","",""
"No","2004","Bavaria","Urban Area","139","0.273750891264772","0.235646432608342","0.311855349921203"
"No","2004","Bavaria","Rural Area","178","0.316560762726857","0.278105265652498","0.355016259801215"
"No","2004","Berlin","Urban Area","82","0.324214464231212","0.267643854992447","0.380785073469977"
"No","2004","Berlin","Rural Area","","","",""
"No","2004","Brandenburg","Urban Area","11","","",""
"No","2004","Brandenburg","Rural Area","74","0.319019108368052","0.261126351831268","0.376911864904835"
"No","2004","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"No","2004","Mecklenburg-Western Pomerania","Rural Area","57","0.413899697538453","0.332603157603928","0.495196237472979"
"No","2004","Saxony","Urban Area","78","0.271339170606749","0.218975851743017","0.32370248947048"
"No","2004","Saxony","Rural Area","75","0.296726920659467","0.244948002970016","0.348505838348918"
"No","2004","Saxony-Anhalt","Urban Area","26","","",""
"No","2004","Saxony-Anhalt","Rural Area","87","0.31377615966256","0.254947085558737","0.372605233766384"
"No","2004","Thuringia","Urban Area","27","","",""
"No","2004","Thuringia","Rural Area","81","0.360041351351497","0.298407078251795","0.4216756244512"
"Yes","2005","Schleswig-Holstein","Urban Area","39","0.72877949280813","0.611282681701633","0.846276303914627"
"Yes","2005","Schleswig-Holstein","Rural Area","74","0.637150645013436","0.548102819053497","0.726198470973376"
"Yes","2005","Hamburg","Urban Area","68","0.68604911646385","0.5901675113456","0.781930721582101"
"Yes","2005","Hamburg","Rural Area","","","",""
"Yes","2005","Lower Saxony","Urban Area","206","0.72823805991468","0.676589684612448","0.779886435216911"
"Yes","2005","Lower Saxony","Rural Area","186","0.654219339936109","0.59800543137937","0.710433248492848"
"Yes","2005","Bremen","Urban Area","39","0.699597435166595","0.571238539058289","0.8279563312749"
"Yes","2005","Bremen","Rural Area","","","",""
"Yes","2005","North Rhine-Westphalia","Urban Area","965","0.737663400467198","0.713704230559956","0.761622570374439"
"Yes","2005","North Rhine-Westphalia","Rural Area","18","","",""
"Yes","2005","Hesse","Urban Area","300","0.671830043399286","0.627449462384456","0.716210624414116"
"Yes","2005","Hesse","Rural Area","61","0.781392883761183","0.690825886075891","0.871959881446476"
"Yes","2005","Rhineland-Palatinate,Saarland","Urban Area","197","0.668389948419094","0.611813449236352","0.724966447601835"
"Yes","2005","Rhineland-Palatinate,Saarland","Rural Area","56","0.536884315973815","0.434434189704856","0.639334442242774"
"Yes","2005","Baden-Württemberg","Urban Area","608","0.761466204027587","0.731803429298787","0.791128978756387"
"Yes","2005","Baden-Württemberg","Rural Area","53","0.735896153486264","0.634065748147588","0.837726558824939"
"Yes","2005","Bavaria","Urban Area","346","0.673921189587879","0.632954587518806","0.714887791656953"
"Yes","2005","Bavaria","Rural Area","355","0.686669457227674","0.647253914974958","0.72608499948039"
"Yes","2005","Berlin","Urban Area","184","0.712976179807455","0.656788008483534","0.769164351131375"
"Yes","2005","Berlin","Rural Area","","","",""
"Yes","2005","Brandenburg","Urban Area","21","","",""
"Yes","2005","Brandenburg","Rural Area","166","0.675967003748241","0.617122985557207","0.734811021939275"
"Yes","2005","Mecklenburg-Western Pomerania","Urban Area","22","","",""
"Yes","2005","Mecklenburg-Western Pomerania","Rural Area","82","0.496125306382744","0.410831383529601","0.581419229235887"
"Yes","2005","Saxony","Urban Area","176","0.676549557052735","0.618446083050322","0.734653031055147"
"Yes","2005","Saxony","Rural Area","197","0.696697543302735","0.642950443501356","0.750444643104115"
"Yes","2005","Saxony-Anhalt","Urban Area","63","0.750798967829429","0.65774266438584","0.843855271273017"
"Yes","2005","Saxony-Anhalt","Rural Area","136","0.580822971258509","0.516206280671573","0.645439661845444"
"Yes","2005","Thuringia","Urban Area","66","0.643128547847482","0.546280925690044","0.73997617000492"
"Yes","2005","Thuringia","Rural Area","128","0.616170527025902","0.549106129617733","0.683234924434071"
"No","2005","Schleswig-Holstein","Urban Area","16","","",""
"No","2005","Schleswig-Holstein","Rural Area","38","0.362849354986564","0.273801529026624","0.451897180946503"
"No","2005","Hamburg","Urban Area","22","","",""
"No","2005","Hamburg","Rural Area","","","",""
"No","2005","Lower Saxony","Urban Area","79","0.27176194008532","0.220113564783089","0.323410315387552"
"No","2005","Lower Saxony","Rural Area","89","0.345780660063891","0.289566751507152","0.40199456862063"
"No","2005","Bremen","Urban Area","10","","",""
"No","2005","Bremen","Rural Area","","","",""
"No","2005","North Rhine-Westphalia","Urban Area","330","0.262336599532802","0.238377429625561","0.286295769440044"
"No","2005","North Rhine-Westphalia","Rural Area","5","","",""
"No","2005","Hesse","Urban Area","130","0.328169956600714","0.283789375585884","0.372550537615544"
"No","2005","Hesse","Rural Area","19","","",""
"No","2005","Rhineland-Palatinate,Saarland","Urban Area","69","0.331610051580906","0.275033552398165","0.388186550763648"
"No","2005","Rhineland-Palatinate,Saarland","Rural Area","35","0.463115684026185","0.360665557757226","0.565565810295144"
"No","2005","Baden-Württemberg","Urban Area","185","0.238533795972413","0.208871021243613","0.268196570701213"
"No","2005","Baden-Württemberg","Rural Area","19","","",""
"No","2005","Bavaria","Urban Area","157","0.326078810412121","0.285112208343047","0.367045412481194"
"No","2005","Bavaria","Rural Area","177","0.313330542772326","0.27391500051961","0.352746085025042"
"No","2005","Berlin","Urban Area","65","0.287023820192546","0.230835648868625","0.343211991516466"
"No","2005","Berlin","Rural Area","","","",""
"No","2005","Brandenburg","Urban Area","9","","",""
"No","2005","Brandenburg","Rural Area","77","0.324032996251759","0.265188978060725","0.382877014442793"
"No","2005","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"No","2005","Mecklenburg-Western Pomerania","Rural Area","50","0.503874693617256","0.418580770764113","0.589168616470399"
"No","2005","Saxony","Urban Area","73","0.323450442947265","0.265346968944853","0.381553916949678"
"No","2005","Saxony","Rural Area","84","0.303302456697265","0.249555356895885","0.357049556498644"
"No","2005","Saxony-Anhalt","Urban Area","20","","",""
"No","2005","Saxony-Anhalt","Rural Area","88","0.419177028741491","0.354560338154556","0.483793719328427"
"No","2005","Thuringia","Urban Area","28","","",""
"No","2005","Thuringia","Rural Area","74","0.383829472974099","0.31676507556593","0.450893870382267"
"Yes","2006","Schleswig-Holstein","Urban Area","59","0.643500789865032","0.549152437171328","0.737849142558736"
"Yes","2006","Schleswig-Holstein","Rural Area","86","0.731716039429738","0.652442890462893","0.810989188396583"
"Yes","2006","Hamburg","Urban Area","71","0.656761525266478","0.560265716634428","0.753257333898529"
"Yes","2006","Hamburg","Rural Area","","","",""
"Yes","2006","Lower Saxony","Urban Area","203","0.675754519619402","0.622873930065211","0.728635109173594"
"Yes","2006","Lower Saxony","Rural Area","217","0.692000736162838","0.640189221483509","0.743812250842166"
"Yes","2006","Bremen","Urban Area","39","0.783694400769834","0.664713725905869","0.902675075633799"
"Yes","2006","Bremen","Rural Area","","","",""
"Yes","2006","North Rhine-Westphalia","Urban Area","1085","0.757301704288911","0.735050364858885","0.779553043718937"
"Yes","2006","North Rhine-Westphalia","Rural Area","23","","",""
"Yes","2006","Hesse","Urban Area","355","0.701206281557179","0.660086268380707","0.742326294733652"
"Yes","2006","Hesse","Rural Area","66","0.797483914806478","0.715364677873975","0.87960315173898"
"Yes","2006","Rhineland-Palatinate,Saarland","Urban Area","237","0.773825156422051","0.726951271531421","0.820699041312681"
"Yes","2006","Rhineland-Palatinate,Saarland","Rural Area","73","0.667815882223902","0.578987036831611","0.756644727616193"
"Yes","2006","Baden-Württemberg","Urban Area","675","0.762047334939998","0.733718775568542","0.790375894311454"
"Yes","2006","Baden-Württemberg","Rural Area","63","0.650700514808148","0.552205015926965","0.749196013689331"
"Yes","2006","Bavaria","Urban Area","412","0.751099180591701","0.714931244547205","0.787267116636198"
"Yes","2006","Bavaria","Rural Area","399","0.675603335610086","0.63782818820367","0.713378483016502"
"Yes","2006","Berlin","Urban Area","190","0.709330470460983","0.653816078011735","0.764844862910231"
"Yes","2006","Berlin","Rural Area","","","",""
"Yes","2006","Brandenburg","Urban Area","25","","",""
"Yes","2006","Brandenburg","Rural Area","195","0.715385653124567","0.661362590488055","0.769408715761079"
"Yes","2006","Mecklenburg-Western Pomerania","Urban Area","28","","",""
"Yes","2006","Mecklenburg-Western Pomerania","Rural Area","98","0.682975811013183","0.60851096035354","0.757440661672827"
"Yes","2006","Saxony","Urban Area","210","0.74189416248685","0.691179333554338","0.792608991419363"
"Yes","2006","Saxony","Rural Area","203","0.715810796523942","0.663447308172341","0.768174284875542"
"Yes","2006","Saxony-Anhalt","Urban Area","65","0.756913699119598","0.667292617688084","0.846534780551111"
"Yes","2006","Saxony-Anhalt","Rural Area","153","0.606465736890578","0.542913685675964","0.670017788105192"
"Yes","2006","Thuringia","Urban Area","66","0.700177142782547","0.608042570888431","0.792311714676663"
"Yes","2006","Thuringia","Rural Area","159","0.675702196418052","0.615595923433935","0.735808469402169"
"No","2006","Schleswig-Holstein","Urban Area","40","0.356499210134968","0.262150857441264","0.450847562828672"
"No","2006","Schleswig-Holstein","Rural Area","34","0.268283960570262","0.189010811603417","0.347557109537107"
"No","2006","Hamburg","Urban Area","22","","",""
"No","2006","Hamburg","Rural Area","","","",""
"No","2006","Lower Saxony","Urban Area","98","0.324245480380598","0.271364890826406","0.377126069934789"
"No","2006","Lower Saxony","Rural Area","88","0.307999263837162","0.256187749157834","0.359810778516491"
"No","2006","Bremen","Urban Area","7","","",""
"No","2006","Bremen","Rural Area","","","",""
"No","2006","North Rhine-Westphalia","Urban Area","341","0.242698295711089","0.220446956281063","0.264949635141115"
"No","2006","North Rhine-Westphalia","Rural Area","14","","",""
"No","2006","Hesse","Urban Area","121","0.29879371844282","0.257673705266348","0.339913731619293"
"No","2006","Hesse","Rural Area","26","","",""
"No","2006","Rhineland-Palatinate,Saarland","Urban Area","69","0.226174843577949","0.179300958687319","0.273048728468579"
"No","2006","Rhineland-Palatinate,Saarland","Rural Area","35","0.332184117776098","0.243355272383807","0.421012963168389"
"No","2006","Baden-Württemberg","Urban Area","193","0.237952665060002","0.209624105688546","0.266281224431458"
"No","2006","Baden-Württemberg","Rural Area","27","","",""
"No","2006","Bavaria","Urban Area","137","0.248900819408299","0.212732883363802","0.285068755452795"
"No","2006","Bavaria","Rural Area","191","0.324396664389914","0.286621516983498","0.36217181179633"
"No","2006","Berlin","Urban Area","67","0.290669529539017","0.235155137089769","0.346183921988265"
"No","2006","Berlin","Rural Area","","","",""
"No","2006","Brandenburg","Urban Area","12","","",""
"No","2006","Brandenburg","Rural Area","73","0.284614346875433","0.230591284238921","0.338637409511945"
"No","2006","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"No","2006","Mecklenburg-Western Pomerania","Rural Area","52","0.317024188986817","0.242559338327173","0.39148903964646"
"No","2006","Saxony","Urban Area","76","0.25810583751315","0.207391008580637","0.308820666445662"
"No","2006","Saxony","Rural Area","82","0.284189203476058","0.231825715124458","0.336552691827659"
"No","2006","Saxony-Anhalt","Urban Area","23","","",""
"No","2006","Saxony-Anhalt","Rural Area","74","0.393534263109422","0.329982211894808","0.457086314324036"
"No","2006","Thuringia","Urban Area","29","","",""
"No","2006","Thuringia","Rural Area","74","0.324297803581948","0.264191530597831","0.384404076566065"
"Yes","2007","Schleswig-Holstein","Urban Area","47","0.777706473574276","0.680992287463931","0.87442065968462"
"Yes","2007","Schleswig-Holstein","Rural Area","69","0.635966274222837","0.542129027414857","0.729803521030818"
"Yes","2007","Hamburg","Urban Area","77","0.685941399630206","0.596738232437017","0.775144566823395"
"Yes","2007","Hamburg","Rural Area","","","",""
"Yes","2007","Lower Saxony","Urban Area","216","0.783712997028951","0.736409272981742","0.831016721076161"
"Yes","2007","Lower Saxony","Rural Area","228","0.736580835975723","0.687467125857413","0.785694546094033"
"Yes","2007","Bremen","Urban Area","37","0.733653235507899","0.608599518864898","0.858706952150899"
"Yes","2007","Bremen","Rural Area","","","",""
"Yes","2007","North Rhine-Westphalia","Urban Area","1032","0.78748402765002","0.765331203077091","0.809636852222949"
"Yes","2007","North Rhine-Westphalia","Rural Area","15","","",""
"Yes","2007","Hesse","Urban Area","316","0.740351406348194","0.69806653580085","0.782636276895537"
"Yes","2007","Hesse","Rural Area","62","0.84824516832646","0.770111620920718","0.926378715732201"
"Yes","2007","Rhineland-Palatinate,Saarland","Urban Area","192","0.688360800187509","0.633114866906689","0.743606733468329"
"Yes","2007","Rhineland-Palatinate,Saarland","Rural Area","56","0.574503324753387","0.473473747438777","0.675532902067997"
"Yes","2007","Baden-Württemberg","Urban Area","624","0.80804942305358","0.780672905674128","0.835425940433032"
"Yes","2007","Baden-Württemberg","Rural Area","65","0.674883504371015","0.576454662797026","0.773312345945004"
"Yes","2007","Bavaria","Urban Area","388","0.778049002043463","0.741769205001893","0.814328799085032"
"Yes","2007","Bavaria","Rural Area","394","0.700273637213096","0.661985599720398","0.738561674705794"
"Yes","2007","Berlin","Urban Area","181","0.738597915125342","0.683800739231444","0.793395091019239"
"Yes","2007","Berlin","Rural Area","","","",""
"Yes","2007","Brandenburg","Urban Area","21","","",""
"Yes","2007","Brandenburg","Rural Area","178","0.595706035764097","0.535706739237358","0.655705332290835"
"Yes","2007","Mecklenburg-Western Pomerania","Urban Area","22","","",""
"Yes","2007","Mecklenburg-Western Pomerania","Rural Area","96","0.685921071425501","0.610889179675231","0.76095296317577"
"Yes","2007","Saxony","Urban Area","196","0.73712796297856","0.684028544353623","0.790227381603498"
"Yes","2007","Saxony","Rural Area","192","0.692460460510439","0.639163822153212","0.745757098867665"
"Yes","2007","Saxony-Anhalt","Urban Area","70","0.846761842747423","0.770184070452793","0.923339615042054"
"Yes","2007","Saxony-Anhalt","Rural Area","151","0.645049469957176","0.584130248579112","0.705968691335239"
"Yes","2007","Thuringia","Urban Area","64","0.707767559884643","0.615829845457406","0.79970527431188"
"Yes","2007","Thuringia","Rural Area","167","0.71314434263029","0.654818297244479","0.7714703880161"
"No","2007","Schleswig-Holstein","Urban Area","24","","",""
"No","2007","Schleswig-Holstein","Rural Area","32","0.364033725777163","0.270196478969182","0.457870972585143"
"No","2007","Hamburg","Urban Area","27","","",""
"No","2007","Hamburg","Rural Area","","","",""
"No","2007","Lower Saxony","Urban Area","75","0.216287002971049","0.16898327892384","0.263590727018258"
"No","2007","Lower Saxony","Rural Area","81","0.263419164024277","0.214305453905967","0.312532874142587"
"No","2007","Bremen","Urban Area","11","","",""
"No","2007","Bremen","Rural Area","","","",""
"No","2007","North Rhine-Westphalia","Urban Area","278","0.21251597234998","0.190363147777051","0.234668796922909"
"No","2007","North Rhine-Westphalia","Rural Area","7","","",""
"No","2007","Hesse","Urban Area","97","0.259648593651806","0.217363723104463","0.30193346419915"
"No","2007","Hesse","Rural Area","19","","",""
"No","2007","Rhineland-Palatinate,Saarland","Urban Area","78","0.311639199812491","0.256393266531671","0.366885133093311"
"No","2007","Rhineland-Palatinate,Saarland","Rural Area","36","0.425496675246613","0.324467097932003","0.526526252561223"
"No","2007","Baden-Württemberg","Urban Area","171","0.19195057694642","0.164574059566968","0.219327094325873"
"No","2007","Baden-Württemberg","Rural Area","22","","",""
"No","2007","Bavaria","Urban Area","116","0.221950997956537","0.185671200914968","0.258230794998107"
"No","2007","Bavaria","Rural Area","156","0.299726362786904","0.261438325294205","0.338014400279602"
"No","2007","Berlin","Urban Area","66","0.261402084874658","0.206604908980761","0.316199260768556"
"No","2007","Berlin","Rural Area","","","",""
"No","2007","Brandenburg","Urban Area","11","","",""
"No","2007","Brandenburg","Rural Area","79","0.404293964235903","0.344294667709165","0.464293260762641"
"No","2007","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"No","2007","Mecklenburg-Western Pomerania","Rural Area","51","0.314078928574499","0.23904703682423","0.389110820324769"
