"plb0196_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1992","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1992","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1992","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","1992","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","1993","1-pers.-HH","Urban Area","304","1","1","1","2"
"No","1993","1-pers.-HH","Rural Area","87","1","1","1","2"
"No","1993","(Married) couple without C. ","Rural Area","258","1","1","1","2"
"No","1993","(Married) couple without C. ","Urban Area","758","1","1","1","2"
"No","1993","Couple + C. LE 16 ","Rural Area","501","1","1","1","2"
"No","1993","Single parent ","Urban Area","173","1","1","1","2"
"No","1993","Single parent ","Rural Area","75","1","1","1","2"
"No","1993","Couple + C. LE 16 ","Urban Area","863","1","1","1","2"
"No","1993","Couple + C. GT 16 ","Urban Area","692","1","1","1","2"
"No","1993","Couple + C. GT 16 ","Rural Area","373","1","1","1","2"
"No","1993","Couple + C. LE and GT 16","Urban Area","369","1","1","1","2"
"No","1993","Couple + C. LE and GT 16","Rural Area","186","1","1","1","2"
"Yes","1993","1-pers.-HH","Urban Area","","","","","1"
"Yes","1993","Single parent ","Urban Area","","","","","1"
"Yes","1993","Single parent ","Rural Area","","","","","1"
"Yes","1993","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1993","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1993","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1993","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1993","1-pers.-HH","Rural Area","","","","","1"
"Yes","1993","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","1993","(Married) couple without C. ","Rural Area","","","","","1"
"No","1994","1-pers.-HH","Urban Area","261","1","1","1","2"
"No","1994","1-pers.-HH","Rural Area","77","1","1","1","2"
"No","1994","(Married) couple without C. ","Urban Area","726","1","1","1","2"
"No","1994","(Married) couple without C. ","Rural Area","271","1","1","1","2"
"No","1994","Couple + C. GT 16 ","Urban Area","613","1","1","1","2"
"No","1994","Single parent ","Urban Area","159","1","1","1","2"
"No","1994","Single parent ","Rural Area","59","1","1","1","2"
"No","1994","Couple + C. LE 16 ","Urban Area","829","1","1","1","2"
"No","1994","Couple + C. LE 16 ","Rural Area","448","1","1","1","2"
"No","1994","Couple + C. GT 16 ","Rural Area","365","1","1","1","2"
"No","1994","Couple + C. LE and GT 16","Urban Area","326","1","1","1","2"
"No","1994","Couple + C. LE and GT 16","Rural Area","189","1","1","1","2"
"Yes","1994","1-pers.-HH","Urban Area","","","","","1"
"Yes","1994","Single parent ","Urban Area","","","","","1"
"Yes","1994","Single parent ","Rural Area","","","","","1"
"Yes","1994","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1994","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1994","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1994","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1994","1-pers.-HH","Rural Area","","","","","1"
"Yes","1994","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1994","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1994","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","1994","(Married) couple without C. ","Rural Area","","","","","1"
"No","1995","1-pers.-HH","Urban Area","275","1","1","1","2"
"No","1995","1-pers.-HH","Rural Area","83","1","1","1","2"
"No","1995","Couple + C. GT 16 ","Urban Area","608","1","1","1","2"
"No","1995","(Married) couple without C. ","Urban Area","691","1","1","1","2"
"No","1995","(Married) couple without C. ","Rural Area","302","1","1","1","2"
"No","1995","Single parent ","Urban Area","147","1","1","1","2"
"No","1995","Single parent ","Rural Area","83","1","1","1","2"
"No","1995","Couple + C. LE 16 ","Urban Area","799","1","1","1","2"
"No","1995","Couple + C. LE 16 ","Rural Area","457","1","1","1","2"
"No","1995","Couple + C. GT 16 ","Rural Area","381","1","1","1","2"
"No","1995","Couple + C. LE and GT 16","Urban Area","322","1","1","1","2"
"No","1995","Couple + C. LE and GT 16","Rural Area","189","1","1","1","2"
"Yes","1995","1-pers.-HH","Urban Area","","","","","1"
"Yes","1995","1-pers.-HH","Rural Area","","","","","1"
"Yes","1995","Single parent ","Urban Area","","","","","1"
"Yes","1995","Single parent ","Rural Area","","","","","1"
"Yes","1995","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1995","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1995","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1995","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1995","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1995","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","1995","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1995","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","1996","1-pers.-HH","Urban Area","268","1","1","1","2"
"No","1996","1-pers.-HH","Rural Area","94","1","1","1","2"
"No","1996","(Married) couple without C. ","Urban Area","691","1","1","1","2"
"No","1996","(Married) couple without C. ","Rural Area","298","1","1","1","2"
"No","1996","Single parent ","Urban Area","167","1","1","1","2"
"No","1996","Couple + C. GT 16 ","Urban Area","559","1","1","1","2"
"No","1996","Single parent ","Rural Area","75","1","1","1","2"
"No","1996","Couple + C. LE 16 ","Urban Area","777","1","1","1","2"
"No","1996","Couple + C. LE 16 ","Rural Area","420","1","1","1","2"
"No","1996","Couple + C. GT 16 ","Rural Area","350","1","1","1","2"
"No","1996","Couple + C. LE and GT 16","Urban Area","317","1","1","1","2"
"No","1996","Couple + C. LE and GT 16","Rural Area","203","1","1","1","2"
"Yes","1996","1-pers.-HH","Urban Area","","","","","1"
"Yes","1996","1-pers.-HH","Rural Area","","","","","1"
"Yes","1996","Single parent ","Urban Area","","","","","1"
"Yes","1996","Single parent ","Rural Area","","","","","1"
"Yes","1996","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1996","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1996","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1996","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1996","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1996","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1996","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","1996","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","1997","1-pers.-HH","Urban Area","83","1","1","1","2"
"No","1997","1-pers.-HH","Rural Area","38","1","1","1","2"
"No","1997","(Married) couple without C. ","Urban Area","238","1","1","1","2"
"No","1997","(Married) couple without C. ","Rural Area","98","1","1","1","2"
"No","1997","Single parent ","Urban Area","33","1","1","1","2"
"No","1997","Couple + C. GT 16 ","Urban Area","137","1","1","1","2"
"No","1997","Single parent ","Rural Area","27","","","","2"
"No","1997","Couple + C. LE 16 ","Urban Area","248","1","1","1","2"
"No","1997","Couple + C. LE 16 ","Rural Area","152","1","1","1","2"
"No","1997","Couple + C. GT 16 ","Rural Area","141","1","1","1","2"
"No","1997","Couple + C. LE and GT 16","Urban Area","88","1","1","1","2"
"No","1997","Couple + C. LE and GT 16","Rural Area","69","1","1","1","2"
"Yes","1997","1-pers.-HH","Urban Area","","","","","1"
"Yes","1997","1-pers.-HH","Rural Area","","","","","1"
"Yes","1997","Single parent ","Urban Area","","","","","1"
"Yes","1997","Single parent ","Rural Area","","","","","1"
"Yes","1997","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1997","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1997","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1997","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1997","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1997","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1997","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","1997","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","1998","1-pers.-HH","Urban Area","108","1","1","1","2"
"No","1998","1-pers.-HH","Rural Area","39","1","1","1","2"
"No","1998","(Married) couple without C. ","Urban Area","224","1","1","1","2"
"No","1998","(Married) couple without C. ","Rural Area","135","1","1","1","2"
"No","1998","Single parent ","Urban Area","51","1","1","1","2"
"No","1998","Single parent ","Rural Area","23","","","","2"
"No","1998","Couple + C. GT 16 ","Urban Area","154","1","1","1","2"
"No","1998","Couple + C. LE 16 ","Urban Area","225","1","1","1","2"
"No","1998","Couple + C. LE 16 ","Rural Area","169","1","1","1","2"
"No","1998","Couple + C. GT 16 ","Rural Area","140","1","1","1","2"
"No","1998","Couple + C. LE and GT 16","Urban Area","83","1","1","1","2"
"No","1998","Couple + C. LE and GT 16","Rural Area","80","1","1","1","2"
"Yes","1998","1-pers.-HH","Urban Area","","","","","1"
"Yes","1998","1-pers.-HH","Rural Area","","","","","1"
"Yes","1998","Single parent ","Urban Area","","","","","1"
"Yes","1998","Single parent ","Rural Area","","","","","1"
"Yes","1998","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1998","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1998","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1998","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1998","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1998","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1998","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","1998","(Married) couple without C. ","Rural Area","","","","","1"
"No","1999","1-pers.-HH","Urban Area","87","1","1","1","2"
"No","1999","Couple + C. GT 16 ","Urban Area","147","1","1","1","2"
"No","1999","1-pers.-HH","Rural Area","39","1","1","1","2"
"No","1999","(Married) couple without C. ","Rural Area","116","1","1","1","2"
"No","1999","(Married) couple without C. ","Urban Area","226","1","1","1","2"
"No","1999","Single parent ","Urban Area","51","1","1","1","2"
"No","1999","Single parent ","Rural Area","24","","","","2"
"No","1999","Couple + C. LE 16 ","Urban Area","244","1","1","1","2"
"No","1999","Couple + C. LE 16 ","Rural Area","171","1","1","1","2"
"No","1999","Couple + C. GT 16 ","Rural Area","122","1","1","1","2"
"No","1999","Couple + C. LE and GT 16","Urban Area","67","1","1","1","2"
"No","1999","Couple + C. LE and GT 16","Rural Area","77","1","1","1","2"
"Yes","1999","1-pers.-HH","Urban Area","","","","","1"
"Yes","1999","1-pers.-HH","Rural Area","","","","","1"
"Yes","1999","Single parent ","Urban Area","","","","","1"
"Yes","1999","Single parent ","Rural Area","","","","","1"
"Yes","1999","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","1999","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","1999","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","1999","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","1999","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","1999","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","1999","Couple + C. LE and GT 16","Rural Area","","","","","1"
"Yes","1999","(Married) couple without C. ","Rural Area","","","","","1"
"No","2000","1-pers.-HH","Urban Area","217","1","1","1","2"
"No","2000","1-pers.-HH","Rural Area","94","1","1","1","2"
"No","2000","Couple + C. GT 16 ","Urban Area","247","1","1","1","2"
"No","2000","(Married) couple without C. ","Rural Area","204","1","1","1","2"
"No","2000","(Married) couple without C. ","Urban Area","416","1","1","1","2"
"No","2000","Single parent ","Urban Area","100","1","1","1","2"
"No","2000","Single parent ","Rural Area","43","1","1","1","2"
"No","2000","Couple + C. LE 16 ","Urban Area","442","1","1","1","2"
"No","2000","Couple + C. LE 16 ","Rural Area","249","1","1","1","2"
"No","2000","Couple + C. GT 16 ","Rural Area","207","1","1","1","2"
"No","2000","Couple + C. LE and GT 16","Urban Area","124","1","1","1","2"
"No","2000","Couple + C. LE and GT 16","Rural Area","97","1","1","1","2"
"Yes","2000","1-pers.-HH","Urban Area","","","","","1"
"Yes","2000","1-pers.-HH","Rural Area","","","","","1"
"Yes","2000","Single parent ","Urban Area","","","","","1"
"Yes","2000","Single parent ","Rural Area","","","","","1"
"Yes","2000","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2000","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2000","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2000","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2000","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2000","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","2000","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2000","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","2001","Couple + C. GT 16 ","Urban Area","","","","","2"
"No","2001","1-pers.-HH","Urban Area","","","","","2"
"No","2001","1-pers.-HH","Rural Area","","","","","2"
"No","2001","(Married) couple without C. ","Urban Area","","","","","2"
"No","2001","(Married) couple without C. ","Rural Area","","","","","2"
"No","2001","Single parent ","Urban Area","","","","","2"
"No","2001","Single parent ","Rural Area","","","","","2"
"No","2001","Couple + C. LE 16 ","Urban Area","","","","","2"
"No","2001","Couple + C. GT 16 ","Rural Area","","","","","2"
"No","2001","Couple + C. LE 16 ","Rural Area","","","","","2"
"No","2001","Couple + C. LE and GT 16","Urban Area","","","","","2"
"No","2001","Couple + C. LE and GT 16","Rural Area","","","","","2"
"Yes","2001","1-pers.-HH","Urban Area","","","","","1"
"Yes","2001","1-pers.-HH","Rural Area","","","","","1"
"Yes","2001","Single parent ","Urban Area","","","","","1"
"Yes","2001","Single parent ","Rural Area","","","","","1"
"Yes","2001","Couple + C. LE 16 ","Urban Area","","","","","1"
"Yes","2001","Couple + C. LE 16 ","Rural Area","","","","","1"
"Yes","2001","Couple + C. GT 16 ","Urban Area","","","","","1"
"Yes","2001","Couple + C. GT 16 ","Rural Area","","","","","1"
"Yes","2001","Couple + C. LE and GT 16","Urban Area","","","","","1"
"Yes","2001","(Married) couple without C. ","Urban Area","","","","","1"
"Yes","2001","(Married) couple without C. ","Rural Area","","","","","1"
"Yes","2001","Couple + C. LE and GT 16","Rural Area","","","","","1"
"No","2002","Couple + C. GT 16 ","Urban Area","252","0.323141908252259","0.291646166479258","0.354637650025259","2"
"No","2002","1-pers.-HH","Urban Area","208","0.314411489961832","0.27954120434265","0.349281775581015","2"
"No","2002","1-pers.-HH","Rural Area","67","0.278689427810958","0.218049337498086","0.339329518123831","2"
"No","2002","(Married) couple without C. ","Urban Area","376","0.25628876684094","0.234031192617627","0.278546341064253","2"
"No","2002","(Married) couple without C. ","Rural Area","195","0.315019112742297","0.278659269729111","0.351378955755484","2"
"No","2002","Single parent ","Urban Area","77","0.34876535584707","0.287039692340373","0.410491019353767","2"
"No","2002","Single parent ","Rural Area","40","0.296846720548468","0.218310943360988","0.375382497735947","2"
"No","2002","Couple + C. LE 16 ","Urban Area","387","0.27267563255859","0.250221147888877","0.295130117228302","2"
"No","2002","Couple + C. GT 16 ","Rural Area","213","0.369453959221343","0.332176721659637","0.40673119678305","2"
"No","2002","Couple + C. LE 16 ","Rural Area","235","0.370620105576811","0.33466153709496","0.406578674058661","2"
"No","2002","Couple + C. LE and GT 16","Urban Area","125","0.34120192385161","0.296285196771868","0.386118650931353","2"
"No","2002","Couple + C. LE and GT 16","Rural Area","92","0.381559285407283","0.324041406831423","0.439077163983143","2"
"Yes","2002","1-pers.-HH","Urban Area","473","0.685588510038168","0.650718224418985","0.72045879565735","1"
"Yes","2002","1-pers.-HH","Rural Area","143","0.721310572189042","0.660670481876169","0.781950662501914","1"
"Yes","2002","(Married) couple without C. ","Urban Area","1102","0.74371123315906","0.721453658935747","0.765968807382372","1"
"Yes","2002","Single parent ","Urban Area","152","0.65123464415293","0.589508980646233","0.712960307659627","1"
"Yes","2002","Single parent ","Rural Area","90","0.703153279451532","0.624617502264053","0.781689056639012","1"
"Yes","2002","Couple + C. LE 16 ","Urban Area","1124","0.72732436744141","0.704869882771698","0.749778852111122","1"
"Yes","2002","Couple + C. LE 16 ","Rural Area","458","0.629379894423189","0.593421325941339","0.66533846290504","1"
"Yes","2002","Couple + C. GT 16 ","Urban Area","595","0.676858091747741","0.645362349974741","0.708353833520742","1"
"Yes","2002","Couple + C. GT 16 ","Rural Area","431","0.630546040778657","0.59326880321695","0.667823278340363","1"
"Yes","2002","Couple + C. LE and GT 16","Urban Area","303","0.65879807614839","0.613881349068647","0.703714803228132","1"
"Yes","2002","(Married) couple without C. ","Rural Area","432","0.684980887257703","0.648621044244516","0.721340730270889","1"
"Yes","2002","Couple + C. LE and GT 16","Rural Area","182","0.618440714592717","0.560922836016857","0.675958593168577","1"
"No","2003","1-pers.-HH","Urban Area","175","0.247796110874047","0.214783457154944","0.28080876459315","2"
