"plb0196_h","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2014","1-pers.-HH","Urban Area","196","0.260178110357197","0.228841676679231","0.291514544035162","2"
"No","2014","Couple + C. GT 16 ","Urban Area","223","0.273476792812941","0.241639539882956","0.305314045742926","2"
"No","2014","Couple + C. GT 16 ","Rural Area","146","0.381811270172112","0.335622272342096","0.428000268002128","2"
"No","2014","1-pers.-HH","Rural Area","92","0.315061875839807","0.262407302978483","0.36771644870113","2"
"No","2014","(Married) couple without C. ","Urban Area","408","0.248245234774473","0.22650652042802","0.269983949120925","2"
"No","2014","(Married) couple without C. ","Rural Area","245","0.304397328654809","0.272021695580567","0.336772961729051","2"
"No","2014","Single parent ","Urban Area","184","0.313110805918954","0.27633858538589","0.349883026452017","2"
"No","2014","Single parent ","Rural Area","106","0.300760385112607","0.251652750465598","0.349868019759616","2"
"No","2014","Couple + C. LE 16 ","Urban Area","530","0.217769978118561","0.200275117598115","0.235264838639007","2"
"No","2014","Couple + C. LE 16 ","Rural Area","333","0.274431121392527","0.249319561344048","0.299542681441005","2"
"No","2014","Couple + C. LE and GT 16","Urban Area","139","0.206612544526887","0.173139058680082","0.240086030373693","2"
"No","2014","Couple + C. LE and GT 16","Rural Area","98","0.315206982885071","0.265603666090854","0.364810299679288","2"
"Yes","2014","1-pers.-HH","Urban Area","557","0.739821889642803","0.708485455964838","0.771158323320769","1"
"Yes","2014","1-pers.-HH","Rural Area","207","0.684938124160193","0.63228355129887","0.737592697021517","1"
"Yes","2014","(Married) couple without C. ","Urban Area","1109","0.751754765225527","0.730016050879075","0.77349347957198","1"
"Yes","2014","(Married) couple without C. ","Rural Area","531","0.695602671345191","0.663227038270949","0.727978304419433","1"
"Yes","2014","Couple + C. LE 16 ","Urban Area","1608","0.782230021881439","0.764735161360993","0.799724882401885","1"
"Yes","2014","Single parent ","Rural Area","229","0.699239614887393","0.650131980240384","0.748347249534402","1"
"Yes","2014","Couple + C. LE 16 ","Rural Area","880","0.725568878607473","0.700457318558995","0.750680438655952","1"
"Yes","2014","Couple + C. GT 16 ","Urban Area","530","0.726523207187059","0.694685954257074","0.758360460117044","1"
"Yes","2014","Single parent ","Urban Area","427","0.686889194081047","0.650116973547983","0.72366141461411","1"
"Yes","2014","Couple + C. GT 16 ","Rural Area","279","0.618188729827888","0.571999731997872","0.664377727657904","1"
"Yes","2014","Couple + C. LE and GT 16","Urban Area","423","0.793387455473113","0.759913969626307","0.826860941319918","1"
"Yes","2014","Couple + C. LE and GT 16","Rural Area","239","0.684793017114929","0.635189700320712","0.734396333909146","1"
"No","2015","1-pers.-HH","Urban Area","186","0.255306145829575","0.224162451909523","0.286449839749626","2"
"No","2015","1-pers.-HH","Rural Area","87","0.287466568541843","0.238929767109978","0.336003369973708","2"
"No","2015","Couple + C. GT 16 ","Urban Area","178","0.227111112077138","0.196380110936087","0.25784211321819","2"
"No","2015","Couple + C. GT 16 ","Rural Area","113","0.275783917860988","0.231711376497691","0.319856459224286","2"
"No","2015","(Married) couple without C. ","Urban Area","308","0.212632516832473","0.191651498629351","0.233613535035596","2"
"No","2015","(Married) couple without C. ","Rural Area","222","0.274116265761794","0.24219218541813","0.306040346105458","2"
"No","2015","Single parent ","Urban Area","128","0.237062278195566","0.201712518473859","0.272412037917273","2"
"No","2015","Single parent ","Rural Area","74","0.220010141567049","0.17328932250746","0.266730960626637","2"
"No","2015","Couple + C. LE 16 ","Urban Area","410","0.2017484633864","0.184013883274355","0.219483043498445","2"
"No","2015","Couple + C. LE 16 ","Rural Area","262","0.218638539785447","0.194914525981206","0.242362553589687","2"
"No","2015","Couple + C. LE and GT 16","Urban Area","123","0.226235236718219","0.191044142196465","0.261426331239973","2"
"No","2015","Couple + C. LE and GT 16","Rural Area","83","0.214680909680501","0.171036520137865","0.258325299223137","2"
"Yes","2015","1-pers.-HH","Urban Area","567","0.744693854170425","0.713550160250374","0.775837548090477","1"
"Yes","2015","1-pers.-HH","Rural Area","247","0.712533431458157","0.663996630026292","0.761070232890022","1"
"Yes","2015","(Married) couple without C. ","Urban Area","1153","0.787367483167527","0.766386464964404","0.808348501370649","1"
"Yes","2015","(Married) couple without C. ","Rural Area","528","0.725883734238206","0.693959653894542","0.75780781458187","1"
"Yes","2015","Single parent ","Rural Area","228","0.779989858432951","0.733269039373363","0.82671067749254","1"
"Yes","2015","Couple + C. LE 16 ","Urban Area","1557","0.7982515366136","0.780516956501556","0.815986116725645","1"
"Yes","2015","Couple + C. LE 16 ","Rural Area","904","0.781361460214553","0.757637446410313","0.805085474018794","1"
"Yes","2015","Couple + C. GT 16 ","Rural Area","282","0.724216082139011","0.680143540775714","0.768288623502309","1"
"Yes","2015","Couple + C. GT 16 ","Urban Area","536","0.772888887922862","0.74215788678181","0.803619889063913","1"
"Yes","2015","Single parent ","Urban Area","428","0.762937721804434","0.727587962082727","0.798287481526141","1"
"Yes","2015","Couple + C. LE and GT 16","Urban Area","420","0.773764763281781","0.738573668760027","0.808955857803535","1"
"Yes","2015","Couple + C. LE and GT 16","Rural Area","257","0.785319090319499","0.741674700776863","0.828963479862135","1"
"No","2016","1-pers.-HH","Urban Area","165","0.243404036216388","0.212036562432945","0.274771509999831","2"
"No","2016","1-pers.-HH","Rural Area","71","0.267502023298475","0.215929114909449","0.319074931687502","2"
"No","2016","Couple + C. GT 16 ","Urban Area","163","0.217971480472226","0.187342572537843","0.248600388406609","2"
"No","2016","Couple + C. GT 16 ","Rural Area","115","0.262435143699938","0.219102857594368","0.305767429805507","2"
"No","2016","Couple + C. LE and GT 16","Urban Area","127","0.20601545942083","0.171744431657217","0.240286487184444","2"
"No","2016","Couple + C. LE and GT 16","Rural Area","82","0.22917300616906","0.184365587087163","0.273980425250958","2"
"No","2016","(Married) couple without C. ","Urban Area","306","0.204137673669885","0.183039025099695","0.225236322240075","2"
"No","2016","(Married) couple without C. ","Rural Area","211","0.291275315027635","0.259245903156249","0.323304726899022","2"
"No","2016","Single parent ","Urban Area","137","0.267161513520975","0.230676463228193","0.303646563813757","2"
"No","2016","Single parent ","Rural Area","95","0.32471158778613","0.27118519605118","0.378237979521081","2"
"No","2016","Couple + C. LE 16 ","Urban Area","409","0.222961477441025","0.203849303184955","0.242073651697094","2"
"No","2016","Couple + C. LE 16 ","Rural Area","229","0.238059615369407","0.212162959990134","0.26395627074868","2"
"Yes","2016","1-pers.-HH","Urban Area","554","0.756595963783612","0.725228490000169","0.787963437567055","1"
"Yes","2016","1-pers.-HH","Rural Area","212","0.732497976701525","0.680925068312498","0.784070885090551","1"
"Yes","2016","(Married) couple without C. ","Urban Area","1096","0.795862326330115","0.774763677759925","0.816960974900305","1"
"Yes","2016","(Married) couple without C. ","Rural Area","562","0.708724684972365","0.676695273100978","0.740754096843751","1"
"Yes","2016","Single parent ","Rural Area","199","0.675288412213869","0.621762020478919","0.72881480394882","1"
"Yes","2016","Couple + C. LE 16 ","Urban Area","1413","0.777038522558975","0.757926348302906","0.796150696815045","1"
"Yes","2016","Couple + C. LE 16 ","Rural Area","810","0.761940384630593","0.73604372925132","0.787837040009866","1"
"Yes","2016","Couple + C. GT 16 ","Rural Area","281","0.737564856300062","0.694232570194492","0.780897142405632","1"
"Yes","2016","Couple + C. GT 16 ","Urban Area","535","0.782028519527774","0.751399611593391","0.812657427462157","1"
"Yes","2016","Couple + C. LE and GT 16","Urban Area","408","0.79398454057917","0.759713512815556","0.828255568342783","1"
"Yes","2016","Single parent ","Urban Area","428","0.732838486479025","0.696353436186243","0.769323536771807","1"
"Yes","2016","Couple + C. LE and GT 16","Rural Area","256","0.77082699383094","0.726019574749042","0.815634412912837","1"
"No","2017","1-pers.-HH","Urban Area","189","0.243700293831789","0.21456361425522","0.272836973408359","2"
"No","2017","1-pers.-HH","Rural Area","99","0.233320527552667","0.191398420287764","0.275242634817571","2"
"No","2017","Couple + C. GT 16 ","Urban Area","196","0.241299487517083","0.211519474322492","0.271079500711673","2"
"No","2017","Couple + C. GT 16 ","Rural Area","120","0.231740893506854","0.193223860539621","0.270257926474087","2"
"No","2017","Couple + C. LE and GT 16","Urban Area","126","0.208625154531575","0.175091337099573","0.242158971963576","2"
"No","2017","Couple + C. LE and GT 16","Rural Area","98","0.308341885201828","0.2591094020598","0.357574368343856","2"
"No","2017","(Married) couple without C. ","Urban Area","369","0.231429851791753","0.210447523524699","0.252412180058808","2"
"No","2017","(Married) couple without C. ","Rural Area","260","0.283857924159886","0.254336031772739","0.313379816547032","2"
"No","2017","Single parent ","Urban Area","149","0.29754034211282","0.257940201003627","0.337140483222013","2"
"No","2017","Single parent ","Rural Area","79","0.30203326718527","0.249903628964499","0.354162905406042","2"
"No","2017","Couple + C. LE 16 ","Urban Area","373","0.18405512107146","0.166304715432311","0.201805526710609","2"
"No","2017","Couple + C. LE 16 ","Rural Area","253","0.255436377864739","0.229510969888719","0.281361785840758","2"
"Yes","2017","1-pers.-HH","Urban Area","645","0.756299706168211","0.727163026591642","0.78543638574478","1"
"Yes","2017","1-pers.-HH","Rural Area","292","0.766679472447332","0.724757365182429","0.808601579712236","1"
"Yes","2017","(Married) couple without C. ","Urban Area","1183","0.768570148208247","0.747587819941192","0.789552476475301","1"
"Yes","2017","(Married) couple without C. ","Rural Area","636","0.716142075840114","0.686620183452968","0.745663968227261","1"
"Yes","2017","Single parent ","Rural Area","219","0.69796673281473","0.645837094593958","0.750096371035501","1"
"Yes","2017","Couple + C. LE 16 ","Rural Area","834","0.744563622135261","0.718638214159242","0.770489030111281","1"
"Yes","2017","Single parent ","Urban Area","363","0.70245965788718","0.662859516777987","0.742059798996373","1"
"Yes","2017","Couple + C. LE 16 ","Urban Area","1458","0.81594487892854","0.798194473289391","0.833695284567689","1"
"Yes","2017","Couple + C. GT 16 ","Rural Area","341","0.768259106493146","0.729742073525913","0.806776139460379","1"
"Yes","2017","Couple + C. LE and GT 16","Urban Area","438","0.791374845468425","0.757841028036424","0.824908662900427","1"
"Yes","2017","Couple + C. GT 16 ","Urban Area","597","0.758700512482917","0.728920499288327","0.788480525677508","1"
"Yes","2017","Couple + C. LE and GT 16","Rural Area","240","0.691658114798172","0.642425631656144","0.7408905979402","1"
"No","2018","1-pers.-HH","Urban Area","270","0.252713382022105","0.225657045851877","0.279769718192333","2"
"No","2018","1-pers.-HH","Rural Area","124","0.289944472580024","0.247157674179794","0.332731270980255","2"
"No","2018","(Married) couple without C. ","Urban Area","408","0.236614753452802","0.215848274783031","0.257381232122573","2"
"No","2018","(Married) couple without C. ","Rural Area","267","0.289084676924404","0.259417696625969","0.31875165722284","2"
"No","2018","Single parent ","Urban Area","147","0.220957907402134","0.187221777457131","0.254694037347138","2"
"No","2018","Single parent ","Rural Area","89","0.270813938259728","0.218576679465849","0.323051197053607","2"
"No","2018","Couple + C. LE 16 ","Urban Area","455","0.219349187328922","0.200426189662847","0.238272184994997","2"
"No","2018","Couple + C. LE 16 ","Rural Area","288","0.26523354819361","0.239685644573009","0.290781451814211","2"
"No","2018","Couple + C. GT 16 ","Urban Area","203","0.210109665702498","0.1820891262532","0.238130205151797","2"
"No","2018","Couple + C. GT 16 ","Rural Area","152","0.279901028805461","0.239441961834771","0.320360095776152","2"
"No","2018","Couple + C. LE and GT 16","Urban Area","159","0.284105594045049","0.247898861153101","0.320312326936997","2"
"No","2018","Couple + C. LE and GT 16","Rural Area","91","0.322717709995887","0.272579235396468","0.372856184595305","2"
"Yes","2018","1-pers.-HH","Urban Area","721","0.747286617977895","0.720230281807667","0.774342954148123","1"
"Yes","2018","1-pers.-HH","Rural Area","308","0.710055527419976","0.667268729019745","0.752842325820206","1"
"Yes","2018","(Married) couple without C. ","Urban Area","1201","0.763385246547198","0.742618767877427","0.784151725216969","1"
"Yes","2018","Single parent ","Rural Area","189","0.729186061740272","0.676948802946393","0.781423320534151","1"
"Yes","2018","(Married) couple without C. ","Rural Area","630","0.710915323075596","0.68124834277716","0.740582303374031","1"
"Yes","2018","Couple + C. LE 16 ","Urban Area","1382","0.780650812671078","0.761727815005003","0.799573810337153","1"
"Yes","2018","Single parent ","Urban Area","434","0.779042092597866","0.745305962652862","0.812778222542869","1"
"Yes","2018","Couple + C. LE 16 ","Rural Area","859","0.73476645180639","0.709218548185789","0.760314355426991","1"
"Yes","2018","Couple + C. GT 16 ","Urban Area","609","0.789890334297502","0.761869794848203","0.8179108737468","1"
"Yes","2018","Couple + C. GT 16 ","Rural Area","321","0.720098971194539","0.679639904223848","0.760558038165229","1"
"Yes","2018","Couple + C. LE and GT 16","Rural Area","243","0.677282290004113","0.627143815404694","0.727420764603532","1"
"Yes","2018","Couple + C. LE and GT 16","Urban Area","437","0.715894405954951","0.679687673063003","0.752101138846899","1"
"No","2019","1-pers.-HH","Urban Area","208","0.239565172511249","0.210244175825134","0.268886169197365","2"
"No","2019","1-pers.-HH","Rural Area","113","0.31313942925036","0.267916303217745","0.358362555282976","2"
"No","2019","(Married) couple without C. ","Urban Area","283","0.181837499591578","0.161567859539906","0.20210713964325","2"
"No","2019","(Married) couple without C. ","Rural Area","207","0.260290763934804","0.230312389955189","0.290269137914418","2"
"No","2019","Single parent ","Urban Area","119","0.214935005865476","0.177994089083493","0.251875922647458","2"
"No","2019","Single parent ","Rural Area","64","0.213530469281884","0.162527773829632","0.264533164734136","2"
"No","2019","Couple + C. LE 16 ","Urban Area","359","0.210060567577984","0.189595653344158","0.230525481811809","2"
"No","2019","Couple + C. LE 16 ","Rural Area","212","0.228482302246096","0.201881707209993","0.255082897282198","2"
"No","2019","Couple + C. GT 16 ","Urban Area","173","0.246433889628849","0.213754739373388","0.279113039884311","2"
"No","2019","Couple + C. GT 16 ","Rural Area","121","0.277439340205566","0.235556414770929","0.319322265640203","2"
"No","2019","Couple + C. LE and GT 16","Urban Area","129","0.238376916016139","0.201824592641806","0.274929239390473","2"
"No","2019","Couple + C. LE and GT 16","Rural Area","64","0.217084231652967","0.170741358172375","0.263427105133559","2"
"Yes","2019","1-pers.-HH","Urban Area","606","0.760434827488751","0.731113830802635","0.789755824174866","1"
"Yes","2019","1-pers.-HH","Rural Area","291","0.68686057074964","0.641637444717024","0.732083696782255","1"
"Yes","2019","(Married) couple without C. ","Urban Area","1108","0.818162500408422","0.79789286035675","0.838432140460094","1"
"Yes","2019","Single parent ","Rural Area","184","0.786469530718116","0.735466835265863","0.837472226170368","1"
"Yes","2019","(Married) couple without C. ","Rural Area","616","0.739709236065196","0.709730862085581","0.769687610044811","1"
"Yes","2019","Couple + C. LE 16 ","Urban Area","1163","0.789939432422016","0.769474518188191","0.810404346655842","1"
"Yes","2019","Single parent ","Urban Area","356","0.785064994134524","0.748124077352542","0.822005910916507","1"
"Yes","2019","Couple + C. GT 16 ","Urban Area","495","0.753566110371151","0.720886960115689","0.786245260626612","1"
"Yes","2019","Couple + C. LE 16 ","Rural Area","745","0.771517697753904","0.744917102717802","0.798118292790007","1"
"Yes","2019","Couple + C. GT 16 ","Rural Area","318","0.722560659794434","0.680677734359797","0.764443585229071","1"
"Yes","2019","Couple + C. LE and GT 16","Urban Area","393","0.761623083983861","0.725070760609527","0.798175407358194","1"
"Yes","2019","Couple + C. LE and GT 16","Rural Area","240","0.782915768347033","0.736572894866441","0.829258641827625","1"
