"plb0196_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2000","Full Time","East Germany","533","1","1","1","2"
"No","2000","Not Working","West Germany","27","","","","2"
"No","2000","Part Time","West Germany","505","1","1","1","2"
"No","2000","Part Time","East Germany","137","1","1","1","2"
"No","2000","Not Working","East Germany","11","","","","2"
"Yes","2000","Full Time","West Germany","","","","","1"
"Yes","2000","Part Time","West Germany","","","","","1"
"Yes","2000","Full Time","East Germany","","","","","1"
"Yes","2000","Part Time","East Germany","","","","","1"
"Yes","2000","Not Working","West Germany","","","","","1"
"Yes","2000","Not Working","East Germany","","","","","1"
"No","2001","Full Time","West Germany","","","","","2"
"No","2001","Full Time","East Germany","","","","","2"
"No","2001","Not Working","West Germany","","","","","2"
"No","2001","Part Time","West Germany","","","","","2"
"No","2001","Part Time","East Germany","","","","","2"
"No","2001","Not Working","East Germany","","","","","2"
"Yes","2001","Full Time","West Germany","","","","","1"
"Yes","2001","Part Time","West Germany","","","","","1"
"Yes","2001","Full Time","East Germany","","","","","1"
"Yes","2001","Part Time","East Germany","","","","","1"
"Yes","2001","Not Working","West Germany","","","","","1"
"Yes","2001","Not Working","East Germany","","","","","1"
"No","2002","Full Time","West Germany","1177","0.269264967822573","0.256438044848203","0.282091890796942","2"
"No","2002","Full Time","East Germany","477","0.327418153005397","0.304249865583188","0.350586440427607","2"
"No","2002","Not Working","West Germany","17","","","","2"
"No","2002","Part Time","West Germany","508","0.406093913194703","0.379945184951713","0.432242641437693","2"
"No","2002","Part Time","East Germany","146","0.377019659754081","0.327704515755609","0.426334803752552","2"
"No","2002","Not Working","East Germany","16","","","","2"
"Yes","2002","Full Time","West Germany","3417","0.730735032177427","0.717908109203058","0.743561955151797","1"
"Yes","2002","Part Time","West Germany","847","0.593906086805297","0.567757358562307","0.620054815048287","1"
"Yes","2002","Full Time","East Germany","1099","0.672581846994603","0.649413559572393","0.695750134416812","1"
"Yes","2002","Part Time","East Germany","225","0.622980340245919","0.573665196247447","0.672295484244391","1"
"Yes","2002","Not Working","West Germany","19","","","","1"
"Yes","2002","Not Working","East Germany","5","","","","1"
"No","2003","Full Time","West Germany","1148","0.270039367111366","0.256798398706827","0.283280335515906","2"
"No","2003","Full Time","East Germany","437","0.305287308350568","0.281973980772993","0.328600635928144","2"
"No","2003","Part Time","West Germany","506","0.377789572141045","0.351955502944297","0.403623641337793","2"
"No","2003","Not Working","West Germany","25","","","","2"
"No","2003","Part Time","East Germany","138","0.429898668728299","0.377583461805728","0.48221387565087","2"
"No","2003","Not Working","East Germany","9","","","","2"
"Yes","2003","Full Time","West Germany","3171","0.729960632888634","0.716719664484094","0.743201601293173","1"
"Yes","2003","Part Time","West Germany","847","0.622210427858955","0.596376358662207","0.648044497055703","1"
"Yes","2003","Part Time","East Germany","206","0.570101331271701","0.51778612434913","0.622416538194272","1"
"Yes","2003","Full Time","East Germany","1062","0.694712691649432","0.671399364071856","0.718026019227007","1"
"Yes","2003","Not Working","West Germany","20","","","","1"
"Yes","2003","Not Working","East Germany","11","","","","1"
"No","2004","Full Time","West Germany","1038","0.263148421721018","0.249776961026524","0.276519882415513","2"
"No","2004","Full Time","East Germany","409","0.304440420860236","0.280581527202965","0.328299314517508","2"
"No","2004","Part Time","West Germany","507","0.410268215968137","0.383457399943617","0.437079031992656","2"
"No","2004","Not Working","West Germany","16","","","","2"
"No","2004","Part Time","East Germany","140","0.360089497844327","0.310911324341594","0.40926767134706","2"
"No","2004","Not Working","East Germany","6","","","","2"
"Yes","2004","Full Time","West Germany","3128","0.736851578278982","0.723480117584487","0.750223038973476","1"
"Yes","2004","Part Time","West Germany","786","0.589731784031863","0.562920968007344","0.616542600056383","1"
"Yes","2004","Part Time","East Germany","226","0.639910502155673","0.59073232865294","0.689088675658406","1"
"Yes","2004","Full Time","East Germany","1020","0.695559579139764","0.671700685482493","0.719418472797035","1"
"Yes","2004","Not Working","West Germany","13","","","","1"
"Yes","2004","Not Working","East Germany","9","","","","1"
"No","2005","Full Time","West Germany","940","0.264556410428526","0.2505905026832","0.278522318173851","2"
"No","2005","Full Time","East Germany","401","0.325499140658165","0.300288794645845","0.350709486670485","2"
"No","2005","Part Time","West Germany","464","0.386328457794751","0.358972675161339","0.413684240428162","2"
"No","2005","Not Working","West Germany","13","","","","2"
"No","2005","Part Time","East Germany","133","0.378838588215892","0.328017564648064","0.42965961178372","2"
"No","2005","Not Working","East Germany","4","","","","2"
"Yes","2005","Full Time","West Germany","2892","0.735443589571474","0.721477681826149","0.7494094973168","1"
"Yes","2005","Part Time","West Germany","753","0.613671542205249","0.586315759571838","0.641027324838661","1"
"Yes","2005","Part Time","East Germany","217","0.621161411784108","0.57034038821628","0.671982435351936","1"
"Yes","2005","Full Time","East Germany","926","0.674500859341835","0.649290513329515","0.699711205354154","1"
"Yes","2005","Not Working","West Germany","14","","","","1"
"Yes","2005","Not Working","East Germany","10","","","","1"
"No","2006","Full Time","West Germany","924","0.23018350446781","0.217443646586757","0.242923362348862","2"
"No","2006","Full Time","East Germany","364","0.265831720151691","0.242821664267889","0.288841776035493","2"
"No","2006","Part Time","West Germany","541","0.402538957705747","0.376977704567819","0.428100210843675","2"
"No","2006","Part Time","East Germany","158","0.450702762783121","0.400543515735204","0.500862009831039","2"
"No","2006","Not Working","West Germany","14","","","","2"
"No","2006","Not Working","East Germany","10","","","","2"
"Yes","2006","Full Time","West Germany","3270","0.76981649553219","0.757076637651138","0.782556353413243","1"
"Yes","2006","Part Time","West Germany","873","0.597461042294253","0.571899789156325","0.623022295432181","1"
"Yes","2006","Part Time","East Germany","220","0.549297237216879","0.499137990168961","0.599456484264796","1"
"Yes","2006","Full Time","East Germany","1052","0.734168279848309","0.711158223964507","0.757178335732111","1"
"Yes","2006","Not Working","West Germany","25","","","","1"
"Yes","2006","Not Working","East Germany","15","","","","1"
"No","2007","Full Time","West Germany","823","0.208330621199436","0.195522352371491","0.221138890027381","2"
"No","2007","Full Time","East Germany","380","0.298964979259229","0.274784709760373","0.323145248758086","2"
"No","2007","Part Time","West Germany","419","0.347558046498116","0.321306241626211","0.373809851370021","2"
"No","2007","Part Time","East Germany","150","0.371950122584006","0.323418476275884","0.420481768892129","2"
"No","2007","Not Working","West Germany","24","","","","2"
"No","2007","Not Working","East Germany","5","","","","2"
"Yes","2007","Full Time","West Germany","3039","0.791669378800564","0.778861109972619","0.804477647628509","1"
"Yes","2007","Full Time","East Germany","997","0.701035020740771","0.676854751241914","0.725215290239627","1"
"Yes","2007","Part Time","West Germany","845","0.652441953501884","0.626190148629979","0.678693758373789","1"
"Yes","2007","Part Time","East Germany","231","0.628049877415994","0.579518231107871","0.676581523724116","1"
"Yes","2007","Not Working","West Germany","28","","","","1"
"Yes","2007","Not Working","East Germany","16","","","","1"
"No","2008","Full Time","West Germany","858","0.236005885268372","0.222442377394491","0.249569393142254","2"
"No","2008","Full Time","East Germany","378","0.31188473157223","0.287117577205966","0.336651885938495","2"
"No","2008","Part Time","West Germany","468","0.365184902077487","0.338951115355167","0.391418688799807","2"
"No","2008","Part Time","East Germany","136","0.352076619017097","0.303606499149884","0.400546738884311","2"
"No","2008","Not Working","West Germany","18","","","","2"
"No","2008","Not Working","East Germany","8","","","","2"
"Yes","2008","Full Time","West Germany","2907","0.763994114731628","0.750430606857746","0.777557622605509","1"
"Yes","2008","Full Time","East Germany","966","0.688115268427769","0.663348114061505","0.712882422794034","1"
"Yes","2008","Part Time","West Germany","826","0.634815097922513","0.608581311200193","0.661048884644833","1"
"Yes","2008","Part Time","East Germany","237","0.647923380982903","0.599453261115689","0.696393500850116","1"
"Yes","2008","Not Working","West Germany","26","","","","1"
"Yes","2008","Not Working","East Germany","13","","","","1"
"No","2009","Full Time","West Germany","841","0.261148680986392","0.246231621573398","0.276065740399386","2"
"No","2009","Full Time","East Germany","356","0.312371810413365","0.286407897985313","0.338335722841417","2"
"No","2009","Part Time","West Germany","423","0.367252880189735","0.339109009499701","0.395396750879769","2"
"No","2009","Part Time","East Germany","123","0.349784291707738","0.299017803544999","0.400550779870476","2"
"No","2009","Not Working","West Germany","12","","","","2"
"No","2009","Not Working","East Germany","5","","","","2"
"Yes","2009","Full Time","West Germany","2490","0.738851319013608","0.723934259600614","0.753768378426602","1"
"Yes","2009","Full Time","East Germany","868","0.687628189586635","0.661664277158582","0.713592102014687","1"
"Yes","2009","Part Time","West Germany","704","0.632747119810265","0.60460324912023","0.6608909905003","1"
"Yes","2009","Part Time","East Germany","216","0.650215708292262","0.599449220129524","0.700982196455001","1"
"Yes","2009","Not Working","West Germany","10","","","","1"
"Yes","2009","Not Working","East Germany","4","","","","1"
"No","2010","Full Time","West Germany","1208","0.280009852058023","0.26688382860418","0.293135875511865","2"
"No","2010","Full Time","East Germany","445","0.341348079479412","0.316925556708402","0.365770602250422","2"
"No","2010","Part Time","West Germany","710","0.410320597728423","0.387905952718248","0.432735242738598","2"
"No","2010","Part Time","East Germany","161","0.321222144954314","0.277886303558786","0.364557986349842","2"
"No","2010","Not Working","West Germany","47","0.468032005743426","0.369741623951586","0.566322387535266","2"
"No","2010","Not Working","East Germany","16","","","","2"
"Yes","2010","Full Time","West Germany","3287","0.719990147941977","0.706864124488135","0.73311617139582","1"
"Yes","2010","Full Time","East Germany","1003","0.658651920520588","0.634229397749578","0.683074443291598","1"
"Yes","2010","Part Time","West Germany","1140","0.589679402271577","0.567264757261402","0.612094047281752","1"
"Yes","2010","Part Time","East Germany","285","0.678777855045686","0.635442013650158","0.722113696441214","1"
"Yes","2010","Not Working","West Germany","52","0.531967994256574","0.433677612464734","0.630258376048414","1"
"Yes","2010","Not Working","East Germany","18","","","","1"
"No","2011","Full Time","West Germany","1154","0.221538982369228","0.210402714668876","0.232675250069581","2"
"No","2011","Full Time","East Germany","448","0.264412778185459","0.243241913374263","0.285583642996655","2"
"No","2011","Part Time","West Germany","767","0.331379685115011","0.312648924343929","0.350110445886094","2"
"No","2011","Part Time","East Germany","216","0.411409637864734","0.371047529798097","0.45177174593137","2"
"No","2011","Not Working","West Germany","33","0.371684954108944","0.275015627158861","0.468354281059026","2"
"No","2011","Not Working","East Germany","12","","","","2"
"Yes","2011","Full Time","West Germany","4188","0.778461017630771","0.767324749930419","0.789597285331124","1"
"Yes","2011","Full Time","East Germany","1219","0.735587221814541","0.714416357003345","0.756758086625737","1"
"Yes","2011","Part Time","West Germany","1659","0.668620314884989","0.649889554113906","0.687351075656071","1"
"Yes","2011","Part Time","East Germany","355","0.588590362135266","0.54822825406863","0.628952470201903","1"
"Yes","2011","Not Working","West Germany","63","0.628315045891056","0.531645718940973","0.724984372841139","1"
"Yes","2011","Not Working","East Germany","26","","","","1"
"No","2012","Full Time","West Germany","1291","0.23534778963626","0.224093492910217","0.246602086362303","2"
"No","2012","Full Time","East Germany","461","0.293420289330695","0.271523072110824","0.315317506550566","2"
"No","2012","Part Time","West Germany","888","0.383684605285217","0.364576765195824","0.40279244537461","2"
"No","2012","Part Time","East Germany","202","0.428384550428243","0.386413837963477","0.470355262893009","2"
"No","2012","Not Working","West Germany","58","0.379831378293733","0.301372925831436","0.45828983075603","2"
"No","2012","Not Working","East Germany","27","","","","2"
"Yes","2012","Full Time","West Germany","4167","0.76465221036374","0.753397913637697","0.775906507089783","1"
"Yes","2012","Full Time","East Germany","1200","0.706579710669305","0.684682493449434","0.728476927889176","1"
"Yes","2012","Part Time","West Germany","1600","0.616315394714783","0.59720755462539","0.635423234804176","1"
"Yes","2012","Part Time","East Germany","332","0.571615449571757","0.529644737106991","0.613586162036523","1"
"Yes","2012","Not Working","West Germany","89","0.620168621706267","0.541710169243969","0.698627074168564","1"
"Yes","2012","Not Working","East Germany","39","0.469646285829058","0.349241326143735","0.590051245514381","1"
"No","2013","Full Time","West Germany","1124","0.230148674988292","0.218427321588769","0.241870028387814","2"
"No","2013","Full Time","East Germany","403","0.29983113492789","0.276264121755662","0.323398148100118","2"
"No","2013","Part Time","West Germany","750","0.37409246172848","0.353941035210168","0.394243888246793","2"
"No","2013","Part Time","East Germany","169","0.278151999370283","0.240635545286654","0.315668453453912","2"
"No","2013","Not Working","West Germany","519","0.302855391325318","0.280850472211603","0.324860310439034","2"
"No","2013","Not Working","East Germany","60","0.329488853948409","0.25755231620788","0.401425391688939","2"
"Yes","2013","Full Time","West Germany","3830","0.769851325011708","0.758129971612186","0.781572678411231","1"
"Yes","2013","Full Time","East Germany","1049","0.70016886507211","0.676601851899881","0.723735878244338","1"
"Yes","2013","Part Time","West Germany","1465","0.62590753827152","0.605756111753207","0.646058964789832","1"
"Yes","2013","Part Time","East Germany","379","0.721848000629717","0.684331546546089","0.759364454713346","1"
"Yes","2013","Not Working","West Germany","1156","0.697144608674682","0.675139689560966","0.719149527788397","1"
"Yes","2013","Not Working","East Germany","104","0.670511146051591","0.598574608311061","0.74244768379212","1"
"No","2014","Full Time","West Germany","1290","0.235666813382258","0.224318528129234","0.247015098635283","2"
"No","2014","Full Time","East Germany","373","0.276478970539401","0.253537128020196","0.299420813058606","2"
"No","2014","Part Time","West Germany","850","0.324314328935502","0.305671301238081","0.342957356632922","2"
"No","2014","Part Time","East Germany","192","0.406205729686541","0.362896980553076","0.449514478820005","2"
"No","2014","Not Working","West Germany","78","0.52317694838686","0.45215800409654","0.594195892677179","2"
"No","2014","Not Working","East Germany","10","","","","2"
"Yes","2014","Full Time","West Germany","4083","0.764333186617742","0.752984901364718","0.775681471870766","1"
"Yes","2014","Full Time","East Germany","1087","0.723521029460599","0.700579186941394","0.746462871979804","1"
"Yes","2014","Part Time","West Germany","1572","0.675685671064498","0.657042643367078","0.694328698761919","1"
"Yes","2014","Part Time","East Germany","302","0.593794270313459","0.550485521179995","0.637103019446924","1"
"Yes","2014","Not Working","West Germany","112","0.47682305161314","0.405804107322821","0.54784199590346","1"
"Yes","2014","Not Working","East Germany","34","0.694635733227309","0.558550995508729","0.83072047094589","1"
"No","2015","Full Time","West Germany","980","0.19533786407365","0.184270998581011","0.206404729566289","2"
"No","2015","Full Time","East Germany","301","0.259613153468016","0.235961918702769","0.283264388233263","2"
"No","2015","Part Time","West Germany","617","0.317851911831204","0.298233167392193","0.337470656270215","2"
"No","2015","Part Time","East Germany","157","0.300010353266211","0.258885644921204","0.341135061611218","2"
"No","2015","Not Working","West Germany","169","0.281973241430899","0.244739136060305","0.319207346801492","2"
"No","2015","Not Working","East Germany","24","","","","2"
"Yes","2015","Full Time","West Germany","3950","0.80466213592635","0.793595270433711","0.815729001418989","1"
"Yes","2015","Full Time","East Germany","1019","0.740386846531984","0.716735611766737","0.764038081297231","1"
"Yes","2015","Part Time","West Germany","1547","0.682148088168796","0.662529343729785","0.701766832607807","1"
"Yes","2015","Part Time","East Germany","320","0.699989646733789","0.658864938388782","0.741114355078796","1"
"Yes","2015","Not Working","West Germany","392","0.718026758569101","0.680792653198508","0.755260863939695","1"
"Yes","2015","Not Working","East Germany","51","0.601340608966268","0.490530667526304","0.712150550406232","1"
"No","2016","Full Time","West Germany","961","0.194122075377715","0.182964199288786","0.205279951466645","2"
"No","2016","Full Time","East Germany","340","0.26175894067147","0.238107233696516","0.285410647646423","2"
"No","2016","Part Time","West Germany","687","0.315040133268366","0.295985059275366","0.334095207261366","2"
"No","2016","Part Time","East Germany","122","0.298419321046186","0.257140301745726","0.339698340346645","2"
"No","2016","Not Working","West Germany","33","0.382401910010441","0.293192911500088","0.471610908520794","2"
"No","2016","Not Working","East Germany","13","","","","2"
"Yes","2016","Full Time","West Germany","3866","0.805877924622284","0.794720048533355","0.817035800711214","1"
"Yes","2016","Full Time","East Germany","987","0.73824105932853","0.714589352353577","0.761892766303484","1"
"Yes","2016","Part Time","West Germany","1596","0.684959866731634","0.665904792738634","0.704014940724634","1"
"Yes","2016","Part Time","East Germany","350","0.701580678953814","0.660301659653355","0.742859698254274","1"
"Yes","2016","Not Working","West Germany","81","0.617598089989559","0.528389091479206","0.706807088499912","1"
"Yes","2016","Not Working","East Germany","16","","","","1"
"No","2017","Full Time","West Germany","1086","0.207971993295562","0.197010231505009","0.218933755086116","2"
"No","2017","Full Time","East Germany","367","0.239692562109168","0.217704563112718","0.261680561105617","2"
"No","2017","Part Time","West Germany","673","0.316211277194899","0.297407018086146","0.335015536303653","2"
"No","2017","Part Time","East Germany","163","0.250904470042418","0.213388842927505","0.288420097157331","2"
"No","2017","Not Working","West Germany","68","0.348246382845014","0.280858391900065","0.415634373789963","2"
"No","2017","Not Working","East Germany","8","","","","2"
"Yes","2017","Full Time","West Germany","4180","0.792028006704438","0.781066244913884","0.802989768494991","1"
"Yes","2017","Full Time","East Germany","1081","0.760307437890832","0.738319438894383","0.782295436887282","1"
"Yes","2017","Part Time","West Germany","1676","0.683788722805101","0.664984463696347","0.702592981913854","1"
"Yes","2017","Part Time","East Germany","350","0.749095529957582","0.711579902842669","0.786611157072495","1"
"Yes","2017","Not Working","West Germany","124","0.651753617154986","0.584365626210037","0.719141608099935","1"
"Yes","2017","Not Working","East Germany","20","","","","1"
"No","2018","Full Time","West Germany","1163","0.210163486609608","0.199178136002171","0.221148837217046","2"
"No","2018","Full Time","East Germany","406","0.277113855204256","0.254233988274885","0.299993722133628","2"
"No","2018","Part Time","West Germany","857","0.317794049258351","0.299998932215584","0.335589166301118","2"
"No","2018","Part Time","East Germany","203","0.300350294330898","0.26203950455061","0.338661084111186","2"
"No","2018","Not Working","West Germany","78","0.371568228536227","0.313606568799905","0.429529888272548","2"
"No","2018","Not Working","East Germany","19","","","","2"
"Yes","2018","Full Time","West Germany","4121","0.789836513390392","0.778851162782954","0.80082186399783","1"
"Yes","2018","Full Time","East Germany","1064","0.722886144795744","0.700006277866372","0.745766011725115","1"
"Yes","2018","Part Time","East Germany","347","0.699649705669102","0.661338915888814","0.73796049544939","1"
"Yes","2018","Part Time","West Germany","1773","0.682205950741649","0.664410833698883","0.700001067784416","1"
"Yes","2018","Not Working","West Germany","189","0.628431771463773","0.570470111727452","0.686393431200095","1"
"Yes","2018","Not Working","East Germany","23","","","","1"
"No","2019","Full Time","West Germany","1002","0.201701489481209","0.190402531008902","0.213000447953517","2"
"No","2019","Full Time","East Germany","307","0.252080931097945","0.229213335436953","0.274948526758936","2"
"No","2019","Part Time","West Germany","687","0.275168376080716","0.256884906593562","0.29345184556787","2"
"No","2019","Part Time","East Germany","144","0.293789056875163","0.251797313796088","0.335780799954238","2"
"No","2019","Not Working","West Germany","70","0.400955348279746","0.335897836774154","0.466012859785339","2"
"No","2019","Not Working","East Germany","25","","","","2"
"Yes","2019","Full Time","West Germany","3843","0.798298510518791","0.786999552046483","0.809597468991099","1"
"Yes","2019","Full Time","East Germany","1078","0.747919068902056","0.725051473241064","0.770786664563047","1"
"Yes","2019","Part Time","East Germany","308","0.706210943124837","0.664219200045762","0.748202686203912","1"
"Yes","2019","Part Time","West Germany","1605","0.724831623919284","0.706548154432129","0.743115093406438","1"
"Yes","2019","Not Working","West Germany","148","0.599044651720254","0.533987140214661","0.664102163225846","1"
"Yes","2019","Not Working","East Germany","36","0.524723219813225","0.399402865657322","0.650043573969127","1"
