"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Saxony","college entrance qualification","145","0.741142133990602","0.681036602414999","0.801247665566205"
"Yes","2018","Saxony","Other degree","11","","",""
"Yes","2018","Saxony","no degree/no degree yet","1","","",""
"Yes","2018","Saxony-Anhalt","lower secondary degree","20","","",""
"Yes","2018","Saxony-Anhalt","secondary school degree","129","0.773464416305895","0.710355151216921","0.83657368139487"
"Yes","2018","Saxony-Anhalt","college entrance qualification","71","0.640500440602681","0.550827658065329","0.730173223140034"
"Yes","2018","Saxony-Anhalt","Other degree","9","","",""
"Yes","2018","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Yes","2018","Thuringia","lower secondary degree","28","","",""
"Yes","2018","Thuringia","secondary school degree","123","0.672322249258625","0.604868850434234","0.739775648083017"
"Yes","2018","Thuringia","college entrance qualification","73","0.797745859339951","0.717809711794015","0.877682006885887"
"Yes","2018","Thuringia","Other degree","26","","",""
"Yes","2018","Thuringia","no degree/no degree yet","1","","",""
"No","2018","Schleswig-Holstein","lower secondary degree","26","","",""
"No","2018","Schleswig-Holstein","secondary school degree","25","","",""
"No","2018","Schleswig-Holstein","college entrance qualification","35","0.246276365005976","0.174393400038383","0.31815932997357"
"No","2018","Schleswig-Holstein","Other degree","12","","",""
"No","2018","Schleswig-Holstein","no degree/no degree yet","1","","",""
"No","2018","Hamburg","lower secondary degree","4","","",""
"No","2018","Hamburg","secondary school degree","7","","",""
"No","2018","Hamburg","college entrance qualification","17","","",""
"No","2018","Hamburg","Other degree","7","","",""
"No","2018","Hamburg","no degree/no degree yet","","","",""
"No","2018","Lower Saxony","lower secondary degree","55","0.399596540927143","0.320144672263977","0.479048409590308"
"No","2018","Lower Saxony","secondary school degree","81","0.22946473381566","0.185349395700242","0.273580071931079"
"No","2018","Lower Saxony","college entrance qualification","87","0.251715679651459","0.207612989803051","0.295818369499866"
"No","2018","Lower Saxony","Other degree","36","0.304400333492574","0.217211985947769","0.391588681037379"
"No","2018","Lower Saxony","no degree/no degree yet","6","","",""
"No","2018","Bremen","lower secondary degree","3","","",""
"No","2018","Bremen","secondary school degree","7","","",""
"No","2018","Bremen","college entrance qualification","7","","",""
"No","2018","Bremen","Other degree","","","",""
"No","2018","Bremen","no degree/no degree yet","1","","",""
"No","2018","North Rhine-Westphalia","lower secondary degree","87","0.309830965158203","0.257416320971532","0.362245609344875"
"No","2018","North Rhine-Westphalia","secondary school degree","115","0.238014597396972","0.198926836588644","0.277102358205299"
"No","2018","North Rhine-Westphalia","college entrance qualification","176","0.210508954595398","0.18193610165229","0.239081807538506"
"No","2018","North Rhine-Westphalia","Other degree","90","0.355006449765194","0.294717708628612","0.415295190901776"
"No","2018","North Rhine-Westphalia","no degree/no degree yet","18","","",""
"No","2018","Hesse","lower secondary degree","34","0.367029783018327","0.272084632993513","0.461974933043142"
"No","2018","Hesse","secondary school degree","37","0.156894096104004","0.104766025154526","0.209022167053481"
"No","2018","Hesse","college entrance qualification","68","0.262470646046962","0.212848602594645","0.31209268949928"
"No","2018","Hesse","Other degree","30","0.267617714923667","0.177640414011556","0.357595015835778"
"No","2018","Hesse","no degree/no degree yet","2","","",""
"No","2018","Rhineland-Palatinate,Saarland","lower secondary degree","37","0.329457264753347","0.246054403351829","0.412860126154866"
"No","2018","Rhineland-Palatinate,Saarland","secondary school degree","37","0.236180063152046","0.164533012245184","0.307827114058908"
"No","2018","Rhineland-Palatinate,Saarland","college entrance qualification","45","0.261457611448656","0.199301214054424","0.323614008842888"
"No","2018","Rhineland-Palatinate,Saarland","Other degree","44","0.482616541682088","0.385163639862053","0.580069443502123"
"No","2018","Rhineland-Palatinate,Saarland","no degree/no degree yet","6","","",""
"No","2018","Baden-Württemberg","lower secondary degree","45","0.163861675277907","0.114612837687534","0.213110512868279"
"No","2018","Baden-Württemberg","secondary school degree","62","0.175753481020415","0.134750576421542","0.216756385619287"
"No","2018","Baden-Württemberg","college entrance qualification","107","0.18552769449657","0.151523008637748","0.219532380355391"
"No","2018","Baden-Württemberg","Other degree","45","0.205442065095995","0.148293550435017","0.262590579756974"
"No","2018","Baden-Württemberg","no degree/no degree yet","5","","",""
"No","2018","Bavaria","lower secondary degree","126","0.274980892215438","0.232073965322129","0.317887819108747"
"No","2018","Bavaria","secondary school degree","133","0.24238661499718","0.204405142506807","0.280368087487553"
"No","2018","Bavaria","college entrance qualification","103","0.180985499160099","0.147205043476218","0.214765954843979"
"No","2018","Bavaria","Other degree","66","0.262447412666765","0.205464060612007","0.319430764721523"
"No","2018","Bavaria","no degree/no degree yet","10","","",""
"No","2018","Berlin","lower secondary degree","6","","",""
"No","2018","Berlin","secondary school degree","27","","",""
"No","2018","Berlin","college entrance qualification","48","0.247911804406728","0.185178901246807","0.310644707566649"
"No","2018","Berlin","Other degree","12","","",""
"No","2018","Berlin","no degree/no degree yet","","","",""
"No","2018","Brandenburg","lower secondary degree","5","","",""
"No","2018","Brandenburg","secondary school degree","55","0.383738976201228","0.308854656182087","0.458623296220368"
"No","2018","Brandenburg","college entrance qualification","29","","",""
"No","2018","Brandenburg","Other degree","4","","",""
"No","2018","Brandenburg","no degree/no degree yet","2","","",""
"No","2018","Mecklenburg-Western Pomerania","lower secondary degree","8","","",""
"No","2018","Mecklenburg-Western Pomerania","secondary school degree","23","","",""
"No","2018","Mecklenburg-Western Pomerania","college entrance qualification","16","","",""
"No","2018","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2018","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"No","2018","Saxony","lower secondary degree","16","","",""
"No","2018","Saxony","secondary school degree","141","0.331632515695372","0.285203898113495","0.378061133277249"
"No","2018","Saxony","college entrance qualification","59","0.258857866009398","0.198752334433795","0.318963397585001"
"No","2018","Saxony","Other degree","11","","",""
"No","2018","Saxony","no degree/no degree yet","","","",""
"No","2018","Saxony-Anhalt","lower secondary degree","4","","",""
"No","2018","Saxony-Anhalt","secondary school degree","40","0.226535583694105","0.16342631860513","0.289644848783079"
"No","2018","Saxony-Anhalt","college entrance qualification","39","0.359499559397319","0.269826776859966","0.449172341934671"
"No","2018","Saxony-Anhalt","Other degree","5","","",""
"No","2018","Saxony-Anhalt","no degree/no degree yet","1","","",""
"No","2018","Thuringia","lower secondary degree","13","","",""
"No","2018","Thuringia","secondary school degree","63","0.327677750741375","0.260224351916983","0.395131149565766"
"No","2018","Thuringia","college entrance qualification","24","","",""
"No","2018","Thuringia","Other degree","9","","",""
"No","2018","Thuringia","no degree/no degree yet","2","","",""
"Yes","2019","Schleswig-Holstein","lower secondary degree","34","0.639483726897158","0.50770655340627","0.771260900388047"
"Yes","2019","Schleswig-Holstein","secondary school degree","89","0.811376735908499","0.739246430190776","0.883507041626222"
"Yes","2019","Schleswig-Holstein","college entrance qualification","107","0.85814774833913","0.797705270939275","0.918590225738986"
"Yes","2019","Schleswig-Holstein","Other degree","25","","",""
"Yes","2019","Schleswig-Holstein","no degree/no degree yet","4","","",""
"Yes","2019","Hamburg","lower secondary degree","10","","",""
"Yes","2019","Hamburg","secondary school degree","18","","",""
"Yes","2019","Hamburg","college entrance qualification","62","0.718876268029797","0.621575337658079","0.816177198401514"
"Yes","2019","Hamburg","Other degree","10","","",""
"Yes","2019","Hamburg","no degree/no degree yet","1","","",""
"Yes","2019","Lower Saxony","lower secondary degree","84","0.695394478770803","0.61270331293881","0.778085644602796"
"Yes","2019","Lower Saxony","secondary school degree","249","0.812186735031568","0.769260222326442","0.855113247736693"
"Yes","2019","Lower Saxony","college entrance qualification","274","0.786422029874056","0.743300971045229","0.829543088702883"
"Yes","2019","Lower Saxony","Other degree","51","0.777943642110629","0.685706367153803","0.870180917067455"
"Yes","2019","Lower Saxony","no degree/no degree yet","11","","",""
"Yes","2019","Bremen","lower secondary degree","3","","",""
"Yes","2019","Bremen","secondary school degree","15","","",""
"Yes","2019","Bremen","college entrance qualification","23","","",""
"Yes","2019","Bremen","Other degree","9","","",""
"Yes","2019","Bremen","no degree/no degree yet","3","","",""
"Yes","2019","North Rhine-Westphalia","lower secondary degree","187","0.780012286925779","0.727821920932489","0.83220265291907"
"Yes","2019","North Rhine-Westphalia","secondary school degree","308","0.770059103196206","0.729476191300142","0.81064201509227"
"Yes","2019","North Rhine-Westphalia","college entrance qualification","578","0.811250784566441","0.783018888108036","0.839482681024846"
"Yes","2019","North Rhine-Westphalia","Other degree","142","0.721437246710101","0.659769103044902","0.7831053903753"
"Yes","2019","North Rhine-Westphalia","no degree/no degree yet","32","0.715178700143144","0.587499253975121","0.842858146311166"
"Yes","2019","Hesse","lower secondary degree","71","0.785655760641821","0.700874690534111","0.87043683074953"
"Yes","2019","Hesse","secondary school degree","135","0.747788411585612","0.683810016453016","0.811766806718208"
"Yes","2019","Hesse","college entrance qualification","232","0.763817980204625","0.715267583745905","0.812368376663345"
"Yes","2019","Hesse","Other degree","51","0.906892048658683","0.839300857634098","0.974483239683268"
"Yes","2019","Hesse","no degree/no degree yet","7","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","lower secondary degree","75","0.654945813282752","0.568060673006219","0.741830953559285"
"Yes","2019","Rhineland-Palatinate,Saarland","secondary school degree","96","0.833474012095985","0.764783633485344","0.902164390706625"
"Yes","2019","Rhineland-Palatinate,Saarland","college entrance qualification","141","0.833345216863573","0.777972627614711","0.888717806112435"
"Yes","2019","Rhineland-Palatinate,Saarland","Other degree","56","0.48201072370942","0.375155149446849","0.588866297971991"
"Yes","2019","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Yes","2019","Baden-Württemberg","lower secondary degree","137","0.803464658429988","0.746661447675816","0.86026786918416"
"Yes","2019","Baden-Württemberg","secondary school degree","227","0.767439343996852","0.719553995893355","0.815324692100349"
"Yes","2019","Baden-Württemberg","college entrance qualification","362","0.778252936031624","0.740815435691305","0.815690436371942"
"Yes","2019","Baden-Württemberg","Other degree","121","0.744594517328642","0.675719335951186","0.813469698706099"
"Yes","2019","Baden-Württemberg","no degree/no degree yet","10","","",""
"Yes","2019","Bavaria","lower secondary degree","231","0.711563423111858","0.662460630886244","0.760666215337472"
"Yes","2019","Bavaria","secondary school degree","329","0.732792657153716","0.69163303733945","0.773952276967982"
"Yes","2019","Bavaria","college entrance qualification","382","0.798463067779686","0.762944553657516","0.833981581901856"
"Yes","2019","Bavaria","Other degree","158","0.807032439383471","0.752879671842338","0.861185206924605"
"Yes","2019","Bavaria","no degree/no degree yet","30","0.846230343337934","0.737135790868478","0.95532489580739"
"Yes","2019","Berlin","lower secondary degree","11","","",""
"Yes","2019","Berlin","secondary school degree","76","0.840355934410318","0.765914515585324","0.914797353235312"
