"plb0196_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","1990","Not Employed","Other degree","","","",""
"Yes","1990","Not Employed","no degree/no degree yet","","","",""
"Yes","1990","Employed","lower secondary degree","","","",""
"Yes","1990","Employed","secondary school degree","","","",""
"Yes","1990","Employed","college entrance qualification","","","",""
"Yes","1990","Employed","Other degree","","","",""
"Yes","1990","Employed","no degree/no degree yet","","","",""
"No","1990","Not Employed","lower secondary degree","36","1","1","1"
"No","1990","Not Employed","secondary school degree","16","","",""
"No","1990","Not Employed","college entrance qualification","11","","",""
"No","1990","Not Employed","Other degree","7","","",""
"No","1990","Not Employed","no degree/no degree yet","10","","",""
"No","1990","Employed","lower secondary degree","1649","1","1","1"
"No","1990","Employed","secondary school degree","670","1","1","1"
"No","1990","Employed","college entrance qualification","409","1","1","1"
"No","1990","Employed","Other degree","516","1","1","1"
"No","1990","Employed","no degree/no degree yet","287","1","1","1"
"Yes","1991","Not Employed","lower secondary degree","","","",""
"Yes","1991","Not Employed","secondary school degree","","","",""
"Yes","1991","Not Employed","college entrance qualification","","","",""
"Yes","1991","Not Employed","Other degree","","","",""
"Yes","1991","Not Employed","no degree/no degree yet","","","",""
"Yes","1991","Employed","lower secondary degree","","","",""
"Yes","1991","Employed","secondary school degree","","","",""
"Yes","1991","Employed","college entrance qualification","","","",""
"Yes","1991","Employed","Other degree","","","",""
"Yes","1991","Employed","no degree/no degree yet","","","",""
"No","1991","Not Employed","lower secondary degree","48","1","1","1"
"No","1991","Not Employed","secondary school degree","17","","",""
"No","1991","Not Employed","college entrance qualification","15","","",""
"No","1991","Not Employed","Other degree","15","","",""
"No","1991","Not Employed","no degree/no degree yet","13","","",""
"No","1991","Employed","lower secondary degree","1620","1","1","1"
"No","1991","Employed","secondary school degree","615","1","1","1"
"No","1991","Employed","college entrance qualification","429","1","1","1"
"No","1991","Employed","Other degree","512","1","1","1"
"No","1991","Employed","no degree/no degree yet","287","1","1","1"
"Yes","1992","Not Employed","lower secondary degree","","","",""
"Yes","1992","Not Employed","secondary school degree","","","",""
"Yes","1992","Not Employed","college entrance qualification","","","",""
"Yes","1992","Not Employed","Other degree","","","",""
"Yes","1992","Not Employed","no degree/no degree yet","","","",""
"Yes","1992","Employed","lower secondary degree","","","",""
"Yes","1992","Employed","secondary school degree","","","",""
"Yes","1992","Employed","college entrance qualification","","","",""
"Yes","1992","Employed","Other degree","","","",""
"Yes","1992","Employed","no degree/no degree yet","","","",""
"No","1992","Not Employed","lower secondary degree","32","1","1","1"
"No","1992","Not Employed","secondary school degree","34","1","1","1"
"No","1992","Not Employed","college entrance qualification","21","","",""
"No","1992","Not Employed","Other degree","6","","",""
"No","1992","Not Employed","no degree/no degree yet","5","","",""
"No","1992","Employed","lower secondary degree","2040","1","1","1"
"No","1992","Employed","secondary school degree","1397","1","1","1"
"No","1992","Employed","college entrance qualification","595","1","1","1"
"No","1992","Employed","Other degree","523","1","1","1"
"No","1992","Employed","no degree/no degree yet","266","1","1","1"
"Yes","1993","Not Employed","lower secondary degree","","","",""
"Yes","1993","Not Employed","secondary school degree","","","",""
"Yes","1993","Not Employed","college entrance qualification","","","",""
"Yes","1993","Not Employed","Other degree","","","",""
"Yes","1993","Not Employed","no degree/no degree yet","","","",""
"Yes","1993","Employed","lower secondary degree","","","",""
"Yes","1993","Employed","secondary school degree","","","",""
"Yes","1993","Employed","college entrance qualification","","","",""
"Yes","1993","Employed","Other degree","","","",""
"Yes","1993","Employed","no degree/no degree yet","","","",""
"No","1993","Not Employed","lower secondary degree","43","1","1","1"
"No","1993","Not Employed","secondary school degree","58","1","1","1"
"No","1993","Not Employed","college entrance qualification","20","","",""
"No","1993","Not Employed","Other degree","10","","",""
"No","1993","Not Employed","no degree/no degree yet","10","","",""
"No","1993","Employed","lower secondary degree","1928","1","1","1"
"No","1993","Employed","secondary school degree","1371","1","1","1"
"No","1993","Employed","college entrance qualification","618","1","1","1"
"No","1993","Employed","Other degree","508","1","1","1"
"No","1993","Employed","no degree/no degree yet","264","1","1","1"
"Yes","1994","Not Employed","lower secondary degree","","","",""
"Yes","1994","Not Employed","secondary school degree","","","",""
"Yes","1994","Not Employed","college entrance qualification","","","",""
"Yes","1994","Not Employed","Other degree","","","",""
"Yes","1994","Not Employed","no degree/no degree yet","","","",""
"Yes","1994","Employed","lower secondary degree","","","",""
"Yes","1994","Employed","secondary school degree","","","",""
"Yes","1994","Employed","college entrance qualification","","","",""
"Yes","1994","Employed","Other degree","","","",""
"Yes","1994","Employed","no degree/no degree yet","","","",""
"No","1994","Not Employed","lower secondary degree","47","1","1","1"
"No","1994","Not Employed","secondary school degree","30","1","1","1"
"No","1994","Not Employed","college entrance qualification","33","1","1","1"
"No","1994","Not Employed","Other degree","5","","",""
"No","1994","Not Employed","no degree/no degree yet","7","","",""
"No","1994","Employed","lower secondary degree","1707","1","1","1"
"No","1994","Employed","secondary school degree","1322","1","1","1"
"No","1994","Employed","college entrance qualification","630","1","1","1"
"No","1994","Employed","Other degree","426","1","1","1"
"No","1994","Employed","no degree/no degree yet","240","1","1","1"
"Yes","1995","Not Employed","lower secondary degree","","","",""
"Yes","1995","Not Employed","secondary school degree","","","",""
"Yes","1995","Not Employed","college entrance qualification","","","",""
"Yes","1995","Not Employed","Other degree","","","",""
"Yes","1995","Not Employed","no degree/no degree yet","","","",""
"Yes","1995","Employed","lower secondary degree","","","",""
"Yes","1995","Employed","secondary school degree","","","",""
"Yes","1995","Employed","college entrance qualification","","","",""
"Yes","1995","Employed","Other degree","","","",""
"Yes","1995","Employed","no degree/no degree yet","","","",""
"No","1995","Not Employed","lower secondary degree","54","1","1","1"
"No","1995","Not Employed","secondary school degree","54","1","1","1"
"No","1995","Not Employed","college entrance qualification","25","","",""
"No","1995","Not Employed","Other degree","9","","",""
"No","1995","Not Employed","no degree/no degree yet","7","","",""
"No","1995","Employed","lower secondary degree","1618","1","1","1"
"No","1995","Employed","secondary school degree","1327","1","1","1"
"No","1995","Employed","college entrance qualification","644","1","1","1"
"No","1995","Employed","Other degree","518","1","1","1"
"No","1995","Employed","no degree/no degree yet","197","1","1","1"
"Yes","1996","Not Employed","lower secondary degree","","","",""
"Yes","1996","Not Employed","secondary school degree","","","",""
"Yes","1996","Not Employed","college entrance qualification","","","",""
"Yes","1996","Not Employed","Other degree","","","",""
"Yes","1996","Not Employed","no degree/no degree yet","","","",""
"Yes","1996","Employed","lower secondary degree","","","",""
"Yes","1996","Employed","secondary school degree","","","",""
"Yes","1996","Employed","college entrance qualification","","","",""
"Yes","1996","Employed","Other degree","","","",""
"Yes","1996","Employed","no degree/no degree yet","","","",""
"No","1996","Not Employed","lower secondary degree","43","1","1","1"
"No","1996","Not Employed","secondary school degree","40","1","1","1"
"No","1996","Not Employed","college entrance qualification","17","","",""
"No","1996","Not Employed","Other degree","13","","",""
"No","1996","Not Employed","no degree/no degree yet","3","","",""
"No","1996","Employed","lower secondary degree","1579","1","1","1"
"No","1996","Employed","secondary school degree","1328","1","1","1"
"No","1996","Employed","college entrance qualification","647","1","1","1"
"No","1996","Employed","Other degree","460","1","1","1"
"No","1996","Employed","no degree/no degree yet","186","1","1","1"
"Yes","1997","Not Employed","lower secondary degree","","","",""
"Yes","1997","Not Employed","secondary school degree","","","",""
"Yes","1997","Not Employed","college entrance qualification","","","",""
"Yes","1997","Not Employed","Other degree","","","",""
"Yes","1997","Not Employed","no degree/no degree yet","","","",""
"Yes","1997","Employed","lower secondary degree","","","",""
"Yes","1997","Employed","secondary school degree","","","",""
"Yes","1997","Employed","college entrance qualification","","","",""
"Yes","1997","Employed","Other degree","","","",""
"Yes","1997","Employed","no degree/no degree yet","","","",""
"No","1997","Not Employed","lower secondary degree","6","","",""
"No","1997","Not Employed","secondary school degree","9","","",""
"No","1997","Not Employed","college entrance qualification","3","","",""
"No","1997","Not Employed","Other degree","","","",""
"No","1997","Not Employed","no degree/no degree yet","1","","",""
"No","1997","Employed","lower secondary degree","506","1","1","1"
"No","1997","Employed","secondary school degree","490","1","1","1"
"No","1997","Employed","college entrance qualification","208","1","1","1"
"No","1997","Employed","Other degree","114","1","1","1"
"No","1997","Employed","no degree/no degree yet","42","1","1","1"
"Yes","1998","Not Employed","lower secondary degree","","","",""
"Yes","1998","Not Employed","secondary school degree","","","",""
"Yes","1998","Not Employed","college entrance qualification","","","",""
"Yes","1998","Not Employed","Other degree","","","",""
"Yes","1998","Not Employed","no degree/no degree yet","","","",""
"Yes","1998","Employed","lower secondary degree","","","",""
"Yes","1998","Employed","secondary school degree","","","",""
"Yes","1998","Employed","college entrance qualification","","","",""
"Yes","1998","Employed","Other degree","","","",""
"Yes","1998","Employed","no degree/no degree yet","","","",""
"No","1998","Not Employed","lower secondary degree","10","","",""
"No","1998","Not Employed","secondary school degree","3","","",""
"No","1998","Not Employed","college entrance qualification","7","","",""
"No","1998","Not Employed","Other degree","1","","",""
"No","1998","Not Employed","no degree/no degree yet","1","","",""
"No","1998","Employed","lower secondary degree","525","1","1","1"
"No","1998","Employed","secondary school degree","543","1","1","1"
"No","1998","Employed","college entrance qualification","222","1","1","1"
"No","1998","Employed","Other degree","91","1","1","1"
"No","1998","Employed","no degree/no degree yet","33","1","1","1"
"Yes","1999","Not Employed","lower secondary degree","","","",""
"Yes","1999","Not Employed","secondary school degree","","","",""
"Yes","1999","Not Employed","college entrance qualification","","","",""
"Yes","1999","Not Employed","Other degree","","","",""
"Yes","1999","Not Employed","no degree/no degree yet","","","",""
"Yes","1999","Employed","lower secondary degree","","","",""
"Yes","1999","Employed","secondary school degree","","","",""
"Yes","1999","Employed","college entrance qualification","","","",""
"Yes","1999","Employed","Other degree","","","",""
"Yes","1999","Employed","no degree/no degree yet","","","",""
"No","1999","Not Employed","lower secondary degree","6","","",""
"No","1999","Not Employed","secondary school degree","6","","",""
"No","1999","Not Employed","college entrance qualification","4","","",""
"No","1999","Not Employed","Other degree","","","",""
"No","1999","Not Employed","no degree/no degree yet","","","",""
"No","1999","Employed","lower secondary degree","486","1","1","1"
"No","1999","Employed","secondary school degree","550","1","1","1"
"No","1999","Employed","college entrance qualification","213","1","1","1"
"No","1999","Employed","Other degree","72","1","1","1"
"No","1999","Employed","no degree/no degree yet","32","1","1","1"
"Yes","2000","Not Employed","lower secondary degree","","","",""
"Yes","2000","Not Employed","secondary school degree","","","",""
"Yes","2000","Not Employed","college entrance qualification","","","",""
"Yes","2000","Not Employed","Other degree","","","",""
"Yes","2000","Not Employed","no degree/no degree yet","","","",""
"Yes","2000","Employed","lower secondary degree","","","",""
"Yes","2000","Employed","secondary school degree","","","",""
"Yes","2000","Employed","college entrance qualification","","","",""
"Yes","2000","Employed","Other degree","","","",""
"Yes","2000","Employed","no degree/no degree yet","","","",""
"No","2000","Not Employed","lower secondary degree","15","","",""
"No","2000","Not Employed","secondary school degree","19","","",""
"No","2000","Not Employed","college entrance qualification","4","","",""
"No","2000","Not Employed","Other degree","","","",""
"No","2000","Not Employed","no degree/no degree yet","","","",""
"No","2000","Employed","lower secondary degree","846","1","1","1"
"No","2000","Employed","secondary school degree","964","1","1","1"
"No","2000","Employed","college entrance qualification","508","1","1","1"
"No","2000","Employed","Other degree","134","1","1","1"
"No","2000","Employed","no degree/no degree yet","29","","",""
"Yes","2001","Not Employed","lower secondary degree","","","",""
"Yes","2001","Not Employed","secondary school degree","","","",""
"Yes","2001","Not Employed","college entrance qualification","","","",""
"Yes","2001","Not Employed","Other degree","","","",""
"Yes","2001","Not Employed","no degree/no degree yet","","","",""
"Yes","2001","Employed","lower secondary degree","","","",""
"Yes","2001","Employed","secondary school degree","","","",""
"Yes","2001","Employed","college entrance qualification","","","",""
"Yes","2001","Employed","Other degree","","","",""
"Yes","2001","Employed","no degree/no degree yet","","","",""
"No","2001","Not Employed","lower secondary degree","5","","",""
"No","2001","Not Employed","secondary school degree","17","","",""
"No","2001","Not Employed","college entrance qualification","6","","",""
"No","2001","Not Employed","Other degree","1","","",""
"No","2001","Not Employed","no degree/no degree yet","1","","",""
"No","2001","Employed","lower secondary degree","803","1","1","1"
"No","2001","Employed","secondary school degree","868","1","1","1"
"No","2001","Employed","college entrance qualification","504","1","1","1"
"No","2001","Employed","Other degree","125","1","1","1"
"No","2001","Employed","no degree/no degree yet","20","","",""
"Yes","2002","Not Employed","lower secondary degree","8","","",""
"Yes","2002","Not Employed","secondary school degree","6","","",""
"Yes","2002","Not Employed","college entrance qualification","9","","",""
"Yes","2002","Not Employed","Other degree","1","","",""
"Yes","2002","Not Employed","no degree/no degree yet","","","",""
"Yes","2002","Employed","lower secondary degree","1254","0.626510280936957","0.605073128673909","0.647947433200006"
"Yes","2002","Employed","secondary school degree","2097","0.70854928279928","0.692217063433774","0.724881502164786"
"Yes","2002","Employed","college entrance qualification","1983","0.770381199133385","0.754076070614814","0.786686327651957"
"Yes","2002","Employed","Other degree","191","0.599093964703841","0.544183370021245","0.654004559386436"
"Yes","2002","Employed","no degree/no degree yet","37","0.675847296379016","0.560268829113609","0.791425763644424"
"No","2002","Not Employed","lower secondary degree","6","","",""
"No","2002","Not Employed","secondary school degree","17","","",""
"No","2002","Not Employed","college entrance qualification","7","","",""
"No","2002","Not Employed","Other degree","","","",""
"No","2002","Not Employed","no degree/no degree yet","1","","",""
"No","2002","Employed","lower secondary degree","702","0.373489719063043","0.352052566799994","0.394926871326091"
"No","2002","Employed","secondary school degree","877","0.29145071720072","0.275118497835214","0.307782936566226"
"No","2002","Employed","college entrance qualification","573","0.229618800866615","0.213313672348043","0.245923929385186"
"No","2002","Employed","Other degree","115","0.400906035296159","0.345995440613563","0.455816629978754"
"No","2002","Employed","no degree/no degree yet","26","","",""
"Yes","2003","Not Employed","lower secondary degree","10","","",""
"Yes","2003","Not Employed","secondary school degree","6","","",""
"Yes","2003","Not Employed","college entrance qualification","12","","",""
"Yes","2003","Not Employed","Other degree","1","","",""
"Yes","2003","Not Employed","no degree/no degree yet","1","","",""
"Yes","2003","Employed","lower secondary degree","1185","0.640884384877436","0.618970055412626","0.662798714342246"
"Yes","2003","Employed","secondary school degree","2001","0.706158692286005","0.689475883850586","0.722841500721424"
"Yes","2003","Employed","college entrance qualification","1869","0.78278750557913","0.766375692439252","0.799199318719009"
"Yes","2003","Employed","Other degree","162","0.5392296203728","0.480845032088909","0.597614208656691"
"Yes","2003","Employed","no degree/no degree yet","26","","",""
"No","2003","Not Employed","lower secondary degree","6","","",""
"No","2003","Not Employed","secondary school degree","13","","",""
"No","2003","Not Employed","college entrance qualification","13","","",""
"No","2003","Not Employed","Other degree","2","","",""
"No","2003","Not Employed","no degree/no degree yet","","","",""
"No","2003","Employed","lower secondary degree","656","0.359115615122564","0.337201285657754","0.381029944587374"
"No","2003","Employed","secondary school degree","863","0.293841307713995","0.277158499278576","0.310524116149414"
"No","2003","Employed","college entrance qualification","556","0.21721249442087","0.200800681280991","0.233624307560748"
"No","2003","Employed","Other degree","118","0.4607703796272","0.402385791343309","0.519154967911091"
"No","2003","Employed","no degree/no degree yet","15","","",""
"Yes","2004","Not Employed","lower secondary degree","3","","",""
"Yes","2004","Not Employed","secondary school degree","9","","",""
"Yes","2004","Not Employed","college entrance qualification","9","","",""
"Yes","2004","Not Employed","Other degree","","","",""
"Yes","2004","Not Employed","no degree/no degree yet","1","","",""
"Yes","2004","Employed","lower secondary degree","1138","0.63883230960571","0.616262840194531","0.661401779016889"
"Yes","2004","Employed","secondary school degree","2003","0.712427568648745","0.695638199922433","0.729216937375057"
"Yes","2004","Employed","college entrance qualification","1774","0.758626723296977","0.741351369065877","0.775902077528077"
"Yes","2004","Employed","Other degree","169","0.640920906985874","0.582155007571157","0.699686806400591"
"Yes","2004","Employed","no degree/no degree yet","24","","",""
"No","2004","Not Employed","lower secondary degree","3","","",""
"No","2004","Not Employed","secondary school degree","5","","",""
"No","2004","Not Employed","college entrance qualification","11","","",""
"No","2004","Not Employed","Other degree","2","","",""
"No","2004","Not Employed","no degree/no degree yet","","","",""
"No","2004","Employed","lower secondary degree","602","0.36116769039429","0.338598220983111","0.383737159805469"
"No","2004","Employed","secondary school degree","789","0.287572431351255","0.270783062624943","0.304361800077567"
"No","2004","Employed","college entrance qualification","583","0.241373276703023","0.224097922471922","0.258648630934123"
"No","2004","Employed","Other degree","87","0.359079093014126","0.300313193599409","0.417844992428843"
"No","2004","Employed","no degree/no degree yet","12","","",""
"Yes","2005","Not Employed","lower secondary degree","2","","",""
"Yes","2005","Not Employed","secondary school degree","6","","",""
"Yes","2005","Not Employed","college entrance qualification","13","","",""
"Yes","2005","Not Employed","Other degree","1","","",""
"Yes","2005","Not Employed","no degree/no degree yet","1","","",""
"Yes","2005","Employed","lower secondary degree","1046","0.66896332776099","0.645603790117064","0.692322865404916"
"Yes","2005","Employed","secondary school degree","1829","0.710567513488658","0.693162650480855","0.727972376496462"
"Yes","2005","Employed","college entrance qualification","1673","0.739317807302029","0.720927182833367","0.757708431770692"
"Yes","2005","Employed","Other degree","162","0.639127404343601","0.579235201631461","0.69901960705574"
"Yes","2005","Employed","no degree/no degree yet","23","","",""
"No","2005","Not Employed","lower secondary degree","4","","",""
"No","2005","Not Employed","secondary school degree","4","","",""
"No","2005","Not Employed","college entrance qualification","7","","",""
"No","2005","Not Employed","Other degree","1","","",""
"No","2005","Not Employed","no degree/no degree yet","","","",""
"No","2005","Employed","lower secondary degree","513","0.33103667223901","0.307677134595084","0.354396209882936"
"No","2005","Employed","secondary school degree","779","0.289432486511342","0.272027623503538","0.306837349519145"
"No","2005","Employed","college entrance qualification","516","0.260682192697971","0.242291568229308","0.279072817166633"
"No","2005","Employed","Other degree","85","0.360872595656399","0.30098039294426","0.420764798368539"
"No","2005","Employed","no degree/no degree yet","16","","",""
"Yes","2006","Not Employed","lower secondary degree","9","","",""
"Yes","2006","Not Employed","secondary school degree","20","","",""
"Yes","2006","Not Employed","college entrance qualification","7","","",""
"Yes","2006","Not Employed","Other degree","3","","",""
"Yes","2006","Not Employed","no degree/no degree yet","","","",""
"Yes","2006","Employed","lower secondary degree","1161","0.679373211125743","0.657108555529527","0.701637866721959"
"Yes","2006","Employed","secondary school degree","2061","0.726778396191175","0.710378031685998","0.743178760696353"
"Yes","2006","Employed","college entrance qualification","1910","0.772101923520792","0.755522230938805","0.788681616102778"
"Yes","2006","Employed","Other degree","184","0.649292857688723","0.592790648630228","0.705795066747217"
"Yes","2006","Employed","no degree/no degree yet","19","","",""
"No","2006","Not Employed","lower secondary degree","6","","",""
"No","2006","Not Employed","secondary school degree","11","","",""
"No","2006","Not Employed","college entrance qualification","6","","",""
"No","2006","Not Employed","Other degree","1","","",""
"No","2006","Not Employed","no degree/no degree yet","","","",""
"No","2006","Employed","lower secondary degree","527","0.320626788874257","0.298362133278042","0.342891444470473"
"No","2006","Employed","secondary school degree","775","0.273221603808824","0.256821239303647","0.289621968314002"
"No","2006","Employed","college entrance qualification","549","0.227898076479208","0.211318383897222","0.244477769061195"
"No","2006","Employed","Other degree","90","0.350707142311277","0.294204933252783","0.407209351369772"
"No","2006","Employed","no degree/no degree yet","15","","",""
"Yes","2007","Not Employed","lower secondary degree","13","","",""
"Yes","2007","Not Employed","secondary school degree","14","","",""
"Yes","2007","Not Employed","college entrance qualification","13","","",""
"Yes","2007","Not Employed","Other degree","","","",""
"Yes","2007","Not Employed","no degree/no degree yet","","","",""
"Yes","2007","Employed","lower secondary degree","1073","0.707484549884068","0.684667396736104","0.730301703032032"
"Yes","2007","Employed","secondary school degree","1947","0.740556051548357","0.723848296256228","0.757263806840486"
"Yes","2007","Employed","college entrance qualification","1819","0.79184422489826","0.775345235445446","0.808343214351074"
"Yes","2007","Employed","Other degree","171","0.739361399351838","0.683115881908499","0.795606916795177"
"Yes","2007","Employed","no degree/no degree yet","14","","",""
"No","2007","Not Employed","lower secondary degree","5","","",""
"No","2007","Not Employed","secondary school degree","10","","",""
"No","2007","Not Employed","college entrance qualification","7","","",""
"No","2007","Not Employed","Other degree","3","","",""
"No","2007","Not Employed","no degree/no degree yet","","","",""
"No","2007","Employed","lower secondary degree","454","0.292515450115932","0.269698296967968","0.315332603263896"
"No","2007","Employed","secondary school degree","697","0.259443948451643","0.242736193159514","0.276151703743772"
"No","2007","Employed","college entrance qualification","507","0.20815577510174","0.191656785648926","0.224654764554554"
"No","2007","Employed","Other degree","63","0.260638600648162","0.204393083204823","0.316884118091501"
"No","2007","Employed","no degree/no degree yet","14","","",""
"Yes","2008","Not Employed","lower secondary degree","6","","",""
"Yes","2008","Not Employed","secondary school degree","11","","",""
"Yes","2008","Not Employed","college entrance qualification","18","","",""
"Yes","2008","Not Employed","Other degree","1","","",""
"Yes","2008","Not Employed","no degree/no degree yet","","","",""
"Yes","2008","Employed","lower secondary degree","1009","0.684936588809397","0.661372950070444","0.70850022754835"
"Yes","2008","Employed","secondary school degree","1917","0.722493703505479","0.70540352967241","0.739583877338548"
"Yes","2008","Employed","college entrance qualification","1724","0.765299418852346","0.747779878333946","0.782818959370746"
"Yes","2008","Employed","Other degree","155","0.667144706182066","0.605016371814484","0.729273040549648"
"Yes","2008","Employed","no degree/no degree yet","19","","",""
"No","2008","Not Employed","lower secondary degree","6","","",""
"No","2008","Not Employed","secondary school degree","5","","",""
"No","2008","Not Employed","college entrance qualification","13","","",""
"No","2008","Not Employed","Other degree","1","","",""
"No","2008","Not Employed","no degree/no degree yet","1","","",""
"No","2008","Employed","lower secondary degree","484","0.315063411190603","0.291499772451649","0.338627049929556"
"No","2008","Employed","secondary school degree","720","0.277506296494521","0.260416122661452","0.29459647032759"
"No","2008","Employed","college entrance qualification","524","0.234700581147654","0.217181040629254","0.252220121666054"
"No","2008","Employed","Other degree","66","0.332855293817934","0.270726959450352","0.394983628185516"
"No","2008","Employed","no degree/no degree yet","13","","",""
"Yes","2009","Not Employed","lower secondary degree","1","","",""
"Yes","2009","Not Employed","secondary school degree","6","","",""
"Yes","2009","Not Employed","college entrance qualification","5","","",""
"Yes","2009","Not Employed","Other degree","1","","",""
"Yes","2009","Not Employed","no degree/no degree yet","","","",""
"Yes","2009","Employed","lower secondary degree","818","0.651925651881539","0.625685503751539","0.678165800011539"
"Yes","2009","Employed","secondary school degree","1622","0.692959841760203","0.674206371098868","0.711713312421539"
"Yes","2009","Employed","college entrance qualification","1623","0.786263734296672","0.768747189088316","0.803780279505028"
"Yes","2009","Employed","Other degree","100","0.565655142096651","0.489327157419133","0.641983126774169"
"Yes","2009","Employed","no degree/no degree yet","15","","",""
"No","2009","Not Employed","lower secondary degree","2","","",""
"No","2009","Not Employed","secondary school degree","6","","",""
"No","2009","Not Employed","college entrance qualification","7","","",""
"No","2009","Not Employed","Other degree","1","","",""
"No","2009","Not Employed","no degree/no degree yet","","","",""
"No","2009","Employed","lower secondary degree","448","0.348074348118461","0.321834199988461","0.374314496248461"
"No","2009","Employed","secondary school degree","702","0.307040158239797","0.288286687578461","0.325793628901132"
"No","2009","Employed","college entrance qualification","481","0.213736265703328","0.196219720494972","0.231252810911684"
"No","2009","Employed","Other degree","62","0.434344857903349","0.358016873225831","0.510672842580867"
"No","2009","Employed","no degree/no degree yet","10","","",""
"Yes","2010","Not Employed","lower secondary degree","7","","",""
"Yes","2010","Not Employed","secondary school degree","30","0.393031315711935","0.262760260461737","0.523302370962133"
"Yes","2010","Not Employed","college entrance qualification","26","","",""
"Yes","2010","Not Employed","Other degree","5","","",""
"Yes","2010","Not Employed","no degree/no degree yet","1","","",""
