"plb0196_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1994","Hesse","Female","","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1994","Baden-Württemberg","Male","","","","","1"
"Yes","1994","Baden-Württemberg","Female","","","","","1"
"Yes","1994","Bavaria","Male","","","","","1"
"Yes","1994","Bavaria","Female","","","","","1"
"Yes","1994","Berlin","Male","","","","","1"
"Yes","1994","Berlin","Female","","","","","1"
"Yes","1994","Brandenburg","Male","","","","","1"
"Yes","1994","Brandenburg","Female","","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1994","Saxony","Male","","","","","1"
"Yes","1994","Lower Saxony","Male","","","","","1"
"Yes","1994","Lower Saxony","Female","","","","","1"
"Yes","1994","Bremen","Male","","","","","1"
"Yes","1994","Saxony","Female","","","","","1"
"Yes","1994","Saxony-Anhalt","Male","","","","","1"
"Yes","1994","Saxony-Anhalt","Female","","","","","1"
"Yes","1994","Bremen","Female","","","","","1"
"Yes","1994","North Rhine-Westphalia","Male","","","","","1"
"Yes","1994","North Rhine-Westphalia","Female","","","","","1"
"Yes","1994","Thuringia","Male","","","","","1"
"Yes","1994","Thuringia","Female","","","","","1"
"No","1995","Schleswig-Holstein","Male","43","1","1","1","2"
"No","1995","Schleswig-Holstein","Female","47","1","1","1","2"
"No","1995","Hamburg","Male","25","","","","2"
"No","1995","Hamburg","Female","18","","","","2"
"No","1995","Lower Saxony","Male","188","1","1","1","2"
"No","1995","Lower Saxony","Female","149","1","1","1","2"
"No","1995","Bremen","Male","9","","","","2"
"No","1995","Bremen","Female","10","","","","2"
"No","1995","North Rhine-Westphalia","Male","490","1","1","1","2"
"No","1995","North Rhine-Westphalia","Female","415","1","1","1","2"
"No","1995","Berlin","Male","96","1","1","1","2"
"No","1995","Berlin","Female","82","1","1","1","2"
"No","1995","Brandenburg","Male","125","1","1","1","2"
"No","1995","Hesse","Male","203","1","1","1","2"
"No","1995","Brandenburg","Female","90","1","1","1","2"
"No","1995","Hesse","Female","167","1","1","1","2"
"No","1995","Rhineland-Palatinate,Saarland","Male","127","1","1","1","2"
"No","1995","Rhineland-Palatinate,Saarland","Female","120","1","1","1","2"
"No","1995","Baden-Württemberg","Male","351","1","1","1","2"
"No","1995","Baden-Württemberg","Female","321","1","1","1","2"
"No","1995","Bavaria","Male","345","1","1","1","2"
"No","1995","Bavaria","Female","293","1","1","1","2"
"No","1995","Mecklenburg-Western Pomerania","Male","65","1","1","1","2"
"No","1995","Mecklenburg-Western Pomerania","Female","70","1","1","1","2"
"No","1995","Saxony","Male","153","1","1","1","2"
"No","1995","Saxony","Female","162","1","1","1","2"
"No","1995","Thuringia","Male","99","1","1","1","2"
"No","1995","Thuringia","Female","104","1","1","1","2"
"No","1995","Saxony-Anhalt","Male","114","1","1","1","2"
"No","1995","Saxony-Anhalt","Female","119","1","1","1","2"
"Yes","1995","Schleswig-Holstein","Male","","","","","1"
"Yes","1995","Schleswig-Holstein","Female","","","","","1"
"Yes","1995","Hamburg","Male","","","","","1"
"Yes","1995","Hamburg","Female","","","","","1"
"Yes","1995","Hesse","Male","","","","","1"
"Yes","1995","Hesse","Female","","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1995","Baden-Württemberg","Male","","","","","1"
"Yes","1995","Baden-Württemberg","Female","","","","","1"
"Yes","1995","Bavaria","Male","","","","","1"
"Yes","1995","Bavaria","Female","","","","","1"
"Yes","1995","Berlin","Male","","","","","1"
"Yes","1995","Berlin","Female","","","","","1"
"Yes","1995","Brandenburg","Male","","","","","1"
"Yes","1995","Brandenburg","Female","","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1995","Lower Saxony","Male","","","","","1"
"Yes","1995","Saxony","Male","","","","","1"
"Yes","1995","Saxony","Female","","","","","1"
"Yes","1995","Saxony-Anhalt","Male","","","","","1"
"Yes","1995","Lower Saxony","Female","","","","","1"
"Yes","1995","Bremen","Male","","","","","1"
"Yes","1995","Bremen","Female","","","","","1"
"Yes","1995","Saxony-Anhalt","Female","","","","","1"
"Yes","1995","Thuringia","Male","","","","","1"
"Yes","1995","North Rhine-Westphalia","Male","","","","","1"
"Yes","1995","North Rhine-Westphalia","Female","","","","","1"
"Yes","1995","Thuringia","Female","","","","","1"
"No","1996","Schleswig-Holstein","Male","48","1","1","1","2"
"No","1996","Schleswig-Holstein","Female","51","1","1","1","2"
"No","1996","Hamburg","Male","27","","","","2"
"No","1996","Hamburg","Female","19","","","","2"
"No","1996","Lower Saxony","Male","184","1","1","1","2"
"No","1996","Lower Saxony","Female","161","1","1","1","2"
"No","1996","Bremen","Male","13","","","","2"
"No","1996","Bremen","Female","9","","","","2"
"No","1996","North Rhine-Westphalia","Male","491","1","1","1","2"
"No","1996","North Rhine-Westphalia","Female","411","1","1","1","2"
"No","1996","Hesse","Male","178","1","1","1","2"
"No","1996","Brandenburg","Male","108","1","1","1","2"
"No","1996","Berlin","Male","89","1","1","1","2"
"No","1996","Berlin","Female","83","1","1","1","2"
"No","1996","Brandenburg","Female","93","1","1","1","2"
"No","1996","Hesse","Female","159","1","1","1","2"
"No","1996","Rhineland-Palatinate,Saarland","Male","134","1","1","1","2"
"No","1996","Rhineland-Palatinate,Saarland","Female","110","1","1","1","2"
"No","1996","Baden-Württemberg","Male","329","1","1","1","2"
"No","1996","Baden-Württemberg","Female","289","1","1","1","2"
"No","1996","Bavaria","Male","324","1","1","1","2"
"No","1996","Bavaria","Female","273","1","1","1","2"
"No","1996","Mecklenburg-Western Pomerania","Male","66","1","1","1","2"
"No","1996","Mecklenburg-Western Pomerania","Female","65","1","1","1","2"
"No","1996","Saxony","Male","166","1","1","1","2"
"No","1996","Saxony","Female","167","1","1","1","2"
"No","1996","Thuringia","Male","90","1","1","1","2"
"No","1996","Thuringia","Female","105","1","1","1","2"
"No","1996","Saxony-Anhalt","Male","104","1","1","1","2"
"No","1996","Saxony-Anhalt","Female","119","1","1","1","2"
"Yes","1996","Schleswig-Holstein","Male","","","","","1"
"Yes","1996","Schleswig-Holstein","Female","","","","","1"
"Yes","1996","Hamburg","Male","","","","","1"
"Yes","1996","Hamburg","Female","","","","","1"
"Yes","1996","Hesse","Male","","","","","1"
"Yes","1996","Hesse","Female","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1996","Baden-Württemberg","Male","","","","","1"
"Yes","1996","Baden-Württemberg","Female","","","","","1"
"Yes","1996","Bavaria","Male","","","","","1"
"Yes","1996","Bavaria","Female","","","","","1"
"Yes","1996","Berlin","Male","","","","","1"
"Yes","1996","Berlin","Female","","","","","1"
"Yes","1996","Brandenburg","Male","","","","","1"
"Yes","1996","Brandenburg","Female","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1996","Saxony","Male","","","","","1"
"Yes","1996","Lower Saxony","Male","","","","","1"
"Yes","1996","Lower Saxony","Female","","","","","1"
"Yes","1996","Bremen","Male","","","","","1"
"Yes","1996","Saxony","Female","","","","","1"
"Yes","1996","Saxony-Anhalt","Male","","","","","1"
"Yes","1996","Saxony-Anhalt","Female","","","","","1"
"Yes","1996","Bremen","Female","","","","","1"
"Yes","1996","North Rhine-Westphalia","Male","","","","","1"
"Yes","1996","Thuringia","Male","","","","","1"
"Yes","1996","Thuringia","Female","","","","","1"
"Yes","1996","North Rhine-Westphalia","Female","","","","","1"
"No","1997","Schleswig-Holstein","Female","17","","","","2"
"No","1997","Hamburg","Male","12","","","","2"
"No","1997","Hamburg","Female","6","","","","2"
"No","1997","Lower Saxony","Male","76","1","1","1","2"
"No","1997","Schleswig-Holstein","Male","20","","","","2"
"No","1997","Lower Saxony","Female","44","1","1","1","2"
"No","1997","Bremen","Male","9","","","","2"
"No","1997","Bremen","Female","2","","","","2"
"No","1997","North Rhine-Westphalia","Female","104","1","1","1","2"
"No","1997","North Rhine-Westphalia","Male","135","1","1","1","2"
"No","1997","Berlin","Male","26","","","","2"
"No","1997","Hesse","Male","48","1","1","1","2"
"No","1997","Berlin","Female","18","","","","2"
"No","1997","Hesse","Female","36","1","1","1","2"
"No","1997","Rhineland-Palatinate,Saarland","Male","39","1","1","1","2"
"No","1997","Brandenburg","Male","57","1","1","1","2"
"No","1997","Brandenburg","Female","23","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Female","33","1","1","1","2"
"No","1997","Baden-Württemberg","Male","105","1","1","1","2"
"No","1997","Baden-Württemberg","Female","64","1","1","1","2"
"No","1997","Bavaria","Male","125","1","1","1","2"
"No","1997","Bavaria","Female","89","1","1","1","2"
"No","1997","Mecklenburg-Western Pomerania","Male","24","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Female","23","","","","2"
"No","1997","Saxony","Male","67","1","1","1","2"
"No","1997","Saxony","Female","65","1","1","1","2"
"No","1997","Thuringia","Male","41","1","1","1","2"
"No","1997","Thuringia","Female","33","1","1","1","2"
"No","1997","Saxony-Anhalt","Male","53","1","1","1","2"
"No","1997","Saxony-Anhalt","Female","32","1","1","1","2"
"Yes","1997","Schleswig-Holstein","Male","","","","","1"
"Yes","1997","Schleswig-Holstein","Female","","","","","1"
"Yes","1997","Hamburg","Male","","","","","1"
"Yes","1997","Hamburg","Female","","","","","1"
"Yes","1997","Hesse","Male","","","","","1"
"Yes","1997","Hesse","Female","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1997","Baden-Württemberg","Male","","","","","1"
"Yes","1997","Baden-Württemberg","Female","","","","","1"
"Yes","1997","Bavaria","Male","","","","","1"
"Yes","1997","Bavaria","Female","","","","","1"
"Yes","1997","Berlin","Male","","","","","1"
"Yes","1997","Berlin","Female","","","","","1"
"Yes","1997","Brandenburg","Male","","","","","1"
"Yes","1997","Brandenburg","Female","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1997","Lower Saxony","Male","","","","","1"
"Yes","1997","Saxony","Male","","","","","1"
"Yes","1997","Saxony","Female","","","","","1"
"Yes","1997","Saxony-Anhalt","Male","","","","","1"
"Yes","1997","Lower Saxony","Female","","","","","1"
"Yes","1997","Bremen","Male","","","","","1"
"Yes","1997","Bremen","Female","","","","","1"
"Yes","1997","Saxony-Anhalt","Female","","","","","1"
"Yes","1997","Thuringia","Male","","","","","1"
"Yes","1997","North Rhine-Westphalia","Male","","","","","1"
"Yes","1997","North Rhine-Westphalia","Female","","","","","1"
"Yes","1997","Thuringia","Female","","","","","1"
"No","1998","Schleswig-Holstein","Male","18","","","","2"
"No","1998","Hamburg","Male","6","","","","2"
"No","1998","Schleswig-Holstein","Female","19","","","","2"
"No","1998","Hamburg","Female","8","","","","2"
"No","1998","Lower Saxony","Female","67","1","1","1","2"
"No","1998","Lower Saxony","Male","72","1","1","1","2"
"No","1998","North Rhine-Westphalia","Male","152","1","1","1","2"
"No","1998","Bremen","Male","5","","","","2"
"No","1998","Bremen","Female","2","","","","2"
"No","1998","Hesse","Male","48","1","1","1","2"
"No","1998","North Rhine-Westphalia","Female","99","1","1","1","2"
"No","1998","Berlin","Male","30","1","1","1","2"
"No","1998","Berlin","Female","23","","","","2"
"No","1998","Brandenburg","Male","48","1","1","1","2"
"No","1998","Hesse","Female","47","1","1","1","2"
"No","1998","Rhineland-Palatinate,Saarland","Male","49","1","1","1","2"
"No","1998","Rhineland-Palatinate,Saarland","Female","28","","","","2"
"No","1998","Brandenburg","Female","32","1","1","1","2"
"No","1998","Baden-Württemberg","Male","104","1","1","1","2"
"No","1998","Baden-Württemberg","Female","73","1","1","1","2"
"No","1998","Bavaria","Male","106","1","1","1","2"
"No","1998","Bavaria","Female","80","1","1","1","2"
"No","1998","Mecklenburg-Western Pomerania","Male","26","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Female","29","","","","2"
"No","1998","Saxony","Male","86","1","1","1","2"
"No","1998","Saxony","Female","67","1","1","1","2"
"No","1998","Thuringia","Male","60","1","1","1","2"
"No","1998","Thuringia","Female","37","1","1","1","2"
"No","1998","Saxony-Anhalt","Male","53","1","1","1","2"
"No","1998","Saxony-Anhalt","Female","31","1","1","1","2"
"Yes","1998","Schleswig-Holstein","Male","","","","","1"
"Yes","1998","Schleswig-Holstein","Female","","","","","1"
"Yes","1998","Hamburg","Male","","","","","1"
"Yes","1998","Hamburg","Female","","","","","1"
"Yes","1998","Hesse","Male","","","","","1"
"Yes","1998","Hesse","Female","","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1998","Baden-Württemberg","Male","","","","","1"
"Yes","1998","Baden-Württemberg","Female","","","","","1"
"Yes","1998","Bavaria","Male","","","","","1"
"Yes","1998","Bavaria","Female","","","","","1"
"Yes","1998","Berlin","Male","","","","","1"
"Yes","1998","Berlin","Female","","","","","1"
"Yes","1998","Brandenburg","Male","","","","","1"
"Yes","1998","Brandenburg","Female","","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1998","Saxony","Male","","","","","1"
"Yes","1998","Lower Saxony","Male","","","","","1"
"Yes","1998","Lower Saxony","Female","","","","","1"
"Yes","1998","Bremen","Male","","","","","1"
"Yes","1998","Saxony","Female","","","","","1"
"Yes","1998","Saxony-Anhalt","Male","","","","","1"
"Yes","1998","Saxony-Anhalt","Female","","","","","1"
"Yes","1998","Bremen","Female","","","","","1"
"Yes","1998","North Rhine-Westphalia","Male","","","","","1"
"Yes","1998","Thuringia","Male","","","","","1"
"Yes","1998","Thuringia","Female","","","","","1"
"Yes","1998","North Rhine-Westphalia","Female","","","","","1"
"No","1999","Schleswig-Holstein","Male","24","","","","2"
"No","1999","Schleswig-Holstein","Female","15","","","","2"
"No","1999","Hamburg","Female","4","","","","2"
"No","1999","Lower Saxony","Male","73","1","1","1","2"
"No","1999","Hamburg","Male","6","","","","2"
"No","1999","Bremen","Male","3","","","","2"
"No","1999","Lower Saxony","Female","68","1","1","1","2"
"No","1999","North Rhine-Westphalia","Female","103","1","1","1","2"
"No","1999","North Rhine-Westphalia","Male","118","1","1","1","2"
"No","1999","Bremen","Female","4","","","","2"
"No","1999","Hesse","Male","51","1","1","1","2"
"No","1999","Hesse","Female","33","1","1","1","2"
"No","1999","Rhineland-Palatinate,Saarland","Male","51","1","1","1","2"
"No","1999","Berlin","Male","27","","","","2"
"No","1999","Baden-Württemberg","Male","81","1","1","1","2"
"No","1999","Berlin","Female","22","","","","2"
"No","1999","Brandenburg","Male","45","1","1","1","2"
"No","1999","Brandenburg","Female","28","","","","2"
"No","1999","Rhineland-Palatinate,Saarland","Female","32","1","1","1","2"
"No","1999","Baden-Württemberg","Female","62","1","1","1","2"
"No","1999","Bavaria","Male","125","1","1","1","2"
"No","1999","Bavaria","Female","74","1","1","1","2"
"No","1999","Mecklenburg-Western Pomerania","Male","32","1","1","1","2"
"No","1999","Mecklenburg-Western Pomerania","Female","26","","","","2"
"No","1999","Saxony","Male","76","1","1","1","2"
"No","1999","Saxony","Female","56","1","1","1","2"
"No","1999","Thuringia","Male","51","1","1","1","2"
"No","1999","Thuringia","Female","40","1","1","1","2"
"No","1999","Saxony-Anhalt","Male","48","1","1","1","2"
"No","1999","Saxony-Anhalt","Female","35","1","1","1","2"
"Yes","1999","Schleswig-Holstein","Male","","","","","1"
"Yes","1999","Schleswig-Holstein","Female","","","","","1"
"Yes","1999","Hamburg","Male","","","","","1"
"Yes","1999","Hamburg","Female","","","","","1"
"Yes","1999","Lower Saxony","Male","","","","","1"
"Yes","1999","Lower Saxony","Female","","","","","1"
"Yes","1999","Bremen","Male","","","","","1"
"Yes","1999","Bremen","Female","","","","","1"
"Yes","1999","Hesse","Male","","","","","1"
"Yes","1999","Hesse","Female","","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","1999","Baden-Württemberg","Male","","","","","1"
"Yes","1999","Baden-Württemberg","Female","","","","","1"
"Yes","1999","Bavaria","Male","","","","","1"
"Yes","1999","Bavaria","Female","","","","","1"
"Yes","1999","Berlin","Male","","","","","1"
"Yes","1999","Berlin","Female","","","","","1"
"Yes","1999","Brandenburg","Male","","","","","1"
"Yes","1999","Brandenburg","Female","","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1999","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1999","Saxony","Male","","","","","1"
"Yes","1999","Saxony","Female","","","","","1"
"Yes","1999","Saxony-Anhalt","Male","","","","","1"
"Yes","1999","Saxony-Anhalt","Female","","","","","1"
"Yes","1999","Thuringia","Male","","","","","1"
"Yes","1999","North Rhine-Westphalia","Female","","","","","1"
"Yes","1999","North Rhine-Westphalia","Male","","","","","1"
"Yes","1999","Thuringia","Female","","","","","1"
"No","2000","Schleswig-Holstein","Female","24","","","","2"
"No","2000","Schleswig-Holstein","Male","35","1","1","1","2"
"No","2000","Hamburg","Male","25","","","","2"
"No","2000","Lower Saxony","Male","144","1","1","1","2"
"No","2000","Lower Saxony","Female","105","1","1","1","2"
"No","2000","Hamburg","Female","23","","","","2"
"No","2000","North Rhine-Westphalia","Male","290","1","1","1","2"
"No","2000","Bremen","Female","6","","","","2"
"No","2000","Bremen","Male","16","","","","2"
"No","2000","North Rhine-Westphalia","Female","216","1","1","1","2"
"No","2000","Hesse","Male","96","1","1","1","2"
"No","2000","Hesse","Female","63","1","1","1","2"
"No","2000","Rhineland-Palatinate,Saarland","Male","95","1","1","1","2"
"No","2000","Rhineland-Palatinate,Saarland","Female","50","1","1","1","2"
"No","2000","Berlin","Male","47","1","1","1","2"
"No","2000","Berlin","Female","48","1","1","1","2"
"No","2000","Brandenburg","Male","58","1","1","1","2"
"No","2000","Baden-Württemberg","Male","158","1","1","1","2"
"No","2000","Baden-Württemberg","Female","97","1","1","1","2"
"No","2000","Bavaria","Male","178","1","1","1","2"
"No","2000","Brandenburg","Female","56","1","1","1","2"
"No","2000","Bavaria","Female","172","1","1","1","2"
"No","2000","Mecklenburg-Western Pomerania","Male","31","1","1","1","2"
"No","2000","Mecklenburg-Western Pomerania","Female","42","1","1","1","2"
"No","2000","Saxony","Male","112","1","1","1","2"
"No","2000","Saxony","Female","75","1","1","1","2"
"No","2000","Saxony-Anhalt","Male","69","1","1","1","2"
"No","2000","Saxony-Anhalt","Female","51","1","1","1","2"
"No","2000","Thuringia","Male","80","1","1","1","2"
"No","2000","Thuringia","Female","60","1","1","1","2"
"Yes","2000","Schleswig-Holstein","Male","","","","","1"
"Yes","2000","Schleswig-Holstein","Female","","","","","1"
"Yes","2000","Hamburg","Male","","","","","1"
"Yes","2000","Hamburg","Female","","","","","1"
"Yes","2000","Lower Saxony","Male","","","","","1"
"Yes","2000","Lower Saxony","Female","","","","","1"
"Yes","2000","Bremen","Male","","","","","1"
"Yes","2000","Bremen","Female","","","","","1"
"Yes","2000","Hesse","Male","","","","","1"
"Yes","2000","Hesse","Female","","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2000","Baden-Württemberg","Male","","","","","1"
"Yes","2000","Baden-Württemberg","Female","","","","","1"
"Yes","2000","Bavaria","Male","","","","","1"
"Yes","2000","Bavaria","Female","","","","","1"
"Yes","2000","Berlin","Male","","","","","1"
"Yes","2000","Berlin","Female","","","","","1"
"Yes","2000","Brandenburg","Male","","","","","1"
"Yes","2000","Brandenburg","Female","","","","","1"
"Yes","2000","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2000","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2000","Saxony","Male","","","","","1"
"Yes","2000","Saxony","Female","","","","","1"
"Yes","2000","Saxony-Anhalt","Male","","","","","1"
"Yes","2000","Saxony-Anhalt","Female","","","","","1"
"Yes","2000","North Rhine-Westphalia","Male","","","","","1"
"Yes","2000","Thuringia","Male","","","","","1"
"Yes","2000","Thuringia","Female","","","","","1"
"Yes","2000","North Rhine-Westphalia","Female","","","","","1"
"No","2001","Brandenburg","Male","","","","","2"
"No","2001","Schleswig-Holstein","Male","","","","","2"
"No","2001","Schleswig-Holstein","Female","","","","","2"
"No","2001","Brandenburg","Female","","","","","2"
"No","2001","Hamburg","Male","","","","","2"
"No","2001","Hamburg","Female","","","","","2"
"No","2001","Lower Saxony","Male","","","","","2"
"No","2001","Lower Saxony","Female","","","","","2"
"No","2001","Bremen","Male","","","","","2"
"No","2001","North Rhine-Westphalia","Male","","","","","2"
"No","2001","North Rhine-Westphalia","Female","","","","","2"
"No","2001","Bremen","Female","","","","","2"
"No","2001","Hesse","Male","","","","","2"
"No","2001","Hesse","Female","","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","Male","","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","Female","","","","","2"
"No","2001","Baden-Württemberg","Male","","","","","2"
"No","2001","Baden-Württemberg","Female","","","","","2"
"No","2001","Bavaria","Male","","","","","2"
"No","2001","Bavaria","Female","","","","","2"
"No","2001","Berlin","Male","","","","","2"
"No","2001","Berlin","Female","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","2001","Saxony","Male","","","","","2"
"No","2001","Saxony","Female","","","","","2"
"No","2001","Saxony-Anhalt","Male","","","","","2"
"No","2001","Saxony-Anhalt","Female","","","","","2"
"No","2001","Thuringia","Male","","","","","2"
"No","2001","Thuringia","Female","","","","","2"
"Yes","2001","Schleswig-Holstein","Male","","","","","1"
"Yes","2001","Schleswig-Holstein","Female","","","","","1"
"Yes","2001","Hamburg","Male","","","","","1"
"Yes","2001","Hamburg","Female","","","","","1"
"Yes","2001","Lower Saxony","Male","","","","","1"
"Yes","2001","Lower Saxony","Female","","","","","1"
"Yes","2001","Bremen","Male","","","","","1"
"Yes","2001","Bremen","Female","","","","","1"
"Yes","2001","Hesse","Male","","","","","1"
"Yes","2001","Hesse","Female","","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Yes","2001","Baden-Württemberg","Male","","","","","1"
"Yes","2001","Baden-Württemberg","Female","","","","","1"
"Yes","2001","Bavaria","Male","","","","","1"
"Yes","2001","Bavaria","Female","","","","","1"
"Yes","2001","Berlin","Male","","","","","1"
"Yes","2001","Berlin","Female","","","","","1"
"Yes","2001","Brandenburg","Male","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","2001","Brandenburg","Female","","","","","1"
"Yes","2001","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","2001","Saxony","Male","","","","","1"
"Yes","2001","Saxony","Female","","","","","1"
"Yes","2001","Saxony-Anhalt","Male","","","","","1"
"Yes","2001","Saxony-Anhalt","Female","","","","","1"
"Yes","2001","Thuringia","Male","","","","","1"
"Yes","2001","North Rhine-Westphalia","Male","","","","","1"
"Yes","2001","North Rhine-Westphalia","Female","","","","","1"
"Yes","2001","Thuringia","Female","","","","","1"
"No","2002","Schleswig-Holstein","Male","33","0.281123383121487","0.203846058376266","0.358400707866707","2"
"No","2002","Brandenburg","Female","53","0.352296680575388","0.277095513796459","0.427497847354318","2"
"No","2002","Brandenburg","Male","61","0.318285616733033","0.249073329390727","0.38749790407534","2"
"No","2002","Hamburg","Male","14","","","","2"
"No","2002","Schleswig-Holstein","Female","26","","","","2"
"No","2002","Hamburg","Female","14","","","","2"
"No","2002","Lower Saxony","Male","118","0.291761337250771","0.247920710805814","0.335601963695729","2"
"No","2002","Lower Saxony","Female","89","0.342022434557455","0.286752657431938","0.397292211682972","2"
"No","2002","Bremen","Male","11","","","","2"
"No","2002","Bremen","Female","10","","","","2"
"No","2002","North Rhine-Westphalia","Male","254","0.276641662408931","0.24784489340914","0.305438431408722","2"
"No","2002","North Rhine-Westphalia","Female","174","0.291304664630335","0.255711678034934","0.326897651225735","2"
"No","2002","Hesse","Male","89","0.27235082405086","0.224821842501372","0.319879805600348","2"
"No","2002","Hesse","Female","87","0.329617697047694","0.272369114274572","0.386866279820816","2"
"No","2002","Rhineland-Palatinate,Saarland","Male","77","0.353505143693048","0.295618569125668","0.411391718260429","2"
"No","2002","Rhineland-Palatinate,Saarland","Female","42","0.245236081259826","0.179590746387152","0.310881416132499","2"
"No","2002","Baden-Württemberg","Male","156","0.255691232256653","0.221706745025033","0.289675719488273","2"
"No","2002","Baden-Württemberg","Female","114","0.306666751730637","0.259555077124544","0.353778426336731","2"
"No","2002","Bavaria","Male","195","0.319541469617415","0.284338233521689","0.354744705713141","2"
"No","2002","Bavaria","Female","159","0.338042842236356","0.295899766972145","0.380185917500568","2"
"No","2002","Berlin","Male","47","0.344003125950447","0.268975740913811","0.419030510987083","2"
"No","2002","Mecklenburg-Western Pomerania","Male","45","0.451968799310352","0.35631806877918","0.547619529841524","2"
"No","2002","Berlin","Female","37","0.348510753209071","0.264978383538911","0.432043122879232","2"
"No","2002","Mecklenburg-Western Pomerania","Female","41","0.435081037718664","0.333775699334793","0.536386376102535","2"
"No","2002","Saxony","Male","86","0.286638022512189","0.237997198070292","0.335278846954085","2"
"No","2002","Saxony","Female","73","0.268596560060496","0.217138384601207","0.320054735519786","2"
"No","2002","Saxony-Anhalt","Male","71","0.437196908361935","0.365131114457134","0.509262702266736","2"
"No","2002","Saxony-Anhalt","Female","56","0.395052552407031","0.320685544668919","0.469419560145144","2"
"No","2002","Thuringia","Male","65","0.332131738953467","0.266196034951806","0.398067442955127","2"
"No","2002","Thuringia","Female","44","0.310627609198652","0.236074767251237","0.385180451146066","2"
"Yes","2002","Schleswig-Holstein","Male","97","0.718876616878513","0.641599292133293","0.796153941623734","1"
"Yes","2002","Schleswig-Holstein","Female","74","0.686113068301719","0.595156816755483","0.777069319847954","1"
"Yes","2002","Hamburg","Male","51","0.782282975667902","0.681955578067448","0.882610373268356","1"
"Yes","2002","Hamburg","Female","40","0.679938071578823","0.555514432418443","0.804361710739203","1"
"Yes","2002","Lower Saxony","Male","295","0.708238662749228","0.664398036304271","0.752079289194186","1"
"Yes","2002","Lower Saxony","Female","194","0.657977565442545","0.602707788317028","0.713247342568062","1"
"Yes","2002","Bremen","Male","19","","","","1"
"Yes","2002","Bremen","Female","20","","","","1"
"Yes","2002","Hesse","Male","248","0.72764917594914","0.680120194399652","0.775178157498628","1"
"Yes","2002","Hesse","Female","172","0.670382302952306","0.613133720179184","0.727630885725428","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Male","185","0.646494856306952","0.588608281739571","0.704381430874333","1"
"Yes","2002","Rhineland-Palatinate,Saarland","Female","123","0.754763918740174","0.689118583867501","0.820409253612848","1"
"Yes","2002","Baden-Württemberg","Male","477","0.744308767743347","0.710324280511727","0.778293254974967","1"
