"plb0196_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2018","Saxony","Male","113","0.305209283625254","0.256687594074033","0.353730973176475","2"
"No","2018","Saxony","Female","120","0.306410708527475","0.257480838660456","0.355340578394494","2"
"No","2018","Saxony-Anhalt","Male","40","0.212295460407407","0.149128906987654","0.27546201382716","2"
"No","2018","Saxony-Anhalt","Female","51","0.317039685383637","0.246884579065164","0.387194791702111","2"
"No","2018","Thuringia","Male","53","0.276403375355809","0.212304970032434","0.340501780679183","2"
"No","2018","Thuringia","Female","61","0.315452367374919","0.24830825894293","0.382596475806909","2"
"No","2018","Hesse","Female","84","0.261553724871689","0.215246372765621","0.307861076977758","2"
"No","2018","Rhineland-Palatinate,Saarland","Male","100","0.311388130162272","0.260332595473511","0.362443664851033","2"
"No","2018","Rhineland-Palatinate,Saarland","Female","80","0.279889180402319","0.227304190041482","0.332474170763155","2"
"No","2018","Baden-Württemberg","Male","128","0.140538996677635","0.114884408652512","0.166193584702758","2"
"No","2018","Baden-Württemberg","Female","147","0.219125618161398","0.186459697746272","0.251791538576524","2"
"No","2018","Bavaria","Male","218","0.237739474215707","0.209613399964747","0.265865548466667","2"
"No","2018","Bavaria","Female","246","0.24906120610211","0.220324050566094","0.277798361638126","2"
"No","2018","Berlin","Male","54","0.307232900499681","0.240022529737562","0.3744432712618","2"
"No","2018","Berlin","Female","42","0.183866070531023","0.128045568144311","0.239686572917734","2"
"Yes","2018","Schleswig-Holstein","Male","142","0.753527330404814","0.69192416119012","0.815130499619507","1"
"Yes","2018","Schleswig-Holstein","Female","139","0.715247912549091","0.652067593733975","0.778428231364207","1"
"Yes","2018","Hamburg","Male","58","0.78287352266311","0.69018125849606","0.875565786830161","1"
"Yes","2018","Hamburg","Female","54","0.662960804513573","0.555260641085312","0.770660967941833","1"
"Yes","2018","Bremen","Male","32","0.955930587703893","0.890671935305507","1.02118924010228","1"
"Yes","2018","Bremen","Female","26","","","","1"
"Yes","2018","Lower Saxony","Male","386","0.760321555610199","0.723559790873266","0.797083320347132","1"
"Yes","2018","Lower Saxony","Female","374","0.695434151364775","0.655570073771737","0.735298228957814","1"
"Yes","2018","North Rhine-Westphalia","Male","757","0.763723529238638","0.737615990110194","0.789831068367082","1"
"Yes","2018","North Rhine-Westphalia","Female","663","0.744134545139943","0.715815263523624","0.772453826756263","1"
"Yes","2018","Hesse","Male","277","0.726671046187889","0.681683825464841","0.771658266910938","1"
"Yes","2018","Hesse","Female","262","0.738446275128311","0.692138923022242","0.784753627234379","1"
"Yes","2018","Berlin","Male","127","0.692767099500319","0.6255567287382","0.759977470262438","1"
"Yes","2018","Bavaria","Male","662","0.762260525784293","0.734134451533333","0.790386600035253","1"
"Yes","2018","Bavaria","Female","624","0.75093879389789","0.722201638361874","0.779675949433906","1"
"Yes","2018","Berlin","Female","143","0.816133929468977","0.760313427082266","0.871954431855689","1"
"Yes","2018","Baden-Württemberg","Male","577","0.859461003322365","0.833806415297242","0.885115591347488","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Female","200","0.720110819597681","0.667525829236845","0.772695809958518","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Male","216","0.688611869837728","0.637556335148967","0.739667404526489","1"
"Yes","2018","Baden-Württemberg","Female","469","0.780874381838602","0.748208461423476","0.813540302253728","1"
"Yes","2018","Brandenburg","Female","118","0.667950394354252","0.596523224065198","0.739377564643307","1"
"Yes","2018","Brandenburg","Male","125","0.699705692773906","0.631791534887562","0.767619850660251","1"
"Yes","2018","Mecklenburg-Western Pomerania","Male","65","0.799646804127874","0.71553911422712","0.883754494028628","1"
"Yes","2018","Mecklenburg-Western Pomerania","Female","71","0.736537233176716","0.650198620049734","0.822875846303698","1"
"Yes","2018","Saxony","Male","233","0.694790716374746","0.646269026823525","0.743312405925967","1"
"Yes","2018","Saxony","Female","221","0.693589291472525","0.644659421605506","0.742519161339545","1"
"Yes","2018","Saxony-Anhalt","Male","121","0.787704539592593","0.72453798617284","0.850871093012346","1"
"Yes","2018","Thuringia","Male","134","0.723596624644192","0.659498219320818","0.787695029967566","1"
"Yes","2018","Thuringia","Female","123","0.68454763262508","0.617403524193091","0.75169174105707","1"
"Yes","2018","Saxony-Anhalt","Female","118","0.682960314616363","0.61280520829789","0.753115420934836","1"
"No","2019","Schleswig-Holstein","Male","42","0.203981373898736","0.14668486489433","0.261277882903143","2"
"No","2019","Schleswig-Holstein","Female","41","0.254736580108574","0.188051799522546","0.321421360694603","2"
"No","2019","Hamburg","Male","20","","","","2"
"No","2019","Hamburg","Female","11","","","","2"
"No","2019","Lower Saxony","Male","113","0.213936506120064","0.176502277233361","0.251370735006768","2"
"No","2019","Lower Saxony","Female","100","0.206720608054862","0.169222094118893","0.24421912199083","2"
"No","2019","Bremen","Male","7","","","","2"
"No","2019","Bremen","Female","6","","","","2"
"No","2019","North Rhine-Westphalia","Male","216","0.199410264832226","0.173478657558633","0.225341872105819","2"
"No","2019","North Rhine-Westphalia","Female","199","0.213660711213848","0.185792127287748","0.241529295139949","2"
"No","2019","Hesse","Male","71","0.233726910463545","0.189199288712871","0.278254532214219","2"
"No","2019","Hesse","Female","80","0.201940393412762","0.158160359491164","0.24572042733436","2"
"No","2019","Rhineland-Palatinate,Saarland","Male","64","0.298664593778292","0.243870285780826","0.353458901775757","2"
"No","2019","Rhineland-Palatinate,Saarland","Female","64","0.233848388138143","0.181794187355707","0.285902588920578","2"
"No","2019","Baden-Württemberg","Male","137","0.212486121723816","0.180390175096235","0.244582068351398","2"
"No","2019","Baden-Württemberg","Female","148","0.259436551854794","0.22313285971247","0.295740243997119","2"
"No","2019","Bavaria","Male","187","0.227880569543458","0.198795467602801","0.256965671484114","2"
"No","2019","Bavaria","Female","198","0.243153221685368","0.212892210349353","0.273414233021382","2"
"No","2019","Berlin","Male","34","0.222854965402274","0.158967378519851","0.286742552284696","2"
"No","2019","Berlin","Female","54","0.28760226732636","0.222376432873741","0.352828101778979","2"
"No","2019","Brandenburg","Male","47","0.258437181568525","0.193390531047994","0.323483832089055","2"
"No","2019","Brandenburg","Female","49","0.347017852670573","0.277087671599406","0.416948033741739","2"
"No","2019","Mecklenburg-Western Pomerania","Male","16","","","","2"
"No","2019","Mecklenburg-Western Pomerania","Female","26","","","","2"
"No","2019","Saxony","Male","83","0.29279335518344","0.242138506940483","0.343448203426396","2"
"No","2019","Saxony","Female","86","0.274063189731212","0.225344576394098","0.322781803068327","2"
"No","2019","Saxony-Anhalt","Male","31","0.232954612014274","0.161114258867919","0.30479496516063","2"
"No","2019","Saxony-Anhalt","Female","31","0.155331566476199","0.100229607367185","0.210433525585212","2"
"No","2019","Thuringia","Male","34","0.278690828765222","0.209434858409656","0.347946799120789","2"
"No","2019","Thuringia","Female","45","0.212211178520718","0.150566758012592","0.273855599028844","2"
"Yes","2019","Schleswig-Holstein","Male","148","0.796018626101264","0.738722117096858","0.85331513510567","1"
"Yes","2019","Schleswig-Holstein","Female","123","0.745263419891426","0.678578639305397","0.811948200477454","1"
"Yes","2019","Hamburg","Male","52","0.658789584744959","0.549276416172414","0.768302753317505","1"
"Yes","2019","Hamburg","Female","53","0.878131463664462","0.79798512803169","0.958277799297234","1"
"Yes","2019","Bremen","Male","27","","","","1"
"Yes","2019","Bremen","Female","33","0.915328135241879","0.827955837777627","1.00270043270613","1"
"Yes","2019","Lower Saxony","Male","348","0.786063493879936","0.748629264993232","0.823497722766639","1"
"Yes","2019","Lower Saxony","Female","348","0.793279391945138","0.75578087800917","0.830777905881107","1"
"Yes","2019","North Rhine-Westphalia","Male","696","0.800589735167774","0.774658127894181","0.826521342441367","1"
"Yes","2019","North Rhine-Westphalia","Female","632","0.786339288786151","0.758470704860051","0.814207872712251","1"
"Yes","2019","Hesse","Male","276","0.766273089536455","0.721745467785781","0.810800711287129","1"
"Yes","2019","Hesse","Female","243","0.798059606587238","0.75427957266564","0.841839640508836","1"
"Yes","2019","Bavaria","Male","612","0.772119430456543","0.743034328515886","0.801204532397199","1"
"Yes","2019","Berlin","Female","131","0.71239773267364","0.647171898221021","0.777623567126259","1"
"Yes","2019","Bavaria","Female","574","0.756846778314632","0.726585766978618","0.787107789650647","1"
"Yes","2019","Berlin","Male","129","0.777145034597726","0.713257447715304","0.841032621480149","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Male","204","0.701335406221708","0.646541098224243","0.756129714219174","1"
"Yes","2019","Baden-Württemberg","Male","487","0.787513878276183","0.755417931648602","0.819609824903765","1"
"Yes","2019","Baden-Württemberg","Female","412","0.740563448145206","0.704259756002881","0.77686714028753","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Female","190","0.766151611861857","0.714097411079422","0.818205812644293","1"
"Yes","2019","Brandenburg","Male","127","0.741562818431475","0.676516167910945","0.806609468952006","1"
"Yes","2019","Brandenburg","Female","129","0.652982147329427","0.583051966258261","0.722912328400594","1"
"Yes","2019","Mecklenburg-Western Pomerania","Male","60","0.68949313872734","0.585467145784269","0.793519131670411","1"
"Yes","2019","Mecklenburg-Western Pomerania","Female","60","0.697896511474701","0.600851715956223","0.794941306993179","1"
"Yes","2019","Saxony","Male","227","0.70720664481656","0.656551796573604","0.757861493059517","1"
"Yes","2019","Saxony","Female","236","0.725936810268788","0.677218196931673","0.774655423605902","1"
"Yes","2019","Saxony-Anhalt","Male","102","0.767045387985726","0.69520503483937","0.838885741132081","1"
"Yes","2019","Thuringia","Male","127","0.721309171234778","0.652053200879211","0.790565141590344","1"
"Yes","2019","Thuringia","Female","124","0.787788821479282","0.726144400971156","0.849433241987408","1"
"Yes","2019","Saxony-Anhalt","Female","135","0.844668433523801","0.789566474414788","0.899770392632815","1"
