"plb0196_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","Not Working","Urban Area","","","","","1"
"Yes","1993","Not Working","Rural Area","","","","","1"
"No","1994","Full Time","Urban Area","2161","1","1","1","2"
"No","1994","Full Time","Rural Area","1058","1","1","1","2"
"No","1994","Part Time","Urban Area","850","1","1","1","2"
"No","1994","Part Time","Rural Area","404","1","1","1","2"
"No","1994","Not Working","Urban Area","87","1","1","1","2"
"No","1994","Not Working","Rural Area","44","1","1","1","2"
"Yes","1994","Full Time","Urban Area","","","","","1"
"Yes","1994","Full Time","Rural Area","","","","","1"
"Yes","1994","Part Time","Urban Area","","","","","1"
"Yes","1994","Part Time","Rural Area","","","","","1"
"Yes","1994","Not Working","Urban Area","","","","","1"
"Yes","1994","Not Working","Rural Area","","","","","1"
"No","1995","Full Time","Urban Area","1924","1","1","1","2"
"No","1995","Full Time","Rural Area","1094","1","1","1","2"
"No","1995","Part Time","Urban Area","992","1","1","1","2"
"No","1995","Part Time","Rural Area","438","1","1","1","2"
"No","1995","Not Working","Urban Area","90","1","1","1","2"
"No","1995","Not Working","Rural Area","62","1","1","1","2"
"Yes","1995","Full Time","Urban Area","","","","","1"
"Yes","1995","Full Time","Rural Area","","","","","1"
"Yes","1995","Part Time","Urban Area","","","","","1"
"Yes","1995","Part Time","Rural Area","","","","","1"
"Yes","1995","Not Working","Urban Area","","","","","1"
"Yes","1995","Not Working","Rural Area","","","","","1"
"No","1996","Full Time","Urban Area","1796","1","1","1","2"
"No","1996","Full Time","Rural Area","1042","1","1","1","2"
"No","1996","Part Time","Urban Area","1065","1","1","1","2"
"No","1996","Part Time","Rural Area","441","1","1","1","2"
"No","1996","Not Working","Urban Area","69","1","1","1","2"
"No","1996","Not Working","Rural Area","52","1","1","1","2"
"Yes","1996","Full Time","Urban Area","","","","","1"
"Yes","1996","Full Time","Rural Area","","","","","1"
"Yes","1996","Part Time","Urban Area","","","","","1"
"Yes","1996","Part Time","Rural Area","","","","","1"
"Yes","1996","Not Working","Urban Area","","","","","1"
"Yes","1996","Not Working","Rural Area","","","","","1"
"No","1997","Full Time","Urban Area","637","1","1","1","2"
"No","1997","Full Time","Rural Area","414","1","1","1","2"
"No","1997","Part Time","Urban Area","225","1","1","1","2"
"No","1997","Part Time","Rural Area","130","1","1","1","2"
"No","1997","Not Working","Urban Area","12","","","","2"
"No","1997","Not Working","Rural Area","8","","","","2"
"Yes","1997","Full Time","Urban Area","","","","","1"
"Yes","1997","Full Time","Rural Area","","","","","1"
"Yes","1997","Part Time","Urban Area","","","","","1"
"Yes","1997","Part Time","Rural Area","","","","","1"
"Yes","1997","Not Working","Urban Area","","","","","1"
"Yes","1997","Not Working","Rural Area","","","","","1"
"No","1998","Full Time","Urban Area","614","1","1","1","2"
"No","1998","Full Time","Rural Area","436","1","1","1","2"
"No","1998","Part Time","Urban Area","263","1","1","1","2"
"No","1998","Part Time","Rural Area","169","1","1","1","2"
"No","1998","Not Working","Urban Area","13","","","","2"
"No","1998","Not Working","Rural Area","10","","","","2"
"Yes","1998","Full Time","Urban Area","","","","","1"
"Yes","1998","Full Time","Rural Area","","","","","1"
"Yes","1998","Part Time","Urban Area","","","","","1"
"Yes","1998","Part Time","Rural Area","","","","","1"
"Yes","1998","Not Working","Urban Area","","","","","1"
"Yes","1998","Not Working","Rural Area","","","","","1"
"No","1999","Full Time","Urban Area","600","1","1","1","2"
"No","1999","Full Time","Rural Area","403","1","1","1","2"
"No","1999","Not Working","Urban Area","8","","","","2"
"No","1999","Part Time","Urban Area","238","1","1","1","2"
"No","1999","Part Time","Rural Area","155","1","1","1","2"
"No","1999","Not Working","Rural Area","9","","","","2"
"Yes","1999","Full Time","Urban Area","","","","","1"
"Yes","1999","Full Time","Rural Area","","","","","1"
"Yes","1999","Part Time","Urban Area","","","","","1"
"Yes","1999","Part Time","Rural Area","","","","","1"
"Yes","1999","Not Working","Urban Area","","","","","1"
"Yes","1999","Not Working","Rural Area","","","","","1"
"No","2000","Full Time","Urban Area","1135","1","1","1","2"
"No","2000","Full Time","Rural Area","707","1","1","1","2"
"No","2000","Not Working","Urban Area","22","","","","2"
"No","2000","Part Time","Urban Area","441","1","1","1","2"
"No","2000","Part Time","Rural Area","201","1","1","1","2"
"No","2000","Not Working","Rural Area","16","","","","2"
"Yes","2000","Full Time","Urban Area","","","","","1"
"Yes","2000","Part Time","Urban Area","","","","","1"
"Yes","2000","Full Time","Rural Area","","","","","1"
"Yes","2000","Part Time","Rural Area","","","","","1"
"Yes","2000","Not Working","Urban Area","","","","","1"
"Yes","2000","Not Working","Rural Area","","","","","1"
"No","2001","Full Time","Urban Area","","","","","2"
"No","2001","Full Time","Rural Area","","","","","2"
"No","2001","Not Working","Urban Area","","","","","2"
"No","2001","Part Time","Urban Area","","","","","2"
"No","2001","Part Time","Rural Area","","","","","2"
"No","2001","Not Working","Rural Area","","","","","2"
"Yes","2001","Full Time","Urban Area","","","","","1"
"Yes","2001","Part Time","Urban Area","","","","","1"
"Yes","2001","Full Time","Rural Area","","","","","1"
"Yes","2001","Part Time","Rural Area","","","","","1"
"Yes","2001","Not Working","Urban Area","","","","","1"
"Yes","2001","Not Working","Rural Area","","","","","1"
"No","2002","Full Time","Urban Area","1022","0.265247275918626","0.251726014588964","0.278768537248288","2"
"No","2002","Full Time","Rural Area","632","0.313321164939137","0.293363453564148","0.333278876314126","2"
"No","2002","Not Working","Urban Area","19","","","","2"
"No","2002","Part Time","Urban Area","435","0.393375779211007","0.365408645002493","0.421342913419521","2"
"No","2002","Part Time","Rural Area","219","0.417934427749546","0.376863620504968","0.459005234994124","2"
"No","2002","Not Working","Rural Area","14","","","","2"
"Yes","2002","Full Time","Urban Area","3073","0.734752724081374","0.721231462751712","0.748273985411037","1"
"Yes","2002","Part Time","Urban Area","737","0.606624220788993","0.578657086580479","0.634591354997507","1"
"Yes","2002","Full Time","Rural Area","1443","0.686678835060863","0.666721123685874","0.706636546435852","1"
"Yes","2002","Part Time","Rural Area","335","0.582065572250454","0.540994765005876","0.623136379495032","1"
"Yes","2002","Not Working","Urban Area","15","","","","1"
"Yes","2002","Not Working","Rural Area","9","","","","1"
"No","2003","Full Time","Urban Area","978","0.26197611430419","0.248068631365157","0.275883597243223","2"
"No","2003","Full Time","Rural Area","607","0.307724435465913","0.287384225091214","0.328064645840611","2"
"No","2003","Part Time","Urban Area","435","0.375560616678293","0.347716708569142","0.403404524787444","2"
"No","2003","Not Working","Urban Area","22","","","","2"
"No","2003","Part Time","Rural Area","209","0.409230105143497","0.36756579785998","0.450894412427013","2"
"No","2003","Not Working","Rural Area","12","","","","2"
"Yes","2003","Full Time","Urban Area","2862","0.73802388569581","0.724116402756777","0.751931368634843","1"
"Yes","2003","Part Time","Urban Area","727","0.624439383321707","0.596595475212556","0.652283291430858","1"
"Yes","2003","Part Time","Rural Area","326","0.590769894856503","0.549105587572987","0.63243420214002","1"
"Yes","2003","Full Time","Rural Area","1371","0.692275564534087","0.671935354159389","0.712615774908786","1"
"Yes","2003","Not Working","Urban Area","19","","","","1"
"Yes","2003","Not Working","Rural Area","12","","","","1"
"No","2004","Full Time","Urban Area","913","0.259765691129839","0.245689484299926","0.273841897959751","2"
"No","2004","Full Time","Rural Area","534","0.294540434432625","0.273863580638745","0.315217288226505","2"
"No","2004","Part Time","Urban Area","444","0.415250237240439","0.386274730939166","0.444225743541713","2"
"No","2004","Not Working","Urban Area","12","","","","2"
"No","2004","Part Time","Rural Area","203","0.369378670344122","0.328969675606828","0.409787665081415","2"
"No","2004","Not Working","Rural Area","10","","","","2"
"Yes","2004","Full Time","Urban Area","2815","0.740234308870161","0.726158102040249","0.754310515700074","1"
"Yes","2004","Part Time","Urban Area","667","0.584749762759561","0.555774256458287","0.613725269060834","1"
"Yes","2004","Part Time","Rural Area","345","0.630621329655878","0.590212334918585","0.671030324393172","1"
"Yes","2004","Full Time","Rural Area","1333","0.705459565567375","0.684782711773495","0.726136419361255","1"
"Yes","2004","Not Working","Urban Area","11","","","","1"
"Yes","2004","Not Working","Rural Area","11","","","","1"
"No","2005","Full Time","Urban Area","802","0.255317625083934","0.240767575307472","0.269867674860397","2"
"No","2005","Full Time","Rural Area","539","0.320517931947342","0.298392476180797","0.342643387713888","2"
"No","2005","Part Time","Urban Area","390","0.37969111172273","0.350038727350127","0.409343496095333","2"
"No","2005","Not Working","Urban Area","8","","","","2"
"No","2005","Part Time","Rural Area","207","0.39627231458413","0.354941461921055","0.437603167247204","2"
"No","2005","Not Working","Rural Area","9","","","","2"
"Yes","2005","Full Time","Urban Area","2648","0.744682374916066","0.730132325139603","0.759232424692528","1"
"Yes","2005","Part Time","Urban Area","639","0.62030888827727","0.590656503904667","0.649961272649873","1"
"Yes","2005","Part Time","Rural Area","331","0.603727685415871","0.562396832752796","0.645058538078945","1"
"Yes","2005","Full Time","Rural Area","1170","0.679482068052658","0.657356612286112","0.701607523819203","1"
"Yes","2005","Not Working","Urban Area","13","","","","1"
"Yes","2005","Not Working","Rural Area","11","","","","1"
"No","2006","Full Time","Urban Area","776","0.220252013356198","0.206968668951192","0.233535357761204","2"
"No","2006","Full Time","Rural Area","512","0.272688935780844","0.252509684288606","0.292868187273081","2"
"No","2006","Part Time","Urban Area","448","0.397073349002634","0.369191387144576","0.424955310860692","2"
"No","2006","Part Time","Rural Area","251","0.439732019141536","0.400310678346086","0.479153359936986","2"
"No","2006","Not Working","Urban Area","17","","","","2"
"No","2006","Not Working","Rural Area","7","","","","2"
"Yes","2006","Full Time","Urban Area","2963","0.779747986643802","0.766464642238796","0.793031331048808","1"
"Yes","2006","Part Time","Urban Area","735","0.602926650997366","0.575044689139308","0.630808612855424","1"
"Yes","2006","Part Time","Rural Area","358","0.560267980858464","0.520846640063014","0.599689321653914","1"
"Yes","2006","Full Time","Rural Area","1359","0.727311064219156","0.707131812726919","0.747490315711393","1"
"Yes","2006","Not Working","Urban Area","22","","","","1"
"Yes","2006","Not Working","Rural Area","18","","","","1"
"No","2007","Full Time","Urban Area","716","0.197468522607009","0.18418868776793","0.210748357446087","2"
"No","2007","Full Time","Rural Area","487","0.284915757473094","0.263988001950483","0.305843512995705","2"
"No","2007","Part Time","Urban Area","336","0.331422093697616","0.303030951123315","0.359813236271918","2"
"No","2007","Part Time","Rural Area","233","0.393400090237355","0.353949015224591","0.432851165250118","2"
"No","2007","Not Working","Urban Area","20","","","","2"
"No","2007","Not Working","Rural Area","9","","","","2"
"Yes","2007","Full Time","Urban Area","2736","0.802531477392991","0.789251642553913","0.81581131223207","1"
"Yes","2007","Full Time","Rural Area","1300","0.715084242526906","0.694156487004295","0.736011998049517","1"
"Yes","2007","Part Time","Urban Area","720","0.668577906302384","0.640186763728082","0.696969048876685","1"
"Yes","2007","Part Time","Rural Area","356","0.606599909762645","0.567148834749882","0.646050984775409","1"
"Yes","2007","Not Working","Urban Area","27","","","","1"
"Yes","2007","Not Working","Rural Area","17","","","","1"
"No","2008","Full Time","Urban Area","725","0.214975056585912","0.201036886759135","0.228913226412689","2"
"No","2008","Full Time","Rural Area","511","0.324423581351373","0.302625931082238","0.346221231620509","2"
"No","2008","Part Time","Urban Area","395","0.353803439353206","0.325800576979095","0.381806301727316","2"
"No","2008","Part Time","Rural Area","209","0.383398467485107","0.342652755215083","0.42414417975513","2"
"No","2008","Not Working","Urban Area","15","","","","2"
"No","2008","Not Working","Rural Area","11","","","","2"
"Yes","2008","Full Time","Urban Area","2612","0.785024943414088","0.771086773587311","0.798963113240865","1"
"Yes","2008","Full Time","Rural Area","1261","0.675576418648626","0.653778768379491","0.697374068917762","1"
"Yes","2008","Part Time","Urban Area","725","0.646196560646794","0.618193698272684","0.674199423020905","1"
"Yes","2008","Part Time","Rural Area","338","0.616601532514893","0.57585582024487","0.657347244784917","1"
"Yes","2008","Not Working","Urban Area","23","","","","1"
"Yes","2008","Not Working","Rural Area","16","","","","1"
"No","2009","Full Time","Urban Area","700","0.234949596139261","0.219603479886415","0.250295712392107","2"
"No","2009","Full Time","Rural Area","497","0.342989828397598","0.319894959662708","0.366084697132489","2"
"No","2009","Part Time","Urban Area","339","0.354429456132991","0.324091720503709","0.384767191762273","2"
"No","2009","Part Time","Rural Area","207","0.385093304996778","0.342901778753877","0.427284831239679","2"
"No","2009","Not Working","Urban Area","11","","","","2"
"No","2009","Not Working","Rural Area","6","","","","2"
"Yes","2009","Full Time","Urban Area","2232","0.765050403860739","0.749704287607893","0.780396520113585","1"
"Yes","2009","Full Time","Rural Area","1126","0.657010171602402","0.633915302867511","0.680105040337292","1"
"Yes","2009","Part Time","Urban Area","616","0.645570543867009","0.615232808237728","0.675908279496291","1"
"Yes","2009","Part Time","Rural Area","304","0.614906695003222","0.572715168760321","0.657098221246123","1"
"Yes","2009","Not Working","Urban Area","9","","","","1"
"Yes","2009","Not Working","Rural Area","5","","","","1"
"No","2010","Full Time","Urban Area","1010","0.263829342204778","0.249906595103529","0.277752089306028","2"
"No","2010","Full Time","Rural Area","643","0.350273012917549","0.329840181851824","0.370705843983275","2"
"No","2010","Part Time","Urban Area","552","0.387767385847521","0.363191822196094","0.412342949498948","2"
"No","2010","Part Time","Rural Area","319","0.417357812848636","0.382883782825075","0.451831842872196","2"
"No","2010","Not Working","Urban Area","39","0.542789604426245","0.426089060591234","0.659490148261257","2"
"No","2010","Not Working","Rural Area","24","","","","2"
"Yes","2010","Full Time","Urban Area","2839","0.736170657795222","0.722247910693972","0.750093404896471","1"
"Yes","2010","Full Time","Rural Area","1451","0.649726987082451","0.629294156016725","0.670159818148176","1"
"Yes","2010","Part Time","Urban Area","958","0.612232614152479","0.587657050501052","0.636808177803906","1"
"Yes","2010","Part Time","Rural Area","467","0.582642187151364","0.548168157127804","0.617116217174925","1"
"Yes","2010","Not Working","Urban Area","31","0.457210395573755","0.340509851738743","0.573910939408766","1"
"Yes","2010","Not Working","Rural Area","39","0.439537615057514","0.316977523920465","0.562097706194563","1"
"No","2011","Full Time","Urban Area","939","0.206581604461265","0.194715883000393","0.218447325922137","2"
"No","2011","Full Time","Rural Area","663","0.276459351795737","0.259055917121045","0.293862786470429","2"
"No","2011","Part Time","Urban Area","591","0.313766271425164","0.293080519007378","0.33445202384295","2"
"No","2011","Part Time","Rural Area","392","0.411792797743861","0.382220721363013","0.44136487412471","2"
"No","2011","Not Working","Urban Area","26","","","","2"
"No","2011","Not Working","Rural Area","19","","","","2"
"Yes","2011","Full Time","Urban Area","3533","0.793418395538735","0.781552674077863","0.805284116999607","1"
"Yes","2011","Full Time","Rural Area","1874","0.723540648204263","0.70613721352957","0.740944082878955","1"
"Yes","2011","Part Time","Urban Area","1342","0.686233728574836","0.66554797615705","0.706919480992622","1"
"Yes","2011","Part Time","Rural Area","672","0.588207202256139","0.55863512587529","0.617779278636987","1"
"Yes","2011","Not Working","Urban Area","55","0.59401731322242","0.487072705986031","0.700961920458809","1"
"Yes","2011","Not Working","Rural Area","34","0.715771617160043","0.594340185640691","0.837203048679394","1"
"No","2012","Full Time","Urban Area","1048","0.236183912845716","0.223759014464697","0.248608811226735","2"
"No","2012","Full Time","Rural Area","704","0.265928922303617","0.249043106007723","0.282814738599511","2"
"No","2012","Part Time","Urban Area","712","0.377540860104919","0.35624722215509","0.398834498054748","2"
"No","2012","Part Time","Rural Area","378","0.418850880000249","0.388735228227687","0.448966531772811","2"
"No","2012","Not Working","Urban Area","43","0.387323439674602","0.302600941470455","0.472045937878748","2"
"No","2012","Not Working","Rural Area","42","0.491070825781414","0.385413502045504","0.596728149517323","2"
"Yes","2012","Full Time","Urban Area","3441","0.763816087154284","0.751391188773265","0.776240985535303","1"
"Yes","2012","Full Time","Rural Area","1926","0.734071077696383","0.717185261400489","0.750956893992277","1"
"Yes","2012","Part Time","Urban Area","1279","0.622459139895081","0.601165501945252","0.64375277784491","1"
"Yes","2012","Part Time","Rural Area","653","0.581149119999751","0.551033468227189","0.611264771772313","1"
"Yes","2012","Not Working","Urban Area","84","0.612676560325399","0.527954062121252","0.697399058529545","1"
"Yes","2012","Not Working","Rural Area","44","0.508929174218586","0.403271850482677","0.614586497954495","1"
"No","2013","Full Time","Urban Area","919","0.222715357650394","0.209992109436825","0.235438605863964","2"
"No","2013","Full Time","Rural Area","608","0.286743617244523","0.268253366868217","0.305233867620828","2"
"No","2013","Part Time","Urban Area","560","0.352033247035512","0.329739137168505","0.374327356902519","2"
"No","2013","Part Time","Rural Area","359","0.362213879796627","0.332424040049737","0.392003719543518","2"
"No","2013","Not Working","Urban Area","429","0.291528350520052","0.267585178725082","0.315471522315023","2"
"No","2013","Not Working","Rural Area","150","0.355134333935888","0.311162624368194","0.399106043503581","2"
"Yes","2013","Full Time","Urban Area","3189","0.777284642349606","0.764561394136036","0.790007890563175","1"
"Yes","2013","Full Time","Rural Area","1690","0.713256382755477","0.694766132379172","0.731746633131783","1"
"Yes","2013","Part Time","Urban Area","1203","0.647966752964488","0.625672643097481","0.670260862831495","1"
"Yes","2013","Part Time","Rural Area","641","0.637786120203373","0.607996280456482","0.667575959950263","1"
"Yes","2013","Not Working","Urban Area","955","0.708471649479948","0.684528477684977","0.732414821274918","1"
"Yes","2013","Not Working","Rural Area","305","0.644865666064112","0.600893956496419","0.688837375631806","1"
"No","2014","Full Time","Urban Area","1048","0.228664345686753","0.216344452916582","0.240984238456924","2"
"No","2014","Full Time","Rural Area","615","0.275173526934742","0.257189542863995","0.29315751100549","2"
"No","2014","Part Time","Urban Area","639","0.305694188991849","0.284962560523976","0.326425817459722","2"
"No","2014","Part Time","Rural Area","403","0.405844519136485","0.375694270669636","0.435994767603335","2"
"No","2014","Not Working","Urban Area","60","0.4666850287308","0.388398035395545","0.544972022066055","2"
"No","2014","Not Working","Rural Area","28","","","","2"
"Yes","2014","Full Time","Urban Area","3416","0.771335654313247","0.759015761543076","0.783655547083418","1"
"Yes","2014","Full Time","Rural Area","1754","0.724826473065258","0.70684248899451","0.742810457136005","1"
"Yes","2014","Part Time","Urban Area","1258","0.694305811008151","0.673574182540278","0.715037439476024","1"
"Yes","2014","Part Time","Rural Area","616","0.594155480863515","0.564005232396665","0.624305729330364","1"
"Yes","2014","Not Working","Urban Area","96","0.5333149712692","0.455027977933945","0.611601964604455","1"
"Yes","2014","Not Working","Rural Area","50","0.490796597253662","0.379854285867861","0.601738908639464","1"
"No","2015","Full Time","Urban Area","781","0.197253519881697","0.184995243049385","0.209511796714009","2"
"No","2015","Full Time","Rural Area","500","0.228304928719186","0.210773393819639","0.245836463618734","2"
"No","2015","Part Time","Urban Area","463","0.306591091927054","0.284417413280146","0.328764770573963","2"
"No","2015","Part Time","Rural Area","311","0.330757069395137","0.301300544030685","0.360213594759589","2"
"No","2015","Not Working","Urban Area","138","0.296476698659952","0.25413884323182","0.338814554088083","2"
"No","2015","Not Working","Rural Area","55","0.310863255187375","0.244876832037912","0.376849678336838","2"
"Yes","2015","Full Time","Urban Area","3267","0.802746480118303","0.790488203285991","0.815004756950615","1"
"Yes","2015","Full Time","Rural Area","1702","0.771695071280814","0.754163536381266","0.789226606180361","1"
"Yes","2015","Part Time","Urban Area","1198","0.693408908072946","0.671235229426037","0.715582586719854","1"
"Yes","2015","Part Time","Rural Area","669","0.669242930604863","0.639786405240411","0.698699455969315","1"
"Yes","2015","Not Working","Urban Area","309","0.703523301340048","0.661185445911917","0.74586115676818","1"
"Yes","2015","Not Working","Rural Area","134","0.689136744812625","0.623150321663162","0.755123167962088","1"
"No","2016","Full Time","Urban Area","807","0.192866070635101","0.180643684100369","0.205088457169832","2"
"No","2016","Full Time","Rural Area","494","0.236353301130726","0.218399559898194","0.254307042363259","2"
"No","2016","Part Time","Urban Area","507","0.304196877772928","0.282751805047026","0.32564195049883","2"
"No","2016","Part Time","Rural Area","302","0.330823534138288","0.301470159158849","0.360176909117726","2"
"No","2016","Not Working","Urban Area","26","","","","2"
"No","2016","Not Working","Rural Area","20","","","","2"
"Yes","2016","Full Time","Urban Area","3196","0.807133929364899","0.794911542830168","0.819356315899631","1"
"Yes","2016","Full Time","Rural Area","1657","0.763646698869274","0.745692957636741","0.781600440101806","1"
"Yes","2016","Part Time","Urban Area","1261","0.695803122227072","0.67435804950117","0.717248194952974","1"
"Yes","2016","Part Time","Rural Area","685","0.669176465861713","0.639823090882274","0.698529840841151","1"
"Yes","2016","Not Working","Urban Area","69","0.728143378509315","0.638676002862649","0.817610754155981","1"
"Yes","2016","Not Working","Rural Area","28","","","","1"
"No","2017","Full Time","Urban Area","870","0.20128047493489","0.189266826392301","0.213294123477479","2"
"No","2017","Full Time","Rural Area","583","0.238831558307637","0.221896571939796","0.255766544675478","2"
"No","2017","Part Time","Urban Area","526","0.304229491146334","0.283138661726957","0.325320320565711","2"
"No","2017","Part Time","Rural Area","310","0.308438631410738","0.280288037108938","0.336589225712537","2"
"No","2017","Not Working","Urban Area","47","0.278927445974342","0.206181839158308","0.351673052790376","2"
"No","2017","Not Working","Rural Area","29","","","","2"
"Yes","2017","Full Time","Urban Area","3409","0.79871952506511","0.786705876522521","0.810733173607699","1"
"Yes","2017","Full Time","Rural Area","1852","0.761168441692363","0.744233455324522","0.778103428060204","1"
"Yes","2017","Part Time","Urban Area","1302","0.695770508853666","0.674679679434289","0.716861338273043","1"
"Yes","2017","Part Time","Rural Area","724","0.691561368589262","0.663410774287463","0.719711962891062","1"
"Yes","2017","Not Working","Urban Area","99","0.721072554025658","0.648326947209624","0.793818160841692","1"
"Yes","2017","Not Working","Rural Area","45","0.545668070809286","0.43222365272678","0.659112488891791","1"
"No","2018","Full Time","Urban Area","954","0.206709126071897","0.194642082303042","0.218776169840751","2"
"No","2018","Full Time","Rural Area","615","0.25365855581109","0.236351735410887","0.270965376211294","2"
"No","2018","Part Time","Urban Area","672","0.304015354160235","0.284180431072098","0.323850277248372","2"
"No","2018","Part Time","Rural Area","388","0.339479484593874","0.311672402551382","0.367286566636367","2"
"No","2018","Not Working","Urban Area","71","0.322516979839755","0.259594524650714","0.385439435028796","2"
"No","2018","Not Working","Rural Area","26","","","","2"
"Yes","2018","Full Time","Urban Area","3372","0.793290873928103","0.781223830159249","0.805357917696958","1"
"Yes","2018","Full Time","Rural Area","1813","0.74634144418891","0.729034623788706","0.763648264589113","1"
"Yes","2018","Part Time","Rural Area","726","0.660520515406126","0.632713433363633","0.688327597448618","1"
"Yes","2018","Part Time","Urban Area","1394","0.695984645839765","0.676149722751628","0.715819568927902","1"
"Yes","2018","Not Working","Urban Area","141","0.677483020160245","0.614560564971204","0.740405475349286","1"
"Yes","2018","Not Working","Rural Area","71","0.525578085357781","0.426206271067574","0.624949899647988","1"
