"plb0196_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes","1990","66 and older","Not Employed","","","","","1"
"Yes","1990","66 and older","Employed","","","","","1"
"No","1991","16-34 y.","Not Employed","73","1","1","1","2"
"No","1991","16-34 y.","Employed","1459","1","1","1","2"
"No","1991","35-65 y.","Not Employed","35","1","1","1","2"
"No","1991","35-65 y.","Employed","2075","1","1","1","2"
"No","1991","66 and older","Not Employed","3","","","","2"
"No","1991","66 and older","Employed","27","","","","2"
"Yes","1991","16-34 y.","Not Employed","","","","","1"
"Yes","1991","16-34 y.","Employed","","","","","1"
"Yes","1991","35-65 y.","Not Employed","","","","","1"
"Yes","1991","35-65 y.","Employed","","","","","1"
"Yes","1991","66 and older","Not Employed","","","","","1"
"Yes","1991","66 and older","Employed","","","","","1"
"No","1992","16-34 y.","Not Employed","72","1","1","1","2"
"No","1992","16-34 y.","Employed","1954","1","1","1","2"
"No","1992","35-65 y.","Not Employed","29","","","","2"
"No","1992","35-65 y.","Employed","2959","1","1","1","2"
"No","1992","66 and older","Not Employed","","","","","2"
"No","1992","66 and older","Employed","24","","","","2"
"Yes","1992","16-34 y.","Not Employed","","","","","1"
"Yes","1992","16-34 y.","Employed","","","","","1"
"Yes","1992","35-65 y.","Not Employed","","","","","1"
"Yes","1992","35-65 y.","Employed","","","","","1"
"Yes","1992","66 and older","Not Employed","","","","","1"
"Yes","1992","66 and older","Employed","","","","","1"
"No","1993","16-34 y.","Not Employed","106","1","1","1","2"
"No","1993","16-34 y.","Employed","1962","1","1","1","2"
"No","1993","35-65 y.","Not Employed","42","1","1","1","2"
"No","1993","35-65 y.","Employed","2827","1","1","1","2"
"No","1993","66 and older","Not Employed","","","","","2"
"No","1993","66 and older","Employed","26","","","","2"
"Yes","1993","16-34 y.","Not Employed","","","","","1"
"Yes","1993","16-34 y.","Employed","","","","","1"
"Yes","1993","35-65 y.","Not Employed","","","","","1"
"Yes","1993","35-65 y.","Employed","","","","","1"
"Yes","1993","66 and older","Not Employed","","","","","1"
"Yes","1993","66 and older","Employed","","","","","1"
"No","1994","16-34 y.","Not Employed","83","1","1","1","2"
"No","1994","16-34 y.","Employed","1786","1","1","1","2"
"No","1994","35-65 y.","Not Employed","47","1","1","1","2"
"No","1994","35-65 y.","Employed","2663","1","1","1","2"
"No","1994","66 and older","Not Employed","1","","","","2"
"No","1994","66 and older","Employed","24","","","","2"
"Yes","1994","16-34 y.","Not Employed","","","","","1"
"Yes","1994","16-34 y.","Employed","","","","","1"
"Yes","1994","35-65 y.","Not Employed","","","","","1"
"Yes","1994","35-65 y.","Employed","","","","","1"
"Yes","1994","66 and older","Not Employed","","","","","1"
"Yes","1994","66 and older","Employed","","","","","1"
"No","1995","16-34 y.","Not Employed","96","1","1","1","2"
"No","1995","16-34 y.","Employed","1732","1","1","1","2"
"No","1995","35-65 y.","Not Employed","52","1","1","1","2"
"No","1995","35-65 y.","Employed","2689","1","1","1","2"
"No","1995","66 and older","Not Employed","4","","","","2"
"No","1995","66 and older","Employed","27","","","","2"
"Yes","1995","16-34 y.","Not Employed","","","","","1"
"Yes","1995","16-34 y.","Employed","","","","","1"
"Yes","1995","35-65 y.","Not Employed","","","","","1"
"Yes","1995","35-65 y.","Employed","","","","","1"
"Yes","1995","66 and older","Not Employed","","","","","1"
"Yes","1995","66 and older","Employed","","","","","1"
"No","1996","16-34 y.","Not Employed","79","1","1","1","2"
"No","1996","16-34 y.","Employed","1670","1","1","1","2"
"No","1996","35-65 y.","Not Employed","40","1","1","1","2"
"No","1996","35-65 y.","Employed","2640","1","1","1","2"
"No","1996","66 and older","Not Employed","2","","","","2"
"No","1996","66 and older","Employed","34","1","1","1","2"
"Yes","1996","16-34 y.","Not Employed","","","","","1"
"Yes","1996","16-34 y.","Employed","","","","","1"
"Yes","1996","35-65 y.","Not Employed","","","","","1"
"Yes","1996","35-65 y.","Employed","","","","","1"
"Yes","1996","66 and older","Not Employed","","","","","1"
"Yes","1996","66 and older","Employed","","","","","1"
"No","1997","16-34 y.","Not Employed","14","","","","2"
"No","1997","16-34 y.","Employed","617","1","1","1","2"
"No","1997","35-65 y.","Not Employed","6","","","","2"
"No","1997","35-65 y.","Employed","789","1","1","1","2"
"No","1997","66 and older","Not Employed","","","","","2"
"No","1997","66 and older","Employed","","","","","2"
"Yes","1997","16-34 y.","Not Employed","","","","","1"
"Yes","1997","16-34 y.","Employed","","","","","1"
"Yes","1997","35-65 y.","Not Employed","","","","","1"
"Yes","1997","35-65 y.","Employed","","","","","1"
"Yes","1997","66 and older","Not Employed","","","","","1"
"Yes","1997","66 and older","Employed","","","","","1"
"No","1998","16-34 y.","Not Employed","12","","","","2"
"No","1998","16-34 y.","Employed","597","1","1","1","2"
"No","1998","35-65 y.","Not Employed","11","","","","2"
"No","1998","35-65 y.","Employed","883","1","1","1","2"
"No","1998","66 and older","Not Employed","","","","","2"
"No","1998","66 and older","Employed","2","","","","2"
"Yes","1998","16-34 y.","Not Employed","","","","","1"
"Yes","1998","16-34 y.","Employed","","","","","1"
"Yes","1998","35-65 y.","Not Employed","","","","","1"
"Yes","1998","35-65 y.","Employed","","","","","1"
"Yes","1998","66 and older","Not Employed","","","","","1"
"Yes","1998","66 and older","Employed","","","","","1"
"No","1999","16-34 y.","Not Employed","8","","","","2"
"No","1999","16-34 y.","Employed","557","1","1","1","2"
"No","1999","66 and older","Not Employed","","","","","2"
"No","1999","35-65 y.","Not Employed","9","","","","2"
"No","1999","35-65 y.","Employed","836","1","1","1","2"
"No","1999","66 and older","Employed","3","","","","2"
"Yes","1999","16-34 y.","Not Employed","","","","","1"
"Yes","1999","16-34 y.","Employed","","","","","1"
"Yes","1999","35-65 y.","Not Employed","","","","","1"
"Yes","1999","35-65 y.","Employed","","","","","1"
"Yes","1999","66 and older","Not Employed","","","","","1"
"Yes","1999","66 and older","Employed","","","","","1"
"No","2000","16-34 y.","Not Employed","23","","","","2"
"No","2000","16-34 y.","Employed","823","1","1","1","2"
"No","2000","66 and older","Not Employed","","","","","2"
"No","2000","35-65 y.","Not Employed","15","","","","2"
"No","2000","35-65 y.","Employed","1659","1","1","1","2"
"No","2000","66 and older","Employed","2","","","","2"
"Yes","2000","16-34 y.","Not Employed","","","","","1"
"Yes","2000","35-65 y.","Not Employed","","","","","1"
"Yes","2000","16-34 y.","Employed","","","","","1"
"Yes","2000","35-65 y.","Employed","","","","","1"
"Yes","2000","66 and older","Not Employed","","","","","1"
"Yes","2000","66 and older","Employed","","","","","1"
"No","2001","16-34 y.","Not Employed","","","","","2"
"No","2001","16-34 y.","Employed","","","","","2"
"No","2001","66 and older","Not Employed","","","","","2"
"No","2001","35-65 y.","Not Employed","","","","","2"
"No","2001","35-65 y.","Employed","","","","","2"
"No","2001","66 and older","Employed","","","","","2"
"Yes","2001","16-34 y.","Not Employed","","","","","1"
"Yes","2001","35-65 y.","Not Employed","","","","","1"
"Yes","2001","16-34 y.","Employed","","","","","1"
"Yes","2001","35-65 y.","Employed","","","","","1"
"Yes","2001","66 and older","Not Employed","","","","","1"
"Yes","2001","66 and older","Employed","","","","","1"
"No","2002","16-34 y.","Not Employed","21","","","","2"
"No","2002","16-34 y.","Employed","700","0.285841730727422","0.267566658765264","0.304116802689581","2"
"No","2002","66 and older","Not Employed","","","","","2"
"No","2002","35-65 y.","Not Employed","12","","","","2"
"No","2002","35-65 y.","Employed","1605","0.31421537387453","0.301990623603598","0.326440124145463","2"
"No","2002","66 and older","Employed","3","","","","2"
"Yes","2002","16-34 y.","Not Employed","16","","","","1"
"Yes","2002","35-65 y.","Not Employed","8","","","","1"
"Yes","2002","16-34 y.","Employed","1648","0.714158269272578","0.695883197310419","0.732433341234736","1"
"Yes","2002","35-65 y.","Employed","3934","0.68578462612547","0.673559875854537","0.698009376396402","1"
"Yes","2002","66 and older","Not Employed","","","","","1"
"Yes","2002","66 and older","Employed","6","","","","1"
"No","2003","16-34 y.","Not Employed","20","","","","2"
"No","2003","16-34 y.","Employed","699","0.298177652562541","0.279263029237672","0.31709227588741","2"
"No","2003","35-65 y.","Not Employed","14","","","","2"
"No","2003","66 and older","Not Employed","","","","","2"
"No","2003","35-65 y.","Employed","1526","0.301704444897101","0.289300331952684","0.314108557841517","2"
"No","2003","66 and older","Employed","4","","","","2"
"Yes","2003","16-34 y.","Not Employed","21","","","","1"
"Yes","2003","35-65 y.","Not Employed","10","","","","1"
"Yes","2003","35-65 y.","Employed","3734","0.698295555102899","0.685891442158483","0.710699668047316","1"
"Yes","2003","16-34 y.","Employed","1548","0.701822347437459","0.68290772411259","0.720736970762328","1"
"Yes","2003","66 and older","Not Employed","","","","","1"
"Yes","2003","66 and older","Employed","4","","","","1"
"No","2004","16-34 y.","Not Employed","12","","","","2"
"No","2004","16-34 y.","Employed","631","0.309565394136131","0.289581780976266","0.329549007295996","2"
"No","2004","35-65 y.","Not Employed","10","","","","2"
"No","2004","66 and older","Not Employed","","","","","2"
"No","2004","35-65 y.","Employed","1459","0.29426062560175","0.281859011366055","0.306662239837444","2"
"No","2004","66 and older","Employed","4","","","","2"
"Yes","2004","16-34 y.","Not Employed","18","","","","1"
"Yes","2004","35-65 y.","Not Employed","4","","","","1"
"Yes","2004","35-65 y.","Employed","3728","0.70573937439825","0.693337760162556","0.718140988633945","1"
"Yes","2004","16-34 y.","Employed","1425","0.690434605863869","0.670450992704004","0.710418219023734","1"
"Yes","2004","66 and older","Not Employed","","","","","1"
"Yes","2004","66 and older","Employed","7","","","","1"
"No","2005","16-34 y.","Not Employed","10","","","","2"
"No","2005","16-34 y.","Employed","574","0.30630369756537","0.285695870136549","0.32691152499419","2"
"No","2005","35-65 y.","Not Employed","7","","","","2"
"No","2005","66 and older","Not Employed","","","","","2"
"No","2005","35-65 y.","Employed","1362","0.297571376331216","0.284629544467467","0.310513208194965","2"
"No","2005","66 and older","Employed","2","","","","2"
"Yes","2005","16-34 y.","Not Employed","17","","","","1"
"Yes","2005","35-65 y.","Not Employed","7","","","","1"
"Yes","2005","35-65 y.","Employed","3432","0.702428623668784","0.689486791805035","0.715370455532533","1"
"Yes","2005","16-34 y.","Employed","1348","0.69369630243463","0.67308847500581","0.714304129863451","1"
"Yes","2005","66 and older","Not Employed","","","","","1"
"Yes","2005","66 and older","Employed","8","","","","1"
"No","2006","16-34 y.","Not Employed","13","","","","2"
"No","2006","16-34 y.","Employed","531","0.291142912847895","0.271082150537864","0.311203675157926","2"
"No","2006","35-65 y.","Not Employed","11","","","","2"
"No","2006","35-65 y.","Employed","1448","0.270560361226952","0.258723512730094","0.28239720972381","2"
"No","2006","66 and older","Not Employed","","","","","2"
"No","2006","66 and older","Employed","8","","","","2"
"Yes","2006","16-34 y.","Not Employed","20","","","","1"
"Yes","2006","35-65 y.","Not Employed","20","","","","1"
"Yes","2006","35-65 y.","Employed","3963","0.729439638773048","0.71760279027619","0.741276487269906","1"
"Yes","2006","16-34 y.","Employed","1439","0.708857087152105","0.688796324842074","0.728917849462136","1"
"Yes","2006","66 and older","Not Employed","","","","","1"
"Yes","2006","66 and older","Employed","13","","","","1"
"No","2007","16-34 y.","Not Employed","16","","","","2"
"No","2007","16-34 y.","Employed","471","0.253844017832146","0.233799890866218","0.273888144798075","2"
"No","2007","35-65 y.","Not Employed","13","","","","2"
"No","2007","35-65 y.","Employed","1293","0.254869523960826","0.242850269794727","0.266888778126925","2"
"No","2007","66 and older","Not Employed","","","","","2"
"No","2007","66 and older","Employed","8","","","","2"
"Yes","2007","16-34 y.","Not Employed","28","","","","1"
"Yes","2007","16-34 y.","Employed","1340","0.746155982167854","0.726111855201925","0.766200109133782","1"
"Yes","2007","35-65 y.","Not Employed","16","","","","1"
"Yes","2007","35-65 y.","Employed","3757","0.745130476039174","0.733111221873075","0.757149730205273","1"
"Yes","2007","66 and older","Not Employed","","","","","1"
"Yes","2007","66 and older","Employed","15","","","","1"
"No","2008","16-34 y.","Not Employed","12","","","","2"
"No","2008","16-34 y.","Employed","483","0.269176452790373","0.248703757316379","0.289649148264368","2"
"No","2008","35-65 y.","Not Employed","14","","","","2"
"No","2008","35-65 y.","Employed","1350","0.279240405521871","0.266749020127923","0.291731790915819","2"
"No","2008","66 and older","Not Employed","","","","","2"
"No","2008","66 and older","Employed","7","","","","2"
"Yes","2008","16-34 y.","Not Employed","21","","","","1"
"Yes","2008","16-34 y.","Employed","1320","0.730823547209627","0.710350851735632","0.751296242683621","1"
"Yes","2008","35-65 y.","Not Employed","18","","","","1"
"Yes","2008","35-65 y.","Employed","3605","0.720759594478129","0.708268209084181","0.733250979872077","1"
"Yes","2008","66 and older","Not Employed","","","","","1"
"Yes","2008","66 and older","Employed","11","","","","1"
"No","2009","16-34 y.","Not Employed","8","","","","2"
"No","2009","16-34 y.","Employed","467","0.29864361853677","0.276232536201445","0.321054700872095","2"
"No","2009","35-65 y.","Not Employed","9","","","","2"
"No","2009","35-65 y.","Employed","1271","0.290372987379705","0.276958802556352","0.303787172203058","2"
"No","2009","66 and older","Not Employed","","","","","2"
"No","2009","66 and older","Employed","5","","","","2"
"Yes","2009","16-34 y.","Not Employed","9","","","","1"
"Yes","2009","16-34 y.","Employed","1135","0.70135638146323","0.678945299127905","0.723767463798555","1"
"Yes","2009","35-65 y.","Not Employed","4","","","","1"
"Yes","2009","35-65 y.","Employed","3128","0.709627012620295","0.696212827796942","0.723041197443648","1"
"Yes","2009","66 and older","Not Employed","1","","","","1"
"Yes","2009","66 and older","Employed","15","","","","1"
"No","2010","16-34 y.","Not Employed","43","0.640533477183561","0.536675153982937","0.744391800384185","2"
"No","2010","16-34 y.","Employed","672","0.316760720427717","0.297572345473902","0.335949095381533","2"
"No","2010","35-65 y.","Not Employed","20","","","","2"
"No","2010","35-65 y.","Employed","1842","0.317346137382531","0.305522610748666","0.329169664016396","2"
"No","2010","66 and older","Not Employed","","","","","2"
"No","2010","66 and older","Employed","10","","","","2"
"Yes","2010","16-34 y.","Not Employed","39","0.359466522816439","0.255608199615815","0.463324846017063","1"
"Yes","2010","16-34 y.","Employed","1586","0.683239279572282","0.664050904618467","0.702427654526098","1"
"Yes","2010","35-65 y.","Not Employed","31","0.744235828352302","0.624496134552998","0.863975522151605","1"
"Yes","2010","35-65 y.","Employed","4111","0.682653862617469","0.670830335983604","0.694477389251334","1"
"Yes","2010","66 and older","Not Employed","","","","","1"
"Yes","2010","66 and older","Employed","18","","","","1"
"No","2011","16-34 y.","Not Employed","26","","","","2"
"No","2011","16-34 y.","Employed","624","0.239369993111672","0.22258654029144","0.256153445931905","2"
"No","2011","35-65 y.","Not Employed","19","","","","2"
"No","2011","35-65 y.","Employed","1949","0.264733528671273","0.254746617409954","0.274720439932592","2"
"No","2011","66 and older","Not Employed","","","","","2"
"No","2011","66 and older","Employed","12","","","","2"
"Yes","2011","16-34 y.","Not Employed","44","0.579666046581048","0.464032129211746","0.69529996395035","1"
"Yes","2011","16-34 y.","Employed","1859","0.760630006888328","0.743846554068095","0.77741345970856","1"
"Yes","2011","35-65 y.","Not Employed","45","0.743451114641814","0.636454662196752","0.850447567086877","1"
"Yes","2011","35-65 y.","Employed","5548","0.735266471328727","0.725279560067408","0.745253382590046","1"
"Yes","2011","66 and older","Not Employed","","","","","1"
"Yes","2011","66 and older","Employed","14","","","","1"
"No","2012","16-34 y.","Not Employed","26","","","","2"
"No","2012","16-34 y.","Employed","625","0.258331391641145","0.240786453412428","0.275876329869863","2"
"No","2012","35-65 y.","Not Employed","59","0.439243348202378","0.356738303382002","0.521748393022754","2"
"No","2012","35-65 y.","Employed","2193","0.288550095211385","0.278433263092692","0.298666927330078","2"
"No","2012","66 and older","Not Employed","","","","","2"
"No","2012","66 and older","Employed","24","","","","2"
"Yes","2012","16-34 y.","Not Employed","48","0.592936595004953","0.481001212101922","0.704871977907983","1"
"Yes","2012","16-34 y.","Employed","1766","0.741668608358855","0.724123670130137","0.759213546587572","1"
"Yes","2012","35-65 y.","Not Employed","80","0.560756651797622","0.478251606977246","0.643261696617998","1"
"Yes","2012","35-65 y.","Employed","5512","0.711449904788615","0.701333072669922","0.721566736907308","1"
"Yes","2012","66 and older","Not Employed","","","","","1"
"Yes","2012","66 and older","Employed","21","","","","1"
"No","2013","16-34 y.","Not Employed","219","0.282292596233828","0.250035835765844","0.314549356701812","2"
"No","2013","16-34 y.","Employed","549","0.275901747086901","0.256843878954903","0.2949596152189","2"
"No","2013","35-65 y.","Not Employed","359","0.327918382099997","0.300023307112809","0.355813457087186","2"
"No","2013","35-65 y.","Employed","1883","0.267287771254702","0.256941389960494","0.27763415254891","2"
"No","2013","66 and older","Not Employed","1","","","","2"
"No","2013","66 and older","Employed","14","","","","2"
"Yes","2013","16-34 y.","Not Employed","529","0.717707403766172","0.685450643298188","0.749964164234156","1"
"Yes","2013","16-34 y.","Employed","1564","0.724098252913099","0.7050403847811","0.743156121045097","1"
"Yes","2013","35-65 y.","Not Employed","729","0.672081617900003","0.644186542912814","0.699976692887191","1"
"Yes","2013","35-65 y.","Employed","5145","0.732712228745298","0.72236584745109","0.743058610039506","1"
"Yes","2013","66 and older","Not Employed","2","","","","1"
"Yes","2013","66 and older","Employed","14","","","","1"
"No","2014","16-34 y.","Not Employed","38","0.495380544125426","0.400200341111467","0.590560747139385","2"
"No","2014","16-34 y.","Employed","624","0.250887900682727","0.233463597047539","0.268312204317915","2"
"No","2014","35-65 y.","Not Employed","50","0.473549148251655","0.386711575289997","0.560386721213313","2"
"No","2014","35-65 y.","Employed","2057","0.271348455250995","0.261167723782878","0.281529186719111","2"
"No","2014","66 and older","Not Employed","","","","","2"
"No","2014","66 and older","Employed","24","","","","2"
"Yes","2014","16-34 y.","Not Employed","68","0.504619455874574","0.409439252860615","0.599799658888533","1"
"Yes","2014","16-34 y.","Employed","1754","0.749112099317273","0.731687795682085","0.766536402952461","1"
"Yes","2014","35-65 y.","Not Employed","77","0.526450851748345","0.439613278786687","0.613288424710003","1"
"Yes","2014","35-65 y.","Employed","5271","0.728651544749005","0.718470813280889","0.738832276217122","1"
"Yes","2014","66 and older","Not Employed","1","","","","1"
"Yes","2014","66 and older","Employed","19","","","","1"
"No","2015","16-34 y.","Not Employed","117","0.327505665907045","0.279491567016536","0.375519764797554","2"
"No","2015","16-34 y.","Employed","496","0.23498529658587","0.216720360630318","0.253250232541422","2"
"No","2015","35-65 y.","Not Employed","75","0.252060482788655","0.200076887158791","0.30404407841852","2"
"No","2015","35-65 y.","Employed","1538","0.232026179143697","0.221973838503216","0.242078519784177","2"
"No","2015","66 and older","Not Employed","1","","","","2"
"No","2015","66 and older","Employed","21","","","","2"
"Yes","2015","16-34 y.","Not Employed","250","0.672494334092955","0.624480235202446","0.720508432983464","1"
"Yes","2015","16-34 y.","Employed","1574","0.76501470341413","0.746749767458578","0.783279639369682","1"
"Yes","2015","35-65 y.","Not Employed","193","0.747939517211345","0.69595592158148","0.799923112841209","1"
"Yes","2015","35-65 y.","Employed","5236","0.767973820856303","0.757921480215823","0.778026161496784","1"
"Yes","2015","66 and older","Not Employed","","","","","1"
"Yes","2015","66 and older","Employed","26","","","","1"
"No","2016","16-34 y.","Not Employed","16","","","","2"
"No","2016","16-34 y.","Employed","484","0.237740874244672","0.219357817627901","0.256123930861443","2"
"No","2016","35-65 y.","Not Employed","29","","","","2"
"No","2016","35-65 y.","Employed","1615","0.233406853193983","0.223355208621323","0.243458497766644","2"
"No","2016","66 and older","Not Employed","1","","","","2"
"No","2016","66 and older","Employed","11","","","","2"
"Yes","2016","16-34 y.","Not Employed","59","0.845333170942545","0.763499882073628","0.927166459811462","1"
"Yes","2016","16-34 y.","Employed","1576","0.762259125755328","0.743876069138557","0.780642182372099","1"
"Yes","2016","35-65 y.","Not Employed","38","0.416071667221379","0.2980465242179","0.534096810224858","1"
"Yes","2016","35-65 y.","Employed","5188","0.766593146806017","0.756541502233356","0.776644791378677","1"
"Yes","2016","66 and older","Not Employed","","","","","1"
"Yes","2016","66 and older","Employed","35","0.775099525483308","0.654445144300806","0.89575390666581","1"
"No","2017","16-34 y.","Not Employed","45","0.295118858615882","0.217894889613314","0.372342827618451","2"
"No","2017","16-34 y.","Employed","495","0.212220787405584","0.195340985161701","0.229100589649467","2"
"No","2017","35-65 y.","Not Employed","31","0.401836603017269","0.297611269850128","0.506061936184409","2"
"No","2017","35-65 y.","Employed","1770","0.245117724814905","0.235226336442468","0.255009113187341","2"
"No","2017","66 and older","Not Employed","","","","","2"
"No","2017","66 and older","Employed","24","","","","2"
"Yes","2017","16-34 y.","Not Employed","89","0.704881141384118","0.627657172381549","0.782105110386686","1"
"Yes","2017","16-34 y.","Employed","1759","0.787779212594416","0.770899410350533","0.804659014838299","1"
"Yes","2017","35-65 y.","Not Employed","54","0.598163396982731","0.493938063815591","0.702388730149872","1"
"Yes","2017","35-65 y.","Employed","5495","0.754882275185095","0.744990886812659","0.764773663557532","1"
"Yes","2017","66 and older","Not Employed","1","","","","1"
"Yes","2017","66 and older","Employed","33","0.596467014312514","0.469103979400723","0.723830049224306","1"
"No","2018","16-34 y.","Not Employed","62","0.398506869739653","0.33099103393714","0.466022705542166","2"
"No","2018","16-34 y.","Employed","564","0.220720685176198","0.204055161609858","0.237386208742538","2"
"No","2018","35-65 y.","Not Employed","35","0.300424780265815","0.213560487699866","0.387289072831763","2"
"No","2018","35-65 y.","Employed","2029","0.25508534318654","0.245209431127723","0.264961255245357","2"
"No","2018","66 and older","Not Employed","","","","","2"
"No","2018","66 and older","Employed","36","0.485325056822449","0.369072694628377","0.601577419016522","2"
"Yes","2018","16-34 y.","Not Employed","140","0.601493130260347","0.533977294457834","0.66900896606286","1"
"Yes","2018","16-34 y.","Employed","1815","0.779279314823802","0.762613791257462","0.795944838390142","1"
"Yes","2018","35-65 y.","Employed","5455","0.74491465681346","0.735038744754643","0.754790568872277","1"
"Yes","2018","35-65 y.","Not Employed","72","0.699575219734185","0.612710927168237","0.786439512300134","1"
"Yes","2018","66 and older","Not Employed","","","","","1"
"Yes","2018","66 and older","Employed","35","0.514674943177551","0.398422580983478","0.630927305371623","1"
"No","2019","16-34 y.","Not Employed","51","0.432872977841932","0.35020659098546","0.515539364698403","2"
"No","2019","16-34 y.","Employed","490","0.209521968879506","0.192303563921062","0.22674037383795","2"
"No","2019","35-65 y.","Not Employed","44","0.414662451203924","0.332761067622033","0.496563834785815","2"
"No","2019","35-65 y.","Employed","1630","0.235916873750212","0.225812276569788","0.246021470930636","2"
"No","2019","66 and older","Not Employed","1","","","","2"
"No","2019","66 and older","Employed","25","","","","2"
"Yes","2019","16-34 y.","Not Employed","87","0.567127022158068","0.484460635301597","0.64979340901454","1"
"Yes","2019","16-34 y.","Employed","1656","0.790478031120494","0.77325962616205","0.807696436078938","1"
"Yes","2019","35-65 y.","Employed","5152","0.764083126249788","0.753978529069364","0.774187723430212","1"
"Yes","2019","35-65 y.","Not Employed","95","0.585337548796076","0.503436165214185","0.667238932377967","1"
"Yes","2019","66 and older","Not Employed","2","","","","1"
"Yes","2019","66 and older","Employed","54","0.776515198957057","0.684653701216013","0.868376696698101","1"
