"plb0196_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","1987","Not Employed","(3a) lower tertiary education","","","",""
"No","1987","Not Employed","(3b) higher tertiary education","","","",""
"No","1987","Employed","(0) in school","","","",""
"No","1987","Employed","(1a) inadequately completed","","","",""
"No","1987","Employed","(1b) general elementary school","","","",""
"No","1987","Employed","(1c) basic vocational qualification","","","",""
"No","1987","Employed","(2b) intermediate general qualification","","","",""
"No","1987","Employed","(2a) intermediate vocational","","","",""
"No","1987","Employed","(2c_gen) general maturity certificate","","","",""
"No","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"No","1987","Employed","(3a) lower tertiary education","","","",""
"No","1987","Employed","(3b) higher tertiary education","","","",""
"Yes","1988","Not Employed","(0) in school","","","",""
"Yes","1988","Not Employed","(1a) inadequately completed","","","",""
"Yes","1988","Not Employed","(1b) general elementary school","","","",""
"Yes","1988","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1988","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1988","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1988","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1988","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1988","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1988","Employed","(0) in school","","","",""
"Yes","1988","Employed","(1a) inadequately completed","","","",""
"Yes","1988","Employed","(1b) general elementary school","","","",""
"Yes","1988","Employed","(1c) basic vocational qualification","","","",""
"Yes","1988","Employed","(2b) intermediate general qualification","","","",""
"Yes","1988","Employed","(2a) intermediate vocational","","","",""
"Yes","1988","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1988","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","Employed","(3a) lower tertiary education","","","",""
"Yes","1988","Employed","(3b) higher tertiary education","","","",""
"No","1988","Not Employed","(0) in school","2","","",""
"No","1988","Not Employed","(1a) inadequately completed","7","","",""
"No","1988","Not Employed","(1b) general elementary school","21","","",""
"No","1988","Not Employed","(1c) basic vocational qualification","20","","",""
"No","1988","Not Employed","(2b) intermediate general qualification","8","","",""
"No","1988","Not Employed","(2a) intermediate vocational","9","","",""
"No","1988","Not Employed","(2c_gen) general maturity certificate","5","","",""
"No","1988","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"No","1988","Not Employed","(3a) lower tertiary education","2","","",""
"No","1988","Not Employed","(3b) higher tertiary education","4","","",""
"No","1988","Employed","(0) in school","3","","",""
"No","1988","Employed","(1a) inadequately completed","318","1","1","1"
"No","1988","Employed","(1b) general elementary school","866","1","1","1"
"No","1988","Employed","(1c) basic vocational qualification","1422","1","1","1"
"No","1988","Employed","(2b) intermediate general qualification","169","1","1","1"
"No","1988","Employed","(2a) intermediate vocational","533","1","1","1"
"No","1988","Employed","(2c_gen) general maturity certificate","102","1","1","1"
"No","1988","Employed","(2c_voc) vocational maturity certificate","143","1","1","1"
"No","1988","Employed","(3a) lower tertiary education","91","1","1","1"
"No","1988","Employed","(3b) higher tertiary education","213","1","1","1"
"Yes","1989","Not Employed","(0) in school","","","",""
"Yes","1989","Not Employed","(1a) inadequately completed","","","",""
"Yes","1989","Not Employed","(1b) general elementary school","","","",""
"Yes","1989","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1989","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1989","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1989","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1989","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1989","Employed","(0) in school","","","",""
"Yes","1989","Employed","(1a) inadequately completed","","","",""
"Yes","1989","Employed","(1b) general elementary school","","","",""
"Yes","1989","Employed","(1c) basic vocational qualification","","","",""
"Yes","1989","Employed","(2b) intermediate general qualification","","","",""
"Yes","1989","Employed","(2a) intermediate vocational","","","",""
"Yes","1989","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Employed","(3a) lower tertiary education","","","",""
"Yes","1989","Employed","(3b) higher tertiary education","","","",""
"No","1989","Not Employed","(0) in school","3","","",""
"No","1989","Not Employed","(1a) inadequately completed","10","","",""
"No","1989","Not Employed","(1b) general elementary school","21","","",""
"No","1989","Not Employed","(1c) basic vocational qualification","13","","",""
"No","1989","Not Employed","(2b) intermediate general qualification","10","","",""
"No","1989","Not Employed","(2a) intermediate vocational","7","","",""
"No","1989","Not Employed","(2c_gen) general maturity certificate","11","","",""
"No","1989","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"No","1989","Not Employed","(3a) lower tertiary education","3","","",""
"No","1989","Not Employed","(3b) higher tertiary education","3","","",""
"No","1989","Employed","(0) in school","7","","",""
"No","1989","Employed","(1a) inadequately completed","289","1","1","1"
"No","1989","Employed","(1b) general elementary school","844","1","1","1"
"No","1989","Employed","(1c) basic vocational qualification","1354","1","1","1"
"No","1989","Employed","(2b) intermediate general qualification","151","1","1","1"
"No","1989","Employed","(2a) intermediate vocational","505","1","1","1"
"No","1989","Employed","(2c_gen) general maturity certificate","104","1","1","1"
"No","1989","Employed","(2c_voc) vocational maturity certificate","146","1","1","1"
"No","1989","Employed","(3a) lower tertiary education","85","1","1","1"
"No","1989","Employed","(3b) higher tertiary education","205","1","1","1"
"Yes","1990","Not Employed","(0) in school","","","",""
"Yes","1990","Not Employed","(1a) inadequately completed","","","",""
"Yes","1990","Not Employed","(1b) general elementary school","","","",""
"Yes","1990","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1990","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1990","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1990","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1990","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1990","Employed","(0) in school","","","",""
"Yes","1990","Employed","(1a) inadequately completed","","","",""
"Yes","1990","Employed","(1b) general elementary school","","","",""
"Yes","1990","Employed","(1c) basic vocational qualification","","","",""
"Yes","1990","Employed","(2b) intermediate general qualification","","","",""
"Yes","1990","Employed","(2a) intermediate vocational","","","",""
"Yes","1990","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Employed","(3a) lower tertiary education","","","",""
"Yes","1990","Employed","(3b) higher tertiary education","","","",""
"No","1990","Not Employed","(0) in school","2","","",""
"No","1990","Not Employed","(1a) inadequately completed","9","","",""
"No","1990","Not Employed","(1b) general elementary school","22","","",""
"No","1990","Not Employed","(1c) basic vocational qualification","20","","",""
"No","1990","Not Employed","(2b) intermediate general qualification","3","","",""
"No","1990","Not Employed","(2a) intermediate vocational","12","","",""
"No","1990","Not Employed","(2c_gen) general maturity certificate","7","","",""
"No","1990","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Not Employed","(3a) lower tertiary education","2","","",""
"No","1990","Not Employed","(3b) higher tertiary education","4","","",""
"No","1990","Employed","(0) in school","4","","",""
"No","1990","Employed","(1a) inadequately completed","286","1","1","1"
"No","1990","Employed","(1b) general elementary school","792","1","1","1"
"No","1990","Employed","(1c) basic vocational qualification","1292","1","1","1"
"No","1990","Employed","(2b) intermediate general qualification","155","1","1","1"
"No","1990","Employed","(2a) intermediate vocational","493","1","1","1"
"No","1990","Employed","(2c_gen) general maturity certificate","108","1","1","1"
"No","1990","Employed","(2c_voc) vocational maturity certificate","147","1","1","1"
"No","1990","Employed","(3a) lower tertiary education","90","1","1","1"
"No","1990","Employed","(3b) higher tertiary education","171","1","1","1"
"Yes","1991","Not Employed","(0) in school","","","",""
"Yes","1991","Not Employed","(1a) inadequately completed","","","",""
"Yes","1991","Not Employed","(1b) general elementary school","","","",""
"Yes","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1991","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1991","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1991","Employed","(0) in school","","","",""
"Yes","1991","Employed","(1a) inadequately completed","","","",""
"Yes","1991","Employed","(1b) general elementary school","","","",""
"Yes","1991","Employed","(1c) basic vocational qualification","","","",""
"Yes","1991","Employed","(2b) intermediate general qualification","","","",""
"Yes","1991","Employed","(2a) intermediate vocational","","","",""
"Yes","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Employed","(3a) lower tertiary education","","","",""
"Yes","1991","Employed","(3b) higher tertiary education","","","",""
"No","1991","Not Employed","(0) in school","2","","",""
"No","1991","Not Employed","(1a) inadequately completed","11","","",""
"No","1991","Not Employed","(1b) general elementary school","29","","",""
"No","1991","Not Employed","(1c) basic vocational qualification","31","1","1","1"
"No","1991","Not Employed","(2b) intermediate general qualification","10","","",""
"No","1991","Not Employed","(2a) intermediate vocational","6","","",""
"No","1991","Not Employed","(2c_gen) general maturity certificate","7","","",""
"No","1991","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"No","1991","Not Employed","(3a) lower tertiary education","3","","",""
"No","1991","Not Employed","(3b) higher tertiary education","7","","",""
"No","1991","Employed","(0) in school","5","","",""
"No","1991","Employed","(1a) inadequately completed","287","1","1","1"
"No","1991","Employed","(1b) general elementary school","786","1","1","1"
"No","1991","Employed","(1c) basic vocational qualification","1255","1","1","1"
"No","1991","Employed","(2b) intermediate general qualification","132","1","1","1"
"No","1991","Employed","(2a) intermediate vocational","465","1","1","1"
"No","1991","Employed","(2c_gen) general maturity certificate","100","1","1","1"
"No","1991","Employed","(2c_voc) vocational maturity certificate","165","1","1","1"
"No","1991","Employed","(3a) lower tertiary education","87","1","1","1"
"No","1991","Employed","(3b) higher tertiary education","187","1","1","1"
"Yes","1992","Not Employed","(0) in school","","","",""
"Yes","1992","Not Employed","(1a) inadequately completed","","","",""
"Yes","1992","Not Employed","(1b) general elementary school","","","",""
"Yes","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1992","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1992","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1992","Employed","(0) in school","","","",""
"Yes","1992","Employed","(1a) inadequately completed","","","",""
"Yes","1992","Employed","(1b) general elementary school","","","",""
"Yes","1992","Employed","(1c) basic vocational qualification","","","",""
"Yes","1992","Employed","(2b) intermediate general qualification","","","",""
"Yes","1992","Employed","(2a) intermediate vocational","","","",""
"Yes","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Employed","(3a) lower tertiary education","","","",""
"Yes","1992","Employed","(3b) higher tertiary education","","","",""
"No","1992","Not Employed","(0) in school","","","",""
"No","1992","Not Employed","(1a) inadequately completed","5","","",""
"No","1992","Not Employed","(1b) general elementary school","16","","",""
"No","1992","Not Employed","(1c) basic vocational qualification","20","","",""
"No","1992","Not Employed","(2b) intermediate general qualification","13","","",""
"No","1992","Not Employed","(2a) intermediate vocational","16","","",""
"No","1992","Not Employed","(2c_gen) general maturity certificate","12","","",""
"No","1992","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"No","1992","Not Employed","(3a) lower tertiary education","6","","",""
"No","1992","Not Employed","(3b) higher tertiary education","7","","",""
"No","1992","Employed","(0) in school","10","","",""
"No","1992","Employed","(1a) inadequately completed","270","1","1","1"
"No","1992","Employed","(1b) general elementary school","815","1","1","1"
"No","1992","Employed","(1c) basic vocational qualification","1637","1","1","1"
"No","1992","Employed","(2b) intermediate general qualification","203","1","1","1"
"No","1992","Employed","(2a) intermediate vocational","1003","1","1","1"
"No","1992","Employed","(2c_gen) general maturity certificate","106","1","1","1"
"No","1992","Employed","(2c_voc) vocational maturity certificate","193","1","1","1"
"No","1992","Employed","(3a) lower tertiary education","327","1","1","1"
"No","1992","Employed","(3b) higher tertiary education","273","1","1","1"
"Yes","1993","Not Employed","(0) in school","","","",""
"Yes","1993","Not Employed","(1a) inadequately completed","","","",""
"Yes","1993","Not Employed","(1b) general elementary school","","","",""
"Yes","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1993","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1993","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1993","Employed","(0) in school","","","",""
"Yes","1993","Employed","(1a) inadequately completed","","","",""
"Yes","1993","Employed","(1b) general elementary school","","","",""
"Yes","1993","Employed","(1c) basic vocational qualification","","","",""
"Yes","1993","Employed","(2b) intermediate general qualification","","","",""
"Yes","1993","Employed","(2a) intermediate vocational","","","",""
"Yes","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Employed","(3a) lower tertiary education","","","",""
"Yes","1993","Employed","(3b) higher tertiary education","","","",""
"No","1993","Not Employed","(0) in school","1","","",""
"No","1993","Not Employed","(1a) inadequately completed","9","","",""
"No","1993","Not Employed","(1b) general elementary school","18","","",""
"No","1993","Not Employed","(1c) basic vocational qualification","34","1","1","1"
"No","1993","Not Employed","(2b) intermediate general qualification","14","","",""
"No","1993","Not Employed","(2a) intermediate vocational","38","1","1","1"
"No","1993","Not Employed","(2c_gen) general maturity certificate","5","","",""
"No","1993","Not Employed","(2c_voc) vocational maturity certificate","7","","",""
"No","1993","Not Employed","(3a) lower tertiary education","8","","",""
"No","1993","Not Employed","(3b) higher tertiary education","7","","",""
"No","1993","Employed","(0) in school","2","","",""
"No","1993","Employed","(1a) inadequately completed","271","1","1","1"
"No","1993","Employed","(1b) general elementary school","774","1","1","1"
"No","1993","Employed","(1c) basic vocational qualification","1555","1","1","1"
"No","1993","Employed","(2b) intermediate general qualification","194","1","1","1"
"No","1993","Employed","(2a) intermediate vocational","1002","1","1","1"
"No","1993","Employed","(2c_gen) general maturity certificate","131","1","1","1"
"No","1993","Employed","(2c_voc) vocational maturity certificate","204","1","1","1"
"No","1993","Employed","(3a) lower tertiary education","305","1","1","1"
"No","1993","Employed","(3b) higher tertiary education","262","1","1","1"
"Yes","1994","Not Employed","(0) in school","","","",""
"Yes","1994","Not Employed","(1a) inadequately completed","","","",""
"Yes","1994","Not Employed","(1b) general elementary school","","","",""
"Yes","1994","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1994","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1994","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1994","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1994","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1994","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1994","Employed","(0) in school","","","",""
"Yes","1994","Employed","(1a) inadequately completed","","","",""
"Yes","1994","Employed","(1b) general elementary school","","","",""
"Yes","1994","Employed","(1c) basic vocational qualification","","","",""
"Yes","1994","Employed","(2b) intermediate general qualification","","","",""
"Yes","1994","Employed","(2a) intermediate vocational","","","",""
"Yes","1994","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1994","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","Employed","(3a) lower tertiary education","","","",""
"Yes","1994","Employed","(3b) higher tertiary education","","","",""
"No","1994","Not Employed","(0) in school","1","","",""
"No","1994","Not Employed","(1a) inadequately completed","6","","",""
"No","1994","Not Employed","(1b) general elementary school","18","","",""
"No","1994","Not Employed","(1c) basic vocational qualification","34","1","1","1"
"No","1994","Not Employed","(2b) intermediate general qualification","7","","",""
"No","1994","Not Employed","(2a) intermediate vocational","19","","",""
"No","1994","Not Employed","(2c_gen) general maturity certificate","12","","",""
"No","1994","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"No","1994","Not Employed","(3a) lower tertiary education","10","","",""
"No","1994","Not Employed","(3b) higher tertiary education","11","","",""
"No","1994","Employed","(0) in school","1","","",""
"No","1994","Employed","(1a) inadequately completed","251","1","1","1"
"No","1994","Employed","(1b) general elementary school","644","1","1","1"
"No","1994","Employed","(1c) basic vocational qualification","1389","1","1","1"
"No","1994","Employed","(2b) intermediate general qualification","180","1","1","1"
"No","1994","Employed","(2a) intermediate vocational","987","1","1","1"
"No","1994","Employed","(2c_gen) general maturity certificate","135","1","1","1"
"No","1994","Employed","(2c_voc) vocational maturity certificate","182","1","1","1"
"No","1994","Employed","(3a) lower tertiary education","281","1","1","1"
"No","1994","Employed","(3b) higher tertiary education","290","1","1","1"
"Yes","1995","Not Employed","(0) in school","","","",""
"Yes","1995","Not Employed","(1a) inadequately completed","","","",""
"Yes","1995","Not Employed","(1b) general elementary school","","","",""
"Yes","1995","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1995","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1995","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1995","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1995","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1995","Employed","(0) in school","","","",""
"Yes","1995","Employed","(1a) inadequately completed","","","",""
"Yes","1995","Employed","(1b) general elementary school","","","",""
"Yes","1995","Employed","(1c) basic vocational qualification","","","",""
"Yes","1995","Employed","(2b) intermediate general qualification","","","",""
"Yes","1995","Employed","(2a) intermediate vocational","","","",""
"Yes","1995","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1995","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1995","Employed","(3a) lower tertiary education","","","",""
"Yes","1995","Employed","(3b) higher tertiary education","","","",""
"No","1995","Not Employed","(0) in school","3","","",""
"No","1995","Not Employed","(1a) inadequately completed","5","","",""
"No","1995","Not Employed","(1b) general elementary school","16","","",""
"No","1995","Not Employed","(1c) basic vocational qualification","43","1","1","1"
"No","1995","Not Employed","(2b) intermediate general qualification","16","","",""
"No","1995","Not Employed","(2a) intermediate vocational","37","1","1","1"
"No","1995","Not Employed","(2c_gen) general maturity certificate","8","","",""
"No","1995","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"No","1995","Not Employed","(3a) lower tertiary education","5","","",""
"No","1995","Not Employed","(3b) higher tertiary education","11","","",""
"No","1995","Employed","(0) in school","2","","",""
"No","1995","Employed","(1a) inadequately completed","202","1","1","1"
"No","1995","Employed","(1b) general elementary school","612","1","1","1"
"No","1995","Employed","(1c) basic vocational qualification","1359","1","1","1"
"No","1995","Employed","(2b) intermediate general qualification","175","1","1","1"
"No","1995","Employed","(2a) intermediate vocational","982","1","1","1"
"No","1995","Employed","(2c_gen) general maturity certificate","155","1","1","1"
"No","1995","Employed","(2c_voc) vocational maturity certificate","205","1","1","1"
"No","1995","Employed","(3a) lower tertiary education","308","1","1","1"
"No","1995","Employed","(3b) higher tertiary education","313","1","1","1"
"Yes","1996","Not Employed","(0) in school","","","",""
"Yes","1996","Not Employed","(1a) inadequately completed","","","",""
"Yes","1996","Not Employed","(1b) general elementary school","","","",""
"Yes","1996","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1996","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1996","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1996","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1996","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1996","Employed","(0) in school","","","",""
"Yes","1996","Employed","(1a) inadequately completed","","","",""
"Yes","1996","Employed","(1b) general elementary school","","","",""
"Yes","1996","Employed","(1c) basic vocational qualification","","","",""
"Yes","1996","Employed","(2b) intermediate general qualification","","","",""
"Yes","1996","Employed","(2a) intermediate vocational","","","",""
"Yes","1996","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1996","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1996","Employed","(3a) lower tertiary education","","","",""
"Yes","1996","Employed","(3b) higher tertiary education","","","",""
"No","1996","Not Employed","(0) in school","2","","",""
"No","1996","Not Employed","(1a) inadequately completed","1","","",""
"No","1996","Not Employed","(1b) general elementary school","17","","",""
"No","1996","Not Employed","(1c) basic vocational qualification","34","1","1","1"
"No","1996","Not Employed","(2b) intermediate general qualification","12","","",""
"No","1996","Not Employed","(2a) intermediate vocational","25","","",""
"No","1996","Not Employed","(2c_gen) general maturity certificate","7","","",""
"No","1996","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"No","1996","Not Employed","(3a) lower tertiary education","6","","",""
"No","1996","Not Employed","(3b) higher tertiary education","4","","",""
"No","1996","Employed","(0) in school","1","","",""
"No","1996","Employed","(1a) inadequately completed","192","1","1","1"
"No","1996","Employed","(1b) general elementary school","597","1","1","1"
"No","1996","Employed","(1c) basic vocational qualification","1316","1","1","1"
"No","1996","Employed","(2b) intermediate general qualification","181","1","1","1"
"No","1996","Employed","(2a) intermediate vocational","969","1","1","1"
"No","1996","Employed","(2c_gen) general maturity certificate","134","1","1","1"
"No","1996","Employed","(2c_voc) vocational maturity certificate","202","1","1","1"
"No","1996","Employed","(3a) lower tertiary education","309","1","1","1"
"No","1996","Employed","(3b) higher tertiary education","309","1","1","1"
"Yes","1997","Not Employed","(0) in school","","","",""
"Yes","1997","Not Employed","(1a) inadequately completed","","","",""
"Yes","1997","Not Employed","(1b) general elementary school","","","",""
"Yes","1997","Not Employed","(1c) basic vocational qualification","","","",""
"Yes","1997","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","1997","Not Employed","(2a) intermediate vocational","","","",""
"Yes","1997","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Not Employed","(3a) lower tertiary education","","","",""
"Yes","1997","Not Employed","(3b) higher tertiary education","","","",""
"Yes","1997","Employed","(0) in school","","","",""
"Yes","1997","Employed","(1a) inadequately completed","","","",""
"Yes","1997","Employed","(1b) general elementary school","","","",""
"Yes","1997","Employed","(1c) basic vocational qualification","","","",""
"Yes","1997","Employed","(2b) intermediate general qualification","","","",""
"Yes","1997","Employed","(2a) intermediate vocational","","","",""
"Yes","1997","Employed","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Employed","(3a) lower tertiary education","","","",""
"Yes","1997","Employed","(3b) higher tertiary education","","","",""
