"plb0196_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1996","North Rhine-Westphalia","(2c_gen) general maturity certificate","41","1","1","1"
"No","1996","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","59","1","1","1"
"No","1996","North Rhine-Westphalia","(3a) lower tertiary education","44","1","1","1"
"No","1996","North Rhine-Westphalia","(3b) higher tertiary education","68","1","1","1"
"No","1996","Hesse","(0) in school","","","",""
"No","1996","Hesse","(1a) inadequately completed","22","","",""
"No","1996","Hesse","(1b) general elementary school","64","1","1","1"
"No","1996","Hesse","(1c) basic vocational qualification","111","1","1","1"
"No","1996","Hesse","(2b) intermediate general qualification","10","","",""
"No","1996","Hesse","(2a) intermediate vocational","47","1","1","1"
"No","1996","Hesse","(2c_gen) general maturity certificate","9","","",""
"No","1996","Hesse","(2c_voc) vocational maturity certificate","16","","",""
"No","1996","Hesse","(3a) lower tertiary education","13","","",""
"No","1996","Hesse","(3b) higher tertiary education","30","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","1996","Rhineland-Palatinate,Saarland","(1a) inadequately completed","9","","",""
"No","1996","Rhineland-Palatinate,Saarland","(1b) general elementary school","61","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","93","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","11","","",""
"No","1996","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","30","1","1","1"
"No","1996","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","8","","",""
"No","1996","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","7","","",""
"No","1996","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","6","","",""
"No","1996","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","12","","",""
"No","1996","Baden-Württemberg","(0) in school","2","","",""
"No","1996","Baden-Württemberg","(1a) inadequately completed","56","1","1","1"
"No","1996","Baden-Württemberg","(1b) general elementary school","129","1","1","1"
"No","1996","Baden-Württemberg","(1c) basic vocational qualification","202","1","1","1"
"No","1996","Baden-Württemberg","(2b) intermediate general qualification","22","","",""
"No","1996","Baden-Württemberg","(2a) intermediate vocational","79","1","1","1"
"No","1996","Baden-Württemberg","(2c_gen) general maturity certificate","23","","",""
"No","1996","Baden-Württemberg","(2c_voc) vocational maturity certificate","31","1","1","1"
"No","1996","Baden-Württemberg","(3a) lower tertiary education","17","","",""
"No","1996","Baden-Württemberg","(3b) higher tertiary education","29","","",""
"No","1996","Bavaria","(0) in school","","","",""
"No","1996","Bavaria","(1a) inadequately completed","26","","",""
"No","1996","Bavaria","(1b) general elementary school","104","1","1","1"
"No","1996","Bavaria","(1c) basic vocational qualification","238","1","1","1"
"No","1996","Bavaria","(2b) intermediate general qualification","22","","",""
"No","1996","Bavaria","(2a) intermediate vocational","87","1","1","1"
"No","1996","Bavaria","(2c_gen) general maturity certificate","20","","",""
"No","1996","Bavaria","(2c_voc) vocational maturity certificate","27","","",""
"No","1996","Bavaria","(3a) lower tertiary education","20","","",""
"No","1996","Bavaria","(3b) higher tertiary education","33","1","1","1"
"No","1996","Berlin","(0) in school","","","",""
"No","1996","Berlin","(1a) inadequately completed","2","","",""
"No","1996","Berlin","(1b) general elementary school","15","","",""
"No","1996","Berlin","(1c) basic vocational qualification","37","1","1","1"
"No","1996","Berlin","(2b) intermediate general qualification","5","","",""
"No","1996","Berlin","(2a) intermediate vocational","44","1","1","1"
"No","1996","Berlin","(2c_gen) general maturity certificate","3","","",""
"No","1996","Berlin","(2c_voc) vocational maturity certificate","8","","",""
"No","1996","Berlin","(3a) lower tertiary education","26","","",""
"No","1996","Berlin","(3b) higher tertiary education","26","","",""
"No","1996","Brandenburg","(0) in school","","","",""
"No","1996","Brandenburg","(1a) inadequately completed","1","","",""
"No","1996","Brandenburg","(1b) general elementary school","3","","",""
"No","1996","Brandenburg","(1c) basic vocational qualification","34","1","1","1"
"No","1996","Brandenburg","(2b) intermediate general qualification","18","","",""
"No","1996","Brandenburg","(2a) intermediate vocational","85","1","1","1"
"No","1996","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"No","1996","Brandenburg","(2c_voc) vocational maturity certificate","7","","",""
"No","1996","Brandenburg","(3a) lower tertiary education","36","1","1","1"
"No","1996","Brandenburg","(3b) higher tertiary education","11","","",""
"No","1996","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1996","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"No","1996","Mecklenburg-Western Pomerania","(1b) general elementary school","7","","",""
"No","1996","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","22","","",""
"No","1996","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","9","","",""
"No","1996","Mecklenburg-Western Pomerania","(2a) intermediate vocational","58","1","1","1"
"No","1996","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"No","1996","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","4","","",""
"No","1996","Mecklenburg-Western Pomerania","(3a) lower tertiary education","17","","",""
"No","1996","Mecklenburg-Western Pomerania","(3b) higher tertiary education","11","","",""
"No","1996","Saxony","(0) in school","","","",""
"No","1996","Saxony","(1a) inadequately completed","1","","",""
"No","1996","Saxony","(1b) general elementary school","9","","",""
"No","1996","Saxony","(1c) basic vocational qualification","65","1","1","1"
"No","1996","Saxony","(2b) intermediate general qualification","20","","",""
"No","1996","Saxony","(2a) intermediate vocational","148","1","1","1"
"No","1996","Saxony","(2c_gen) general maturity certificate","6","","",""
"No","1996","Saxony","(2c_voc) vocational maturity certificate","7","","",""
"No","1996","Saxony","(3a) lower tertiary education","46","1","1","1"
"No","1996","Saxony","(3b) higher tertiary education","29","","",""
"No","1996","Saxony-Anhalt","(0) in school","","","",""
"No","1996","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"No","1996","Saxony-Anhalt","(1b) general elementary school","9","","",""
"No","1996","Saxony-Anhalt","(1c) basic vocational qualification","50","1","1","1"
"No","1996","Saxony-Anhalt","(2b) intermediate general qualification","12","","",""
"No","1996","Saxony-Anhalt","(2a) intermediate vocational","84","1","1","1"
"No","1996","Saxony-Anhalt","(2c_gen) general maturity certificate","4","","",""
"No","1996","Saxony-Anhalt","(2c_voc) vocational maturity certificate","9","","",""
"No","1996","Saxony-Anhalt","(3a) lower tertiary education","37","1","1","1"
"No","1996","Saxony-Anhalt","(3b) higher tertiary education","14","","",""
"No","1996","Thuringia","(0) in school","","","",""
"No","1996","Thuringia","(1a) inadequately completed","3","","",""
"No","1996","Thuringia","(1b) general elementary school","7","","",""
"No","1996","Thuringia","(1c) basic vocational qualification","33","1","1","1"
"No","1996","Thuringia","(2b) intermediate general qualification","10","","",""
"No","1996","Thuringia","(2a) intermediate vocational","87","1","1","1"
"No","1996","Thuringia","(2c_gen) general maturity certificate","6","","",""
"No","1996","Thuringia","(2c_voc) vocational maturity certificate","3","","",""
"No","1996","Thuringia","(3a) lower tertiary education","31","1","1","1"
"No","1996","Thuringia","(3b) higher tertiary education","11","","",""
"Yes","1997","Schleswig-Holstein","(0) in school","","","",""
"Yes","1997","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","1997","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","1997","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","1997","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","1997","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","1997","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","1997","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","1997","Hamburg","(0) in school","","","",""
"Yes","1997","Hamburg","(1a) inadequately completed","","","",""
"Yes","1997","Hamburg","(1b) general elementary school","","","",""
"Yes","1997","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","1997","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","1997","Hamburg","(2a) intermediate vocational","","","",""
"Yes","1997","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Hamburg","(3a) lower tertiary education","","","",""
"Yes","1997","Hamburg","(3b) higher tertiary education","","","",""
"Yes","1997","Lower Saxony","(0) in school","","","",""
"Yes","1997","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","1997","Lower Saxony","(1b) general elementary school","","","",""
"Yes","1997","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes","1997","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","1997","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes","1997","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","1997","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes","1997","Bremen","(0) in school","","","",""
"Yes","1997","Bremen","(1a) inadequately completed","","","",""
"Yes","1997","Bremen","(1b) general elementary school","","","",""
"Yes","1997","Bremen","(1c) basic vocational qualification","","","",""
"Yes","1997","Bremen","(2b) intermediate general qualification","","","",""
"Yes","1997","Bremen","(2a) intermediate vocational","","","",""
"Yes","1997","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Bremen","(3a) lower tertiary education","","","",""
"Yes","1997","Bremen","(3b) higher tertiary education","","","",""
"Yes","1997","North Rhine-Westphalia","(0) in school","","","",""
"Yes","1997","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","1997","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","1997","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes","1997","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","1997","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes","1997","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","1997","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes","1997","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes","1997","Hesse","(0) in school","","","",""
"Yes","1997","Hesse","(1a) inadequately completed","","","",""
"Yes","1997","Hesse","(1b) general elementary school","","","",""
"Yes","1997","Hesse","(1c) basic vocational qualification","","","",""
"Yes","1997","Hesse","(2b) intermediate general qualification","","","",""
"Yes","1997","Hesse","(2a) intermediate vocational","","","",""
"Yes","1997","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Hesse","(3a) lower tertiary education","","","",""
"Yes","1997","Hesse","(3b) higher tertiary education","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","1997","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","1997","Baden-Württemberg","(0) in school","","","",""
"Yes","1997","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","1997","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","1997","Baden-Württemberg","(1c) basic vocational qualification","","","",""
