"plb0196_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1987","(0) in school","Male","","","",""
"Yes","1987","(0) in school","Female","","","",""
"Yes","1987","(1a) inadequately completed","Male","","","",""
"Yes","1987","(1a) inadequately completed","Female","","","",""
"Yes","1987","(1b) general elementary school","Male","","","",""
"Yes","1987","(1b) general elementary school","Female","","","",""
"Yes","1987","(1c) basic vocational qualification","Male","","","",""
"Yes","1987","(1c) basic vocational qualification","Female","","","",""
"Yes","1987","(2b) intermediate general qualification","Male","","","",""
"Yes","1987","(2b) intermediate general qualification","Female","","","",""
"Yes","1987","(2a) intermediate vocational","Male","","","",""
"Yes","1987","(2a) intermediate vocational","Female","","","",""
"Yes","1987","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1987","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1987","(3a) lower tertiary education","Male","","","",""
"Yes","1987","(3a) lower tertiary education","Female","","","",""
"Yes","1987","(3b) higher tertiary education","Male","","","",""
"Yes","1987","(3b) higher tertiary education","Female","","","",""
"No","1987","(0) in school","Male","","","",""
"No","1987","(0) in school","Female","","","",""
"No","1987","(1a) inadequately completed","Male","","","",""
"No","1987","(1a) inadequately completed","Female","","","",""
"No","1987","(1b) general elementary school","Male","","","",""
"No","1987","(1b) general elementary school","Female","","","",""
"No","1987","(1c) basic vocational qualification","Male","","","",""
"No","1987","(1c) basic vocational qualification","Female","","","",""
"No","1987","(2b) intermediate general qualification","Male","","","",""
"No","1987","(2b) intermediate general qualification","Female","","","",""
"No","1987","(2a) intermediate vocational","Male","","","",""
"No","1987","(2a) intermediate vocational","Female","","","",""
"No","1987","(2c_gen) general maturity certificate","Male","","","",""
"No","1987","(2c_gen) general maturity certificate","Female","","","",""
"No","1987","(2c_voc) vocational maturity certificate","Male","","","",""
"No","1987","(2c_voc) vocational maturity certificate","Female","","","",""
"No","1987","(3a) lower tertiary education","Male","","","",""
"No","1987","(3a) lower tertiary education","Female","","","",""
"No","1987","(3b) higher tertiary education","Male","","","",""
"No","1987","(3b) higher tertiary education","Female","","","",""
"Yes","1988","(0) in school","Male","","","",""
"Yes","1988","(0) in school","Female","","","",""
"Yes","1988","(1a) inadequately completed","Male","","","",""
"Yes","1988","(1a) inadequately completed","Female","","","",""
"Yes","1988","(1b) general elementary school","Male","","","",""
"Yes","1988","(1b) general elementary school","Female","","","",""
"Yes","1988","(1c) basic vocational qualification","Male","","","",""
"Yes","1988","(1c) basic vocational qualification","Female","","","",""
"Yes","1988","(2b) intermediate general qualification","Male","","","",""
"Yes","1988","(2b) intermediate general qualification","Female","","","",""
"Yes","1988","(2a) intermediate vocational","Male","","","",""
"Yes","1988","(2a) intermediate vocational","Female","","","",""
"Yes","1988","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1988","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1988","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1988","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1988","(3a) lower tertiary education","Male","","","",""
"Yes","1988","(3a) lower tertiary education","Female","","","",""
"Yes","1988","(3b) higher tertiary education","Male","","","",""
"Yes","1988","(3b) higher tertiary education","Female","","","",""
"No","1988","(0) in school","Male","3","","",""
"No","1988","(0) in school","Female","2","","",""
"No","1988","(1a) inadequately completed","Male","171","1","1","1"
"No","1988","(1a) inadequately completed","Female","154","1","1","1"
"No","1988","(1b) general elementary school","Male","449","1","1","1"
"No","1988","(1b) general elementary school","Female","438","1","1","1"
"No","1988","(1c) basic vocational qualification","Male","940","1","1","1"
"No","1988","(1c) basic vocational qualification","Female","502","1","1","1"
"No","1988","(2b) intermediate general qualification","Male","76","1","1","1"
"No","1988","(2b) intermediate general qualification","Female","101","1","1","1"
"No","1988","(2a) intermediate vocational","Male","255","1","1","1"
"No","1988","(2a) intermediate vocational","Female","287","1","1","1"
"No","1988","(2c_gen) general maturity certificate","Male","64","1","1","1"
"No","1988","(2c_gen) general maturity certificate","Female","43","1","1","1"
"No","1988","(2c_voc) vocational maturity certificate","Male","78","1","1","1"
"No","1988","(2c_voc) vocational maturity certificate","Female","69","1","1","1"
"No","1988","(3a) lower tertiary education","Male","64","1","1","1"
"No","1988","(3a) lower tertiary education","Female","29","","",""
"No","1988","(3b) higher tertiary education","Male","142","1","1","1"
"No","1988","(3b) higher tertiary education","Female","75","1","1","1"
"Yes","1989","(0) in school","Male","","","",""
"Yes","1989","(0) in school","Female","","","",""
"Yes","1989","(1a) inadequately completed","Male","","","",""
"Yes","1989","(1a) inadequately completed","Female","","","",""
"Yes","1989","(1b) general elementary school","Male","","","",""
"Yes","1989","(1b) general elementary school","Female","","","",""
"Yes","1989","(1c) basic vocational qualification","Male","","","",""
"Yes","1989","(1c) basic vocational qualification","Female","","","",""
"Yes","1989","(2b) intermediate general qualification","Male","","","",""
"Yes","1989","(2b) intermediate general qualification","Female","","","",""
"Yes","1989","(2a) intermediate vocational","Male","","","",""
"Yes","1989","(2a) intermediate vocational","Female","","","",""
"Yes","1989","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1989","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1989","(3a) lower tertiary education","Male","","","",""
"Yes","1989","(3a) lower tertiary education","Female","","","",""
"Yes","1989","(3b) higher tertiary education","Male","","","",""
"Yes","1989","(3b) higher tertiary education","Female","","","",""
"No","1989","(0) in school","Male","6","","",""
"No","1989","(0) in school","Female","4","","",""
"No","1989","(1a) inadequately completed","Male","162","1","1","1"
"No","1989","(1a) inadequately completed","Female","137","1","1","1"
"No","1989","(1b) general elementary school","Male","435","1","1","1"
"No","1989","(1b) general elementary school","Female","430","1","1","1"
"No","1989","(1c) basic vocational qualification","Male","865","1","1","1"
"No","1989","(1c) basic vocational qualification","Female","502","1","1","1"
"No","1989","(2b) intermediate general qualification","Male","67","1","1","1"
"No","1989","(2b) intermediate general qualification","Female","94","1","1","1"
"No","1989","(2a) intermediate vocational","Male","233","1","1","1"
"No","1989","(2a) intermediate vocational","Female","279","1","1","1"
"No","1989","(2c_gen) general maturity certificate","Male","76","1","1","1"
"No","1989","(2c_gen) general maturity certificate","Female","39","1","1","1"
"No","1989","(2c_voc) vocational maturity certificate","Male","87","1","1","1"
"No","1989","(2c_voc) vocational maturity certificate","Female","63","1","1","1"
"No","1989","(3a) lower tertiary education","Male","57","1","1","1"
"No","1989","(3a) lower tertiary education","Female","31","1","1","1"
"No","1989","(3b) higher tertiary education","Male","137","1","1","1"
"No","1989","(3b) higher tertiary education","Female","71","1","1","1"
"Yes","1990","(0) in school","Male","","","",""
"Yes","1990","(0) in school","Female","","","",""
"Yes","1990","(1a) inadequately completed","Male","","","",""
"Yes","1990","(1a) inadequately completed","Female","","","",""
"Yes","1990","(1b) general elementary school","Male","","","",""
"Yes","1990","(1b) general elementary school","Female","","","",""
"Yes","1990","(1c) basic vocational qualification","Male","","","",""
"Yes","1990","(1c) basic vocational qualification","Female","","","",""
"Yes","1990","(2b) intermediate general qualification","Male","","","",""
"Yes","1990","(2b) intermediate general qualification","Female","","","",""
"Yes","1990","(2a) intermediate vocational","Male","","","",""
"Yes","1990","(2a) intermediate vocational","Female","","","",""
"Yes","1990","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1990","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1990","(3a) lower tertiary education","Male","","","",""
"Yes","1990","(3a) lower tertiary education","Female","","","",""
"Yes","1990","(3b) higher tertiary education","Male","","","",""
"Yes","1990","(3b) higher tertiary education","Female","","","",""
"No","1990","(0) in school","Male","5","","",""
"No","1990","(0) in school","Female","1","","",""
"No","1990","(1a) inadequately completed","Male","155","1","1","1"
"No","1990","(1a) inadequately completed","Female","140","1","1","1"
"No","1990","(1b) general elementary school","Male","396","1","1","1"
"No","1990","(1b) general elementary school","Female","418","1","1","1"
"No","1990","(1c) basic vocational qualification","Male","821","1","1","1"
"No","1990","(1c) basic vocational qualification","Female","491","1","1","1"
"No","1990","(2b) intermediate general qualification","Male","67","1","1","1"
"No","1990","(2b) intermediate general qualification","Female","91","1","1","1"
"No","1990","(2a) intermediate vocational","Male","214","1","1","1"
"No","1990","(2a) intermediate vocational","Female","291","1","1","1"
"No","1990","(2c_gen) general maturity certificate","Male","75","1","1","1"
"No","1990","(2c_gen) general maturity certificate","Female","40","1","1","1"
"No","1990","(2c_voc) vocational maturity certificate","Male","77","1","1","1"
"No","1990","(2c_voc) vocational maturity certificate","Female","70","1","1","1"
"No","1990","(3a) lower tertiary education","Male","59","1","1","1"
"No","1990","(3a) lower tertiary education","Female","33","1","1","1"
"No","1990","(3b) higher tertiary education","Male","110","1","1","1"
"No","1990","(3b) higher tertiary education","Female","65","1","1","1"
"Yes","1991","(0) in school","Male","","","",""
"Yes","1991","(0) in school","Female","","","",""
"Yes","1991","(1a) inadequately completed","Male","","","",""
"Yes","1991","(1a) inadequately completed","Female","","","",""
"Yes","1991","(1b) general elementary school","Male","","","",""
"Yes","1991","(1b) general elementary school","Female","","","",""
"Yes","1991","(1c) basic vocational qualification","Male","","","",""
"Yes","1991","(1c) basic vocational qualification","Female","","","",""
"Yes","1991","(2b) intermediate general qualification","Male","","","",""
"Yes","1991","(2b) intermediate general qualification","Female","","","",""
"Yes","1991","(2a) intermediate vocational","Male","","","",""
"Yes","1991","(2a) intermediate vocational","Female","","","",""
"Yes","1991","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1991","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1991","(3a) lower tertiary education","Male","","","",""
"Yes","1991","(3a) lower tertiary education","Female","","","",""
"Yes","1991","(3b) higher tertiary education","Male","","","",""
"Yes","1991","(3b) higher tertiary education","Female","","","",""
"No","1991","(0) in school","Male","6","","",""
"No","1991","(0) in school","Female","1","","",""
"No","1991","(1a) inadequately completed","Male","162","1","1","1"
"No","1991","(1a) inadequately completed","Female","149","1","1","1"
"No","1991","(1b) general elementary school","Male","410","1","1","1"
"No","1991","(1b) general elementary school","Female","467","1","1","1"
"No","1991","(1c) basic vocational qualification","Male","1080","1","1","1"
"No","1991","(1c) basic vocational qualification","Female","760","1","1","1"
"No","1991","(2b) intermediate general qualification","Male","110","1","1","1"
"No","1991","(2b) intermediate general qualification","Female","117","1","1","1"
"No","1991","(2a) intermediate vocational","Male","625","1","1","1"
"No","1991","(2a) intermediate vocational","Female","615","1","1","1"
"No","1991","(2c_gen) general maturity certificate","Male","68","1","1","1"
"No","1991","(2c_gen) general maturity certificate","Female","44","1","1","1"
"No","1991","(2c_voc) vocational maturity certificate","Male","122","1","1","1"
"No","1991","(2c_voc) vocational maturity certificate","Female","90","1","1","1"
"No","1991","(3a) lower tertiary education","Male","167","1","1","1"
"No","1991","(3a) lower tertiary education","Female","230","1","1","1"
"No","1991","(3b) higher tertiary education","Male","201","1","1","1"
"No","1991","(3b) higher tertiary education","Female","131","1","1","1"
"Yes","1992","(0) in school","Male","","","",""
"Yes","1992","(0) in school","Female","","","",""
"Yes","1992","(1a) inadequately completed","Male","","","",""
"Yes","1992","(1a) inadequately completed","Female","","","",""
"Yes","1992","(1b) general elementary school","Male","","","",""
"Yes","1992","(1b) general elementary school","Female","","","",""
"Yes","1992","(1c) basic vocational qualification","Male","","","",""
"Yes","1992","(1c) basic vocational qualification","Female","","","",""
"Yes","1992","(2b) intermediate general qualification","Male","","","",""
"Yes","1992","(2b) intermediate general qualification","Female","","","",""
"Yes","1992","(2a) intermediate vocational","Male","","","",""
"Yes","1992","(2a) intermediate vocational","Female","","","",""
"Yes","1992","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1992","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1992","(3a) lower tertiary education","Male","","","",""
"Yes","1992","(3a) lower tertiary education","Female","","","",""
"Yes","1992","(3b) higher tertiary education","Male","","","",""
"Yes","1992","(3b) higher tertiary education","Female","","","",""
"No","1992","(0) in school","Male","4","","",""
"No","1992","(0) in school","Female","6","","",""
"No","1992","(1a) inadequately completed","Male","148","1","1","1"
"No","1992","(1a) inadequately completed","Female","127","1","1","1"
"No","1992","(1b) general elementary school","Male","418","1","1","1"
"No","1992","(1b) general elementary school","Female","413","1","1","1"
"No","1992","(1c) basic vocational qualification","Male","997","1","1","1"
"No","1992","(1c) basic vocational qualification","Female","660","1","1","1"
"No","1992","(2b) intermediate general qualification","Male","90","1","1","1"
"No","1992","(2b) intermediate general qualification","Female","126","1","1","1"
"No","1992","(2a) intermediate vocational","Male","504","1","1","1"
"No","1992","(2a) intermediate vocational","Female","515","1","1","1"
"No","1992","(2c_gen) general maturity certificate","Male","75","1","1","1"
"No","1992","(2c_gen) general maturity certificate","Female","43","1","1","1"
"No","1992","(2c_voc) vocational maturity certificate","Male","118","1","1","1"
"No","1992","(2c_voc) vocational maturity certificate","Female","78","1","1","1"
"No","1992","(3a) lower tertiary education","Male","141","1","1","1"
"No","1992","(3a) lower tertiary education","Female","192","1","1","1"
"No","1992","(3b) higher tertiary education","Male","173","1","1","1"
"No","1992","(3b) higher tertiary education","Female","107","1","1","1"
"Yes","1993","(0) in school","Male","","","",""
"Yes","1993","(0) in school","Female","","","",""
"Yes","1993","(1a) inadequately completed","Male","","","",""
"Yes","1993","(1a) inadequately completed","Female","","","",""
"Yes","1993","(1b) general elementary school","Male","","","",""
"Yes","1993","(1b) general elementary school","Female","","","",""
"Yes","1993","(1c) basic vocational qualification","Male","","","",""
"Yes","1993","(1c) basic vocational qualification","Female","","","",""
"Yes","1993","(2b) intermediate general qualification","Male","","","",""
"Yes","1993","(2b) intermediate general qualification","Female","","","",""
"Yes","1993","(2a) intermediate vocational","Male","","","",""
"Yes","1993","(2a) intermediate vocational","Female","","","",""
"Yes","1993","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1993","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1993","(3a) lower tertiary education","Male","","","",""
"Yes","1993","(3a) lower tertiary education","Female","","","",""
"Yes","1993","(3b) higher tertiary education","Male","","","",""
"Yes","1993","(3b) higher tertiary education","Female","","","",""
"No","1993","(0) in school","Male","2","","",""
"No","1993","(0) in school","Female","1","","",""
"No","1993","(1a) inadequately completed","Male","149","1","1","1"
"No","1993","(1a) inadequately completed","Female","131","1","1","1"
"No","1993","(1b) general elementary school","Male","386","1","1","1"
"No","1993","(1b) general elementary school","Female","406","1","1","1"
"No","1993","(1c) basic vocational qualification","Male","982","1","1","1"
"No","1993","(1c) basic vocational qualification","Female","607","1","1","1"
"No","1993","(2b) intermediate general qualification","Male","92","1","1","1"
"No","1993","(2b) intermediate general qualification","Female","116","1","1","1"
"No","1993","(2a) intermediate vocational","Male","506","1","1","1"
"No","1993","(2a) intermediate vocational","Female","534","1","1","1"
"No","1993","(2c_gen) general maturity certificate","Male","73","1","1","1"
"No","1993","(2c_gen) general maturity certificate","Female","63","1","1","1"
"No","1993","(2c_voc) vocational maturity certificate","Male","124","1","1","1"
"No","1993","(2c_voc) vocational maturity certificate","Female","87","1","1","1"
"No","1993","(3a) lower tertiary education","Male","130","1","1","1"
"No","1993","(3a) lower tertiary education","Female","183","1","1","1"
"No","1993","(3b) higher tertiary education","Male","166","1","1","1"
"No","1993","(3b) higher tertiary education","Female","103","1","1","1"
"Yes","1994","(0) in school","Male","","","",""
"Yes","1994","(0) in school","Female","","","",""
"Yes","1994","(1a) inadequately completed","Male","","","",""
"Yes","1994","(1a) inadequately completed","Female","","","",""
"Yes","1994","(1b) general elementary school","Male","","","",""
"Yes","1994","(1b) general elementary school","Female","","","",""
"Yes","1994","(1c) basic vocational qualification","Male","","","",""
"Yes","1994","(1c) basic vocational qualification","Female","","","",""
"Yes","1994","(2b) intermediate general qualification","Male","","","",""
"Yes","1994","(2b) intermediate general qualification","Female","","","",""
"Yes","1994","(2a) intermediate vocational","Male","","","",""
"Yes","1994","(2a) intermediate vocational","Female","","","",""
"Yes","1994","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1994","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1994","(3a) lower tertiary education","Male","","","",""
"Yes","1994","(3a) lower tertiary education","Female","","","",""
"Yes","1994","(3b) higher tertiary education","Male","","","",""
"Yes","1994","(3b) higher tertiary education","Female","","","",""
"No","1994","(0) in school","Male","","","",""
"No","1994","(0) in school","Female","2","","",""
"No","1994","(1a) inadequately completed","Male","132","1","1","1"
"No","1994","(1a) inadequately completed","Female","125","1","1","1"
"No","1994","(1b) general elementary school","Male","312","1","1","1"
"No","1994","(1b) general elementary school","Female","350","1","1","1"
"No","1994","(1c) basic vocational qualification","Male","884","1","1","1"
"No","1994","(1c) basic vocational qualification","Female","539","1","1","1"
"No","1994","(2b) intermediate general qualification","Male","82","1","1","1"
"No","1994","(2b) intermediate general qualification","Female","105","1","1","1"
"No","1994","(2a) intermediate vocational","Male","494","1","1","1"
"No","1994","(2a) intermediate vocational","Female","512","1","1","1"
"No","1994","(2c_gen) general maturity certificate","Male","79","1","1","1"
"No","1994","(2c_gen) general maturity certificate","Female","68","1","1","1"
"No","1994","(2c_voc) vocational maturity certificate","Male","94","1","1","1"
"No","1994","(2c_voc) vocational maturity certificate","Female","94","1","1","1"
"No","1994","(3a) lower tertiary education","Male","128","1","1","1"
"No","1994","(3a) lower tertiary education","Female","163","1","1","1"
"No","1994","(3b) higher tertiary education","Male","178","1","1","1"
"No","1994","(3b) higher tertiary education","Female","123","1","1","1"
"Yes","1995","(0) in school","Male","","","",""
"Yes","1995","(0) in school","Female","","","",""
"Yes","1995","(1a) inadequately completed","Male","","","",""
"Yes","1995","(1a) inadequately completed","Female","","","",""
"Yes","1995","(1b) general elementary school","Male","","","",""
"Yes","1995","(1b) general elementary school","Female","","","",""
"Yes","1995","(1c) basic vocational qualification","Male","","","",""
"Yes","1995","(1c) basic vocational qualification","Female","","","",""
"Yes","1995","(2b) intermediate general qualification","Male","","","",""
"Yes","1995","(2b) intermediate general qualification","Female","","","",""
"Yes","1995","(2a) intermediate vocational","Male","","","",""
"Yes","1995","(2a) intermediate vocational","Female","","","",""
"Yes","1995","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1995","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1995","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1995","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1995","(3a) lower tertiary education","Male","","","",""
"Yes","1995","(3a) lower tertiary education","Female","","","",""
"Yes","1995","(3b) higher tertiary education","Male","","","",""
"Yes","1995","(3b) higher tertiary education","Female","","","",""
"No","1995","(0) in school","Male","4","","",""
"No","1995","(0) in school","Female","1","","",""
"No","1995","(1a) inadequately completed","Male","107","1","1","1"
"No","1995","(1a) inadequately completed","Female","100","1","1","1"
"No","1995","(1b) general elementary school","Male","305","1","1","1"
"No","1995","(1b) general elementary school","Female","323","1","1","1"
"No","1995","(1c) basic vocational qualification","Male","866","1","1","1"
"No","1995","(1c) basic vocational qualification","Female","536","1","1","1"
"No","1995","(2b) intermediate general qualification","Male","86","1","1","1"
"No","1995","(2b) intermediate general qualification","Female","105","1","1","1"
"No","1995","(2a) intermediate vocational","Male","470","1","1","1"
"No","1995","(2a) intermediate vocational","Female","549","1","1","1"
"No","1995","(2c_gen) general maturity certificate","Male","84","1","1","1"
"No","1995","(2c_gen) general maturity certificate","Female","79","1","1","1"
"No","1995","(2c_voc) vocational maturity certificate","Male","111","1","1","1"
"No","1995","(2c_voc) vocational maturity certificate","Female","100","1","1","1"
"No","1995","(3a) lower tertiary education","Male","139","1","1","1"
"No","1995","(3a) lower tertiary education","Female","174","1","1","1"
"No","1995","(3b) higher tertiary education","Male","188","1","1","1"
"No","1995","(3b) higher tertiary education","Female","136","1","1","1"
"Yes","1996","(0) in school","Male","","","",""
"Yes","1996","(0) in school","Female","","","",""
"Yes","1996","(1a) inadequately completed","Male","","","",""
"Yes","1996","(1a) inadequately completed","Female","","","",""
"Yes","1996","(1b) general elementary school","Male","","","",""
"Yes","1996","(1b) general elementary school","Female","","","",""
"Yes","1996","(1c) basic vocational qualification","Male","","","",""
"Yes","1996","(1c) basic vocational qualification","Female","","","",""
"Yes","1996","(2b) intermediate general qualification","Male","","","",""
"Yes","1996","(2b) intermediate general qualification","Female","","","",""
"Yes","1996","(2a) intermediate vocational","Male","","","",""
"Yes","1996","(2a) intermediate vocational","Female","","","",""
"Yes","1996","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1996","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1996","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1996","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1996","(3a) lower tertiary education","Male","","","",""
"Yes","1996","(3a) lower tertiary education","Female","","","",""
"Yes","1996","(3b) higher tertiary education","Male","","","",""
"Yes","1996","(3b) higher tertiary education","Female","","","",""
"No","1996","(0) in school","Male","","","",""
"No","1996","(0) in school","Female","3","","",""
"No","1996","(1a) inadequately completed","Male","102","1","1","1"
"No","1996","(1a) inadequately completed","Female","91","1","1","1"
"No","1996","(1b) general elementary school","Male","312","1","1","1"
"No","1996","(1b) general elementary school","Female","302","1","1","1"
"No","1996","(1c) basic vocational qualification","Male","826","1","1","1"
"No","1996","(1c) basic vocational qualification","Female","524","1","1","1"
"No","1996","(2b) intermediate general qualification","Male","78","1","1","1"
"No","1996","(2b) intermediate general qualification","Female","115","1","1","1"
"No","1996","(2a) intermediate vocational","Male","464","1","1","1"
"No","1996","(2a) intermediate vocational","Female","530","1","1","1"
"No","1996","(2c_gen) general maturity certificate","Male","77","1","1","1"
"No","1996","(2c_gen) general maturity certificate","Female","64","1","1","1"
"No","1996","(2c_voc) vocational maturity certificate","Male","106","1","1","1"
"No","1996","(2c_voc) vocational maturity certificate","Female","104","1","1","1"
"No","1996","(3a) lower tertiary education","Male","134","1","1","1"
"No","1996","(3a) lower tertiary education","Female","181","1","1","1"
"No","1996","(3b) higher tertiary education","Male","181","1","1","1"
"No","1996","(3b) higher tertiary education","Female","132","1","1","1"
"Yes","1997","(0) in school","Male","","","",""
"Yes","1997","(0) in school","Female","","","",""
"Yes","1997","(1a) inadequately completed","Male","","","",""
"Yes","1997","(1a) inadequately completed","Female","","","",""
"Yes","1997","(1b) general elementary school","Male","","","",""
"Yes","1997","(1b) general elementary school","Female","","","",""
"Yes","1997","(1c) basic vocational qualification","Male","","","",""
"Yes","1997","(1c) basic vocational qualification","Female","","","",""
"Yes","1997","(2b) intermediate general qualification","Male","","","",""
"Yes","1997","(2b) intermediate general qualification","Female","","","",""
"Yes","1997","(2a) intermediate vocational","Male","","","",""
"Yes","1997","(2a) intermediate vocational","Female","","","",""
"Yes","1997","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1997","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1997","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1997","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1997","(3a) lower tertiary education","Male","","","",""
"Yes","1997","(3a) lower tertiary education","Female","","","",""
"Yes","1997","(3b) higher tertiary education","Male","","","",""
"Yes","1997","(3b) higher tertiary education","Female","","","",""
"No","1997","(0) in school","Male","1","","",""
"No","1997","(0) in school","Female","","","",""
"No","1997","(1a) inadequately completed","Male","26","","",""
"No","1997","(1a) inadequately completed","Female","19","","",""
"No","1997","(1b) general elementary school","Male","101","1","1","1"
"No","1997","(1b) general elementary school","Female","48","1","1","1"
"No","1997","(1c) basic vocational qualification","Male","300","1","1","1"
"No","1997","(1c) basic vocational qualification","Female","141","1","1","1"
"No","1997","(2b) intermediate general qualification","Male","34","1","1","1"
"No","1997","(2b) intermediate general qualification","Female","22","","",""
"No","1997","(2a) intermediate vocational","Male","199","1","1","1"
"No","1997","(2a) intermediate vocational","Female","186","1","1","1"
"No","1997","(2c_gen) general maturity certificate","Male","19","","",""
"No","1997","(2c_gen) general maturity certificate","Female","13","","",""
"No","1997","(2c_voc) vocational maturity certificate","Male","40","1","1","1"
"No","1997","(2c_voc) vocational maturity certificate","Female","39","1","1","1"
"No","1997","(3a) lower tertiary education","Male","40","1","1","1"
"No","1997","(3a) lower tertiary education","Female","65","1","1","1"
"No","1997","(3b) higher tertiary education","Male","50","1","1","1"
"No","1997","(3b) higher tertiary education","Female","39","1","1","1"
"Yes","1998","(0) in school","Male","","","",""
"Yes","1998","(0) in school","Female","","","",""
"Yes","1998","(1a) inadequately completed","Male","","","",""
"Yes","1998","(1a) inadequately completed","Female","","","",""
