"plb0196_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1987","Part Time","(0) in school","","","",""
"Yes","1987","Part Time","(1a) inadequately completed","","","",""
"Yes","1987","Part Time","(1b) general elementary school","","","",""
"Yes","1987","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1987","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1987","Part Time","(2a) intermediate vocational","","","",""
"Yes","1987","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1987","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1987","Part Time","(3a) lower tertiary education","","","",""
"Yes","1987","Part Time","(3b) higher tertiary education","","","",""
"Yes","1987","Not Working","(0) in school","","","",""
"Yes","1987","Not Working","(1a) inadequately completed","","","",""
"Yes","1987","Not Working","(1b) general elementary school","","","",""
"Yes","1987","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1987","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1987","Not Working","(2a) intermediate vocational","","","",""
"Yes","1987","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1987","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1987","Not Working","(3a) lower tertiary education","","","",""
"Yes","1987","Not Working","(3b) higher tertiary education","","","",""
"No","1987","Full Time","(0) in school","","","",""
"No","1987","Full Time","(1a) inadequately completed","","","",""
"No","1987","Full Time","(1b) general elementary school","","","",""
"No","1987","Full Time","(1c) basic vocational qualification","","","",""
"No","1987","Full Time","(2b) intermediate general qualification","","","",""
"No","1987","Full Time","(2a) intermediate vocational","","","",""
"No","1987","Full Time","(2c_gen) general maturity certificate","","","",""
"No","1987","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No","1987","Full Time","(3a) lower tertiary education","","","",""
"No","1987","Full Time","(3b) higher tertiary education","","","",""
"No","1987","Part Time","(0) in school","","","",""
"No","1987","Part Time","(1a) inadequately completed","","","",""
"No","1987","Part Time","(1b) general elementary school","","","",""
"No","1987","Part Time","(1c) basic vocational qualification","","","",""
"No","1987","Part Time","(2b) intermediate general qualification","","","",""
"No","1987","Part Time","(2a) intermediate vocational","","","",""
"No","1987","Part Time","(2c_gen) general maturity certificate","","","",""
"No","1987","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No","1987","Part Time","(3a) lower tertiary education","","","",""
"No","1987","Part Time","(3b) higher tertiary education","","","",""
"No","1987","Not Working","(0) in school","","","",""
"No","1987","Not Working","(1a) inadequately completed","","","",""
"No","1987","Not Working","(1b) general elementary school","","","",""
"No","1987","Not Working","(1c) basic vocational qualification","","","",""
"No","1987","Not Working","(2b) intermediate general qualification","","","",""
"No","1987","Not Working","(2a) intermediate vocational","","","",""
"No","1987","Not Working","(2c_gen) general maturity certificate","","","",""
"No","1987","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","1987","Not Working","(3a) lower tertiary education","","","",""
"No","1987","Not Working","(3b) higher tertiary education","","","",""
"Yes","1988","Full Time","(0) in school","","","",""
"Yes","1988","Full Time","(1a) inadequately completed","","","",""
"Yes","1988","Full Time","(1b) general elementary school","","","",""
"Yes","1988","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1988","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1988","Full Time","(2a) intermediate vocational","","","",""
"Yes","1988","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1988","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","Full Time","(3a) lower tertiary education","","","",""
"Yes","1988","Full Time","(3b) higher tertiary education","","","",""
"Yes","1988","Part Time","(0) in school","","","",""
"Yes","1988","Part Time","(1a) inadequately completed","","","",""
"Yes","1988","Part Time","(1b) general elementary school","","","",""
"Yes","1988","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1988","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1988","Part Time","(2a) intermediate vocational","","","",""
"Yes","1988","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1988","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","Part Time","(3a) lower tertiary education","","","",""
"Yes","1988","Part Time","(3b) higher tertiary education","","","",""
"Yes","1988","Not Working","(0) in school","","","",""
"Yes","1988","Not Working","(1a) inadequately completed","","","",""
"Yes","1988","Not Working","(1b) general elementary school","","","",""
"Yes","1988","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1988","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1988","Not Working","(2a) intermediate vocational","","","",""
"Yes","1988","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1988","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","Not Working","(3a) lower tertiary education","","","",""
"Yes","1988","Not Working","(3b) higher tertiary education","","","",""
"No","1988","Full Time","(0) in school","","","",""
"No","1988","Full Time","(1a) inadequately completed","257","1","1","1"
"No","1988","Full Time","(1b) general elementary school","583","1","1","1"
"No","1988","Full Time","(1c) basic vocational qualification","1125","1","1","1"
"No","1988","Full Time","(2b) intermediate general qualification","105","1","1","1"
"No","1988","Full Time","(2a) intermediate vocational","374","1","1","1"
"No","1988","Full Time","(2c_gen) general maturity certificate","60","1","1","1"
"No","1988","Full Time","(2c_voc) vocational maturity certificate","105","1","1","1"
"No","1988","Full Time","(3a) lower tertiary education","62","1","1","1"
"No","1988","Full Time","(3b) higher tertiary education","154","1","1","1"
"No","1988","Part Time","(0) in school","3","","",""
"No","1988","Part Time","(1a) inadequately completed","61","1","1","1"
"No","1988","Part Time","(1b) general elementary school","283","1","1","1"
"No","1988","Part Time","(1c) basic vocational qualification","297","1","1","1"
"No","1988","Part Time","(2b) intermediate general qualification","64","1","1","1"
"No","1988","Part Time","(2a) intermediate vocational","159","1","1","1"
"No","1988","Part Time","(2c_gen) general maturity certificate","42","1","1","1"
"No","1988","Part Time","(2c_voc) vocational maturity certificate","38","1","1","1"
"No","1988","Part Time","(3a) lower tertiary education","29","","",""
"No","1988","Part Time","(3b) higher tertiary education","59","1","1","1"
"No","1988","Not Working","(0) in school","2","","",""
"No","1988","Not Working","(1a) inadequately completed","7","","",""
"No","1988","Not Working","(1b) general elementary school","21","","",""
"No","1988","Not Working","(1c) basic vocational qualification","20","","",""
"No","1988","Not Working","(2b) intermediate general qualification","8","","",""
"No","1988","Not Working","(2a) intermediate vocational","9","","",""
"No","1988","Not Working","(2c_gen) general maturity certificate","5","","",""
"No","1988","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"No","1988","Not Working","(3a) lower tertiary education","2","","",""
"No","1988","Not Working","(3b) higher tertiary education","4","","",""
"Yes","1989","Full Time","(0) in school","","","",""
"Yes","1989","Full Time","(1a) inadequately completed","","","",""
"Yes","1989","Full Time","(1b) general elementary school","","","",""
"Yes","1989","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1989","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1989","Full Time","(2a) intermediate vocational","","","",""
"Yes","1989","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Full Time","(3a) lower tertiary education","","","",""
"Yes","1989","Full Time","(3b) higher tertiary education","","","",""
"Yes","1989","Part Time","(0) in school","","","",""
"Yes","1989","Part Time","(1a) inadequately completed","","","",""
"Yes","1989","Part Time","(1b) general elementary school","","","",""
"Yes","1989","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1989","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1989","Part Time","(2a) intermediate vocational","","","",""
"Yes","1989","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Part Time","(3a) lower tertiary education","","","",""
"Yes","1989","Part Time","(3b) higher tertiary education","","","",""
"Yes","1989","Not Working","(0) in school","","","",""
"Yes","1989","Not Working","(1a) inadequately completed","","","",""
"Yes","1989","Not Working","(1b) general elementary school","","","",""
"Yes","1989","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1989","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1989","Not Working","(2a) intermediate vocational","","","",""
"Yes","1989","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Not Working","(3a) lower tertiary education","","","",""
"Yes","1989","Not Working","(3b) higher tertiary education","","","",""
"No","1989","Full Time","(0) in school","","","",""
"No","1989","Full Time","(1a) inadequately completed","218","1","1","1"
"No","1989","Full Time","(1b) general elementary school","574","1","1","1"
"No","1989","Full Time","(1c) basic vocational qualification","1049","1","1","1"
"No","1989","Full Time","(2b) intermediate general qualification","92","1","1","1"
"No","1989","Full Time","(2a) intermediate vocational","371","1","1","1"
"No","1989","Full Time","(2c_gen) general maturity certificate","58","1","1","1"
"No","1989","Full Time","(2c_voc) vocational maturity certificate","114","1","1","1"
"No","1989","Full Time","(3a) lower tertiary education","59","1","1","1"
"No","1989","Full Time","(3b) higher tertiary education","144","1","1","1"
"No","1989","Part Time","(0) in school","7","","",""
"No","1989","Part Time","(1a) inadequately completed","71","1","1","1"
"No","1989","Part Time","(1b) general elementary school","270","1","1","1"
"No","1989","Part Time","(1c) basic vocational qualification","305","1","1","1"
"No","1989","Part Time","(2b) intermediate general qualification","59","1","1","1"
"No","1989","Part Time","(2a) intermediate vocational","134","1","1","1"
"No","1989","Part Time","(2c_gen) general maturity certificate","46","1","1","1"
"No","1989","Part Time","(2c_voc) vocational maturity certificate","32","1","1","1"
"No","1989","Part Time","(3a) lower tertiary education","26","","",""
"No","1989","Part Time","(3b) higher tertiary education","61","1","1","1"
"No","1989","Not Working","(0) in school","3","","",""
"No","1989","Not Working","(1a) inadequately completed","10","","",""
"No","1989","Not Working","(1b) general elementary school","21","","",""
"No","1989","Not Working","(1c) basic vocational qualification","13","","",""
"No","1989","Not Working","(2b) intermediate general qualification","10","","",""
"No","1989","Not Working","(2a) intermediate vocational","7","","",""
"No","1989","Not Working","(2c_gen) general maturity certificate","11","","",""
"No","1989","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"No","1989","Not Working","(3a) lower tertiary education","3","","",""
"No","1989","Not Working","(3b) higher tertiary education","3","","",""
"Yes","1990","Full Time","(0) in school","","","",""
"Yes","1990","Full Time","(1a) inadequately completed","","","",""
"Yes","1990","Full Time","(1b) general elementary school","","","",""
"Yes","1990","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1990","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1990","Full Time","(2a) intermediate vocational","","","",""
"Yes","1990","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Full Time","(3a) lower tertiary education","","","",""
"Yes","1990","Full Time","(3b) higher tertiary education","","","",""
"Yes","1990","Part Time","(0) in school","","","",""
"Yes","1990","Part Time","(1a) inadequately completed","","","",""
"Yes","1990","Part Time","(1b) general elementary school","","","",""
"Yes","1990","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1990","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1990","Part Time","(2a) intermediate vocational","","","",""
"Yes","1990","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Part Time","(3a) lower tertiary education","","","",""
"Yes","1990","Part Time","(3b) higher tertiary education","","","",""
"Yes","1990","Not Working","(0) in school","","","",""
"Yes","1990","Not Working","(1a) inadequately completed","","","",""
"Yes","1990","Not Working","(1b) general elementary school","","","",""
"Yes","1990","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1990","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1990","Not Working","(2a) intermediate vocational","","","",""
"Yes","1990","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Not Working","(3a) lower tertiary education","","","",""
"Yes","1990","Not Working","(3b) higher tertiary education","","","",""
"No","1990","Full Time","(0) in school","","","",""
"No","1990","Full Time","(1a) inadequately completed","215","1","1","1"
"No","1990","Full Time","(1b) general elementary school","525","1","1","1"
"No","1990","Full Time","(1c) basic vocational qualification","980","1","1","1"
"No","1990","Full Time","(2b) intermediate general qualification","89","1","1","1"
"No","1990","Full Time","(2a) intermediate vocational","358","1","1","1"
"No","1990","Full Time","(2c_gen) general maturity certificate","54","1","1","1"
"No","1990","Full Time","(2c_voc) vocational maturity certificate","109","1","1","1"
"No","1990","Full Time","(3a) lower tertiary education","56","1","1","1"
"No","1990","Full Time","(3b) higher tertiary education","119","1","1","1"
"No","1990","Part Time","(0) in school","4","","",""
"No","1990","Part Time","(1a) inadequately completed","71","1","1","1"
"No","1990","Part Time","(1b) general elementary school","267","1","1","1"
"No","1990","Part Time","(1c) basic vocational qualification","312","1","1","1"
"No","1990","Part Time","(2b) intermediate general qualification","66","1","1","1"
"No","1990","Part Time","(2a) intermediate vocational","135","1","1","1"
"No","1990","Part Time","(2c_gen) general maturity certificate","54","1","1","1"
"No","1990","Part Time","(2c_voc) vocational maturity certificate","38","1","1","1"
"No","1990","Part Time","(3a) lower tertiary education","34","1","1","1"
"No","1990","Part Time","(3b) higher tertiary education","52","1","1","1"
"No","1990","Not Working","(0) in school","2","","",""
"No","1990","Not Working","(1a) inadequately completed","9","","",""
"No","1990","Not Working","(1b) general elementary school","22","","",""
"No","1990","Not Working","(1c) basic vocational qualification","20","","",""
"No","1990","Not Working","(2b) intermediate general qualification","3","","",""
"No","1990","Not Working","(2a) intermediate vocational","12","","",""
"No","1990","Not Working","(2c_gen) general maturity certificate","7","","",""
"No","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Not Working","(3a) lower tertiary education","2","","",""
"No","1990","Not Working","(3b) higher tertiary education","4","","",""
"Yes","1991","Full Time","(0) in school","","","",""
"Yes","1991","Full Time","(1a) inadequately completed","","","",""
"Yes","1991","Full Time","(1b) general elementary school","","","",""
"Yes","1991","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1991","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1991","Full Time","(2a) intermediate vocational","","","",""
"Yes","1991","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Full Time","(3a) lower tertiary education","","","",""
"Yes","1991","Full Time","(3b) higher tertiary education","","","",""
"Yes","1991","Part Time","(0) in school","","","",""
"Yes","1991","Part Time","(1a) inadequately completed","","","",""
"Yes","1991","Part Time","(1b) general elementary school","","","",""
"Yes","1991","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1991","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1991","Part Time","(2a) intermediate vocational","","","",""
"Yes","1991","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Part Time","(3a) lower tertiary education","","","",""
"Yes","1991","Part Time","(3b) higher tertiary education","","","",""
"Yes","1991","Not Working","(0) in school","","","",""
"Yes","1991","Not Working","(1a) inadequately completed","","","",""
"Yes","1991","Not Working","(1b) general elementary school","","","",""
"Yes","1991","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1991","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1991","Not Working","(2a) intermediate vocational","","","",""
"Yes","1991","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Not Working","(3a) lower tertiary education","","","",""
"Yes","1991","Not Working","(3b) higher tertiary education","","","",""
"No","1991","Full Time","(0) in school","","","",""
"No","1991","Full Time","(1a) inadequately completed","208","1","1","1"
"No","1991","Full Time","(1b) general elementary school","531","1","1","1"
"No","1991","Full Time","(1c) basic vocational qualification","935","1","1","1"
"No","1991","Full Time","(2b) intermediate general qualification","88","1","1","1"
"No","1991","Full Time","(2a) intermediate vocational","321","1","1","1"
"No","1991","Full Time","(2c_gen) general maturity certificate","55","1","1","1"
"No","1991","Full Time","(2c_voc) vocational maturity certificate","111","1","1","1"
"No","1991","Full Time","(3a) lower tertiary education","63","1","1","1"
"No","1991","Full Time","(3b) higher tertiary education","116","1","1","1"
"No","1991","Part Time","(0) in school","5","","",""
"No","1991","Part Time","(1a) inadequately completed","79","1","1","1"
"No","1991","Part Time","(1b) general elementary school","255","1","1","1"
"No","1991","Part Time","(1c) basic vocational qualification","320","1","1","1"
"No","1991","Part Time","(2b) intermediate general qualification","44","1","1","1"
"No","1991","Part Time","(2a) intermediate vocational","144","1","1","1"
"No","1991","Part Time","(2c_gen) general maturity certificate","45","1","1","1"
"No","1991","Part Time","(2c_voc) vocational maturity certificate","54","1","1","1"
"No","1991","Part Time","(3a) lower tertiary education","24","","",""
"No","1991","Part Time","(3b) higher tertiary education","71","1","1","1"
"No","1991","Not Working","(0) in school","2","","",""
"No","1991","Not Working","(1a) inadequately completed","11","","",""
"No","1991","Not Working","(1b) general elementary school","29","","",""
"No","1991","Not Working","(1c) basic vocational qualification","31","1","1","1"
"No","1991","Not Working","(2b) intermediate general qualification","10","","",""
"No","1991","Not Working","(2a) intermediate vocational","6","","",""
"No","1991","Not Working","(2c_gen) general maturity certificate","7","","",""
"No","1991","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"No","1991","Not Working","(3a) lower tertiary education","3","","",""
"No","1991","Not Working","(3b) higher tertiary education","7","","",""
"Yes","1992","Full Time","(0) in school","","","",""
"Yes","1992","Full Time","(1a) inadequately completed","","","",""
"Yes","1992","Full Time","(1b) general elementary school","","","",""
"Yes","1992","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1992","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1992","Full Time","(2a) intermediate vocational","","","",""
"Yes","1992","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Full Time","(3a) lower tertiary education","","","",""
"Yes","1992","Full Time","(3b) higher tertiary education","","","",""
"Yes","1992","Part Time","(0) in school","","","",""
"Yes","1992","Part Time","(1a) inadequately completed","","","",""
"Yes","1992","Part Time","(1b) general elementary school","","","",""
"Yes","1992","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1992","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1992","Part Time","(2a) intermediate vocational","","","",""
"Yes","1992","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Part Time","(3a) lower tertiary education","","","",""
"Yes","1992","Part Time","(3b) higher tertiary education","","","",""
"Yes","1992","Not Working","(0) in school","","","",""
"Yes","1992","Not Working","(1a) inadequately completed","","","",""
"Yes","1992","Not Working","(1b) general elementary school","","","",""
"Yes","1992","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1992","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1992","Not Working","(2a) intermediate vocational","","","",""
"Yes","1992","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Not Working","(3a) lower tertiary education","","","",""
"Yes","1992","Not Working","(3b) higher tertiary education","","","",""
"No","1992","Full Time","(0) in school","","","",""
"No","1992","Full Time","(1a) inadequately completed","210","1","1","1"
"No","1992","Full Time","(1b) general elementary school","559","1","1","1"
"No","1992","Full Time","(1c) basic vocational qualification","1257","1","1","1"
"No","1992","Full Time","(2b) intermediate general qualification","125","1","1","1"
"No","1992","Full Time","(2a) intermediate vocational","744","1","1","1"
"No","1992","Full Time","(2c_gen) general maturity certificate","51","1","1","1"
"No","1992","Full Time","(2c_voc) vocational maturity certificate","142","1","1","1"
"No","1992","Full Time","(3a) lower tertiary education","246","1","1","1"
"No","1992","Full Time","(3b) higher tertiary education","186","1","1","1"
"No","1992","Part Time","(0) in school","10","","",""
"No","1992","Part Time","(1a) inadequately completed","60","1","1","1"
"No","1992","Part Time","(1b) general elementary school","256","1","1","1"
"No","1992","Part Time","(1c) basic vocational qualification","380","1","1","1"
"No","1992","Part Time","(2b) intermediate general qualification","78","1","1","1"
"No","1992","Part Time","(2a) intermediate vocational","259","1","1","1"
"No","1992","Part Time","(2c_gen) general maturity certificate","55","1","1","1"
"No","1992","Part Time","(2c_voc) vocational maturity certificate","51","1","1","1"
"No","1992","Part Time","(3a) lower tertiary education","81","1","1","1"
"No","1992","Part Time","(3b) higher tertiary education","87","1","1","1"
"No","1992","Not Working","(0) in school","","","",""
"No","1992","Not Working","(1a) inadequately completed","5","","",""
"No","1992","Not Working","(1b) general elementary school","16","","",""
"No","1992","Not Working","(1c) basic vocational qualification","20","","",""
"No","1992","Not Working","(2b) intermediate general qualification","13","","",""
"No","1992","Not Working","(2a) intermediate vocational","16","","",""
"No","1992","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","1992","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"No","1992","Not Working","(3a) lower tertiary education","6","","",""
"No","1992","Not Working","(3b) higher tertiary education","7","","",""
"Yes","1993","Full Time","(0) in school","","","",""
"Yes","1993","Full Time","(1a) inadequately completed","","","",""
"Yes","1993","Full Time","(1b) general elementary school","","","",""
"Yes","1993","Full Time","(1c) basic vocational qualification","","","",""
"Yes","1993","Full Time","(2b) intermediate general qualification","","","",""
"Yes","1993","Full Time","(2a) intermediate vocational","","","",""
"Yes","1993","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Full Time","(3a) lower tertiary education","","","",""
"Yes","1993","Full Time","(3b) higher tertiary education","","","",""
"Yes","1993","Part Time","(0) in school","","","",""
"Yes","1993","Part Time","(1a) inadequately completed","","","",""
"Yes","1993","Part Time","(1b) general elementary school","","","",""
"Yes","1993","Part Time","(1c) basic vocational qualification","","","",""
"Yes","1993","Part Time","(2b) intermediate general qualification","","","",""
"Yes","1993","Part Time","(2a) intermediate vocational","","","",""
"Yes","1993","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Part Time","(3a) lower tertiary education","","","",""
"Yes","1993","Part Time","(3b) higher tertiary education","","","",""
"Yes","1993","Not Working","(0) in school","","","",""
"Yes","1993","Not Working","(1a) inadequately completed","","","",""
"Yes","1993","Not Working","(1b) general elementary school","","","",""
"Yes","1993","Not Working","(1c) basic vocational qualification","","","",""
"Yes","1993","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1993","Not Working","(2a) intermediate vocational","","","",""
"Yes","1993","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Not Working","(3a) lower tertiary education","","","",""
"Yes","1993","Not Working","(3b) higher tertiary education","","","",""
"No","1993","Full Time","(0) in school","","","",""
"No","1993","Full Time","(1a) inadequately completed","211","1","1","1"
"No","1993","Full Time","(1b) general elementary school","509","1","1","1"
"No","1993","Full Time","(1c) basic vocational qualification","1187","1","1","1"
"No","1993","Full Time","(2b) intermediate general qualification","121","1","1","1"
"No","1993","Full Time","(2a) intermediate vocational","773","1","1","1"
"No","1993","Full Time","(2c_gen) general maturity certificate","62","1","1","1"
"No","1993","Full Time","(2c_voc) vocational maturity certificate","153","1","1","1"
"No","1993","Full Time","(3a) lower tertiary education","247","1","1","1"
