"plj0046","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","2012","lower secondary degree","higher vocational","137","0.385893994579135","0.337518104079686","0.434269885078583"
"No worries","2012","lower secondary degree","higher education","68","0.41423776971659","0.339528346172765","0.488947193260416"
"No worries","2012","secondary school degree","in school","","","",""
"No worries","2012","secondary school degree","inadequately","","","",""
"No worries","2012","secondary school degree","general elemantary","208","0.386504732375865","0.345009015538586","0.428000449213143"
"No worries","2012","secondary school degree","middle vocational","1422","0.335405587901393","0.321241149006159","0.349570026796626"
"No worries","2012","secondary school degree","vocational + Abi","","","",""
"No worries","2012","secondary school degree","higher vocational","256","0.401551116909205","0.363211107188463","0.439891126629948"
"No worries","2012","secondary school degree","higher education","262","0.462539927603164","0.423037835512024","0.502042019694305"
"No worries","2012","college entrance qualification","in school","","","",""
"No worries","2012","college entrance qualification","inadequately","","","",""
"No worries","2012","college entrance qualification","general elemantary","","","",""
"No worries","2012","college entrance qualification","middle vocational","467","0.609466909694001","0.574316028586711","0.64461779080129"
"No worries","2012","college entrance qualification","vocational + Abi","515","0.504008177751552","0.473488860908891","0.534527494594212"
"No worries","2012","college entrance qualification","higher vocational","178","0.52420788596041","0.472973438890852","0.575442333029968"
"No worries","2012","college entrance qualification","higher education","2251","0.648360991423411","0.632623013739768","0.664098969107055"
"No worries","2012","Other degree","in school","","","",""
"No worries","2012","Other degree","inadequately","","","",""
"No worries","2012","Other degree","general elemantary","111","0.362516677165412","0.303628716110199","0.421404638220625"
"No worries","2012","Other degree","middle vocational","168","0.37041157553194","0.324227305031376","0.416595846032504"
"No worries","2012","Other degree","vocational + Abi","70","0.463493178869569","0.383691549451984","0.543294808287154"
"No worries","2012","Other degree","higher vocational","","","",""
"No worries","2012","Other degree","higher education","136","0.56504792740649","0.50443784495423","0.625658009858751"
"No worries","2012","no degree/no degree yet","in school","165","0.565860425834741","0.50759713081493","0.624123720854552"
"No worries","2012","no degree/no degree yet","inadequately","77","0.48291830564855","0.411676715487855","0.554159895809245"
"No worries","2012","no degree/no degree yet","general elemantary","","","",""
"No worries","2012","no degree/no degree yet","middle vocational","","","",""
"No worries","2012","no degree/no degree yet","vocational + Abi","","","",""
"No worries","2012","no degree/no degree yet","higher vocational","","","",""
"No worries","2012","no degree/no degree yet","higher education","","","",""
"Big worries","2013","lower secondary degree","in school","","","",""
"Big worries","2013","lower secondary degree","inadequately","","","",""
"Big worries","2013","lower secondary degree","general elemantary","326","0.312292214672455","0.285680817454365","0.338903611890544"
"Big worries","2013","lower secondary degree","middle vocational","1246","0.293467393434781","0.27961856109592","0.307316225773642"
"Big worries","2013","lower secondary degree","vocational + Abi","","","",""
"Big worries","2013","lower secondary degree","higher vocational","81","0.225668418233372","0.181937015147209","0.269399821319536"
"Big worries","2013","lower secondary degree","higher education","37","0.229276877157733","0.163099193011172","0.295454561304295"
"Big worries","2013","secondary school degree","in school","","","",""
"Big worries","2013","secondary school degree","inadequately","","","",""
"Big worries","2013","secondary school degree","general elemantary","123","0.270756840277194","0.230498945057149","0.311014735497239"
"Big worries","2013","secondary school degree","middle vocational","1012","0.262590509592472","0.248917787209948","0.276263231974996"
"Big worries","2013","secondary school degree","vocational + Abi","","","",""
"Big worries","2013","secondary school degree","higher vocational","122","0.235268049332447","0.200718299846861","0.269817798818033"
"Big worries","2013","secondary school degree","higher education","114","0.231412247515991","0.197207879740852","0.26561661529113"
"Big worries","2013","college entrance qualification","in school","","","",""
"Big worries","2013","college entrance qualification","inadequately","","","",""
"Big worries","2013","college entrance qualification","general elemantary","","","",""
"Big worries","2013","college entrance qualification","middle vocational","80","0.0983430856593578","0.0759617392676383","0.120724432051077"
"Big worries","2013","college entrance qualification","vocational + Abi","134","0.15332443483491","0.130425144050846","0.176223725618975"
"Big worries","2013","college entrance qualification","higher vocational","63","0.16368375643063","0.124298262202739","0.203069250658522"
"Big worries","2013","college entrance qualification","higher education","313","0.0864268201880177","0.0770052879251788","0.0958483524508566"
"Big worries","2013","Other degree","in school","","","",""
"Big worries","2013","Other degree","inadequately","","","",""
"Big worries","2013","Other degree","general elemantary","38","0.232630703868046","0.175621813239944","0.289639594496149"
"Big worries","2013","Other degree","middle vocational","67","0.186925793795754","0.147362414121126","0.226489173470382"
"Big worries","2013","Other degree","vocational + Abi","","","",""
"Big worries","2013","Other degree","higher vocational","","","",""
"Big worries","2013","Other degree","higher education","","","",""
"Big worries","2013","no degree/no degree yet","in school","33","0.119183319805691","0.0798000363348621","0.15856660327652"
"Big worries","2013","no degree/no degree yet","inadequately","42","0.213825127920328","0.149486063488983","0.278164192351673"
"Big worries","2013","no degree/no degree yet","general elemantary","","","",""
"Big worries","2013","no degree/no degree yet","middle vocational","","","",""
"Big worries","2013","no degree/no degree yet","vocational + Abi","","","",""
"Big worries","2013","no degree/no degree yet","higher vocational","","","",""
"Big worries","2013","no degree/no degree yet","higher education","","","",""
"Some worries","2013","lower secondary degree","in school","","","",""
"Some worries","2013","lower secondary degree","inadequately","","","",""
"Some worries","2013","lower secondary degree","general elemantary","547","0.445203452279081","0.416664944236314","0.473741960321849"
"Some worries","2013","lower secondary degree","middle vocational","1967","0.485054883544237","0.469854902788788","0.500254864299686"
"Some worries","2013","lower secondary degree","vocational + Abi","","","",""
