"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2012","secondary school degree","Couple + C. LE 16 ","228","0.215547313971408","0.191169615839442","0.239925012103375"
"Big worries","2012","secondary school degree","Couple + C. LE and GT 16","65","0.237701323811806","0.190767824851032","0.28463482277258"
"Big worries","2012","secondary school degree","Single parent ","89","0.278470656409489","0.232231360937686","0.324709951881291"
"No worries","2012","college entrance qualification","(Married) couple without C. ","1279","0.611768346661435","0.591023074703892","0.632513618618978"
"No worries","2012","college entrance qualification","1-pers.-HH","609","0.603674003986383","0.573860340949878","0.633487667022888"
"No worries","2012","college entrance qualification","Couple + C. GT 16 ","462","0.550793136868243","0.516622479000332","0.584963794736155"
"No worries","2012","college entrance qualification","Couple + C. LE 16 ","676","0.643982975824495","0.615465804886553","0.672500146762437"
"No worries","2012","college entrance qualification","Couple + C. LE and GT 16","178","0.657937483689703","0.602271351415822","0.713603615963585"
"No worries","2012","college entrance qualification","Single parent ","169","0.581628025721781","0.52364115831574","0.639614893127822"
"No worries","2012","lower secondary degree","(Married) couple without C. ","793","0.255732381538484","0.2403697785297","0.271094984547267"
"No worries","2012","lower secondary degree","1-pers.-HH","379","0.268217886536358","0.244434823914078","0.292000949158639"
"No worries","2012","lower secondary degree","Couple + C. GT 16 ","187","0.250891013200121","0.219760590988131","0.282021435412111"
"No worries","2012","lower secondary degree","Couple + C. LE 16 ","172","0.298926691319311","0.261830081513183","0.33602330112544"
"No worries","2012","lower secondary degree","Couple + C. LE and GT 16","79","0.356655870538069","0.296675187303835","0.416636553772304"
"No worries","2012","lower secondary degree","Single parent ","111","0.329513281314441","0.279770211594675","0.379256351034208"
"No worries","2012","no degree/no degree yet","(Married) couple without C. ","28","","",""
"No worries","2012","no degree/no degree yet","1-pers.-HH","27","","",""
"No worries","2012","no degree/no degree yet","Couple + C. GT 16 ","78","0.503511832095866","0.424026757007354","0.582996907184378"
"No worries","2012","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"No worries","2012","no degree/no degree yet","Couple + C. LE and GT 16","60","0.622233011107878","0.527208287036245","0.717257735179512"
"No worries","2012","no degree/no degree yet","Single parent ","48","0.528893014191405","0.42018807709569","0.637597951287121"
"No worries","2012","Other degree","(Married) couple without C. ","165","0.390320734868956","0.343777840266564","0.436863629471349"
"No worries","2012","Other degree","1-pers.-HH","80","0.42864936723048","0.354257393702907","0.503041340758052"
"No worries","2012","Other degree","Couple + C. GT 16 ","55","0.288512359489927","0.21695511278383","0.360069606196024"
"No worries","2012","Other degree","Couple + C. LE 16 ","98","0.527235898968744","0.459058690788959","0.595413107148529"
"No worries","2012","Other degree","Couple + C. LE and GT 16","51","0.526983302899704","0.426585790650785","0.627380815148623"
"No worries","2012","Other degree","Single parent ","34","0.617274707651329","0.497252768492731","0.737296646809927"
"No worries","2012","secondary school degree","(Married) couple without C. ","759","0.340887255005152","0.321447746599545","0.36032676341076"
"No worries","2012","secondary school degree","1-pers.-HH","373","0.382231472299422","0.351476531262156","0.412986413336689"
"No worries","2012","secondary school degree","Couple + C. GT 16 ","333","0.362808278329172","0.332104183689147","0.393512372969196"
"No worries","2012","secondary school degree","Couple + C. LE 16 ","384","0.337678920107242","0.309642389282378","0.365715450932107"
"No worries","2012","secondary school degree","Couple + C. LE and GT 16","129","0.385148900209666","0.331494683648179","0.438803116771152"
"No worries","2012","secondary school degree","Single parent ","133","0.368142115437692","0.318389954756444","0.41789427611894"
"Some worries","2012","college entrance qualification","(Married) couple without C. ","650","0.296985167372775","0.277534711512301","0.31643562323325"
"Some worries","2012","college entrance qualification","1-pers.-HH","318","0.295143370778196","0.267342734714449","0.322944006841943"
"Some worries","2012","college entrance qualification","Couple + C. GT 16 ","264","0.345460696764696","0.312794161365846","0.378127232163546"
"Some worries","2012","college entrance qualification","Couple + C. LE 16 ","325","0.285948897798394","0.259037099255308","0.312860696341479"
"Some worries","2012","college entrance qualification","Couple + C. LE and GT 16","73","0.234653811270737","0.184927212223298","0.284380410318176"
"Some worries","2012","college entrance qualification","Single parent ","83","0.304655895672547","0.250551771032826","0.358760020312268"
"Some worries","2012","lower secondary degree","(Married) couple without C. ","1554","0.501689812651366","0.484083236542497","0.519296388760235"
"Some worries","2012","lower secondary degree","1-pers.-HH","592","0.458034660556878","0.431288099875294","0.484781221238462"
"Some worries","2012","lower secondary degree","Couple + C. GT 16 ","368","0.488171599568894","0.452277885426814","0.524065313710973"
"Some worries","2012","lower secondary degree","Couple + C. LE 16 ","255","0.417828871350561","0.377862500601548","0.457795242099573"
"Some worries","2012","lower secondary degree","Couple + C. LE and GT 16","112","0.455812848726144","0.393449062787638","0.51817663466465"
"Some worries","2012","lower secondary degree","Single parent ","139","0.383233795992986","0.331782867605945","0.434684724380028"
"Some worries","2012","no degree/no degree yet","(Married) couple without C. ","38","0.391797180901805","0.289221754138362","0.494372607665248"
"Some worries","2012","no degree/no degree yet","1-pers.-HH","21","","",""
"Some worries","2012","no degree/no degree yet","Couple + C. GT 16 ","47","0.339789372456712","0.264493278360658","0.415085466552767"
"Some worries","2012","no degree/no degree yet","Couple + C. LE 16 ","21","","",""
"Some worries","2012","no degree/no degree yet","Couple + C. LE and GT 16","32","0.265213984109568","0.178691945810554","0.351736022408583"
"Some worries","2012","no degree/no degree yet","Single parent ","26","","",""
"Some worries","2012","Other degree","(Married) couple without C. ","194","0.47039901903096","0.422777915005194","0.518020123056726"
"Some worries","2012","Other degree","1-pers.-HH","63","0.418286716800623","0.344136033505267","0.492437400095979"
"Some worries","2012","Other degree","Couple + C. GT 16 ","80","0.580828196821633","0.502897670969017","0.658758722674249"
"Some worries","2012","Other degree","Couple + C. LE 16 ","79","0.35823176999304","0.292755242728252","0.423708297257828"
"Some worries","2012","Other degree","Couple + C. LE and GT 16","29","","",""
"Some worries","2012","Other degree","Single parent ","22","","",""
"Some worries","2012","secondary school degree","(Married) couple without C. ","1032","0.421651678011107","0.401399501790698","0.441903854231516"
"Some worries","2012","secondary school degree","1-pers.-HH","401","0.418153690669991","0.386935272295428","0.449372109044553"
"Some worries","2012","secondary school degree","Couple + C. GT 16 ","435","0.450948331876263","0.419172813833695","0.482723849918831"
"Some worries","2012","secondary school degree","Couple + C. LE 16 ","481","0.446773765921349","0.417300163213686","0.476247368629012"
"Some worries","2012","secondary school degree","Couple + C. LE and GT 16","122","0.377149775978528","0.32371139532087","0.430588156636187"
"Some worries","2012","secondary school degree","Single parent ","139","0.353387228152819","0.304076427509743","0.402698028795896"
"Big worries","2013","college entrance qualification","(Married) couple without C. ","234","0.109898928837269","0.0963796686184888","0.123418189056049"
"Big worries","2013","college entrance qualification","1-pers.-HH","105","0.110583798621935","0.0910579672687671","0.130109629975102"
"Big worries","2013","college entrance qualification","Couple + C. GT 16 ","99","0.127084309528572","0.103021778845248","0.151146840211897"
"Big worries","2013","college entrance qualification","Couple + C. LE 16 ","88","0.0795055732054058","0.0628051609046183","0.0962059855061934"
"Big worries","2013","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"Big worries","2013","college entrance qualification","Single parent ","31","0.0974879429534496","0.0613635823750942","0.133612303531805"
"Big worries","2013","lower secondary degree","(Married) couple without C. ","788","0.29181910104195","0.274941583475019","0.30869661860888"
"Big worries","2013","lower secondary degree","1-pers.-HH","371","0.304860746215016","0.279217415727563","0.33050407670247"
"Big worries","2013","lower secondary degree","Couple + C. GT 16 ","185","0.265886459678352","0.231817289159785","0.29995563019692"
"Big worries","2013","lower secondary degree","Couple + C. LE 16 ","170","0.288926898861903","0.24989368380705","0.327960113916757"
"Big worries","2013","lower secondary degree","Couple + C. LE and GT 16","60","0.310070181464671","0.245152463503766","0.374987899425577"
"Big worries","2013","lower secondary degree","Single parent ","92","0.277873995965542","0.228640012386866","0.327107979544219"
"Big worries","2013","no degree/no degree yet","(Married) couple without C. ","22","","",""
"Big worries","2013","no degree/no degree yet","1-pers.-HH","14","","",""
"Big worries","2013","no degree/no degree yet","Couple + C. GT 16 ","26","","",""
"Big worries","2013","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Big worries","2013","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"Big worries","2013","no degree/no degree yet","Single parent ","8","","",""
"Big worries","2013","Other degree","(Married) couple without C. ","64","0.15450106336199","0.118445132859542","0.190556993864438"
"Big worries","2013","Other degree","1-pers.-HH","33","0.224248012314","0.158586936879509","0.289909087748491"
"Big worries","2013","Other degree","Couple + C. GT 16 ","22","","",""
"Big worries","2013","Other degree","Couple + C. LE 16 ","29","","",""
"Big worries","2013","Other degree","Couple + C. LE and GT 16","10","","",""
"Big worries","2013","Other degree","Single parent ","6","","",""
"Big worries","2013","secondary school degree","(Married) couple without C. ","567","0.272256489008203","0.253677499701623","0.290835478314784"
"Big worries","2013","secondary school degree","1-pers.-HH","230","0.257960771781078","0.229565832902169","0.286355710659988"
"Big worries","2013","secondary school degree","Couple + C. GT 16 ","202","0.268065412689095","0.238128526975432","0.298002298402758"
