"plj0046","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Thuringia","(1a) inadequately completed","","","",""
"Big worries","1999","Thuringia","(1b) general elementary school","","","",""
"Big worries","1999","Thuringia","(1c) basic vocational qualification","83","0.386844271177383","0.321439147787345","0.452249394567422"
"Big worries","1999","Thuringia","(2b) intermediate general qualification","","","",""
"Big worries","1999","Thuringia","(2a) intermediate vocational","100","0.400204351898285","0.338603387285131","0.461805316511439"
"Big worries","1999","Thuringia","(2c_gen) general maturity certificate","","","",""
"Big worries","1999","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1999","Thuringia","(3a) lower tertiary education","","","",""
"Big worries","1999","Thuringia","(3b) higher tertiary education","","","",""
"Some worries","1999","Schleswig-Holstein","(0) in school","","","",""
"Some worries","1999","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Some worries","1999","Schleswig-Holstein","(1b) general elementary school","","","",""
"Some worries","1999","Schleswig-Holstein","(1c) basic vocational qualification","60","0.542403946335645","0.450137958630704","0.634669934040586"
"Some worries","1999","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Some worries","1999","Schleswig-Holstein","(2a) intermediate vocational","38","0.466085108933618","0.356082451713779","0.576087766153458"
"Some worries","1999","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Some worries","1999","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Some worries","1999","Hamburg","(0) in school","","","",""
"Some worries","1999","Hamburg","(1a) inadequately completed","","","",""
"Some worries","1999","Hamburg","(1b) general elementary school","","","",""
"Some worries","1999","Hamburg","(1c) basic vocational qualification","","","",""
"Some worries","1999","Hamburg","(2b) intermediate general qualification","","","",""
"Some worries","1999","Hamburg","(2a) intermediate vocational","","","",""
"Some worries","1999","Hamburg","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Hamburg","(3a) lower tertiary education","","","",""
"Some worries","1999","Hamburg","(3b) higher tertiary education","","","",""
"Some worries","1999","Lower Saxony","(0) in school","","","",""
"Some worries","1999","Lower Saxony","(1a) inadequately completed","","","",""
"Some worries","1999","Lower Saxony","(1b) general elementary school","79","0.376807991026329","0.307167374216817","0.446448607835842"
"Some worries","1999","Lower Saxony","(1c) basic vocational qualification","171","0.455621246107605","0.403296029315798","0.507946462899413"
"Some worries","1999","Lower Saxony","(2b) intermediate general qualification","33","0.54415896757626","0.420187469480325","0.668130465672195"
"Some worries","1999","Lower Saxony","(2a) intermediate vocational","121","0.467786114445806","0.405686484196443","0.529885744695169"
"Some worries","1999","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Lower Saxony","(2c_voc) vocational maturity certificate","39","0.487492527265702","0.377270440793115","0.597714613738288"
"Some worries","1999","Lower Saxony","(3a) lower tertiary education","","","",""
"Some worries","1999","Lower Saxony","(3b) higher tertiary education","36","0.391162885037162","0.28680198210386","0.495523787970464"
"Some worries","1999","Bremen","(0) in school","","","",""
"Some worries","1999","Bremen","(1a) inadequately completed","","","",""
"Some worries","1999","Bremen","(1b) general elementary school","","","",""
"Some worries","1999","Bremen","(1c) basic vocational qualification","","","",""
"Some worries","1999","Bremen","(2b) intermediate general qualification","","","",""
"Some worries","1999","Bremen","(2a) intermediate vocational","","","",""
"Some worries","1999","Bremen","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Bremen","(3a) lower tertiary education","","","",""
"Some worries","1999","Bremen","(3b) higher tertiary education","","","",""
"Some worries","1999","North Rhine-Westphalia","(0) in school","34","0.4448216714626","0.33309663212802","0.556546710797179"
"Some worries","1999","North Rhine-Westphalia","(1a) inadequately completed","67","0.448911694143526","0.364697218482841","0.533126169804211"
"Some worries","1999","North Rhine-Westphalia","(1b) general elementary school","163","0.384150526482898","0.337410448858895","0.4308906041069"
"Some worries","1999","North Rhine-Westphalia","(1c) basic vocational qualification","389","0.477237761470899","0.443600092657346","0.510875430284452"
"Some worries","1999","North Rhine-Westphalia","(2b) intermediate general qualification","49","0.507033428026791","0.405424083797627","0.608642772255955"
"Some worries","1999","North Rhine-Westphalia","(2a) intermediate vocational","193","0.411902398684563","0.365164933353348","0.458639864015779"
"Some worries","1999","North Rhine-Westphalia","(2c_gen) general maturity certificate","50","0.399486706602133","0.311485811564342","0.487487601639925"
"Some worries","1999","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","88","0.396937890217132","0.328090176012317","0.465785604421946"
"Some worries","1999","North Rhine-Westphalia","(3a) lower tertiary education","52","0.600240948779998","0.505178287557776","0.69530361000222"
"Some worries","1999","North Rhine-Westphalia","(3b) higher tertiary education","84","0.382880329946054","0.317136550635436","0.448624109256673"
"Some worries","1999","Hesse","(0) in school","","","",""
"Some worries","1999","Hesse","(1a) inadequately completed","","","",""
"Some worries","1999","Hesse","(1b) general elementary school","72","0.455963779620668","0.379268318376792","0.532659240864545"
"Some worries","1999","Hesse","(1c) basic vocational qualification","119","0.457288035232027","0.396023259222202","0.518552811241853"
"Some worries","1999","Hesse","(2b) intermediate general qualification","","","",""
"Some worries","1999","Hesse","(2a) intermediate vocational","63","0.424641622152832","0.340637079585484","0.50864616472018"
"Some worries","1999","Hesse","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Hesse","(3a) lower tertiary education","","","",""
"Some worries","1999","Hesse","(3b) higher tertiary education","37","0.435360743296444","0.323892421550779","0.546829065042109"
"Some worries","1999","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(1b) general elementary school","90","0.567780833476353","0.494384994120783","0.641176672831922"
"Some worries","1999","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","146","0.45964504682518","0.403156115656543","0.516133977993817"
"Some worries","1999","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","53","0.556498271798752","0.460556210073794","0.65244033352371"
"Some worries","1999","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Some worries","1999","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Some worries","1999","Baden-Württemberg","(0) in school","","","",""
"Some worries","1999","Baden-Württemberg","(1a) inadequately completed","66","0.388194841786504","0.305058181808067","0.471331501764942"
"Some worries","1999","Baden-Württemberg","(1b) general elementary school","184","0.465313987983341","0.414694687352826","0.515933288613855"
"Some worries","1999","Baden-Württemberg","(1c) basic vocational qualification","236","0.423125495035377","0.381455209053367","0.464795781017386"
"Some worries","1999","Baden-Württemberg","(2b) intermediate general qualification","30","0.402828111691331","0.277677882842722","0.527978340539941"
"Some worries","1999","Baden-Württemberg","(2a) intermediate vocational","116","0.549667118071125","0.483773592926164","0.615560643216086"
"Some worries","1999","Baden-Württemberg","(2c_gen) general maturity certificate","32","0.413853439856806","0.297641716758135","0.530065162955477"
"Some worries","1999","Baden-Württemberg","(2c_voc) vocational maturity certificate","46","0.515899123028384","0.412073769827127","0.619724476229642"
"Some worries","1999","Baden-Württemberg","(3a) lower tertiary education","33","0.465679383524908","0.338397510774829","0.592961256274987"
"Some worries","1999","Baden-Württemberg","(3b) higher tertiary education","43","0.413156575892712","0.313615433608807","0.512697718176616"
"Some worries","1999","Bavaria","(0) in school","","","",""
"Some worries","1999","Bavaria","(1a) inadequately completed","","","",""
"Some worries","1999","Bavaria","(1b) general elementary school","153","0.513404351524144","0.457126091743275","0.569682611305012"
"Some worries","1999","Bavaria","(1c) basic vocational qualification","272","0.431127819184079","0.392456571166453","0.469799067201706"
"Some worries","1999","Bavaria","(2b) intermediate general qualification","34","0.477336153257021","0.365040049136716","0.589632257377325"
"Some worries","1999","Bavaria","(2a) intermediate vocational","147","0.47011404180423","0.413823239752235","0.526404843856225"
"Some worries","1999","Bavaria","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Bavaria","(2c_voc) vocational maturity certificate","33","0.389157768356018","0.284893421342258","0.493422115369778"
"Some worries","1999","Bavaria","(3a) lower tertiary education","40","0.428589896710971","0.323999023842891","0.533180769579052"
"Some worries","1999","Bavaria","(3b) higher tertiary education","41","0.353128684789825","0.266893890351449","0.439363479228201"
"Some worries","1999","Berlin","(0) in school","","","",""
"Some worries","1999","Berlin","(1a) inadequately completed","","","",""
"Some worries","1999","Berlin","(1b) general elementary school","","","",""
"Some worries","1999","Berlin","(1c) basic vocational qualification","33","0.404044302580377","0.29972609656923","0.508362508591523"
"Some worries","1999","Berlin","(2b) intermediate general qualification","","","",""
"Some worries","1999","Berlin","(2a) intermediate vocational","52","0.444035490303046","0.35895209363327","0.529118886972822"
"Some worries","1999","Berlin","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Berlin","(3a) lower tertiary education","30","0.452634730550904","0.334328888596612","0.570940572505196"
"Some worries","1999","Berlin","(3b) higher tertiary education","30","0.369389596713486","0.266786250727275","0.471992942699698"
"Some worries","1999","Brandenburg","(0) in school","","","",""
"Some worries","1999","Brandenburg","(1a) inadequately completed","","","",""
"Some worries","1999","Brandenburg","(1b) general elementary school","","","",""
"Some worries","1999","Brandenburg","(1c) basic vocational qualification","70","0.516966560267854","0.434190662860249","0.599742457675459"
"Some worries","1999","Brandenburg","(2b) intermediate general qualification","","","",""
"Some worries","1999","Brandenburg","(2a) intermediate vocational","99","0.5627909757673","0.493346424402953","0.632235527131648"
"Some worries","1999","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Brandenburg","(3a) lower tertiary education","55","0.522036744729748","0.426034980765106","0.618038508694389"
"Some worries","1999","Brandenburg","(3b) higher tertiary education","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","58","0.687780503697274","0.590406415385971","0.785154592008577"
"Some worries","1999","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(2a) intermediate vocational","75","0.528066215532312","0.445373205799334","0.610759225265289"
"Some worries","1999","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Mecklenburg-Western Pomerania","(3a) lower tertiary education","44","0.629045029664412","0.513377315131562","0.744712744197263"
"Some worries","1999","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Some worries","1999","Saxony","(0) in school","","","",""
"Some worries","1999","Saxony","(1a) inadequately completed","","","",""
"Some worries","1999","Saxony","(1b) general elementary school","39","0.586676351159122","0.471319474323103","0.702033227995141"
"Some worries","1999","Saxony","(1c) basic vocational qualification","119","0.394502326488626","0.337958113149204","0.451046539828049"
"Some worries","1999","Saxony","(2b) intermediate general qualification","","","",""
"Some worries","1999","Saxony","(2a) intermediate vocational","155","0.427050976695188","0.377704938548804","0.476397014841573"
"Some worries","1999","Saxony","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Saxony","(3a) lower tertiary education","72","0.517168597954854","0.433796184196716","0.600541011712991"
"Some worries","1999","Saxony","(3b) higher tertiary education","48","0.413036492272568","0.31840598155081","0.507667002994327"
"Some worries","1999","Saxony-Anhalt","(0) in school","","","",""
"Some worries","1999","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Some worries","1999","Saxony-Anhalt","(1b) general elementary school","","","",""
"Some worries","1999","Saxony-Anhalt","(1c) basic vocational qualification","77","0.400763594998809","0.330525857345679","0.471001332651939"
"Some worries","1999","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Some worries","1999","Saxony-Anhalt","(2a) intermediate vocational","99","0.461278942482094","0.392704250975159","0.52985363398903"
"Some worries","1999","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Saxony-Anhalt","(3a) lower tertiary education","47","0.390120240268371","0.296374234431759","0.483866246104983"
"Some worries","1999","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Some worries","1999","Thuringia","(0) in school","","","",""
"Some worries","1999","Thuringia","(1a) inadequately completed","","","",""
"Some worries","1999","Thuringia","(1b) general elementary school","","","",""
"Some worries","1999","Thuringia","(1c) basic vocational qualification","102","0.48280576902003","0.415698224114836","0.549913313925223"
"Some worries","1999","Thuringia","(2b) intermediate general qualification","","","",""
"Some worries","1999","Thuringia","(2a) intermediate vocational","112","0.461385801546647","0.398707680919102","0.524063922174193"
"Some worries","1999","Thuringia","(2c_gen) general maturity certificate","","","",""
"Some worries","1999","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1999","Thuringia","(3a) lower tertiary education","46","0.505673121292336","0.401213414484006","0.610132828100666"
"Some worries","1999","Thuringia","(3b) higher tertiary education","","","",""
"No worries","1999","Schleswig-Holstein","(0) in school","","","",""
"No worries","1999","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No worries","1999","Schleswig-Holstein","(1b) general elementary school","","","",""
"No worries","1999","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No worries","1999","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No worries","1999","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No worries","1999","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No worries","1999","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No worries","1999","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No worries","1999","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No worries","1999","Hamburg","(0) in school","","","",""
"No worries","1999","Hamburg","(1a) inadequately completed","","","",""
"No worries","1999","Hamburg","(1b) general elementary school","","","",""
"No worries","1999","Hamburg","(1c) basic vocational qualification","","","",""
"No worries","1999","Hamburg","(2b) intermediate general qualification","","","",""
"No worries","1999","Hamburg","(2a) intermediate vocational","","","",""
"No worries","1999","Hamburg","(2c_gen) general maturity certificate","","","",""
"No worries","1999","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No worries","1999","Hamburg","(3a) lower tertiary education","","","",""
"No worries","1999","Hamburg","(3b) higher tertiary education","","","",""
"No worries","1999","Lower Saxony","(0) in school","","","",""
"No worries","1999","Lower Saxony","(1a) inadequately completed","","","",""
"No worries","1999","Lower Saxony","(1b) general elementary school","36","0.130635066836904","0.0822041641225132","0.179065969551295"
"No worries","1999","Lower Saxony","(1c) basic vocational qualification","36","0.0988179128101225","0.0674646615595106","0.130171164060734"
"No worries","1999","Lower Saxony","(2b) intermediate general qualification","","","",""
"No worries","1999","Lower Saxony","(2a) intermediate vocational","39","0.172719897002451","0.125674219694163","0.21976557431074"
"No worries","1999","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No worries","1999","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No worries","1999","Lower Saxony","(3a) lower tertiary education","","","",""
"No worries","1999","Lower Saxony","(3b) higher tertiary education","31","0.331281608685004","0.230628140245062","0.431935077124945"
"No worries","1999","Bremen","(0) in school","","","",""
"No worries","1999","Bremen","(1a) inadequately completed","","","",""
"No worries","1999","Bremen","(1b) general elementary school","","","",""
"No worries","1999","Bremen","(1c) basic vocational qualification","","","",""
"No worries","1999","Bremen","(2b) intermediate general qualification","","","",""
"No worries","1999","Bremen","(2a) intermediate vocational","","","",""
"No worries","1999","Bremen","(2c_gen) general maturity certificate","","","",""
