"plj0046","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","1999","16-34 y.","higher education","161","0.3931260107737","0.34618887574771","0.44006314579969"
"No worries","1999","35-65 y.","in school","","","",""
"No worries","1999","35-65 y.","inadequately","89","0.303041820193696","0.249686183867998","0.356397456519394"
"No worries","1999","35-65 y.","general elemantary","186","0.163403904829836","0.14054506460872","0.186262745050953"
"No worries","1999","35-65 y.","middle vocational","494","0.128045142109897","0.117482198640394","0.138608085579401"
"No worries","1999","35-65 y.","vocational + Abi","61","0.328063641051791","0.26515876288915","0.390968519214432"
"No worries","1999","35-65 y.","higher vocational","77","0.182915829412552","0.149396394785568","0.216435264039536"
"No worries","1999","35-65 y.","higher education","386","0.317491939362312","0.292660525342592","0.342323353382033"
"No worries","1999","66 and older","in school","","","",""
"No worries","1999","66 and older","inadequately","","","",""
"No worries","1999","66 and older","general elemantary","81","0.134651105333066","0.106277712021551","0.16302449864458"
"No worries","1999","66 and older","middle vocational","109","0.115962729357869","0.0948203121481235","0.137105146567614"
"No worries","1999","66 and older","vocational + Abi","","","",""
"No worries","1999","66 and older","higher vocational","","","",""
"No worries","1999","66 and older","higher education","37","0.181898348884338","0.128435622010261","0.235361075758414"
"Big worries","2000","16-34 y.","in school","82","0.169304233993917","0.135789910227027","0.202818557760806"
"Big worries","2000","16-34 y.","inadequately","","","",""
"Big worries","2000","16-34 y.","general elemantary","361","0.288344293142101","0.26319187650895","0.313496709775253"
"Big worries","2000","16-34 y.","middle vocational","1084","0.302419591464646","0.287272130490754","0.317567052438539"
"Big worries","2000","16-34 y.","vocational + Abi","101","0.171051404973457","0.138561356224737","0.203541453722177"
"Big worries","2000","16-34 y.","higher vocational","126","0.30252362090881","0.258645154503969","0.346402087313651"
"Big worries","2000","16-34 y.","higher education","92","0.111811525963313","0.089303030999803","0.134320020926823"
"Big worries","2000","35-65 y.","in school","","","",""
"Big worries","2000","35-65 y.","inadequately","45","0.220938054838502","0.16789415841178","0.273981951265223"
"Big worries","2000","35-65 y.","general elemantary","423","0.341121949008199","0.316072612536681","0.366171285479717"
"Big worries","2000","35-65 y.","middle vocational","2628","0.362678500796405","0.351686565638832","0.373670435953977"
"Big worries","2000","35-65 y.","vocational + Abi","108","0.201407628709348","0.166498046757628","0.236317210661068"
"Big worries","2000","35-65 y.","higher vocational","397","0.314778898742714","0.288664614786804","0.340893182698624"
"Big worries","2000","35-65 y.","higher education","484","0.182662588041538","0.167892663027241","0.197432513055835"
"Big worries","2000","66 and older","in school","","","",""
"Big worries","2000","66 and older","inadequately","","","",""
"Big worries","2000","66 and older","general elemantary","276","0.312130674400423","0.281991846142725","0.342269502658122"
"Big worries","2000","66 and older","middle vocational","600","0.334741123308291","0.31328382149863","0.356198425117953"
"Big worries","2000","66 and older","vocational + Abi","","","",""
"Big worries","2000","66 and older","higher vocational","61","0.259359346826262","0.203794020957792","0.314924672694732"
"Big worries","2000","66 and older","higher education","117","0.272103279058227","0.229181784662247","0.315024773454207"
"Some worries","2000","16-34 y.","in school","221","0.465619433397451","0.421041859369016","0.510197007425885"
"Some worries","2000","16-34 y.","inadequately","30","0.263403946965434","0.176195031412895","0.350612862517972"
"Some worries","2000","16-34 y.","general elemantary","503","0.403370291359106","0.376131146976072","0.43060943574214"
"Some worries","2000","16-34 y.","middle vocational","1631","0.452797626838472","0.436381760751541","0.469213492925403"
"Some worries","2000","16-34 y.","vocational + Abi","239","0.454760713761951","0.411796360357041","0.497725067166862"
"Some worries","2000","16-34 y.","higher vocational","186","0.399648378231975","0.352858823245426","0.446437933218525"
"Some worries","2000","16-34 y.","higher education","323","0.403667578180483","0.368624136820384","0.438711019540583"
"Some worries","2000","35-65 y.","in school","","","",""
"Some worries","2000","35-65 y.","inadequately","102","0.423712061165026","0.360533557126525","0.486890565203528"
"Some worries","2000","35-65 y.","general elemantary","624","0.445490290923509","0.419229211501231","0.471751370345787"
"Some worries","2000","35-65 y.","middle vocational","3451","0.462624809453026","0.451225271915556","0.474024346990495"
"Some worries","2000","35-65 y.","vocational + Abi","231","0.443331205112906","0.400089112711771","0.486573297514041"
"Some worries","2000","35-65 y.","higher vocational","549","0.443253581454696","0.415320760686317","0.471186402223076"
"Some worries","2000","35-65 y.","higher education","1149","0.417769888974778","0.398917399963776","0.43662237798578"
"Some worries","2000","66 and older","in school","","","",""
"Some worries","2000","66 and older","inadequately","","","",""
"Some worries","2000","66 and older","general elemantary","427","0.480611180701673","0.448113796874075","0.513108564529271"
"Some worries","2000","66 and older","middle vocational","918","0.478188590592964","0.455475217933873","0.500901963252055"
"Some worries","2000","66 and older","vocational + Abi","51","0.568690061432691","0.47063554433124","0.666744578534142"
"Some worries","2000","66 and older","higher vocational","131","0.560133274355558","0.497203614844616","0.623062933866501"
"Some worries","2000","66 and older","higher education","187","0.467452749624493","0.419333261605353","0.515572237643633"
"No worries","2000","16-34 y.","in school","178","0.365076332608633","0.3220506122272","0.408102052990065"
"No worries","2000","16-34 y.","inadequately","39","0.423949902860513","0.326108549724728","0.521791255996298"
"No worries","2000","16-34 y.","general elemantary","382","0.308285415498793","0.282644765770481","0.333926065227105"
"No worries","2000","16-34 y.","middle vocational","817","0.244782781696882","0.230603177186199","0.258962386207565"
"No worries","2000","16-34 y.","vocational + Abi","176","0.374187881264591","0.332434650703355","0.415941111825828"
"No worries","2000","16-34 y.","higher vocational","109","0.297828000859215","0.254145091069171","0.341510910649259"
"No worries","2000","16-34 y.","higher education","338","0.484520895856204","0.448825484494231","0.520216307218177"
"No worries","2000","35-65 y.","in school","","","",""
"No worries","2000","35-65 y.","inadequately","88","0.355349883996472","0.294156526616689","0.416543241376255"
"No worries","2000","35-65 y.","general elemantary","329","0.213387760068292","0.191740448082483","0.235035072054102"
"No worries","2000","35-65 y.","middle vocational","1270","0.17469668975057","0.16601542304596","0.183377956455179"
"No worries","2000","35-65 y.","vocational + Abi","168","0.355261166177746","0.313602065091149","0.396920267264343"
"No worries","2000","35-65 y.","higher vocational","269","0.241967519802589","0.217886082965503","0.266048956639676"
"No worries","2000","35-65 y.","higher education","996","0.399567522983684","0.380844327308961","0.418290718658407"
"No worries","2000","66 and older","in school","","","",""
"No worries","2000","66 and older","inadequately","","","",""
"No worries","2000","66 and older","general elemantary","205","0.207258144897904","0.180893200220089","0.233623089575718"
"No worries","2000","66 and older","middle vocational","340","0.187070286098745","0.169338432357795","0.204802139839695"
"No worries","2000","66 and older","vocational + Abi","","","",""
"No worries","2000","66 and older","higher vocational","47","0.18050737881818","0.131746767231536","0.229267990404824"
"No worries","2000","66 and older","higher education","109","0.26044397131728","0.218117139698556","0.302770802936004"
"Big worries","2001","16-34 y.","in school","78","0.143822067535733","0.114279840829578","0.173364294241887"
"Big worries","2001","16-34 y.","inadequately","","","",""
"Big worries","2001","16-34 y.","general elemantary","273","0.252373896170662","0.227081057108232","0.277666735233091"
"Big worries","2001","16-34 y.","middle vocational","761","0.234606827598237","0.219501100555831","0.249712554640643"
"Big worries","2001","16-34 y.","vocational + Abi","88","0.187807181546694","0.151762143338532","0.223852219754855"
"Big worries","2001","16-34 y.","higher vocational","72","0.224481401172639","0.178979125112924","0.269983677232355"
"Big worries","2001","16-34 y.","higher education","63","0.0897370474990672","0.0674017320671583","0.112072362930976"
"Big worries","2001","35-65 y.","in school","","","",""
"Big worries","2001","35-65 y.","inadequately","","","",""
"Big worries","2001","35-65 y.","general elemantary","312","0.292196787038885","0.265797654993986","0.318595919083785"
"Big worries","2001","35-65 y.","middle vocational","2017","0.294926135313505","0.284038732252527","0.305813538374483"
"Big worries","2001","35-65 y.","vocational + Abi","91","0.178449488066801","0.14544464987223","0.211454326261371"
"Big worries","2001","35-65 y.","higher vocational","292","0.264938655160255","0.239070727045799","0.290806583274712"
"Big worries","2001","35-65 y.","higher education","369","0.143858681113752","0.130052042153318","0.157665320074185"
"Big worries","2001","66 and older","in school","","","",""
"Big worries","2001","66 and older","inadequately","","","",""
"Big worries","2001","66 and older","general elemantary","201","0.255590036044975","0.225439286368248","0.285740785721702"
"Big worries","2001","66 and older","middle vocational","478","0.273836732807274","0.253126779402878","0.29454668621167"
"Big worries","2001","66 and older","vocational + Abi","","","",""
"Big worries","2001","66 and older","higher vocational","62","0.268532454757067","0.211379587534878","0.325685321979256"
"Big worries","2001","66 and older","higher education","90","0.200614417481449","0.162406700189517","0.238822134773382"
"Some worries","2001","16-34 y.","in school","233","0.43023487067263","0.38855280971484","0.47191693163042"
"Some worries","2001","16-34 y.","inadequately","31","0.411454181401977","0.298568842712545","0.524339520091409"
"Some worries","2001","16-34 y.","general elemantary","495","0.414237722808037","0.385555113399458","0.442920332216616"
"Some worries","2001","16-34 y.","middle vocational","1435","0.476463057308228","0.458659069006355","0.494267045610101"
"Some worries","2001","16-34 y.","vocational + Abi","185","0.417680150883208","0.372164313665611","0.463195988100805"
"Some worries","2001","16-34 y.","higher vocational","159","0.436159656297341","0.382078290696384","0.490241021898299"
"Some worries","2001","16-34 y.","higher education","272","0.437731265973495","0.398961023278079","0.47650150866891"
"Some worries","2001","35-65 y.","in school","","","",""
"Some worries","2001","35-65 y.","inadequately","95","0.508660929520183","0.435424626023817","0.581897233016549"
"Some worries","2001","35-65 y.","general elemantary","524","0.458399528413497","0.429475600974703","0.487323455852291"
"Some worries","2001","35-65 y.","middle vocational","3320","0.49280003738979","0.480863583208559","0.50473649157102"
"Some worries","2001","35-65 y.","vocational + Abi","248","0.457204105992811","0.414262710154968","0.500145501830653"
"Some worries","2001","35-65 y.","higher vocational","557","0.479889895982201","0.450604868384645","0.509174923579758"
"Some worries","2001","35-65 y.","higher education","1051","0.416349349377509","0.396956008345407","0.435742690409611"
"Some worries","2001","66 and older","in school","","","",""
"Some worries","2001","66 and older","inadequately","","","",""
"Some worries","2001","66 and older","general elemantary","408","0.508927812894351","0.47437202271528","0.543483603073422"
"Some worries","2001","66 and older","middle vocational","905","0.501303793774482","0.478082593766881","0.524524993782084"
"Some worries","2001","66 and older","vocational + Abi","47","0.517216892150958","0.418783403625462","0.615650380676454"
"Some worries","2001","66 and older","higher vocational","119","0.523701250149779","0.459295650633568","0.58810684966599"
"Some worries","2001","66 and older","higher education","200","0.484631551714682","0.436949314764611","0.532313788664753"
"No worries","2001","16-34 y.","in school","231","0.425943061791638","0.384313512677904","0.467572610905371"
"No worries","2001","16-34 y.","inadequately","","","",""
"No worries","2001","16-34 y.","general elemantary","365","0.333388381021301","0.305938225730517","0.360838536312085"
"No worries","2001","16-34 y.","middle vocational","827","0.288930115093535","0.272772339741908","0.305087890445162"
"No worries","2001","16-34 y.","vocational + Abi","178","0.394512667570098","0.349405783537659","0.439619551602537"
"No worries","2001","16-34 y.","higher vocational","92","0.33935894253002","0.287722149841162","0.390995735218877"
"No worries","2001","16-34 y.","higher education","294","0.472531686527438","0.433516254155767","0.51154711889911"
"No worries","2001","35-65 y.","in school","","","",""
"No worries","2001","35-65 y.","inadequately","60","0.328358820884976","0.259562600832835","0.397155040937118"
"No worries","2001","35-65 y.","general elemantary","304","0.249403684547618","0.224287693935281","0.274519675159954"
"No worries","2001","35-65 y.","middle vocational","1402","0.212273827296706","0.20251076128611","0.222036893307301"
"No worries","2001","35-65 y.","vocational + Abi","178","0.364346405940389","0.322863390530584","0.405829421350194"
"No worries","2001","35-65 y.","higher vocational","269","0.255171448857543","0.229616713549534","0.280726184165553"
"No worries","2001","35-65 y.","higher education","1062","0.439791969508739","0.420264520385495","0.459319418631983"
"No worries","2001","66 and older","in school","","","",""
"No worries","2001","66 and older","inadequately","","","",""
"No worries","2001","66 and older","general elemantary","195","0.235482151060674","0.206153446659395","0.264810855461954"
"No worries","2001","66 and older","middle vocational","398","0.224859473418244","0.205470181567715","0.244248765268773"
"No worries","2001","66 and older","vocational + Abi","30","0.278957066463496","0.190612521153626","0.367301611773366"
"No worries","2001","66 and older","higher vocational","50","0.207766295093154","0.155447671932727","0.260084918253581"
"No worries","2001","66 and older","higher education","132","0.314754030803868","0.270444131756218","0.359063929851519"
"Big worries","2002","16-34 y.","in school","100","0.164808990230591","0.135270034795779","0.194347945665403"
"Big worries","2002","16-34 y.","inadequately","","","",""
"Big worries","2002","16-34 y.","general elemantary","251","0.231452889045763","0.205745712987537","0.257160065103989"
"Big worries","2002","16-34 y.","middle vocational","828","0.289481905680285","0.272978540516335","0.305985270844234"
"Big worries","2002","16-34 y.","vocational + Abi","83","0.161389509478581","0.127697016366108","0.195082002591053"
"Big worries","2002","16-34 y.","higher vocational","75","0.245154538794215","0.197112467223557","0.293196610364874"
"Big worries","2002","16-34 y.","higher education","71","0.104589461559074","0.0805784276811509","0.128600495436997"
"Big worries","2002","35-65 y.","in school","","","",""
"Big worries","2002","35-65 y.","inadequately","31","0.289694959287575","0.218511562294184","0.360878356280967"
"Big worries","2002","35-65 y.","general elemantary","328","0.350391496789783","0.321711170464486","0.37907182311508"
"Big worries","2002","35-65 y.","middle vocational","2239","0.345425807805905","0.334127256326533","0.356724359285276"
"Big worries","2002","35-65 y.","vocational + Abi","106","0.188897095513821","0.157834782487899","0.219959408539742"
"Big worries","2002","35-65 y.","higher vocational","331","0.301287062102765","0.275251467355022","0.327322656850508"
"Big worries","2002","35-65 y.","higher education","510","0.153690779007747","0.141534128033883","0.16584742998161"
"Big worries","2002","66 and older","in school","","","",""
"Big worries","2002","66 and older","inadequately","","","",""
"Big worries","2002","66 and older","general elemantary","249","0.3198569868947","0.287393920590281","0.35232005319912"
"Big worries","2002","66 and older","middle vocational","652","0.367906610550807","0.345967524834427","0.389845696267187"
"Big worries","2002","66 and older","vocational + Abi","33","0.276925519735424","0.188330754847143","0.365520284623704"
"Big worries","2002","66 and older","higher vocational","79","0.355967572240783","0.29526484178389","0.416670302697676"
"Big worries","2002","66 and older","higher education","162","0.298694320195387","0.26026904379181","0.337119596598964"
"Some worries","2002","16-34 y.","in school","258","0.447593738226377","0.408003959314178","0.487183517138576"
"Some worries","2002","16-34 y.","inadequately","","","",""
"Some worries","2002","16-34 y.","general elemantary","460","0.460083097209233","0.429704380592119","0.490461813826346"
"Some worries","2002","16-34 y.","middle vocational","1305","0.43243773698262","0.414409935153601","0.450465538811639"
"Some worries","2002","16-34 y.","vocational + Abi","199","0.423884500197036","0.378626652141974","0.469142348252097"
"Some worries","2002","16-34 y.","higher vocational","145","0.438312745498566","0.382899693939091","0.493725797058041"
"Some worries","2002","16-34 y.","higher education","284","0.477111321596884","0.437921771602058","0.516300871591709"
"Some worries","2002","35-65 y.","in school","","","",""
"Some worries","2002","35-65 y.","inadequately","74","0.383122448622118","0.306834827091486","0.45941007015275"
"Some worries","2002","35-65 y.","general elemantary","512","0.458562970353832","0.428608963354782","0.488516977352881"
"Some worries","2002","35-65 y.","middle vocational","3379","0.485958379703975","0.474082532038595","0.497834227369355"
"Some worries","2002","35-65 y.","vocational + Abi","306","0.462121952776472","0.422557662168017","0.501686243384927"
"Some worries","2002","35-65 y.","higher vocational","587","0.476594518871614","0.448253104225722","0.504935933517505"
"Some worries","2002","35-65 y.","higher education","1496","0.444698485589689","0.427948179029133","0.461448792150245"
"Some worries","2002","66 and older","in school","","","",""
"Some worries","2002","66 and older","inadequately","","","",""
"Some worries","2002","66 and older","general elemantary","408","0.526852433320571","0.49210247420725","0.561602392433892"
"Some worries","2002","66 and older","middle vocational","927","0.493173597864044","0.470428457064175","0.515918738663913"
"Some worries","2002","66 and older","vocational + Abi","43","0.489072842232294","0.390103354854274","0.588042329610314"
"Some worries","2002","66 and older","higher vocational","122","0.47242820006775","0.4091348863149","0.535721513820601"
"Some worries","2002","66 and older","higher education","254","0.473445737386659","0.431527162281243","0.515364312492075"
"No worries","2002","16-34 y.","in school","248","0.387597271543032","0.348807189958682","0.426387353127383"
"No worries","2002","16-34 y.","inadequately","","","",""
"No worries","2002","16-34 y.","general elemantary","323","0.308464013745004","0.28031277779964","0.336615249690368"
"No worries","2002","16-34 y.","middle vocational","768","0.278080357337096","0.261775995220132","0.294384719454059"
"No worries","2002","16-34 y.","vocational + Abi","176","0.414725990324384","0.369605314303417","0.45984666634535"
"No worries","2002","16-34 y.","higher vocational","88","0.316532715707219","0.264588056644172","0.368477374770267"
"No worries","2002","16-34 y.","higher education","269","0.418299216844042","0.37959581437069","0.457002619317395"
"No worries","2002","35-65 y.","in school","","","",""
"No worries","2002","35-65 y.","inadequately","51","0.327182592090307","0.253556882073539","0.400808302107074"
"No worries","2002","35-65 y.","general elemantary","223","0.191045532856386","0.167412909082713","0.214678156630058"
"No worries","2002","35-65 y.","middle vocational","1186","0.16861581249012","0.15971937834204","0.177512246638201"
"No worries","2002","35-65 y.","vocational + Abi","198","0.348980951709708","0.311155782214117","0.386806121205298"
"No worries","2002","35-65 y.","higher vocational","275","0.222118419025621","0.198531191295403","0.24570564675584"
"No worries","2002","35-65 y.","higher education","1375","0.401610735402564","0.385086550003711","0.418134920801418"
"No worries","2002","66 and older","in school","","","",""
"No worries","2002","66 and older","inadequately","","","",""
"No worries","2002","66 and older","general elemantary","136","0.153290579784729","0.128215840473375","0.178365319096082"
"No worries","2002","66 and older","middle vocational","277","0.138919791585149","0.123184928429583","0.154654654740714"
"No worries","2002","66 and older","vocational + Abi","","","",""
"No worries","2002","66 and older","higher vocational","38","0.171604227691467","0.123803768463552","0.219404686919383"
"No worries","2002","66 and older","higher education","129","0.227859942417954","0.192644603428104","0.263075281407804"
"Big worries","2003","16-34 y.","in school","89","0.182211908467396","0.151703517542867","0.212720299391925"
"Big worries","2003","16-34 y.","inadequately","","","",""
"Big worries","2003","16-34 y.","general elemantary","236","0.241064250544238","0.214146972898937","0.26798152818954"
"Big worries","2003","16-34 y.","middle vocational","678","0.250621031229476","0.234271467995166","0.266970594463786"
"Big worries","2003","16-34 y.","vocational + Abi","76","0.154488094124433","0.120946165296709","0.188030022952158"
"Big worries","2003","16-34 y.","higher vocational","73","0.252085084410938","0.200672139394105","0.303498029427771"
"Big worries","2003","16-34 y.","higher education","54","0.0944944222155998","0.0702888523123933","0.118699992118806"
"Big worries","2003","35-65 y.","in school","","","",""
"Big worries","2003","35-65 y.","inadequately","40","0.283710966450014","0.210837129548834","0.356584803351193"
"Big worries","2003","35-65 y.","general elemantary","284","0.336353569449868","0.306575176544038","0.366131962355699"
"Big worries","2003","35-65 y.","middle vocational","2006","0.324611857562379","0.313223768508976","0.335999946615781"
"Big worries","2003","35-65 y.","vocational + Abi","110","0.208217981553744","0.17599652957676","0.240439433530728"
"Big worries","2003","35-65 y.","higher vocational","309","0.282724142583608","0.256865264249188","0.308583020918028"
"Big worries","2003","35-65 y.","higher education","452","0.150234407764037","0.137868303987678","0.162600511540395"
"Big worries","2003","66 and older","in school","","","",""
"Big worries","2003","66 and older","inadequately","","","",""
"Big worries","2003","66 and older","general elemantary","219","0.297053327519601","0.265066699473488","0.329039955565715"
"Big worries","2003","66 and older","middle vocational","596","0.331454989507268","0.310305187635298","0.352604791379238"
"Big worries","2003","66 and older","vocational + Abi","30","0.285967350966603","0.196955515798375","0.374979186134831"
"Big worries","2003","66 and older","higher vocational","81","0.329700663912499","0.271310092818214","0.388091235006784"
"Big worries","2003","66 and older","higher education","128","0.236507127491657","0.201744166982304","0.27127008800101"
"Some worries","2003","16-34 y.","in school","248","0.406950133708932","0.368123768342576","0.445776499075289"
"Some worries","2003","16-34 y.","inadequately","","","",""
"Some worries","2003","16-34 y.","general elemantary","425","0.456729966858434","0.425382687621685","0.488077246095184"
"Some worries","2003","16-34 y.","middle vocational","1227","0.444487115628447","0.425740481428061","0.463233749828833"
"Some worries","2003","16-34 y.","vocational + Abi","223","0.502363710291474","0.45596073657603","0.548766684006919"
"Some worries","2003","16-34 y.","higher vocational","132","0.442727719434442","0.383914508933918","0.501540929934966"
"Some worries","2003","16-34 y.","higher education","245","0.483336262281863","0.441984374484453","0.524688150079273"
"Some worries","2003","35-65 y.","in school","","","",""
"Some worries","2003","35-65 y.","inadequately","58","0.397371706858765","0.318265118793049","0.476478294924482"
"Some worries","2003","35-65 y.","general elemantary","470","0.459979911577027","0.428566923859945","0.49139289929411"
"Some worries","2003","35-65 y.","middle vocational","3156","0.482876755137868","0.470723093852484","0.495030416423252"
"Some worries","2003","35-65 y.","vocational + Abi","272","0.408661866878252","0.369651218033255","0.447672515723249"
"Some worries","2003","35-65 y.","higher vocational","564","0.461385560871427","0.432759860328076","0.490011261414779"
"Some worries","2003","35-65 y.","higher education","1398","0.43577085083557","0.418609342376074","0.452932359295066"
"Some worries","2003","66 and older","in school","","","",""
"Some worries","2003","66 and older","inadequately","","","",""
"Some worries","2003","66 and older","general elemantary","403","0.516348311816711","0.481367668319905","0.551328955313518"
"Some worries","2003","66 and older","middle vocational","950","0.484241397249925","0.461787956872672","0.506694837627178"
"Some worries","2003","66 and older","vocational + Abi","51","0.565719412280976","0.468082003981274","0.663356820580677"
"Some worries","2003","66 and older","higher vocational","123","0.487726902087969","0.425641778817925","0.549812025358012"
"Some worries","2003","66 and older","higher education","283","0.494884810829369","0.453983293329687","0.535786328329052"
"No worries","2003","16-34 y.","in school","278","0.410837957823672","0.371954650898137","0.449721264749207"
"No worries","2003","16-34 y.","inadequately","","","",""
"No worries","2003","16-34 y.","general elemantary","309","0.302205782597327","0.273307150106891","0.331104415087763"
"No worries","2003","16-34 y.","middle vocational","794","0.304891853142077","0.287524015603117","0.322259690681037"
"No worries","2003","16-34 y.","vocational + Abi","147","0.343148195584092","0.299087107269963","0.387209283898221"
"No worries","2003","16-34 y.","higher vocational","69","0.30518719615462","0.250662924777337","0.359711467531902"
"No worries","2003","16-34 y.","higher education","262","0.422169315502537","0.381298783320492","0.463039847684583"
"No worries","2003","35-65 y.","in school","","","",""
"No worries","2003","35-65 y.","inadequately","49","0.318917326691221","0.24357684420338","0.394257809179062"
"No worries","2003","35-65 y.","general elemantary","213","0.203666518973104","0.178283565012004","0.229049472934204"
"No worries","2003","35-65 y.","middle vocational","1332","0.192511387299753","0.18292205509972","0.202100719499787"
"No worries","2003","35-65 y.","vocational + Abi","228","0.383120151568004","0.34454115183744","0.421699151298567"
"No worries","2003","35-65 y.","higher vocational","292","0.255890296544964","0.230833212994629","0.280947380095299"
"No worries","2003","35-65 y.","higher education","1357","0.413994741400393","0.396947787762062","0.431041695038724"
"No worries","2003","66 and older","in school","","","",""
"No worries","2003","66 and older","inadequately","","","",""
"No worries","2003","66 and older","general elemantary","162","0.186598360663687","0.159327647631484","0.213869073695891"
"No worries","2003","66 and older","middle vocational","357","0.184303613242807","0.16688314232232","0.201724084163294"
"No worries","2003","66 and older","vocational + Abi","","","",""
"No worries","2003","66 and older","higher vocational","45","0.182572433999532","0.134589073557893","0.230555794441171"
"No worries","2003","66 and older","higher education","163","0.268608061678974","0.232348149256962","0.304867974100986"
"Big worries","2004","16-34 y.","in school","120","0.211075632614125","0.179311266210202","0.242839999018048"
"Big worries","2004","16-34 y.","inadequately","","","",""
"Big worries","2004","16-34 y.","general elemantary","288","0.325975146022362","0.295334462799478","0.356615829245246"
"Big worries","2004","16-34 y.","middle vocational","779","0.301120436731983","0.283262536370499","0.318978337093466"
"Big worries","2004","16-34 y.","vocational + Abi","98","0.185591341109032","0.149510163131947","0.221672519086116"
"Big worries","2004","16-34 y.","higher vocational","72","0.283861705054921","0.228304590366894","0.339418819742948"
"Big worries","2004","16-34 y.","higher education","82","0.214914601771549","0.180301472036124","0.249527731506973"
"Big worries","2004","35-65 y.","in school","","","",""
"Big worries","2004","35-65 y.","inadequately","35","0.335762114865104","0.256392128852322","0.415132100877886"
