"plj0046","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2014","general elemantary","966","0.326981916536424","0.310438912673794","0.343524920399054","1"
"No worries","2014","higher vocational","487","0.310858002806883","0.288150622569605","0.333565383044161","3"
"No worries","2014","in school","226","0.53930926462574","0.492997453509121","0.585621075742359","3"
"No worries","2014","general elemantary","784","0.23071579026796","0.215859129552894","0.245572450983027","3"
"No worries","2014","higher education","3141","0.523317076897859","0.510897847057075","0.535736306738642","3"
"No worries","2014","inadequately","158","0.341473381760933","0.299824963280568","0.383121800241299","3"
"No worries","2014","middle vocational","3082","0.24657364601773","0.23902678612059","0.254120505914871","3"
"No worries","2014","vocational + Abi","769","0.391151636463942","0.370011084754177","0.412292188173707","3"
"Some worries","2014","general elemantary","1339","0.442302293195616","0.424787776335547","0.459816810055684","2"
"Some worries","2014","higher education","2282","0.352350273971001","0.340471959629195","0.364228588312807","2"
"Some worries","2014","higher vocational","718","0.425832558059359","0.40157369961205","0.450091416506668","2"
"Some worries","2014","inadequately","191","0.382613686197051","0.339927026785401","0.425300345608701","2"
"Some worries","2014","middle vocational","5551","0.439974347654439","0.431282938525786","0.448665756783093","2"
"Some worries","2014","vocational + Abi","877","0.416499442570908","0.395143584811779","0.437855300330037","2"
"Some worries","2014","in school","153","0.303488256503555","0.260771009842705","0.346205503164404","2"
"Big worries","2015","higher vocational","486","0.315403455860286","0.292081565775862","0.33872534594471","1"
"Big worries","2015","in school","59","0.150192921002673","0.112711134582388","0.187674707422958","1"
"Big worries","2015","inadequately","157","0.42422436805966","0.37597184644122","0.4724768896781","1"
"Big worries","2015","middle vocational","4471","0.385922589773112","0.377075864206713","0.394769315339511","1"
"Big worries","2015","vocational + Abi","510","0.248303547872937","0.229113421797041","0.267493673948834","1"
"Big worries","2015","general elemantary","992","0.400062176668226","0.381395369575117","0.418728983761335","1"
"Big worries","2015","higher education","1035","0.176699902961349","0.166931022489126","0.186468783433572","1"
"No worries","2015","higher vocational","369","0.248277264004109","0.226594707466942","0.269959820541277","3"
"No worries","2015","in school","164","0.4100660555913","0.358464358996104","0.461667752186495","3"
"No worries","2015","general elemantary","558","0.195055656908501","0.179957797655459","0.210153516161544","3"
"No worries","2015","higher education","2342","0.434878750957876","0.422181711490052","0.4475757904257","3"
"No worries","2015","inadequately","102","0.266737134335665","0.223558673779011","0.30991559489232","3"
"No worries","2015","middle vocational","2194","0.184245016081706","0.177199729938935","0.191290302224477","3"
"No worries","2015","vocational + Abi","563","0.305193221977543","0.284738923900077","0.32564752005501","3"
"Some worries","2015","general elemantary","1096","0.404882166423272","0.386178834660582","0.423585498185963","2"
"Some worries","2015","higher education","2479","0.388421346080775","0.375938165275468","0.400904526886083","2"
"Some worries","2015","higher vocational","670","0.436319280135605","0.411428875236837","0.461209685034372","2"
"Some worries","2015","in school","126","0.439741023406027","0.387666143056681","0.491815903755374","2"
"Some worries","2015","inadequately","144","0.309038497604675","0.263922684872691","0.354154310336659","2"
"Some worries","2015","middle vocational","4967","0.429832394145182","0.420835932448175","0.438828855842189","2"
"Some worries","2015","vocational + Abi","874","0.44650323014952","0.424421405179487","0.468585055119553","2"
"Big worries","2016","middle vocational","5775","0.536606737512619","0.527285085307004","0.545928389718233","1"
"Big worries","2016","vocational + Abi","782","0.37287167919993","0.351757778635128","0.393985579764733","1"
"Big worries","2016","higher vocational","669","0.487537221274585","0.461428727596779","0.51364571495239","1"
"Big worries","2016","in school","72","0.172871673772224","0.132011660103772","0.213731687440675","1"
"Big worries","2016","inadequately","200","0.464373652178135","0.415499093744994","0.513248210611275","1"
"Big worries","2016","general elemantary","1309","0.525552110559581","0.506186116409564","0.544918104709598","1"
"Big worries","2016","higher education","1780","0.298282202022251","0.286594399144223","0.30997000490028","1"
"No worries","2016","in school","103","0.336068756965055","0.285026982422414","0.387110531507696","3"
"No worries","2016","higher vocational","195","0.124188289749265","0.106961971728149","0.141414607770381","3"
"No worries","2016","general elemantary","354","0.126875202486874","0.11396704723783","0.139783357735919","3"
"No worries","2016","higher education","1350","0.230246819426695","0.2194918166214","0.241001822231989","3"
"No worries","2016","middle vocational","1356","0.118401209167234","0.112361673661606","0.124440744672863","3"
"No worries","2016","vocational + Abi","369","0.184672500751963","0.167729991709462","0.201615009794463","3"
"No worries","2016","inadequately","62","0.145228453244268","0.110700647480111","0.179756259008425","3"
"Some worries","2016","general elemantary","891","0.347572686953544","0.329104403473307","0.366040970433782","2"
"Some worries","2016","higher education","2756","0.471470978551054","0.458718345473064","0.484223611629045","2"
"Some worries","2016","higher vocational","544","0.38827448897615","0.362818235412924","0.413730742539377","2"
"Some worries","2016","in school","154","0.491059569262721","0.437040050884045","0.545079087641398","2"
"Some worries","2016","inadequately","138","0.390397894577597","0.342590501992802","0.438205287162391","2"
"Some worries","2016","middle vocational","3862","0.344992053320147","0.336105818051828","0.353878288588466","2"
"Some worries","2016","vocational + Abi","864","0.442455820048107","0.420769534835144","0.46414210526107","2"
"Big worries","2017","higher vocational","618","0.403777040666328","0.379287476147811","0.428266605184844","1"
"Big worries","2017","in school","63","0.107649767842002","0.0776491373504281","0.137650398333575","1"
"Big worries","2017","inadequately","195","0.440563535611181","0.394592028292713","0.486535042929649","1"
"Big worries","2017","middle vocational","5421","0.456391371534292","0.447503161472609","0.465279581595975","1"
"Big worries","2017","vocational + Abi","689","0.290537088785131","0.271625634756879","0.309448542813384","1"
"Big worries","2017","general elemantary","1173","0.434966991744307","0.416356826669092","0.453577156819522","1"
"Big worries","2017","higher education","1515","0.220995101697041","0.210937670945187","0.231052532448895","1"
"No worries","2017","in school","172","0.370133519351562","0.323396649825117","0.416870388878008","3"
"No worries","2017","higher vocational","245","0.156348580407371","0.13822122723381","0.174475933580931","3"
"No worries","2017","general elemantary","446","0.155733423373438","0.14212161336182","0.169345233385057","3"
"No worries","2017","higher education","1925","0.30661576421159","0.295439160444569","0.317792367978611","3"
"No worries","2017","middle vocational","1769","0.142292696026786","0.136058746452617","0.148526645600954","3"
"No worries","2017","vocational + Abi","500","0.238177752428301","0.220434358086174","0.255921146770427","3"
"No worries","2017","inadequately","93","0.240465825642125","0.200891873357739","0.28003977792651","3"
"Some worries","2017","general elemantary","1107","0.409299584882254","0.390841380291844","0.427757789472664","2"
"Some worries","2017","higher education","3098","0.472389134091369","0.460287822372091","0.484490445810647","2"
"Some worries","2017","higher vocational","679","0.439874378926302","0.415099419225911","0.464649338626692","2"
"Some worries","2017","in school","175","0.522216712806436","0.473866652171717","0.570566773441154","2"
"Some worries","2017","inadequately","160","0.318970638746694","0.275812037979524","0.362129239513865","2"
"Some worries","2017","middle vocational","4874","0.401315932438922","0.392569227466064","0.41006263741178","2"
"Some worries","2017","vocational + Abi","1025","0.471285158786568","0.450492409583194","0.492077907989942","2"
"Big worries","2018","higher vocational","475","0.33534539107607","0.311036895621825","0.359653886530316","1"
"Big worries","2018","in school","39","0.148017809468034","0.110491045610622","0.185544573325445","1"
"Big worries","2018","inadequately","176","0.371492391146603","0.328083884432244","0.414900897860963","1"
"Big worries","2018","middle vocational","4346","0.386283058692728","0.37737175723287","0.395194360152586","1"
"Big worries","2018","vocational + Abi","502","0.234740128982267","0.2166556915675","0.252824566397034","1"
"Big worries","2018","higher education","1069","0.164670888381503","0.155531424518807","0.173810352244199","1"
"Big worries","2018","general elemantary","972","0.366904108500491","0.348609250055649","0.385198966945332","1"
"No worries","2018","in school","168","0.485146924316045","0.432333154691137","0.537960693940953","3"
"No worries","2018","higher vocational","317","0.223332228389789","0.201888157215023","0.244776299564554","3"
"No worries","2018","general elemantary","569","0.190186936371917","0.175289870127454","0.20508400261638","3"
"No worries","2018","higher education","2431","0.397693819938636","0.385633284809079","0.409754355068192","3"
"No worries","2018","inadequately","114","0.262857242501511","0.2233132613974","0.302401223605621","3"
"No worries","2018","middle vocational","2193","0.188120629404897","0.180967958993232","0.195273299816562","3"
"No worries","2018","vocational + Abi","662","0.313329405591709","0.29353777092698","0.333121040256438","3"
"Some worries","2018","general elemantary","1125","0.442908955127592","0.424053442774682","0.461764467480503","2"
"Some worries","2018","higher education","2826","0.437635291679861","0.425410296546532","0.449860286813191","2"
"Some worries","2018","higher vocational","657","0.441322380534141","0.41575580793502","0.466888953133262","2"
"Some worries","2018","in school","137","0.366835266215922","0.315906545328949","0.417763987102895","2"
"Some worries","2018","inadequately","186","0.365650366351886","0.322384842365687","0.408915890338085","2"
"Some worries","2018","middle vocational","4929","0.425596311902375","0.416547078567374","0.434645545237377","2"
"Some worries","2018","vocational + Abi","946","0.451930465426024","0.430695062605621","0.473165868246428","2"
"Big worries","2019","higher vocational","488","0.287748255836719","0.266016070419257","0.309480441254182","1"
"Big worries","2019","in school","31","0.106028207459178","0.0726077870746809","0.139448627843675","1"
"Big worries","2019","inadequately","147","0.370410688104185","0.321920258549225","0.418901117659144","1"
"Big worries","2019","middle vocational","3930","0.356555032785018","0.347636019733217","0.365474045836819","1"
"Big worries","2019","vocational + Abi","477","0.211411271739284","0.194188179725649","0.228634363752919","1"
"Big worries","2019","general elemantary","871","0.372231373368608","0.35287558008396","0.391587166653256","1"
"Big worries","2019","higher education","1091","0.157259199989977","0.148730454879134","0.165787945100819","1"
"No worries","2019","higher vocational","434","0.255970264648579","0.235020931841905","0.276919597455252","3"
"No worries","2019","in school","161","0.485108629579325","0.4308565240679","0.539360735090751","3"
"No worries","2019","general elemantary","492","0.18258212676173","0.167113353286254","0.198050900237205","3"
"No worries","2019","higher education","2925","0.416141440921258","0.40459350399504","0.427689377847475","3"
"No worries","2019","inadequately","80","0.183729896074631","0.14484396847838","0.222615823670882","3"
"No worries","2019","middle vocational","2397","0.208712376246373","0.201145108548553","0.216279643944193","3"
"No worries","2019","vocational + Abi","706","0.336344787142568","0.31641579318733","0.356273781097806","3"
"Some worries","2019","general elemantary","1033","0.445186499869663","0.425286678076818","0.465086321662507","2"
"Some worries","2019","higher education","2983","0.426599359088766","0.415012405148093","0.438186313029439","2"
"Some worries","2019","higher vocational","745","0.456281479514702","0.432371248350911","0.480191710678494","2"
"Some worries","2019","in school","134","0.408863162961497","0.355496223799201","0.462230102123792","2"
"Some worries","2019","inadequately","154","0.445859415821184","0.395948613227838","0.495770218414531","2"
"Some worries","2019","middle vocational","4752","0.434732590968609","0.425501864477706","0.443963317459512","2"
"Some worries","2019","vocational + Abi","976","0.452243941118148","0.43124962445549","0.473238257780806","2"
