"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2017","Baden-Württemberg","indirect migration background","120","0.394428151397382","0.338179011892042","0.450677290902722","2"
"Some worries","2017","Bavaria","no migration background","1318","0.42902047522999","0.411675886915324","0.446365063544656","2"
"Some worries","2017","Bavaria","direct migration background","336","0.409345129574374","0.375440881342924","0.443249377805823","2"
"Some worries","2017","Bavaria","indirect migration background","107","0.478231390954866","0.416920727707598","0.539542054202134","2"
"Some worries","2017","Berlin","no migration background","313","0.408685596321279","0.374142426522682","0.443228766119875","2"
"Some worries","2017","Berlin","direct migration background","63","0.410247379946698","0.332051450771339","0.488443309122058","2"
"Some worries","2017","Mecklenburg-Western Pomerania","indirect migration background","4","","","","2"
"Some worries","2017","Saxony","no migration background","595","0.392090316335817","0.36786338654056","0.416317246131075","2"
"Some worries","2017","Saxony","direct migration background","23","","","","2"
"Some worries","2017","Saxony","indirect migration background","11","","","","2"
"Some worries","2017","Saxony-Anhalt","no migration background","307","0.351324869264136","0.319307383407524","0.383342355120747","2"
"Some worries","2017","Saxony-Anhalt","direct migration background","26","","","","2"
"Big worries","2018","Hamburg","direct migration background","30","0.282688698488272","0.198917512986883","0.366459883989661","1"
"Big worries","2018","Hamburg","indirect migration background","11","","","","1"
"Big worries","2018","Lower Saxony","no migration background","518","0.281320803109324","0.261404432072401","0.301237174146247","1"
"Big worries","2018","Lower Saxony","direct migration background","121","0.269290866672096","0.227748224421392","0.310833508922801","1"
"Big worries","2018","Lower Saxony","indirect migration background","28","","","","1"
"Big worries","2018","Bremen","no migration background","52","0.437920393736703","0.35771825992434","0.518122527549065","1"
"Big worries","2018","Bremen","direct migration background","14","","","","1"
"Big worries","2018","Bremen","indirect migration background","2","","","","1"
"Big worries","2018","Hesse","direct migration background","111","0.325060060882444","0.275490462391707","0.374629659373181","1"
"Big worries","2018","Hesse","indirect migration background","42","0.276294125537971","0.202485790400921","0.350102460675021","1"
"Big worries","2018","Rhineland-Palatinate,Saarland","no migration background","319","0.318338733021718","0.290162528441612","0.346514937601823","1"
"Big worries","2018","Rhineland-Palatinate,Saarland","direct migration background","90","0.220484840716833","0.176353218458772","0.264616462974893","1"
"Big worries","2018","Rhineland-Palatinate,Saarland","indirect migration background","23","","","","1"
"Big worries","2018","Baden-Württemberg","no migration background","446","0.254090811682301","0.23488104866654","0.273300574698062","1"
"Big worries","2018","Baden-Württemberg","direct migration background","145","0.250556922269643","0.21479415897772","0.286319685561565","1"
"Big worries","2018","Baden-Württemberg","indirect migration background","48","0.218541221046885","0.167618975084178","0.269463467009592","1"
"Big worries","2018","Berlin","direct migration background","37","0.258203728390209","0.189082522186765","0.327324934593652","1"
"Big worries","2018","Berlin","indirect migration background","23","","","","1"
"Big worries","2018","Brandenburg","no migration background","397","0.455505026146371","0.423306658149367","0.487703394143374","1"
"Big worries","2018","Brandenburg","direct migration background","30","0.328146145441578","0.232200506904319","0.424091783978837","1"
"Big worries","2018","Brandenburg","indirect migration background","3","","","","1"
"Big worries","2018","Mecklenburg-Western Pomerania","no migration background","207","0.421933483430696","0.381318636021331","0.46254833084006","1"
"Big worries","2018","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Big worries","2018","Mecklenburg-Western Pomerania","indirect migration background","4","","","","1"
"Big worries","2018","Saxony","no migration background","613","0.416125708344669","0.391410836414868","0.440840580274469","1"
"Big worries","2018","Saxony","direct migration background","24","","","","1"
"Big worries","2018","Saxony","indirect migration background","15","","","","1"
"Big worries","2018","Saxony-Anhalt","no migration background","375","0.472157403889998","0.438417354627653","0.505897453152343","1"
"Big worries","2018","Saxony-Anhalt","direct migration background","13","","","","1"
"Big worries","2018","Saxony-Anhalt","indirect migration background","3","","","","1"
"Big worries","2018","Thuringia","no migration background","364","0.428333161550751","0.395047545800853","0.461618777300649","1"
"Big worries","2018","Thuringia","direct migration background","20","","","","1"
"Big worries","2018","Thuringia","indirect migration background","8","","","","1"
"Big worries","2018","Hamburg","no migration background","62","0.220428929953354","0.175291405247212","0.265566454659495","1"
"Big worries","2018","Hesse","no migration background","343","0.297247088548438","0.271600576604342","0.322893600492535","1"
"Big worries","2018","Schleswig-Holstein","direct migration background","49","0.317288163085085","0.241005521486444","0.393570804683726","1"
"Big worries","2018","North Rhine-Westphalia","direct migration background","414","0.300099554251658","0.274361526957174","0.325837581546142","1"
"Big worries","2018","Schleswig-Holstein","no migration background","189","0.277968827584361","0.245625077792125","0.310312577376596","1"
"Big worries","2018","Schleswig-Holstein","indirect migration background","14","","","","1"
"Big worries","2018","North Rhine-Westphalia","indirect migration background","126","0.229071815667278","0.193124933335918","0.265018697998637","1"
"Big worries","2018","North Rhine-Westphalia","no migration background","1049","0.305719381250975","0.290848369078628","0.320590393423322","1"
"Big worries","2018","Berlin","no migration background","212","0.298317553090205","0.266271324939388","0.330363781241023","1"
"Big worries","2018","Bavaria","indirect migration background","58","0.157382775626901","0.113702413843831","0.201063137409971","1"
"Big worries","2018","Bavaria","direct migration background","202","0.272146768636864","0.239949164293593","0.304344372980135","1"
"Big worries","2018","Bavaria","no migration background","916","0.333867293859438","0.316929647480163","0.350804940238714","1"
"No worries","2018","Schleswig-Holstein","no migration background","227","0.32207992121819","0.288344555601217","0.355815286835164","3"
"No worries","2018","Schleswig-Holstein","direct migration background","25","","","","3"
"No worries","2018","Schleswig-Holstein","indirect migration background","11","","","","3"
"No worries","2018","Hamburg","no migration background","126","0.398420071820112","0.345112014087973","0.45172812955225","3"
"No worries","2018","Hamburg","direct migration background","28","","","","3"
"No worries","2018","Hamburg","indirect migration background","15","","","","3"
"No worries","2018","Lower Saxony","no migration background","542","0.277182509414095","0.257356332147646","0.297008686680543","3"
"No worries","2018","Lower Saxony","direct migration background","107","0.244994983466627","0.204717293902824","0.285272673030431","3"
"No worries","2018","Lower Saxony","indirect migration background","50","0.317091885478274","0.240553795592342","0.393629975364205","3"
"No worries","2018","Bremen","no migration background","47","0.21265272292592","0.146506041186552","0.278799404665287","3"
"No worries","2018","Bremen","direct migration background","14","","","","3"
"No worries","2018","Bremen","indirect migration background","5","","","","3"
"No worries","2018","North Rhine-Westphalia","no migration background","1040","0.256597752836946","0.24250000035262","0.270695505321273","3"
"No worries","2018","North Rhine-Westphalia","direct migration background","264","0.241863262811231","0.217815029789892","0.26591149583257","3"
"No worries","2018","North Rhine-Westphalia","indirect migration background","170","0.323003917957114","0.283003418682645","0.363004417231582","3"
"No worries","2018","Hesse","no migration background","363","0.296164563122336","0.270545084538557","0.321784041706114","3"
