"plj0046","year","e11103","n","percent","lower_confidence","upper_confidence"
"Some worries","2013","Part Time","1859","0.414343523423243","0.400070800473446","0.42861624637304"
"Big worries","2014","Full Time","2505","0.247157650237876","0.23878235647896","0.255532943996791"
"Big worries","2014","Not Working","2489","0.279733943447955","0.270620989135037","0.288846897760874"
"Big worries","2014","Part Time","1813","0.245412133058566","0.235686604337423","0.255137661779709"
"No worries","2014","Full Time","3555","0.354885928331247","0.345595758650343","0.36417609801215"
"No worries","2014","Not Working","2772","0.283946080151345","0.274791657976406","0.293100502326284"
"No worries","2014","Part Time","2552","0.345987836581093","0.335237213764284","0.356738459397901"
"Some worries","2014","Full Time","4130","0.397956421430878","0.388452721363089","0.407460121498667"
"Some worries","2014","Not Working","4059","0.4363199764007","0.426251610145762","0.446388342655637"
"Some worries","2014","Part Time","3156","0.408600030360341","0.397490386350605","0.419709674370076"
"Big worries","2015","Full Time","2933","0.314282588348581","0.304931231034392","0.32363394566277"
"Big worries","2015","Not Working","2771","0.344871778806744","0.334719020962322","0.355024536651166"
"Big worries","2015","Part Time","2201","0.309268234392153","0.298499966157406","0.320036502626901"
"No worries","2015","Full Time","2618","0.285385590818568","0.276288682709931","0.294482498927204"
"No worries","2015","Not Working","2025","0.224218280993571","0.2153099298938","0.233126632093341"
"No worries","2015","Part Time","1849","0.269821371326133","0.25948004543167","0.280162697220596"
"Some worries","2015","Full Time","3916","0.400331820832851","0.390462041101775","0.410201600563927"
"Some worries","2015","Not Working","3624","0.430909940199685","0.420332616350801","0.441487264048569"
"Some worries","2015","Part Time","3027","0.420910394281714","0.409407921787648","0.432412866775779"
"Big worries","2016","Full Time","3971","0.448388353931517","0.438199297660665","0.45857741020237"
"Big worries","2016","Not Working","3871","0.489772711804758","0.47887148689921","0.500673936710306"
"Big worries","2016","Part Time","2928","0.422634035830689","0.411013835638182","0.434254236023196"
"No worries","2016","Full Time","1588","0.162696235388108","0.155134519441565","0.170257951334652"
"No worries","2016","Not Working","1161","0.134271157046235","0.126836199796441","0.141706114296029"
"No worries","2016","Part Time","1194","0.170490116585125","0.161643724731241","0.179336508439008"
"Some worries","2016","Full Time","3593","0.388915410680375","0.378927645407707","0.398903175953042"
"Some worries","2016","Not Working","3046","0.375956131149007","0.365393495172638","0.386518767125377"
"Some worries","2016","Part Time","2820","0.406875847584186","0.395319794019034","0.418431901149339"
"Big worries","2017","Full Time","3673","0.353492418068669","0.344289631465616","0.362695204671722"
"Big worries","2017","Not Working","3493","0.413145261672374","0.402713605273785","0.423576918070963"
"Big worries","2017","Part Time","2674","0.360020469079522","0.349248641643682","0.370792296515362"
"No worries","2017","Full Time","2252","0.212796460411216","0.204917512891165","0.220675407931267"
"No worries","2017","Not Working","1488","0.166687079629308","0.158791362072479","0.174582797186137"
"No worries","2017","Part Time","1592","0.210519492943695","0.201370788192679","0.219668197694711"
"Some worries","2017","Full Time","4441","0.433711121520115","0.424170826949579","0.443251416090651"
"Some worries","2017","Not Working","3578","0.420167658698318","0.409710851374114","0.430624466022522"
"Some worries","2017","Part Time","3362","0.429460037976783","0.418351749174731","0.440568326778835"
"Big worries","2018","Full Time","2828","0.287779188530991","0.278860286611918","0.296698090450065"
"Big worries","2018","Not Working","2778","0.343067309392107","0.332826373265155","0.353308245519059"
"Big worries","2018","Part Time","2165","0.300843195457183","0.290477544956962","0.311208845957405"
"No worries","2018","Full Time","2768","0.278848881372934","0.270014585092074","0.287683177653793"
"No worries","2018","Not Working","1881","0.218563539464011","0.209648459453857","0.227478619474165"
"No worries","2018","Part Time","2074","0.271064931973869","0.261018305386532","0.281111558561205"
"Some worries","2018","Full Time","4302","0.433371930096075","0.42360959304439","0.443134267147761"
"Some worries","2018","Not Working","3596","0.438369151143882","0.427665424197855","0.449072878089908"
"Some worries","2018","Part Time","3281","0.428091872568948","0.416908551428703","0.439275193709193"
"Big worries","2019","Full Time","2774","0.280348902927976","0.271748079230821","0.288949726625131"
"Big worries","2019","Not Working","2562","0.315238242101594","0.305092016462474","0.325384467740714"
"Big worries","2019","Part Time","1866","0.262890200385562","0.252716556237206","0.273063844533917"
"No worries","2019","Full Time","3240","0.292956736018807","0.284241997562356","0.301671474475257"
"No worries","2019","Not Working","1964","0.234045940241856","0.224799656086742","0.243292224396971"
"No worries","2019","Part Time","2233","0.306129326198538","0.295477722844584","0.316780929552493"
"Some worries","2019","Full Time","4463","0.426694361053217","0.417223680729566","0.436165041376868"
"Some worries","2019","Not Working","3529","0.45071581765655","0.439849928638306","0.461581706674793"
"Some worries","2019","Part Time","3093","0.4309804734159","0.419535477722631","0.442425469109169"
