"plj0046","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","Saxony","Employed","331","0.443736816665302","0.408156478427995","0.47931715490261"
"Big worries","1999","Saxony","Not Employed","150","0.379498791284838","0.332296662155362","0.426700920414314"
"Big worries","1999","Schleswig-Holstein","Employed","50","0.294651732170233","0.233714157893572","0.355589306446893"
"Big worries","1999","Schleswig-Holstein","Not Employed","22","","",""
"Big worries","1999","Thuringia","Employed","174","0.381133450008927","0.336654718833194","0.42561218118466"
"Big worries","1999","Thuringia","Not Employed","84","0.316133953841536","0.26004630695525","0.372221600727821"
"No worries","1999","Baden-Württemberg","Employed","214","0.195403989916165","0.172109341515316","0.218698638317014"
"No worries","1999","Baden-Württemberg","Not Employed","147","0.186461526422145","0.155853412833632","0.217069640010657"
"No worries","1999","Bavaria","Employed","252","0.212235559190206","0.188954851529727","0.235516266850684"
"No worries","1999","Bavaria","Not Employed","113","0.151006918505908","0.12256951483062","0.179444322181195"
"No worries","1999","Berlin","Employed","70","0.216075920924949","0.171261707876052","0.260890133973846"
"No worries","1999","Berlin","Not Employed","42","0.19408407861141","0.137848507062543","0.250319650160276"
"No worries","1999","Brandenburg","Employed","50","0.125954683898783","0.0922827693050201","0.159626598492547"
"No worries","1999","Brandenburg","Not Employed","32","0.153671925428822","0.106963310402933","0.200380540454711"
"No worries","1999","Bremen","Employed","7","","",""
"No worries","1999","Bremen","Not Employed","11","","",""
"No worries","1999","Hamburg","Employed","27","","",""
"No worries","1999","Hamburg","Not Employed","15","","",""
"No worries","1999","Hesse","Employed","130","0.223131851116456","0.188831835511858","0.257431866721055"
"No worries","1999","Hesse","Not Employed","65","0.162379417758545","0.122345466959084","0.202413368558007"
"No worries","1999","Lower Saxony","Employed","160","0.203501028246226","0.174952920614865","0.232049135877587"
"No worries","1999","Lower Saxony","Not Employed","62","0.126136900327264","0.0938424533481821","0.158431347306346"
"No worries","1999","Mecklenburg-Western Pomerania","Employed","31","0.111327845909992","0.0736701813127656","0.148985510507219"
"No worries","1999","Mecklenburg-Western Pomerania","Not Employed","23","","",""
"No worries","1999","North Rhine-Westphalia","Employed","365","0.217503913134484","0.198046883210242","0.236960943058726"
"No worries","1999","North Rhine-Westphalia","Not Employed","183","0.160714660691931","0.137743924539055","0.183685396844808"
"No worries","1999","Rhineland-Palatinate,Saarland","Employed","95","0.198712592164863","0.16263761911393","0.234787565215796"
"No worries","1999","Rhineland-Palatinate,Saarland","Not Employed","57","0.148974458598315","0.108749829488374","0.189199087708256"
"No worries","1999","Saxony-Anhalt","Employed","57","0.135777180782425","0.103210021057739","0.168344340507112"
"No worries","1999","Saxony-Anhalt","Not Employed","44","0.159161254535033","0.11511589203243","0.203206617037637"
"No worries","1999","Saxony","Employed","103","0.130984280652861","0.106822408166759","0.155146153138962"
"No worries","1999","Saxony","Not Employed","72","0.172856939744385","0.136076340606228","0.209637538882541"
"No worries","1999","Schleswig-Holstein","Employed","55","0.201305741160298","0.14770790918765","0.254903573132947"
"No worries","1999","Schleswig-Holstein","Not Employed","42","0.274997854212921","0.192303972560387","0.357691735865455"
"No worries","1999","Thuringia","Employed","82","0.19717926413118","0.160741202724473","0.233617325537888"
"No worries","1999","Thuringia","Not Employed","42","0.161147002452112","0.11679633361047","0.205497671293754"
"Some worries","1999","Baden-Württemberg","Employed","541","0.446271246176919","0.417066831955177","0.475475660398661"
"Some worries","1999","Baden-Württemberg","Not Employed","291","0.467719578514742","0.428507856099689","0.506931300929796"
"Some worries","1999","Bavaria","Employed","528","0.465007119072232","0.436608794520461","0.493405443624004"
"Some worries","1999","Bavaria","Not Employed","276","0.4290914817987","0.38978196976851","0.468400993828889"
"Some worries","1999","Berlin","Employed","122","0.391950606552453","0.338793579223225","0.445107633881682"
"Some worries","1999","Berlin","Not Employed","72","0.399062872266206","0.329431256796862","0.46869448773555"
"Some worries","1999","Brandenburg","Employed","183","0.523258149237948","0.472571531223713","0.573944767252183"
"Some worries","1999","Brandenburg","Not Employed","111","0.480586877296949","0.415876674233086","0.545297080360812"
"Some worries","1999","Bremen","Employed","20","","",""
"Some worries","1999","Bremen","Not Employed","13","","",""
"Some worries","1999","Hamburg","Employed","38","0.337824081186635","0.241698581526331","0.433949580846939"
"Some worries","1999","Hamburg","Not Employed","12","","",""
"Some worries","1999","Hesse","Employed","270","0.460129569298602","0.419069023522907","0.501190115074296"
"Some worries","1999","Hesse","Not Employed","154","0.469988419904626","0.415810098038009","0.524166741771244"
"Some worries","1999","Lower Saxony","Employed","362","0.476744970668153","0.441328834601857","0.51216110673445"
"Some worries","1999","Lower Saxony","Not Employed","179","0.38701522681594","0.339637530080716","0.434392923551164"
"Some worries","1999","Mecklenburg-Western Pomerania","Employed","158","0.57189978586505","0.512660013162246","0.631139558567855"
"Some worries","1999","Mecklenburg-Western Pomerania","Not Employed","70","0.562462221404196","0.478467856730593","0.6464565860778"
"Some worries","1999","North Rhine-Westphalia","Employed","778","0.444884412723602","0.421446591988211","0.468322233458992"
"Some worries","1999","North Rhine-Westphalia","Not Employed","437","0.440302810364724","0.409254023296354","0.471351597433094"
"Some worries","1999","Rhineland-Palatinate,Saarland","Employed","230","0.457798546834927","0.412756646472179","0.502840447197676"
"Some worries","1999","Rhineland-Palatinate,Saarland","Not Employed","170","0.604624015982742","0.549389229068422","0.659858802897062"
"Some worries","1999","Saxony-Anhalt","Employed","198","0.430312882458923","0.383240736320012","0.477385028597835"
"Some worries","1999","Saxony-Anhalt","Not Employed","119","0.418485318473715","0.359090903465906","0.477879733481523"
"Some worries","1999","Saxony","Employed","315","0.425278902681837","0.389873244563497","0.460684560800177"
"Some worries","1999","Saxony","Not Employed","184","0.447644268970777","0.399275946995847","0.496012590945708"
"Some worries","1999","Schleswig-Holstein","Employed","110","0.504042526669469","0.437210493966529","0.570874559372408"
"Some worries","1999","Schleswig-Holstein","Not Employed","48","0.468130376805429","0.375719075721446","0.560541677889411"
"Some worries","1999","Thuringia","Employed","202","0.421687285859893","0.376460890424042","0.466913681295743"
"Some worries","1999","Thuringia","Not Employed","138","0.522719043706352","0.462467616048182","0.582970471364523"
"Big worries","2000","Baden-Württemberg","Employed","529","0.302705595279118","0.281943460416522","0.323467730141714"
"Big worries","2000","Baden-Württemberg","Not Employed","262","0.280311778769436","0.253001056341233","0.307622501197639"
"Big worries","2000","Bavaria","Employed","607","0.25964301656304","0.241301310031124","0.277984723094957"
"Big worries","2000","Bavaria","Not Employed","316","0.289379548335659","0.263395433402364","0.315363663268954"
"Big worries","2000","Berlin","Employed","174","0.305627010324747","0.266221158918021","0.345032861731472"
"Big worries","2000","Berlin","Not Employed","102","0.345618143199898","0.291257033076485","0.39997925332331"
"Big worries","2000","Brandenburg","Employed","213","0.34049334437523","0.303431060847355","0.377555627903106"
"Big worries","2000","Brandenburg","Not Employed","130","0.379240567535461","0.330584672357371","0.42789646271355"
"Big worries","2000","Bremen","Employed","23","","",""
"Big worries","2000","Bremen","Not Employed","26","","",""
"Big worries","2000","Hamburg","Employed","58","0.342727364683098","0.274701439948917","0.410753289417278"
"Big worries","2000","Hamburg","Not Employed","40","0.404861329067862","0.312285321621998","0.497437336513727"
"Big worries","2000","Hesse","Employed","338","0.314803419592047","0.28664441751242","0.342962421671675"
"Big worries","2000","Hesse","Not Employed","198","0.325287112723071","0.288321454776061","0.362252770670081"
"Big worries","2000","Lower Saxony","Employed","356","0.284208343827262","0.259323773789019","0.309092913865504"
"Big worries","2000","Lower Saxony","Not Employed","214","0.302841089183136","0.269934681551594","0.335747496814678"
"Big worries","2000","Mecklenburg-Western Pomerania","Employed","117","0.338263800129886","0.29025024287302","0.386277357386753"
"Big worries","2000","Mecklenburg-Western Pomerania","Not Employed","51","0.255123283799598","0.193300486025631","0.316946081573565"
"Big worries","2000","North Rhine-Westphalia","Employed","931","0.297897994747879","0.281965083738347","0.31383090575741"
"Big worries","2000","North Rhine-Westphalia","Not Employed","602","0.315446157212459","0.294857922763409","0.336034391661509"
"Big worries","2000","Rhineland-Palatinate,Saarland","Employed","225","0.276713389727401","0.246882821939204","0.306543957515598"
"Big worries","2000","Rhineland-Palatinate,Saarland","Not Employed","151","0.269709815204109","0.233715180117606","0.305704450290611"
"Big worries","2000","Saxony-Anhalt","Employed","218","0.360970734564221","0.32334739909634","0.398594070032101"
"Big worries","2000","Saxony-Anhalt","Not Employed","125","0.292257617330987","0.248967806872011","0.335547427789963"
"Big worries","2000","Saxony","Employed","385","0.35221053916396","0.323827966660637","0.380593111667282"
"Big worries","2000","Saxony","Not Employed","207","0.290642188121503","0.256489475086055","0.324794901156952"
"Big worries","2000","Schleswig-Holstein","Employed","84","0.23096683441584","0.191542608322282","0.270391060509398"
"Big worries","2000","Schleswig-Holstein","Not Employed","50","0.201478826844762","0.153276811405889","0.249680842283634"
"Big worries","2000","Thuringia","Employed","230","0.363672789286669","0.326719487567995","0.400626091005342"
"Big worries","2000","Thuringia","Not Employed","108","0.26091494507107","0.217934333286118","0.303895556856021"
"No worries","2000","Baden-Württemberg","Employed","499","0.259247774194579","0.239444012394232","0.279051535994926"
"No worries","2000","Baden-Württemberg","Not Employed","283","0.237719955711097","0.211836014018097","0.263603897404098"
"No worries","2000","Bavaria","Employed","596","0.284375950003496","0.265503871915197","0.303248028091795"
"No worries","2000","Bavaria","Not Employed","275","0.224590061697413","0.200678050309256","0.24850207308557"
"No worries","2000","Berlin","Employed","152","0.309495455376652","0.269951614663438","0.349039296089865"
"No worries","2000","Berlin","Not Employed","59","0.214600759481056","0.167672408733819","0.261529110228293"
"No worries","2000","Brandenburg","Employed","147","0.259080012897004","0.224813423596738","0.293346602197271"
"No worries","2000","Brandenburg","Not Employed","76","0.204213295845998","0.163787669618127","0.244638922073868"
"No worries","2000","Bremen","Employed","36","0.323007315692595","0.233563234198051","0.41245139718714"
"No worries","2000","Bremen","Not Employed","19","","",""
"No worries","2000","Hamburg","Employed","63","0.326138940576106","0.258947524196336","0.393330356955877"
"No worries","2000","Hamburg","Not Employed","28","","",""
"No worries","2000","Hesse","Employed","258","0.244125049442433","0.218080245380924","0.270169853503941"
"No worries","2000","Hesse","Not Employed","172","0.27073083783533","0.235670322331778","0.305791353338881"
"No worries","2000","Lower Saxony","Employed","307","0.244181416310378","0.220479497794658","0.267883334826097"
"No worries","2000","Lower Saxony","Not Employed","160","0.192419376208973","0.164188488890073","0.220650263527873"
"No worries","2000","Mecklenburg-Western Pomerania","Employed","71","0.190560579546207","0.150703783605263","0.230417375487152"
"No worries","2000","Mecklenburg-Western Pomerania","Not Employed","48","0.254005396453885","0.192271921765169","0.315738871142601"
"No worries","2000","North Rhine-Westphalia","Employed","842","0.284438260339576","0.268720929446673","0.300155591232478"
"No worries","2000","North Rhine-Westphalia","Not Employed","431","0.212994505199557","0.194854986470504","0.23113402392861"
"No worries","2000","Rhineland-Palatinate,Saarland","Employed","222","0.259526167015582","0.230295639430347","0.288756694600817"
"No worries","2000","Rhineland-Palatinate,Saarland","Not Employed","151","0.249276888293324","0.214191800471108","0.28436197611554"
"No worries","2000","Saxony-Anhalt","Employed","115","0.187602983506396","0.157021048941968","0.218184918070823"
"No worries","2000","Saxony-Anhalt","Not Employed","101","0.240478650084838","0.199799355006533","0.281157945163142"
"No worries","2000","Saxony","Employed","205","0.201960178433764","0.178105212668725","0.225815144198803"
"No worries","2000","Saxony","Not Employed","152","0.219235299107916","0.188116091524088","0.250354506691745"
"No worries","2000","Schleswig-Holstein","Employed","159","0.315841117500178","0.272357201351432","0.359325033648924"
"No worries","2000","Schleswig-Holstein","Not Employed","89","0.314200342532261","0.258416396541822","0.3699842885227"
"No worries","2000","Thuringia","Employed","120","0.204814106604045","0.173813380719904","0.235814832488186"
"No worries","2000","Thuringia","Not Employed","84","0.204936007714582","0.165427913289312","0.244444102139852"
"Some worries","2000","Baden-Württemberg","Employed","853","0.438046630526303","0.415625164522328","0.460468096530277"
"Some worries","2000","Baden-Württemberg","Not Employed","494","0.481968265519467","0.451585470631206","0.512351060407727"
"Some worries","2000","Bavaria","Employed","992","0.455981033433464","0.435145182650313","0.476816884216615"
"Some worries","2000","Bavaria","Not Employed","579","0.486030389966928","0.457391538755852","0.514669241178004"
"Some worries","2000","Berlin","Employed","199","0.384877534298602","0.343256725586796","0.426498343010408"
"Some worries","2000","Berlin","Not Employed","133","0.439781097319046","0.38304341590658","0.496518778731512"
"Some worries","2000","Brandenburg","Employed","268","0.400426642727766","0.362104400183739","0.438748885271792"
"Some worries","2000","Brandenburg","Not Employed","176","0.416546136618542","0.367109237193347","0.465983036043736"
"Some worries","2000","Bremen","Employed","46","0.472059262864626","0.376572253691131","0.56754627203812"
"Some worries","2000","Bremen","Not Employed","37","0.447795442381883","0.340166024163416","0.555424860600351"
"Some worries","2000","Hamburg","Employed","66","0.331133694740796","0.263681104056564","0.398586285425028"
"Some worries","2000","Hamburg","Not Employed","40","0.37684288241642","0.28544941559898","0.468236349233859"
"Some worries","2000","Hesse","Employed","449","0.44107153096552","0.410967643985927","0.471175417945112"
"Some worries","2000","Hesse","Not Employed","247","0.403982049441599","0.365263755468142","0.442700343415056"
"Some worries","2000","Lower Saxony","Employed","599","0.471610239862361","0.444068763115708","0.499151716609013"
"Some worries","2000","Lower Saxony","Not Employed","375","0.504739534607891","0.468933380678342","0.54054568853744"
"Some worries","2000","Mecklenburg-Western Pomerania","Employed","185","0.471175620323907","0.420518463040557","0.521832777607256"
"Some worries","2000","Mecklenburg-Western Pomerania","Not Employed","92","0.490871319746517","0.419974130499337","0.561768508993697"
"Some worries","2000","North Rhine-Westphalia","Employed","1392","0.417663744912546","0.400482226669946","0.434845263155146"
"Some worries","2000","North Rhine-Westphalia","Not Employed","924","0.471559337587985","0.449442706857635","0.493675968318334"
"Some worries","2000","Rhineland-Palatinate,Saarland","Employed","417","0.463760443257017","0.430508464475041","0.497012422038993"
"Some worries","2000","Rhineland-Palatinate,Saarland","Not Employed","282","0.481013296502567","0.440490601212141","0.521535991792994"
"Some worries","2000","Saxony-Anhalt","Employed","293","0.451426281929384","0.412443588467619","0.490408975391149"
"Some worries","2000","Saxony-Anhalt","Not Employed","198","0.467263732584175","0.419773714886697","0.514753750281653"
"Some worries","2000","Saxony","Employed","498","0.445829282402276","0.416294095380308","0.475364469424245"
"Some worries","2000","Saxony","Not Employed","320","0.49012251277058","0.452521594774454","0.527723430766706"
"Some worries","2000","Schleswig-Holstein","Employed","196","0.453192048083982","0.40662546389505","0.499758632272914"
"Some worries","2000","Schleswig-Holstein","Not Employed","127","0.484320830622978","0.424263829661631","0.544377831584324"
"Some worries","2000","Thuringia","Employed","301","0.431513104109286","0.393466594537233","0.46955961368134"
"Some worries","2000","Thuringia","Not Employed","209","0.534149047214348","0.485325354030906","0.582972740397791"
"Big worries","2001","Baden-Württemberg","Employed","361","0.213597838123089","0.19414393830253","0.233051737943648"
"Big worries","2001","Baden-Württemberg","Not Employed","200","0.237359999080102","0.209265344757284","0.265454653402921"
"Big worries","2001","Bavaria","Employed","460","0.224349599937355","0.20612198846162","0.24257721141309"
"Big worries","2001","Bavaria","Not Employed","236","0.243204806597389","0.216850629409722","0.269558983785056"
"Big worries","2001","Berlin","Employed","155","0.279966638394255","0.24122725613316","0.31870602065535"
"Big worries","2001","Berlin","Not Employed","70","0.236379448952258","0.18588922455187","0.286869673352646"
"Big worries","2001","Brandenburg","Employed","162","0.271251815550071","0.234623668828469","0.307879962271674"
"Big worries","2001","Brandenburg","Not Employed","117","0.288843016109673","0.243861979180667","0.333824053038678"
"Big worries","2001","Bremen","Employed","21","","",""
"Big worries","2001","Bremen","Not Employed","12","","",""
"Big worries","2001","Hamburg","Employed","36","0.230277046137027","0.166989803513465","0.29356428876059"
"Big worries","2001","Hamburg","Not Employed","31","0.319062395498669","0.229046138850453","0.409078652146886"
"Big worries","2001","Hesse","Employed","253","0.267782015402341","0.239785930881923","0.295778099922759"
"Big worries","2001","Hesse","Not Employed","130","0.244073287629114","0.207119038370804","0.281027536887425"
"Big worries","2001","Lower Saxony","Employed","281","0.252287478611934","0.227336546427005","0.277238410796863"
"Big worries","2001","Lower Saxony","Not Employed","185","0.316969484617981","0.281894012665063","0.352044956570898"
"Big worries","2001","Mecklenburg-Western Pomerania","Employed","90","0.256266337510627","0.209997398757484","0.302535276263771"
"Big worries","2001","Mecklenburg-Western Pomerania","Not Employed","38","0.220900058863163","0.158538332124274","0.283261785602052"
"Big worries","2001","North Rhine-Westphalia","Employed","685","0.226843494509244","0.211529899768453","0.242157089250036"
"Big worries","2001","North Rhine-Westphalia","Not Employed","439","0.243652128977376","0.223596436731971","0.263707821222781"
"Big worries","2001","Rhineland-Palatinate,Saarland","Employed","149","0.219742928535525","0.190977697410015","0.248508159661035"
"Big worries","2001","Rhineland-Palatinate,Saarland","Not Employed","105","0.190677176542176","0.157635777616478","0.223718575467875"
"Big worries","2001","Saxony-Anhalt","Employed","174","0.328584476926706","0.290555162764705","0.366613791088707"
"Big worries","2001","Saxony-Anhalt","Not Employed","97","0.266750425645337","0.223678027792933","0.30982282349774"
"Big worries","2001","Saxony","Employed","329","0.323412981475624","0.294506871202709","0.35231909174854"
"Big worries","2001","Saxony","Not Employed","154","0.233102194408138","0.200138833885198","0.266065554931078"
"Big worries","2001","Schleswig-Holstein","Employed","76","0.19936152634884","0.16068966592943","0.23803338676825"
"Big worries","2001","Schleswig-Holstein","Not Employed","40","0.201174505538229","0.149701140578876","0.252647870497582"
"Big worries","2001","Thuringia","Employed","166","0.28582354880249","0.24930519477925","0.32234190282573"
"Big worries","2001","Thuringia","Not Employed","91","0.234594762583293","0.191989704317187","0.277199820849399"
"No worries","2001","Baden-Württemberg","Employed","539","0.332091310362268","0.30973638613512","0.354446234589416"
"No worries","2001","Baden-Württemberg","Not Employed","246","0.246779295664163","0.218310072180995","0.275248519147332"
"No worries","2001","Bavaria","Employed","588","0.286629039317522","0.266870633093211","0.306387445541834"
"No worries","2001","Bavaria","Not Employed","265","0.255304711438623","0.228519633165136","0.28208978971211"
"No worries","2001","Berlin","Employed","166","0.340191966075554","0.299313549371993","0.381070382779114"
"No worries","2001","Berlin","Not Employed","70","0.24144035914614","0.190581871760433","0.292298846531848"
"No worries","2001","Brandenburg","Employed","146","0.295952163326671","0.258346632876796","0.333557693776547"
"No worries","2001","Brandenburg","Not Employed","103","0.281192119119893","0.236572714101559","0.325811524138226"
"No worries","2001","Bremen","Employed","29","","",""
"No worries","2001","Bremen","Not Employed","21","","",""
"No worries","2001","Hamburg","Employed","63","0.352656912037771","0.28083332548066","0.424480498594883"
"No worries","2001","Hamburg","Not Employed","26","","",""
"No worries","2001","Hesse","Employed","273","0.287629946268374","0.259010826343092","0.316249066193656"
"No worries","2001","Hesse","Not Employed","138","0.261255492620514","0.223459630201723","0.299051355039306"
"No worries","2001","Lower Saxony","Employed","325","0.275584442746704","0.249916395282434","0.301252490210975"
"No worries","2001","Lower Saxony","Not Employed","183","0.23765475239483","0.205568141824304","0.269741362965357"
"No worries","2001","Mecklenburg-Western Pomerania","Employed","87","0.2512499080589","0.205281820264479","0.29721799585332"
"No worries","2001","Mecklenburg-Western Pomerania","Not Employed","43","0.245706181945472","0.18099163036021","0.310420733530734"
"No worries","2001","North Rhine-Westphalia","Employed","852","0.308213340844522","0.291328689943678","0.325097991745365"
"No worries","2001","North Rhine-Westphalia","Not Employed","458","0.268310765670516","0.247610584857535","0.289010946483497"
"No worries","2001","Rhineland-Palatinate,Saarland","Employed","240","0.301129354377029","0.269260496211752","0.332998212542307"
"No worries","2001","Rhineland-Palatinate,Saarland","Not Employed","185","0.325926427214","0.28650234292901","0.365350511498989"
"No worries","2001","Saxony-Anhalt","Employed","134","0.221031843984637","0.187435922428749","0.254627765540524"
"No worries","2001","Saxony-Anhalt","Not Employed","117","0.280626059445271","0.236867609552708","0.324384509337833"
"No worries","2001","Saxony","Employed","249","0.262860392656298","0.235659287443169","0.290061497869426"
"No worries","2001","Saxony","Not Employed","153","0.261261419070861","0.22701047212894","0.295512366012782"
"No worries","2001","Schleswig-Holstein","Employed","162","0.348463534430655","0.302341952468325","0.394585116392986"
"No worries","2001","Schleswig-Holstein","Not Employed","87","0.335663808361752","0.275029790742271","0.396297825981234"
"No worries","2001","Thuringia","Employed","108","0.198656603515015","0.166407305753059","0.230905901276972"
"No worries","2001","Thuringia","Not Employed","82","0.188245620578517","0.148942136208622","0.227549104948413"
"Some worries","2001","Baden-Württemberg","Employed","805","0.454310851514643","0.430676966768672","0.477944736260614"
"Some worries","2001","Baden-Württemberg","Not Employed","435","0.515860705255734","0.482860888584069","0.5488605219274"
"Some worries","2001","Bavaria","Employed","964","0.489021360745122","0.467179009310917","0.510863712179327"
"Some worries","2001","Bavaria","Not Employed","517","0.501490481963988","0.470776064929239","0.532204898998737"
"Some worries","2001","Berlin","Employed","195","0.379841395530191","0.337964375132034","0.421718415928349"
"Some worries","2001","Berlin","Not Employed","132","0.522180191901602","0.462818549206368","0.581541834596836"
"Some worries","2001","Brandenburg","Employed","258","0.432796021123257","0.391978075807446","0.473613966439068"
"Some worries","2001","Brandenburg","Not Employed","170","0.429964864770435","0.380830755871744","0.479098973669125"
"Some worries","2001","Bremen","Employed","51","0.575139490216512","0.478735018047464","0.67154396238556"
"Some worries","2001","Bremen","Not Employed","22","","",""
"Some worries","2001","Hamburg","Employed","71","0.417066041825202","0.342945988481788","0.491186095168615"
"Some worries","2001","Hamburg","Not Employed","46","0.468312444020574","0.371946057233501","0.564678830807646"
"Some worries","2001","Hesse","Employed","435","0.444588038329285","0.413170446115689","0.476005630542882"
"Some worries","2001","Hesse","Not Employed","251","0.494671219750371","0.451657227684047","0.537685211816695"
"Some worries","2001","Lower Saxony","Employed","558","0.472128078641362","0.443448960267508","0.500807197015215"
"Some worries","2001","Lower Saxony","Not Employed","308","0.445375762987189","0.407909752110191","0.482841773864187"
"Some worries","2001","Mecklenburg-Western Pomerania","Employed","165","0.492483754430473","0.439498384994456","0.545469123866489"
"Some worries","2001","Mecklenburg-Western Pomerania","Not Employed","89","0.533393759191365","0.458400389732601","0.608387128650128"
"Some worries","2001","North Rhine-Westphalia","Employed","1336","0.464943164646234","0.446705040401396","0.483181288891073"
"Some worries","2001","North Rhine-Westphalia","Not Employed","863","0.488037105352108","0.464684388083424","0.511389822620793"
"Some worries","2001","Rhineland-Palatinate,Saarland","Employed","407","0.479127717087446","0.444423453863132","0.51383198031176"
"Some worries","2001","Rhineland-Palatinate,Saarland","Not Employed","253","0.483396396243824","0.44136453747889","0.525428255008758"
"Some worries","2001","Saxony-Anhalt","Employed","278","0.450383679088657","0.410100808099112","0.490666550078202"
"Some worries","2001","Saxony-Anhalt","Not Employed","191","0.452623514909393","0.404146909110512","0.501100120708273"
"Some worries","2001","Saxony","Employed","428","0.413726625868078","0.383292844120149","0.444160407616006"
"Some worries","2001","Saxony","Not Employed","325","0.505636386521","0.466657272784962","0.544615500257038"
"Some worries","2001","Schleswig-Holstein","Employed","172","0.452174939220505","0.403998981736846","0.500350896704164"
"Some worries","2001","Schleswig-Holstein","Not Employed","106","0.463161686100019","0.399135417020932","0.527187955179105"
"Some worries","2001","Thuringia","Employed","314","0.515519847682494","0.475125544739802","0.555914150625186"
"Some worries","2001","Thuringia","Not Employed","207","0.57715961683819","0.5274898078603","0.62682942581608"
"Big worries","2002","Baden-Württemberg","Employed","416","0.248557321120139","0.229005952529894","0.268108689710385"
"Big worries","2002","Baden-Württemberg","Not Employed","242","0.300611587623596","0.270950380243164","0.330272795004028"
"Big worries","2002","Bavaria","Employed","544","0.286484403896779","0.267613355806026","0.305355451987532"
"Big worries","2002","Bavaria","Not Employed","301","0.32003307151385","0.291790204911087","0.348275938116612"
"Big worries","2002","Berlin","Employed","158","0.275658884202322","0.237970390793551","0.313347377611094"
"Big worries","2002","Berlin","Not Employed","94","0.337116740168383","0.282520776968468","0.391712703368298"
"Big worries","2002","Brandenburg","Employed","168","0.296204361123993","0.258556277278135","0.33385244496985"
"Big worries","2002","Brandenburg","Not Employed","134","0.335951197249307","0.289254097171238","0.382648297327376"
"Big worries","2002","Bremen","Employed","27","","",""
"Big worries","2002","Bremen","Not Employed","20","","",""
"Big worries","2002","Hamburg","Employed","36","0.222642265299471","0.166903740219799","0.278380790379144"
"Big worries","2002","Hamburg","Not Employed","32","0.361643539387712","0.273054324291611","0.450232754483814"
"Big worries","2002","Hesse","Employed","286","0.267201217061986","0.241075460282395","0.293326973841576"
"Big worries","2002","Hesse","Not Employed","142","0.299234664555601","0.260064021991398","0.338405307119803"
"Big worries","2002","Lower Saxony","Employed","332","0.29736235557662","0.271879531459242","0.322845179693998"
"Big worries","2002","Lower Saxony","Not Employed","236","0.378501721036825","0.343485583329969","0.413517858743681"
"Big worries","2002","Mecklenburg-Western Pomerania","Employed","85","0.320083564122473","0.270423451644266","0.369743676600679"
"Big worries","2002","Mecklenburg-Western Pomerania","Not Employed","57","0.360127405395107","0.28900541409023","0.431249396699984"
"Big worries","2002","North Rhine-Westphalia","Employed","767","0.26401129721217","0.248426051972879","0.279596542451461"
"Big worries","2002","North Rhine-Westphalia","Not Employed","510","0.301639368370079","0.280293663710736","0.322985073029423"
"Big worries","2002","Rhineland-Palatinate,Saarland","Employed","195","0.23695154573018","0.20809323553943","0.26580985592093"
"Big worries","2002","Rhineland-Palatinate,Saarland","Not Employed","146","0.294497613791268","0.255691487758923","0.333303739823613"
