"plj0046","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2000","66 and older","direct migration background","79","0.265600423825296","0.219593091643778","0.311607756006814"
"Big worries","2000","66 and older","indirect migration background","","","",""
"Some worries","2000","16-34 y.","no migration background","2385","0.438207641413291","0.424942033799797","0.451473249026785"
"Some worries","2000","16-34 y.","direct migration background","428","0.404526783889588","0.373735489987393","0.435318077791783"
"Some worries","2000","16-34 y.","indirect migration background","321","0.445048950804241","0.40833822334001","0.481759678268473"
"Some worries","2000","35-65 y.","no migration background","5192","0.44922727466907","0.440050346358765","0.458404202979374"
"Some worries","2000","35-65 y.","direct migration background","872","0.443155055617481","0.421151810243967","0.465158300990996"
"Some worries","2000","35-65 y.","indirect migration background","49","0.478127758095155","0.377679972726897","0.578575543463413"
"Some worries","2000","66 and older","no migration background","1565","0.488752765449431","0.471465733983844","0.506039796915018"
"Some worries","2000","66 and older","direct migration background","166","0.440780040524697","0.389061203316181","0.492498877733212"
"Some worries","2000","66 and older","indirect migration background","","","",""
"No worries","2000","16-34 y.","no migration background","1374","0.273413004913119","0.261496396891912","0.285329612934327"
"No worries","2000","16-34 y.","direct migration background","404","0.450036648459721","0.41882519467011","0.481248102249333"
"No worries","2000","16-34 y.","indirect migration background","264","0.371728660722156","0.336030288864183","0.407427032580129"
"No worries","2000","35-65 y.","no migration background","2375","0.215654145416017","0.208066434502199","0.223241856329835"
"No worries","2000","35-65 y.","direct migration background","729","0.377983766585914","0.356506491434619","0.399461041737209"
"No worries","2000","35-65 y.","indirect migration background","","","",""
"No worries","2000","66 and older","no migration background","632","0.192044563284042","0.178422119166036","0.205667007402048"
"No worries","2000","66 and older","direct migration background","109","0.293619535650007","0.246178050762049","0.341061020537965"
"No worries","2000","66 and older","indirect migration background","","","",""
"Big worries","2001","16-34 y.","no migration background","1150","0.232903115938349","0.220905561577035","0.244900670299663"
"Big worries","2001","16-34 y.","direct migration background","105","0.112434299720534","0.0908650941222729","0.134003505318795"
"Big worries","2001","16-34 y.","indirect migration background","115","0.182248314445515","0.152570364578909","0.21192626431212"
"Big worries","2001","35-65 y.","no migration background","2800","0.270999473271097","0.262434401865596","0.279564544676598"
"Big worries","2001","35-65 y.","direct migration background","295","0.160339197373838","0.143113723033244","0.177564671714432"
"Big worries","2001","35-65 y.","indirect migration background","","","",""
"Big worries","2001","66 and older","no migration background","794","0.261150046555913","0.245555821824561","0.276744271287265"
"Big worries","2001","66 and older","direct migration background","67","0.228446131323244","0.183622382989689","0.273269879656799"
"Big worries","2001","66 and older","indirect migration background","","","",""
"Some worries","2001","16-34 y.","no migration background","2195","0.456201113037779","0.442063460782332","0.470338765293227"
"Some worries","2001","16-34 y.","direct migration background","365","0.429299399878959","0.395503128367472","0.463095671390446"
"Some worries","2001","16-34 y.","indirect migration background","282","0.428543314896456","0.390499817641096","0.466586812151816"
"Some worries","2001","35-65 y.","no migration background","4943","0.475455552402799","0.465832143214922","0.485078961590676"
"Some worries","2001","35-65 y.","direct migration background","811","0.450734384088632","0.427375561477326","0.474093206699937"
"Some worries","2001","35-65 y.","indirect migration background","47","0.439182941393632","0.342870732300496","0.535495150486768"
"Some worries","2001","66 and older","no migration background","1548","0.508250033479446","0.490501949004041","0.52599811795485"
"Some worries","2001","66 and older","direct migration background","153","0.437764411227402","0.384796538323962","0.490732284130843"
"Some worries","2001","66 and older","indirect migration background","","","",""
"No worries","2001","16-34 y.","no migration background","1423","0.310895771023871","0.297757753629827","0.324033788417915"
"No worries","2001","16-34 y.","direct migration background","354","0.458266300400507","0.424246138797579","0.492286462003435"
"No worries","2001","16-34 y.","indirect migration background","253","0.389208370658029","0.35172582859755","0.426690912718509"
"No worries","2001","35-65 y.","no migration background","2602","0.253544974326104","0.245161729106182","0.261928219546026"
"No worries","2001","35-65 y.","direct migration background","637","0.38892641853753","0.366039892605385","0.411812944469675"
"No worries","2001","35-65 y.","indirect migration background","41","0.414806654114503","0.31919286001541","0.510420448213597"
"No worries","2001","66 and older","no migration background","706","0.230599919964642","0.215646301370388","0.245553538558895"
"No worries","2001","66 and older","direct migration background","117","0.333789457449354","0.283442271814151","0.384136643084557"
"No worries","2001","66 and older","indirect migration background","","","",""
"Big worries","2002","16-34 y.","no migration background","1232","0.258185431255102","0.245769882513061","0.270600979997144"
"Big worries","2002","16-34 y.","direct migration background","123","0.14931870917592","0.123587813662633","0.175049604689206"
"Big worries","2002","16-34 y.","indirect migration background","94","0.167806678801015","0.138626056435514","0.196987301166516"
"Big worries","2002","35-65 y.","no migration background","3230","0.31528919434639","0.306759334429986","0.323819054262793"
"Big worries","2002","35-65 y.","direct migration background","303","0.194432974215098","0.175597742501312","0.213268205928884"
"Big worries","2002","35-65 y.","indirect migration background","","","",""
"Big worries","2002","66 and older","no migration background","1094","0.350257556154923","0.333816017471535","0.366699094838312"
"Big worries","2002","66 and older","direct migration background","83","0.265943371109377","0.219320618497118","0.312566123721636"
"Big worries","2002","66 and older","indirect migration background","","","",""
"Some worries","2002","16-34 y.","no migration background","2131","0.43933198962645","0.425252021351655","0.453411957901246"
"Some worries","2002","16-34 y.","direct migration background","329","0.451442790102944","0.415515317113567","0.487370263092322"
"Some worries","2002","16-34 y.","indirect migration background","291","0.463730523796455","0.424789963424739","0.502671084168171"
"Some worries","2002","35-65 y.","no migration background","5448","0.471010195542125","0.461846459530689","0.480173931553562"
"Some worries","2002","35-65 y.","direct migration background","847","0.475125249037371","0.451358648705558","0.498891849369185"
"Some worries","2002","35-65 y.","indirect migration background","64","0.517294342560473","0.431395665808968","0.603193019311978"
"Some worries","2002","66 and older","no migration background","1611","0.497800995077121","0.480568669657383","0.515033320496859"
"Some worries","2002","66 and older","direct migration background","164","0.475334782374575","0.422638560649935","0.528031004099216"
"Some worries","2002","66 and older","indirect migration background","","","",""
"No worries","2002","16-34 y.","no migration background","1410","0.302482579118447","0.289451508841907","0.315513649394988"
"No worries","2002","16-34 y.","direct migration background","285","0.399238500721136","0.36388099654694","0.434596004895333"
"No worries","2002","16-34 y.","indirect migration background","245","0.36846279740253","0.330794663262471","0.40613093154259"
"No worries","2002","35-65 y.","no migration background","2720","0.213700610111485","0.206175192332978","0.221226027889992"
"No worries","2002","35-65 y.","direct migration background","546","0.330441776747531","0.308055760454858","0.352827793040204"
"No worries","2002","35-65 y.","indirect migration background","45","0.299341957449659","0.220616848974588","0.378067065924729"
"No worries","2002","66 and older","no migration background","529","0.151941448767956","0.139569755795559","0.164313141740353"
"No worries","2002","66 and older","direct migration background","98","0.258721846516047","0.212510811574002","0.304932881458092"
"No worries","2002","66 and older","indirect migration background","","","",""
"Big worries","2003","16-34 y.","no migration background","1079","0.237170669887484","0.22478978987495","0.249551549900017"
"Big worries","2003","16-34 y.","direct migration background","89","0.124541760184854","0.0995204383405141","0.149563082029195"
"Big worries","2003","16-34 y.","indirect migration background","94","0.193477945215572","0.16253335174606","0.224422538685084"
"Big worries","2003","35-65 y.","no migration background","2916","0.299327097028781","0.290729728958519","0.307924465099043"
"Big worries","2003","35-65 y.","direct migration background","270","0.177063370800779","0.158247266290677","0.19587947531088"
"Big worries","2003","35-65 y.","indirect migration background","","","",""
"Big worries","2003","66 and older","no migration background","977","0.316193756098598","0.300326562923152","0.332060949274043"
"Big worries","2003","66 and older","direct migration background","77","0.219791950360628","0.176531815990748","0.263052084730507"
"Big worries","2003","66 and older","indirect migration background","","","",""
"Some worries","2003","16-34 y.","no migration background","2013","0.449880871803864","0.435400341387544","0.464361402220185"
"Some worries","2003","16-34 y.","direct migration background","306","0.449927165524147","0.412229345318593","0.487624985729701"
"Some worries","2003","16-34 y.","indirect migration background","288","0.424447921398383","0.385729696038044","0.463166146758722"
"Some worries","2003","35-65 y.","no migration background","5118","0.464602108144485","0.455239135414248","0.473965080874721"
"Some worries","2003","35-65 y.","direct migration background","739","0.464260988840132","0.439677705430355","0.488844272249909"
"Some worries","2003","35-65 y.","indirect migration background","65","0.428160341552226","0.344692042844669","0.511628640259784"
"Some worries","2003","66 and older","no migration background","1665","0.497909979540251","0.480848246460988","0.514971712619513"
"Some worries","2003","66 and older","direct migration background","163","0.453939138408138","0.401928031237514","0.505950245578761"
"Some worries","2003","66 and older","indirect migration background","","","",""
"No worries","2003","16-34 y.","no migration background","1442","0.312948458308652","0.299451422485539","0.326445494131765"
"No worries","2003","16-34 y.","direct migration background","274","0.425531074290999","0.388065366385541","0.462996782196457"
"No worries","2003","16-34 y.","indirect migration background","244","0.382074133386045","0.344011140793242","0.420137125978848"
"No worries","2003","35-65 y.","no migration background","2866","0.236070794826735","0.22809851507491","0.244043074578559"
"No worries","2003","35-65 y.","direct migration background","572","0.358675640359089","0.335034307085332","0.382316973632847"
"No worries","2003","35-65 y.","indirect migration background","43","0.346080392672382","0.265832823834261","0.426327961510504"
"No worries","2003","66 and older","no migration background","657","0.185896264361152","0.172621337459221","0.199171191263082"
"No worries","2003","66 and older","direct migration background","112","0.326268911231235","0.277290138344622","0.375247684117848"
"No worries","2003","66 and older","indirect migration background","","","",""
"Big worries","2004","16-34 y.","no migration background","1272","0.300329573401687","0.286686909237901","0.313972237565473"
"Big worries","2004","16-34 y.","direct migration background","103","0.177431292083764","0.147262429659283","0.207600154508244"
"Big worries","2004","16-34 y.","indirect migration background","143","0.261744418790777","0.22763456670894","0.295854270872614"
"Big worries","2004","35-65 y.","no migration background","3420","0.360993929935225","0.351809930797288","0.370177929073162"
"Big worries","2004","35-65 y.","direct migration background","334","0.228739753105149","0.207721011618372","0.249758494591926"
"Big worries","2004","35-65 y.","indirect migration background","40","0.286209785075541","0.214117772267807","0.358301797883275"
"Big worries","2004","66 and older","no migration background","1268","0.380688016795504","0.3643789587743","0.396997074816709"
"Big worries","2004","66 and older","direct migration background","98","0.270038570898725","0.223657623431452","0.316419518365999"
"Big worries","2004","66 and older","indirect migration background","","","",""
"Some worries","2004","16-34 y.","no migration background","1830","0.421342170041595","0.40664675823236","0.43603758185083"
"Some worries","2004","16-34 y.","direct migration background","305","0.47924730974046","0.439796734708241","0.518697884772679"
"Some worries","2004","16-34 y.","indirect migration background","282","0.428658262980365","0.390257369706831","0.467059156253898"
"Some worries","2004","35-65 y.","no migration background","4778","0.43281179646262","0.423337596816038","0.442285996109202"
"Some worries","2004","35-65 y.","direct migration background","766","0.488358545252399","0.463344284686694","0.513372805818103"
"Some worries","2004","35-65 y.","indirect migration background","67","0.40594877439394","0.327622551753754","0.484274997034126"
"Some worries","2004","66 and older","no migration background","1586","0.469917081954122","0.453153298055887","0.486680865852357"
"Some worries","2004","66 and older","direct migration background","156","0.441858951237529","0.38998007381819","0.493737828656868"
"Some worries","2004","66 and older","indirect migration background","","","",""
"No worries","2004","16-34 y.","no migration background","1235","0.278328256556718","0.264989913591909","0.291666599521527"
"No worries","2004","16-34 y.","direct migration background","208","0.343321398175777","0.305825427262807","0.380817369088747"
"No worries","2004","16-34 y.","indirect migration background","213","0.309597318228858","0.273722675758497","0.34547196069922"
"No worries","2004","35-65 y.","no migration background","2308","0.206194273602155","0.198458124944971","0.213930422259339"
"No worries","2004","35-65 y.","direct migration background","434","0.282901701642452","0.260362291982692","0.305441111302213"
"No worries","2004","35-65 y.","indirect migration background","44","0.307841440530519","0.234216330703432","0.381466550357606"
"No worries","2004","66 and older","no migration background","551","0.149394901250374","0.13742139317334","0.161368409327408"
"No worries","2004","66 and older","direct migration background","98","0.288102477863746","0.240791818948575","0.335413136778917"
"No worries","2004","66 and older","indirect migration background","","","",""
"Big worries","2005","16-34 y.","no migration background","1355","0.336362197323742","0.321931940230304","0.35079245441718"
"Big worries","2005","16-34 y.","direct migration background","106","0.203517637072211","0.169240916528401","0.237794357616021"
"Big worries","2005","16-34 y.","indirect migration background","181","0.295271551340725","0.260390697215622","0.330152405465828"
"Big worries","2005","35-65 y.","no migration background","3944","0.42711828683073","0.417399293355239","0.436837280306221"
"Big worries","2005","35-65 y.","direct migration background","418","0.313371295649193","0.289553097756082","0.337189493542304"
"Big worries","2005","35-65 y.","indirect migration background","44","0.335128205451968","0.260816592618003","0.409439818285933"
"Big worries","2005","66 and older","no migration background","1507","0.447813122623019","0.431108188626763","0.464518056619274"
"Big worries","2005","66 and older","direct migration background","116","0.32353703954728","0.275344721056258","0.371729358038302"
"Big worries","2005","66 and older","indirect migration background","","","",""
"Some worries","2005","16-34 y.","no migration background","1741","0.407106314230409","0.392100925469229","0.422111702991589"
"Some worries","2005","16-34 y.","direct migration background","244","0.483512851105652","0.440968301835329","0.526057400375976"
"Some worries","2005","16-34 y.","indirect migration background","291","0.438660556539027","0.400716611834762","0.476604501243292"
"Some worries","2005","35-65 y.","no migration background","4300","0.4212700800563","0.411568711509952","0.430971448602647"
"Some worries","2005","35-65 y.","direct migration background","696","0.443325928960708","0.417817695799753","0.468834162121664"
"Some worries","2005","35-65 y.","indirect migration background","75","0.446065191831751","0.367810436578779","0.524319947084723"
"Some worries","2005","66 and older","no migration background","1466","0.424477372618519","0.407873408387702","0.441081336849336"
"Some worries","2005","66 and older","direct migration background","158","0.407860955680067","0.357236342102124","0.458485569258011"
"Some worries","2005","66 and older","indirect migration background","","","",""
"No worries","2005","16-34 y.","no migration background","1022","0.256531488445849","0.243193002052942","0.269869974838756"
"No worries","2005","16-34 y.","direct migration background","180","0.312969511822137","0.273492054066103","0.352446969578171"
"No worries","2005","16-34 y.","indirect migration background","185","0.266067892120248","0.232277783759757","0.299858000480739"
"No worries","2005","35-65 y.","no migration background","1707","0.15161163311297","0.14456505382047","0.15865821240547"
"No worries","2005","35-65 y.","direct migration background","343","0.243302775390099","0.221270826411209","0.26533472436899"
"No worries","2005","35-65 y.","indirect migration background","36","0.21880660271628","0.153719980227512","0.283893225205049"
"No worries","2005","66 and older","no migration background","431","0.127709504758463","0.116497184453979","0.138921825062947"
"No worries","2005","66 and older","direct migration background","88","0.268602004772652","0.222943118538895","0.314260891006409"
"No worries","2005","66 and older","indirect migration background","","","",""
"Big worries","2006","16-34 y.","no migration background","1146","0.299062998963114","0.284790319288322","0.313335678637907"
"Big worries","2006","16-34 y.","direct migration background","114","0.232542125038851","0.19674490577715","0.268339344300552"
"Big worries","2006","16-34 y.","indirect migration background","177","0.324706800582346","0.287817990469722","0.361595610694969"
"Big worries","2006","35-65 y.","no migration background","3785","0.377036998789229","0.367861824419825","0.386212173158633"
"Big worries","2006","35-65 y.","direct migration background","381","0.281361188168035","0.258079609535089","0.304642766800981"
"Big worries","2006","35-65 y.","indirect migration background","38","0.222520269749232","0.161587502487493","0.283453037010971"
"Big worries","2006","66 and older","no migration background","1467","0.373604587727114","0.358685524693699","0.388523650760528"
"Big worries","2006","66 and older","direct migration background","103","0.23200197046598","0.189946887107193","0.274057053824768"
"Big worries","2006","66 and older","indirect migration background","","","",""
"Some worries","2006","16-34 y.","no migration background","1739","0.43427518965742","0.418823719554246","0.449726659760594"
"Some worries","2006","16-34 y.","direct migration background","233","0.415027779019654","0.373275767410768","0.45677979062854"
"Some worries","2006","16-34 y.","indirect migration background","257","0.38803254676149","0.349644058825622","0.426421034697357"
"Some worries","2006","35-65 y.","no migration background","4724","0.425426808079901","0.416066797904632","0.434786818255169"
"Some worries","2006","35-65 y.","direct migration background","659","0.452216192545286","0.426446891118532","0.47798549397204"
"Some worries","2006","35-65 y.","indirect migration background","88","0.487728603071259","0.414503373472495","0.560953832670024"
"Some worries","2006","66 and older","no migration background","1920","0.466955789122288","0.451569614326962","0.482341963917613"
"Some worries","2006","66 and older","direct migration background","163","0.444195626091106","0.394691576452956","0.493699675729256"
"Some worries","2006","66 and older","indirect migration background","","","",""
"No worries","2006","16-34 y.","no migration background","1068","0.266661811379466","0.252876478836872","0.280447143922059"
"No worries","2006","16-34 y.","direct migration background","188","0.352430095941494","0.311949115509965","0.392911076373024"
"No worries","2006","16-34 y.","indirect migration background","185","0.287260652656165","0.251615029991585","0.322906275320745"
"No worries","2006","35-65 y.","no migration background","2209","0.19753619313087","0.189998693888617","0.205073692373124"
"No worries","2006","35-65 y.","direct migration background","393","0.266422619286679","0.243533266727902","0.289311971845456"
"No worries","2006","35-65 y.","indirect migration background","53","0.289751127179509","0.223294328145294","0.356207926213723"
"No worries","2006","66 and older","no migration background","652","0.159439623150598","0.148149628113548","0.170729618187648"
"No worries","2006","66 and older","direct migration background","121","0.323802403442914","0.27718270565155","0.370422101234277"
"No worries","2006","66 and older","indirect migration background","","","",""
"Big worries","2007","16-34 y.","no migration background","1026","0.288618699530508","0.273938870296662","0.303298528764353"
"Big worries","2007","16-34 y.","direct migration background","74","0.178976361692786","0.143117912838825","0.214834810546747"
"Big worries","2007","16-34 y.","indirect migration background","141","0.219267629242235","0.185768182330712","0.252767076153758"
"Big worries","2007","35-65 y.","no migration background","3095","0.336853681274967","0.327555750979025","0.346151611570909"
"Big worries","2007","35-65 y.","direct migration background","263","0.205826969765223","0.183755546478521","0.227898393051924"
"Big worries","2007","35-65 y.","indirect migration background","37","0.215206179830399","0.156145726610756","0.274266633050043"
"Big worries","2007","66 and older","no migration background","1263","0.332039666167293","0.31737352061984","0.346705811714745"
"Big worries","2007","66 and older","direct migration background","90","0.197354005267527","0.157389853737332","0.237318156797721"
"Big worries","2007","66 and older","indirect migration background","","","",""
"Some worries","2007","16-34 y.","no migration background","1520","0.407652129744126","0.391732211915254","0.423572047572998"
"Some worries","2007","16-34 y.","direct migration background","197","0.471915851895594","0.425217701517996","0.518614002273191"
"Some worries","2007","16-34 y.","indirect migration background","251","0.45416067354973","0.413848477556141","0.494472869543319"
"Some worries","2007","35-65 y.","no migration background","4429","0.434019623990435","0.424269361100577","0.443769886880294"
"Some worries","2007","35-65 y.","direct migration background","605","0.469564028959182","0.442319109628719","0.496808948289645"
"Some worries","2007","35-65 y.","indirect migration background","78","0.431977012842959","0.360789324067137","0.50316470161878"
"Some worries","2007","66 and older","no migration background","1906","0.473334636932447","0.457785825692489","0.488883448172404"
"Some worries","2007","66 and older","direct migration background","168","0.440473744255874","0.390624813010237","0.49032267550151"
"Some worries","2007","66 and older","indirect migration background","","","",""
"No worries","2007","16-34 y.","no migration background","1114","0.303729170725367","0.288830761445606","0.318627580005127"
"No worries","2007","16-34 y.","direct migration background","168","0.34910778641162","0.304516486116919","0.39369908670632"
"No worries","2007","16-34 y.","indirect migration background","194","0.326571697208035","0.288602253254847","0.364541141161223"
"No worries","2007","35-65 y.","no migration background","2402","0.229126694734598","0.220858888230703","0.237394501238492"
"No worries","2007","35-65 y.","direct migration background","421","0.324609001275595","0.299047900902658","0.350170101648533"
"No worries","2007","35-65 y.","indirect migration background","71","0.352816807326642","0.284144780308511","0.421488834344773"
"No worries","2007","66 and older","no migration background","792","0.194625696900261","0.182296220194506","0.206955173606016"
"No worries","2007","66 and older","direct migration background","123","0.3621722504766","0.31391140855722","0.41043309239598"
"No worries","2007","66 and older","indirect migration background","","","",""
"Big worries","2008","16-34 y.","no migration background","796","0.236555385817957","0.222325231829773","0.250785539806141"
"Big worries","2008","16-34 y.","direct migration background","41","0.136530836973429","0.101354846033629","0.17170682791323"
"Big worries","2008","16-34 y.","indirect migration background","121","0.213887788225487","0.180106582875473","0.247668993575501"
"Big worries","2008","35-65 y.","no migration background","2497","0.292059101725852","0.28281267126418","0.301305532187524"
"Big worries","2008","35-65 y.","direct migration background","202","0.174061322342888","0.152223021092301","0.195899623593474"
"Big worries","2008","35-65 y.","indirect migration background","","","",""
"Big worries","2008","66 and older","no migration background","1160","0.30599543403633","0.29160799453232","0.32038287354034"
"Big worries","2008","66 and older","direct migration background","83","0.181207460566133","0.141959038195897","0.220455882936368"
"Big worries","2008","66 and older","indirect migration background","","","",""
"Some worries","2008","16-34 y.","no migration background","1456","0.422241363759651","0.405702410400278","0.438780317119025"
"Some worries","2008","16-34 y.","direct migration background","139","0.395347650431398","0.34525776921759","0.445437531645207"
"Some worries","2008","16-34 y.","indirect migration background","243","0.439803535148013","0.398911435041207","0.480695635254819"
"Some worries","2008","35-65 y.","no migration background","4156","0.439037456810801","0.428945905036325","0.449129008585277"
"Some worries","2008","35-65 y.","direct migration background","516","0.458243237229631","0.429545740559189","0.486940733900073"
"Some worries","2008","35-65 y.","indirect migration background","95","0.471448809104541","0.401023260967784","0.541874357241297"
"Some worries","2008","66 and older","no migration background","1899","0.479126762070685","0.463529940261072","0.494723583880298"
"Some worries","2008","66 and older","direct migration background","161","0.46086465724099","0.41007411697798","0.511655197504001"
"Some worries","2008","66 and older","indirect migration background","","","",""
"No worries","2008","16-34 y.","no migration background","1174","0.341203250422392","0.325327410345252","0.357079090499532"
"No worries","2008","16-34 y.","direct migration background","186","0.468121512595173","0.417001251811688","0.519241773378657"
"No worries","2008","16-34 y.","indirect migration background","202","0.3463086766265","0.307111216946512","0.385506136306488"
"No worries","2008","35-65 y.","no migration background","2637","0.268903441463347","0.259887194809542","0.277919688117152"
"No worries","2008","35-65 y.","direct migration background","440","0.367695440427482","0.339923828345864","0.395467052509099"
"No worries","2008","35-65 y.","indirect migration background","70","0.38757303695616","0.318838760397671","0.456307313514649"
"No worries","2008","66 and older","no migration background","882","0.214877803892985","0.202054224064884","0.227701383721087"
"No worries","2008","66 and older","direct migration background","126","0.357927882192877","0.309080994249205","0.406774770136549"
"No worries","2008","66 and older","indirect migration background","","","",""
"Big worries","2009","16-34 y.","no migration background","640","0.206709205859826","0.19261482228602","0.220803589433632"
"Big worries","2009","16-34 y.","direct migration background","32","0.124386749967869","0.0867904195162017","0.161983080419536"
"Big worries","2009","16-34 y.","indirect migration background","92","0.161756336525711","0.129922988133667","0.193589684917756"
"Big worries","2009","35-65 y.","no migration background","1947","0.248882936755873","0.239768242876624","0.257997630635121"
"Big worries","2009","35-65 y.","direct migration background","148","0.152884068187147","0.130820528752275","0.174947607622018"
"Big worries","2009","35-65 y.","indirect migration background","","","",""
"Big worries","2009","66 and older","no migration background","908","0.24092366847706","0.227383695438491","0.254463641515629"
"Big worries","2009","66 and older","direct migration background","54","0.176593600984769","0.13588110387781","0.217306098091728"
"Big worries","2009","66 and older","indirect migration background","","","",""
"Some worries","2009","16-34 y.","no migration background","1234","0.380706728827679","0.363806467229998","0.397606990425361"
"Some worries","2009","16-34 y.","direct migration background","112","0.375460614053552","0.320295522346084","0.43062570576102"
"Some worries","2009","16-34 y.","indirect migration background","199","0.443819960158005","0.400868528333195","0.486771391982816"
"Some worries","2009","35-65 y.","no migration background","3713","0.431260262814023","0.420819860842125","0.441700664785921"
"Some worries","2009","35-65 y.","direct migration background","458","0.43880882582598","0.408384866186236","0.469232785465723"
"Some worries","2009","35-65 y.","indirect migration background","86","0.492641094117433","0.421365614063802","0.563916574171063"
"Some worries","2009","66 and older","no migration background","1886","0.488054407132726","0.472228035317538","0.503880778947913"
"Some worries","2009","66 and older","direct migration background","144","0.418713712440924","0.366040868025484","0.471386556856363"
"Some worries","2009","66 and older","indirect migration background","","","",""
"No worries","2009","16-34 y.","no migration background","1297","0.412584065312495","0.395449264624961","0.429718866000029"
"No worries","2009","16-34 y.","direct migration background","152","0.500152635978579","0.443192342326244","0.557112929630914"
"No worries","2009","16-34 y.","indirect migration background","223","0.394423703316283","0.352173143407883","0.436674263224684"
"No worries","2009","35-65 y.","no migration background","2984","0.319856800430104","0.310024193314333","0.329689407545876"
"No worries","2009","35-65 y.","direct migration background","416","0.408307105986874","0.378172585231656","0.438441626742092"
"No worries","2009","35-65 y.","indirect migration background","76","0.373314544147071","0.304357370637663","0.442271717656479"
"No worries","2009","66 and older","no migration background","1038","0.271021924390214","0.256948661947979","0.28509518683245"
"No worries","2009","66 and older","direct migration background","139","0.404692686574307","0.352288446495437","0.457096926653178"
"No worries","2009","66 and older","indirect migration background","","","",""
"Big worries","2010","16-34 y.","no migration background","1102","0.221614269441081","0.209950596869061","0.233277942013101"
"Big worries","2010","16-34 y.","direct migration background","116","0.168713208296657","0.144474280483548","0.192952136109767"
"Big worries","2010","16-34 y.","indirect migration background","146","0.192664401744311","0.164532285352175","0.220796518136448"
"Big worries","2010","35-65 y.","no migration background","2489","0.237452659854182","0.229609058278307","0.245296261430057"
"Big worries","2010","35-65 y.","direct migration background","262","0.167533910584705","0.149409839818833","0.185657981350577"
"Big worries","2010","35-65 y.","indirect migration background","66","0.195955046093681","0.156202303626892","0.23570778856047"
"Big worries","2010","66 and older","no migration background","877","0.241088496729804","0.227324487709176","0.254852505750432"
"Big worries","2010","66 and older","direct migration background","60","0.218159551375367","0.172551764606781","0.263767338143954"
"Big worries","2010","66 and older","indirect migration background","","","",""
"Some worries","2010","16-34 y.","no migration background","1817","0.364993472620784","0.351473660080972","0.378513285160596"
"Some worries","2010","16-34 y.","direct migration background","397","0.364411089079074","0.333261855097711","0.395560323060436"
