"plj0046","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2015","Full Time","Male","2504","0.385622165997087","0.37353657258453","0.397707759409644","2"
"Some worries","2015","Part Time","Female","2292","0.425337318746079","0.412008279793528","0.43866635769863","2"
"Some worries","2015","Part Time","Male","735","0.410699838025094","0.387922150312552","0.433477525737635","2"
"Some worries","2015","Not Working","Female","2227","0.447745870943117","0.433973737835307","0.461518004050928","2"
"Some worries","2015","Not Working","Male","1397","0.408294673698872","0.391802299640536","0.424787047757208","2"
"Big worries","2016","Full Time","Male","2520","0.434307578981915","0.42169405596446","0.446921101999369","1"
"Big worries","2016","Not Working","Female","2319","0.49663119775482","0.482442287292485","0.510820108217155","1"
"Big worries","2016","Not Working","Male","1552","0.480538867111797","0.463513121904017","0.497564612319576","1"
"Big worries","2016","Part Time","Female","2223","0.442674135276182","0.429072767430845","0.456275503121519","1"
"Big worries","2016","Part Time","Male","705","0.378780778642446","0.356488824027724","0.401072733257168","1"
"Big worries","2016","Full Time","Female","1451","0.47550422745127","0.458255051890927","0.492753403011613","1"
"No worries","2016","Full Time","Male","1092","0.175847645129627","0.166159970365364","0.18553531989389","3"
"No worries","2016","Part Time","Male","410","0.230425043252625","0.211073213101044","0.249776873404207","3"
"No worries","2016","Full Time","Female","496","0.137370075113986","0.125480167421754","0.149259982806218","3"
"No worries","2016","Not Working","Female","601","0.11888773284529","0.109702862122687","0.128072603567892","3"
"No worries","2016","Part Time","Female","784","0.143101001894755","0.133512029512185","0.152689974277326","3"
"No worries","2016","Not Working","Male","560","0.154982455567767","0.142650286433861","0.167314624701673","3"
"Some worries","2016","Full Time","Female","1273","0.387125697434744","0.370301596640143","0.403949798229345","2"
"Some worries","2016","Full Time","Male","2320","0.389844775888458","0.377433582399259","0.402255969377657","2"
"Some worries","2016","Part Time","Female","2116","0.414224862829062","0.400736182521052","0.427713543137073","2"
"Some worries","2016","Part Time","Male","704","0.390794178104929","0.368371483259072","0.413216872950786","2"
"Some worries","2016","Not Working","Female","1850","0.38448106939989","0.370675729958072","0.398286408841709","2"
"Some worries","2016","Not Working","Male","1196","0.364478677320436","0.34807782315465","0.380879531486223","2"
"Big worries","2017","Full Time","Male","2338","0.348319108307053","0.33686810838226","0.359770108231845","1"
"Big worries","2017","Not Working","Female","2078","0.421278774913639","0.407593952734697","0.43496359709258","1"
"Big worries","2017","Not Working","Male","1415","0.402162357974545","0.386050803033403","0.418273912915687","1"
"Big worries","2017","Part Time","Female","1982","0.37140299033435","0.358711654655299","0.384094326013401","1"
"Big worries","2017","Part Time","Male","692","0.336833600609209","0.316424050031532","0.357243151186885","1"
"Big worries","2017","Full Time","Female","1335","0.363200304605952","0.347737624761357","0.378662984450547","1"
"No worries","2017","Full Time","Male","1497","0.21903759762421","0.209097018986357","0.228978176262063","3"
"No worries","2017","Part Time","Male","551","0.281415874460397","0.261996842063856","0.300834906856939","3"
"No worries","2017","Full Time","Female","755","0.201084760412716","0.188197809622161","0.213971711203271","3"
"No worries","2017","Not Working","Female","808","0.159896069834707","0.14973814332394","0.170053996345474","3"
"No worries","2017","Not Working","Male","680","0.175857164483503","0.163348054928867","0.188366274038139","3"
"No worries","2017","Part Time","Female","1041","0.175716191646779","0.165719811731774","0.185712571561784","3"
"Some worries","2017","Full Time","Female","1626","0.435714934981332","0.41977227662182","0.451657593340845","2"
"Some worries","2017","Full Time","Male","2815","0.432643294068737","0.42073552639217","0.444551061745304","2"
"Some worries","2017","Not Working","Female","2115","0.418825155251654","0.405151348212837","0.432498962290472","2"
"Some worries","2017","Not Working","Male","1463","0.421980477541952","0.405752568970558","0.438208386113346","2"
"Some worries","2017","Part Time","Female","2545","0.452880818018871","0.439806127687422","0.46595550835032","2"
"Some worries","2017","Part Time","Male","817","0.381750524930394","0.360771457423867","0.402729592436921","2"
"Big worries","2018","Full Time","Male","1804","0.293142287235372","0.281901853935226","0.304382720535518","1"
"Big worries","2018","Not Working","Female","1615","0.340890685714858","0.327455935472906","0.35432543595681","1"
"Big worries","2018","Part Time","Male","589","0.310265638000889","0.290303537010239","0.330227738991538","1"
"Big worries","2018","Full Time","Female","1024","0.277845441734886","0.263209043143184","0.292481840326587","1"
"Big worries","2018","Not Working","Male","1163","0.34599204749905","0.330171545046984","0.361812549951117","1"
"Big worries","2018","Part Time","Female","1576","0.296145535348289","0.284032160858029","0.308258909838548","1"
"No worries","2018","Full Time","Male","1806","0.286818908024313","0.275650748323693","0.297987067724934","3"
"No worries","2018","Part Time","Male","693","0.325232708820108","0.305017762316121","0.345447655324094","3"
"No worries","2018","Full Time","Female","962","0.264086477942178","0.24968178565716","0.278491170227197","3"
"No worries","2018","Part Time","Female","1381","0.24405900402071","0.23266274056195","0.255455267479469","3"
"No worries","2018","Not Working","Female","1033","0.206119838060606","0.194654663371929","0.217585012749283","3"
"No worries","2018","Not Working","Male","848","0.235284191759755","0.221176950039926","0.249391433479583","3"
"Some worries","2018","Full Time","Female","1612","0.458068080322936","0.441788061892521","0.474348098753351","2"
"Some worries","2018","Full Time","Male","2690","0.420038804740315","0.407851098120974","0.432226511359656","2"
"Some worries","2018","Not Working","Female","2134","0.452989476224536","0.438880834591174","0.467098117857897","2"
"Some worries","2018","Not Working","Male","1462","0.418723760741195","0.402315944342844","0.435131577139545","2"
"Some worries","2018","Part Time","Female","2500","0.459795460631002","0.446572382366567","0.473018538895437","2"
"Some worries","2018","Part Time","Male","781","0.364501653179004","0.343733138357629","0.385270168000379","2"
"Big worries","2019","Full Time","Male","1776","0.28089926015872","0.270203606091896","0.291594914225545","1"
"Big worries","2019","Part Time","Male","501","0.244622208439484","0.225801789788737","0.263442627090232","1"
"Big worries","2019","Not Working","Female","1396","0.30162050239765","0.28830226902491","0.31493873577039","1"
"Big worries","2019","Full Time","Female","998","0.279419588702062","0.264945644459528","0.293893532944597","1"
"Big worries","2019","Not Working","Male","1166","0.333489251197546","0.317843214230764","0.349135288164327","1"
"Big worries","2019","Part Time","Female","1365","0.271497269039274","0.259393234352086","0.283601303726462","1"
"No worries","2019","Full Time","Male","2214","0.311458338053873","0.300437813280739","0.322478862827006","3"
"No worries","2019","Part Time","Male","730","0.375936746369697","0.354730152114189","0.397143340625205","3"
"No worries","2019","Full Time","Female","1024","0.258454050891955","0.244332644549881","0.272575457234029","3"
"No worries","2019","Part Time","Female","1502","0.273370579509244","0.261240484275832","0.285500674742656","3"
"No worries","2019","Not Working","Female","1054","0.218033787446263","0.206051869416437","0.230015705476089","3"
"No worries","2019","Not Working","Male","906","0.254859102584706","0.240397076920001","0.269321128249412","3"
"Some worries","2019","Full Time","Female","1670","0.462126360405983","0.446044446003863","0.478208274808102","2"
"Some worries","2019","Full Time","Male","2793","0.407642401787407","0.395948246942304","0.41933655663251","2"
"Some worries","2019","Not Working","Female","2112","0.480345710156087","0.465847824599326","0.494843595712848","2"
"Some worries","2019","Not Working","Male","1416","0.411651646217748","0.395319545388375","0.427983747047121","2"
"Some worries","2019","Part Time","Female","2319","0.455132151451482","0.441578816115108","0.468685486787856","2"
"Some worries","2019","Part Time","Male","773","0.379441045190819","0.358195743144497","0.40068634723714","2"
