"plj0046","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","2000","Couple + C. LE 16 ","(2c_gen) general maturity certificate","31","0.272713728905693","0.174507114133479","0.370920343677906"
"Some worries","2000","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","223","0.44794742615415","0.403826774089605","0.492068078218695"
"Some worries","2000","Couple + C. LE 16 ","(3a) lower tertiary education","196","0.460115438370961","0.411989042387957","0.508241834353966"
"Some worries","2000","Couple + C. LE 16 ","(3b) higher tertiary education","239","0.399740148559112","0.35973688879917","0.439743408319054"
"Some worries","2000","Couple + C. GT 16 ","(0) in school","106","0.515023381424251","0.446441897032688","0.583604865815814"
"Some worries","2000","Couple + C. GT 16 ","(1a) inadequately completed","40","0.405240725563838","0.305462960850345","0.50501849027733"
"Some worries","2000","Couple + C. GT 16 ","(1b) general elementary school","194","0.425864988866028","0.381303416669317","0.470426561062739"
"Some worries","2000","Couple + C. GT 16 ","(1c) basic vocational qualification","534","0.498234065680499","0.468233242113361","0.528234889247638"
"Some worries","2000","Couple + C. GT 16 ","(2b) intermediate general qualification","97","0.434949934632814","0.371294830899209","0.498605038366419"
"Some worries","2000","Couple + C. GT 16 ","(2a) intermediate vocational","408","0.467493608937598","0.433892265843025","0.501094952032172"
"Some worries","2000","Couple + C. GT 16 ","(2c_gen) general maturity certificate","131","0.469224698676269","0.410665951839415","0.527783445513123"
"Some worries","2000","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","97","0.434895603970979","0.366361472390347","0.503429735551611"
"Some worries","2000","Couple + C. GT 16 ","(3a) lower tertiary education","114","0.464317663539007","0.400823298598137","0.527812028479876"
"Some worries","2000","Couple + C. GT 16 ","(3b) higher tertiary education","121","0.423914213067164","0.365718529241484","0.482109896892843"
"Some worries","2000","Couple + C. LE and GT 16","(0) in school","86","0.454116952545861","0.384590729232558","0.523643175859165"
"Some worries","2000","Couple + C. LE and GT 16","(1a) inadequately completed","19","","",""
"Some worries","2000","Couple + C. LE and GT 16","(1b) general elementary school","115","0.439469732876387","0.378671336087191","0.500268129665583"
"Some worries","2000","Couple + C. LE and GT 16","(1c) basic vocational qualification","173","0.413149157117876","0.364712948672063","0.461585365563688"
"Some worries","2000","Couple + C. LE and GT 16","(2b) intermediate general qualification","78","0.457341374815098","0.384361153319446","0.530321596310749"
"Some worries","2000","Couple + C. LE and GT 16","(2a) intermediate vocational","194","0.47957241621023","0.431622559370195","0.527522273050264"
"Some worries","2000","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","55","0.467178712813076","0.377158632943363","0.55719879268279"
"Some worries","2000","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","36","0.452755121483004","0.34229046955736","0.563219773408648"
"Some worries","2000","Couple + C. LE and GT 16","(3a) lower tertiary education","49","0.385866269068222","0.29530625417324","0.476426283963203"
"Some worries","2000","Couple + C. LE and GT 16","(3b) higher tertiary education","53","0.405103973530633","0.319725179500475","0.490482767560791"
"No worries","2000","1-pers.-HH","(0) in school","3","","",""
"No worries","2000","1-pers.-HH","(1a) inadequately completed","20","","",""
"No worries","2000","1-pers.-HH","(1b) general elementary school","125","0.231307173623029","0.194198261930305","0.268416085315754"
"No worries","2000","1-pers.-HH","(1c) basic vocational qualification","211","0.193761168645057","0.169978771486433","0.217543565803681"
"No worries","2000","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"No worries","2000","1-pers.-HH","(2a) intermediate vocational","161","0.231337033726662","0.200492626452962","0.262181441000363"
"No worries","2000","1-pers.-HH","(2c_gen) general maturity certificate","82","0.547460738642504","0.467806831612475","0.627114645672533"
"No worries","2000","1-pers.-HH","(2c_voc) vocational maturity certificate","93","0.368916558787743","0.310378906000942","0.427454211574545"
"No worries","2000","1-pers.-HH","(3a) lower tertiary education","96","0.445110844014123","0.380317398093593","0.509904289934652"
"No worries","2000","1-pers.-HH","(3b) higher tertiary education","154","0.479555605870858","0.424121448862107","0.534989762879608"
"No worries","2000","(Married) couple without C. ","(0) in school","2","","",""
"No worries","2000","(Married) couple without C. ","(1a) inadequately completed","43","0.369289715763428","0.278688629439984","0.459890802086873"
"No worries","2000","(Married) couple without C. ","(1b) general elementary school","176","0.189245877421637","0.163336401429573","0.2151553534137"
"No worries","2000","(Married) couple without C. ","(1c) basic vocational qualification","507","0.165365092069468","0.152440560231849","0.178289623907088"
"No worries","2000","(Married) couple without C. ","(2b) intermediate general qualification","16","","",""
"No worries","2000","(Married) couple without C. ","(2a) intermediate vocational","240","0.162236223629897","0.143141591954937","0.181330855304856"
"No worries","2000","(Married) couple without C. ","(2c_gen) general maturity certificate","42","0.494411633154874","0.392798581700077","0.596024684609672"
"No worries","2000","(Married) couple without C. ","(2c_voc) vocational maturity certificate","126","0.296035281427048","0.252987239594496","0.3390833232596"
"No worries","2000","(Married) couple without C. ","(3a) lower tertiary education","153","0.261032622127858","0.226006694335394","0.296058549920322"
"No worries","2000","(Married) couple without C. ","(3b) higher tertiary education","283","0.407107459569934","0.370017132250729","0.444197786889139"
"No worries","2000","Single parent ","(0) in school","27","","",""
"No worries","2000","Single parent ","(1a) inadequately completed","7","","",""
"No worries","2000","Single parent ","(1b) general elementary school","45","0.258392337116749","0.195983784819155","0.320800889414343"
"No worries","2000","Single parent ","(1c) basic vocational qualification","56","0.174262754191356","0.132504562465306","0.216020945917407"
"No worries","2000","Single parent ","(2b) intermediate general qualification","24","","",""
"No worries","2000","Single parent ","(2a) intermediate vocational","65","0.279902972458567","0.22645112627859","0.333354818638543"
"No worries","2000","Single parent ","(2c_gen) general maturity certificate","21","","",""
"No worries","2000","Single parent ","(2c_voc) vocational maturity certificate","18","","",""
"No worries","2000","Single parent ","(3a) lower tertiary education","18","","",""
"No worries","2000","Single parent ","(3b) higher tertiary education","26","","",""
"No worries","2000","Couple + C. LE 16 ","(0) in school","2","","",""
"No worries","2000","Couple + C. LE 16 ","(1a) inadequately completed","34","0.424365372825456","0.310987034915364","0.537743710735549"
"No worries","2000","Couple + C. LE 16 ","(1b) general elementary school","99","0.230010881565209","0.186955093368856","0.273066669761562"
"No worries","2000","Couple + C. LE 16 ","(1c) basic vocational qualification","283","0.196912744798971","0.176236611094134","0.217588878503809"
"No worries","2000","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"No worries","2000","Couple + C. LE 16 ","(2a) intermediate vocational","295","0.179970385024473","0.161815263555498","0.198125506493448"
"No worries","2000","Couple + C. LE 16 ","(2c_gen) general maturity certificate","37","0.62488480809949","0.518122770189148","0.731646846009832"
"No worries","2000","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","170","0.373362528309226","0.330447270577714","0.416277786040738"
"No worries","2000","Couple + C. LE 16 ","(3a) lower tertiary education","129","0.320737678292562","0.275667089028011","0.365808267557112"
"No worries","2000","Couple + C. LE 16 ","(3b) higher tertiary education","283","0.492644131577712","0.451815967609738","0.533472295545686"
"No worries","2000","Couple + C. GT 16 ","(0) in school","66","0.310542322321542","0.247046198876085","0.374038445767"
"No worries","2000","Couple + C. GT 16 ","(1a) inadequately completed","25","","",""
"No worries","2000","Couple + C. GT 16 ","(1b) general elementary school","147","0.276781167670836","0.236461155691066","0.317101179650605"
"No worries","2000","Couple + C. GT 16 ","(1c) basic vocational qualification","161","0.130539475847442","0.110325034296693","0.150753917398192"
"No worries","2000","Couple + C. GT 16 ","(2b) intermediate general qualification","58","0.210325852807765","0.15799709568416","0.262654609931369"
"No worries","2000","Couple + C. GT 16 ","(2a) intermediate vocational","140","0.179961343950811","0.15409034714371","0.205832340757911"
"No worries","2000","Couple + C. GT 16 ","(2c_gen) general maturity certificate","103","0.368512122468288","0.311907175507814","0.425117069428762"
"No worries","2000","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","56","0.308190465597929","0.244356337126512","0.372024594069345"
"No worries","2000","Couple + C. GT 16 ","(3a) lower tertiary education","63","0.297972561104645","0.239743592398653","0.356201529810638"
"No worries","2000","Couple + C. GT 16 ","(3b) higher tertiary education","112","0.416539787725637","0.358484460802955","0.47459511464832"
"No worries","2000","Couple + C. LE and GT 16","(0) in school","74","0.364563895249628","0.297353298792709","0.431774491706547"
"No worries","2000","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"No worries","2000","Couple + C. LE and GT 16","(1b) general elementary school","77","0.303319179145055","0.247007954576155","0.359630403713954"
"No worries","2000","Couple + C. LE and GT 16","(1c) basic vocational qualification","72","0.18996724848026","0.151380028295721","0.228554468664798"
"No worries","2000","Couple + C. LE and GT 16","(2b) intermediate general qualification","61","0.337041093039313","0.267793240855819","0.406288945222808"
"No worries","2000","Couple + C. LE and GT 16","(2a) intermediate vocational","72","0.18787015883657","0.150379618556574","0.225360699116566"
"No worries","2000","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","43","0.382908904110324","0.295202872715411","0.470614935505237"
"No worries","2000","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","21","","",""
"No worries","2000","Couple + C. LE and GT 16","(3a) lower tertiary education","33","0.387591404341026","0.296956744521219","0.478226064160834"
"No worries","2000","Couple + C. LE and GT 16","(3b) higher tertiary education","58","0.49893465574018","0.411975513135731","0.585893798344629"
"Big worries","2001","1-pers.-HH","(0) in school","2","","",""
"Big worries","2001","1-pers.-HH","(1a) inadequately completed","4","","",""
"Big worries","2001","1-pers.-HH","(1b) general elementary school","115","0.280436933010126","0.237424588460543","0.32344927755971"
"Big worries","2001","1-pers.-HH","(1c) basic vocational qualification","258","0.274370141158731","0.246348432816407","0.302391849501056"
"Big worries","2001","1-pers.-HH","(2b) intermediate general qualification","14","","",""
