"plj0046","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","2001","Not Employed","no degree/no degree yet","88","0.146231908622439","0.118099765843779","0.174364051401099"
"Big worries","2001","Not Employed","Other degree","79","0.134430878294334","0.105362510233348","0.16349924635532"
"Big worries","2001","Not Employed","secondary school degree","382","0.252237419712895","0.230418794289274","0.274056045136516"
"No worries","2001","Employed","college entrance qualification","1499","0.44704650020531","0.430297479874833","0.463795520535787"
"No worries","2001","Employed","lower secondary degree","888","0.203911282965945","0.192007807815359","0.215814758116532"
"No worries","2001","Employed","no degree/no degree yet","88","0.333724304976396","0.275961401847689","0.391487208105102"
"No worries","2001","Employed","Other degree","327","0.427735171293133","0.393913256509897","0.461557086076369"
"No worries","2001","Employed","secondary school degree","1146","0.249772522126692","0.23762103044527","0.261924013808113"
"No worries","2001","Not Employed","college entrance qualification","399","0.373024541767673","0.343561886133835","0.402487197401512"
"No worries","2001","Not Employed","lower secondary degree","895","0.204215479200276","0.192156522957075","0.216274435443478"
"No worries","2001","Not Employed","no degree/no degree yet","250","0.417516135801427","0.378252513738551","0.456779757864302"
"No worries","2001","Not Employed","Other degree","229","0.442395219643295","0.400071024129661","0.48471941515693"
"No worries","2001","Not Employed","secondary school degree","383","0.257567527822838","0.23559829967978","0.279536755965897"
"Some worries","2001","Employed","college entrance qualification","1411","0.414308354914464","0.397713818876256","0.430902890952672"
"Some worries","2001","Employed","lower secondary degree","2148","0.485709635264388","0.470943563999589","0.500475706529187"
"Some worries","2001","Employed","no degree/no degree yet","119","0.435095967312759","0.374365310947963","0.495826623677555"
"Some worries","2001","Employed","Other degree","385","0.43900703935435","0.405081510210507","0.472932568498192"
"Some worries","2001","Employed","secondary school degree","2348","0.477639043055275","0.463617492402915","0.491660593707636"
"Some worries","2001","Not Employed","college entrance qualification","467","0.469589523798839","0.439184652981649","0.499994394616028"
"Some worries","2001","Not Employed","lower secondary degree","2176","0.506777492003761","0.491822101780392","0.521732882227129"
"Some worries","2001","Not Employed","no degree/no degree yet","268","0.436251955576135","0.396767787084921","0.475736124067348"
"Some worries","2001","Not Employed","Other degree","221","0.423173902062371","0.381071958596983","0.465275845527759"
"Some worries","2001","Not Employed","secondary school degree","757","0.490195052464267","0.465080395561023","0.51530970936751"
"Big worries","2002","Employed","college entrance qualification","609","0.136314531511542","0.126134371505652","0.146494691517431"
"Big worries","2002","Employed","lower secondary degree","1409","0.354520763119772","0.33993497465501","0.369106551584534"
"Big worries","2002","Employed","no degree/no degree yet","59","0.273685324596955","0.217857177546084","0.329513471647826"
"Big worries","2002","Employed","Other degree","118","0.156916595241505","0.131617350969165","0.182215839513846"
"Big worries","2002","Employed","secondary school degree","1583","0.321123720546254","0.308300628387044","0.333946812705465"
"Big worries","2002","Not Employed","college entrance qualification","242","0.218876499498657","0.195683886660175","0.242069112337138"
"Big worries","2002","Not Employed","lower secondary degree","1430","0.356500268916506","0.341961211245878","0.371039326587134"
"Big worries","2002","Not Employed","no degree/no degree yet","106","0.185747067049329","0.155872732166356","0.215621401932301"
"Big worries","2002","Not Employed","Other degree","95","0.199033098447807","0.16414044191384","0.233925754981774"
"Big worries","2002","Not Employed","secondary school degree","495","0.339812474203065","0.316502069409311","0.363122878996818"
"No worries","2002","Employed","college entrance qualification","1862","0.426237438843867","0.411565158377911","0.440909719309823"
"No worries","2002","Employed","lower secondary degree","754","0.177805692967908","0.166147587007434","0.189463798928381"
"No worries","2002","Employed","no degree/no degree yet","83","0.295842447827258","0.238690608332472","0.352994287322043"
"No worries","2002","Employed","Other degree","285","0.397873863716234","0.363828789526155","0.431918937906312"
"No worries","2002","Employed","secondary school degree","1080","0.214533028045931","0.203259176847415","0.225806879244448"
"No worries","2002","Not Employed","college entrance qualification","419","0.338992311899054","0.312440849944786","0.365543773853321"
"No worries","2002","Not Employed","lower secondary degree","598","0.133420940621838","0.123099311791286","0.143742569452389"
"No worries","2002","Not Employed","no degree/no degree yet","255","0.376294366958375","0.339079944066876","0.413508789849873"
"No worries","2002","Not Employed","Other degree","154","0.305128086467436","0.264888123697842","0.34536804923703"
"No worries","2002","Not Employed","secondary school degree","323","0.186039302933389","0.16688790109395","0.205190704772829"
"Some worries","2002","Employed","college entrance qualification","1893","0.437448029644591","0.422729979525097","0.452166079764085"
"Some worries","2002","Employed","lower secondary degree","1969","0.46767354391232","0.452460071148445","0.482887016676196"
"Some worries","2002","Employed","no degree/no degree yet","103","0.430472227575787","0.368471744815942","0.492472710335632"
"Some worries","2002","Employed","Other degree","391","0.445209541042261","0.410640720417857","0.479778361666666"
"Some worries","2002","Employed","secondary school degree","2430","0.464343251407814","0.450646293775991","0.478040209039638"
"Some worries","2002","Not Employed","college entrance qualification","560","0.44213118860229","0.414274346919628","0.469988030284951"
"Some worries","2002","Not Employed","lower secondary degree","2141","0.510078790461656","0.494904307691897","0.525253273231416"
"Some worries","2002","Not Employed","no degree/no degree yet","290","0.437958565992297","0.399846869972347","0.476070262012246"
"Some worries","2002","Not Employed","Other degree","254","0.495838815084757","0.452145090959579","0.539532539209935"
"Some worries","2002","Not Employed","secondary school degree","768","0.474148222863546","0.449573691981038","0.498722753746054"
"Big worries","2003","Employed","college entrance qualification","573","0.139630676141539","0.129115785799469","0.150145566483609"
"Big worries","2003","Employed","lower secondary degree","1217","0.331521569930705","0.316591121349273","0.346452018512136"
"Big worries","2003","Employed","no degree/no degree yet","61","0.288529379286604","0.229459323944384","0.347599434628823"
"Big worries","2003","Employed","Other degree","101","0.141163562712622","0.115835829856579","0.166491295568665"
"Big worries","2003","Employed","secondary school degree","1379","0.293135046112129","0.280343920442174","0.305926171782083"
"Big worries","2003","Not Employed","college entrance qualification","211","0.193964767116545","0.171948135522149","0.215981398710941"
"Big worries","2003","Not Employed","lower secondary degree","1291","0.338513061959914","0.323962725638443","0.353063398281385"
"Big worries","2003","Not Employed","no degree/no degree yet","98","0.190412545034181","0.160481145427774","0.220343944640589"
"Big worries","2003","Not Employed","Other degree","93","0.208550504484409","0.172975377926047","0.244125631042772"
"Big worries","2003","Not Employed","secondary school degree","448","0.297890851120634","0.275225595815365","0.320556106425903"
"No worries","2003","Employed","college entrance qualification","1834","0.425617163508581","0.410617477700009","0.440616849317152"
"No worries","2003","Employed","lower secondary degree","776","0.191070183403595","0.178601369481046","0.203538997326143"
"No worries","2003","Employed","no degree/no degree yet","77","0.360817004160547","0.298206099913422","0.423427908407672"
"No worries","2003","Employed","Other degree","290","0.393117702896551","0.3575878576415","0.428647548151603"
"No worries","2003","Employed","secondary school degree","1146","0.238460988300999","0.226486377234049","0.250435599367948"
"No worries","2003","Not Employed","college entrance qualification","465","0.367933139724817","0.341081030730268","0.394785248719366"
"No worries","2003","Not Employed","lower secondary degree","726","0.171645315035345","0.160050900508651","0.18323972956204"
"No worries","2003","Not Employed","no degree/no degree yet","292","0.390748845711427","0.3535530037761","0.427944687646753"
"No worries","2003","Not Employed","Other degree","164","0.356722120228918","0.314775830017683","0.398668410440152"
"No worries","2003","Not Employed","secondary school degree","347","0.200739072542706","0.180887726285189","0.220590418800222"
"Some worries","2003","Employed","college entrance qualification","1767","0.434752160349881","0.419713394462014","0.449790926237748"
"Some worries","2003","Employed","lower secondary degree","1826","0.477408246665701","0.461566630139361","0.493249863192041"
"Some worries","2003","Employed","no degree/no degree yet","88","0.350653616552849","0.288442034495763","0.412865198609936"
"Some worries","2003","Employed","Other degree","335","0.465718734390827","0.429433777788672","0.502003690992982"
"Some worries","2003","Employed","secondary school degree","2340","0.468403965586873","0.454382034879865","0.48242589629388"
"Some worries","2003","Not Employed","college entrance qualification","563","0.438102093158638","0.410475406048948","0.465728780268328"
"Some worries","2003","Not Employed","lower secondary degree","2046","0.489841623004741","0.474470519969946","0.505212726039536"
"Some worries","2003","Not Employed","no degree/no degree yet","271","0.418838609254392","0.381227244455683","0.456449974053101"
"Some worries","2003","Not Employed","Other degree","244","0.434727375286673","0.391319682825117","0.478135067748229"
"Some worries","2003","Not Employed","secondary school degree","769","0.50137007633666","0.476590259577266","0.526149893096054"
"Big worries","2004","Employed","college entrance qualification","726","0.198642068312276","0.18639665735985","0.210887479264701"
"Big worries","2004","Employed","lower secondary degree","1437","0.410145778287778","0.394089794337351","0.426201762238205"
"Big worries","2004","Employed","no degree/no degree yet","57","0.365825184101999","0.298904118384808","0.432746249819191"
"Big worries","2004","Employed","Other degree","122","0.18727158783308","0.157753005331952","0.216790170334207"
"Big worries","2004","Employed","secondary school degree","1689","0.372992387001801","0.359129819488788","0.386854954514814"
"Big worries","2004","Not Employed","college entrance qualification","307","0.282854374789001","0.25822906776016","0.307479681817843"
"Big worries","2004","Not Employed","lower secondary degree","1452","0.376041824431508","0.360882141721852","0.391201507141165"
"Big worries","2004","Not Employed","no degree/no degree yet","138","0.241319732465489","0.209554099475323","0.273085365455655"
"Big worries","2004","Not Employed","Other degree","116","0.234789809964933","0.197562349235874","0.272017270693993"
"Big worries","2004","Not Employed","secondary school degree","553","0.356288594151209","0.332830161760473","0.379747026541945"
"No worries","2004","Employed","college entrance qualification","1527","0.380862907220039","0.365958928178648","0.39576688626143"
"No worries","2004","Employed","lower secondary degree","578","0.162371036262653","0.150332447458902","0.174409625066403"
"No worries","2004","Employed","no degree/no degree yet","64","0.335184383198269","0.269597944881134","0.400770821515404"
"No worries","2004","Employed","Other degree","203","0.29661407962064","0.262053616983674","0.331174542257605"
"No worries","2004","Employed","secondary school degree","913","0.189747370588601","0.178507653208302","0.200987087968901"
"No worries","2004","Not Employed","college entrance qualification","396","0.291359812807185","0.266515657198952","0.316203968415417"
"No worries","2004","Not Employed","lower secondary degree","614","0.154449206041552","0.143139352337471","0.165759059745632"
"No worries","2004","Not Employed","no degree/no degree yet","262","0.333605095588899","0.298601401997406","0.368608789180392"
"No worries","2004","Not Employed","Other degree","150","0.325313220725079","0.284166486029647","0.366459955420511"
"No worries","2004","Not Employed","secondary school degree","291","0.165095148288602","0.146909111185684","0.18328118539152"
"Some worries","2004","Employed","college entrance qualification","1825","0.420495024467685","0.405344296672952","0.435645752262419"
"Some worries","2004","Employed","lower secondary degree","1590","0.427483185449569","0.411334056659348","0.44363231423979"
"Some worries","2004","Employed","no degree/no degree yet","78","0.298990432699732","0.235382369600882","0.362598495798581"
"Some worries","2004","Employed","Other degree","346","0.516114332546281","0.478302200132932","0.55392646495963"
"Some worries","2004","Employed","secondary school degree","2073","0.437260242409597","0.423040848720273","0.451479636098922"
"Some worries","2004","Not Employed","college entrance qualification","582","0.425785812403814","0.39875064396761","0.452820980840017"
"Some worries","2004","Not Employed","lower secondary degree","1856","0.46950896952694","0.453889896130853","0.485128042923026"
"Some worries","2004","Not Employed","no degree/no degree yet","297","0.425075171945612","0.388374830603219","0.461775513288005"
"Some worries","2004","Not Employed","Other degree","232","0.439896969309988","0.396301348558362","0.483492590061614"
"Some worries","2004","Not Employed","secondary school degree","757","0.478616257560189","0.454146769074685","0.503085746045693"
"Big worries","2005","Employed","college entrance qualification","841","0.207182173631966","0.194522331808294","0.219842015455637"
"Big worries","2005","Employed","lower secondary degree","1606","0.506256866629034","0.48921954435861","0.523294188899457"
"Big worries","2005","Employed","no degree/no degree yet","54","0.357573522864009","0.290129787045634","0.425017258682383"
"Big worries","2005","Employed","Other degree","150","0.252790278463329","0.219039809183055","0.286540747743603"
"Big worries","2005","Employed","secondary school degree","1905","0.437512593965302","0.423000670833011","0.452024517097592"
"Big worries","2005","Not Employed","college entrance qualification","338","0.277244587564905","0.252319330137281","0.30216984499253"
"Big worries","2005","Not Employed","lower secondary degree","1735","0.463532021823739","0.44759284306369","0.479471200583788"
"Big worries","2005","Not Employed","no degree/no degree yet","154","0.254816792912566","0.222559001119047","0.287074584706086"
"Big worries","2005","Not Employed","Other degree","142","0.302642391324839","0.261372125476125","0.343912657173554"
"Big worries","2005","Not Employed","secondary school degree","638","0.436008967034145","0.411071461225122","0.460946472843168"
"No worries","2005","Employed","college entrance qualification","1274","0.330947908058108","0.316249335173833","0.345646480942383"
"No worries","2005","Employed","lower secondary degree","397","0.118640745677347","0.107621325104275","0.12966016625042"
"No worries","2005","Employed","no degree/no degree yet","55","0.228964495372234","0.169839858543901","0.288089132200568"
"No worries","2005","Employed","Other degree","182","0.307417568262492","0.271584957520712","0.343250179004272"
"No worries","2005","Employed","secondary school degree","666","0.14290037266444","0.132662596686147","0.153138148642733"
"No worries","2005","Not Employed","college entrance qualification","309","0.24459693110156","0.220662268369451","0.268531593833669"
"No worries","2005","Not Employed","lower secondary degree","447","0.120840610125544","0.110422368329543","0.131258851921544"
"No worries","2005","Not Employed","no degree/no degree yet","235","0.315691196934064","0.281284230693261","0.350098163174867"
"No worries","2005","Not Employed","Other degree","108","0.234864818076045","0.196782560729325","0.272947075422764"
"No worries","2005","Not Employed","secondary school degree","217","0.14233579832396","0.124765266111169","0.15990633053675"
"Some worries","2005","Employed","college entrance qualification","1822","0.461869918309927","0.446297041168673","0.47744279545118"
"Some worries","2005","Employed","lower secondary degree","1305","0.375102387693619","0.358603879091895","0.391600896295343"
"Some worries","2005","Employed","no degree/no degree yet","85","0.413461981763757","0.344165194432116","0.482758769095398"
"Some worries","2005","Employed","Other degree","305","0.439792153274179","0.40124638494127","0.478337921607088"
"Some worries","2005","Employed","secondary school degree","1918","0.419587033370258","0.405150834017597","0.43402323272292"
"Some worries","2005","Not Employed","college entrance qualification","592","0.478158481333535","0.450344210172389","0.50597275249468"
"Some worries","2005","Not Employed","lower secondary degree","1578","0.415627368050717","0.399874807006978","0.431379929094457"
"Some worries","2005","Not Employed","no degree/no degree yet","312","0.42949201015337","0.392848464295904","0.466135556010835"
"Some worries","2005","Not Employed","Other degree","226","0.462492790599116","0.41770194668719","0.507283634511042"
"Some worries","2005","Not Employed","secondary school degree","664","0.421655234641896","0.396821538851505","0.446488930432286"
"Big worries","2006","Employed","college entrance qualification","797","0.186710329988373","0.174907030903107","0.198513629073639"
"Big worries","2006","Employed","lower secondary degree","1473","0.440614303899832","0.423956085405068","0.457272522394596"
"Big worries","2006","Employed","no degree/no degree yet","43","0.353421843303571","0.279118776881983","0.42772490972516"
"Big worries","2006","Employed","Other degree","138","0.212279070107583","0.180672134964397","0.243886005250768"
"Big worries","2006","Employed","secondary school degree","1787","0.394024018841628","0.380045356909259","0.408002680773997"
"Big worries","2006","Not Employed","college entrance qualification","324","0.24876854184392","0.226236113453409","0.271300970234432"
"Big worries","2006","Not Employed","lower secondary degree","1605","0.393186309913225","0.378314456477566","0.408058163348884"
"Big worries","2006","Not Employed","no degree/no degree yet","101","0.207894411028776","0.171927212899044","0.243861609158508"
"Big worries","2006","Not Employed","Other degree","157","0.30044952604367","0.261674130439145","0.339224921648195"
"Big worries","2006","Not Employed","secondary school degree","651","0.390825347617707","0.367938380543487","0.413712314691928"
"No worries","2006","Employed","college entrance qualification","1482","0.362362399371358","0.347802608624147","0.37692219011857"
"No worries","2006","Employed","lower secondary degree","496","0.143626372003227","0.131858652246075","0.155394091760378"
"No worries","2006","Employed","no degree/no degree yet","44","0.201010084136274","0.138718539440406","0.263301628832142"
"No worries","2006","Employed","Other degree","196","0.315119995355475","0.279212275458492","0.351027715252459"
"No worries","2006","Employed","secondary school degree","854","0.181371912775908","0.170348783883742","0.192395041668075"
"No worries","2006","Not Employed","college entrance qualification","418","0.30040427423447","0.276509660529719","0.32429888793922"
"No worries","2006","Not Employed","lower secondary degree","592","0.147061454669449","0.136278283057211","0.157844626281687"
"No worries","2006","Not Employed","no degree/no degree yet","184","0.35215906134313","0.309824283060535","0.394493839625726"
"No worries","2006","Not Employed","Other degree","174","0.301424830857084","0.262613634204727","0.340236027509441"
"No worries","2006","Not Employed","secondary school degree","295","0.173050443760357","0.15530643107722","0.190794456443495"
"Some worries","2006","Employed","college entrance qualification","1908","0.450927270640269","0.435855481896597","0.46599905938394"
"Some worries","2006","Employed","lower secondary degree","1443","0.415759324096942","0.399222181407415","0.432296466786468"
"Some worries","2006","Employed","no degree/no degree yet","72","0.445568072560154","0.368312346852434","0.522823798267875"
"Some worries","2006","Employed","Other degree","309","0.472600934536942","0.434012285848695","0.511189583225189"
"Some worries","2006","Employed","secondary school degree","2053","0.424604068382464","0.410463983472928","0.438744153292"
"Some worries","2006","Not Employed","college entrance qualification","672","0.45082718392161","0.424892381145709","0.476761986697511"
"Some worries","2006","Not Employed","lower secondary degree","1947","0.459752235417326","0.44457835588887","0.474926114945782"
"Some worries","2006","Not Employed","no degree/no degree yet","204","0.439946527628094","0.395951017701835","0.483942037554353"
"Some worries","2006","Not Employed","Other degree","206","0.398125643099246","0.356723393047251","0.439527893151241"
"Some worries","2006","Not Employed","secondary school degree","800","0.436124208621935","0.412863507912874","0.459384909330996"
"Big worries","2007","Employed","college entrance qualification","690","0.167237316161707","0.155725444505892","0.178749187817522"
"Big worries","2007","Employed","lower secondary degree","1224","0.41071872621152","0.393350104906191","0.428087347516849"
"Big worries","2007","Employed","no degree/no degree yet","31","0.230279027754176","0.158183836766696","0.302374218741656"
"Big worries","2007","Employed","Other degree","104","0.164151800808952","0.134313521912603","0.193990079705302"
"Big worries","2007","Employed","secondary school degree","1507","0.360070109970613","0.345849456577403","0.374290763363823"
"Big worries","2007","Not Employed","college entrance qualification","282","0.209130961927245","0.187751235426777","0.230510688427713"
"Big worries","2007","Not Employed","lower secondary degree","1306","0.355759243567951","0.340537707284934","0.370980779850968"
"Big worries","2007","Not Employed","no degree/no degree yet","84","0.173578670221013","0.137570374773991","0.209586965668036"
"Big worries","2007","Not Employed","Other degree","102","0.210325829955838","0.173284046669739","0.247367613241937"
"Big worries","2007","Not Employed","secondary school degree","539","0.335069544568898","0.312363073826192","0.357776015311604"
"No worries","2007","Employed","college entrance qualification","1607","0.400771190270629","0.385654270571266","0.415888109969992"
"No worries","2007","Employed","lower secondary degree","537","0.179420674599147","0.165874137154833","0.192967212043461"
"No worries","2007","Employed","no degree/no degree yet","41","0.24352212120942","0.170023402429201","0.31702083998964"
"No worries","2007","Employed","Other degree","207","0.359464549091017","0.320811224276432","0.398117873905603"
"No worries","2007","Employed","secondary school degree","913","0.198932592200577","0.187106335003245","0.21075884939791"
"No worries","2007","Not Employed","college entrance qualification","492","0.337225172770034","0.312371894272856","0.362078451267211"
"No worries","2007","Not Employed","lower secondary degree","666","0.177367466433781","0.165222502918581","0.189512429948981"
"No worries","2007","Not Employed","no degree/no degree yet","166","0.370465221127377","0.324552058259581","0.416378383995174"
"No worries","2007","Not Employed","Other degree","159","0.354598196952639","0.311116652346479","0.398079741558799"
"No worries","2007","Not Employed","secondary school degree","341","0.213583463144383","0.193868127383364","0.233298798905401"
"Some worries","2007","Employed","college entrance qualification","1740","0.431991493567664","0.416711128376609","0.447271858758719"
"Some worries","2007","Employed","lower secondary degree","1321","0.409860599189333","0.392497503253862","0.427223695124804"
"Some worries","2007","Employed","no degree/no degree yet","59","0.526198851036404","0.44069504524399","0.611702656828817"
"Some worries","2007","Employed","Other degree","281","0.47638365010003","0.436151590964148","0.516615709235913"
"Some worries","2007","Employed","secondary school degree","1957","0.44099729782881","0.426288244060334","0.455706351597286"
"Some worries","2007","Not Employed","college entrance qualification","616","0.453643865302721","0.427471912771445","0.479815817833997"
"Some worries","2007","Not Employed","lower secondary degree","1828","0.466873289998268","0.451010812183106","0.482735767813431"
"Some worries","2007","Not Employed","no degree/no degree yet","175","0.455956108651609","0.408604786014085","0.503307431289133"
"Some worries","2007","Not Employed","Other degree","204","0.435075973091523","0.390015143007418","0.480136803175628"
"Some worries","2007","Not Employed","secondary school degree","780","0.451346992286719","0.427408422187145","0.475285562386293"
"Big worries","2008","Employed","college entrance qualification","503","0.119605847017155","0.10927755027938","0.12993414375493"
"Big worries","2008","Employed","lower secondary degree","992","0.358750596619486","0.341306053963275","0.376195139275698"
"Big worries","2008","Employed","no degree/no degree yet","33","0.258774745569511","0.186227634610663","0.331321856528359"
"Big worries","2008","Employed","Other degree","75","0.136697158687081","0.107311883085269","0.166082434288894"
"Big worries","2008","Employed","secondary school degree","1204","0.296009473215053","0.282172400607559","0.309846545822548"
"Big worries","2008","Not Employed","college entrance qualification","237","0.193611852850216","0.172495204528157","0.214728501172274"
"Big worries","2008","Not Employed","lower secondary degree","1146","0.333163029873536","0.317660199642996","0.348665860104076"
"Big worries","2008","Not Employed","no degree/no degree yet","82","0.210269340518212","0.170631265985738","0.249907415050686"
"Big worries","2008","Not Employed","Other degree","97","0.207196045744512","0.168060344664344","0.24633174682468"
"Big worries","2008","Not Employed","secondary school degree","444","0.291629298106215","0.269103738542224","0.314154857670207"
"No worries","2008","Employed","college entrance qualification","1745","0.469749554582955","0.453864539330086","0.485634569835824"
"No worries","2008","Employed","lower secondary degree","577","0.191925693778958","0.177602429881505","0.206248957676411"
"No worries","2008","Employed","no degree/no degree yet","57","0.417360347247071","0.335675841654071","0.499044852840071"
"No worries","2008","Employed","Other degree","232","0.458986239235681","0.416360450539546","0.501612027931816"
"No worries","2008","Employed","secondary school degree","1026","0.242480299215582","0.229489280666338","0.255471317764826"
"No worries","2008","Not Employed","college entrance qualification","508","0.385621887164353","0.359609173858308","0.411634600470398"
"No worries","2008","Not Employed","lower secondary degree","715","0.192967377692347","0.179987809406936","0.205946945977757"
