"plj0046","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2018","secondary school degree","Female","1961","0.467621700272989","0.452663190384222","0.482580210161756"
"Some worries","2018","secondary school degree","Male","1222","0.408098149010032","0.39039857860722","0.425797719412845"
"Big worries","2019","college entrance qualification","Female","601","0.140909103661567","0.130463574329689","0.151354632993444"
"Big worries","2019","college entrance qualification","Male","663","0.167884294182982","0.156671011264411","0.179097577101553"
"Big worries","2019","lower secondary degree","Female","1074","0.398440410462671","0.379497758429185","0.417383062496156"
"Big worries","2019","lower secondary degree","Male","1156","0.428137686068362","0.409586753681049","0.446688618455675"
"Big worries","2019","no degree/no degree yet","Female","105","0.277286937943051","0.233307040431244","0.321266835454858"
"Big worries","2019","no degree/no degree yet","Male","93","0.282025812617755","0.236050676185276","0.328000949050233"
"Big worries","2019","Other degree","Female","394","0.265694717501286","0.242524230173706","0.288865204828866"
"Big worries","2019","Other degree","Male","296","0.223162536175126","0.199108600000654","0.247216472349598"
"Big worries","2019","secondary school degree","Female","1440","0.344823258447923","0.330497858358832","0.359148658537014"
"Big worries","2019","secondary school degree","Male","1100","0.351275106711327","0.334683497889641","0.367866715533014"
"No worries","2019","college entrance qualification","Female","1712","0.394592661972312","0.379918959431775","0.409266364512849"
"No worries","2019","college entrance qualification","Male","1909","0.43884396947896","0.423956092542677","0.453731846415244"
"No worries","2019","lower secondary degree","Female","372","0.138222294333612","0.124868445949736","0.151576142717488"
"No worries","2019","lower secondary degree","Male","494","0.175268035376036","0.161014058562534","0.189522012189538"
"No worries","2019","no degree/no degree yet","Female","119","0.266254972105138","0.222831154282826","0.30967878992745"
"No worries","2019","no degree/no degree yet","Male","141","0.340957378370607","0.292525537204591","0.389389219536622"
"No worries","2019","Other degree","Female","336","0.256053273630127","0.233158230461419","0.278948316798835"
"No worries","2019","Other degree","Male","336","0.322485673500299","0.295481873447352","0.349489473553246"
"No worries","2019","secondary school degree","Female","849","0.181707859759722","0.170086142782988","0.193329576736455"
"No worries","2019","secondary school degree","Male","754","0.231913832080038","0.217244753697597","0.246582910462479"
"Some worries","2019","college entrance qualification","Female","1949","0.464498234366122","0.449525060911472","0.479471407820771"
"Some worries","2019","college entrance qualification","Male","1696","0.393271736338058","0.378616954192645","0.40792651848347"
"Some worries","2019","lower secondary degree","Female","1120","0.463337295203717","0.444043436125219","0.482631154282216"
"Some worries","2019","lower secondary degree","Male","1083","0.396594278555602","0.378253988097861","0.414934569013343"
"Some worries","2019","no degree/no degree yet","Female","174","0.456458089951811","0.407522646595855","0.505393533307768"
"Some worries","2019","no degree/no degree yet","Male","134","0.377016809011639","0.327501134119554","0.426532483903724"
"Some worries","2019","Other degree","Female","666","0.478252008868587","0.452048214895633","0.504455802841542"
"Some worries","2019","Other degree","Male","519","0.454351790324575","0.425586887027521","0.483116693621629"
"Some worries","2019","secondary school degree","Female","1940","0.473468881792355","0.458420597391056","0.488517166193654"
"Some worries","2019","secondary school degree","Male","1326","0.416811061208635","0.399675087468714","0.433947034948555"
