"plj0046","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No worries","2000","Other degree","Male","311","0.427990003915776","0.392789747659811","0.463190260171742"
"No worries","2000","secondary school degree","Female","735","0.195457683118979","0.183081678663313","0.207833687574644"
"No worries","2000","secondary school degree","Male","613","0.216272965710193","0.201535737508056","0.23101019391233"
"Some worries","2000","college entrance qualification","Female","941","0.426380399725771","0.405436913993185","0.447323885458357"
"Some worries","2000","college entrance qualification","Male","1086","0.413058346582234","0.393984807873207","0.43213188529126"
"Some worries","2000","lower secondary degree","Female","2486","0.482621622683848","0.468912796085571","0.496330449282126"
"Some worries","2000","lower secondary degree","Male","2157","0.445919951608149","0.431806561477596","0.460033341738703"
"Some worries","2000","no degree/no degree yet","Female","207","0.417522158354528","0.373633056801098","0.461411259907957"
"Some worries","2000","no degree/no degree yet","Male","177","0.407523625503933","0.360474344202812","0.454572906805054"
"Some worries","2000","Other degree","Female","353","0.467638376289747","0.432000727349053","0.503276025230441"
"Some worries","2000","Other degree","Male","329","0.4172254537471","0.382145186894634","0.452305720599566"
"Some worries","2000","secondary school degree","Female","1975","0.497425714684401","0.481821429242655","0.513030000126146"
"Some worries","2000","secondary school degree","Male","1262","0.416576827126848","0.398929795335676","0.434223858918021"
"Big worries","2001","college entrance qualification","Female","285","0.137856781897344","0.122892935059053","0.152820628735635"
"Big worries","2001","college entrance qualification","Male","359","0.147685122060388","0.133434402253177","0.161935841867599"
"Big worries","2001","lower secondary degree","Female","1268","0.288119897345592","0.274835941839262","0.301403852851921"
"Big worries","2001","lower secondary degree","Male","1319","0.31157172741339","0.29761326381307","0.325530191013709"
"Big worries","2001","no degree/no degree yet","Female","61","0.127554784602661","0.0971358105282625","0.15797375867706"
"Big worries","2001","no degree/no degree yet","Male","76","0.216861398736729","0.176475612873517","0.25724718459994"
"Big worries","2001","Other degree","Female","92","0.121845948694216","0.0974034965589821","0.146288400829451"
"Big worries","2001","Other degree","Male","97","0.14610682095832","0.119220687833499","0.172992954083142"
"Big worries","2001","secondary school degree","Female","939","0.247852144454847","0.233818059377549","0.261886229532144"
"Big worries","2001","secondary school degree","Male","824","0.291359208497375","0.274410276545964","0.308308140448786"
"No worries","2001","college entrance qualification","Female","866","0.427882927726148","0.406407371984374","0.449358483467922"
"No worries","2001","college entrance qualification","Male","1032","0.429507759076676","0.409624902889939","0.449390615263412"
"No worries","2001","lower secondary degree","Female","899","0.198185694914752","0.186493113261738","0.209878276567766"
"No worries","2001","lower secondary degree","Male","884","0.21051312125953","0.198226250449049","0.222799992070012"
"No worries","2001","no degree/no degree yet","Female","188","0.422121884572593","0.377085433387927","0.467158335757259"
"No worries","2001","no degree/no degree yet","Male","150","0.361146810542587","0.314075041422646","0.408218579662527"
"No worries","2001","Other degree","Female","288","0.442146517066294","0.405035996152579","0.479257037980009"
"No worries","2001","Other degree","Male","268","0.42434471331277","0.386723571402398","0.461965855223141"
"No worries","2001","secondary school degree","Female","864","0.253819634507113","0.239674057428381","0.267965211585845"
"No worries","2001","secondary school degree","Male","665","0.249429833038593","0.233290531532662","0.265569134544525"
"Some worries","2001","college entrance qualification","Female","888","0.434260290376508","0.412746205931139","0.455774374821877"
"Some worries","2001","college entrance qualification","Male","990","0.422807118862936","0.40296445288087","0.442649784845002"
"Some worries","2001","lower secondary degree","Female","2298","0.513694407739656","0.499034055326759","0.528354760152554"
"Some worries","2001","lower secondary degree","Male","2026","0.47791515132708","0.462860344305251","0.492969958348909"
"Some worries","2001","no degree/no degree yet","Female","213","0.450323330824746","0.40495602603847","0.495690635611021"
"Some worries","2001","no degree/no degree yet","Male","174","0.421991790720685","0.373592711444974","0.470390869996396"
"Some worries","2001","Other degree","Female","308","0.436007534239489","0.398953327516822","0.473061740962157"
"Some worries","2001","Other degree","Male","298","0.42954846572891","0.391868821879299","0.467228109578521"
"Some worries","2001","secondary school degree","Female","1833","0.49832822103804","0.482076336414383","0.514580105661698"
"Some worries","2001","secondary school degree","Male","1272","0.459210958464032","0.440622860585266","0.477799056342798"
"Big worries","2002","college entrance qualification","Female","360","0.148446460304759","0.13464678387779","0.162246136731729"
"Big worries","2002","college entrance qualification","Male","491","0.165164729457208","0.151953969755118","0.178375489159298"
"Big worries","2002","lower secondary degree","Female","1415","0.349322178082256","0.335013989514524","0.363630366649987"
"Big worries","2002","lower secondary degree","Male","1424","0.362346824956858","0.347517307978369","0.377176341935347"
"Big worries","2002","no degree/no degree yet","Female","82","0.206802074615791","0.170302672449414","0.243301476782168"
"Big worries","2002","no degree/no degree yet","Male","83","0.213013712212967","0.173995688304784","0.252031736121151"
"Big worries","2002","Other degree","Female","104","0.168192174964111","0.139891211215672","0.19649313871255"
"Big worries","2002","Other degree","Male","109","0.178065506301782","0.148096701212432","0.208034311391132"
"Big worries","2002","secondary school degree","Female","1094","0.309174759774108","0.294488407159958","0.323861112388258"
"Big worries","2002","secondary school degree","Male","984","0.347717652449361","0.330309192657979","0.365126112240743"
"No worries","2002","college entrance qualification","Female","1031","0.392365459694198","0.373413915099196","0.4113170042892"
"No worries","2002","college entrance qualification","Male","1250","0.412921895367122","0.395405261956778","0.430438528777467"
"No worries","2002","lower secondary degree","Female","654","0.140341365583859","0.129917124733802","0.150765606433916"
"No worries","2002","lower secondary degree","Male","698","0.170223093340646","0.158628315726089","0.181817870955204"
"No worries","2002","no degree/no degree yet","Female","185","0.370019401654493","0.326508973567881","0.413529829741105"
"No worries","2002","no degree/no degree yet","Male","153","0.338566477643477","0.293469962187676","0.383662993099277"
"No worries","2002","Other degree","Female","234","0.369012150838552","0.332501660764315","0.405522640912788"
"No worries","2002","Other degree","Male","205","0.355589526686302","0.318090784540772","0.393088268831832"
"No worries","2002","secondary school degree","Female","775","0.200653687823214","0.187926897245596","0.213380478400833"
"No worries","2002","secondary school degree","Male","628","0.214304657864697","0.199305320928017","0.229303994801376"
"Some worries","2002","college entrance qualification","Female","1159","0.459188080001043","0.439846300350404","0.478529859651681"
"Some worries","2002","college entrance qualification","Male","1294","0.421913375175669","0.40434316928888","0.439483581062459"
"Some worries","2002","lower secondary degree","Female","2196","0.510336456333885","0.495333883090249","0.525339029577521"
"Some worries","2002","lower secondary degree","Male","1914","0.467430081702495","0.452037227446054","0.482822935958937"
"Some worries","2002","no degree/no degree yet","Female","206","0.423178523729716","0.378653922237452","0.467703125221979"
"Some worries","2002","no degree/no degree yet","Male","187","0.448419810143556","0.401025671729988","0.495813948557124"
"Some worries","2002","Other degree","Female","333","0.462795674197338","0.425068764985498","0.500522583409177"
"Some worries","2002","Other degree","Male","312","0.466344967011917","0.427265837946638","0.505424096077195"
"Some worries","2002","secondary school degree","Female","1935","0.490171552402678","0.474285575721425","0.506057529083931"
"Some worries","2002","secondary school degree","Male","1263","0.437977689685942","0.41984208925844","0.456113290113444"
"Big worries","2003","college entrance qualification","Female","343","0.148246274709876","0.134344823316831","0.16214772610292"
"Big worries","2003","college entrance qualification","Male","441","0.159193028265654","0.145884355483961","0.172501701047348"
"Big worries","2003","lower secondary degree","Female","1250","0.330091053202573","0.315576201769961","0.344605904635184"
"Big worries","2003","lower secondary degree","Male","1258","0.340870752616121","0.325898129685884","0.355843375546357"
"Big worries","2003","no degree/no degree yet","Female","69","0.192642436275584","0.156950458835757","0.228334413715412"
"Big worries","2003","no degree/no degree yet","Male","90","0.237411971768342","0.196621732845187","0.278202210691497"
"Big worries","2003","Other degree","Female","96","0.163984888863569","0.13520901561441","0.192760762112728"
"Big worries","2003","Other degree","Male","98","0.172301008113873","0.141854711578178","0.202747304649568"
"Big worries","2003","secondary school degree","Female","945","0.274418238568387","0.259965884726761","0.288870592410013"
"Big worries","2003","secondary school degree","Male","882","0.319179729973439","0.30181062652886","0.336548833418018"
"No worries","2003","college entrance qualification","Female","1072","0.402959116859732","0.383770496136172","0.422147737583292"
"No worries","2003","college entrance qualification","Male","1227","0.416144201587099","0.398213416891645","0.434074986282553"
"No worries","2003","lower secondary degree","Female","744","0.170644474843594","0.159032547332628","0.182256402354559"
"No worries","2003","lower secondary degree","Male","758","0.191298556277599","0.178874377795882","0.203722734759316"
"No worries","2003","no degree/no degree yet","Female","206","0.411180922681484","0.366649242207831","0.455712603155138"
"No worries","2003","no degree/no degree yet","Male","163","0.355231961910255","0.309352563168292","0.401111360652218"
"No worries","2003","Other degree","Female","229","0.347392280543713","0.310387680180704","0.384396880906722"
"No worries","2003","Other degree","Male","225","0.410207883151243","0.370552163704549","0.449863602597937"
"No worries","2003","secondary school degree","Female","856","0.231781958064674","0.218115027561762","0.245448888567587"
"No worries","2003","secondary school degree","Male","637","0.223244082392911","0.207728225169202","0.238759939616619"
"Some worries","2003","college entrance qualification","Female","1095","0.448794608430392","0.42933689628559","0.468252320575195"
"Some worries","2003","college entrance qualification","Male","1235","0.424662770147247","0.406682015860605","0.442643524433889"
"Some worries","2003","lower secondary degree","Female","2038","0.499264471953834","0.48383122293323","0.514697720974438"
"Some worries","2003","lower secondary degree","Male","1834","0.467830691106281","0.452069574097422","0.483591808115139"
"Some worries","2003","no degree/no degree yet","Female","194","0.396176641042931","0.351911581036201","0.440441701049661"
"Some worries","2003","no degree/no degree yet","Male","165","0.407356066321402","0.360253565493193","0.454458567149612"
"Some worries","2003","Other degree","Female","311","0.488622830592719","0.449774078016355","0.527471583169082"
"Some worries","2003","Other degree","Male","268","0.417491108734884","0.377732677005076","0.457249540464691"
"Some worries","2003","secondary school degree","Female","1861","0.493799803366939","0.477606869875273","0.509992736858604"
"Some worries","2003","secondary school degree","Male","1248","0.45757618763365","0.439013340312283","0.476139034955018"
"Big worries","2004","college entrance qualification","Female","437","0.204466518816981","0.188666485643187","0.220266551990775"
"Big worries","2004","college entrance qualification","Male","596","0.236912691825026","0.221329861090513","0.25249552255954"
"Big worries","2004","lower secondary degree","Female","1432","0.383727179657064","0.368376285127332","0.399078074186796"
"Big worries","2004","lower secondary degree","Male","1457","0.400386088803897","0.384538175211008","0.416234002396786"
"Big worries","2004","no degree/no degree yet","Female","92","0.248524523027208","0.20986384172274","0.287185204331675"
"Big worries","2004","no degree/no degree yet","Male","103","0.293531029136297","0.24977126422328","0.337290794049313"
"Big worries","2004","Other degree","Female","117","0.192761151243697","0.161250264245485","0.22427203824191"
"Big worries","2004","Other degree","Male","121","0.2222501342918","0.188028751831242","0.256471516752358"
"Big worries","2004","secondary school degree","Female","1192","0.337562748040116","0.322109225055531","0.353016271024702"
"Big worries","2004","secondary school degree","Male","1050","0.406232131000011","0.387634517578476","0.424829744421546"
"No worries","2004","college entrance qualification","Female","905","0.347095867932073","0.328446372060111","0.365745363804035"
"No worries","2004","college entrance qualification","Male","1018","0.363157585852107","0.345532606184493","0.380782565519721"
"No worries","2004","lower secondary degree","Female","605","0.15065764710639","0.139365594815975","0.161949699396804"
"No worries","2004","lower secondary degree","Male","587","0.166126814754475","0.154088474113821","0.178165155395129"
"No worries","2004","no degree/no degree yet","Female","181","0.357453486022056","0.314579927993623","0.400327044050488"
"No worries","2004","no degree/no degree yet","Male","145","0.310727942126907","0.266255915946275","0.355199968307539"
"No worries","2004","Other degree","Female","178","0.299605397151731","0.263012562178947","0.336198232124515"
"No worries","2004","Other degree","Male","175","0.318081175245239","0.279746491475615","0.356415859014863"
"No worries","2004","secondary school degree","Female","674","0.17716043337906","0.164683184941852","0.189637681816269"
"No worries","2004","secondary school degree","Male","530","0.189682966155073","0.174837173708458","0.204528758601688"
"Some worries","2004","college entrance qualification","Female","1161","0.448437613250946","0.42895415687107","0.467921069630822"
"Some worries","2004","college entrance qualification","Male","1246","0.399929722322867","0.381975856577951","0.417883588067782"
"Some worries","2004","lower secondary degree","Female","1818","0.465615173236546","0.449868945757201","0.481361400715892"
"Some worries","2004","lower secondary degree","Male","1628","0.433487096441628","0.417458712197245","0.449515480686012"
"Some worries","2004","no degree/no degree yet","Female","207","0.394021990950737","0.350308435148961","0.437735546752513"
"Some worries","2004","no degree/no degree yet","Male","168","0.395741028736797","0.348749614196966","0.442732443276628"
"Some worries","2004","Other degree","Female","307","0.507633451604572","0.467697022365766","0.547569880843379"
"Some worries","2004","Other degree","Male","271","0.459668690462961","0.418647421569084","0.500689959356838"
"Some worries","2004","secondary school degree","Female","1731","0.485276818580823","0.46894406126893","0.501609575892717"
"Some worries","2004","secondary school degree","Male","1099","0.404084902844916","0.385502997616467","0.422666808073365"
"Big worries","2005","college entrance qualification","Female","521","0.217357483297655","0.201078751353149","0.23363621524216"
"Big worries","2005","college entrance qualification","Male","658","0.232656212772344","0.216748206141819","0.24856421940287"
"Big worries","2005","lower secondary degree","Female","1655","0.474672581822637","0.458392142336642","0.490953021308631"
"Big worries","2005","lower secondary degree","Male","1686","0.492903538643001","0.476230560440331","0.509576516845671"
"Big worries","2005","no degree/no degree yet","Female","95","0.250675237163627","0.211903234666538","0.289447239660717"
"Big worries","2005","no degree/no degree yet","Male","113","0.31211879062062","0.26753872294173","0.35669885829951"
"Big worries","2005","Other degree","Female","144","0.259762641831892","0.224167751477009","0.295357532186775"
"Big worries","2005","Other degree","Male","148","0.287789376420796","0.249245822268297","0.326332930573296"
"Big worries","2005","secondary school degree","Female","1364","0.409630842609973","0.393204618856243","0.426057066363703"
"Big worries","2005","secondary school degree","Male","1179","0.470610144106961","0.451293892399564","0.489926395814358"
"No worries","2005","college entrance qualification","Female","745","0.29855861941294","0.280496776814567","0.316620462011314"
"No worries","2005","college entrance qualification","Male","838","0.316878140945891","0.299361183394533","0.33439509849725"
"No worries","2005","lower secondary degree","Female","425","0.11576077601177","0.105329927946188","0.126191624077351"
"No worries","2005","lower secondary degree","Male","419","0.124146968032922","0.113150059773369","0.135143876292475"
"No worries","2005","no degree/no degree yet","Female","162","0.338160857793678","0.295838937514213","0.380482778073144"
"No worries","2005","no degree/no degree yet","Male","128","0.24759954053592","0.206073216746036","0.289125864325805"
"No worries","2005","Other degree","Female","160","0.278486323703343","0.242100012176897","0.314872635229789"
"No worries","2005","Other degree","Male","130","0.277065493695778","0.238963223354439","0.315167764037116"
"No worries","2005","secondary school degree","Female","495","0.147698398819267","0.135847149751132","0.159549647887401"
"No worries","2005","secondary school degree","Male","388","0.136704186361594","0.12340959077363","0.149998781949558"
"Some worries","2005","college entrance qualification","Female","1200","0.484083897289405","0.464359605677302","0.503808188901508"
"Some worries","2005","college entrance qualification","Male","1214","0.450465646281764","0.431733320281567","0.469197972281962"
"Some worries","2005","lower secondary degree","Female","1534","0.409566642165594","0.393534123704844","0.425599160626344"
"Some worries","2005","lower secondary degree","Male","1349","0.382949493324077","0.366738186309585","0.399160800338568"
"Some worries","2005","no degree/no degree yet","Female","223","0.411163905042695","0.367145715582953","0.455182094502436"
"Some worries","2005","no degree/no degree yet","Male","174","0.44028166884346","0.392520592011552","0.488042745675367"
"Some worries","2005","Other degree","Female","279","0.461751034464765","0.421283256909279","0.50221881202025"
"Some worries","2005","Other degree","Male","252","0.435145129883426","0.392937043894586","0.477353215872266"
"Some worries","2005","secondary school degree","Female","1584","0.44267075857076","0.426079630644382","0.459261886497139"
"Some worries","2005","secondary school degree","Male","998","0.392685669531445","0.373786892677666","0.411584446385225"
"Big worries","2006","college entrance qualification","Female","500","0.193237793004527","0.178292016244291","0.208183569764763"
"Big worries","2006","college entrance qualification","Male","621","0.212049587076619","0.197223558783481","0.226875615369756"
"Big worries","2006","lower secondary degree","Female","1476","0.389543045127953","0.37417530143133","0.404910788824576"
"Big worries","2006","lower secondary degree","Male","1602","0.441701584967299","0.425674656036435","0.457728513898164"
"Big worries","2006","no degree/no degree yet","Female","70","0.24699858801612","0.201291856234021","0.292705319798218"
"Big worries","2006","no degree/no degree yet","Male","74","0.252883354300653","0.204181925155907","0.301584783445399"
"Big worries","2006","Other degree","Female","151","0.237394505958392","0.204063668847459","0.270725343069326"
"Big worries","2006","Other degree","Male","144","0.269754893534117","0.232796575168026","0.306713211900208"
"Big worries","2006","secondary school degree","Female","1336","0.37611902647127","0.360527388199402","0.391710664743137"
"Big worries","2006","secondary school degree","Male","1102","0.414006842133888","0.395537229993725","0.432476454274051"
"No worries","2006","college entrance qualification","Female","908","0.339722531075043","0.321794809513197","0.357650252636888"
"No worries","2006","college entrance qualification","Male","992","0.351103465942947","0.333790879660098","0.368416052225795"
"No worries","2006","lower secondary degree","Female","559","0.142777742291677","0.131752660173043","0.153802824410311"
"No worries","2006","lower secondary degree","Male","529","0.148398981109257","0.13692573840858","0.159872223809933"
"No worries","2006","no degree/no degree yet","Female","127","0.34032634846696","0.290109738147421","0.3905429587865"
"No worries","2006","no degree/no degree yet","Male","101","0.275761506564342","0.225689499330036","0.325833513798649"
"No worries","2006","Other degree","Female","205","0.321645673573744","0.285054353193668","0.35823699395382"
"No worries","2006","Other degree","Male","165","0.294989320449515","0.257014633423337","0.332964007475693"
"No worries","2006","secondary school degree","Female","644","0.177447202276745","0.165150328974189","0.189744075579301"
"No worries","2006","secondary school degree","Male","505","0.180875234735237","0.166441712498466","0.195308756972008"
"Some worries","2006","college entrance qualification","Female","1273","0.467039675920431","0.448154370539603","0.485924981301258"
"Some worries","2006","college entrance qualification","Male","1307","0.436846946980435","0.418856807140911","0.454837086819959"
"Some worries","2006","lower secondary degree","Female","1833","0.46767921258037","0.451955119547739","0.483403305613001"
"Some worries","2006","lower secondary degree","Male","1557","0.409899433923444","0.394026605940824","0.425772261906064"
"Some worries","2006","no degree/no degree yet","Female","145","0.41267506351692","0.36049815163346","0.46485197540038"
"Some worries","2006","no degree/no degree yet","Male","131","0.471355139135004","0.41542530796666","0.527284970303349"
"Some worries","2006","Other degree","Female","270","0.440959820467863","0.402065879980548","0.479853760955179"
"Some worries","2006","Other degree","Male","245","0.435255786016368","0.393970872398448","0.476540699634289"
"Some worries","2006","secondary school degree","Female","1728","0.446433771251985","0.430432976955286","0.462434565548684"
"Some worries","2006","secondary school degree","Male","1125","0.405117923130875","0.386709613337844","0.423526232923906"
"Big worries","2007","college entrance qualification","Female","416","0.154947764385245","0.1410494530564","0.16884607571409"
"Big worries","2007","college entrance qualification","Male","556","0.198821030519651","0.184098292555225","0.213543768484076"
"Big worries","2007","lower secondary degree","Female","1223","0.364553045571562","0.348598575057146","0.380507516085979"
"Big worries","2007","lower secondary degree","Male","1307","0.397901883047653","0.381415467363684","0.414388298731622"
"Big worries","2007","no degree/no degree yet","Female","55","0.152286193828504","0.112418080116887","0.192154307540121"
"Big worries","2007","no degree/no degree yet","Male","60","0.232706400255582","0.179686594817569","0.285726205693595"
"Big worries","2007","Other degree","Female","102","0.163049597597662","0.13248093859837","0.193618256596953"
"Big worries","2007","Other degree","Male","104","0.206724199204416","0.171086060401594","0.242362338007237"
"Big worries","2007","secondary school degree","Female","1123","0.338034799466007","0.322306963465422","0.353762635466593"
"Big worries","2007","secondary school degree","Male","923","0.371166236923946","0.352458955224026","0.389873518623866"
"No worries","2007","college entrance qualification","Female","983","0.365402620668346","0.346907270117686","0.383897971219006"
"No worries","2007","college entrance qualification","Male","1116","0.399974491118199","0.381903013833496","0.418045968402903"
"No worries","2007","lower secondary degree","Female","602","0.173554548395682","0.161000393698851","0.186108703092514"
"No worries","2007","lower secondary degree","Male","601","0.183332167564425","0.170299099134296","0.196365235994555"
"No worries","2007","no degree/no degree yet","Female","126","0.392928647987699","0.338735109276379","0.44712218669902"
"No worries","2007","no degree/no degree yet","Male","81","0.266927338127893","0.211423474227607","0.32243120202818"
"No worries","2007","Other degree","Female","200","0.375519332186906","0.33544721308074","0.415591451293072"
"No worries","2007","Other degree","Male","166","0.338497641939944","0.296853801392073","0.380141482487816"
"No worries","2007","secondary school degree","Female","695","0.205144157877938","0.191718225710234","0.218570090045641"
"No worries","2007","secondary school degree","Male","559","0.200763839120837","0.185252873445611","0.216274804796062"
"Some worries","2007","college entrance qualification","Female","1205","0.479649614946409","0.460461266723011","0.498837963169807"
"Some worries","2007","college entrance qualification","Male","1151","0.40120447836215","0.383123796285238","0.419285160439062"
"Some worries","2007","lower secondary degree","Female","1671","0.461892406032755","0.445366421171539","0.478418390893972"
"Some worries","2007","lower secondary degree","Male","1478","0.418765949387922","0.402148444349993","0.43538345442585"
"Some worries","2007","no degree/no degree yet","Female","131","0.454785158183797","0.399531915553221","0.510038400814372"
"Some worries","2007","no degree/no degree yet","Male","103","0.500366261616525","0.437629360108199","0.563103163124851"
"Some worries","2007","Other degree","Female","259","0.461431070215432","0.420179477134694","0.502682663296171"
"Some worries","2007","Other degree","Male","226","0.45477815885564","0.410956009486043","0.498600308225237"
"Some worries","2007","secondary school degree","Female","1657","0.456821042656055","0.440258950171362","0.473383135140748"
"Some worries","2007","secondary school degree","Male","1080","0.428069923955217","0.408910283553132","0.447229564357303"
"Big worries","2008","college entrance qualification","Female","325","0.126553678228969","0.113452699556306","0.139654656901633"
"Big worries","2008","college entrance qualification","Male","415","0.150148932390436","0.136581581906001","0.163716282874872"
"Big worries","2008","lower secondary degree","Female","1050","0.33751720653565","0.321356832265412","0.353677580805888"
"Big worries","2008","lower secondary degree","Male","1088","0.35320573847883","0.336556683392404","0.369854793565257"
"Big worries","2008","no degree/no degree yet","Female","53","0.188948366101552","0.144047730639488","0.233849001563615"
"Big worries","2008","no degree/no degree yet","Male","62","0.263671699431853","0.209484246414341","0.317859152449365"
"Big worries","2008","Other degree","Female","92","0.164298774474705","0.131884305295984","0.196713243653425"
"Big worries","2008","Other degree","Male","80","0.171223806494649","0.135823732472857","0.206623880516441"
"Big worries","2008","secondary school degree","Female","872","0.266195410110944","0.251111523510662","0.281279296711226"
"Big worries","2008","secondary school degree","Male","776","0.330293857886177","0.311659111084257","0.348928604688097"
"No worries","2008","college entrance qualification","Female","1063","0.437556420785822","0.418008311623453","0.457104529948191"
"No worries","2008","college entrance qualification","Male","1190","0.455848594817303","0.436932447156019","0.474764742478587"
"No worries","2008","lower secondary degree","Female","652","0.183221623955832","0.170000857483499","0.196442390428165"
"No worries","2008","lower secondary degree","Male","640","0.202385144679867","0.18838996210221","0.216380327257524"
"No worries","2008","no degree/no degree yet","Female","132","0.422052041221577","0.365404112499533","0.478699969943621"
"No worries","2008","no degree/no degree yet","Male","93","0.375433719223941","0.315882982663944","0.434984455783939"
"No worries","2008","Other degree","Female","197","0.406365659935694","0.363400716871742","0.449330602999645"
"No worries","2008","Other degree","Male","183","0.421936192355771","0.375525853232813","0.468346531478729"
"No worries","2008","secondary school degree","Female","774","0.230578702625867","0.216203483859387","0.244953921392346"
"No worries","2008","secondary school degree","Male","622","0.241754239669604","0.224790439370598","0.258718039968609"
"Some worries","2008","college entrance qualification","Female","1086","0.435889900985209","0.416350169817158","0.45542963215326"
"Some worries","2008","college entrance qualification","Male","1058","0.394002472792261","0.375443778942544","0.412561166641977"
"Some worries","2008","lower secondary degree","Female","1587","0.479261169508518","0.462188074481532","0.496334264535505"
"Some worries","2008","lower secondary degree","Male","1438","0.444409116841303","0.427100527625804","0.461717706056802"
"Some worries","2008","no degree/no degree yet","Female","107","0.388999592676871","0.333081546490486","0.444917638863256"
"Some worries","2008","no degree/no degree yet","Male","99","0.360894581344205","0.301832647438","0.419956515250411"
"Some worries","2008","Other degree","Female","213","0.429335565589602","0.386035847478861","0.472635283700342"
"Some worries","2008","Other degree","Male","172","0.40684000114958","0.360676236972585","0.453003765326575"
"Some worries","2008","secondary school degree","Female","1652","0.503225887263189","0.486161773780355","0.520290000746024"
