"plj0046","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Saxony-Anhalt","Couple + C. GT 16 ","52","0.42994142344856","0.348226209579374","0.511656637317746","1"
"Big worries","1999","Saxony-Anhalt","Couple + C. LE and GT 16","30","0.37848057312715","0.268714883663477","0.488246262590824","1"
"Big worries","1999","Thuringia","1-pers.-HH","22","","","","1"
"Big worries","1999","Thuringia","(Married) couple without C. ","79","0.373877868968247","0.306655167797632","0.441100570138861","1"
"Big worries","1999","Thuringia","Single parent ","15","","","","1"
"Big worries","1999","Thuringia","Couple + C. LE 16 ","44","0.352736836137797","0.273868189564581","0.431605482711012","1"
"Big worries","1999","Thuringia","Couple + C. GT 16 ","61","0.353172626712699","0.280464700124482","0.425880553300916","1"
"Big worries","1999","Thuringia","Couple + C. LE and GT 16","30","0.41888676995071","0.308686811216254","0.529086728685167","1"
"No worries","1999","Brandenburg","Single parent ","6","","","","3"
"No worries","1999","Brandenburg","Couple + C. LE 16 ","22","","","","3"
"No worries","1999","Bavaria","Single parent ","13","","","","3"
"No worries","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","9","","","","3"
"No worries","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","30","0.114878327337931","0.0741953593755856","0.155561295300276","3"
"No worries","1999","Bavaria","1-pers.-HH","44","0.198147817272011","0.144364365974207","0.251931268569814","3"
"No worries","1999","Brandenburg","(Married) couple without C. ","10","","","","3"
"No worries","1999","Bavaria","(Married) couple without C. ","104","0.17572917160931","0.144008496537723","0.207449846680898","3"
"No worries","1999","Hesse","Couple + C. LE and GT 16","15","","","","3"
"No worries","1999","Baden-Württemberg","Couple + C. LE and GT 16","41","0.299127032278167","0.2260960564926","0.372158008063734","3"
"No worries","1999","Brandenburg","1-pers.-HH","14","","","","3"
"No worries","1999","Berlin","Couple + C. LE and GT 16","8","","","","3"
"No worries","1999","Hesse","Couple + C. GT 16 ","43","0.165066201066919","0.106995995423964","0.223136406709875","3"
"No worries","1999","Baden-Württemberg","Couple + C. GT 16 ","73","0.192324203288661","0.151554610647302","0.23309379593002","3"
"No worries","1999","Hamburg","Couple + C. LE 16 ","6","","","","3"
"No worries","1999","Hamburg","(Married) couple without C. ","9","","","","3"
"No worries","1999","Hamburg","Single parent ","3","","","","3"
"No worries","1999","Hamburg","Couple + C. GT 16 ","3","","","","3"
"No worries","1999","Hamburg","Couple + C. LE and GT 16","9","","","","3"
"No worries","1999","Lower Saxony","1-pers.-HH","34","0.211907986608617","0.142715678563509","0.281100294653726","3"
"No worries","1999","Berlin","Couple + C. GT 16 ","21","","","","3"
"No worries","1999","Bremen","(Married) couple without C. ","4","","","","3"
"No worries","1999","Bremen","Couple + C. LE 16 ","3","","","","3"
"No worries","1999","Bremen","Couple + C. GT 16 ","7","","","","3"
"No worries","1999","Bremen","Couple + C. LE and GT 16","","","","","3"
"No worries","1999","Bremen","Single parent ","","","","","3"
"No worries","1999","North Rhine-Westphalia","(Married) couple without C. ","137","0.151400532563354","0.126761826467228","0.176039238659481","3"
"No worries","1999","North Rhine-Westphalia","Single parent ","20","","","","3"
"No worries","1999","Hesse","(Married) couple without C. ","64","0.20245465405121","0.158700714660968","0.246208593441452","3"
"No worries","1999","North Rhine-Westphalia","1-pers.-HH","83","0.256120453410248","0.209994823557148","0.302246083263347","3"
"No worries","1999","Baden-Württemberg","Couple + C. LE 16 ","82","0.208545699445007","0.169552075019854","0.247539323870159","3"
"No worries","1999","Hesse","Single parent ","8","","","","3"
"No worries","1999","Hesse","Couple + C. LE 16 ","47","0.23672846532088","0.178821915091725","0.294635015550034","3"
"No worries","1999","Rhineland-Palatinate,Saarland","Single parent ","13","","","","3"
"No worries","1999","Berlin","Couple + C. LE 16 ","16","","","","3"
"No worries","1999","Baden-Württemberg","Single parent ","18","","","","3"
"No worries","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","37","0.18550136150254","0.128716761545287","0.242285961459792","3"
"No worries","1999","Berlin","(Married) couple without C. ","27","","","","3"
"No worries","1999","Baden-Württemberg","1-pers.-HH","48","0.193612476664252","0.140548858484593","0.246676094843911","3"
"No worries","1999","Baden-Württemberg","(Married) couple without C. ","71","0.137514330367028","0.104499438949283","0.170529221784774","3"
"No worries","1999","Bavaria","Couple + C. LE 16 ","94","0.218268227798755","0.178857359038195","0.257679096559315","3"
"No worries","1999","Bavaria","Couple + C. GT 16 ","69","0.20572696660727","0.160136384245877","0.251317548968663","3"
"No worries","1999","Berlin","Single parent ","8","","","","3"
"No worries","1999","Schleswig-Holstein","Couple + C. GT 16 ","18","","","","3"
"No worries","1999","Schleswig-Holstein","Couple + C. LE and GT 16","6","","","","3"
"No worries","1999","Hamburg","1-pers.-HH","10","","","","3"
"No worries","1999","Lower Saxony","(Married) couple without C. ","56","0.120313629383137","0.0871198843671728","0.1535073743991","3"
"No worries","1999","Bavaria","Couple + C. LE and GT 16","18","","","","3"
"No worries","1999","Berlin","1-pers.-HH","25","","","","3"
"No worries","1999","Lower Saxony","Couple + C. GT 16 ","34","0.22305245632055","0.164168520488471","0.281936392152629","3"
"No worries","1999","Lower Saxony","Couple + C. LE and GT 16","24","","","","3"
"No worries","1999","Bremen","1-pers.-HH","4","","","","3"
"No worries","1999","North Rhine-Westphalia","Couple + C. LE 16 ","143","0.208805586460657","0.177678383032358","0.239932789888957","3"
"No worries","1999","North Rhine-Westphalia","Couple + C. GT 16 ","89","0.177450405946604","0.143056740303509","0.2118440715897","3"
"No worries","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","57","0.257789067791869","0.201503115266747","0.314075020316992","3"
"No worries","1999","Hesse","1-pers.-HH","14","","","","3"
"No worries","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","32","0.217670533992627","0.147800596103842","0.287540471881412","3"
"No worries","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","18","","","","3"
"No worries","1999","Schleswig-Holstein","1-pers.-HH","13","","","","3"
"No worries","1999","Schleswig-Holstein","(Married) couple without C. ","26","","","","3"
"No worries","1999","Schleswig-Holstein","Single parent ","10","","","","3"
"No worries","1999","Schleswig-Holstein","Couple + C. LE 16 ","20","","","","3"
"No worries","1999","Lower Saxony","Single parent ","13","","","","3"
"No worries","1999","Lower Saxony","Couple + C. LE 16 ","49","0.1655228183591","0.120347878187048","0.210697758531151","3"
"No worries","1999","Brandenburg","Couple + C. GT 16 ","19","","","","3"
"No worries","1999","Brandenburg","Couple + C. LE and GT 16","7","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","1-pers.-HH","6","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","17","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","Single parent ","2","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","8","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","11","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","10","","","","3"
"No worries","1999","Saxony","1-pers.-HH","15","","","","3"
"No worries","1999","Saxony","(Married) couple without C. ","47","0.132738789719801","0.0984895209354685","0.166988058504134","3"
"No worries","1999","Saxony","Single parent ","7","","","","3"
"No worries","1999","Saxony","Couple + C. LE 16 ","43","0.165468184345436","0.118058093286352","0.21287827540452","3"
"No worries","1999","Saxony","Couple + C. GT 16 ","44","0.182555128987036","0.133682159598454","0.231428098375617","3"
"No worries","1999","Saxony","Couple + C. LE and GT 16","11","","","","3"
"No worries","1999","Saxony-Anhalt","1-pers.-HH","13","","","","3"
"No worries","1999","Saxony-Anhalt","(Married) couple without C. ","29","","","","3"
"No worries","1999","Saxony-Anhalt","Single parent ","6","","","","3"
"No worries","1999","Saxony-Anhalt","Couple + C. LE 16 ","17","","","","3"
"No worries","1999","Saxony-Anhalt","Couple + C. GT 16 ","25","","","","3"
"No worries","1999","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","3"
"No worries","1999","Thuringia","1-pers.-HH","18","","","","3"
"No worries","1999","Thuringia","(Married) couple without C. ","21","","","","3"
"No worries","1999","Thuringia","Single parent ","9","","","","3"
"No worries","1999","Thuringia","Couple + C. LE 16 ","23","","","","3"
"No worries","1999","Thuringia","Couple + C. GT 16 ","40","0.272515124040369","0.204781964217659","0.340248283863079","3"
"No worries","1999","Thuringia","Couple + C. LE and GT 16","9","","","","3"
"Some worries","1999","Thuringia","Couple + C. LE and GT 16","38","0.45723237949091","0.345962355142073","0.568502403839748","2"
"Some worries","1999","Brandenburg","(Married) couple without C. ","97","0.502969445232687","0.431875332932713","0.574063557532662","2"
"Some worries","1999","Saxony","Couple + C. LE 16 ","96","0.427651322981849","0.364531271978382","0.490771373985316","2"
"Some worries","1999","Saxony","Single parent ","21","","","","2"
"Some worries","1999","Thuringia","Couple + C. GT 16 ","65","0.374312249246932","0.30069325277328","0.447931245720584","2"
"Some worries","1999","Thuringia","Couple + C. LE 16 ","74","0.478770750146326","0.396315800809859","0.561225699482793","2"
"Some worries","1999","Saxony","(Married) couple without C. ","160","0.429964634534405","0.379990568781467","0.479938700287344","2"
"Some worries","1999","Brandenburg","1-pers.-HH","33","0.517434807558139","0.397783759744394","0.637085855371884","2"
"Some worries","1999","Berlin","Couple + C. LE and GT 16","15","","","","2"
"Some worries","1999","Saxony","1-pers.-HH","59","0.461185180620344","0.371621476192619","0.55074888504807","2"
"Some worries","1999","Thuringia","(Married) couple without C. ","99","0.522350795724093","0.452951156555806","0.59175043489238","2"
"Some worries","1999","Schleswig-Holstein","Couple + C. GT 16 ","14","","","","2"
"Some worries","1999","Thuringia","Single parent ","15","","","","2"
"Some worries","1999","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","","","2"
"Some worries","1999","Hamburg","(Married) couple without C. ","13","","","","2"
"Some worries","1999","Hamburg","Single parent ","2","","","","2"
"Some worries","1999","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","2"
"Some worries","1999","Hamburg","1-pers.-HH","16","","","","2"
"Some worries","1999","Thuringia","1-pers.-HH","30","0.455074510810917","0.338418025445095","0.57173099617674","2"
"Some worries","1999","Lower Saxony","Couple + C. LE and GT 16","51","0.493265523760196","0.397179100179565","0.589351947340828","2"
"Some worries","1999","Bremen","(Married) couple without C. ","9","","","","2"
"Some worries","1999","Bremen","Single parent ","6","","","","2"
"Some worries","1999","Bremen","Couple + C. LE 16 ","7","","","","2"
"Some worries","1999","Bremen","1-pers.-HH","6","","","","2"
"Some worries","1999","Berlin","Couple + C. GT 16 ","18","","","","2"
"Some worries","1999","North Rhine-Westphalia","Couple + C. LE and GT 16","117","0.511304849254261","0.446982326511955","0.575627371996568","2"
"Some worries","1999","Bremen","Couple + C. GT 16 ","5","","","","2"
"Some worries","1999","Hesse","(Married) couple without C. ","139","0.418576817532801","0.364860115169303","0.472293519896298","2"
"Some worries","1999","Hesse","Single parent ","14","","","","2"
"Some worries","1999","Hesse","Couple + C. LE 16 ","104","0.455544164741586","0.387700470118346","0.523387859364825","2"
"Some worries","1999","Hesse","1-pers.-HH","50","0.596881316191481","0.494972080671582","0.698790551711379","2"
"Some worries","1999","Hesse","Couple + C. LE and GT 16","27","","","","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","43","0.555166045095881","0.445582597773681","0.66474949241808","2"
"Some worries","1999","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","48","0.65987492451601","0.554739050865057","0.765010798166964","2"
"Some worries","1999","Hesse","Couple + C. GT 16 ","74","0.458117094255406","0.380180892050593","0.53605329646022","2"
"Some worries","1999","Baden-Württemberg","Couple + C. LE and GT 16","69","0.432934753058982","0.353905594471949","0.511963911646016","2"
"Some worries","1999","Saxony-Anhalt","Couple + C. LE and GT 16","38","0.507074451070664","0.393927204918396","0.620221697222932","2"
"Some worries","1999","Baden-Württemberg","Couple + C. LE 16 ","212","0.463784777773149","0.415920900309639","0.511648655236658","2"
"Some worries","1999","Baden-Württemberg","1-pers.-HH","109","0.517889180456553","0.450784911830393","0.584993449082712","2"
"Some worries","1999","Baden-Württemberg","(Married) couple without C. ","200","0.453632011950035","0.405906079717743","0.501357944182327","2"
"Some worries","1999","Baden-Württemberg","Single parent ","47","0.424355256518706","0.324441283463097","0.524269229574314","2"
"Some worries","1999","Hamburg","Couple + C. LE 16 ","5","","","","2"
"Some worries","1999","Bavaria","1-pers.-HH","97","0.394232543782988","0.328294498493841","0.460170589072135","2"
"Some worries","1999","Saxony-Anhalt","Couple + C. GT 16 ","64","0.428804425923493","0.347115989925849","0.510492861921137","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","","","2"
"Some worries","1999","Baden-Württemberg","Couple + C. GT 16 ","164","0.404071040477539","0.353310413808606","0.454831667146472","2"
"Some worries","1999","Berlin","Couple + C. LE 16 ","46","0.484099104405402","0.388052569381929","0.580145639428876","2"
"Some worries","1999","Lower Saxony","Couple + C. GT 16 ","100","0.548952984476216","0.478568658064264","0.619337310888167","2"
"Some worries","1999","Brandenburg","Single parent ","15","","","","2"
"Some worries","1999","Bremen","Couple + C. LE and GT 16","","","","","2"
"Some worries","1999","North Rhine-Westphalia","Couple + C. GT 16 ","223","0.466452102167452","0.421541471469242","0.511362732865661","2"
"Some worries","1999","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","47","0.587078136714375","0.477812731050274","0.696343542378476","2"
"Some worries","1999","Saxony","Couple + C. GT 16 ","94","0.370836999950604","0.309726535144498","0.431947464756709","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","146","0.624879332980865","0.563109608226415","0.686649057735316","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","Single parent ","17","","","","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","98","0.556845097342783","0.484275148357211","0.629415046328354","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","66","0.489772844885366","0.40513300612443","0.574412683646301","2"
"Some worries","1999","Saxony-Anhalt","Couple + C. LE 16 ","42","0.393180684057424","0.299304115492084","0.487057252622763","2"
"Some worries","1999","Bavaria","(Married) couple without C. ","248","0.433105820614149","0.391807391313971","0.474404249914328","2"
"Some worries","1999","Bavaria","Single parent ","53","0.602812049654653","0.50493035737773","0.700693741931576","2"
"Some worries","1999","Bavaria","Couple + C. LE 16 ","178","0.468109010354706","0.420501367139079","0.515716653570332","2"
"Some worries","1999","Bavaria","Couple + C. GT 16 ","139","0.465435171454587","0.409178451203469","0.521691891705706","2"
"Some worries","1999","Bavaria","Couple + C. LE and GT 16","68","0.510635422311594","0.429270760436994","0.592000084186193","2"
"Some worries","1999","Berlin","1-pers.-HH","50","0.429155210133083","0.336660272490259","0.521650147775908","2"
"Some worries","1999","Berlin","(Married) couple without C. ","45","0.309560508212861","0.234825340881075","0.384295675544647","2"
"Some worries","1999","Berlin","Single parent ","16","","","","2"
"Some worries","1999","Brandenburg","Couple + C. LE 16 ","54","0.509066094078407","0.416065611658382","0.602066576498432","2"
"Some worries","1999","Brandenburg","Couple + C. GT 16 ","48","0.420174372274732","0.328351666739792","0.511997077809671","2"
"Some worries","1999","Brandenburg","Couple + C. LE and GT 16","38","0.586133560087443","0.463536333369643","0.708730786805242","2"
"Some worries","1999","Mecklenburg-Western Pomerania","1-pers.-HH","29","","","","2"
"Some worries","1999","Mecklenburg-Western Pomerania","(Married) couple without C. ","62","0.562997109952666","0.471135444062462","0.65485877584287","2"
"Some worries","1999","Mecklenburg-Western Pomerania","Single parent ","18","","","","2"
"Some worries","1999","Saxony","Couple + C. LE and GT 16","44","0.455502947001817","0.353180537789377","0.557825356214257","2"
"Some worries","1999","Saxony-Anhalt","1-pers.-HH","42","0.468267093961232","0.359599720455032","0.576934467467432","2"
"Some worries","1999","Saxony-Anhalt","(Married) couple without C. ","105","0.387407124298071","0.324855311139822","0.449958937456321","2"
"Some worries","1999","Saxony-Anhalt","Single parent ","20","","","","2"
"Some worries","1999","Schleswig-Holstein","1-pers.-HH","23","","","","2"
"Some worries","1999","Schleswig-Holstein","(Married) couple without C. ","52","0.492095000909562","0.396922632148511","0.587267369670614","2"
"Some worries","1999","Schleswig-Holstein","Single parent ","6","","","","2"
"Some worries","1999","Schleswig-Holstein","Couple + C. LE 16 ","51","0.639471984689421","0.537397099892909","0.741546869485933","2"
"Some worries","1999","Hamburg","Couple + C. GT 16 ","8","","","","2"
"Some worries","1999","Hamburg","Couple + C. LE and GT 16","4","","","","2"
"Some worries","1999","Lower Saxony","1-pers.-HH","49","0.351737904623991","0.270887798890387","0.432588010357596","2"
"Some worries","1999","Lower Saxony","(Married) couple without C. ","166","0.431468070421557","0.38093372211966","0.482002418723454","2"
"Some worries","1999","Lower Saxony","Single parent ","31","0.439573265566946","0.312925613414332","0.56622091771956","2"
"Some worries","1999","Lower Saxony","Couple + C. LE 16 ","119","0.446072949334315","0.385651568253323","0.506494330415307","2"
"Some worries","1999","North Rhine-Westphalia","1-pers.-HH","144","0.402281142229149","0.350462958568855","0.454099325889442","2"
"Some worries","1999","North Rhine-Westphalia","(Married) couple without C. ","338","0.415153818463952","0.381282806988321","0.449024829939583","2"
"Some worries","1999","North Rhine-Westphalia","Single parent ","51","0.471890394961506","0.381434315195882","0.56234647472713","2"
"Some worries","1999","North Rhine-Westphalia","Couple + C. LE 16 ","308","0.490615620890204","0.452331300837033","0.528899940943374","2"
"Big worries","2000","Schleswig-Holstein","1-pers.-HH","19","","","","1"
"Big worries","2000","Schleswig-Holstein","(Married) couple without C. ","56","0.221007174779548","0.171606445431279","0.270407904127817","1"
"Big worries","2000","Schleswig-Holstein","Single parent ","8","","","","1"
"Big worries","2000","Schleswig-Holstein","Couple + C. LE 16 ","25","","","","1"
"Big worries","2000","Schleswig-Holstein","Couple + C. GT 16 ","17","","","","1"
"Big worries","2000","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","1"
"Big worries","2000","Hamburg","1-pers.-HH","26","","","","1"
"Big worries","2000","Hamburg","(Married) couple without C. ","37","0.425935039604954","0.325972710096879","0.525897369113028","1"
"Big worries","2000","Hamburg","Single parent ","5","","","","1"
"Big worries","2000","Hamburg","Couple + C. LE 16 ","13","","","","1"
"Big worries","2000","Hamburg","Couple + C. GT 16 ","13","","","","1"
"Big worries","2000","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Big worries","2000","Lower Saxony","1-pers.-HH","67","0.255335897447309","0.202128209785689","0.30854358510893","1"
"Big worries","2000","Lower Saxony","(Married) couple without C. ","200","0.32296846240172","0.286909241445359","0.359027683358082","1"
"Big worries","2000","Lower Saxony","Single parent ","23","","","","1"
"Big worries","2000","Lower Saxony","Couple + C. LE 16 ","148","0.330032681958106","0.28826995069394","0.371795413222271","1"
"Big worries","2000","Lower Saxony","Couple + C. GT 16 ","74","0.255736562000805","0.203406383765648","0.308066740235962","1"
"Big worries","2000","Lower Saxony","Couple + C. LE and GT 16","28","","","","1"
"Big worries","2000","Bremen","1-pers.-HH","20","","","","1"
"Big worries","2000","Bremen","(Married) couple without C. ","18","","","","1"
"Big worries","2000","Bremen","Single parent ","4","","","","1"
"Big worries","2000","Bremen","Couple + C. LE 16 ","4","","","","1"
"Big worries","2000","Bremen","Couple + C. GT 16 ","2","","","","1"
"Big worries","2000","Bremen","Couple + C. LE and GT 16","","","","","1"
"Big worries","2000","North Rhine-Westphalia","1-pers.-HH","204","0.274422253967216","0.24166896123602","0.307175546698411","1"
"Big worries","2000","North Rhine-Westphalia","(Married) couple without C. ","541","0.341678316008331","0.318904365024307","0.364452266992354","1"
"Big worries","2000","North Rhine-Westphalia","Single parent ","63","0.31071474793398","0.248710473296585","0.372719022571374","1"
"Big worries","2000","North Rhine-Westphalia","Couple + C. LE 16 ","330","0.2828564467253","0.256915853630794","0.308797039819807","1"
