"plj0046","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2000","1-pers.-HH","direct migration background","54","0.211014038979127","0.164133574115157","0.257894503843096","1"
"Big worries","2000","1-pers.-HH","indirect migration background","15","","","","1"
"Big worries","2000","1-pers.-HH","no migration background","845","0.287779712286207","0.271445404168166","0.304114020404247","1"
"Big worries","2000","Couple + C. GT 16 ","direct migration background","107","0.204591333536973","0.170877703078827","0.238304963995119","1"
"Big worries","2000","Couple + C. GT 16 ","indirect migration background","34","0.191987160091655","0.141737015838438","0.242237304344873","1"
"Big worries","2000","Couple + C. GT 16 ","no migration background","1001","0.328774039112548","0.312321976807481","0.345226101417614","1"
"Big worries","2000","Couple + C. LE 16 ","direct migration background","150","0.139398580140494","0.117149940862197","0.161647219418791","1"
"Big worries","2000","Couple + C. LE 16 ","indirect migration background","30","0.206447948639581","0.14056741851561","0.272328478763552","1"
"Big worries","2000","Couple + C. LE 16 ","no migration background","1289","0.316919218733739","0.302742909783481","0.331095527683996","1"
"Big worries","2000","Couple + C. LE and GT 16","direct migration background","58","0.161927342294437","0.124542581598259","0.199312102990615","1"
"Big worries","2000","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"Big worries","2000","Couple + C. LE and GT 16","no migration background","463","0.315945305676035","0.291790863725386","0.340099747626685","1"
"Big worries","2000","Single parent ","direct migration background","24","","","","1"
"Big worries","2000","Single parent ","indirect migration background","18","","","","1"
"Big worries","2000","Single parent ","no migration background","297","0.28842229924905","0.259868727855702","0.316975870642398","1"
"No worries","2000","1-pers.-HH","no migration background","798","0.267362201723674","0.251393921281814","0.283330482165535","3"
"No worries","2000","(Married) couple without C. ","no migration background","1259","0.190305854261351","0.180822636443664","0.199789072079038","3"
"No worries","2000","1-pers.-HH","direct migration background","124","0.417256328376781","0.360600858521027","0.473911798232536","3"
"No worries","2000","1-pers.-HH","indirect migration background","37","0.427086356873882","0.324891446368892","0.529281267378873","3"
"No worries","2000","Couple + C. LE 16 ","direct migration background","358","0.407829388885947","0.376262198119559","0.439396579652335","3"
"No worries","2000","Couple + C. GT 16 ","direct migration background","184","0.329850839422676","0.290558192834332","0.36914348601102","3"
"No worries","2000","Couple + C. GT 16 ","indirect migration background","89","0.339106449158576","0.278707988358646","0.399504909958506","3"
"No worries","2000","Couple + C. GT 16 ","no migration background","661","0.206333709191019","0.192161378593892","0.220506039788147","3"
"No worries","2000","Single parent ","direct migration background","59","0.408866036246231","0.330191184034396","0.487540888458066","3"
"No worries","2000","Single parent ","no migration background","229","0.256925990165215","0.229386562574586","0.284465417755845","3"
"No worries","2000","Single parent ","indirect migration background","19","","","","3"
"No worries","2000","(Married) couple without C. ","indirect migration background","45","0.403459100207226","0.314182227952372","0.49273597246208","3"
"No worries","2000","Couple + C. LE and GT 16","no migration background","327","0.241156858079986","0.218930338817494","0.263383377342479","3"
"No worries","2000","(Married) couple without C. ","direct migration background","285","0.352117031790898","0.319183810802364","0.385050252779432","3"
"No worries","2000","Couple + C. LE and GT 16","indirect migration background","54","0.381616909895549","0.297787609116147","0.465446210674952","3"
"No worries","2000","Couple + C. LE 16 ","no migration background","948","0.233575820858688","0.220684382140894","0.246467259576483","3"
"No worries","2000","Couple + C. LE 16 ","indirect migration background","43","0.311398165687782","0.236026831584596","0.386769499790968","3"
"No worries","2000","Couple + C. LE and GT 16","direct migration background","144","0.40836940583013","0.358487207335387","0.458251604324873","3"
"Some worries","2000","Single parent ","no migration background","441","0.454651710585734","0.423267497319856","0.486035923851613","2"
"Some worries","2000","(Married) couple without C. ","indirect migration background","49","0.426453226582176","0.336453908425469","0.516452544738883","2"
"Some worries","2000","Single parent ","direct migration background","67","0.439039152182057","0.359620893156583","0.51845741120753","2"
"Some worries","2000","1-pers.-HH","no migration background","1308","0.444858085990119","0.426928253178548","0.46278791880169","2"
"Some worries","2000","(Married) couple without C. ","no migration background","3081","0.463366426994177","0.451319664342551","0.475413189645804","2"
"Some worries","2000","1-pers.-HH","direct migration background","113","0.371729632644092","0.316204644301672","0.427254620986513","2"
"Some worries","2000","1-pers.-HH","indirect migration background","38","0.369781637131739","0.270047224725434","0.469516049538044","2"
"Some worries","2000","Couple + C. LE and GT 16","no migration background","633","0.442897836243978","0.417089212698464","0.468706459789492","2"
"Some worries","2000","Single parent ","indirect migration background","32","0.379960079318538","0.265434537128755","0.494485621508322","2"
"Some worries","2000","(Married) couple without C. ","direct migration background","364","0.43775494932341","0.403547494373206","0.471962404273613","2"
"Some worries","2000","Couple + C. GT 16 ","direct migration background","259","0.465557827040351","0.423870512125621","0.50724514195508","2"
"Some worries","2000","Couple + C. GT 16 ","indirect migration background","113","0.468906390749769","0.405238464697892","0.532574316801646","2"
"Some worries","2000","Couple + C. GT 16 ","no migration background","1470","0.464892251696433","0.447424621537313","0.482359881855554","2"
"Some worries","2000","Couple + C. LE 16 ","direct migration background","423","0.452772030973559","0.420798014870901","0.484746047076218","2"
"Some worries","2000","Couple + C. LE 16 ","indirect migration background","72","0.482153885672637","0.400822665778035","0.563485105567238","2"
"Some worries","2000","Couple + C. LE 16 ","no migration background","1901","0.449504960407573","0.434348534626427","0.464661386188718","2"
"Some worries","2000","Couple + C. LE and GT 16","direct migration background","171","0.429703251875433","0.379465702865732","0.479940800885134","2"
"Some worries","2000","Couple + C. LE and GT 16","indirect migration background","57","0.482943049687999","0.396710667019986","0.569175432356012","2"
"Big worries","2001","(Married) couple without C. ","direct migration background","122","0.152807857892414","0.127126012839532","0.178489702945297","1"
"Big worries","2001","(Married) couple without C. ","indirect migration background","17","","","","1"
"Big worries","2001","(Married) couple without C. ","no migration background","1659","0.277654241474899","0.266330033191626","0.288978449758172","1"
"Big worries","2001","1-pers.-HH","direct migration background","42","0.185190657298273","0.13604558178144","0.234335732815106","1"
"Big worries","2001","1-pers.-HH","indirect migration background","15","","","","1"
"Big worries","2001","1-pers.-HH","no migration background","612","0.230640666288358","0.214602389305732","0.246678943270985","1"
"Big worries","2001","Couple + C. GT 16 ","direct migration background","76","0.161008985789157","0.127851560204562","0.194166411373751","1"
"Big worries","2001","Couple + C. GT 16 ","indirect migration background","44","0.22615051832489","0.169970053123138","0.282330983526642","1"
"Big worries","2001","Couple + C. GT 16 ","no migration background","799","0.28446846976102","0.268135256296751","0.300801683225289","1"
"Big worries","2001","Couple + C. LE 16 ","direct migration background","134","0.157296475789873","0.132407382041868","0.182185569537878","1"
"Big worries","2001","Couple + C. LE 16 ","indirect migration background","27","","","","1"
"Big worries","2001","Couple + C. LE 16 ","no migration background","952","0.254257795714063","0.24028365297825","0.268231938449875","1"
"Big worries","2001","Couple + C. LE and GT 16","direct migration background","48","0.144789489274819","0.105102363041217","0.184476615508421","1"
"Big worries","2001","Couple + C. LE and GT 16","indirect migration background","17","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","no migration background","356","0.263411976061054","0.239694403562754","0.287129548559354","1"
"Big worries","2001","Single parent ","direct migration background","25","","","","1"
"Big worries","2001","Single parent ","indirect migration background","6","","","","1"
"Big worries","2001","Single parent ","no migration background","217","0.227597919600524","0.200401072250489","0.25479476695056","1"
"No worries","2001","(Married) couple without C. ","indirect migration background","40","0.44853805376779","0.355171299022206","0.541904808513375","3"
"No worries","2001","(Married) couple without C. ","no migration background","1400","0.230802674981424","0.220148436084394","0.241456913878454","3"
"No worries","2001","1-pers.-HH","direct migration background","96","0.383660974319716","0.32213958752987","0.445182361109563","3"
"No worries","2001","1-pers.-HH","indirect migration background","42","0.414882424056996","0.317334250225256","0.512430597888736","3"
"No worries","2001","1-pers.-HH","no migration background","809","0.305177499508424","0.287645221602222","0.322709777414625","3"
"No worries","2001","Couple + C. GT 16 ","direct migration background","170","0.399027183195311","0.354849214090934","0.443205152299688","3"
"No worries","2001","Couple + C. GT 16 ","indirect migration background","79","0.339680771803749","0.276078776114185","0.403282767493312","3"
"No worries","2001","Couple + C. GT 16 ","no migration background","758","0.241856296363436","0.226354049549061","0.257358543177811","3"
"No worries","2001","Couple + C. LE 16 ","direct migration background","299","0.392002128960629","0.358628193299798","0.42537606462146","3"
"No worries","2001","Couple + C. LE and GT 16","no migration background","347","0.26131734526032","0.237660696526016","0.284973993994625","3"
"No worries","2001","Single parent ","direct migration background","59","0.445424755844227","0.365080128916126","0.525769382772328","3"
"No worries","2001","Single parent ","indirect migration background","25","","","","3"
"No worries","2001","Single parent ","no migration background","244","0.276001251271902","0.247005315068621","0.304997187475182","3"
"No worries","2001","(Married) couple without C. ","direct migration background","272","0.370427944334298","0.335958283481973","0.404897605186624","3"
"No worries","2001","Couple + C. LE and GT 16","indirect migration background","48","0.484253218605468","0.389116168865323","0.579390268345614","3"
"No worries","2001","Couple + C. LE and GT 16","direct migration background","145","0.52440541751445","0.46808100717128","0.58072982785762","3"
"No worries","2001","Couple + C. LE 16 ","no migration background","999","0.272318919967496","0.258033167368557","0.286604672566436","3"
"No worries","2001","Couple + C. LE 16 ","indirect migration background","53","0.360940550783204","0.285815161824846","0.436065939741562","3"
"Some worries","2001","Single parent ","indirect migration background","27","","","","2"
"Some worries","2001","Single parent ","no migration background","452","0.496400829127574","0.463968999151213","0.528832659103934","2"
"Some worries","2001","Single parent ","direct migration background","63","0.415387540812157","0.335725727095272","0.495049354529043","2"
"Some worries","2001","Couple + C. LE and GT 16","no migration background","622","0.475270678678626","0.448381450955361","0.502159906401891","2"
"Some worries","2001","(Married) couple without C. ","direct migration background","360","0.476764197773287","0.441113916396484","0.512414479150091","2"
"Some worries","2001","(Married) couple without C. ","indirect migration background","52","0.449967205610504","0.356573078918526","0.543361332302482","2"
"Some worries","2001","(Married) couple without C. ","no migration background","2949","0.491543083543677","0.478901804924247","0.504184362163107","2"
"Some worries","2001","1-pers.-HH","direct migration background","102","0.431148368382011","0.368493424163444","0.493803312600577","2"
"Some worries","2001","1-pers.-HH","indirect migration background","41","0.40606354812235","0.30883315407486","0.50329394216984","2"
"Some worries","2001","1-pers.-HH","no migration background","1229","0.464181834203218","0.445193890261063","0.483169778145373","2"
"Some worries","2001","Couple + C. GT 16 ","direct migration background","226","0.439963831015533","0.395182848572687","0.484744813458378","2"
"Some worries","2001","Couple + C. GT 16 ","indirect migration background","90","0.434168709871361","0.367605994576617","0.500731425166106","2"
"Some worries","2001","Couple + C. GT 16 ","no migration background","1374","0.473675233875544","0.455599021965424","0.491751445785664","2"
"Some worries","2001","Couple + C. LE 16 ","direct migration background","389","0.450701395249498","0.416687146653747","0.484715643845249","2"
"Some worries","2001","Couple + C. LE 16 ","indirect migration background","77","0.483802321660498","0.405632294593847","0.56197234872715","2"
"Some worries","2001","Couple + C. LE 16 ","no migration background","1779","0.473423284318441","0.457400082315929","0.489446486320953","2"
"Some worries","2001","Couple + C. LE and GT 16","direct migration background","109","0.330805093210731","0.277740232725274","0.383869953696188","2"
"Some worries","2001","Couple + C. LE and GT 16","indirect migration background","41","0.365440751307111","0.273768112003155","0.457113390611067","2"
"Big worries","2002","1-pers.-HH","no migration background","727","0.277426205346735","0.260421177315771","0.2944312333777","1"
"Big worries","2002","Couple + C. GT 16 ","direct migration background","70","0.174245120879904","0.138882630394696","0.209607611365113","1"
"Big worries","2002","Couple + C. GT 16 ","indirect migration background","24","","","","1"
"Big worries","2002","Couple + C. GT 16 ","no migration background","949","0.314768782863849","0.299023181010483","0.330514384717214","1"
"Big worries","2002","Couple + C. LE 16 ","direct migration background","137","0.190471743456456","0.162198849012964","0.218744637899948","1"
"Big worries","2002","Couple + C. LE 16 ","indirect migration background","30","0.149183358472258","0.0953103004807129","0.203056416463804","1"
"Big worries","2002","Couple + C. LE 16 ","no migration background","990","0.299533835750477","0.285012075095848","0.314055596405106","1"
"Big worries","2002","Couple + C. LE and GT 16","direct migration background","42","0.144251439636004","0.104427367721351","0.184075511550656","1"
"Big worries","2002","(Married) couple without C. ","direct migration background","175","0.222936890738528","0.193557687224991","0.252316094252065","1"
"Big worries","2002","(Married) couple without C. ","indirect migration background","14","","","","1"
"Big worries","2002","(Married) couple without C. ","no migration background","2093","0.350594251430472","0.339050224036578","0.362138278824366","1"
"Big worries","2002","1-pers.-HH","direct migration background","42","0.192867298658204","0.142422553729914","0.243312043586495","1"
"Big worries","2002","1-pers.-HH","indirect migration background","18","","","","1"
"Big worries","2002","Couple + C. LE and GT 16","indirect migration background","19","","","","1"
"Big worries","2002","Couple + C. LE and GT 16","no migration background","387","0.253011824942137","0.231077173165076","0.274946476719199","1"
"Big worries","2002","Single parent ","direct migration background","27","","","","1"
"Big worries","2002","Single parent ","indirect migration background","11","","","","1"
"Big worries","2002","Single parent ","no migration background","254","0.29649924074408","0.267114749154873","0.325883732333287","1"
"No worries","2002","Couple + C. GT 16 ","direct migration background","148","0.368895132329379","0.323913088582627","0.413877176076132","3"
"No worries","2002","Couple + C. GT 16 ","no migration background","800","0.208036421594494","0.19427487767992","0.221797965509069","3"
"No worries","2002","1-pers.-HH","no migration background","715","0.256734350716377","0.240143199215698","0.273325502217055","3"
"No worries","2002","Couple + C. GT 16 ","indirect migration background","74","0.310488337893781","0.246202544664032","0.374774131123531","3"
"No worries","2002","(Married) couple without C. ","indirect migration background","35","0.359086266013683","0.2655270464024","0.452645485624966","3"
"No worries","2002","(Married) couple without C. ","no migration background","1299","0.171556995700711","0.162436206414788","0.180677784986633","3"
"No worries","2002","1-pers.-HH","direct migration background","88","0.350952337711264","0.289931730534975","0.411972944887552","3"
"No worries","2002","1-pers.-HH","indirect migration background","33","0.373329703342803","0.275025419321673","0.471633987363933","3"
"No worries","2002","Couple + C. LE 16 ","direct migration background","237","0.308699666890055","0.275438272600006","0.341961061180103","3"
"No worries","2002","Couple + C. LE and GT 16","no migration background","433","0.278309402335448","0.255697196292927","0.300921608377969","3"
"No worries","2002","Single parent ","direct migration background","57","0.432233342826221","0.349879329951805","0.514587355700638","3"
"No worries","2002","Single parent ","indirect migration background","15","","","","3"
"No worries","2002","Single parent ","no migration background","253","0.259986611390698","0.231765807337393","0.288207415444002","3"
"No worries","2002","(Married) couple without C. ","direct migration background","239","0.320727220589933","0.287780596707064","0.353673844472802","3"
"No worries","2002","Couple + C. LE and GT 16","indirect migration background","64","0.488299661231498","0.402040684957857","0.574558637505139","3"
"No worries","2002","Couple + C. LE 16 ","indirect migration background","60","0.32875195899006","0.257717489640705","0.399786428339414","3"
"No worries","2002","Couple + C. LE and GT 16","direct migration background","105","0.37274016708632","0.317932750236101","0.427547583936538","3"
"No worries","2002","Couple + C. LE 16 ","no migration background","1035","0.243195987789726","0.229594930640739","0.256797044938712","3"
"Some worries","2002","Single parent ","no migration background","421","0.443514147865222","0.411550605377905","0.47547769035254","2"
"Some worries","2002","Single parent ","indirect migration background","28","","","","2"
"Some worries","2002","Couple + C. LE and GT 16","no migration background","689","0.468678772722415","0.443500861568345","0.493856683876485","2"
"Some worries","2002","Single parent ","direct migration background","55","0.374044903548283","0.293604516489029","0.454485290607537","2"
"Some worries","2002","(Married) couple without C. ","direct migration background","357","0.456335888671539","0.421177533654261","0.491494243688817","2"
"Some worries","2002","(Married) couple without C. ","indirect migration background","52","0.514184588275759","0.416711982635319","0.6116571939162","2"
"Some worries","2002","(Married) couple without C. ","no migration background","3171","0.477848752868818","0.465763930335144","0.489933575402491","2"
"Some worries","2002","1-pers.-HH","direct migration background","105","0.456180363630532","0.392499360498984","0.51986136676208","2"
"Some worries","2002","1-pers.-HH","indirect migration background","42","0.405463994917446","0.305677482394209","0.505250507440683","2"
"Some worries","2002","1-pers.-HH","no migration background","1221","0.465839443936888","0.446893487045043","0.484785400828733","2"
"Some worries","2002","Couple + C. GT 16 ","direct migration background","224","0.456859746790716","0.410420582152536","0.503298911428896","2"
"Some worries","2002","Couple + C. GT 16 ","indirect migration background","101","0.489453843301151","0.420000216363492","0.558907470238811","2"
"Some worries","2002","Couple + C. GT 16 ","no migration background","1593","0.477194795541657","0.460260674152587","0.494128916930727","2"
"Some worries","2002","Couple + C. LE 16 ","direct migration background","367","0.500828589653489","0.464828101056969","0.536829078250009","2"
"Some worries","2002","Couple + C. LE 16 ","indirect migration background","78","0.522064682537682","0.446531085073072","0.597598280002292","2"
"Some worries","2002","Couple + C. LE 16 ","no migration background","1797","0.457270176459797","0.441476580194639","0.473063772724955","2"
"Some worries","2002","Couple + C. LE and GT 16","direct migration background","152","0.483008393277677","0.426367305943458","0.539649480611895","2"
"Some worries","2002","Couple + C. LE and GT 16","indirect migration background","46","0.402170300213561","0.317555374619443","0.486785225807678","2"
"Big worries","2003","1-pers.-HH","no migration background","675","0.267115066577679","0.25028828160466","0.283941851550698","1"
"Big worries","2003","Couple + C. GT 16 ","direct migration background","62","0.144946505879398","0.111594133977128","0.178298877781668","1"
"Big worries","2003","Couple + C. GT 16 ","indirect migration background","35","0.360857473340895","0.291466035084601","0.430248911597188","1"
"Big worries","2003","Couple + C. GT 16 ","no migration background","859","0.305010071686075","0.28932995563689","0.320690187735259","1"
"Big worries","2003","Couple + C. LE 16 ","direct migration background","113","0.151559217790835","0.124201613172691","0.17891682240898","1"
"Big worries","2003","Couple + C. LE 16 ","indirect migration background","29","","","","1"
"Big worries","2003","Couple + C. LE 16 ","no migration background","827","0.258967228079494","0.244501747019159","0.273432709139829","1"
"Big worries","2003","Couple + C. LE and GT 16","direct migration background","34","0.101636812140359","0.0670965271150899","0.136177097165629","1"
"Big worries","2003","(Married) couple without C. ","direct migration background","146","0.205368637207947","0.176084036009844","0.234653238406051","1"
"Big worries","2003","(Married) couple without C. ","indirect migration background","22","","","","1"
"Big worries","2003","(Married) couple without C. ","no migration background","1896","0.321817880398206","0.310399070120045","0.333236690676368","1"
"Big worries","2003","1-pers.-HH","direct migration background","39","0.185969274040003","0.135903020381794","0.236035527698211","1"
"Big worries","2003","1-pers.-HH","indirect migration background","10","","","","1"
"Big worries","2003","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"Big worries","2003","Couple + C. LE and GT 16","no migration background","361","0.268140662965068","0.245059110322112","0.291222215608024","1"
"Big worries","2003","Single parent ","direct migration background","24","","","","1"
"Big worries","2003","Single parent ","indirect migration background","11","","","","1"
"Big worries","2003","Single parent ","no migration background","236","0.28168895857986","0.25231740770518","0.31106050945454","1"
"No worries","2003","1-pers.-HH","no migration background","765","0.272016713820994","0.255093121506501","0.288940306135487","3"
"No worries","2003","Couple + C. GT 16 ","direct migration background","171","0.434044944655449","0.38708965440299","0.481000234907908","3"
"No worries","2003","Couple + C. GT 16 ","indirect migration background","64","0.286373123003758","0.221053915565857","0.351692330441658","3"
"No worries","2003","Couple + C. GT 16 ","no migration background","910","0.231705657634886","0.217336375778713","0.246074939491059","3"
"No worries","2003","(Married) couple without C. ","indirect migration background","55","0.486750355648205","0.397692368908236","0.575808342388174","3"
"No worries","2003","(Married) couple without C. ","no migration background","1502","0.206536677140661","0.196641931700325","0.216431422580998","3"
"No worries","2003","1-pers.-HH","direct migration background","91","0.417981709761248","0.354514259104623","0.481449160417873","3"
"No worries","2003","1-pers.-HH","indirect migration background","29","","","","3"
"No worries","2003","Couple + C. LE 16 ","direct migration background","240","0.352164703897177","0.315724454606646","0.388604953187707","3"
"No worries","2003","Couple + C. LE and GT 16","no migration background","407","0.249124432762325","0.226589201512249","0.271659664012401","3"
"No worries","2003","Single parent ","direct migration background","55","0.427344438174211","0.345979052302843","0.508709824045578","3"
"No worries","2003","Single parent ","indirect migration background","23","","","","3"
"No worries","2003","Single parent ","no migration background","251","0.266813893451262","0.237933904081464","0.29569388282106","3"
"No worries","2003","(Married) couple without C. ","direct migration background","236","0.328231712366535","0.294191722601926","0.362271702131145","3"
"No worries","2003","Couple + C. LE and GT 16","indirect migration background","53","0.44464834470122","0.358561759401695","0.530734930000744","3"
"No worries","2003","Couple + C. LE and GT 16","direct migration background","125","0.379993472077622","0.324510384025746","0.435476560129498","3"
"No worries","2003","Couple + C. LE 16 ","indirect migration background","55","0.342121188737527","0.271014087987346","0.413228289487707","3"
"No worries","2003","Couple + C. LE 16 ","no migration background","991","0.260465014960609","0.245972430820172","0.274957599101046","3"
"Some worries","2003","Single parent ","no migration background","414","0.451497147968878","0.419003187616499","0.483991108321257","2"
"Some worries","2003","Single parent ","indirect migration background","30","0.517671952279764","0.395250738734266","0.640093165825263","2"
"Some worries","2003","Couple + C. LE and GT 16","no migration background","647","0.482734904272607","0.456698511835441","0.508771296709773","2"
"Some worries","2003","Single parent ","direct migration background","63","0.407752181247794","0.326925676197069","0.488578686298518","2"
"Some worries","2003","(Married) couple without C. ","direct migration background","349","0.466399650425517","0.430235641865079","0.502563658985956","2"
"Some worries","2003","(Married) couple without C. ","indirect migration background","44","0.292265792913214","0.211229513470059","0.373302072356369","2"
"Some worries","2003","(Married) couple without C. ","no migration background","3032","0.471645442461132","0.45944394441728","0.483846940504985","2"
"Some worries","2003","1-pers.-HH","direct migration background","102","0.396049016198749","0.333115874251872","0.458982158145626","2"
"Some worries","2003","1-pers.-HH","indirect migration background","44","0.519375719279575","0.411889516720101","0.626861921839049","2"
"Some worries","2003","1-pers.-HH","no migration background","1216","0.460868219601327","0.441911206822807","0.479825232379848","2"
"Some worries","2003","Couple + C. GT 16 ","direct migration background","195","0.421008549465153","0.374234201777307","0.467782897153","2"
"Some worries","2003","Couple + C. GT 16 ","indirect migration background","85","0.352769403655348","0.283727277876544","0.421811529434152","2"
"Some worries","2003","Couple + C. GT 16 ","no migration background","1543","0.463284270679039","0.446301878488176","0.480266662869901","2"
"Some worries","2003","Couple + C. LE 16 ","direct migration background","307","0.496276078311988","0.458131388992061","0.534420767631915","2"
"Some worries","2003","Couple + C. LE 16 ","indirect migration background","87","0.459468508433779","0.38477404502719","0.534162971840368","2"
"Some worries","2003","Couple + C. LE 16 ","no migration background","1705","0.480567756959897","0.464069671985503","0.497065841934291","2"
"Some worries","2003","Couple + C. LE and GT 16","direct migration background","135","0.518369715782019","0.461254591008492","0.575484840555545","2"
