"plj0046","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No worries","2000","(0) in school","Female","100","0.393624935972226","0.33342447751026","0.453825394434191"
"No worries","2000","(0) in school","Male","82","0.339251102870626","0.278973943769707","0.399528261971544"
"No worries","2000","(1a) inadequately completed","Female","93","0.400509747655226","0.337457335353587","0.463562159956865"
"No worries","2000","(1a) inadequately completed","Male","65","0.351858335566307","0.282287423714463","0.421429247418151"
"No worries","2000","(1b) general elementary school","Female","474","0.221355812065221","0.203101555706503","0.239610068423939"
"No worries","2000","(1b) general elementary school","Male","261","0.272632154935436","0.242904541474078","0.302359768396793"
"No worries","2000","(1c) basic vocational qualification","Female","574","0.160872505270016","0.148707258287854","0.173037752252178"
"No worries","2000","(1c) basic vocational qualification","Male","779","0.185341159696711","0.173653382569924","0.197028936823498"
"No worries","2000","(2a) intermediate vocational","Female","559","0.187318892092597","0.17366763978205","0.200970144403143"
"No worries","2000","(2a) intermediate vocational","Male","436","0.197539652181058","0.181580962268774","0.213498342093342"
"No worries","2000","(2b) intermediate general qualification","Female","98","0.22148506075134","0.181772385867466","0.261197735635214"
"No worries","2000","(2b) intermediate general qualification","Male","97","0.315959607911937","0.263785524510722","0.368133691313152"
"No worries","2000","(2c_gen) general maturity certificate","Female","173","0.417855188459759","0.371453728915907","0.464256648003611"
"No worries","2000","(2c_gen) general maturity certificate","Male","178","0.50531806482355","0.455569831115286","0.555066298531814"
"No worries","2000","(2c_voc) vocational maturity certificate","Female","265","0.335903386986194","0.303437621866203","0.368369152106184"
"No worries","2000","(2c_voc) vocational maturity certificate","Male","230","0.333334122966013","0.299438182793331","0.367230063138695"
"No worries","2000","(3a) lower tertiary education","Female","219","0.333265551661018","0.299752578828024","0.366778524494011"
"No worries","2000","(3a) lower tertiary education","Male","284","0.32277063490363","0.292689861252887","0.352851408554374"
"No worries","2000","(3b) higher tertiary education","Female","390","0.438322013551209","0.405687138749375","0.470956888353042"
"No worries","2000","(3b) higher tertiary education","Male","550","0.455662610614199","0.427727780205812","0.483597441022586"
"Some worries","2000","(0) in school","Female","118","0.449527171440725","0.388230943772913","0.510823399108538"
"Some worries","2000","(0) in school","Male","107","0.480669728458819","0.417060647160941","0.544278809756696"
"Some worries","2000","(1a) inadequately completed","Female","89","0.388136801473413","0.325428696565874","0.450844906380951"
"Some worries","2000","(1a) inadequately completed","Male","69","0.322611314390042","0.254508106353181","0.390714522426904"
"Some worries","2000","(1b) general elementary school","Female","915","0.462235495661776","0.440313662403426","0.484157328920125"
"Some worries","2000","(1b) general elementary school","Male","345","0.404017345226147","0.37125980570908","0.436774884743213"
"Some worries","2000","(1c) basic vocational qualification","Female","1755","0.491329661687254","0.474776889391859","0.507882433982649"
"Some worries","2000","(1c) basic vocational qualification","Male","1943","0.44705313435379","0.43209837708131","0.46200789162627"
"Some worries","2000","(2a) intermediate vocational","Female","1563","0.497138957446435","0.47964514300046","0.514632771892409"
"Some worries","2000","(2a) intermediate vocational","Male","1024","0.423833598855179","0.404026085455131","0.443641112255228"
"Some worries","2000","(2b) intermediate general qualification","Female","199","0.488955132611969","0.441148575752303","0.536761689471635"
"Some worries","2000","(2b) intermediate general qualification","Male","111","0.362312709597158","0.308368623919015","0.416256795275301"
"Some worries","2000","(2c_gen) general maturity certificate","Female","201","0.454672055834577","0.407825115203874","0.501518996465281"
"Some worries","2000","(2c_gen) general maturity certificate","Male","152","0.354798299656315","0.307191307340022","0.402405291972607"
"Some worries","2000","(2c_voc) vocational maturity certificate","Female","369","0.442780184504125","0.408636515883991","0.47692385312426"
"Some worries","2000","(2c_voc) vocational maturity certificate","Male","355","0.478196889395662","0.442279034684893","0.514114744106431"
"Some worries","2000","(3a) lower tertiary education","Female","378","0.46155450934282","0.426112064990483","0.496996953695156"
"Some worries","2000","(3a) lower tertiary education","Male","408","0.431927007552979","0.400057059591906","0.463796955514053"
"Some worries","2000","(3b) higher tertiary education","Female","376","0.424722018277172","0.392210827823936","0.457233208730408"
"Some worries","2000","(3b) higher tertiary education","Male","497","0.391102199813079","0.36373013303002","0.418474266596138"
"Big worries","2001","(0) in school","Female","28","","",""
"Big worries","2001","(0) in school","Male","51","0.183038566962953","0.136124841905313","0.229952292020594"
"Big worries","2001","(1a) inadequately completed","Female","33","0.162437576225815","0.108553098069191","0.216322054382439"
"Big worries","2001","(1a) inadequately completed","Male","25","","",""
"Big worries","2001","(1b) general elementary school","Female","438","0.263416998433499","0.242520954390354","0.284313042476644"
"Big worries","2001","(1b) general elementary school","Male","202","0.298202995960206","0.265462955222932","0.330943036697481"
"Big worries","2001","(1c) basic vocational qualification","Female","872","0.286462597376344","0.270585854926125","0.302339339826562"
"Big worries","2001","(1c) basic vocational qualification","Male","1149","0.303352601934871","0.288680234420823","0.318024969448918"
"Big worries","2001","(2a) intermediate vocational","Female","767","0.250133621843146","0.234316413917567","0.265950829768725"
"Big worries","2001","(2a) intermediate vocational","Male","700","0.308411953690621","0.289174454124306","0.327649453256936"
"Big worries","2001","(2b) intermediate general qualification","Female","85","0.23773512124639","0.195377471361773","0.280092771131007"
"Big worries","2001","(2b) intermediate general qualification","Male","68","0.260472220138814","0.207926342980013","0.313018097297615"
"Big worries","2001","(2c_gen) general maturity certificate","Female","60","0.1123905764749","0.082641050889786","0.142140102060014"
"Big worries","2001","(2c_gen) general maturity certificate","Male","44","0.0928439091882043","0.0627814643256361","0.122906354050772"
"Big worries","2001","(2c_voc) vocational maturity certificate","Female","133","0.173364979587004","0.146503903406304","0.200226055767704"
"Big worries","2001","(2c_voc) vocational maturity certificate","Male","144","0.201934152976785","0.171915308288446","0.231952997665124"
"Big worries","2001","(3a) lower tertiary education","Female","143","0.188294446220402","0.159915102968292","0.216673789472511"
"Big worries","2001","(3a) lower tertiary education","Male","163","0.179368525116825","0.153756633124132","0.204980417109518"
"Big worries","2001","(3b) higher tertiary education","Female","86","0.10678129874156","0.0855783731307799","0.127984224352341"
"Big worries","2001","(3b) higher tertiary education","Male","130","0.11402800650855","0.0954712574131345","0.132584755603965"
"No worries","2001","(0) in school","Female","128","0.468762719190224","0.410519638035128","0.52700580034532"
"No worries","2001","(0) in school","Male","103","0.389459867344473","0.330301483423481","0.448618251265465"
"No worries","2001","(1a) inadequately completed","Female","60","0.366245860885815","0.295864346785883","0.436627374985748"
"No worries","2001","(1a) inadequately completed","Male","47","0.315203276833075","0.237688456195649","0.392718097470501"
"No worries","2001","(1b) general elementary school","Female","446","0.253656151303454","0.233015494696225","0.274296807910682"
"No worries","2001","(1b) general elementary school","Male","218","0.272866875722335","0.240988232216819","0.304745519227851"
"No worries","2001","(1c) basic vocational qualification","Female","625","0.194811592024428","0.180903254541853","0.208719929507003"
"No worries","2001","(1c) basic vocational qualification","Male","779","0.211572589765457","0.198537009050707","0.224608170480207"
"No worries","2001","(2a) intermediate vocational","Female","653","0.242401374196399","0.226750486504236","0.258052261888562"
"No worries","2001","(2a) intermediate vocational","Male","481","0.231089179055205","0.213530692716826","0.248647665393585"
"No worries","2001","(2b) intermediate general qualification","Female","120","0.305283970965137","0.259460509853999","0.351107432076274"
"No worries","2001","(2b) intermediate general qualification","Male","89","0.328109442743864","0.271896110887176","0.384322774600552"
"No worries","2001","(2c_gen) general maturity certificate","Female","186","0.471409722551935","0.424391847677102","0.518427597426769"
"No worries","2001","(2c_gen) general maturity certificate","Male","175","0.516194101918855","0.46442761703519","0.56796058680252"
"No worries","2001","(2c_voc) vocational maturity certificate","Female","270","0.350260954590304","0.316411539503551","0.384110369677057"
"No worries","2001","(2c_voc) vocational maturity certificate","Male","237","0.352892159089429","0.317158370967262","0.388625947211595"
"No worries","2001","(3a) lower tertiary education","Female","245","0.385655999583721","0.35032221283896","0.420989786328482"
"No worries","2001","(3a) lower tertiary education","Male","321","0.365950961532167","0.333794568473959","0.398107354590374"
"No worries","2001","(3b) higher tertiary education","Female","373","0.45325241888758","0.419075509493613","0.487429328281546"
"No worries","2001","(3b) higher tertiary education","Male","549","0.478507503104575","0.449343002707553","0.507672003501597"
"Some worries","2001","(0) in school","Female","126","0.432799860109332","0.374972248249311","0.490627471969352"
"Some worries","2001","(0) in school","Male","107","0.427501565692574","0.367483244436597","0.487519886948551"
"Some worries","2001","(1a) inadequately completed","Female","87","0.47131656288837","0.398393308518671","0.544239817258069"
"Some worries","2001","(1a) inadequately completed","Male","66","0.410228446773905","0.328162431872611","0.4922944616752"
"Some worries","2001","(1b) general elementary school","Female","823","0.482926850263047","0.459221411396701","0.506632289129394"
"Some worries","2001","(1b) general elementary school","Male","330","0.428930128317459","0.393509573486513","0.464350683148405"
"Some worries","2001","(1c) basic vocational qualification","Female","1618","0.518725810599228","0.501179561923621","0.536272059274835"
"Some worries","2001","(1c) basic vocational qualification","Male","1843","0.485074808299673","0.469123501987468","0.501026114611877"
"Some worries","2001","(2a) intermediate vocational","Female","1460","0.507465003960456","0.489206153034544","0.525723854886367"
"Some worries","2001","(2a) intermediate vocational","Male","1033","0.460498867254174","0.439736840501698","0.481260894006649"
"Some worries","2001","(2b) intermediate general qualification","Female","183","0.456980907788473","0.407414344737386","0.506547470839561"
"Some worries","2001","(2b) intermediate general qualification","Male","111","0.411418337117321","0.352503337380388","0.470333336854254"
"Some worries","2001","(2c_gen) general maturity certificate","Female","187","0.416199700973165","0.369770930661711","0.462628471284618"
"Some worries","2001","(2c_gen) general maturity certificate","Male","139","0.390961988892941","0.340414912118217","0.441509065667665"
"Some worries","2001","(2c_voc) vocational maturity certificate","Female","360","0.476374065822692","0.440935964037083","0.511812167608301"
"Some worries","2001","(2c_voc) vocational maturity certificate","Male","306","0.445173687933786","0.408010497516489","0.482336878351084"
"Some worries","2001","(3a) lower tertiary education","Female","341","0.426049554195878","0.390153097389976","0.461946011001779"
"Some worries","2001","(3a) lower tertiary education","Male","378","0.454680513351008","0.421439585512643","0.487921441189374"
"Some worries","2001","(3b) higher tertiary education","Female","356","0.43996628237086","0.40588734286459","0.47404522187713"
"Some worries","2001","(3b) higher tertiary education","Male","448","0.407464490386875","0.378777287332869","0.43615169344088"
"Big worries","2002","(0) in school","Female","46","0.165207054342611","0.123867011420772","0.206547097264451"
"Big worries","2002","(0) in school","Male","55","0.166640688794219","0.124259167818337","0.209022209770101"
"Big worries","2002","(1a) inadequately completed","Female","36","0.258618117952539","0.191189999443933","0.326046236461144"
"Big worries","2002","(1a) inadequately completed","Male","28","","",""
"Big worries","2002","(1b) general elementary school","Female","461","0.305736895099387","0.283026843312091","0.328446946886683"
"Big worries","2002","(1b) general elementary school","Male","202","0.325045904651659","0.289995301083762","0.360096508219556"
"Big worries","2002","(1c) basic vocational qualification","Female","994","0.35580521023646","0.338716110342582","0.372894310130339"
"Big worries","2002","(1c) basic vocational qualification","Male","1247","0.356765742561588","0.341097634997812","0.372433850125363"
"Big worries","2002","(2a) intermediate vocational","Female","906","0.316592194026452","0.300057301819443","0.333127086233461"
"Big worries","2002","(2a) intermediate vocational","Male","835","0.363187164999298","0.343451280334401","0.382923049664195"
"Big worries","2002","(2b) intermediate general qualification","Female","101","0.281379073221021","0.236403334398926","0.326354812043117"
"Big worries","2002","(2b) intermediate general qualification","Male","72","0.276078072909225","0.223047222623854","0.329108923194596"
"Big worries","2002","(2c_gen) general maturity certificate","Female","52","0.132708029423134","0.101705263719817","0.16371079512645"
"Big worries","2002","(2c_gen) general maturity certificate","Male","59","0.1177672910012","0.0872300267853085","0.148304555217092"
"Big worries","2002","(2c_voc) vocational maturity certificate","Female","152","0.193221390569949","0.166848890360771","0.219593890779127"
"Big worries","2002","(2c_voc) vocational maturity certificate","Male","158","0.214622264055914","0.184675067640399","0.244569460471428"
"Big worries","2002","(3a) lower tertiary education","Female","153","0.202659640208399","0.17492536433376","0.230393916083038"
"Big worries","2002","(3a) lower tertiary education","Male","204","0.204058387322573","0.178928678925328","0.229188095719817"
"Big worries","2002","(3b) higher tertiary education","Female","154","0.122382102036093","0.103407727356404","0.141356476715783"
"Big worries","2002","(3b) higher tertiary education","Male","232","0.155966110612184","0.138237890618458","0.17369433060591"
"No worries","2002","(0) in school","Female","135","0.411213149619748","0.356438476796314","0.465987822443182"
"No worries","2002","(0) in school","Male","113","0.366381254943254","0.311585047919122","0.421177461967386"
"No worries","2002","(1a) inadequately completed","Female","50","0.320272548642068","0.248424025353055","0.392121071931081"
"No worries","2002","(1a) inadequately completed","Male","40","0.290985051790495","0.211358828030572","0.370611275550417"
"No worries","2002","(1b) general elementary school","Female","323","0.186571238789226","0.167368451744728","0.205774025833724"
"No worries","2002","(1b) general elementary school","Male","180","0.234248202614752","0.202554850243394","0.265941554986109"
"No worries","2002","(1c) basic vocational qualification","Female","453","0.138400576602452","0.12607446537562","0.150726687829284"
"No worries","2002","(1c) basic vocational qualification","Male","602","0.170284155335092","0.157990183891273","0.18257812677891"
"No worries","2002","(2a) intermediate vocational","Female","597","0.190734489445607","0.176768508963302","0.204700469927913"
"No worries","2002","(2a) intermediate vocational","Male","434","0.194373916547385","0.17813447087925","0.210613362215521"
"No worries","2002","(2b) intermediate general qualification","Female","91","0.217541207274386","0.176276004491664","0.258806410057108"
"No worries","2002","(2b) intermediate general qualification","Male","101","0.364852115898028","0.307748628784315","0.421955603011741"
"No worries","2002","(2c_gen) general maturity certificate","Female","185","0.41830327570747","0.373225433705194","0.463381117709746"
"No worries","2002","(2c_gen) general maturity certificate","Male","206","0.54733647912384","0.500180023830166","0.594492934417514"
"No worries","2002","(2c_voc) vocational maturity certificate","Female","298","0.340762763282756","0.309104036410229","0.372421490155283"
"No worries","2002","(2c_voc) vocational maturity certificate","Male","235","0.360420620452338","0.325399379260921","0.395441861643755"
"No worries","2002","(3a) lower tertiary education","Female","264","0.334921163137807","0.30235855496671","0.367483771308903"
"No worries","2002","(3a) lower tertiary education","Male","317","0.302632888718918","0.273987256533285","0.331278520904551"
"No worries","2002","(3b) higher tertiary education","Female","485","0.417517168333685","0.38896530106161","0.44606903560576"
"No worries","2002","(3b) higher tertiary education","Male","707","0.426478452622683","0.402313080600577","0.450643824644789"
"Some worries","2002","(0) in school","Female","129","0.423579796037641","0.368574505884183","0.478585086191098"
"Some worries","2002","(0) in school","Male","129","0.466978056262527","0.410237884354111","0.523718228170944"
"Some worries","2002","(1a) inadequately completed","Female","76","0.421109333405393","0.345079105713045","0.497139561097742"
"Some worries","2002","(1a) inadequately completed","Male","57","0.41499123521941","0.3286151069859","0.50136736345292"
"Some worries","2002","(1b) general elementary school","Female","797","0.507691866111387","0.483048458277625","0.53233527394515"
"Some worries","2002","(1b) general elementary school","Male","304","0.440705892733589","0.403554030830159","0.477857754637019"
"Some worries","2002","(1c) basic vocational qualification","Female","1568","0.505794213161088","0.487948032953389","0.523640393368786"
"Some worries","2002","(1c) basic vocational qualification","Male","1742","0.472950102103321","0.45662056337842","0.489279640828221"
"Some worries","2002","(2a) intermediate vocational","Female","1537","0.49267331652794","0.474901383317159","0.510445249738722"
"Some worries","2002","(2a) intermediate vocational","Male","1012","0.442438918453316","0.422056376949867","0.462821459956766"
"Some worries","2002","(2b) intermediate general qualification","Female","192","0.501079719504593","0.451070339477591","0.551089099531595"
"Some worries","2002","(2b) intermediate general qualification","Male","100","0.359069811192747","0.302163350140165","0.415976272245329"
"Some worries","2002","(2c_gen) general maturity certificate","Female","223","0.448988694869397","0.403535215531244","0.494442174207549"
"Some worries","2002","(2c_gen) general maturity certificate","Male","163","0.33489622987496","0.290184029738773","0.379608430011146"
"Some worries","2002","(2c_voc) vocational maturity certificate","Female","411","0.466015846147296","0.432695382014872","0.49933631027972"
"Some worries","2002","(2c_voc) vocational maturity certificate","Male","329","0.424957115491748","0.38889907169166","0.461015159291836"
"Some worries","2002","(3a) lower tertiary education","Female","390","0.462419196653794","0.428019776101255","0.496818617206334"
"Some worries","2002","(3a) lower tertiary education","Male","467","0.493308723958509","0.462134135420545","0.524483312496474"
"Some worries","2002","(3b) higher tertiary education","Female","507","0.460100729630221","0.431244564573793","0.488956894686649"
"Some worries","2002","(3b) higher tertiary education","Male","670","0.417555436765133","0.393458910573877","0.441651962956389"
"Big worries","2003","(0) in school","Female","32","0.154499306826395","0.114522921863057","0.194475691789732"
"Big worries","2003","(0) in school","Male","57","0.206595382873191","0.160857873588228","0.252332892158154"
"Big worries","2003","(1a) inadequately completed","Female","37","0.239414308307735","0.172235643411532","0.306592973203938"
"Big worries","2003","(1a) inadequately completed","Male","33","0.289968647332737","0.207396537644363","0.372540757021112"
"Big worries","2003","(1b) general elementary school","Female","423","0.308616311354281","0.284962655085678","0.332269967622883"
"Big worries","2003","(1b) general elementary school","Male","170","0.292698528663706","0.258038282189785","0.327358775137627"
"Big worries","2003","(1c) basic vocational qualification","Female","871","0.325187600929167","0.308099916500404","0.342275285357931"
"Big worries","2003","(1c) basic vocational qualification","Male","1112","0.335808981963525","0.319978607291762","0.351639356635288"
"Big worries","2003","(2a) intermediate vocational","Female","784","0.282753290334232","0.266463774303207","0.299042806365258"
"Big worries","2003","(2a) intermediate vocational","Male","747","0.331227706458828","0.311551711078573","0.350903701839084"
"Big worries","2003","(2b) intermediate general qualification","Female","89","0.244763444722718","0.200534196439449","0.288992693005986"
"Big worries","2003","(2b) intermediate general qualification","Male","68","0.286633659198264","0.232292715821934","0.340974602574594"
"Big worries","2003","(2c_gen) general maturity certificate","Female","57","0.139158804009145","0.107144668019245","0.171172939999046"
"Big worries","2003","(2c_gen) general maturity certificate","Male","56","0.112719802560027","0.0821081576587651","0.143331447461289"
"Big worries","2003","(2c_voc) vocational maturity certificate","Female","150","0.182575596036227","0.156726247025741","0.208424945046712"
"Big worries","2003","(2c_voc) vocational maturity certificate","Male","153","0.234337122191444","0.20306964265242","0.265604601730468"
"Big worries","2003","(3a) lower tertiary education","Female","133","0.172631511129047","0.146040995768215","0.19922202648988"
"Big worries","2003","(3a) lower tertiary education","Male","176","0.182435930772497","0.157707623862127","0.207164237682868"
"Big worries","2003","(3b) higher tertiary education","Female","128","0.132276276128662","0.112354742114703","0.15219781014262"
"Big worries","2003","(3b) higher tertiary education","Male","197","0.143125361390285","0.125508475233632","0.160742247546938"
"No worries","2003","(0) in school","Female","148","0.438972264614555","0.384082170734429","0.493862358494681"
"No worries","2003","(0) in school","Male","130","0.386083437896344","0.331083765324217","0.44108311046847"
"No worries","2003","(1a) inadequately completed","Female","58","0.377102620579219","0.300803370570124","0.453401870588313"
"No worries","2003","(1a) inadequately completed","Male","32","0.30186314513636","0.218323153908772","0.385403136363949"
"No worries","2003","(1b) general elementary school","Female","303","0.19041214553758","0.170306936444889","0.210517354630272"
"No worries","2003","(1b) general elementary school","Male","206","0.27911241795836","0.244942617074351","0.313282218842369"
"No worries","2003","(1c) basic vocational qualification","Female","556","0.177476597480035","0.163539594985821","0.19141359997425"
"No worries","2003","(1c) basic vocational qualification","Male","660","0.195627994046289","0.182331335531223","0.208924652561356"
"No worries","2003","(2a) intermediate vocational","Female","666","0.222404780899176","0.20736231915548","0.237447242642872"
"No worries","2003","(2a) intermediate vocational","Male","452","0.210616588185404","0.19357050782381","0.227662668546997"
"No worries","2003","(2b) intermediate general qualification","Female","104","0.286854575301754","0.24032653947538","0.333382611128128"
"No worries","2003","(2b) intermediate general qualification","Male","82","0.247455763040355","0.195597009245274","0.299314516835435"
"No worries","2003","(2c_gen) general maturity certificate","Female","217","0.466784703486672","0.420638653917709","0.512930753055634"
"No worries","2003","(2c_gen) general maturity certificate","Male","198","0.549192193265087","0.501029135187143","0.597355251343031"
"No worries","2003","(2c_voc) vocational maturity certificate","Female","290","0.314232665195537","0.283171445253771","0.345293885137304"
