"plj0046","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1999","Couple + C. GT 16 ","higher education","79","0.261231887485996","0.211929796780096","0.310533978191895","1"
"Big worries","1999","Couple + C. LE and GT 16","in school","33","0.253205905427265","0.176975112496226","0.329436698358305","1"
"Big worries","1999","Couple + C. LE and GT 16","inadequately","8","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","general elemantary","77","0.309830902846244","0.252509315582865","0.367152490109624","1"
"Big worries","1999","Couple + C. LE and GT 16","middle vocational","167","0.347318831825098","0.304320426985894","0.390317236664302","1"
"Big worries","1999","Couple + C. LE and GT 16","vocational + Abi","12","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","higher vocational","25","","","","1"
"Big worries","1999","Couple + C. LE and GT 16","higher education","37","0.22613497319774","0.155828532218545","0.296441414176935","1"
"No worries","1999","Couple + C. LE and GT 16","vocational + Abi","7","","","","3"
"No worries","1999","Couple + C. LE and GT 16","higher vocational","2","","","","3"
"No worries","1999","Couple + C. LE and GT 16","higher education","33","0.362198445832597","0.281420144798356","0.442976746866837","3"
"No worries","1999","Couple + C. LE and GT 16","middle vocational","64","0.169163210274945","0.13530621163236","0.203020208917529","3"
"No worries","1999","Couple + C. GT 16 ","higher vocational","24","","","","3"
"No worries","1999","Couple + C. GT 16 ","higher education","84","0.290171667201957","0.239238305787449","0.341105028616465","3"
"No worries","1999","Couple + C. LE and GT 16","in school","35","0.258976853443186","0.182180703770116","0.335773003116256","3"
"No worries","1999","Couple + C. LE and GT 16","inadequately","23","","","","3"
"No worries","1999","Couple + C. LE and GT 16","general elemantary","63","0.253635425230688","0.199701931848418","0.307568918612957","3"
"No worries","1999","Couple + C. GT 16 ","in school","47","0.34718171486155","0.269152964908885","0.425210464814214","3"
"No worries","1999","Couple + C. GT 16 ","inadequately","38","0.255128175411255","0.179607982394197","0.330648368428314","3"
"No worries","1999","Couple + C. GT 16 ","general elemantary","106","0.179237122103714","0.145345810733757","0.213128433473672","3"
"No worries","1999","Couple + C. GT 16 ","middle vocational","195","0.158567587189447","0.137726329901793","0.1794088444771","3"
"No worries","1999","Couple + C. GT 16 ","vocational + Abi","18","","","","3"
"No worries","1999","Couple + C. LE 16 ","middle vocational","237","0.137314134707228","0.120533384361947","0.154094885052509","3"
"No worries","1999","Couple + C. LE 16 ","vocational + Abi","44","0.244113918406956","0.178570277250973","0.30965755956294","3"
"No worries","1999","Couple + C. LE 16 ","higher vocational","52","0.230371711838874","0.177860178466747","0.282883245211001","3"
"No worries","1999","Couple + C. LE 16 ","higher education","168","0.347996359199186","0.306244535555435","0.389748182842937","3"
"No worries","1999","Single parent ","higher vocational","3","","","","3"
"No worries","1999","Single parent ","higher education","13","","","","3"
"No worries","1999","Couple + C. LE 16 ","in school","","","","","3"
"No worries","1999","Couple + C. LE 16 ","inadequately","14","","","","3"
"No worries","1999","Couple + C. LE 16 ","general elemantary","72","0.165430945504019","0.126778815726084","0.204083075281954","3"
"No worries","1999","Single parent ","in school","10","","","","3"
"No worries","1999","Single parent ","inadequately","4","","","","3"
"No worries","1999","Single parent ","general elemantary","35","0.184708148630304","0.128017501183749","0.24139879607686","3"
"No worries","1999","Single parent ","middle vocational","67","0.180006784358372","0.140041447217754","0.21997212149899","3"
"No worries","1999","Single parent ","vocational + Abi","2","","","","3"
"No worries","1999","1-pers.-HH","in school","","","","","3"
"No worries","1999","1-pers.-HH","inadequately","4","","","","3"
"No worries","1999","1-pers.-HH","general elemantary","65","0.167676671449622","0.130552596045246","0.204800746853997","3"
"No worries","1999","1-pers.-HH","middle vocational","155","0.175856398246943","0.150383111770109","0.201329684723777","3"
"No worries","1999","1-pers.-HH","vocational + Abi","28","","","","3"
"No worries","1999","1-pers.-HH","higher vocational","16","","","","3"
"No worries","1999","1-pers.-HH","higher education","81","0.341384914609935","0.280759857608087","0.402009971611782","3"
"No worries","1999","(Married) couple without C. ","in school","","","","","3"
"No worries","1999","(Married) couple without C. ","inadequately","30","0.356752856312459","0.259393144561605","0.454112568063314","3"
"No worries","1999","(Married) couple without C. ","general elemantary","91","0.121166910115131","0.0963651509952423","0.14596866923502","3"
"No worries","1999","(Married) couple without C. ","middle vocational","260","0.104951190228685","0.0922899168136273","0.117612463643742","3"
"No worries","1999","(Married) couple without C. ","vocational + Abi","41","0.258942727058052","0.189073270866038","0.328812183250065","3"
"No worries","1999","(Married) couple without C. ","higher vocational","36","0.17184294742385","0.126761883197132","0.216924011650568","3"
"No worries","1999","(Married) couple without C. ","higher education","184","0.274922806627626","0.240834699136509","0.309010914118743","3"
"Some worries","1999","1-pers.-HH","in school","","","","","2"
"Some worries","1999","1-pers.-HH","inadequately","14","","","","2"
"Some worries","1999","1-pers.-HH","general elemantary","174","0.418182933655855","0.369165601440405","0.467200265871305","2"
"Some worries","1999","1-pers.-HH","middle vocational","409","0.45819488544039","0.424855996998097","0.491533773882682","2"
"Some worries","1999","1-pers.-HH","vocational + Abi","26","","","","2"
"Some worries","1999","1-pers.-HH","higher vocational","39","0.464855546637396","0.355561219580576","0.574149873694216","2"
"Some worries","1999","1-pers.-HH","higher education","104","0.433551561516868","0.370191625615571","0.496911497418166","2"
"Some worries","1999","(Married) couple without C. ","in school","1","","","","2"
"Some worries","1999","(Married) couple without C. ","inadequately","45","0.453957485124983","0.352769852215566","0.5551451180344","2"
"Some worries","1999","(Married) couple without C. ","general elemantary","309","0.459476154862514","0.421599101469218","0.49735320825581","2"
"Some worries","1999","(Married) couple without C. ","middle vocational","999","0.436142055526433","0.415655960709578","0.456628150343288","2"
"Some worries","1999","(Married) couple without C. ","vocational + Abi","75","0.460060177186081","0.38056521293206","0.539555141440102","2"
"Some worries","1999","(Married) couple without C. ","higher vocational","129","0.466376084477636","0.40676078505386","0.525991383901412","2"
"Some worries","1999","(Married) couple without C. ","higher education","299","0.440311674489885","0.402409981620831","0.478213367358939","2"
"Some worries","1999","Single parent ","in school","14","","","","2"
"Some worries","1999","Single parent ","inadequately","15","","","","2"
"Some worries","1999","Single parent ","general elemantary","79","0.433966913231057","0.36156316375201","0.506370662710104","2"
"Some worries","1999","Single parent ","middle vocational","154","0.435526869872704","0.383949044397732","0.487104695347676","2"
"Some worries","1999","Single parent ","vocational + Abi","7","","","","2"
"Some worries","1999","Single parent ","higher vocational","11","","","","2"
"Some worries","1999","Single parent ","higher education","42","0.60802650720235","0.493662680984482","0.722390333420218","2"
"Some worries","1999","Couple + C. LE 16 ","in school","2","","","","2"
"Some worries","1999","Couple + C. LE 16 ","inadequately","25","","","","2"
"Some worries","1999","Couple + C. LE 16 ","general elemantary","167","0.453075582617666","0.401293096227114","0.504858069008218","2"
"Some worries","1999","Couple + C. LE 16 ","middle vocational","778","0.502645417719801","0.478267795726496","0.527023039713105","2"
"Some worries","1999","Couple + C. LE 16 ","vocational + Abi","82","0.494276352188065","0.417989856364622","0.570562848011508","2"
"Some worries","1999","Couple + C. LE 16 ","higher vocational","115","0.474569702588865","0.412295643496488","0.536843761681242","2"
"Some worries","1999","Couple + C. LE 16 ","higher education","242","0.473237867180856","0.429474562753119","0.517001171608592","2"
"Some worries","1999","Couple + C. GT 16 ","in school","64","0.447056569237875","0.365567067157825","0.528546071317925","2"
"Some worries","1999","Couple + C. GT 16 ","inadequately","55","0.434442459060837","0.348571238376228","0.520313679745446","2"
"Some worries","1999","Couple + C. GT 16 ","general elemantary","230","0.462068355987119","0.418014675288643","0.506122036685596","2"
"Some worries","1999","Couple + C. GT 16 ","middle vocational","532","0.449396519359999","0.421014622609823","0.477778416110175","2"
"Some worries","1999","Couple + C. GT 16 ","vocational + Abi","30","0.415048272157865","0.294331553123774","0.535764991191957","2"
"Some worries","1999","Couple + C. GT 16 ","higher vocational","42","0.32808191378562","0.244076596117241","0.412087231453999","2"
"Some worries","1999","Couple + C. GT 16 ","higher education","142","0.448596445312047","0.39278016820946","0.504412722414634","2"
"Some worries","1999","Couple + C. LE and GT 16","in school","57","0.487817241129549","0.400191009562086","0.575443472697012","2"
"Some worries","1999","Couple + C. LE and GT 16","inadequately","21","","","","2"
"Some worries","1999","Couple + C. LE and GT 16","general elemantary","110","0.436533671923068","0.375055499996759","0.498011843849377","2"
"Some worries","1999","Couple + C. LE and GT 16","middle vocational","240","0.483517957899957","0.438387311426817","0.528648604373098","2"
"Some worries","1999","Couple + C. LE and GT 16","vocational + Abi","14","","","","2"
"Some worries","1999","Couple + C. LE and GT 16","higher vocational","33","0.594376062764235","0.470135071045627","0.718617054482842","2"
"Some worries","1999","Couple + C. LE and GT 16","higher education","66","0.411666580969664","0.328955594187276","0.494377567752051","2"
"Big worries","2000","1-pers.-HH","in school","1","","","","1"
"Big worries","2000","1-pers.-HH","inadequately","13","","","","1"
"Big worries","2000","1-pers.-HH","general elemantary","173","0.323474732738001","0.284343447617304","0.362606017858699","1"
"Big worries","2000","1-pers.-HH","middle vocational","556","0.319479679888725","0.297732902415732","0.341226457361718","1"
"Big worries","2000","1-pers.-HH","vocational + Abi","34","0.15789042242707","0.106178152212389","0.20960269264175","1"
"Big worries","2000","1-pers.-HH","higher vocational","63","0.284316055252739","0.227716305947432","0.340915804558047","1"
"Big worries","2000","1-pers.-HH","higher education","73","0.136066028299683","0.107094454804769","0.165037601794596","1"
"Big worries","2000","(Married) couple without C. ","in school","","","","","1"
"Big worries","2000","(Married) couple without C. ","inadequately","17","","","","1"
"Big worries","2000","(Married) couple without C. ","general elemantary","327","0.345239978951918","0.315257941278126","0.375222016625711","1"
"Big worries","2000","(Married) couple without C. ","middle vocational","1531","0.370527831590454","0.355992911827871","0.385062751353037","1"
"Big worries","2000","(Married) couple without C. ","vocational + Abi","69","0.182205090395871","0.139509234749527","0.224900946042215","1"
"Big worries","2000","(Married) couple without C. ","higher vocational","186","0.299500350840101","0.262850256691534","0.336150444988669","1"
"Big worries","2000","(Married) couple without C. ","higher education","287","0.231970470749715","0.208829158888846","0.255111782610584","1"
"Big worries","2000","Single parent ","in school","9","","","","1"
"Big worries","2000","Single parent ","inadequately","6","","","","1"
"Big worries","2000","Single parent ","general elemantary","80","0.29570428779659","0.239470910990972","0.351937664602209","1"
"Big worries","2000","Single parent ","middle vocational","188","0.290112234476637","0.254039906655833","0.32618456229744","1"
"Big worries","2000","Single parent ","vocational + Abi","14","","","","1"
"Big worries","2000","Single parent ","higher vocational","16","","","","1"
"Big worries","2000","Single parent ","higher education","25","","","","1"
"Big worries","2000","Couple + C. LE 16 ","in school","","","","","1"
"Big worries","2000","Couple + C. LE 16 ","inadequately","14","","","","1"
"Big worries","2000","Couple + C. LE 16 ","general elemantary","127","0.335956198535394","0.291364999680991","0.380547397389798","1"
"Big worries","2000","Couple + C. LE 16 ","middle vocational","962","0.338143815269103","0.320754110809886","0.355533519728319","1"
"Big worries","2000","Couple + C. LE 16 ","vocational + Abi","65","0.180865923019337","0.140072428583331","0.221659417455343","1"
"Big worries","2000","Couple + C. LE 16 ","higher vocational","159","0.262793176832038","0.225703660148228","0.299882693515849","1"
"Big worries","2000","Couple + C. LE 16 ","higher education","141","0.152221167524614","0.129821146423644","0.174621188625583","1"
"Big worries","2000","Couple + C. GT 16 ","in school","32","0.174434296254207","0.122359837170736","0.226508755337677","1"
"Big worries","2000","Couple + C. GT 16 ","inadequately","26","","","","1"
"Big worries","2000","Couple + C. GT 16 ","general elemantary","206","0.316401364360998","0.281725377098986","0.35107735162301","1"
"Big worries","2000","Couple + C. GT 16 ","middle vocational","646","0.334043637127127","0.313398613189577","0.354688661064676","1"
"Big worries","2000","Couple + C. GT 16 ","vocational + Abi","36","0.263726269564465","0.192492525389914","0.334960013739016","1"
"Big worries","2000","Couple + C. GT 16 ","higher vocational","89","0.361990782252512","0.303349903383891","0.420631661121133","1"
"Big worries","2000","Couple + C. GT 16 ","higher education","104","0.195638011647872","0.161343950242171","0.229932073053574","1"
"Big worries","2000","Couple + C. LE and GT 16","in school","37","0.18131915220451","0.12751768329236","0.235120621116661","1"
"Big worries","2000","Couple + C. LE and GT 16","inadequately","8","","","","1"
"Big worries","2000","Couple + C. LE and GT 16","general elemantary","102","0.239507388736209","0.198884376830029","0.28013040064239","1"
"Big worries","2000","Couple + C. LE and GT 16","middle vocational","279","0.332943306047558","0.300824318026716","0.365062294068399","1"
"Big worries","2000","Couple + C. LE and GT 16","vocational + Abi","9","","","","1"
"Big worries","2000","Couple + C. LE and GT 16","higher vocational","56","0.399866951027446","0.31692443233541","0.482809469719481","1"
"Big worries","2000","Couple + C. LE and GT 16","higher education","45","0.15439478595538","0.108489811140182","0.200299760770577","1"
"No worries","2000","Couple + C. GT 16 ","higher vocational","50","0.190736152876418","0.142795955580264","0.238676350172573","3"
"No worries","2000","Couple + C. GT 16 ","higher education","175","0.36179153950775","0.320250533144829","0.403332545870672","3"
"No worries","2000","Couple + C. LE and GT 16","in school","74","0.364563895249628","0.297353298792709","0.431774491706547","3"
"No worries","2000","Couple + C. GT 16 ","in school","66","0.310542322321542","0.247046198876085","0.374038445767","3"
"No worries","2000","Couple + C. LE and GT 16","inadequately","16","","","","3"
"No worries","2000","Couple + C. LE and GT 16","general elemantary","132","0.307265718231953","0.263351459411924","0.351179977051982","3"
"No worries","2000","Couple + C. LE and GT 16","middle vocational","173","0.222151524249934","0.193820160019288","0.25048288848058","3"
"No worries","2000","Couple + C. LE and GT 16","vocational + Abi","16","","","","3"
"No worries","2000","Couple + C. LE and GT 16","higher vocational","20","","","","3"
"No worries","2000","Couple + C. LE and GT 16","higher education","91","0.449109883063998","0.385916965162646","0.512302800965349","3"
"No worries","2000","Couple + C. GT 16 ","inadequately","25","","","","3"
"No worries","2000","Couple + C. GT 16 ","general elemantary","200","0.25433595641114","0.221865787390698","0.286806125431582","3"
"No worries","2000","Couple + C. GT 16 ","middle vocational","372","0.178866317244917","0.162091333085657","0.195641301404178","3"
"No worries","2000","Couple + C. GT 16 ","vocational + Abi","43","0.329874264737804","0.253869330141398","0.40587919933421","3"
"No worries","2000","Single parent ","higher vocational","10","","","","3"
"No worries","2000","Single parent ","higher education","44","0.375309320542068","0.293630699916555","0.456987941167581","3"
"No worries","2000","Couple + C. LE 16 ","in school","2","","","","3"
"No worries","2000","Couple + C. LE 16 ","inadequately","29","","","","3"
"No worries","2000","Couple + C. LE 16 ","general elemantary","112","0.218701129326739","0.179676070441613","0.257726188211865","3"
"No worries","2000","Couple + C. LE 16 ","middle vocational","532","0.193178179824689","0.178666171677189","0.207690187972189","3"
"No worries","2000","Couple + C. LE 16 ","vocational + Abi","116","0.365397388141666","0.31436232164874","0.416432454634592","3"
"No worries","2000","Couple + C. LE 16 ","higher vocational","142","0.296989465703924","0.258485904676566","0.335493026731283","3"
"No worries","2000","Couple + C. LE 16 ","higher education","412","0.42389236690604","0.393078285075814","0.454706448736267","3"
"No worries","2000","Single parent ","in school","27","","","","3"
"No worries","2000","Single parent ","inadequately","9","","","","3"
"No worries","2000","Single parent ","general elemantary","67","0.294535886293672","0.238367182456317","0.350704590131028","3"
"No worries","2000","Single parent ","middle vocational","136","0.240790223547936","0.206804492023786","0.274775955072085","3"
"No worries","2000","Single parent ","vocational + Abi","14","","","","3"
"No worries","2000","1-pers.-HH","in school","3","","","","3"
"No worries","2000","1-pers.-HH","inadequately","15","","","","3"
"No worries","2000","1-pers.-HH","general elemantary","138","0.238137380578284","0.202507526993201","0.273767234163367","3"
"No worries","2000","1-pers.-HH","middle vocational","409","0.229520175204998","0.209907185050356","0.249133165359641","3"
"No worries","2000","1-pers.-HH","vocational + Abi","66","0.371567829220629","0.303037997606627","0.440097660834631","3"
"No worries","2000","1-pers.-HH","higher vocational","78","0.295773166029039","0.238508221064966","0.353038110993112","3"
"No worries","2000","1-pers.-HH","higher education","250","0.465231990302241","0.423084235197993","0.507379745406489","3"
"No worries","2000","(Married) couple without C. ","in school","2","","","","3"
"No worries","2000","(Married) couple without C. ","inadequately","37","0.33694259621462","0.240878712595121","0.433006479834118","3"
"No worries","2000","(Married) couple without C. ","general elemantary","192","0.187135718126969","0.162540714430132","0.211730721823806","3"
"No worries","2000","(Married) couple without C. ","middle vocational","703","0.167261964362184","0.156029714595879","0.17849421412849","3"
"No worries","2000","(Married) couple without C. ","vocational + Abi","102","0.32364165198377","0.271892421164253","0.375390882803287","3"
"No worries","2000","(Married) couple without C. ","higher vocational","116","0.208268698908361","0.175776928532918","0.240760469283803","3"
"No worries","2000","(Married) couple without C. ","higher education","436","0.340304925455815","0.314327960865896","0.366281890045733","3"
"Some worries","2000","1-pers.-HH","in school","1","","","","2"
"Some worries","2000","1-pers.-HH","inadequately","9","","","","2"
"Some worries","2000","1-pers.-HH","general elemantary","238","0.438387886683715","0.396882025930796","0.479893747436634","2"
"Some worries","2000","1-pers.-HH","middle vocational","801","0.451000144906276","0.427792707006026","0.474207582806527","2"
"Some worries","2000","1-pers.-HH","vocational + Abi","91","0.470541748352301","0.399755915066793","0.54132758163781","2"
"Some worries","2000","1-pers.-HH","higher vocational","103","0.419910778718222","0.357983914802561","0.481837642633882","2"
"Some worries","2000","1-pers.-HH","higher education","215","0.398701981398076","0.357328121780949","0.440075841015203","2"
"Some worries","2000","(Married) couple without C. ","in school","2","","","","2"
"Some worries","2000","(Married) couple without C. ","inadequately","39","0.419423498035879","0.319132322241516","0.519714673830242","2"
"Some worries","2000","(Married) couple without C. ","general elemantary","447","0.467624302921113","0.436160068028694","0.499088537813531","2"
"Some worries","2000","(Married) couple without C. ","middle vocational","2007","0.462210204047362","0.447205065902359","0.477215342192364","2"
"Some worries","2000","(Married) couple without C. ","vocational + Abi","143","0.494153257620359","0.438853455521502","0.549453059719216","2"
"Some worries","2000","(Married) couple without C. ","higher vocational","298","0.492230950251538","0.452228182807954","0.532233717695123","2"
"Some worries","2000","(Married) couple without C. ","higher education","555","0.427724603794471","0.400599755506445","0.454849452082496","2"
"Some worries","2000","Single parent ","in school","25","","","","2"
"Some worries","2000","Single parent ","inadequately","12","","","","2"
"Some worries","2000","Single parent ","general elemantary","106","0.409759825909737","0.349160624394668","0.470359027424807","2"
"Some worries","2000","Single parent ","middle vocational","284","0.469097541975428","0.429430003827059","0.508765080123797","2"
"Some worries","2000","Single parent ","vocational + Abi","22","","","","2"
"Some worries","2000","Single parent ","higher vocational","25","","","","2"
"Some worries","2000","Single parent ","higher education","66","0.434133913261614","0.350525516314737","0.517742310208491","2"
"Some worries","2000","Couple + C. LE 16 ","in school","1","","","","2"
"Some worries","2000","Couple + C. LE 16 ","inadequately","17","","","","2"
"Some worries","2000","Couple + C. LE 16 ","general elemantary","192","0.445342672137866","0.398421485296331","0.492263858979401","2"
"Some worries","2000","Couple + C. LE 16 ","middle vocational","1349","0.468678004906208","0.450334773502753","0.487021236309664","2"
"Some worries","2000","Couple + C. LE 16 ","vocational + Abi","161","0.453736688838997","0.400972653427226","0.506500724250767","2"
"Some worries","2000","Couple + C. LE 16 ","higher vocational","240","0.440217357464037","0.398386886556976","0.482047828371099","2"
"Some worries","2000","Couple + C. LE 16 ","higher education","435","0.423886465569346","0.393072440413379","0.454700490725314","2"
"Some worries","2000","Couple + C. GT 16 ","in school","106","0.515023381424251","0.446441897032688","0.583604865815814","2"
"Some worries","2000","Couple + C. GT 16 ","inadequately","42","0.435995075396088","0.335211709924371","0.536778440867805","2"
"Some worries","2000","Couple + C. GT 16 ","general elemantary","285","0.429262679227862","0.39235737673409","0.466167981721633","2"
"Some worries","2000","Couple + C. GT 16 ","middle vocational","987","0.487090045627956","0.465211618659556","0.508968472596357","2"
"Some worries","2000","Couple + C. GT 16 ","vocational + Abi","68","0.406399465697731","0.327000813664302","0.48579811773116","2"
"Some worries","2000","Couple + C. GT 16 ","higher vocational","119","0.447273064871069","0.38660223642555","0.507943893316589","2"
"Some worries","2000","Couple + C. GT 16 ","higher education","235","0.442570448844377","0.399631369183965","0.48550952850479","2"
"Some worries","2000","Couple + C. LE and GT 16","in school","86","0.454116952545861","0.384590729232558","0.523643175859165","2"
"Some worries","2000","Couple + C. LE and GT 16","inadequately","21","","","","2"
"Some worries","2000","Couple + C. LE and GT 16","general elemantary","190","0.453226893031838","0.405843454735672","0.500610331328003","2"
"Some worries","2000","Couple + C. LE and GT 16","middle vocational","375","0.444905169702508","0.411035368024139","0.478774971380877","2"
"Some worries","2000","Couple + C. LE and GT 16","vocational + Abi","26","","","","2"
"Some worries","2000","Couple + C. LE and GT 16","higher vocational","58","0.439182877845916","0.355153910932672","0.52321184475916","2"
"Some worries","2000","Couple + C. LE and GT 16","higher education","102","0.396495330980623","0.33434850276874","0.458642159192506","2"
"Big worries","2001","1-pers.-HH","in school","2","","","","1"
"Big worries","2001","1-pers.-HH","inadequately","2","","","","1"
"Big worries","2001","1-pers.-HH","general elemantary","129","0.282075692213582","0.241041181100829","0.323110203326335","1"
"Big worries","2001","1-pers.-HH","middle vocational","407","0.255340039480547","0.234053550495742","0.276626528465352","1"
"Big worries","2001","1-pers.-HH","vocational + Abi","23","","","","1"
"Big worries","2001","1-pers.-HH","higher vocational","49","0.237134200984173","0.181559389011112","0.292709012957234","1"
"Big worries","2001","1-pers.-HH","higher education","56","0.10940902546513","0.0816569366945975","0.137161114235662","1"
"Big worries","2001","(Married) couple without C. ","in school","","","","","1"
"Big worries","2001","(Married) couple without C. ","inadequately","11","","","","1"
"Big worries","2001","(Married) couple without C. ","general elemantary","247","0.300323933425504","0.2692876604746","0.331360206376408","1"
"Big worries","2001","(Married) couple without C. ","middle vocational","1132","0.289579262327226","0.275248407280992","0.303910117373461","1"
"Big worries","2001","(Married) couple without C. ","vocational + Abi","59","0.197856661418828","0.153365467342888","0.242347855494767","1"
"Big worries","2001","(Married) couple without C. ","higher vocational","145","0.275658331156874","0.238004709505334","0.313311952808415","1"
"Big worries","2001","(Married) couple without C. ","higher education","202","0.159188387689582","0.138800685373367","0.179576090005796","1"
"Big worries","2001","Single parent ","in school","10","","","","1"
"Big worries","2001","Single parent ","inadequately","3","","","","1"
"Big worries","2001","Single parent ","general elemantary","54","0.205541162972238","0.153875826186661","0.257206499757816","1"
"Big worries","2001","Single parent ","middle vocational","143","0.243003942162009","0.207289269245145","0.278718615078873","1"
"Big worries","2001","Single parent ","vocational + Abi","9","","","","1"
"Big worries","2001","Single parent ","higher vocational","9","","","","1"
"Big worries","2001","Single parent ","higher education","18","","","","1"
"Big worries","2001","Couple + C. LE 16 ","in school","1","","","","1"
"Big worries","2001","Couple + C. LE 16 ","inadequately","12","","","","1"
"Big worries","2001","Couple + C. LE 16 ","general elemantary","93","0.272268649159752","0.227920349921894","0.31661694839761","1"
"Big worries","2001","Couple + C. LE 16 ","middle vocational","721","0.270940725966378","0.253693810839571","0.288187641093185","1"
"Big worries","2001","Couple + C. LE 16 ","vocational + Abi","66","0.194794258093738","0.152064284126","0.237524232061475","1"
"Big worries","2001","Couple + C. LE 16 ","higher vocational","119","0.254159227512092","0.215609079270646","0.292709375753537","1"
"Big worries","2001","Couple + C. LE 16 ","higher education","100","0.118707203341867","0.0975288235082311","0.139885583175504","1"
"Big worries","2001","Couple + C. GT 16 ","in school","36","0.145378789794676","0.100691244566375","0.190066335022978","1"
"Big worries","2001","Couple + C. GT 16 ","inadequately","16","","","","1"
"Big worries","2001","Couple + C. GT 16 ","general elemantary","137","0.243168212710646","0.208784673139419","0.277551752281873","1"
"Big worries","2001","Couple + C. GT 16 ","middle vocational","537","0.30204768262293","0.281045598997663","0.323049766248198","1"
"Big worries","2001","Couple + C. GT 16 ","vocational + Abi","29","","","","1"
"Big worries","2001","Couple + C. GT 16 ","higher vocational","65","0.328953474845655","0.266005065628505","0.391901884062806","1"
"Big worries","2001","Couple + C. GT 16 ","higher education","93","0.175191294626736","0.141430202314777","0.208952386938696","1"
"Big worries","2001","Couple + C. LE and GT 16","in school","28","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","inadequately","8","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","general elemantary","86","0.23008338908591","0.186239311487158","0.273927466684662","1"
"Big worries","2001","Couple + C. LE and GT 16","middle vocational","214","0.270634278491866","0.238984969871364","0.302283587112368","1"
"Big worries","2001","Couple + C. LE and GT 16","vocational + Abi","10","","","","1"
"Big worries","2001","Couple + C. LE and GT 16","higher vocational","30","0.220294946144907","0.144216241941461","0.296373650348353","1"
"Big worries","2001","Couple + C. LE and GT 16","higher education","39","0.188965740277203","0.135244733399128","0.242686747155279","1"
"No worries","2001","Couple + C. GT 16 ","in school","100","0.408127486981101","0.345816999516103","0.470437974446098","3"
"No worries","2001","Couple + C. GT 16 ","inadequately","19","","","","3"
