"plh0206i04","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Part Time","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","Part Time","(2a) intermediate vocational","10","","",""
"2 on scale 1-7 ","2005","Part Time","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Part Time","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Part Time","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Part Time","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","Not Working","(0) in school","3","","",""
"2 on scale 1-7 ","2005","Not Working","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Not Working","(1b) general elementary school","13","","",""
"2 on scale 1-7 ","2005","Not Working","(1c) basic vocational qualification","25","","",""
"2 on scale 1-7 ","2005","Not Working","(2b) intermediate general qualification","3","","",""
"2 on scale 1-7 ","2005","Not Working","(2a) intermediate vocational","9","","",""
"2 on scale 1-7 ","2005","Not Working","(2c_gen) general maturity certificate","6","","",""
"2 on scale 1-7 ","2005","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"2 on scale 1-7 ","2005","Not Working","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Not Working","(3b) higher tertiary education","2","","",""
"3 on scale 1-7 ","2005","Full Time","(0) in school","","","",""
"3 on scale 1-7 ","2005","Full Time","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","Full Time","(1b) general elementary school","9","","",""
"3 on scale 1-7 ","2005","Full Time","(1c) basic vocational qualification","41","0.0242593617262595","0.0171851588735993","0.0313335645789197"
"3 on scale 1-7 ","2005","Full Time","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","Full Time","(2a) intermediate vocational","41","0.0161067612555214","0.011014893175087","0.0211986293359559"
"3 on scale 1-7 ","2005","Full Time","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2005","Full Time","(2c_voc) vocational maturity certificate","17","","",""
"3 on scale 1-7 ","2005","Full Time","(3a) lower tertiary education","17","","",""
"3 on scale 1-7 ","2005","Full Time","(3b) higher tertiary education","28","","",""
"3 on scale 1-7 ","2005","Part Time","(0) in school","3","","",""
"3 on scale 1-7 ","2005","Part Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Part Time","(1b) general elementary school","9","","",""
"3 on scale 1-7 ","2005","Part Time","(1c) basic vocational qualification","23","","",""
"3 on scale 1-7 ","2005","Part Time","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2005","Part Time","(2a) intermediate vocational","32","0.0180860242570211","0.010886091811744","0.0252859567022982"
"3 on scale 1-7 ","2005","Part Time","(2c_gen) general maturity certificate","10","","",""
"3 on scale 1-7 ","2005","Part Time","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2005","Part Time","(3a) lower tertiary education","8","","",""
"3 on scale 1-7 ","2005","Part Time","(3b) higher tertiary education","11","","",""
"3 on scale 1-7 ","2005","Not Working","(0) in school","24","","",""
"3 on scale 1-7 ","2005","Not Working","(1a) inadequately completed","8","","",""
"3 on scale 1-7 ","2005","Not Working","(1b) general elementary school","29","","",""
"3 on scale 1-7 ","2005","Not Working","(1c) basic vocational qualification","58","0.0202480470396275","0.015038509417501","0.0254575846617541"
"3 on scale 1-7 ","2005","Not Working","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","Not Working","(2a) intermediate vocational","21","","",""
"3 on scale 1-7 ","2005","Not Working","(2c_gen) general maturity certificate","8","","",""
"3 on scale 1-7 ","2005","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2005","Not Working","(3a) lower tertiary education","7","","",""
"3 on scale 1-7 ","2005","Not Working","(3b) higher tertiary education","12","","",""
"4 on scale 1-7","2005","Full Time","(0) in school","","","",""
"4 on scale 1-7","2005","Full Time","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2005","Full Time","(1b) general elementary school","31","0.081752921711752","0.0529663538760611","0.110539489547443"
"4 on scale 1-7","2005","Full Time","(1c) basic vocational qualification","124","0.0786909405184443","0.0663105123061752","0.0910713687307134"
"4 on scale 1-7","2005","Full Time","(2b) intermediate general qualification","24","","",""
"4 on scale 1-7","2005","Full Time","(2a) intermediate vocational","173","0.080085417546092","0.0691067529209193","0.0910640821712646"
"4 on scale 1-7","2005","Full Time","(2c_gen) general maturity certificate","12","","",""
"4 on scale 1-7","2005","Full Time","(2c_voc) vocational maturity certificate","69","0.0882878242645208","0.0676502302254557","0.108925418303586"
"4 on scale 1-7","2005","Full Time","(3a) lower tertiary education","67","0.0869081380476043","0.067858097394526","0.105958178700683"
"4 on scale 1-7","2005","Full Time","(3b) higher tertiary education","121","0.0911111746055694","0.0759994601916153","0.106222889019523"
"4 on scale 1-7","2005","Part Time","(0) in school","11","","",""
"4 on scale 1-7","2005","Part Time","(1a) inadequately completed","3","","",""
"4 on scale 1-7","2005","Part Time","(1b) general elementary school","28","","",""
"4 on scale 1-7","2005","Part Time","(1c) basic vocational qualification","79","0.0776832760886946","0.0617561642383424","0.0936103879390469"
"4 on scale 1-7","2005","Part Time","(2b) intermediate general qualification","13","","",""
"4 on scale 1-7","2005","Part Time","(2a) intermediate vocational","127","0.0854102819111095","0.0703098843533122","0.100510679468907"
"4 on scale 1-7","2005","Part Time","(2c_gen) general maturity certificate","33","0.095561193321933","0.0631981886258589","0.127924198018007"
"4 on scale 1-7","2005","Part Time","(2c_voc) vocational maturity certificate","44","0.109053021097034","0.0789179680345259","0.139188074159542"
"4 on scale 1-7","2005","Part Time","(3a) lower tertiary education","29","","",""
"4 on scale 1-7","2005","Part Time","(3b) higher tertiary education","57","0.0896642860551769","0.0665718385013994","0.112756733608954"
"4 on scale 1-7","2005","Not Working","(0) in school","69","0.123228098616819","0.0957326946926153","0.150723502541023"
"4 on scale 1-7","2005","Not Working","(1a) inadequately completed","19","","",""
"4 on scale 1-7","2005","Not Working","(1b) general elementary school","108","0.108456856386822","0.0905546705371996","0.126359042236444"
"4 on scale 1-7","2005","Not Working","(1c) basic vocational qualification","226","0.0838519011937185","0.0736003676141851","0.094103434773252"
"4 on scale 1-7","2005","Not Working","(2b) intermediate general qualification","25","","",""
"4 on scale 1-7","2005","Not Working","(2a) intermediate vocational","109","0.0966683381524043","0.0794539884920123","0.113882687812796"
"4 on scale 1-7","2005","Not Working","(2c_gen) general maturity certificate","27","","",""
"4 on scale 1-7","2005","Not Working","(2c_voc) vocational maturity certificate","28","","",""
"4 on scale 1-7","2005","Not Working","(3a) lower tertiary education","42","0.10052303914436","0.0730741068874484","0.127971971401271"
"4 on scale 1-7","2005","Not Working","(3b) higher tertiary education","55","0.0960141399448382","0.0711656713846853","0.120862608504991"
"5 on scale 1-7","2005","Full Time","(0) in school","","","",""
"5 on scale 1-7","2005","Full Time","(1a) inadequately completed","4","","",""
"5 on scale 1-7","2005","Full Time","(1b) general elementary school","48","0.132928751523093","0.09725939089163","0.168598112154557"
"5 on scale 1-7","2005","Full Time","(1c) basic vocational qualification","273","0.162399762614105","0.145441485870199","0.17935803935801"
"5 on scale 1-7","2005","Full Time","(2b) intermediate general qualification","33","0.172850135345416","0.122189787453819","0.223510483237013"
"5 on scale 1-7","2005","Full Time","(2a) intermediate vocational","405","0.159198090706976","0.144399688844217","0.173996492569734"
"5 on scale 1-7","2005","Full Time","(2c_gen) general maturity certificate","34","0.333916887698278","0.260841436925201","0.406992338471355"
"5 on scale 1-7","2005","Full Time","(2c_voc) vocational maturity certificate","140","0.214301736494875","0.184453373173565","0.244150099816186"
"5 on scale 1-7","2005","Full Time","(3a) lower tertiary education","155","0.18107223751672","0.155031266193914","0.207113208839525"
"5 on scale 1-7","2005","Full Time","(3b) higher tertiary education","293","0.209485464288397","0.188115469825397","0.230855458751397"
"5 on scale 1-7","2005","Part Time","(0) in school","22","","",""
"5 on scale 1-7","2005","Part Time","(1a) inadequately completed","5","","",""
"5 on scale 1-7","2005","Part Time","(1b) general elementary school","58","0.138830074191592","0.102553891298876","0.175106257084309"
"5 on scale 1-7","2005","Part Time","(1c) basic vocational qualification","173","0.142939976908389","0.122113505480608","0.16376644833617"
"5 on scale 1-7","2005","Part Time","(2b) intermediate general qualification","26","","",""
"5 on scale 1-7","2005","Part Time","(2a) intermediate vocational","213","0.198725662977671","0.177166209851848","0.220285116103493"
"5 on scale 1-7","2005","Part Time","(2c_gen) general maturity certificate","74","0.249374988615444","0.201747638147021","0.297002339083867"
"5 on scale 1-7","2005","Part Time","(2c_voc) vocational maturity certificate","66","0.130687730415462","0.0981016224053616","0.163273838425562"
"5 on scale 1-7","2005","Part Time","(3a) lower tertiary education","45","0.109385952953426","0.0763545835675088","0.142417322339344"
"5 on scale 1-7","2005","Part Time","(3b) higher tertiary education","117","0.195456159463365","0.163403876682621","0.227508442244108"
"5 on scale 1-7","2005","Not Working","(0) in school","98","0.183088118329275","0.150737721987298","0.215438514671252"
"5 on scale 1-7","2005","Not Working","(1a) inadequately completed","23","","",""
"5 on scale 1-7","2005","Not Working","(1b) general elementary school","212","0.175402526618985","0.153507509182051","0.197297544055919"
"5 on scale 1-7","2005","Not Working","(1c) basic vocational qualification","428","0.146249740819728","0.133180134196883","0.159319347442573"
"5 on scale 1-7","2005","Not Working","(2b) intermediate general qualification","45","0.199845419462432","0.145760960350642","0.253929878574222"
"5 on scale 1-7","2005","Not Working","(2a) intermediate vocational","174","0.140326218082548","0.120093178603027","0.160559257562068"
"5 on scale 1-7","2005","Not Working","(2c_gen) general maturity certificate","89","0.302826818695899","0.252325579572211","0.353328057819588"
"5 on scale 1-7","2005","Not Working","(2c_voc) vocational maturity certificate","60","0.153216874998621","0.116857466169729","0.189576283827513"
"5 on scale 1-7","2005","Not Working","(3a) lower tertiary education","83","0.174070353955128","0.139457966067082","0.208682741843173"
"5 on scale 1-7","2005","Not Working","(3b) higher tertiary education","85","0.167164602847203","0.135694152399256","0.19863505329515"
"6 on scale 1-7","2005","Full Time","(0) in school","2","","",""
"6 on scale 1-7","2005","Full Time","(1a) inadequately completed","16","","",""
"6 on scale 1-7","2005","Full Time","(1b) general elementary school","99","0.283572402454996","0.236216228866626","0.330928576043366"
"6 on scale 1-7","2005","Full Time","(1c) basic vocational qualification","568","0.281602583588711","0.260921593534922","0.302283573642499"
"6 on scale 1-7","2005","Full Time","(2b) intermediate general qualification","76","0.321685477975731","0.259100156163614","0.384270799787848"
"6 on scale 1-7","2005","Full Time","(2a) intermediate vocational","821","0.35849600332987","0.339098720997171","0.37789328566257"
"6 on scale 1-7","2005","Full Time","(2c_gen) general maturity certificate","54","0.24957727451335","0.182520353676045","0.316634195350655"
"6 on scale 1-7","2005","Full Time","(2c_voc) vocational maturity certificate","262","0.366835543713263","0.331778624428452","0.401892462998074"
"6 on scale 1-7","2005","Full Time","(3a) lower tertiary education","327","0.36049685162007","0.328026983137519","0.392966720102621"
"6 on scale 1-7","2005","Full Time","(3b) higher tertiary education","516","0.373685592472827","0.348280433852517","0.399090751093137"
"6 on scale 1-7","2005","Part Time","(0) in school","36","0.395005081205614","0.29919189210218","0.490818270309048"
"6 on scale 1-7","2005","Part Time","(1a) inadequately completed","10","","",""
"6 on scale 1-7","2005","Part Time","(1b) general elementary school","94","0.297664847271778","0.24969466647055","0.345635028073006"
"6 on scale 1-7","2005","Part Time","(1c) basic vocational qualification","339","0.296338523879893","0.269167302178519","0.323509745581267"
"6 on scale 1-7","2005","Part Time","(2b) intermediate general qualification","48","0.284916791779703","0.213857715994201","0.355975867565205"
"6 on scale 1-7","2005","Part Time","(2a) intermediate vocational","442","0.327584834887889","0.30222766441154","0.352942005364239"
"6 on scale 1-7","2005","Part Time","(2c_gen) general maturity certificate","114","0.310618376067444","0.259678030862261","0.361558721272627"
"6 on scale 1-7","2005","Part Time","(2c_voc) vocational maturity certificate","140","0.355374468427507","0.309101853485535","0.401647083369479"
"6 on scale 1-7","2005","Part Time","(3a) lower tertiary education","151","0.503931125878911","0.45101870745011","0.556843544307711"
"6 on scale 1-7","2005","Part Time","(3b) higher tertiary education","204","0.345594810217568","0.30715631289401","0.384033307541125"
"6 on scale 1-7","2005","Not Working","(0) in school","178","0.287106152017076","0.249262276825705","0.324950027208447"
"6 on scale 1-7","2005","Not Working","(1a) inadequately completed","32","0.200506598207615","0.137271309321209","0.263741887094022"
"6 on scale 1-7","2005","Not Working","(1b) general elementary school","316","0.264517837579877","0.239124491767081","0.289911183392674"
"6 on scale 1-7","2005","Not Working","(1c) basic vocational qualification","884","0.309192181558264","0.292098232194333","0.326286130922194"
"6 on scale 1-7","2005","Not Working","(2b) intermediate general qualification","55","0.28074842601334","0.21997166951156","0.34152518251512"
"6 on scale 1-7","2005","Not Working","(2a) intermediate vocational","363","0.334082374764493","0.306605842894471","0.361558906634514"
"6 on scale 1-7","2005","Not Working","(2c_gen) general maturity certificate","112","0.330586251196048","0.278882239778971","0.382290262613126"
"6 on scale 1-7","2005","Not Working","(2c_voc) vocational maturity certificate","129","0.35970190103653","0.311257912948821","0.408145889124238"
"6 on scale 1-7","2005","Not Working","(3a) lower tertiary education","140","0.295502185628792","0.253851917451904","0.33715245380568"
"6 on scale 1-7","2005","Not Working","(3b) higher tertiary education","179","0.299213704096035","0.260591704800243","0.337835703391828"
"7 Strongly agree","2005","Full Time","(0) in school","1","","",""
"7 Strongly agree","2005","Full Time","(1a) inadequately completed","23","","",""
"7 Strongly agree","2005","Full Time","(1b) general elementary school","155","0.458545377632132","0.406193692959033","0.510897062305232"
"7 Strongly agree","2005","Full Time","(1c) basic vocational qualification","785","0.435973275608961","0.413172458939329","0.458774092278592"
"7 Strongly agree","2005","Full Time","(2b) intermediate general qualification","75","0.350057513448489","0.286150522413826","0.413964504483151"
"7 Strongly agree","2005","Full Time","(2a) intermediate vocational","880","0.373637866467801","0.3540702812501","0.393205451685501"
"7 Strongly agree","2005","Full Time","(2c_gen) general maturity certificate","52","0.313682605597839","0.241788080205268","0.385577130990409"
"7 Strongly agree","2005","Full Time","(2c_voc) vocational maturity certificate","232","0.297838379799358","0.264573293478021","0.331103466120695"
"7 Strongly agree","2005","Full Time","(3a) lower tertiary education","260","0.337773659114423","0.305790264021059","0.369757054207788"
"7 Strongly agree","2005","Full Time","(3b) higher tertiary education","422","0.299351146899066","0.275301250840967","0.323401042957165"
"7 Strongly agree","2005","Part Time","(0) in school","28","","",""
"7 Strongly agree","2005","Part Time","(1a) inadequately completed","19","","",""
"7 Strongly agree","2005","Part Time","(1b) general elementary school","158","0.425169603170777","0.373303174618833","0.47703603172272"
"7 Strongly agree","2005","Part Time","(1c) basic vocational qualification","460","0.450278037026582","0.420674394705869","0.479881679347296"
"7 Strongly agree","2005","Part Time","(2b) intermediate general qualification","65","0.461559316610952","0.383078242881859","0.540040390340045"
"7 Strongly agree","2005","Part Time","(2a) intermediate vocational","485","0.364184050025317","0.338185668290838","0.390182431759795"
"7 Strongly agree","2005","Part Time","(2c_gen) general maturity certificate","83","0.297515746940937","0.247189825516726","0.347841668365147"
"7 Strongly agree","2005","Part Time","(2c_voc) vocational maturity certificate","146","0.351319582057126","0.305167239150341","0.397471924963911"
"7 Strongly agree","2005","Part Time","(3a) lower tertiary education","107","0.276922385497868","0.229566657069498","0.324278113926238"
"7 Strongly agree","2005","Part Time","(3b) higher tertiary education","194","0.324788502194185","0.286937301045074","0.362639703343297"
"7 Strongly agree","2005","Not Working","(0) in school","172","0.355246903089536","0.315213382184728","0.395280423994343"
"7 Strongly agree","2005","Not Working","(1a) inadequately completed","71","0.496891564963355","0.417923891666837","0.575859238259873"
"7 Strongly agree","2005","Not Working","(1b) general elementary school","465","0.389746378679107","0.361669255974386","0.417823501383828"
"7 Strongly agree","2005","Not Working","(1c) basic vocational qualification","1148","0.411308150649845","0.39310790672291","0.429508394576779"
"7 Strongly agree","2005","Not Working","(2b) intermediate general qualification","75","0.369224153349235","0.303953039662002","0.434495267036467"
"7 Strongly agree","2005","Not Working","(2a) intermediate vocational","445","0.384443002726122","0.356104624386516","0.412781381065727"
"7 Strongly agree","2005","Not Working","(2c_gen) general maturity certificate","75","0.246210468293718","0.198861247210791","0.293559689376646"
"7 Strongly agree","2005","Not Working","(2c_voc) vocational maturity certificate","143","0.358018353325167","0.309624370337022","0.406412336313313"
"7 Strongly agree","2005","Not Working","(3a) lower tertiary education","186","0.415764611845494","0.370774681721448","0.46075454196954"
"7 Strongly agree","2005","Not Working","(3b) higher tertiary education","207","0.420740806573583","0.379102314209712","0.462379298937455"
"1 Strongly disagree","2006","Full Time","(0) in school","","","",""
"1 Strongly disagree","2006","Full Time","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Full Time","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Full Time","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Full Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Full Time","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Full Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Full Time","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Full Time","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Full Time","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","Part Time","(0) in school","","","",""
"1 Strongly disagree","2006","Part Time","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Part Time","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Part Time","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Part Time","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Part Time","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Part Time","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Part Time","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Part Time","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Part Time","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","Not Working","(0) in school","","","",""
"1 Strongly disagree","2006","Not Working","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Not Working","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Not Working","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Not Working","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Not Working","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Not Working","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Not Working","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Not Working","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Not Working","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Full Time","(0) in school","","","",""
"2 on scale 1-7 ","2006","Full Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Full Time","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Full Time","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Full Time","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Full Time","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Full Time","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Full Time","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Full Time","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Full Time","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Part Time","(0) in school","","","",""
"2 on scale 1-7 ","2006","Part Time","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Part Time","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Part Time","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Part Time","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Part Time","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Part Time","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Part Time","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Part Time","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Part Time","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Working","(0) in school","","","",""
"2 on scale 1-7 ","2006","Not Working","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Not Working","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Not Working","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Not Working","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Not Working","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Not Working","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Working","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Working","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Working","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Full Time","(0) in school","","","",""
"3 on scale 1-7 ","2006","Full Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Full Time","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Full Time","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Full Time","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Full Time","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Full Time","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Full Time","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Full Time","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Full Time","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Part Time","(0) in school","","","",""
"3 on scale 1-7 ","2006","Part Time","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Part Time","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Part Time","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Part Time","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Part Time","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Part Time","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Part Time","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Part Time","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Part Time","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Working","(0) in school","","","",""
"3 on scale 1-7 ","2006","Not Working","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Not Working","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Not Working","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Not Working","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Not Working","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Not Working","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Working","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Working","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Working","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Full Time","(0) in school","","","",""
"4 on scale 1-7","2006","Full Time","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Full Time","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Full Time","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Full Time","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","Full Time","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","Full Time","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","Full Time","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","Full Time","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","Full Time","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","Part Time","(0) in school","","","",""
"4 on scale 1-7","2006","Part Time","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","Part Time","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","Part Time","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","Part Time","(2b) intermediate general qualification","","","",""
