"ple0009","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2015","Urban Area","Female","2314","0.267887836223766","0.258974965100474","0.276800707347059"
"Yes, somewhat limited","2015","Rural Area","Male","942","0.250196997832665","0.237050965438618","0.263343030226712"
"Yes, somewhat limited","2015","Rural Area","Female","1252","0.286166463766656","0.273442587905671","0.298890339627641"
"No, not limited","2015","Urban Area","Male","5766","0.688572616135387","0.678434678855748","0.698710553415027"
"No, not limited","2015","Urban Area","Female","6306","0.610003121709003","0.600186797073325","0.619819446344681"
"No, not limited","2015","Rural Area","Male","2846","0.645710307910073","0.631193264293129","0.660227351527017"
"No, not limited","2015","Rural Area","Female","3122","0.595431425931483","0.581614115030339","0.609248736832628"
"Yes, strongly limited","2016","Urban Area","Male","82","0.0426410440722946","0.033335534011244","0.0519465541333451"
"Yes, strongly limited","2016","Urban Area","Female","66","0.0730850305747899","0.0581005898702728","0.0880694712793069"
"Yes, strongly limited","2016","Rural Area","Male","48","0.0488242712508845","0.0347995992759739","0.0628489432257951"
"Yes, strongly limited","2016","Rural Area","Female","48","0.0771316172365734","0.0532637521265888","0.100999482346558"
"Yes, somewhat limited","2016","Urban Area","Male","223","0.11109962616384","0.0966261880300493","0.12557306429763"
"Yes, somewhat limited","2016","Urban Area","Female","248","0.21342863063507","0.189840051643034","0.237017209627105"
"Yes, somewhat limited","2016","Rural Area","Male","133","0.136912908682344","0.114541467805234","0.159284349559454"
"Yes, somewhat limited","2016","Rural Area","Female","95","0.174572628665893","0.14061362177548","0.208531635556307"
"No, not limited","2016","Urban Area","Male","1506","0.846259329763866","0.829646830078111","0.862871829449621"
"No, not limited","2016","Urban Area","Female","845","0.71348633879014","0.687456476456883","0.739516201123398"
"No, not limited","2016","Rural Area","Male","726","0.814262820066772","0.788953750844228","0.839571889289315"
"No, not limited","2016","Rural Area","Female","337","0.748295754097534","0.709470940115186","0.787120568079881"
"Yes, strongly limited","2017","Urban Area","Male","629","0.0864085931346253","0.0806224869028142","0.0921946993664364"
"Yes, strongly limited","2017","Urban Area","Female","888","0.109205703108178","0.103135876964139","0.115275529252218"
"Yes, strongly limited","2017","Rural Area","Male","422","0.10207930534283","0.0935385302596789","0.110620080425981"
"Yes, strongly limited","2017","Rural Area","Female","536","0.126058204608864","0.1171450065693","0.134971402648427"
"Yes, somewhat limited","2017","Urban Area","Male","1790","0.223011688931266","0.214439277852254","0.231584100010279"
"Yes, somewhat limited","2017","Urban Area","Female","2407","0.273938675337276","0.26525950512233","0.282617845552223"
"Yes, somewhat limited","2017","Rural Area","Male","1084","0.248596972283741","0.23640444237969","0.260789502187793"
"Yes, somewhat limited","2017","Rural Area","Female","1400","0.293577488446028","0.281348222678249","0.305806754213807"
"No, not limited","2017","Urban Area","Male","6639","0.690579717934108","0.68106023781375","0.700099198054466"
"No, not limited","2017","Urban Area","Female","6848","0.616855621554545","0.607394603512282","0.626316639596808"
"No, not limited","2017","Rural Area","Male","3321","0.649323722373429","0.63586222811157","0.662785216635287"
"No, not limited","2017","Rural Area","Female","3391","0.580364306945109","0.567111944636778","0.593616669253439"
"Yes, strongly limited","2018","Urban Area","Male","8","","",""
"Yes, strongly limited","2018","Urban Area","Female","8","","",""
"Yes, strongly limited","2018","Rural Area","Male","3","","",""
"Yes, strongly limited","2018","Rural Area","Female","4","","",""
"Yes, somewhat limited","2018","Urban Area","Male","20","","",""
"Yes, somewhat limited","2018","Urban Area","Female","19","","",""
"Yes, somewhat limited","2018","Rural Area","Male","9","","",""
"Yes, somewhat limited","2018","Rural Area","Female","19","","",""
"No, not limited","2018","Urban Area","Male","96","0.799782456733891","0.729349770978738","0.870215142489044"
"No, not limited","2018","Urban Area","Female","117","0.76323099963097","0.693799384820279","0.832662614441662"
"No, not limited","2018","Rural Area","Male","61","0.813457004693536","0.724096948022792","0.90281706136428"
"No, not limited","2018","Rural Area","Female","60","0.798681805237072","0.712416243638432","0.884947366835712"
"Yes, strongly limited","2019","Urban Area","Male","646","0.0885491194143294","0.0826333055898086","0.0944649332388502"
"Yes, strongly limited","2019","Urban Area","Female","821","0.115148719530382","0.108621179124966","0.121676259935799"
"Yes, strongly limited","2019","Rural Area","Male","406","0.100521291070448","0.0920735247742032","0.108969057366693"
"Yes, strongly limited","2019","Rural Area","Female","478","0.120907564507291","0.111878142751958","0.129936986262625"
"Yes, somewhat limited","2019","Urban Area","Male","1763","0.222362942306042","0.213703789165876","0.231022095446208"
"Yes, somewhat limited","2019","Urban Area","Female","2293","0.27293006751803","0.263820481221873","0.282039653814187"
"Yes, somewhat limited","2019","Rural Area","Male","1127","0.265967030954572","0.253553678006639","0.278380383902506"
"Yes, somewhat limited","2019","Rural Area","Female","1434","0.324864964722992","0.311894286295154","0.337835643150831"
"No, not limited","2019","Urban Area","Male","6450","0.689087938279629","0.67944938506227","0.698726491496987"
"No, not limited","2019","Urban Area","Female","6072","0.611921212951587","0.601955862480893","0.621886563422281"
"No, not limited","2019","Rural Area","Male","3334","0.633511677974979","0.619974604046525","0.647048751903433"
"No, not limited","2019","Rural Area","Female","3096","0.554227470769716","0.540461190544486","0.567993750994947"
