"ple0009","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, not limited","2011","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"No, not limited","2011","Couple + C. GT 16 ","(1b) general elementary school","123","0.605155918521281","0.537913003688561","0.672398833354002"
"No, not limited","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","458","0.659819192405988","0.624366158254442","0.695272226557533"
"No, not limited","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","115","0.883166273412441","0.828980339953458","0.937352206871424"
"No, not limited","2011","Couple + C. GT 16 ","(2a) intermediate vocational","566","0.77113384568874","0.740700603713819","0.801567087663661"
"No, not limited","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","253","0.892720567088669","0.856665120593236","0.928776013584103"
"No, not limited","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","172","0.747805255506172","0.691187044325032","0.804423466687313"
"No, not limited","2011","Couple + C. GT 16 ","(3a) lower tertiary education","148","0.729540100674339","0.669462238661399","0.789617962687279"
"No, not limited","2011","Couple + C. GT 16 ","(3b) higher tertiary education","302","0.860677250238754","0.825152352265362","0.896202148212146"
"No, not limited","2011","Couple + C. LE and GT 16","(0) in school","98","0.928509155875693","0.878992679871921","0.978025631879465"
"No, not limited","2011","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"No, not limited","2011","Couple + C. LE and GT 16","(1b) general elementary school","86","0.746596521932042","0.662596626466406","0.830596417397678"
"No, not limited","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","165","0.793524272801948","0.739418516619741","0.847630028984156"
"No, not limited","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","67","0.937349523833583","0.882505358809424","0.992193688857742"
"No, not limited","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","211","0.815329540352191","0.768959523374905","0.861699557329477"
"No, not limited","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","93","0.863942935581007","0.79987292060549","0.928012950556525"
"No, not limited","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","70","0.886463836626382","0.818213206771171","0.954714466481594"
"No, not limited","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","72","0.837157820496768","0.7612975272147","0.913018113778836"
"No, not limited","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","96","0.892247792620969","0.833497229837978","0.95099835540396"
"Yes, strongly limited","2012","1-pers.-HH","(0) in school","","","",""
"Yes, strongly limited","2012","1-pers.-HH","(1a) inadequately completed","23","","",""
"Yes, strongly limited","2012","1-pers.-HH","(1b) general elementary school","127","0.278996841664608","0.235897597620682","0.322096085708535"
"Yes, strongly limited","2012","1-pers.-HH","(1c) basic vocational qualification","231","0.227988365655165","0.201894301123632","0.254082430186697"
"Yes, strongly limited","2012","1-pers.-HH","(2b) intermediate general qualification","12","","",""
"Yes, strongly limited","2012","1-pers.-HH","(2a) intermediate vocational","103","0.115423517223005","0.0931417623576705","0.137705272088339"
"Yes, strongly limited","2012","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Yes, strongly limited","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","24","","",""
"Yes, strongly limited","2012","1-pers.-HH","(3a) lower tertiary education","41","0.128545727748244","0.0915847084564793","0.165506747040008"
"Yes, strongly limited","2012","1-pers.-HH","(3b) higher tertiary education","41","0.069929857077694","0.0475536233384558","0.0923060908169323"
"Yes, strongly limited","2012","(Married) couple without C. ","(0) in school","1","","",""
"Yes, strongly limited","2012","(Married) couple without C. ","(1a) inadequately completed","22","","",""
"Yes, strongly limited","2012","(Married) couple without C. ","(1b) general elementary school","137","0.207070617662551","0.174290875331565","0.239850359993537"
"Yes, strongly limited","2012","(Married) couple without C. ","(1c) basic vocational qualification","489","0.181699299156171","0.166808834526541","0.196589763785802"
"Yes, strongly limited","2012","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"Yes, strongly limited","2012","(Married) couple without C. ","(2a) intermediate vocational","203","0.104706557017156","0.090620825122204","0.118792288912107"
"Yes, strongly limited","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Yes, strongly limited","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","48","0.0725339146097921","0.0507583503693694","0.0943094788502147"
"Yes, strongly limited","2012","(Married) couple without C. ","(3a) lower tertiary education","76","0.0954203148273819","0.0746824165589134","0.11615821309585"
"Yes, strongly limited","2012","(Married) couple without C. ","(3b) higher tertiary education","88","0.0793543388772818","0.0644888969453632","0.0942197808092005"
"Yes, strongly limited","2012","Single parent ","(0) in school","1","","",""
"Yes, strongly limited","2012","Single parent ","(1a) inadequately completed","12","","",""
"Yes, strongly limited","2012","Single parent ","(1b) general elementary school","34","0.159659281957552","0.116209104240826","0.203109459674278"
"Yes, strongly limited","2012","Single parent ","(1c) basic vocational qualification","49","0.109447781003261","0.080408237738982","0.13848732426754"
"Yes, strongly limited","2012","Single parent ","(2b) intermediate general qualification","11","","",""
"Yes, strongly limited","2012","Single parent ","(2a) intermediate vocational","59","0.0881951817535814","0.0683069603863107","0.108083403120852"
"Yes, strongly limited","2012","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Yes, strongly limited","2012","Single parent ","(2c_voc) vocational maturity certificate","35","0.124847882865733","0.0854204433774261","0.16427532235404"
"Yes, strongly limited","2012","Single parent ","(3a) lower tertiary education","8","","",""
"Yes, strongly limited","2012","Single parent ","(3b) higher tertiary education","11","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(0) in school","","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(1b) general elementary school","23","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(1c) basic vocational qualification","65","0.0481856046916377","0.0361978555274558","0.0601733538558197"
"Yes, strongly limited","2012","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(2a) intermediate vocational","80","0.0335862410379042","0.0260338361497733","0.0411386459260352"
"Yes, strongly limited","2012","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","21","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(3a) lower tertiary education","12","","",""
"Yes, strongly limited","2012","Couple + C. LE 16 ","(3b) higher tertiary education","16","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(0) in school","2","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(1b) general elementary school","19","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(1c) basic vocational qualification","75","0.104532062767783","0.0809573868538164","0.12810673868175"
"Yes, strongly limited","2012","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(2a) intermediate vocational","33","0.0419803504457225","0.027432564602766","0.0565281362886789"
"Yes, strongly limited","2012","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(3a) lower tertiary education","10","","",""
"Yes, strongly limited","2012","Couple + C. GT 16 ","(3b) higher tertiary education","8","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(0) in school","1","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(1c) basic vocational qualification","21","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(2a) intermediate vocational","22","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(3a) lower tertiary education","8","","",""
"Yes, strongly limited","2012","Couple + C. LE and GT 16","(3b) higher tertiary education","7","","",""
"Yes, somewhat limited","2012","1-pers.-HH","(0) in school","1","","",""
"Yes, somewhat limited","2012","1-pers.-HH","(1a) inadequately completed","18","","",""
"Yes, somewhat limited","2012","1-pers.-HH","(1b) general elementary school","164","0.404874502305095","0.357704497756492","0.452044506853697"
"Yes, somewhat limited","2012","1-pers.-HH","(1c) basic vocational qualification","332","0.325291345052213","0.29615280008431","0.354429890020115"
"Yes, somewhat limited","2012","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Yes, somewhat limited","2012","1-pers.-HH","(2a) intermediate vocational","256","0.350077566712479","0.316815636343176","0.383339497081782"
"Yes, somewhat limited","2012","1-pers.-HH","(2c_gen) general maturity certificate","33","0.225594241749411","0.165687516536364","0.285500966962458"
"Yes, somewhat limited","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","65","0.255461509703739","0.203632852948001","0.307290166459477"
"Yes, somewhat limited","2012","1-pers.-HH","(3a) lower tertiary education","96","0.273443692061332","0.224221448211962","0.322665935910703"
"Yes, somewhat limited","2012","1-pers.-HH","(3b) higher tertiary education","119","0.222340768589343","0.185856803171838","0.258824734006847"
"Yes, somewhat limited","2012","(Married) couple without C. ","(0) in school","1","","",""
"Yes, somewhat limited","2012","(Married) couple without C. ","(1a) inadequately completed","35","0.408521335868859","0.299433154139761","0.517609517597958"
"Yes, somewhat limited","2012","(Married) couple without C. ","(1b) general elementary school","222","0.380982483958471","0.341696918006695","0.420268049910247"
"Yes, somewhat limited","2012","(Married) couple without C. ","(1c) basic vocational qualification","926","0.362537515394263","0.343973199311606","0.381101831476921"
"Yes, somewhat limited","2012","(Married) couple without C. ","(2b) intermediate general qualification","33","0.226342525169679","0.149860987275317","0.302824063064041"
"Yes, somewhat limited","2012","(Married) couple without C. ","(2a) intermediate vocational","552","0.293316685826251","0.272371193183344","0.314262178469158"
"Yes, somewhat limited","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.225433633154365","0.158338096706761","0.29252916960197"
"Yes, somewhat limited","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","154","0.247776695861016","0.211531248830546","0.284022142891485"
"Yes, somewhat limited","2012","(Married) couple without C. ","(3a) lower tertiary education","251","0.298526803699267","0.266225644515668","0.330827962882867"
"Yes, somewhat limited","2012","(Married) couple without C. ","(3b) higher tertiary education","365","0.254794482080452","0.230829380685569","0.278759583475335"
"Yes, somewhat limited","2012","Single parent ","(0) in school","18","","",""
"Yes, somewhat limited","2012","Single parent ","(1a) inadequately completed","15","","",""
"Yes, somewhat limited","2012","Single parent ","(1b) general elementary school","79","0.229723618908555","0.179824499352828","0.279622738464283"
