"ple0009","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2019","1-pers.-HH","Female","399","0.193583180313935","0.17766276768068","0.20950359294719"
"Yes, strongly limited","2019","(Married) couple without C. ","Male","475","0.118983597573176","0.10943326968991","0.128533925456442"
"Yes, strongly limited","2019","(Married) couple without C. ","Female","491","0.124579469641009","0.114603878389683","0.134555060892334"
"Yes, strongly limited","2019","Single parent ","Male","42","0.0988815322690651","0.0757189864926113","0.122044078045519"
"Yes, strongly limited","2019","Single parent ","Female","171","0.114654578591845","0.0995537036878676","0.129755453495822"
"Yes, strongly limited","2019","Couple + C. LE 16 ","Male","133","0.026569060884315","0.0211995944821889","0.0319385272864411"
"Yes, strongly limited","2019","Couple + C. LE 16 ","Female","109","0.0244918657910596","0.0192724250817245","0.0297113065003948"
"Yes, strongly limited","2019","Couple + C. GT 16 ","Male","105","0.065136902651744","0.0530906176905616","0.0771831876129264"
"Yes, strongly limited","2019","Couple + C. GT 16 ","Female","100","0.0642744225082749","0.0516948754185537","0.0768539695979961"
"Yes, strongly limited","2019","Couple + C. LE and GT 16","Male","74","0.0466184590084705","0.0356801942594385","0.0575567237575025"
"Yes, strongly limited","2019","Couple + C. LE and GT 16","Female","76","0.0458812829953312","0.0348702301967224","0.0568923357939401"
"Yes, somewhat limited","2019","1-pers.-HH","Male","545","0.267631621606766","0.250475017657868","0.284788225555663"
"Yes, somewhat limited","2019","1-pers.-HH","Female","777","0.341986744356669","0.32287225595859","0.361101232754747"
"Yes, somewhat limited","2019","(Married) couple without C. ","Male","1279","0.288914944327718","0.275545033332839","0.302284855322597"
"Yes, somewhat limited","2019","(Married) couple without C. ","Female","1361","0.330197497922702","0.315991644969956","0.344403350875449"
"Yes, somewhat limited","2019","Single parent ","Male","123","0.186542064506742","0.156315158802752","0.216768970210732"
"Yes, somewhat limited","2019","Single parent ","Female","422","0.235802428135594","0.215682473417045","0.255922382854144"
"Yes, somewhat limited","2019","Couple + C. LE 16 ","Male","478","0.12191263301575","0.110988583135338","0.132836682896162"
"Yes, somewhat limited","2019","Couple + C. LE 16 ","Female","603","0.170066722308531","0.157380601414814","0.182752843202247"
"Yes, somewhat limited","2019","Couple + C. GT 16 ","Male","343","0.225903909462528","0.205490061178787","0.246317757746269"
"Yes, somewhat limited","2019","Couple + C. GT 16 ","Female","367","0.251630943581851","0.229371638739839","0.273890248423863"
"Yes, somewhat limited","2019","Couple + C. LE and GT 16","Male","253","0.177513569917706","0.157688430314359","0.197338709521054"
"Yes, somewhat limited","2019","Couple + C. LE and GT 16","Female","290","0.192548597732296","0.17179763563662","0.213299559827972"
"No, not limited","2019","1-pers.-HH","Male","1749","0.609368931775988","0.590461986564402","0.628275876987573"
"No, not limited","2019","1-pers.-HH","Female","1190","0.464430075329397","0.44433410507515","0.484526045583643"
"No, not limited","2019","(Married) couple without C. ","Male","2661","0.592101458099106","0.577605167757038","0.606597748441174"
"No, not limited","2019","(Married) couple without C. ","Female","2358","0.545223032436289","0.530181455452256","0.560264609420322"
"No, not limited","2019","Single parent ","Male","473","0.714576403224193","0.679532939601801","0.749619866846585"
"No, not limited","2019","Single parent ","Female","1117","0.649542993272561","0.626929307110282","0.67215667943484"
"No, not limited","2019","Couple + C. LE 16 ","Male","2835","0.851518306099935","0.839646305616123","0.863390306583746"
"No, not limited","2019","Couple + C. LE 16 ","Female","2657","0.80544141190041","0.792074232827824","0.818808590972996"
"No, not limited","2019","Couple + C. GT 16 ","Male","1164","0.708959187885728","0.686784723590416","0.73113365218104"
"No, not limited","2019","Couple + C. GT 16 ","Female","993","0.684094633909874","0.66024903380076","0.707940234018987"
"No, not limited","2019","Couple + C. LE and GT 16","Male","1100","0.775867971073823","0.754231721732751","0.797504220414895"
"No, not limited","2019","Couple + C. LE and GT 16","Female","1021","0.761570119272373","0.739144463623157","0.783995774921589"
