"ple0009","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, somewhat limited","2012","vocational + Abi","West Germany","331","0.232456618080749","0.21208164809556","0.252831588065937"
"Yes, somewhat limited","2012","vocational + Abi","East Germany","63","0.21396655623528","0.167247324102738","0.260685788367822"
"Yes, somewhat limited","2012","higher vocational","West Germany","330","0.25834359690567","0.234649128399404","0.282038065411935"
"Yes, somewhat limited","2012","higher vocational","East Germany","135","0.288792562691006","0.247196060117752","0.330389065264261"
"Yes, somewhat limited","2012","higher education","West Germany","944","0.213800745446432","0.201877473554663","0.225724017338201"
"Yes, somewhat limited","2012","higher education","East Germany","433","0.311209288508369","0.287895562353542","0.334523014663195"
"No, not limited","2012","in school","West Germany","367","0.890723098393467","0.860670400601667","0.920775796185268"
"No, not limited","2012","in school","East Germany","46","0.893263095528815","0.810906533494022","0.975619657563607"
"No, not limited","2012","inadequately","West Germany","177","0.406900988882426","0.353898154606912","0.459903823157939"
"No, not limited","2012","inadequately","East Germany","29","","",""
"No, not limited","2012","general elemantary","West Germany","1415","0.533355267331682","0.513680885640169","0.553029649023196"
"No, not limited","2012","general elemantary","East Germany","197","0.4824402497259","0.43124736975628","0.53363312969552"
"No, not limited","2012","middle vocational","West Germany","6472","0.604798815598982","0.595237683385894","0.614359947812069"
"No, not limited","2012","middle vocational","East Germany","1947","0.565245528804455","0.548157741282965","0.582333316325945"
"No, not limited","2012","vocational + Abi","West Germany","1225","0.70264318672255","0.680594591680166","0.724691781764934"
"No, not limited","2012","vocational + Abi","East Germany","219","0.719213106380053","0.668019061112712","0.770407151647393"
"No, not limited","2012","higher vocational","West Germany","883","0.659669499949696","0.634021093726202","0.68531790617319"
"No, not limited","2012","higher vocational","East Germany","255","0.575056248631858","0.529684391396134","0.620428105867583"
"No, not limited","2012","higher education","West Germany","3383","0.728511975357762","0.715578411477709","0.741445539237816"
"No, not limited","2012","higher education","East Germany","966","0.596514900761668","0.571810963635149","0.621218837888186"
"Yes, strongly limited","2013","in school","West Germany","3","","",""
"Yes, strongly limited","2013","in school","East Germany","3","","",""
"Yes, strongly limited","2013","inadequately","West Germany","90","0.232349660992708","0.197648444287699","0.267050877697718"
"Yes, strongly limited","2013","inadequately","East Germany","9","","",""
"Yes, strongly limited","2013","general elemantary","West Germany","386","0.15978177957881","0.147254003392212","0.172309555765408"
"Yes, strongly limited","2013","general elemantary","East Germany","67","0.191667540159089","0.153613876602348","0.229721203715831"
"Yes, strongly limited","2013","middle vocational","West Germany","1030","0.11951268376798","0.113426228088004","0.125599139447956"
"Yes, strongly limited","2013","middle vocational","East Germany","371","0.1337355414084","0.121871959678625","0.145599123138175"
"Yes, strongly limited","2013","vocational + Abi","West Germany","127","0.0644752936355945","0.053817745513149","0.07513284175804"
"Yes, strongly limited","2013","vocational + Abi","East Germany","13","","",""
"Yes, strongly limited","2013","higher vocational","West Germany","93","0.089331758080902","0.0737065380201003","0.104956978141704"
"Yes, strongly limited","2013","higher vocational","East Germany","46","0.109243529773156","0.0796903945169442","0.138796665029368"
"Yes, strongly limited","2013","higher education","West Germany","230","0.0520288781645495","0.0460402469399703","0.0580175093891288"
"Yes, strongly limited","2013","higher education","East Germany","109","0.0808086693821961","0.0671923189881065","0.0944250197762857"
"Yes, somewhat limited","2013","in school","West Germany","48","0.0834889086410724","0.0604337146981667","0.106544102583978"
"Yes, somewhat limited","2013","in school","East Germany","5","","",""
"Yes, somewhat limited","2013","inadequately","West Germany","145","0.241387893268567","0.206227025516104","0.27654876102103"
"Yes, somewhat limited","2013","inadequately","East Germany","16","","",""
"Yes, somewhat limited","2013","general elemantary","West Germany","785","0.273727040366017","0.258482192322658","0.288971888409377"
"Yes, somewhat limited","2013","general elemantary","East Germany","102","0.26652393727113","0.223778647770312","0.309269226771949"
"Yes, somewhat limited","2013","middle vocational","West Germany","2497","0.256113186973826","0.247923537525033","0.264302836422619"
"Yes, somewhat limited","2013","middle vocational","East Germany","860","0.276890913421596","0.261294547370034","0.292487279473158"
"Yes, somewhat limited","2013","vocational + Abi","West Germany","364","0.181875685439433","0.165136667343704","0.198614703535162"
"Yes, somewhat limited","2013","vocational + Abi","East Germany","60","0.171569863822665","0.130002450724772","0.213137276920557"
"Yes, somewhat limited","2013","higher vocational","West Germany","320","0.262147412840678","0.238053868293774","0.286240957387583"
"Yes, somewhat limited","2013","higher vocational","East Germany","130","0.288087616625512","0.245183222297765","0.33099201095326"
"Yes, somewhat limited","2013","higher education","West Germany","936","0.196039166800625","0.185333920703876","0.206744412897375"
"Yes, somewhat limited","2013","higher education","East Germany","372","0.262985945893462","0.240990491618649","0.284981400168274"
"No, not limited","2013","in school","West Germany","502","0.91006672114715","0.886222543109023","0.933910899185278"
"No, not limited","2013","in school","East Germany","64","0.84011959609132","0.755465102002168","0.924774090180471"
"No, not limited","2013","inadequately","West Germany","334","0.526262445738725","0.485236173789365","0.567288717688084"
"No, not limited","2013","inadequately","East Germany","38","0.688616309333892","0.574272041124227","0.802960577543557"
"No, not limited","2013","general elemantary","West Germany","2115","0.566491180055172","0.549547417503091","0.583434942607253"
"No, not limited","2013","general elemantary","East Germany","242","0.541808522569781","0.493638860498839","0.589978184640722"
"No, not limited","2013","middle vocational","West Germany","7385","0.624374129258194","0.615287640149548","0.633460618366841"
"No, not limited","2013","middle vocational","East Germany","1931","0.589373545170004","0.572226632339396","0.606520458000612"
"No, not limited","2013","vocational + Abi","West Germany","1549","0.753649020924973","0.734951039531779","0.772347002318166"
"No, not limited","2013","vocational + Abi","East Germany","243","0.7827407650932","0.737273100373129","0.82820842981327"
"No, not limited","2013","higher vocational","West Germany","867","0.64852082907842","0.622365820460084","0.674675837696756"
"No, not limited","2013","higher vocational","East Germany","252","0.602668853601332","0.556309018199774","0.64902868900289"
"No, not limited","2013","higher education","West Germany","4117","0.751931955034825","0.740285802648224","0.763578107421427"
"No, not limited","2013","higher education","East Germany","1058","0.656205384724342","0.632475358884636","0.679935410564049"
"Yes, strongly limited","2014","in school","West Germany","","","",""
"Yes, strongly limited","2014","in school","East Germany","","","",""
"Yes, strongly limited","2014","inadequately","West Germany","","","",""
"Yes, strongly limited","2014","inadequately","East Germany","","","",""
"Yes, strongly limited","2014","general elemantary","West Germany","","","",""
"Yes, strongly limited","2014","general elemantary","East Germany","","","",""
"Yes, strongly limited","2014","middle vocational","West Germany","","","",""
"Yes, strongly limited","2014","middle vocational","East Germany","","","",""
"Yes, strongly limited","2014","vocational + Abi","West Germany","","","",""
"Yes, strongly limited","2014","vocational + Abi","East Germany","","","",""
"Yes, strongly limited","2014","higher vocational","West Germany","","","",""
"Yes, strongly limited","2014","higher vocational","East Germany","","","",""
"Yes, strongly limited","2014","higher education","West Germany","","","",""
"Yes, strongly limited","2014","higher education","East Germany","","","",""
"Yes, somewhat limited","2014","in school","West Germany","","","",""
"Yes, somewhat limited","2014","in school","East Germany","","","",""
"Yes, somewhat limited","2014","inadequately","West Germany","","","",""
"Yes, somewhat limited","2014","inadequately","East Germany","","","",""
"Yes, somewhat limited","2014","general elemantary","West Germany","","","",""
"Yes, somewhat limited","2014","general elemantary","East Germany","","","",""
"Yes, somewhat limited","2014","middle vocational","West Germany","","","",""
"Yes, somewhat limited","2014","middle vocational","East Germany","","","",""
"Yes, somewhat limited","2014","vocational + Abi","West Germany","","","",""
"Yes, somewhat limited","2014","vocational + Abi","East Germany","","","",""
"Yes, somewhat limited","2014","higher vocational","West Germany","","","",""
"Yes, somewhat limited","2014","higher vocational","East Germany","","","",""
"Yes, somewhat limited","2014","higher education","West Germany","","","",""
"Yes, somewhat limited","2014","higher education","East Germany","","","",""
"No, not limited","2014","in school","West Germany","","","",""
"No, not limited","2014","in school","East Germany","","","",""
"No, not limited","2014","inadequately","West Germany","","","",""
"No, not limited","2014","inadequately","East Germany","","","",""
"No, not limited","2014","general elemantary","West Germany","","","",""
"No, not limited","2014","general elemantary","East Germany","","","",""
"No, not limited","2014","middle vocational","West Germany","","","",""
"No, not limited","2014","middle vocational","East Germany","","","",""
"No, not limited","2014","vocational + Abi","West Germany","","","",""
"No, not limited","2014","vocational + Abi","East Germany","","","",""
"No, not limited","2014","higher vocational","West Germany","","","",""
"No, not limited","2014","higher vocational","East Germany","","","",""
"No, not limited","2014","higher education","West Germany","","","",""
"No, not limited","2014","higher education","East Germany","","","",""
"Yes, strongly limited","2015","in school","West Germany","4","","",""
"Yes, strongly limited","2015","in school","East Germany","1","","",""
"Yes, strongly limited","2015","inadequately","West Germany","75","0.271049796046239","0.231284799813025","0.310814792279453"
"Yes, strongly limited","2015","inadequately","East Germany","15","","",""
"Yes, strongly limited","2015","general elemantary","West Germany","311","0.154640530620648","0.140710619945491","0.168570441295805"
"Yes, strongly limited","2015","general elemantary","East Germany","65","0.200568487341512","0.159262170550665","0.24187480413236"
"Yes, strongly limited","2015","middle vocational","West Germany","927","0.125548688254589","0.118812399991121","0.132284976518057"
"Yes, strongly limited","2015","middle vocational","East Germany","328","0.134844310873238","0.12197284811792","0.147715773628556"
"Yes, strongly limited","2015","vocational + Abi","West Germany","110","0.0695875174766921","0.0580424704265284","0.0811325645268557"
"Yes, strongly limited","2015","vocational + Abi","East Germany","14","","",""
"Yes, strongly limited","2015","higher vocational","West Germany","91","0.105052793495902","0.0870471765496319","0.123058410442171"
"Yes, strongly limited","2015","higher vocational","East Germany","48","0.123939215918208","0.0910672308583021","0.156811200978113"
"Yes, strongly limited","2015","higher education","West Germany","221","0.0581474903070655","0.0516412989288462","0.0646536816852848"
"Yes, strongly limited","2015","higher education","East Germany","93","0.076220826177476","0.0623211403953998","0.0901205119595522"
"Yes, somewhat limited","2015","in school","West Germany","36","0.10043345640626","0.0671874779578159","0.133679434854704"
"Yes, somewhat limited","2015","in school","East Germany","4","","",""
"Yes, somewhat limited","2015","inadequately","West Germany","109","0.24373894651388","0.205330582866151","0.282147310161609"
"Yes, somewhat limited","2015","inadequately","East Germany","10","","",""
"Yes, somewhat limited","2015","general elemantary","West Germany","636","0.280725950973483","0.263413664432651","0.298038237514316"
"Yes, somewhat limited","2015","general elemantary","East Germany","89","0.24658356757772","0.202121044870543","0.291046090284897"
"Yes, somewhat limited","2015","middle vocational","West Germany","2301","0.267183060331039","0.258187070271703","0.276179050390376"
"Yes, somewhat limited","2015","middle vocational","East Germany","817","0.321210248094488","0.303613727944522","0.338806768244454"
"Yes, somewhat limited","2015","vocational + Abi","West Germany","358","0.220480693281986","0.20167059813929","0.239290788424682"
"Yes, somewhat limited","2015","vocational + Abi","East Germany","46","0.137041227570332","0.0973245884060329","0.176757866734632"
"Yes, somewhat limited","2015","higher vocational","West Germany","293","0.259556704617575","0.233813208641746","0.285300200593404"
"Yes, somewhat limited","2015","higher vocational","East Germany","105","0.256078007294129","0.212536417848772","0.299619596739487"
"Yes, somewhat limited","2015","higher education","West Germany","879","0.189419085060774","0.178525271184319","0.20031289893723"
"Yes, somewhat limited","2015","higher education","East Germany","350","0.252397630610795","0.229643405800973","0.275151855420616"
"No, not limited","2015","in school","West Germany","274","0.892050608533716","0.857727381490535","0.926373835576897"
"No, not limited","2015","in school","East Germany","50","0.970814543040511","0.9263290783225","1.01530000775852"
"No, not limited","2015","inadequately","West Germany","296","0.485211257439881","0.440500973583741","0.529921541296021"
"No, not limited","2015","inadequately","East Germany","28","","",""
"No, not limited","2015","general elemantary","West Germany","1641","0.564633518405869","0.545531609136807","0.583735427674931"
"No, not limited","2015","general elemantary","East Germany","207","0.552847945080768","0.501558859600443","0.604137030561093"
"No, not limited","2015","middle vocational","West Germany","6066","0.607268251414372","0.597339719166258","0.617196783662486"
"No, not limited","2015","middle vocational","East Germany","1560","0.543945441032273","0.525176035074387","0.56271484699016"
"No, not limited","2015","vocational + Abi","West Germany","1398","0.709931789241322","0.689342059267559","0.730521519215085"
"No, not limited","2015","vocational + Abi","East Germany","228","0.806898393915302","0.761310008039928","0.852486779790676"
"No, not limited","2015","higher vocational","West Germany","730","0.635390501886523","0.607126097125613","0.663654906647433"
"No, not limited","2015","higher vocational","East Germany","233","0.619982776787663","0.571560423581233","0.668405129994093"
"No, not limited","2015","higher education","West Germany","3870","0.75243342463216","0.740434289592828","0.764432559671493"
"No, not limited","2015","higher education","East Germany","957","0.671381543211729","0.646777031645918","0.695986054777541"
"Yes, strongly limited","2016","in school","West Germany","","","",""
"Yes, strongly limited","2016","in school","East Germany","","","",""
"Yes, strongly limited","2016","inadequately","West Germany","91","0.0758867686941848","0.0613850608744948","0.0903884765138747"
"Yes, strongly limited","2016","inadequately","East Germany","33","0.113946685645869","0.0776875156110232","0.150205855680715"
"Yes, strongly limited","2016","general elemantary","West Germany","35","0.04720943919197","0.031257027558396","0.063161850825544"
"Yes, strongly limited","2016","general elemantary","East Germany","7","","",""
"Yes, strongly limited","2016","middle vocational","West Germany","26","","",""
"Yes, strongly limited","2016","middle vocational","East Germany","9","","",""
"Yes, strongly limited","2016","vocational + Abi","West Germany","4","","",""
"Yes, strongly limited","2016","vocational + Abi","East Germany","","","",""
"Yes, strongly limited","2016","higher vocational","West Germany","","","",""
"Yes, strongly limited","2016","higher vocational","East Germany","","","",""
"Yes, strongly limited","2016","higher education","West Germany","23","","",""
"Yes, strongly limited","2016","higher education","East Germany","4","","",""
"Yes, somewhat limited","2016","in school","West Germany","4","","",""
"Yes, somewhat limited","2016","in school","East Germany","","","",""
"Yes, somewhat limited","2016","inadequately","West Germany","237","0.17651356603956","0.155635474609502","0.197391657469618"
"Yes, somewhat limited","2016","inadequately","East Germany","55","0.141890905777699","0.102072339748237","0.181709471807162"
"Yes, somewhat limited","2016","general elemantary","West Germany","109","0.147120062457184","0.120476450281004","0.173763674633364"
"Yes, somewhat limited","2016","general elemantary","East Germany","21","","",""
"Yes, somewhat limited","2016","middle vocational","West Germany","90","0.116315164429143","0.0911803922577987","0.141449936600487"
"Yes, somewhat limited","2016","middle vocational","East Germany","21","","",""
"Yes, somewhat limited","2016","vocational + Abi","West Germany","13","","",""
"Yes, somewhat limited","2016","vocational + Abi","East Germany","5","","",""
"Yes, somewhat limited","2016","higher vocational","West Germany","","","",""
"Yes, somewhat limited","2016","higher vocational","East Germany","","","",""
"Yes, somewhat limited","2016","higher education","West Germany","69","0.0908916449489709","0.068427361282496","0.113355928615446"
"Yes, somewhat limited","2016","higher education","East Germany","19","","",""
"No, not limited","2016","in school","West Germany","19","","",""
"No, not limited","2016","in school","East Germany","3","","",""
"No, not limited","2016","inadequately","West Germany","953","0.747599665266255","0.723811933179488","0.771387397353022"
"No, not limited","2016","inadequately","East Germany","207","0.744162408576432","0.694371147509367","0.793953669643496"
"No, not limited","2016","general elemantary","West Germany","535","0.805670498350846","0.775908553820291","0.835432442881401"
"No, not limited","2016","general elemantary","East Germany","123","0.87149636777684","0.818119865697876","0.924872869855804"
"No, not limited","2016","middle vocational","West Germany","509","0.842758328429165","0.814219020664931","0.871297636193399"
"No, not limited","2016","middle vocational","East Germany","106","0.81148305929774","0.74574853000656","0.87721758858892"
"No, not limited","2016","vocational + Abi","West Germany","72","0.908125938771456","0.848116082688045","0.968135794854868"
"No, not limited","2016","vocational + Abi","East Germany","15","","",""
"No, not limited","2016","higher vocational","West Germany","","","",""
"No, not limited","2016","higher vocational","East Germany","","","",""
"No, not limited","2016","higher education","West Germany","537","0.874214867808669","0.848300147993488","0.90012958762385"
"No, not limited","2016","higher education","East Germany","101","0.788807589060705","0.716968313761686","0.860646864359724"
"Yes, strongly limited","2017","in school","West Germany","8","","",""
"Yes, strongly limited","2017","in school","East Germany","","","",""
"Yes, strongly limited","2017","inadequately","West Germany","165","0.185923587127453","0.166365511199539","0.205481663055368"
"Yes, strongly limited","2017","inadequately","East Germany","10","","",""
"Yes, strongly limited","2017","general elemantary","West Germany","313","0.149457352379104","0.136388191533707","0.1625265132245"
"Yes, strongly limited","2017","general elemantary","East Germany","74","0.212097621541332","0.173414318511029","0.250780924571635"
"Yes, strongly limited","2017","middle vocational","West Germany","929","0.11574718642321","0.109335507679199","0.122158865167222"
"Yes, strongly limited","2017","middle vocational","East Germany","312","0.116803483354061","0.105093514478975","0.128513452229148"
"Yes, strongly limited","2017","vocational + Abi","West Germany","116","0.0795167480797832","0.0675026585047229","0.0915308376548434"
"Yes, strongly limited","2017","vocational + Abi","East Germany","24","","",""
"Yes, strongly limited","2017","higher vocational","West Germany","81","0.0826861333916182","0.0666989857202901","0.0986732810629463"
"Yes, strongly limited","2017","higher vocational","East Germany","43","0.117006491894514","0.0853883333983467","0.148624650390682"
"Yes, strongly limited","2017","higher education","West Germany","257","0.0615317700569141","0.0551700041894794","0.0678935359243487"
"Yes, strongly limited","2017","higher education","East Germany","99","0.0772818538712193","0.063709164703292","0.0908545430391467"
"Yes, somewhat limited","2017","in school","West Germany","37","0.127699844063583","0.0925833207658032","0.162816367361363"
"Yes, somewhat limited","2017","in school","East Germany","5","","",""
"Yes, somewhat limited","2017","inadequately","West Germany","270","0.300106635783635","0.277066765257734","0.323146506309537"
"Yes, somewhat limited","2017","inadequately","East Germany","33","0.422619429571717","0.34383045835366","0.501408400789773"
"Yes, somewhat limited","2017","general elemantary","West Germany","692","0.289731115955014","0.273102734542934","0.306359497367094"
"Yes, somewhat limited","2017","general elemantary","East Germany","102","0.263131986404845","0.221464133776644","0.304799839033046"
"Yes, somewhat limited","2017","middle vocational","West Germany","2367","0.281481604500874","0.272468544505197","0.29049466449655"
"Yes, somewhat limited","2017","middle vocational","East Germany","823","0.29766658647268","0.280996575777505","0.314336597167854"
"Yes, somewhat limited","2017","vocational + Abi","West Germany","393","0.210102327951888","0.192011665767277","0.228192990136498"
"Yes, somewhat limited","2017","vocational + Abi","East Germany","53","0.169878966576293","0.129362493320328","0.210395439832257"
"Yes, somewhat limited","2017","higher vocational","West Germany","319","0.277230371002927","0.251245772189034","0.303214969816819"
"Yes, somewhat limited","2017","higher vocational","East Germany","124","0.267639544869693","0.224089317982826","0.31118977175656"
"Yes, somewhat limited","2017","higher education","West Germany","974","0.194744473105806","0.184260699891198","0.205228246320415"
"Yes, somewhat limited","2017","higher education","East Germany","373","0.249099105742706","0.227116964109453","0.271081247375959"
"No, not limited","2017","in school","West Germany","302","0.845591641091739","0.807572780437693","0.883610501745786"
"No, not limited","2017","in school","East Germany","66","0.762307954162061","0.66329512577679","0.861320782547332"
"No, not limited","2017","inadequately","West Germany","1085","0.513969777088911","0.488843582085414","0.539095972092408"
"No, not limited","2017","inadequately","East Germany","108","0.534551847141442","0.45499268693656","0.614111007346324"
"No, not limited","2017","general elemantary","West Germany","1854","0.560811531665882","0.542619762143292","0.579003301188472"
"No, not limited","2017","general elemantary","East Germany","253","0.524770392053823","0.477514512377146","0.572026271730501"
"No, not limited","2017","middle vocational","West Germany","6268","0.602771209075916","0.592964463308534","0.612577954843299"
"No, not limited","2017","middle vocational","East Germany","1755","0.585529930173259","0.567569352268421","0.603490508078098"
"No, not limited","2017","vocational + Abi","West Germany","1439","0.710380923968329","0.690238448566842","0.730523399369816"
"No, not limited","2017","vocational + Abi","East Germany","253","0.749582917258209","0.702838156938766","0.796327677577652"
"No, not limited","2017","higher vocational","West Germany","740","0.640083495605455","0.61222133052594","0.667945660684971"
"No, not limited","2017","higher vocational","East Germany","230","0.615353963235792","0.567496908243438","0.663211018228147"
"No, not limited","2017","higher education","West Germany","4250","0.743723756837279","0.732165876556132","0.755281637118427"
"No, not limited","2017","higher education","East Germany","1015","0.673619040386075","0.649786947031145","0.697451133741004"
"Yes, strongly limited","2018","in school","West Germany","1","","",""
"Yes, strongly limited","2018","in school","East Germany","","","",""
"Yes, strongly limited","2018","inadequately","West Germany","11","","",""
"Yes, strongly limited","2018","inadequately","East Germany","","","",""
"Yes, strongly limited","2018","general elemantary","West Germany","5","","",""
"Yes, strongly limited","2018","general elemantary","East Germany","","","",""
"Yes, strongly limited","2018","middle vocational","West Germany","3","","",""
"Yes, strongly limited","2018","middle vocational","East Germany","","","",""
"Yes, strongly limited","2018","vocational + Abi","West Germany","","","",""
"Yes, strongly limited","2018","vocational + Abi","East Germany","","","",""
"Yes, strongly limited","2018","higher vocational","West Germany","","","",""
"Yes, strongly limited","2018","higher vocational","East Germany","","","",""
"Yes, strongly limited","2018","higher education","West Germany","","","",""
"Yes, strongly limited","2018","higher education","East Germany","","","",""
"Yes, somewhat limited","2018","in school","West Germany","","","",""
"Yes, somewhat limited","2018","in school","East Germany","","","",""
"Yes, somewhat limited","2018","inadequately","West Germany","27","","",""
"Yes, somewhat limited","2018","inadequately","East Germany","4","","",""
"Yes, somewhat limited","2018","general elemantary","West Germany","11","","",""
"Yes, somewhat limited","2018","general elemantary","East Germany","3","","",""
"Yes, somewhat limited","2018","middle vocational","West Germany","8","","",""
"Yes, somewhat limited","2018","middle vocational","East Germany","1","","",""
"Yes, somewhat limited","2018","vocational + Abi","West Germany","1","","",""
"Yes, somewhat limited","2018","vocational + Abi","East Germany","","","",""
"Yes, somewhat limited","2018","higher vocational","West Germany","","","",""
"Yes, somewhat limited","2018","higher vocational","East Germany","","","",""
"Yes, somewhat limited","2018","higher education","West Germany","6","","",""
"Yes, somewhat limited","2018","higher education","East Germany","2","","",""
"No, not limited","2018","in school","West Germany","8","","",""
"No, not limited","2018","in school","East Germany","","","",""
"No, not limited","2018","inadequately","West Germany","115","0.715668892019743","0.644191181322356","0.787146602717131"
"No, not limited","2018","inadequately","East Germany","9","","",""
"No, not limited","2018","general elemantary","West Germany","64","0.760046334954942","0.666465519355526","0.853627150554359"
"No, not limited","2018","general elemantary","East Germany","15","","",""
"No, not limited","2018","middle vocational","West Germany","43","0.805046447872249","0.699382396970358","0.91071049877414"
"No, not limited","2018","middle vocational","East Germany","4","","",""
"No, not limited","2018","vocational + Abi","West Germany","6","","",""
