"ple0009","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Yes, strongly limited","2018","Not Employed","Part Time","","","",""
"Yes, strongly limited","2018","Not Employed","Not Working","23","","",""
"Yes, strongly limited","2018","Employed","Full Time","","","",""
"Yes, strongly limited","2018","Employed","Part Time","","","",""
"Yes, strongly limited","2018","Employed","Not Working","","","",""
"Yes, somewhat limited","2018","Not Employed","Full Time","","","",""
"Yes, somewhat limited","2018","Not Employed","Part Time","","","",""
"Yes, somewhat limited","2018","Not Employed","Not Working","67","0.168613944530115","0.132975948520081","0.204251940540148"
"Yes, somewhat limited","2018","Employed","Full Time","","","",""
"Yes, somewhat limited","2018","Employed","Part Time","","","",""
"Yes, somewhat limited","2018","Employed","Not Working","","","",""
"No, not limited","2018","Not Employed","Full Time","","","",""
"No, not limited","2018","Not Employed","Part Time","","","",""
"No, not limited","2018","Not Employed","Not Working","334","0.787889982451178","0.748978431445282","0.826801533457074"
"No, not limited","2018","Employed","Full Time","","","",""
"No, not limited","2018","Employed","Part Time","","","",""
"No, not limited","2018","Employed","Not Working","","","",""
"Yes, strongly limited","2019","Not Employed","Full Time","","","",""
"Yes, strongly limited","2019","Not Employed","Part Time","","","",""
"Yes, strongly limited","2019","Not Employed","Not Working","1784","0.218055221595748","0.210346728732034","0.225763714459463"
"Yes, strongly limited","2019","Employed","Full Time","304","0.0300768900456547","0.0268578976791476","0.0332958824121617"
"Yes, strongly limited","2019","Employed","Part Time","439","0.0645358382029084","0.0590595267394242","0.0700121496663926"
"Yes, strongly limited","2019","Employed","Not Working","","","",""
"Yes, somewhat limited","2019","Not Employed","Full Time","","","",""
"Yes, somewhat limited","2019","Not Employed","Part Time","","","",""
"Yes, somewhat limited","2019","Not Employed","Not Working","3184","0.35052086809534","0.341613739398459","0.359427996792221"
"Yes, somewhat limited","2019","Employed","Full Time","2059","0.200185056123989","0.192643770092342","0.207726342155637"
"Yes, somewhat limited","2019","Employed","Part Time","1802","0.241199618642363","0.231664498608488","0.250734738676238"
"Yes, somewhat limited","2019","Employed","Not Working","","","",""
"No, not limited","2019","Not Employed","Full Time","","","",""
"No, not limited","2019","Not Employed","Part Time","","","",""
"No, not limited","2019","Not Employed","Not Working","6055","0.431423910308912","0.422178108304996","0.440669712312827"
"No, not limited","2019","Employed","Full Time","8452","0.769738053830356","0.761803593496207","0.777672514164505"
"No, not limited","2019","Employed","Part Time","5492","0.694264543154729","0.683995984627324","0.704533101682134"
"No, not limited","2019","Employed","Not Working","","","",""
