"ple0024","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2009","Saxony-Anhalt","Rural Area","289","0.531131275490019","0.489614064663884","0.572648486316155"
"No","2009","Thuringia","Urban Area","132","0.493999094440814","0.431008003279136","0.556990185602493"
"No","2009","Thuringia","Rural Area","275","0.503713174630111","0.462631325247174","0.544795024013048"
"Yes","2010","Schleswig-Holstein","Urban Area","","","",""
"Yes","2010","Schleswig-Holstein","Rural Area","","","",""
"Yes","2010","Hamburg","Urban Area","","","",""
"Yes","2010","Hamburg","Rural Area","","","",""
"Yes","2010","Lower Saxony","Urban Area","","","",""
"Yes","2010","Lower Saxony","Rural Area","","","",""
"Yes","2010","Bremen","Urban Area","","","",""
"Yes","2010","Bremen","Rural Area","","","",""
"Yes","2010","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2010","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2010","Hesse","Urban Area","","","",""
"Yes","2010","Hesse","Rural Area","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2010","Baden-Württemberg","Urban Area","","","",""
"Yes","2010","Baden-Württemberg","Rural Area","","","",""
"Yes","2010","Bavaria","Urban Area","","","",""
"Yes","2010","Bavaria","Rural Area","","","",""
"Yes","2010","Berlin","Urban Area","","","",""
"Yes","2010","Berlin","Rural Area","","","",""
"Yes","2010","Brandenburg","Urban Area","","","",""
"Yes","2010","Brandenburg","Rural Area","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2010","Saxony","Urban Area","","","",""
"Yes","2010","Saxony","Rural Area","","","",""
"Yes","2010","Saxony-Anhalt","Urban Area","","","",""
"Yes","2010","Saxony-Anhalt","Rural Area","","","",""
"Yes","2010","Thuringia","Urban Area","","","",""
"Yes","2010","Thuringia","Rural Area","","","",""
"No","2010","Schleswig-Holstein","Urban Area","","","",""
"No","2010","Schleswig-Holstein","Rural Area","","","",""
"No","2010","Hamburg","Urban Area","","","",""
"No","2010","Hamburg","Rural Area","","","",""
"No","2010","Lower Saxony","Urban Area","","","",""
"No","2010","Lower Saxony","Rural Area","","","",""
"No","2010","Bremen","Urban Area","","","",""
"No","2010","Bremen","Rural Area","","","",""
"No","2010","North Rhine-Westphalia","Urban Area","","","",""
"No","2010","North Rhine-Westphalia","Rural Area","","","",""
"No","2010","Hesse","Urban Area","","","",""
"No","2010","Hesse","Rural Area","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2010","Baden-Württemberg","Urban Area","","","",""
"No","2010","Baden-Württemberg","Rural Area","","","",""
"No","2010","Bavaria","Urban Area","","","",""
"No","2010","Bavaria","Rural Area","","","",""
"No","2010","Berlin","Urban Area","","","",""
"No","2010","Berlin","Rural Area","","","",""
"No","2010","Brandenburg","Urban Area","","","",""
"No","2010","Brandenburg","Rural Area","","","",""
"No","2010","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2010","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2010","Saxony","Urban Area","","","",""
"No","2010","Saxony","Rural Area","","","",""
"No","2010","Saxony-Anhalt","Urban Area","","","",""
"No","2010","Saxony-Anhalt","Rural Area","","","",""
"No","2010","Thuringia","Urban Area","","","",""
"No","2010","Thuringia","Rural Area","","","",""
"Yes","2011","Schleswig-Holstein","Urban Area","78","0.406328997849315","0.339095920929062","0.473562074769567"
"Yes","2011","Schleswig-Holstein","Rural Area","179","0.416347167885718","0.370546354420301","0.462147981351135"
"Yes","2011","Hamburg","Urban Area","127","0.434206518716567","0.379120036965919","0.489293000467214"
"Yes","2011","Hamburg","Rural Area","","","",""
"Yes","2011","Lower Saxony","Urban Area","358","0.37524018376129","0.344104998927067","0.406375368595513"
"Yes","2011","Lower Saxony","Rural Area","367","0.365311311588639","0.335009111397234","0.395613511780043"
"Yes","2011","Bremen","Urban Area","54","0.364802394034476","0.280415238022854","0.449189550046099"
"Yes","2011","Bremen","Rural Area","","","",""
"Yes","2011","North Rhine-Westphalia","Urban Area","1630","0.383011631988813","0.367880515832589","0.398142748145037"
"Yes","2011","North Rhine-Westphalia","Rural Area","59","0.409381542176685","0.327042569534564","0.491720514818806"
"Yes","2011","Hesse","Urban Area","464","0.387517493082638","0.359433317820727","0.415601668344549"
"Yes","2011","Hesse","Rural Area","82","0.254989661254985","0.200634342087747","0.309344980422224"
"Yes","2011","Rhineland-Palatinate,Saarland","Urban Area","342","0.366117796195854","0.334161556612735","0.398074035778974"
"Yes","2011","Rhineland-Palatinate,Saarland","Rural Area","118","0.388592333376589","0.335435465431176","0.441749201322002"
"Yes","2011","Baden-Württemberg","Urban Area","973","0.413142749647483","0.392683043663459","0.433602455631508"
"Yes","2011","Baden-Württemberg","Rural Area","103","0.429491451587197","0.367634448119841","0.491348455054553"
"Yes","2011","Bavaria","Urban Area","569","0.39548607200386","0.370592183411829","0.420379960595891"
"Yes","2011","Bavaria","Rural Area","629","0.359605901276502","0.336596944316704","0.382614858236301"
"Yes","2011","Berlin","Urban Area","298","0.350265338277455","0.316613713331659","0.383916963223251"
"Yes","2011","Berlin","Rural Area","","","",""
"Yes","2011","Brandenburg","Urban Area","18","","",""
"Yes","2011","Brandenburg","Rural Area","288","0.348279490577504","0.315570741807438","0.38098823934757"
"Yes","2011","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Rural Area","177","0.326481639252394","0.283951798979475","0.369011479525313"
"Yes","2011","Saxony","Urban Area","266","0.366863472366004","0.331635749831841","0.402091194900168"
"Yes","2011","Saxony","Rural Area","249","0.344510786601755","0.308581578826285","0.380439994377225"
"Yes","2011","Saxony-Anhalt","Urban Area","101","0.337648829601695","0.282936662013029","0.39236099719036"
"Yes","2011","Saxony-Anhalt","Rural Area","207","0.356734760334084","0.317546146560286","0.395923374107882"
"Yes","2011","Thuringia","Urban Area","99","0.463885050911396","0.403842477003741","0.52392762481905"
"Yes","2011","Thuringia","Rural Area","234","0.332015325087386","0.294825849917345","0.369204800257426"
"No","2011","Schleswig-Holstein","Urban Area","127","0.593671002150685","0.526437925230433","0.660904079070938"
"No","2011","Schleswig-Holstein","Rural Area","266","0.583652832114282","0.537852018648865","0.6294536455797"
"No","2011","Hamburg","Urban Area","184","0.565793481283433","0.510706999532786","0.620879963034081"
"No","2011","Hamburg","Rural Area","","","",""
"No","2011","Lower Saxony","Urban Area","571","0.62475981623871","0.593624631404487","0.655895001072933"
"No","2011","Lower Saxony","Rural Area","603","0.634688688411361","0.604386488219957","0.664990888602766"
"No","2011","Bremen","Urban Area","71","0.635197605965524","0.550810449953901","0.719584761977146"
"No","2011","Bremen","Rural Area","","","",""
"No","2011","North Rhine-Westphalia","Urban Area","2335","0.616988368011187","0.601857251854963","0.632119484167411"
"No","2011","North Rhine-Westphalia","Rural Area","78","0.590618457823315","0.508279485181194","0.672957430465436"
"No","2011","Hesse","Urban Area","692","0.612482506917362","0.584398331655451","0.640566682179273"
"No","2011","Hesse","Rural Area","165","0.745010338745015","0.690655019577776","0.799365657912253"
"No","2011","Rhineland-Palatinate,Saarland","Urban Area","531","0.633882203804146","0.601925964221026","0.665838443387265"
"No","2011","Rhineland-Palatinate,Saarland","Rural Area","205","0.611407666623411","0.558250798677998","0.664564534568824"
"No","2011","Baden-Württemberg","Urban Area","1252","0.586857250352517","0.566397544368492","0.607316956336541"
"No","2011","Baden-Württemberg","Rural Area","143","0.570508548412803","0.508651544945447","0.632365551880159"
"No","2011","Bavaria","Urban Area","913","0.60451392799614","0.579620039404109","0.629407816588171"
"No","2011","Bavaria","Rural Area","1042","0.640394098723498","0.617385141763699","0.663403055683296"
"No","2011","Berlin","Urban Area","474","0.649734661722545","0.616083036776749","0.683386286668341"
"No","2011","Berlin","Rural Area","","","",""
"No","2011","Brandenburg","Urban Area","50","0.71256114460216","0.604994544846792","0.820127744357527"
"No","2011","Brandenburg","Rural Area","527","0.651720509422496","0.61901176065243","0.684429258192562"
"No","2011","Mecklenburg-Western Pomerania","Urban Area","25","","",""
"No","2011","Mecklenburg-Western Pomerania","Rural Area","290","0.673518360747606","0.630988520474686","0.716048201020525"
"No","2011","Saxony","Urban Area","453","0.633136527633996","0.597908805099832","0.668364250168159"
"No","2011","Saxony","Rural Area","423","0.655489213398245","0.619560005622775","0.691418421173715"
"No","2011","Saxony-Anhalt","Urban Area","186","0.662351170398305","0.60763900280964","0.717063337986971"
"No","2011","Saxony-Anhalt","Rural Area","367","0.643265239665916","0.604076625892118","0.682453853439714"
"No","2011","Thuringia","Urban Area","166","0.536114949088605","0.47607237518095","0.596157522996259"
"No","2011","Thuringia","Rural Area","382","0.667984674912614","0.630795199742574","0.705174150082655"
"Yes","2012","Schleswig-Holstein","Urban Area","","","",""
"Yes","2012","Schleswig-Holstein","Rural Area","","","",""
"Yes","2012","Hamburg","Urban Area","","","",""
"Yes","2012","Hamburg","Rural Area","","","",""
"Yes","2012","Lower Saxony","Urban Area","","","",""
"Yes","2012","Lower Saxony","Rural Area","","","",""
"Yes","2012","Bremen","Urban Area","","","",""
"Yes","2012","Bremen","Rural Area","","","",""
"Yes","2012","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2012","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2012","Hesse","Urban Area","","","",""
"Yes","2012","Hesse","Rural Area","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2012","Baden-Württemberg","Urban Area","","","",""
"Yes","2012","Baden-Württemberg","Rural Area","","","",""
"Yes","2012","Bavaria","Urban Area","","","",""
"Yes","2012","Bavaria","Rural Area","","","",""
"Yes","2012","Berlin","Urban Area","","","",""
"Yes","2012","Berlin","Rural Area","","","",""
"Yes","2012","Brandenburg","Urban Area","","","",""
"Yes","2012","Brandenburg","Rural Area","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2012","Saxony","Urban Area","","","",""
"Yes","2012","Saxony","Rural Area","","","",""
"Yes","2012","Saxony-Anhalt","Urban Area","","","",""
"Yes","2012","Saxony-Anhalt","Rural Area","","","",""
"Yes","2012","Thuringia","Urban Area","","","",""
"Yes","2012","Thuringia","Rural Area","","","",""
"No","2012","Schleswig-Holstein","Urban Area","","","",""
"No","2012","Schleswig-Holstein","Rural Area","","","",""
"No","2012","Hamburg","Urban Area","","","",""
"No","2012","Hamburg","Rural Area","","","",""
"No","2012","Lower Saxony","Urban Area","","","",""
"No","2012","Lower Saxony","Rural Area","","","",""
"No","2012","Bremen","Urban Area","","","",""
"No","2012","Bremen","Rural Area","","","",""
"No","2012","North Rhine-Westphalia","Urban Area","","","",""
"No","2012","North Rhine-Westphalia","Rural Area","","","",""
"No","2012","Hesse","Urban Area","","","",""
"No","2012","Hesse","Rural Area","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2012","Baden-Württemberg","Urban Area","","","",""
"No","2012","Baden-Württemberg","Rural Area","","","",""
"No","2012","Bavaria","Urban Area","","","",""
"No","2012","Bavaria","Rural Area","","","",""
"No","2012","Berlin","Urban Area","","","",""
"No","2012","Berlin","Rural Area","","","",""
"No","2012","Brandenburg","Urban Area","","","",""
"No","2012","Brandenburg","Rural Area","","","",""
"No","2012","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2012","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2012","Saxony","Urban Area","","","",""
"No","2012","Saxony","Rural Area","","","",""
"No","2012","Saxony-Anhalt","Urban Area","","","",""
"No","2012","Saxony-Anhalt","Rural Area","","","",""
"No","2012","Thuringia","Urban Area","","","",""
"No","2012","Thuringia","Rural Area","","","",""
"Yes","2013","Schleswig-Holstein","Urban Area","59","0.31804606791906","0.247622830775555","0.388469305062565"
"Yes","2013","Schleswig-Holstein","Rural Area","149","0.375008628816356","0.328927532396801","0.421089725235912"
"Yes","2013","Hamburg","Urban Area","119","0.348444395415541","0.295403636637142","0.401485154193939"
"Yes","2013","Hamburg","Rural Area","","","",""
"Yes","2013","Lower Saxony","Urban Area","291","0.313035456763945","0.281295590553734","0.344775322974157"
"Yes","2013","Lower Saxony","Rural Area","315","0.336760139661715","0.30681765938191","0.36670261994152"
"Yes","2013","Bremen","Urban Area","56","0.443555524444116","0.354667678502826","0.532443370385407"
"Yes","2013","Bremen","Rural Area","","","",""
"Yes","2013","North Rhine-Westphalia","Urban Area","1321","0.336598624802857","0.321166682561681","0.352030567044032"
"Yes","2013","North Rhine-Westphalia","Rural Area","44","0.352236052471415","0.259537427054488","0.444934677888342"
"Yes","2013","Hesse","Urban Area","361","0.34164060155477","0.312803170045204","0.370478033064335"
"Yes","2013","Hesse","Rural Area","73","0.227036566241682","0.17458089745753","0.279492235025834"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","284","0.35135844045024","0.318722978591426","0.383993902309053"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","90","0.29916926024137","0.244951962916112","0.353386557566628"
"Yes","2013","Baden-Württemberg","Urban Area","771","0.377117272040015","0.355353109682039","0.398881434397991"
"Yes","2013","Baden-Württemberg","Rural Area","78","0.433607510523087","0.366898069515763","0.500316951530411"
"Yes","2013","Bavaria","Urban Area","511","0.348027735341738","0.322739317932474","0.373316152751002"
"Yes","2013","Bavaria","Rural Area","543","0.317601665919646","0.294410478925348","0.340792852913945"
"Yes","2013","Berlin","Urban Area","259","0.332613293324607","0.299182675775963","0.36604391087325"
"Yes","2013","Berlin","Rural Area","","","",""
"Yes","2013","Brandenburg","Urban Area","23","","",""
"Yes","2013","Brandenburg","Rural Area","243","0.357094415784634","0.322047403782711","0.392141427786558"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","16","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","136","0.288678293188359","0.245027914493061","0.332328671883656"
"Yes","2013","Saxony","Urban Area","216","0.335085113518337","0.299290271080155","0.370879955956519"
"Yes","2013","Saxony","Rural Area","229","0.363462029449289","0.326821581249519","0.400102477649059"
"Yes","2013","Saxony-Anhalt","Urban Area","68","0.268643326434264","0.214451452141411","0.322835200727117"
"Yes","2013","Saxony-Anhalt","Rural Area","161","0.316036260405555","0.275365599610313","0.356706921200796"
"Yes","2013","Thuringia","Urban Area","90","0.442383819158656","0.378610733457474","0.506156904859837"
"Yes","2013","Thuringia","Rural Area","203","0.349989433412474","0.310833431789955","0.389145435034993"
"No","2013","Schleswig-Holstein","Urban Area","109","0.68195393208094","0.611530694937435","0.752377169224445"
"No","2013","Schleswig-Holstein","Rural Area","275","0.624991371183644","0.578910274764088","0.671072467603199"
"No","2013","Hamburg","Urban Area","191","0.651555604584459","0.598514845806061","0.704596363362858"
"No","2013","Hamburg","Rural Area","","","",""
"No","2013","Lower Saxony","Urban Area","529","0.686964543236055","0.655224677025843","0.718704409446266"
"No","2013","Lower Saxony","Rural Area","642","0.663239860338285","0.63329738005848","0.69318234061809"
"No","2013","Bremen","Urban Area","64","0.556444475555884","0.467556629614593","0.645332321497174"
"No","2013","Bremen","Rural Area","","","",""
"No","2013","North Rhine-Westphalia","Urban Area","2281","0.663401375197143","0.647969432955967","0.678833317438319"
"No","2013","North Rhine-Westphalia","Rural Area","58","0.647763947528585","0.555065322111658","0.740462572945512"
"No","2013","Hesse","Urban Area","678","0.65835939844523","0.629521966935665","0.687196829954796"
"No","2013","Hesse","Rural Area","172","0.772963433758318","0.720507764974166","0.82541910254247"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","538","0.64864155954976","0.616006097690947","0.681277021408574"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","184","0.70083073975863","0.646613442433372","0.755048037083888"
"No","2013","Baden-Württemberg","Urban Area","1134","0.622882727959985","0.601118565602009","0.644646890317961"
"No","2013","Baden-Württemberg","Rural Area","134","0.566392489476913","0.499683048469589","0.633101930484237"
"No","2013","Bavaria","Urban Area","852","0.651972264658262","0.626683847248998","0.677260682067526"
"No","2013","Bavaria","Rural Area","1005","0.682398334080354","0.659207147086055","0.705589521074652"
"No","2013","Berlin","Urban Area","504","0.667386706675394","0.63395608912675","0.700817324224037"
"No","2013","Berlin","Rural Area","","","",""
"No","2013","Brandenburg","Urban Area","45","0.628282673674352","0.5134203550816","0.743144992267103"
"No","2013","Brandenburg","Rural Area","475","0.642905584215366","0.607858572213442","0.677952596217289"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","23","","",""
"No","2013","Mecklenburg-Western Pomerania","Rural Area","278","0.711321706811641","0.667671328116344","0.754972085506939"
"No","2013","Saxony","Urban Area","452","0.664914886481663","0.629120044043481","0.700709728919845"
"No","2013","Saxony","Rural Area","433","0.636537970550711","0.599897522350941","0.673178418750481"
"No","2013","Saxony-Anhalt","Urban Area","189","0.731356673565736","0.677164799272883","0.785548547858589"
"No","2013","Saxony-Anhalt","Rural Area","341","0.683963739594445","0.643293078799204","0.724634400389687"
"No","2013","Thuringia","Urban Area","143","0.557616180841344","0.493843095140163","0.621389266542526"
"No","2013","Thuringia","Rural Area","367","0.650010566587526","0.610854564965006","0.689166568210045"
"Yes","2014","Schleswig-Holstein","Urban Area","","","",""
"Yes","2014","Schleswig-Holstein","Rural Area","","","",""
"Yes","2014","Hamburg","Urban Area","","","",""
"Yes","2014","Hamburg","Rural Area","","","",""
"Yes","2014","Lower Saxony","Urban Area","","","",""
"Yes","2014","Lower Saxony","Rural Area","","","",""
"Yes","2014","Bremen","Urban Area","","","",""
"Yes","2014","Bremen","Rural Area","","","",""
"Yes","2014","North Rhine-Westphalia","Urban Area","","","",""
"Yes","2014","North Rhine-Westphalia","Rural Area","","","",""
"Yes","2014","Hesse","Urban Area","","","",""
"Yes","2014","Hesse","Rural Area","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Yes","2014","Baden-Württemberg","Urban Area","","","",""
"Yes","2014","Baden-Württemberg","Rural Area","","","",""
"Yes","2014","Bavaria","Urban Area","","","",""
"Yes","2014","Bavaria","Rural Area","","","",""
"Yes","2014","Berlin","Urban Area","","","",""
"Yes","2014","Berlin","Rural Area","","","",""
"Yes","2014","Brandenburg","Urban Area","","","",""
"Yes","2014","Brandenburg","Rural Area","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Yes","2014","Saxony","Urban Area","","","",""
"Yes","2014","Saxony","Rural Area","","","",""
"Yes","2014","Saxony-Anhalt","Urban Area","","","",""
"Yes","2014","Saxony-Anhalt","Rural Area","","","",""
"Yes","2014","Thuringia","Urban Area","","","",""
"Yes","2014","Thuringia","Rural Area","","","",""
"No","2014","Schleswig-Holstein","Urban Area","","","",""
"No","2014","Schleswig-Holstein","Rural Area","","","",""
"No","2014","Hamburg","Urban Area","","","",""
"No","2014","Hamburg","Rural Area","","","",""
"No","2014","Lower Saxony","Urban Area","","","",""
"No","2014","Lower Saxony","Rural Area","","","",""
"No","2014","Bremen","Urban Area","","","",""
"No","2014","Bremen","Rural Area","","","",""
"No","2014","North Rhine-Westphalia","Urban Area","","","",""
"No","2014","North Rhine-Westphalia","Rural Area","","","",""
"No","2014","Hesse","Urban Area","","","",""
"No","2014","Hesse","Rural Area","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"No","2014","Baden-Württemberg","Urban Area","","","",""
"No","2014","Baden-Württemberg","Rural Area","","","",""
"No","2014","Bavaria","Urban Area","","","",""
"No","2014","Bavaria","Rural Area","","","",""
"No","2014","Berlin","Urban Area","","","",""
"No","2014","Berlin","Rural Area","","","",""
"No","2014","Brandenburg","Urban Area","","","",""
"No","2014","Brandenburg","Rural Area","","","",""
"No","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No","2014","Saxony","Urban Area","","","",""
"No","2014","Saxony","Rural Area","","","",""
"No","2014","Saxony-Anhalt","Urban Area","","","",""
"No","2014","Saxony-Anhalt","Rural Area","","","",""
"No","2014","Thuringia","Urban Area","","","",""
"No","2014","Thuringia","Rural Area","","","",""
"Yes","2015","Schleswig-Holstein","Urban Area","96","0.351006508205686","0.290622738034119","0.411390278377253"
"Yes","2015","Schleswig-Holstein","Rural Area","226","0.348532090356535","0.311382207271624","0.385681973441446"
"Yes","2015","Hamburg","Urban Area","198","0.372579873059554","0.326667238961991","0.418492507157117"
"Yes","2015","Hamburg","Rural Area","","","",""
"Yes","2015","Lower Saxony","Urban Area","444","0.37034594116681","0.341220606108095","0.399471276225525"
"Yes","2015","Lower Saxony","Rural Area","549","0.348261342107403","0.322903772757642","0.373618911457163"
"Yes","2015","Bremen","Urban Area","70","0.357367563529466","0.285540365880358","0.429194761178573"
"Yes","2015","Bremen","Rural Area","","","",""
"Yes","2015","North Rhine-Westphalia","Urban Area","2111","0.371943957568044","0.358596453294168","0.385291461841921"
"Yes","2015","North Rhine-Westphalia","Rural Area","43","0.375748188385847","0.283549761352625","0.467946615419069"
"Yes","2015","Hesse","Urban Area","596","0.425323191970854","0.399162911068236","0.451483472873472"
"Yes","2015","Hesse","Rural Area","116","0.284587583050093","0.235455882482092","0.333719283618093"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","460","0.373745710763985","0.345129614620182","0.402361806907787"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","166","0.379931853350437","0.331760555041376","0.428103151659498"
"Yes","2015","Baden-Württemberg","Urban Area","1182","0.40472690472655","0.386010568033669","0.423443241419432"
"Yes","2015","Baden-Württemberg","Rural Area","161","0.511464743533266","0.457119415165542","0.565810071900989"
"Yes","2015","Bavaria","Urban Area","783","0.40132475040429","0.378749504482674","0.423899996325906"
"Yes","2015","Bavaria","Rural Area","957","0.356166043389439","0.336165001073005","0.376167085705873"
