"ple0024","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","2015","Employed","Other degree","1060","1","1","1"
"Yes","2015","Employed","no degree/no degree yet","159","1","1","1"
"Yes","2016","Not Employed","lower secondary degree","","","",""
"Yes","2016","Not Employed","secondary school degree","","","",""
"Yes","2016","Not Employed","college entrance qualification","","","",""
"Yes","2016","Not Employed","Other degree","","","",""
"Yes","2016","Not Employed","no degree/no degree yet","","","",""
"Yes","2016","Employed","lower secondary degree","","","",""
"Yes","2016","Employed","secondary school degree","","","",""
"Yes","2016","Employed","college entrance qualification","","","",""
"Yes","2016","Employed","Other degree","","","",""
"Yes","2016","Employed","no degree/no degree yet","","","",""
"Yes","2017","Not Employed","lower secondary degree","434","1","1","1"
"Yes","2017","Not Employed","secondary school degree","419","1","1","1"
"Yes","2017","Not Employed","college entrance qualification","564","1","1","1"
"Yes","2017","Not Employed","Other degree","319","1","1","1"
"Yes","2017","Not Employed","no degree/no degree yet","304","1","1","1"
"Yes","2017","Employed","lower secondary degree","1190","1","1","1"
"Yes","2017","Employed","secondary school degree","2308","1","1","1"
"Yes","2017","Employed","college entrance qualification","3070","1","1","1"
"Yes","2017","Employed","Other degree","1221","1","1","1"
"Yes","2017","Employed","no degree/no degree yet","169","1","1","1"
"Yes","2018","Not Employed","lower secondary degree","","","",""
"Yes","2018","Not Employed","secondary school degree","","","",""
"Yes","2018","Not Employed","college entrance qualification","","","",""
"Yes","2018","Not Employed","Other degree","","","",""
"Yes","2018","Not Employed","no degree/no degree yet","","","",""
"Yes","2018","Employed","lower secondary degree","","","",""
"Yes","2018","Employed","secondary school degree","","","",""
"Yes","2018","Employed","college entrance qualification","","","",""
"Yes","2018","Employed","Other degree","","","",""
"Yes","2018","Employed","no degree/no degree yet","","","",""
"Yes","2019","Not Employed","lower secondary degree","329","1","1","1"
"Yes","2019","Not Employed","secondary school degree","340","1","1","1"
"Yes","2019","Not Employed","college entrance qualification","501","1","1","1"
"Yes","2019","Not Employed","Other degree","181","1","1","1"
"Yes","2019","Not Employed","no degree/no degree yet","241","1","1","1"
"Yes","2019","Employed","lower secondary degree","869","1","1","1"
"Yes","2019","Employed","secondary school degree","1921","1","1","1"
"Yes","2019","Employed","college entrance qualification","2892","1","1","1"
"Yes","2019","Employed","Other degree","885","1","1","1"
"Yes","2019","Employed","no degree/no degree yet","144","1","1","1"
