"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2015","no degree/no degree yet","Female","7.16","8","455","3","6","9","10","6.93","7.39","8","8"
"2015","no degree/no degree yet","Male","7.23","8","349","4","6","9","10","6.97","7.49","8","8"
"2015","Other degree","Female","7.75","8","1523","5","7","9","10","7.64","7.86","8","8"
"2015","Other degree","Male","7.37","8","1260","4","6","9","10","7.26","7.48","8","8"
"2015","secondary school degree","Female","7.83","8","4231","5","7","9","10","7.77","7.89","8","8"
"2015","secondary school degree","Male","7.92","8","2887","5","7","9","10","7.86","7.98","8","8"
"2016","college entrance qualification","Female","8.07","8","3551","6","7","9","10","8.01","8.13","8","8"
"2016","college entrance qualification","Male","7.97","8","3236","6","7","9","10","7.91","8.03","8","8"
"2016","lower secondary degree","Female","8","8","2959","5","7","9","10","7.93","8.07","8","8"
"2016","lower secondary degree","Male","7.84","8","2892","5","7","9","10","7.77","7.91","8","8"
"2016","no degree/no degree yet","Female","7.16","8","456","3","6","9","10","6.93","7.39","8","8"
"2016","no degree/no degree yet","Male","7.37","8","349","5","6","9","10","7.12","7.62","8","8"
"2016","Other degree","Female","7.68","8","1773","5","7","9","10","7.58","7.78","8","8"
"2016","Other degree","Male","7.53","8","1475","5","7","9","10","7.42","7.64","8","8"
"2016","secondary school degree","Female","7.82","8","3927","5","7","9","10","7.76","7.88","8","8"
"2016","secondary school degree","Male","7.92","8","2681","6","7","9","10","7.86","7.98","8","8"
"2017","college entrance qualification","Female","8.05","8","4113","6","7","9","10","8","8.1","8","8"
"2017","college entrance qualification","Male","7.92","8","3788","6","7","9","10","7.87","7.97","8","8"
"2017","lower secondary degree","Female","7.92","8","3025","5","7","9","10","7.85","7.99","8","8"
"2017","lower secondary degree","Male","7.77","8","3049","5","7","9","10","7.7","7.84","8","8"
"2017","no degree/no degree yet","Female","7.56","8","486","4","7","10","10","7.34","7.78","8","8"
"2017","no degree/no degree yet","Male","7.58","8","415","4","7","9","10","7.37","7.79","8","8"
"2017","Other degree","Female","7.73","8","1698","5","7","9","10","7.62","7.84","8","8"
"2017","Other degree","Male","7.45","8","1393","5","6","9","10","7.34","7.56","8","8"
"2017","secondary school degree","Female","7.84","8","4450","5","7","9","10","7.78","7.9","8","8"
"2017","secondary school degree","Male","7.9","8","3117","5","7","9","10","7.84","7.96","8","8"
"2018","college entrance qualification","Female","7.99","8","3986","5","7","9","10","7.93","8.05","8","8"
"2018","college entrance qualification","Male","7.96","8","3657","6","7","9","10","7.91","8.01","8","8"
"2018","lower secondary degree","Female","7.89","8","2853","5","7","9","10","7.82","7.96","8","8"
"2018","lower secondary degree","Male","7.76","8","2856","5","7","9","10","7.69","7.83","8","8"
"2018","no degree/no degree yet","Female","7.11","8","482","3","5","9","10","6.88","7.34","8","8"
"2018","no degree/no degree yet","Male","7.48","8","389","4","6","9","10","7.25","7.71","8","8"
"2018","Other degree","Female","7.67","8","1630","5","7","9","10","7.56","7.78","8","8"
"2018","Other degree","Male","7.58","8","1298","5","7","9","10","7.47","7.69","8","8"
"2018","secondary school degree","Female","7.83","8","4271","5","7","9","10","7.77","7.89","8","8"
"2018","secondary school degree","Male","7.84","8","2958","5","7","9","10","7.77","7.91","8","8"
"2019","college entrance qualification","Female","8.09","8","4254","6","7","9","10","8.04","8.14","8","9"
"2019","college entrance qualification","Male","8","8","4275","6","7","9","10","7.95","8.05","8","9"
"2019","lower secondary degree","Female","7.91","8","2572","5","7","9","10","7.83","7.99","8","8"
"2019","lower secondary degree","Male","7.83","8","2741","5","7","9","10","7.76","7.9","8","8"
"2019","no degree/no degree yet","Female","7.34","8","404","4","6","9","10","7.08","7.6","8","8"
"2019","no degree/no degree yet","Male","7.63","8","369","5","7","9","10","7.4","7.86","8","8"
"2019","Other degree","Female","7.9","8","1405","5","7","9","10","7.8","8","8","8"
"2019","Other degree","Male","7.51","8","1159","5","7","9","10","7.39","7.63","8","8"
"2019","secondary school degree","Female","7.96","8","4235","6","7","9","10","7.9","8.02","8","8"
"2019","secondary school degree","Male","7.93","8","3191","6","7","9","10","7.87","7.99","8","8"
