"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2003","higher education","Westdeutschland, alte Bundeslaender","6.44","7","2035","4","5","8","9","6.35","6.53","7","7"
"2003","higher vocational","Ostdeutschland, neue Bundeslaender","6.39","7","337","4","5","8","9","6.19","6.59","7","7"
"2003","higher vocational","Westdeutschland, alte Bundeslaender","6.49","7","882","4","5","8","9","6.36","6.62","7","7"
"2003","in school","Ostdeutschland, neue Bundeslaender","6.64","7","82","4","5","8","10","6.18","7.1","6","8"
"2003","in school","Westdeutschland, alte Bundeslaender","5.97","6","219","3","5","8","9","5.66","6.28","5","6"
"2003","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2003","inadequately","Westdeutschland, alte Bundeslaender","6.02","6","202","3","5","8","9","5.7","6.34","6","7"
"2003","middle vocational","Ostdeutschland, neue Bundeslaender","6.53","7","2200","4","5","8","9","6.45","6.61","7","7"
"2003","middle vocational","Westdeutschland, alte Bundeslaender","6.66","7","6434","4","5","8","9","6.61","6.71","7","7"
"2003","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.61","7","110","4","5","8","9","6.26","6.96","6","7"
"2003","vocational + Abi","Westdeutschland, alte Bundeslaender","6.61","7","797","4","5","8","9","6.47","6.75","7","7"
"2004","general elemantary","Ostdeutschland, neue Bundeslaender","6.4","6","282","4","5","8","10","6.14","6.66","6","7"
"2004","general elemantary","Westdeutschland, alte Bundeslaender","6.57","7","1793","4","5","8","9","6.47","6.67","7","7"
"2004","higher education","Ostdeutschland, neue Bundeslaender","6.29","6","879","4","5","8","8","6.17","6.41","7","7"
"2004","higher education","Westdeutschland, alte Bundeslaender","6.39","7","2003","4","5","8","9","6.3","6.48","7","7"
"2004","higher vocational","Ostdeutschland, neue Bundeslaender","6.43","7","333","4","5","8","9","6.24","6.62","7","7"
"2004","higher vocational","Westdeutschland, alte Bundeslaender","6.52","7","885","4","5","8","9","6.39","6.65","7","7"
"2004","in school","Ostdeutschland, neue Bundeslaender","6.79","7","83","3","5","9","10","6.3","7.28","6","7"
"2004","in school","Westdeutschland, alte Bundeslaender","6.2","6","232","3","5","8","9","5.89","6.51","5","7"
"2004","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2004","inadequately","Westdeutschland, alte Bundeslaender","6.31","7","187","3","5","8","10","5.97","6.65","6","7"
"2004","middle vocational","Ostdeutschland, neue Bundeslaender","6.36","7","2186","4","5","8","9","6.28","6.44","7","7"
"2004","middle vocational","Westdeutschland, alte Bundeslaender","6.65","7","6274","4","5","8","9","6.6","6.7","7","7"
"2004","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.57","7","112","5","5","8","9","6.25","6.89","7","7"
"2004","vocational + Abi","Westdeutschland, alte Bundeslaender","6.56","7","802","4","5","8","9","6.43","6.69","7","7"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","6.39","7","259","3","5","8","10","6.13","6.65","6","7"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","6.48","7","1683","4","5","8","9","6.38","6.58","7","7"
"2005","higher education","Ostdeutschland, neue Bundeslaender","6.56","7","851","4","5","8","9","6.43","6.69","7","7"
"2005","higher education","Westdeutschland, alte Bundeslaender","6.54","7","2001","4","5","8","9","6.45","6.63","7","7"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","6.68","7","314","4","5","8","9","6.46","6.9","7","7"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","6.51","7","845","4","5","8","9","6.38","6.64","7","7"
"2005","in school","Ostdeutschland, neue Bundeslaender","6.53","7","85","4","5","8","9","6.08","6.98","6","7"
"2005","in school","Westdeutschland, alte Bundeslaender","6.64","7","260","3","5","9","10","6.36","6.92","6","7"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","6.42","6","177","3","5","8","10","6.05","6.79","6","7"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","6.41","7","2085","4","5","8","9","6.33","6.49","7","7"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","6.57","7","6006","4","5","8","9","6.52","6.62","7","7"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","7","119","4","6","8","9","6.6","7.26","6","7"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","6.47","7","773","4","5","8","9","6.33","6.61","7","7"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","6.43","7","290","4","5","8","9","6.2","6.66","6","7"
"2006","general elemantary","Westdeutschland, alte Bundeslaender","6.53","7","1725","4","5","8","9","6.43","6.63","7","7"
"2006","higher education","Ostdeutschland, neue Bundeslaender","6.5","7","917","4","5","8","9","6.38","6.62","7","7"
"2006","higher education","Westdeutschland, alte Bundeslaender","6.42","7","2267","3","5","8","9","6.34","6.5","7","7"
"2006","higher vocational","Ostdeutschland, neue Bundeslaender","6.48","7","311","3","5","8","9","6.26","6.7","7","7"
"2006","higher vocational","Westdeutschland, alte Bundeslaender","6.61","7","923","4","5","8","9","6.48","6.74","7","7"
"2006","in school","Ostdeutschland, neue Bundeslaender","7.08","7","42","5","5","9","10","6.47","7.69","6","8"
"2006","in school","Westdeutschland, alte Bundeslaender","6.5","7","163","3","5","8","9","6.16","6.84","6","7"
"2006","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","inadequately","Westdeutschland, alte Bundeslaender","6.14","6","163","4","5","8","9","5.81","6.47","6","7"
"2006","middle vocational","Ostdeutschland, neue Bundeslaender","6.51","7","2232","4","5","8","9","6.43","6.59","7","7"
"2006","middle vocational","Westdeutschland, alte Bundeslaender","6.62","7","6565","4","5","8","9","6.57","6.67","7","7"
"2006","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.58","7","132","4","5","8","9","6.26","6.9","6","7"
"2006","vocational + Abi","Westdeutschland, alte Bundeslaender","6.38","7","852","3","5","8","9","6.24","6.52","7","7"
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","6.48","7","244","3","5","8","9","6.23","6.73","7","7"
"2007","general elemantary","Westdeutschland, alte Bundeslaender","6.56","7","1553","4","5","8","9","6.45","6.67","7","7"
"2007","higher education","Ostdeutschland, neue Bundeslaender","6.52","7","906","4","5","8","9","6.4","6.64","7","7"
"2007","higher education","Westdeutschland, alte Bundeslaender","6.61","7","2197","4","5","8","9","6.53","6.69","7","7"
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","6.7","7","300","4","5","8","9","6.48","6.92","7","7"
"2007","higher vocational","Westdeutschland, alte Bundeslaender","6.6","7","852","4","5","8","9","6.47","6.73","7","7"
"2007","in school","Ostdeutschland, neue Bundeslaender","6.76","7","43","4","6","8","8","6.17","7.35","6","8"
"2007","in school","Westdeutschland, alte Bundeslaender","6.72","7","140","4","5","8","10","6.36","7.08","6","7"
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","6.22","7","156","3","5","8","9","5.86","6.58","6","7"
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","6.51","7","2092","4","5","8","9","6.43","6.59","7","7"
"2007","middle vocational","Westdeutschland, alte Bundeslaender","6.66","7","6185","4","5","8","9","6.61","6.71","7","7"
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.93","6","128","3","5","8","8","5.61","6.25","6","7"
"2007","vocational + Abi","Westdeutschland, alte Bundeslaender","6.41","7","817","4","5","8","9","6.27","6.55","7","7"
"2008","general elemantary","Ostdeutschland, neue Bundeslaender","6.73","7","235","4","5","8","9","6.48","6.98","7","7"
"2008","general elemantary","Westdeutschland, alte Bundeslaender","6.67","7","1412","4","5","8","10","6.56","6.78","7","7"
"2008","higher education","Ostdeutschland, neue Bundeslaender","6.71","7","873","4","5","8","9","6.59","6.83","7","7"
"2008","higher education","Westdeutschland, alte Bundeslaender","6.62","7","2104","4","5","8","9","6.54","6.7","7","7"
"2008","higher vocational","Ostdeutschland, neue Bundeslaender","6.76","7","289","5","5","8","9","6.55","6.97","7","7"
"2008","higher vocational","Westdeutschland, alte Bundeslaender","6.84","7","785","5","5","8","9","6.71","6.97","7","7"
"2008","in school","Ostdeutschland, neue Bundeslaender","6.72","7","45","4","5","8","9","6.19","7.25","6","7"
"2008","in school","Westdeutschland, alte Bundeslaender","6.58","7","130","4","5","8","10","6.2","6.96","6","7"
"2008","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","inadequately","Westdeutschland, alte Bundeslaender","6.18","6","131","3","5","8","9","5.83","6.53","6","7"
"2008","middle vocational","Ostdeutschland, neue Bundeslaender","6.66","7","2029","5","5","8","9","6.58","6.74","7","7"
"2008","middle vocational","Westdeutschland, alte Bundeslaender","6.6","7","5780","4","5","8","9","6.55","6.65","7","7"
"2008","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.99","6","125","3","5","8","8","5.64","6.34","6","7"
"2008","vocational + Abi","Westdeutschland, alte Bundeslaender","6.6","7","742","4","5","8","9","6.46","6.74","7","7"
"2009","general elemantary","Ostdeutschland, neue Bundeslaender","7","7","203","5","5","8","10","6.73","7.27","7","8"
"2009","general elemantary","Westdeutschland, alte Bundeslaender","6.66","7","1258","4","5","8","9","6.54","6.78","7","7"
"2009","higher education","Ostdeutschland, neue Bundeslaender","6.69","7","859","4","5","8","9","6.57","6.81","7","7"
"2009","higher education","Westdeutschland, alte Bundeslaender","6.66","7","2058","4","5","8","9","6.58","6.74","7","7"
"2009","higher vocational","Ostdeutschland, neue Bundeslaender","6.66","7","278","5","5","8","9","6.45","6.87","7","7"
"2009","higher vocational","Westdeutschland, alte Bundeslaender","6.82","7","743","5","5","8","9","6.69","6.95","7","7"
"2009","in school","Ostdeutschland, neue Bundeslaender","6.41","6.51","33","4","5","8","9","5.79","7.03","5","8"
"2009","in school","Westdeutschland, alte Bundeslaender","6.47","7","126","3","6","8","9","6.1","6.84","7","7"
"2009","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","inadequately","Westdeutschland, alte Bundeslaender","5.9","5","126","4","5","8","9","5.51","6.29","6","7"
"2009","middle vocational","Ostdeutschland, neue Bundeslaender","6.7","7","1929","4","5","8","9","6.62","6.78","7","7"
"2009","middle vocational","Westdeutschland, alte Bundeslaender","6.63","7","5438","4","5","8","9","6.58","6.68","7","7"
"2009","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.43","7","118","5","5","8","8","6.11","6.75","6","7"
"2009","vocational + Abi","Westdeutschland, alte Bundeslaender","6.57","7","703","4","5","8","9","6.43","6.71","7","7"
"2010","general elemantary","Ostdeutschland, neue Bundeslaender","6.88","7","276","4","5","8","10","6.62","7.14","7","8"
"2010","general elemantary","Westdeutschland, alte Bundeslaender","6.61","7","1797","4","5","8","9","6.51","6.71","7","7"
"2010","higher education","Ostdeutschland, neue Bundeslaender","6.9","7","1042","5","6","8","9","6.79","7.01","7","7"
"2010","higher education","Westdeutschland, alte Bundeslaender","6.7","7","3146","4","5","8","9","6.63","6.77","7","7"
"2010","higher vocational","Ostdeutschland, neue Bundeslaender","6.75","7","322","4","5","8","9","6.54","6.96","7","7"
"2010","higher vocational","Westdeutschland, alte Bundeslaender","6.78","7","957","5","6","8","9","6.66","6.9","7","7"
"2010","in school","Ostdeutschland, neue Bundeslaender","7.63","8","30","5","8","9","9","6.83","8.43","7","9"
"2010","in school","Westdeutschland, alte Bundeslaender","6.9","7","220","5","5","8","10","6.61","7.19","7","7"
"2010","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","inadequately","Westdeutschland, alte Bundeslaender","6.25","6","264","3","5","8","9","5.94","6.56","6","7"
"2010","middle vocational","Ostdeutschland, neue Bundeslaender","6.71","7","2420","4","5","8","9","6.63","6.79","7","7"
"2010","middle vocational","Westdeutschland, alte Bundeslaender","6.74","7","7453","4","5","8","9","6.7","6.78","7","7"
"2010","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.9","7","211","5","6","8","9","6.66","7.14","7","7"
"2010","vocational + Abi","Westdeutschland, alte Bundeslaender","6.56","7","1258","4","5","8","9","6.45","6.67","7","7"
"2011","general elemantary","Ostdeutschland, neue Bundeslaender","6.58","7","300","4","5","8","10","6.34","6.82","6","7"
"2011","general elemantary","Westdeutschland, alte Bundeslaender","6.61","7","1924","4","5","8","9","6.52","6.7","7","7"
"2011","higher education","Ostdeutschland, neue Bundeslaender","6.87","7","1137","5","6","8","9","6.77","6.97","7","7"
"2011","higher education","Westdeutschland, alte Bundeslaender","6.86","7","3465","5","6","8","9","6.8","6.92","7","7"
"2011","higher vocational","Ostdeutschland, neue Bundeslaender","6.74","7","342","4","5","8","9","6.54","6.94","7","7"
"2011","higher vocational","Westdeutschland, alte Bundeslaender","6.75","7","1004","4","5","8","10","6.63","6.87","7","7"
"2011","in school","Ostdeutschland, neue Bundeslaender","7.42","8","31","5","5","9","10","6.69","8.15","5","8"
"2011","in school","Westdeutschland, alte Bundeslaender","7.38","8","242","5","6","9","10","7.12","7.64","7","8"
"2011","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","inadequately","Westdeutschland, alte Bundeslaender","6.35","6.93","279","4","5","8","9","6.08","6.62","6","7"
"2011","middle vocational","Ostdeutschland, neue Bundeslaender","6.75","7","2560","4","5","8","9","6.68","6.82","7","7"
"2011","middle vocational","Westdeutschland, alte Bundeslaender","6.79","7","8143","4","5","8","9","6.75","6.83","7","7"
"2011","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.8","8","226","4","5","8","9","6.56","7.04","7","7"
"2011","vocational + Abi","Westdeutschland, alte Bundeslaender","6.68","7","1390","4","5","8","9","6.57","6.79","7","7"
"2012","general elemantary","Ostdeutschland, neue Bundeslaender","6.74","7","296","5","6","8","9","6.52","6.96","7","7"
"2012","general elemantary","Westdeutschland, alte Bundeslaender","6.75","7","2066","4","5","8","9","6.66","6.84","7","7"
"2012","higher education","Ostdeutschland, neue Bundeslaender","6.87","7","1152","4","5","8","9","6.76","6.98","7","7"
"2012","higher education","Westdeutschland, alte Bundeslaender","6.97","7","3650","5","6","8","9","6.91","7.03","7","7"
"2012","higher vocational","Ostdeutschland, neue Bundeslaender","6.72","7","374","5","5","8","9","6.55","6.89","7","7"
"2012","higher vocational","Westdeutschland, alte Bundeslaender","6.92","7","1015","5","6","8","9","6.8","7.04","7","7"
"2012","in school","Ostdeutschland, neue Bundeslaender","7.69","8","36","4","7","9","10","6.89","8.49","6","9"
"2012","in school","Westdeutschland, alte Bundeslaender","7.25","7","266","5","6","8","10","7.03","7.47","7","8"
"2012","inadequately","Ostdeutschland, neue Bundeslaender","6.24","5","36","5","5","8","10","5.46","7.02","5","7"
"2012","inadequately","Westdeutschland, alte Bundeslaender","6.44","7","276","3","5","8","10","6.14","6.74","6","7"
"2012","middle vocational","Ostdeutschland, neue Bundeslaender","6.75","7","2674","4","5","8","9","6.68","6.82","7","7"
"2012","middle vocational","Westdeutschland, alte Bundeslaender","6.83","7","8376","4","5","8","9","6.79","6.87","7","7"
"2012","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.94","7","238","5","6","8","9","6.69","7.19","7","7"
"2012","vocational + Abi","Westdeutschland, alte Bundeslaender","6.8","7","1402","4","5","8","9","6.7","6.9","7","7"
"2013","general elemantary","Ostdeutschland, neue Bundeslaender","6.88","7","282","5","5","8","10","6.63","7.13","7","7"
"2013","general elemantary","Westdeutschland, alte Bundeslaender","6.71","7","1942","4","5","8","9","6.62","6.8","7","7"
"2013","higher education","Ostdeutschland, neue Bundeslaender","6.87","7","1139","4","6","8","9","6.76","6.98","7","7"
"2013","higher education","Westdeutschland, alte Bundeslaender","6.9","7","3629","5","6","8","9","6.84","6.96","7","7"
"2013","higher vocational","Ostdeutschland, neue Bundeslaender","6.71","7","347","3","5","8","9","6.51","6.91","7","8"
"2013","higher vocational","Westdeutschland, alte Bundeslaender","6.9","7","1020","5","6","8","9","6.78","7.02","7","7"
"2013","in school","Ostdeutschland, neue Bundeslaender","7.2","8","40","4","5","9","9","6.52","7.88","6","8"
"2013","in school","Westdeutschland, alte Bundeslaender","6.92","7","244","5","5","9","10","6.66","7.18","7","7"
"2013","inadequately","Ostdeutschland, neue Bundeslaender","6.62","6","39","5","5","8","9","5.94","7.3","5","8"
"2013","inadequately","Westdeutschland, alte Bundeslaender","6.5","7","240","3","5","8","10","6.2","6.8","6","7"
"2013","middle vocational","Ostdeutschland, neue Bundeslaender","6.81","7","2549","5","5","8","9","6.74","6.88","7","7"
"2013","middle vocational","Westdeutschland, alte Bundeslaender","6.87","7","8121","4","5","8","9","6.83","6.91","7","7"
"2013","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.18","7","226","5","6","8","9","6.96","7.4","7","8"
"2013","vocational + Abi","Westdeutschland, alte Bundeslaender","6.71","7","1328","4","6","8","9","6.6","6.82","7","7"
"2014","general elemantary","Ostdeutschland, neue Bundeslaender","6.71","7","315","4","5","8","10","6.47","6.95","7","7"
"2014","general elemantary","Westdeutschland, alte Bundeslaender","6.78","7","2281","4","5","8","10","6.69","6.87","7","7"
"2014","higher education","Ostdeutschland, neue Bundeslaender","6.86","7","1133","5","5","8","9","6.75","6.97","7","7"
"2014","higher education","Westdeutschland, alte Bundeslaender","6.84","7","3947","5","6","8","9","6.78","6.9","7","7"
"2014","higher vocational","Ostdeutschland, neue Bundeslaender","6.91","7","327","5","5","8","9","6.71","7.11","7","8"
"2014","higher vocational","Westdeutschland, alte Bundeslaender","6.86","7","976","4","6","8","9","6.74","6.98","7","7"
"2014","in school","Ostdeutschland, neue Bundeslaender","6.72","7","32","4","5","8","8","6.17","7.27","7","8"
"2014","in school","Westdeutschland, alte Bundeslaender","7.14","7","264","5","5","9","10","6.9","7.38","7","8"
"2014","inadequately","Ostdeutschland, neue Bundeslaender","6.52","7","47","3","5","8","10","5.87","7.17","6","8"
"2014","inadequately","Westdeutschland, alte Bundeslaender","6.18","6","367","2","5","8","9","5.94","6.42","7","7"
"2014","middle vocational","Ostdeutschland, neue Bundeslaender","6.86","7","2419","5","5","8","9","6.78","6.94","7","7"
"2014","middle vocational","Westdeutschland, alte Bundeslaender","6.84","7","8287","4","5","8","9","6.8","6.88","7","7"
"2014","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.24","7","246","5","6","8","10","7.02","7.46","7","8"
"2014","vocational + Abi","Westdeutschland, alte Bundeslaender","6.91","7","1547","4","5","8","9","6.81","7.01","7","7"
"2015","general elemantary","Ostdeutschland, neue Bundeslaender","6.62","7","295","4","5","8","10","6.37","6.87","7","7"
"2015","general elemantary","Westdeutschland, alte Bundeslaender","6.9","7","1966","4","5","8","10","6.81","6.99","7","7"
"2015","higher education","Ostdeutschland, neue Bundeslaender","6.91","7","1092","5","6","8","9","6.81","7.01","7","7"
"2015","higher education","Westdeutschland, alte Bundeslaender","6.9","7","3719","5","6","8","9","6.84","6.96","7","7"
"2015","higher vocational","Ostdeutschland, neue Bundeslaender","6.54","7","318","3","5","8","9","6.34","6.74","7","7"
"2015","higher vocational","Westdeutschland, alte Bundeslaender","6.93","7","927","5","6","8","9","6.81","7.05","7","7"
"2015","in school","Ostdeutschland, neue Bundeslaender","7.12","7","34","5","6","8","9","6.56","7.68","6","8"
"2015","in school","Westdeutschland, alte Bundeslaender","6.9","7","190","3","5","9","10","6.6","7.2","7","8"
"2015","inadequately","Ostdeutschland, neue Bundeslaender","6.39","6.61","41","2","5","8","10","5.75","7.03","5","7"
"2015","inadequately","Westdeutschland, alte Bundeslaender","6.41","7","302","3","5","8","10","6.15","6.67","7","7"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","6.84","7","2290","4","5","8","9","6.76","6.92","7","7"
"2015","middle vocational","Westdeutschland, alte Bundeslaender","6.89","7","7700","5","6","8","9","6.85","6.93","7","7"
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.1","7","237","5","6","8","9","6.87","7.33","7","8"
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","6.9","7","1462","4","6","8","9","6.8","7","7","7"
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","6.73","7","283","4","5","8","9","6.49","6.97","7","7"
"2016","general elemantary","Westdeutschland, alte Bundeslaender","6.84","7","1901","4","5","8","10","6.75","6.93","7","7"
"2016","higher education","Ostdeutschland, neue Bundeslaender","6.82","7","1087","5","6","8","9","6.71","6.93","7","7"
"2016","higher education","Westdeutschland, alte Bundeslaender","6.91","7","3852","5","6","8","9","6.85","6.97","7","7"
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","6.96","8","301","5","5","8","9","6.75","7.17","7","8"
"2016","higher vocational","Westdeutschland, alte Bundeslaender","6.92","7","859","5","6","8","9","6.8","7.04","7","7"
"2016","in school","Ostdeutschland, neue Bundeslaender","7.38","7","34","6","6","8","10","6.77","7.99","7","8"
"2016","in school","Westdeutschland, alte Bundeslaender","7.11","7","203","5","6","9","10","6.82","7.4","7","8"
"2016","inadequately","Ostdeutschland, neue Bundeslaender","5.83","6","37","2","5","8","9","4.99","6.67","6","8"
"2016","inadequately","Westdeutschland, alte Bundeslaender","6.73","7","286","4","5","8","10","6.47","6.99","6","7"
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","6.93","7","2221","5","6","8","9","6.85","7.01","7","7"
"2016","middle vocational","Westdeutschland, alte Bundeslaender","6.87","7","7324","5","5","8","9","6.83","6.91","7","7"
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.3","8","238","5","6","8","9","7.07","7.53","7","8"
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","6.83","7","1542","4","6","8","9","6.73","6.93","7","7"
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","6.71","7","328","4","5","8","9","6.48","6.94","7","7"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","6.71","7","2063","4","5","8","9","6.62","6.8","7","7"
"2017","higher education","Ostdeutschland, neue Bundeslaender","6.95","7","1204","5","6","8","9","6.85","7.05","7","7"
"2017","higher education","Westdeutschland, alte Bundeslaender","6.96","7","4403","5","6","8","9","6.91","7.01","7","7"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","6.93","7","342","5","6","8","9","6.74","7.12","7","7"
"2017","higher vocational","Westdeutschland, alte Bundeslaender","6.99","7","982","5","6","8","9","6.88","7.1","7","7"
"2017","in school","Ostdeutschland, neue Bundeslaender","7.41","8","44","5","6","9","10","6.84","7.98","7","8"
"2017","in school","Westdeutschland, alte Bundeslaender","7.31","8","237","5","6","9","10","7.04","7.58","7","8"
"2017","inadequately","Ostdeutschland, neue Bundeslaender","5.66","6","43","3","5","7","8","4.99","6.33","5","7"
"2017","inadequately","Westdeutschland, alte Bundeslaender","6.72","7","342","4","5","8","10","6.49","6.95","7","7"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","6.83","7","2495","5","5","8","9","6.76","6.9","7","7"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","6.86","7","8231","5","5","8","9","6.82","6.9","7","7"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.06","7","285","5","6","8","9","6.85","7.27","7","8"
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","6.86","7","1712","5","6","8","9","6.77","6.95","7","7"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","6.69","7","362","4","5","8","10","6.46","6.92","7","7"
"2018","general elemantary","Westdeutschland, alte Bundeslaender","6.8","7","2007","4","5","8","9","6.71","6.89","7","7"
"2018","higher education","Ostdeutschland, neue Bundeslaender","6.95","7","1157","5","6","8","9","6.85","7.05","7","7"
"2018","higher education","Westdeutschland, alte Bundeslaender","6.87","7","4293","5","6","8","9","6.82","6.92","7","7"
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","6.79","7","330","4","5","8","9","6.59","6.99","7","7"
"2018","higher vocational","Westdeutschland, alte Bundeslaender","6.82","7","920","4","5","8","9","6.7","6.94","7","7"
"2018","in school","Ostdeutschland, neue Bundeslaender","7.07","7","41","5","6","8","10","6.59","7.55","6","8"
"2018","in school","Westdeutschland, alte Bundeslaender","7.35","7","219","5","6","9","10","7.1","7.6","7","8"
"2018","inadequately","Ostdeutschland, neue Bundeslaender","5.58","6","53","2","5","7","8","5.03","6.13","5","7"
"2018","inadequately","Westdeutschland, alte Bundeslaender","6.48","7","373","4","5","8","10","6.24","6.72","7","7"
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","6.83","7","2433","5","6","8","9","6.76","6.9","7","7"
"2018","middle vocational","Westdeutschland, alte Bundeslaender","6.83","7","7779","4","5","8","9","6.79","6.87","7","7"
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.13","7","285","5","6","8","9","6.93","7.33","7","8"
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","6.85","7","1632","5","6","8","9","6.76","6.94","7","7"
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","6.73","7","340","4","5","8","9","6.5","6.96","7","8"
"2019","general elemantary","Westdeutschland, alte Bundeslaender","6.79","7","1800","4","5","8","10","6.69","6.89","7","7"
"2019","higher education","Ostdeutschland, neue Bundeslaender","7.06","7","1358","5","6","8","9","6.96","7.16","7","8"
"2019","higher education","Westdeutschland, alte Bundeslaender","6.95","7","4686","5","6","8","9","6.9","7","7","7"
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","7.1","7","374","5","6","8","9","6.92","7.28","7","8"
"2019","higher vocational","Westdeutschland, alte Bundeslaender","6.96","7","1026","5","6","8","9","6.84","7.08","7","8"
"2019","in school","Ostdeutschland, neue Bundeslaender","6.81","7","43","5","5","8","9","6.27","7.35","6","8"
"2019","in school","Westdeutschland, alte Bundeslaender","7.39","7.98","210","5","6","9","10","7.13","7.65","7","8"
"2019","inadequately","Ostdeutschland, neue Bundeslaender","5.99","7","37","0","5","8","10","5.18","6.8","7","8"
"2019","inadequately","Westdeutschland, alte Bundeslaender","6.38","7","302","3","5","8","10","6.1","6.66","6","7"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","6.81","7","2314","4","6","8","9","6.74","6.88","7","7"
"2019","middle vocational","Westdeutschland, alte Bundeslaender","6.96","7","7594","5","6","8","9","6.92","7","7","7"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.09","7","286","5","6","8","10","6.88","7.3","7","8"
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","6.97","7","1667","5","6","8","9","6.88","7.06","7","7"
