"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2011","no degree/no degree yet","6.83","7","602","4","5","8","10","6.66","7","7","7"
"2011","Other degree","6.92","7","1416","5","6","8","9","6.82","7.02","7","7"
"2011","secondary school degree","6.77","7","6827","4","5","8","9","6.72","6.82","7","7"
"2012","college entrance qualification","6.87","7","6135","5","6","8","9","6.82","6.92","7","7"
"2012","lower secondary degree","6.79","7","6357","4","5","8","9","6.74","6.84","7","7"
"2012","no degree/no degree yet","6.82","7","642","4","5","8","10","6.65","6.99","7","7"
"2012","Other degree","7.04","7","1500","5","6","8","10","6.94","7.14","7","7"
"2012","secondary school degree","6.79","7","7004","4","5","8","9","6.75","6.83","7","7"
"2013","college entrance qualification","6.86","7","6075","4","6","8","9","6.81","6.91","7","7"
"2013","lower secondary degree","6.81","7","6083","4","5","8","9","6.76","6.86","7","7"
"2013","no degree/no degree yet","6.64","7","591","4","5","8","10","6.46","6.82","7","7"
"2013","Other degree","6.87","7","1353","5","6","8","9","6.76","6.98","7","7"
"2013","secondary school degree","6.88","7","6825","4","6","8","9","6.83","6.93","7","7"
"2014","college entrance qualification","6.85","7","6073","5","6","8","9","6.8","6.9","7","7"
"2014","lower secondary degree","6.75","7","5803","4","5","8","9","6.7","6.8","7","7"
"2014","no degree/no degree yet","6.47","7","744","3","5","8","10","6.31","6.63","7","7"
"2014","Other degree","7.11","7","2775","5","6","8","10","7.03","7.19","7","8"
"2014","secondary school degree","6.86","7","6530","5","5","8","9","6.81","6.91","7","7"
"2015","college entrance qualification","6.94","7","5823","5","6","8","9","6.89","6.99","7","7"
"2015","lower secondary degree","6.78","7","5326","4","5","8","9","6.73","6.83","7","7"
"2015","no degree/no degree yet","6.6","7","609","3","5","8","10","6.43","6.77","7","7"
"2015","Other degree","7.2","7","2343","5","6","8","10","7.12","7.28","7","8"
"2015","secondary school degree","6.84","7","6189","5","6","8","9","6.79","6.89","7","7"
"2016","college entrance qualification","6.91","7","5677","5","6","8","9","6.86","6.96","7","7"
"2016","lower secondary degree","6.74","7","4992","4","5","8","9","6.69","6.79","7","7"
"2016","no degree/no degree yet","6.84","7","623","4","5","8","10","6.67","7.01","7","7"
"2016","Other degree","7.1","7","2795","5","6","8","10","7.03","7.17","7","8"
"2016","secondary school degree","6.89","7","5806","5","6","8","9","6.84","6.94","7","7"
"2017","college entrance qualification","6.95","7","6812","5","6","8","9","6.91","6.99","7","7"
"2017","lower secondary degree","6.81","7","5362","4","5","8","9","6.76","6.86","7","7"
"2017","no degree/no degree yet","6.77","7","723","4","5","8","10","6.61","6.93","7","7"
"2017","Other degree","6.98","7","2733","5","6","8","9","6.91","7.05","7","7"
"2017","secondary school degree","6.84","7","6768","5","5","8","9","6.8","6.88","7","7"
"2018","college entrance qualification","6.89","7","6638","5","6","8","9","6.85","6.93","7","7"
"2018","lower secondary degree","6.75","7","5088","4","5","8","9","6.7","6.8","7","7"
"2018","no degree/no degree yet","6.72","7","734","4","5","8","10","6.56","6.88","7","7"
"2018","Other degree","6.94","7","2596","5","6","8","9","6.86","7.02","7","7"
"2018","secondary school degree","6.84","7","6465","5","6","8","9","6.8","6.88","7","7"
"2019","college entrance qualification","7","7","7393","5","6","8","9","6.96","7.04","7","7"
"2019","lower secondary degree","6.81","7","4726","4","5","8","9","6.75","6.87","7","7"
"2019","no degree/no degree yet","6.57","7","641","4","5","8","10","6.39","6.75","7","7"
"2019","Other degree","7.15","7","2309","5","6","8","10","7.07","7.23","7","8"
"2019","secondary school degree","6.91","7","6637","5","6","8","9","6.87","6.95","7","7"
