"hgowner","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1","1984","Baden-Württemberg","(Married) couple without C. ","178","0.571907143196994","0.523836200661125","0.619978085732863"
"1","1984","Baden-Württemberg","Single parent ","39","0.464498007343398","0.373344865147793","0.555651149539004"
"1","1984","Baden-Württemberg","Couple + C. LE 16 ","200","0.474377415900765","0.436048785208201","0.51270604659333"
"1","1984","Baden-Württemberg","Couple + C. GT 16 ","216","0.720010295802474","0.675732098880585","0.764288492724364"
"1","1984","Baden-Württemberg","Couple + C. LE and GT 16","142","0.666506118323187","0.616244583492264","0.71676765315411"
"1","1984","Bavaria","1-pers.-HH","53","0.288814524712342","0.226622605130885","0.351006444293799"
"1","1984","Bavaria","(Married) couple without C. ","204","0.469496432532585","0.425034768478643","0.513958096586527"
"1","1984","Bavaria","Single parent ","43","0.473825645080992","0.373419473441405","0.574231816720579"
"1","1984","Bavaria","Couple + C. LE 16 ","202","0.468955944421433","0.426865597083959","0.511046291758906"
"1","1984","Bavaria","Couple + C. GT 16 ","188","0.679545089455106","0.629043648046589","0.730046530863623"
"1","1984","Bavaria","Couple + C. LE and GT 16","179","0.731836657549351","0.683821207986584","0.779852107112117"
"1","1984","Berlin","1-pers.-HH","4","","",""
"1","1984","Berlin","(Married) couple without C. ","8","","",""
"1","1984","Berlin","Single parent ","","","",""
"1","1984","Berlin","Couple + C. LE 16 ","10","","",""
"1","1984","Berlin","Couple + C. GT 16 ","5","","",""
"1","1984","Berlin","Couple + C. LE and GT 16","3","","",""
"1","1984","Brandenburg","1-pers.-HH","","","",""
"1","1984","Brandenburg","(Married) couple without C. ","","","",""
"1","1984","Brandenburg","Single parent ","","","",""
"1","1984","Brandenburg","Couple + C. LE 16 ","","","",""
"1","1984","Brandenburg","Couple + C. GT 16 ","","","",""
"1","1984","Brandenburg","Couple + C. LE and GT 16","","","",""
"1","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"1","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"1","1984","Mecklenburg-Western Pomerania","Single parent ","","","",""
"1","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"1","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"1","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"1","1984","Saxony","1-pers.-HH","","","",""
"1","1984","Saxony","(Married) couple without C. ","","","",""
"1","1984","Saxony","Single parent ","","","",""
"1","1984","Saxony","Couple + C. LE 16 ","","","",""
"1","1984","Saxony","Couple + C. GT 16 ","","","",""
"1","1984","Saxony","Couple + C. LE and GT 16","","","",""
"1","1984","Saxony-Anhalt","1-pers.-HH","","","",""
"1","1984","Saxony-Anhalt","(Married) couple without C. ","","","",""
"1","1984","Saxony-Anhalt","Single parent ","","","",""
"1","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"1","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"1","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"1","1984","Thuringia","1-pers.-HH","","","",""
"1","1984","Thuringia","(Married) couple without C. ","","","",""
"1","1984","Thuringia","Single parent ","","","",""
"1","1984","Thuringia","Couple + C. LE 16 ","","","",""
"1","1984","Thuringia","Couple + C. GT 16 ","","","",""
"1","1984","Thuringia","Couple + C. LE and GT 16","","","",""
"2","1984","Schleswig-Holstein","1-pers.-HH","38","0.664884772060207","0.53898600245979","0.790783541660623"
"2","1984","Schleswig-Holstein","(Married) couple without C. ","36","0.392046929515964","0.290044430603055","0.494049428428873"
"2","1984","Schleswig-Holstein","Single parent ","12","","",""
"2","1984","Schleswig-Holstein","Couple + C. LE 16 ","49","0.454070936169872","0.35599545354956","0.552146418790183"
"2","1984","Schleswig-Holstein","Couple + C. GT 16 ","22","","",""
"2","1984","Schleswig-Holstein","Couple + C. LE and GT 16","3","","",""
"2","1984","Hamburg","1-pers.-HH","50","0.926835796550034","0.858015352563917","0.995656240536151"
"2","1984","Hamburg","(Married) couple without C. ","78","0.825408688627693","0.747837578105339","0.902979799150046"
"2","1984","Hamburg","Single parent ","16","","",""
"2","1984","Hamburg","Couple + C. LE 16 ","56","0.875887269816589","0.795109775804658","0.95666476382852"
"2","1984","Hamburg","Couple + C. GT 16 ","15","","",""
"2","1984","Hamburg","Couple + C. LE and GT 16","29","","",""
"2","1984","Lower Saxony","1-pers.-HH","91","0.732945246984752","0.653455606509787","0.812434887459717"
"2","1984","Lower Saxony","(Married) couple without C. ","148","0.492960798637356","0.434505768030219","0.551415829244494"
"2","1984","Lower Saxony","Single parent ","27","","",""
"2","1984","Lower Saxony","Couple + C. LE 16 ","160","0.493467694798403","0.435525090383025","0.551410299213782"
"2","1984","Lower Saxony","Couple + C. GT 16 ","72","0.266080497056386","0.207818859105957","0.324342135006815"
"2","1984","Lower Saxony","Couple + C. LE and GT 16","75","0.313997607448811","0.238970982842142","0.38902423205548"
"2","1984","Bremen","1-pers.-HH","24","","",""
"2","1984","Bremen","(Married) couple without C. ","33","0.755417457397463","0.629829478784029","0.881005436010896"
"2","1984","Bremen","Single parent ","3","","",""
"2","1984","Bremen","Couple + C. LE 16 ","20","","",""
"2","1984","Bremen","Couple + C. GT 16 ","6","","",""
"2","1984","Bremen","Couple + C. LE and GT 16","6","","",""
"2","1984","North Rhine-Westphalia","1-pers.-HH","300","0.792512653613554","0.751633574688091","0.833391732539018"
"2","1984","North Rhine-Westphalia","(Married) couple without C. ","504","0.664506058291307","0.629873003609868","0.699139112972747"
"2","1984","North Rhine-Westphalia","Single parent ","112","0.695533197509277","0.621643504580549","0.769422890438006"
"2","1984","North Rhine-Westphalia","Couple + C. LE 16 ","612","0.621789148556833","0.589359662130151","0.654218634983515"
"2","1984","North Rhine-Westphalia","Couple + C. GT 16 ","291","0.449473542405166","0.406301343723036","0.492645741087296"
"2","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","274","0.348770057081887","0.30665840144339","0.390881712720384"
"2","1984","Hesse","1-pers.-HH","98","0.752140914495116","0.676750722927454","0.827531106062777"
"2","1984","Hesse","(Married) couple without C. ","176","0.525513919962976","0.46764186223717","0.583385977688782"
"2","1984","Hesse","Single parent ","36","0.664022821844259","0.526019917588025","0.802025726100493"
"2","1984","Hesse","Couple + C. LE 16 ","226","0.634049629598183","0.579081646099873","0.689017613096493"
"2","1984","Hesse","Couple + C. GT 16 ","118","0.378337530837219","0.315661539751307","0.44101352192313"
"2","1984","Hesse","Couple + C. LE and GT 16","115","0.470269631430268","0.394342857114057","0.546196405746479"
"2","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","47","0.557855687164707","0.447639915989498","0.668071458339915"
"2","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","88","0.39325983408006","0.326229069042334","0.460290599117786"
"2","1984","Rhineland-Palatinate,Saarland","Single parent ","26","","",""
"2","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","103","0.518635858646056","0.443746834127607","0.593524883164505"
"2","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","43","0.213438531670509","0.148934778041406","0.277942285299612"
"2","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","34","0.127229991817523","0.0673586120465333","0.187101371588512"
"2","1984","Baden-Württemberg","1-pers.-HH","150","0.647046822470465","0.584041337816681","0.710052307124248"
"2","1984","Baden-Württemberg","(Married) couple without C. ","227","0.42748920027331","0.379426817049553","0.475551583497067"
"2","1984","Baden-Württemberg","Single parent ","76","0.535501992656602","0.444348850460996","0.626655134852207"
"2","1984","Baden-Württemberg","Couple + C. LE 16 ","438","0.507285370773038","0.468910388238811","0.545660353307264"
"2","1984","Baden-Württemberg","Couple + C. GT 16 ","173","0.263259071173177","0.219828192670365","0.306689949675989"
"2","1984","Baden-Württemberg","Couple + C. LE and GT 16","196","0.333493881676813","0.28323234684589","0.383755416507736"
"2","1984","Bavaria","1-pers.-HH","137","0.675260405064082","0.611001063371504","0.73951974675666"
"2","1984","Bavaria","(Married) couple without C. ","268","0.512361588473761","0.467830568173358","0.556892608774164"
"2","1984","Bavaria","Single parent ","52","0.526174354919008","0.425768183279421","0.626580526558595"
"2","1984","Bavaria","Couple + C. LE 16 ","328","0.519698996638934","0.477560028457405","0.561837964820464"
"2","1984","Bavaria","Couple + C. GT 16 ","140","0.320454910544894","0.269953469136377","0.370956351953411"
"2","1984","Bavaria","Couple + C. LE and GT 16","144","0.265821615481504","0.217939849670609","0.313703381292399"
"2","1984","Berlin","1-pers.-HH","68","0.936706927135532","0.880851340496662","0.992562513774403"
"2","1984","Berlin","(Married) couple without C. ","96","0.907846305704","0.852256652879883","0.963435958528116"
"2","1984","Berlin","Single parent ","27","","",""
"2","1984","Berlin","Couple + C. LE 16 ","82","0.854676991469437","0.782662089515447","0.926691893423427"
"2","1984","Berlin","Couple + C. GT 16 ","35","0.857964603692419","0.749783583053279","0.966145624331559"
"2","1984","Berlin","Couple + C. LE and GT 16","45","0.906459713384423","0.824083642387763","0.988835784381082"
"2","1984","Brandenburg","1-pers.-HH","","","",""
"2","1984","Brandenburg","(Married) couple without C. ","","","",""
"2","1984","Brandenburg","Single parent ","","","",""
"2","1984","Brandenburg","Couple + C. LE 16 ","","","",""
"2","1984","Brandenburg","Couple + C. GT 16 ","","","",""
"2","1984","Brandenburg","Couple + C. LE and GT 16","","","",""
"2","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"2","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"2","1984","Mecklenburg-Western Pomerania","Single parent ","","","",""
"2","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"2","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"2","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"2","1984","Saxony","1-pers.-HH","","","",""
"2","1984","Saxony","(Married) couple without C. ","","","",""
"2","1984","Saxony","Single parent ","","","",""
"2","1984","Saxony","Couple + C. LE 16 ","","","",""
"2","1984","Saxony","Couple + C. GT 16 ","","","",""
"2","1984","Saxony","Couple + C. LE and GT 16","","","",""
"2","1984","Saxony-Anhalt","1-pers.-HH","","","",""
"2","1984","Saxony-Anhalt","(Married) couple without C. ","","","",""
"2","1984","Saxony-Anhalt","Single parent ","","","",""
"2","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"2","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"2","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"2","1984","Thuringia","1-pers.-HH","","","",""
"2","1984","Thuringia","(Married) couple without C. ","","","",""
"2","1984","Thuringia","Single parent ","","","",""
"2","1984","Thuringia","Couple + C. LE 16 ","","","",""
"2","1984","Thuringia","Couple + C. GT 16 ","","","",""
"2","1984","Thuringia","Couple + C. LE and GT 16","","","",""
"3","1984","Schleswig-Holstein","1-pers.-HH","","","",""
"3","1984","Schleswig-Holstein","(Married) couple without C. ","","","",""
"3","1984","Schleswig-Holstein","Single parent ","","","",""
"3","1984","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"3","1984","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"3","1984","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"3","1984","Hamburg","1-pers.-HH","2","","",""
"3","1984","Hamburg","(Married) couple without C. ","","","",""
"3","1984","Hamburg","Single parent ","","","",""
"3","1984","Hamburg","Couple + C. LE 16 ","","","",""
"3","1984","Hamburg","Couple + C. GT 16 ","","","",""
"3","1984","Hamburg","Couple + C. LE and GT 16","","","",""
"3","1984","Lower Saxony","1-pers.-HH","6","","",""
"3","1984","Lower Saxony","(Married) couple without C. ","6","","",""
"3","1984","Lower Saxony","Single parent ","5","","",""
"3","1984","Lower Saxony","Couple + C. LE 16 ","","","",""
"3","1984","Lower Saxony","Couple + C. GT 16 ","","","",""
"3","1984","Lower Saxony","Couple + C. LE and GT 16","","","",""
"3","1984","Bremen","1-pers.-HH","","","",""
"3","1984","Bremen","(Married) couple without C. ","","","",""
"3","1984","Bremen","Single parent ","","","",""
"3","1984","Bremen","Couple + C. LE 16 ","","","",""
"3","1984","Bremen","Couple + C. GT 16 ","","","",""
"3","1984","Bremen","Couple + C. LE and GT 16","","","",""
"3","1984","North Rhine-Westphalia","1-pers.-HH","21","","",""
"3","1984","North Rhine-Westphalia","(Married) couple without C. ","8","","",""
"3","1984","North Rhine-Westphalia","Single parent ","","","",""
"3","1984","North Rhine-Westphalia","Couple + C. LE 16 ","8","","",""
"3","1984","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"3","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"3","1984","Hesse","1-pers.-HH","8","","",""
"3","1984","Hesse","(Married) couple without C. ","","","",""
"3","1984","Hesse","Single parent ","","","",""
"3","1984","Hesse","Couple + C. LE 16 ","4","","",""
"3","1984","Hesse","Couple + C. GT 16 ","","","",""
"3","1984","Hesse","Couple + C. LE and GT 16","","","",""
"3","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","",""
"3","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"3","1984","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"3","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","",""
"3","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"3","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","",""
"3","1984","Baden-Württemberg","1-pers.-HH","18","","",""
"3","1984","Baden-Württemberg","(Married) couple without C. ","2","","",""
"3","1984","Baden-Württemberg","Single parent ","","","",""
"3","1984","Baden-Württemberg","Couple + C. LE 16 ","10","","",""
"3","1984","Baden-Württemberg","Couple + C. GT 16 ","6","","",""
"3","1984","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"3","1984","Bavaria","1-pers.-HH","13","","",""
"3","1984","Bavaria","(Married) couple without C. ","8","","",""
"3","1984","Bavaria","Single parent ","","","",""
"3","1984","Bavaria","Couple + C. LE 16 ","8","","",""
"3","1984","Bavaria","Couple + C. GT 16 ","","","",""
"3","1984","Bavaria","Couple + C. LE and GT 16","4","","",""
"3","1984","Berlin","1-pers.-HH","","","",""
"3","1984","Berlin","(Married) couple without C. ","","","",""
"3","1984","Berlin","Single parent ","","","",""
"3","1984","Berlin","Couple + C. LE 16 ","","","",""
"3","1984","Berlin","Couple + C. GT 16 ","","","",""
"3","1984","Berlin","Couple + C. LE and GT 16","","","",""
"3","1984","Brandenburg","1-pers.-HH","","","",""
"3","1984","Brandenburg","(Married) couple without C. ","","","",""
"3","1984","Brandenburg","Single parent ","","","",""
"3","1984","Brandenburg","Couple + C. LE 16 ","","","",""
"3","1984","Brandenburg","Couple + C. GT 16 ","","","",""
"3","1984","Brandenburg","Couple + C. LE and GT 16","","","",""
"3","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"3","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"3","1984","Mecklenburg-Western Pomerania","Single parent ","","","",""
"3","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"3","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"3","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"3","1984","Saxony","1-pers.-HH","","","",""
"3","1984","Saxony","(Married) couple without C. ","","","",""
"3","1984","Saxony","Single parent ","","","",""
"3","1984","Saxony","Couple + C. LE 16 ","","","",""
"3","1984","Saxony","Couple + C. GT 16 ","","","",""
"3","1984","Saxony","Couple + C. LE and GT 16","","","",""
"3","1984","Saxony-Anhalt","1-pers.-HH","","","",""
"3","1984","Saxony-Anhalt","(Married) couple without C. ","","","",""
"3","1984","Saxony-Anhalt","Single parent ","","","",""
"3","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"3","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"3","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"3","1984","Thuringia","1-pers.-HH","","","",""
"3","1984","Thuringia","(Married) couple without C. ","","","",""
"3","1984","Thuringia","Single parent ","","","",""
"3","1984","Thuringia","Couple + C. LE 16 ","","","",""
"3","1984","Thuringia","Couple + C. GT 16 ","","","",""
"3","1984","Thuringia","Couple + C. LE and GT 16","","","",""
"4","1984","Schleswig-Holstein","1-pers.-HH","","","",""
"4","1984","Schleswig-Holstein","(Married) couple without C. ","","","",""
"4","1984","Schleswig-Holstein","Single parent ","","","",""
"4","1984","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"4","1984","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"4","1984","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"4","1984","Hamburg","1-pers.-HH","","","",""
"4","1984","Hamburg","(Married) couple without C. ","","","",""
"4","1984","Hamburg","Single parent ","","","",""
"4","1984","Hamburg","Couple + C. LE 16 ","","","",""
"4","1984","Hamburg","Couple + C. GT 16 ","","","",""
"4","1984","Hamburg","Couple + C. LE and GT 16","","","",""
"4","1984","Lower Saxony","1-pers.-HH","","","",""
"4","1984","Lower Saxony","(Married) couple without C. ","","","",""
"4","1984","Lower Saxony","Single parent ","","","",""
"4","1984","Lower Saxony","Couple + C. LE 16 ","2","","",""
"4","1984","Lower Saxony","Couple + C. GT 16 ","","","",""
"4","1984","Lower Saxony","Couple + C. LE and GT 16","","","",""
"4","1984","Bremen","1-pers.-HH","","","",""
"4","1984","Bremen","(Married) couple without C. ","","","",""
"4","1984","Bremen","Single parent ","","","",""
"4","1984","Bremen","Couple + C. LE 16 ","","","",""
"4","1984","Bremen","Couple + C. GT 16 ","","","",""
"4","1984","Bremen","Couple + C. LE and GT 16","","","",""
"4","1984","North Rhine-Westphalia","1-pers.-HH","3","","",""
"4","1984","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"4","1984","North Rhine-Westphalia","Single parent ","","","",""
"4","1984","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"4","1984","North Rhine-Westphalia","Couple + C. GT 16 ","4","","",""
"4","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","4","","",""
"4","1984","Hesse","1-pers.-HH","","","",""
"4","1984","Hesse","(Married) couple without C. ","4","","",""
"4","1984","Hesse","Single parent ","","","",""
"4","1984","Hesse","Couple + C. LE 16 ","","","",""
"4","1984","Hesse","Couple + C. GT 16 ","","","",""
"4","1984","Hesse","Couple + C. LE and GT 16","","","",""
"4","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"4","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"4","1984","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"4","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","",""
"4","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"4","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"4","1984","Baden-Württemberg","1-pers.-HH","1","","",""
"4","1984","Baden-Württemberg","(Married) couple without C. ","","","",""
"4","1984","Baden-Württemberg","Single parent ","","","",""
"4","1984","Baden-Württemberg","Couple + C. LE 16 ","4","","",""
"4","1984","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"4","1984","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"4","1984","Bavaria","1-pers.-HH","1","","",""
"4","1984","Bavaria","(Married) couple without C. ","4","","",""
"4","1984","Bavaria","Single parent ","","","",""
"4","1984","Bavaria","Couple + C. LE 16 ","2","","",""
"4","1984","Bavaria","Couple + C. GT 16 ","","","",""
"4","1984","Bavaria","Couple + C. LE and GT 16","","","",""
"4","1984","Berlin","1-pers.-HH","1","","",""
"4","1984","Berlin","(Married) couple without C. ","","","",""
"4","1984","Berlin","Single parent ","","","",""
"4","1984","Berlin","Couple + C. LE 16 ","","","",""
"4","1984","Berlin","Couple + C. GT 16 ","","","",""
"4","1984","Berlin","Couple + C. LE and GT 16","","","",""
"4","1984","Brandenburg","1-pers.-HH","","","",""
"4","1984","Brandenburg","(Married) couple without C. ","","","",""
"4","1984","Brandenburg","Single parent ","","","",""
"4","1984","Brandenburg","Couple + C. LE 16 ","","","",""
"4","1984","Brandenburg","Couple + C. GT 16 ","","","",""
"4","1984","Brandenburg","Couple + C. LE and GT 16","","","",""
"4","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"4","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"4","1984","Mecklenburg-Western Pomerania","Single parent ","","","",""
"4","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"4","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"4","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"4","1984","Saxony","1-pers.-HH","","","",""
"4","1984","Saxony","(Married) couple without C. ","","","",""
"4","1984","Saxony","Single parent ","","","",""
"4","1984","Saxony","Couple + C. LE 16 ","","","",""
"4","1984","Saxony","Couple + C. GT 16 ","","","",""
"4","1984","Saxony","Couple + C. LE and GT 16","","","",""
"4","1984","Saxony-Anhalt","1-pers.-HH","","","",""
"4","1984","Saxony-Anhalt","(Married) couple without C. ","","","",""
"4","1984","Saxony-Anhalt","Single parent ","","","",""
"4","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"4","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"4","1984","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"4","1984","Thuringia","1-pers.-HH","","","",""
"4","1984","Thuringia","(Married) couple without C. ","","","",""
"4","1984","Thuringia","Single parent ","","","",""
"4","1984","Thuringia","Couple + C. LE 16 ","","","",""
"4","1984","Thuringia","Couple + C. GT 16 ","","","",""
"4","1984","Thuringia","Couple + C. LE and GT 16","","","",""
"5","1984","Schleswig-Holstein","1-pers.-HH","","","",""
"5","1984","Schleswig-Holstein","(Married) couple without C. ","","","",""
"5","1984","Schleswig-Holstein","Single parent ","","","",""
"5","1984","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"5","1984","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"5","1984","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"5","1984","Hamburg","1-pers.-HH","","","",""
"5","1984","Hamburg","(Married) couple without C. ","","","",""
"5","1984","Hamburg","Single parent ","","","",""
"5","1984","Hamburg","Couple + C. LE 16 ","","","",""
"5","1984","Hamburg","Couple + C. GT 16 ","","","",""
"5","1984","Hamburg","Couple + C. LE and GT 16","","","",""
"5","1984","Lower Saxony","1-pers.-HH","","","",""
"5","1984","Lower Saxony","(Married) couple without C. ","","","",""
"5","1984","Lower Saxony","Single parent ","","","",""
"5","1984","Lower Saxony","Couple + C. LE 16 ","","","",""
"5","1984","Lower Saxony","Couple + C. GT 16 ","","","",""
"5","1984","Lower Saxony","Couple + C. LE and GT 16","","","",""
"5","1984","Bremen","1-pers.-HH","","","",""
"5","1984","Bremen","(Married) couple without C. ","","","",""
"5","1984","Bremen","Single parent ","","","",""
"5","1984","Bremen","Couple + C. LE 16 ","","","",""
"5","1984","Bremen","Couple + C. GT 16 ","","","",""
"5","1984","Bremen","Couple + C. LE and GT 16","","","",""
"5","1984","North Rhine-Westphalia","1-pers.-HH","","","",""
"5","1984","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"5","1984","North Rhine-Westphalia","Single parent ","","","",""
"5","1984","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"5","1984","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"5","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"5","1984","Hesse","1-pers.-HH","","","",""
"5","1984","Hesse","(Married) couple without C. ","","","",""
"5","1984","Hesse","Single parent ","","","",""
"5","1984","Hesse","Couple + C. LE 16 ","","","",""
"5","1984","Hesse","Couple + C. GT 16 ","","","",""
