"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","1985","Part Time","middle vocational","390","0.462953561003391","0.430395365200744","0.495511756806038"
"1","1985","Part Time","vocational + Abi","15","","",""
"1","1985","Part Time","higher vocational","49","0.467667375537222","0.37223109165742","0.563103659417025"
"1","1985","Part Time","higher education","64","0.468972523314643","0.387746295334953","0.550198751294332"
"1","1985","Not Working","in school","99","0.643898013194644","0.573944814268189","0.7138512121211"
"1","1985","Not Working","inadequately","32","0.254564107709698","0.208396350959718","0.300731864459678"
"1","1985","Not Working","general elemantary","713","0.497854258859719","0.472866003903302","0.522842513816135"
"1","1985","Not Working","middle vocational","766","0.44325725585081","0.419814495337452","0.466700016364168"
"1","1985","Not Working","vocational + Abi","24","","",""
"1","1985","Not Working","higher vocational","90","0.506146325014456","0.430768790606506","0.581523859422406"
"1","1985","Not Working","higher education","73","0.515171683553819","0.43519333322275","0.595150033884888"
"2","1985","Full Time","in school","","","",""
"2","1985","Full Time","inadequately","362","0.820879979234251","0.783580997859914","0.858178960608587"
"2","1985","Full Time","general elemantary","679","0.526547853452878","0.495632714807058","0.557462992098699"
"2","1985","Full Time","middle vocational","1467","0.517704465341227","0.498393224293446","0.537015706389008"
"2","1985","Full Time","vocational + Abi","100","0.584642402213316","0.506043613718441","0.66324119070819"
"2","1985","Full Time","higher vocational","157","0.456857362671378","0.404445376691215","0.509269348651542"
"2","1985","Full Time","higher education","232","0.488013502625366","0.4424829660498","0.533544039200932"
"2","1985","Part Time","in school","4","","",""
"2","1985","Part Time","inadequately","94","0.816870144357115","0.74144025123481","0.89230003747942"
"2","1985","Part Time","general elemantary","326","0.512279730305946","0.470081649719898","0.554477810891995"
"2","1985","Part Time","middle vocational","501","0.526208343126969","0.493605290518263","0.558811395735675"
"2","1985","Part Time","vocational + Abi","34","0.617795436427043","0.483106051104861","0.752484821749226"
"2","1985","Part Time","higher vocational","54","0.510216711811694","0.414600229416502","0.605833194206885"
"2","1985","Part Time","higher education","79","0.521343624203021","0.440034731383282","0.60265251702276"
"2","1985","Not Working","in school","81","0.356101986805356","0.2861487878789","0.426055185731812"
"2","1985","Not Working","inadequately","305","0.721073386300352","0.673543174615364","0.768603597985341"
"2","1985","Not Working","general elemantary","807","0.490257519598524","0.465273778597477","0.515241260599572"
"2","1985","Not Working","middle vocational","931","0.539788723527101","0.516268357657227","0.563309089396976"
"2","1985","Not Working","vocational + Abi","53","0.677074508803583","0.573963759834231","0.780185257772936"
"2","1985","Not Working","higher vocational","78","0.492642477449506","0.417267409178357","0.568017545720654"
"2","1985","Not Working","higher education","76","0.478905558825635","0.398961605528672","0.558849512122599"
"3","1985","Full Time","in school","","","",""
"3","1985","Full Time","inadequately","14","","",""
"3","1985","Full Time","general elemantary","15","","",""
"3","1985","Full Time","middle vocational","37","0.0132803372799697","0.00885634813508551","0.0177043264248539"
"3","1985","Full Time","vocational + Abi","5","","",""
"3","1985","Full Time","higher vocational","4","","",""
"3","1985","Full Time","higher education","3","","",""
"3","1985","Part Time","in school","","","",""
"3","1985","Part Time","inadequately","2","","",""
"3","1985","Part Time","general elemantary","5","","",""
"3","1985","Part Time","middle vocational","10","","",""
"3","1985","Part Time","vocational + Abi","1","","",""
"3","1985","Part Time","higher vocational","2","","",""
"3","1985","Part Time","higher education","2","","",""
"3","1985","Not Working","in school","","","",""
"3","1985","Not Working","inadequately","5","","",""
"3","1985","Not Working","general elemantary","18","","",""
"3","1985","Not Working","middle vocational","28","","",""
"3","1985","Not Working","vocational + Abi","2","","",""
"3","1985","Not Working","higher vocational","1","","",""
"3","1985","Not Working","higher education","1","","",""
"4","1985","Full Time","in school","","","",""
"4","1985","Full Time","inadequately","","","",""
"4","1985","Full Time","general elemantary","","","",""
"4","1985","Full Time","middle vocational","","","",""
"4","1985","Full Time","vocational + Abi","","","",""
"4","1985","Full Time","higher vocational","","","",""
"4","1985","Full Time","higher education","","","",""
"4","1985","Part Time","in school","","","",""
"4","1985","Part Time","inadequately","","","",""
"4","1985","Part Time","general elemantary","","","",""
"4","1985","Part Time","middle vocational","","","",""
"4","1985","Part Time","vocational + Abi","","","",""
"4","1985","Part Time","higher vocational","","","",""
"4","1985","Part Time","higher education","","","",""
"4","1985","Not Working","in school","","","",""
"4","1985","Not Working","inadequately","","","",""
"4","1985","Not Working","general elemantary","","","",""
"4","1985","Not Working","middle vocational","","","",""
"4","1985","Not Working","vocational + Abi","","","",""
"4","1985","Not Working","higher vocational","","","",""
"4","1985","Not Working","higher education","","","",""
"5","1985","Full Time","in school","","","",""
"5","1985","Full Time","inadequately","","","",""
"5","1985","Full Time","general elemantary","","","",""
"5","1985","Full Time","middle vocational","","","",""
"5","1985","Full Time","vocational + Abi","","","",""
"5","1985","Full Time","higher vocational","","","",""
"5","1985","Full Time","higher education","","","",""
"5","1985","Part Time","in school","","","",""
"5","1985","Part Time","inadequately","","","",""
"5","1985","Part Time","general elemantary","","","",""
"5","1985","Part Time","middle vocational","","","",""
"5","1985","Part Time","vocational + Abi","","","",""
"5","1985","Part Time","higher vocational","","","",""
"5","1985","Part Time","higher education","","","",""
"5","1985","Not Working","in school","","","",""
"5","1985","Not Working","inadequately","","","",""
"5","1985","Not Working","general elemantary","","","",""
"5","1985","Not Working","middle vocational","","","",""
"5","1985","Not Working","vocational + Abi","","","",""
"5","1985","Not Working","higher vocational","","","",""
"5","1985","Not Working","higher education","","","",""
"1","1986","Full Time","in school","","","",""
"1","1986","Full Time","inadequately","28","","",""
"1","1986","Full Time","general elemantary","316","0.455554102932161","0.424840218202449","0.486267987661874"
"1","1986","Full Time","middle vocational","1048","0.463235438351836","0.443669277400219","0.482801599303453"
"1","1986","Full Time","vocational + Abi","46","0.380103608490667","0.303188275242027","0.457018941739306"
"1","1986","Full Time","higher vocational","175","0.537619819962994","0.482906887812506","0.592332752113483"
"1","1986","Full Time","higher education","241","0.510161891048771","0.465206520884086","0.555117261213456"
"1","1986","Part Time","in school","5","","",""
"1","1986","Part Time","inadequately","9","","",""
"1","1986","Part Time","general elemantary","196","0.462880424100022","0.420470184301319","0.505290663898725"
"1","1986","Part Time","middle vocational","380","0.458832066161828","0.425909046350728","0.491755085972927"
"1","1986","Part Time","vocational + Abi","16","","",""
"1","1986","Part Time","higher vocational","45","0.486495031817582","0.388039069046556","0.584950994588609"
"1","1986","Part Time","higher education","56","0.445241418271562","0.360458000699403","0.530024835843721"
"1","1986","Not Working","in school","102","0.631533083261324","0.561642309362646","0.701423857160002"
"1","1986","Not Working","inadequately","31","0.21826960597921","0.17329154622625","0.263247665732169"
"1","1986","Not Working","general elemantary","661","0.491567928592257","0.465181889777845","0.517953967406668"
"1","1986","Not Working","middle vocational","789","0.457021054408747","0.432889608197432","0.481152500620062"
"1","1986","Not Working","vocational + Abi","26","","",""
"1","1986","Not Working","higher vocational","96","0.529168781056765","0.453007217392061","0.60533034472147"
"1","1986","Not Working","higher education","77","0.551679072883382","0.470451288783074","0.632906856983689"
"2","1986","Full Time","in school","","","",""
"2","1986","Full Time","inadequately","316","0.820099951895389","0.780311631114585","0.859888272676192"
"2","1986","Full Time","general elemantary","670","0.521614250242227","0.490807119967465","0.552421380516989"
"2","1986","Full Time","middle vocational","1392","0.517779222486171","0.498172360806899","0.537386084165443"
"2","1986","Full Time","vocational + Abi","103","0.601770151637729","0.524201793125313","0.679338510150144"
"2","1986","Full Time","higher vocational","142","0.455997694299099","0.401342122391403","0.510653266206796"
"2","1986","Full Time","higher education","234","0.48983810895123","0.444882738786545","0.534793479115915"
"2","1986","Part Time","in school","","","",""
"2","1986","Part Time","inadequately","95","0.831625537485053","0.760723580581049","0.902527494389058"
"2","1986","Part Time","general elemantary","327","0.517072374905282","0.474569576712367","0.559575173098197"
"2","1986","Part Time","middle vocational","484","0.527453894093981","0.494468543780942","0.56043924440702"
"2","1986","Part Time","vocational + Abi","36","0.660170859065077","0.531433408904451","0.788908309225703"
"2","1986","Part Time","higher vocational","51","0.486153549645313","0.387699427395886","0.58460767189474"
"2","1986","Part Time","higher education","74","0.544671034207169","0.459715650679949","0.629626417734389"
"2","1986","Not Working","in school","79","0.359092647010675","0.289586465617325","0.428598828404025"
"2","1986","Not Working","inadequately","286","0.716507508793771","0.667432912105931","0.76558210548161"
"2","1986","Not Working","general elemantary","696","0.493823031206245","0.467435253384536","0.520210809027955"
"2","1986","Not Working","middle vocational","820","0.524537451149789","0.500345541090746","0.548729361208832"
"2","1986","Not Working","vocational + Abi","45","0.560299732680589","0.446438669843797","0.674160795517381"
"2","1986","Not Working","higher vocational","66","0.445222254832153","0.369389983034456","0.521054526629851"
"2","1986","Not Working","higher education","66","0.437236064203219","0.356216862015162","0.518255266391276"
"3","1986","Full Time","in school","","","",""
"3","1986","Full Time","inadequately","14","","",""
"3","1986","Full Time","general elemantary","24","","",""
"3","1986","Full Time","middle vocational","55","0.018985339161993","0.0136303358360158","0.0243403424879702"
"3","1986","Full Time","vocational + Abi","4","","",""
"3","1986","Full Time","higher vocational","2","","",""
"3","1986","Full Time","higher education","","","",""
"3","1986","Part Time","in school","","","",""
"3","1986","Part Time","inadequately","3","","",""
"3","1986","Part Time","general elemantary","8","","",""
"3","1986","Part Time","middle vocational","16","","",""
"3","1986","Part Time","vocational + Abi","","","",""
"3","1986","Part Time","higher vocational","3","","",""
"3","1986","Part Time","higher education","2","","",""
"3","1986","Not Working","in school","2","","",""
"3","1986","Not Working","inadequately","7","","",""
"3","1986","Not Working","general elemantary","22","","",""
"3","1986","Not Working","middle vocational","27","","",""
"3","1986","Not Working","vocational + Abi","2","","",""
"3","1986","Not Working","higher vocational","3","","",""
"3","1986","Not Working","higher education","1","","",""
"4","1986","Full Time","in school","","","",""
"4","1986","Full Time","inadequately","","","",""
"4","1986","Full Time","general elemantary","","","",""
"4","1986","Full Time","middle vocational","","","",""
"4","1986","Full Time","vocational + Abi","","","",""
"4","1986","Full Time","higher vocational","","","",""
"4","1986","Full Time","higher education","","","",""
"4","1986","Part Time","in school","","","",""
"4","1986","Part Time","inadequately","","","",""
"4","1986","Part Time","general elemantary","","","",""
"4","1986","Part Time","middle vocational","","","",""
"4","1986","Part Time","vocational + Abi","","","",""
"4","1986","Part Time","higher vocational","","","",""
"4","1986","Part Time","higher education","","","",""
"4","1986","Not Working","in school","","","",""
"4","1986","Not Working","inadequately","","","",""
"4","1986","Not Working","general elemantary","","","",""
"4","1986","Not Working","middle vocational","1","","",""
"4","1986","Not Working","vocational + Abi","","","",""
"4","1986","Not Working","higher vocational","","","",""
"4","1986","Not Working","higher education","","","",""
"5","1986","Full Time","in school","","","",""
"5","1986","Full Time","inadequately","","","",""
"5","1986","Full Time","general elemantary","","","",""
"5","1986","Full Time","middle vocational","","","",""
"5","1986","Full Time","vocational + Abi","","","",""
"5","1986","Full Time","higher vocational","","","",""
"5","1986","Full Time","higher education","","","",""
"5","1986","Part Time","in school","","","",""
"5","1986","Part Time","inadequately","","","",""
"5","1986","Part Time","general elemantary","","","",""
"5","1986","Part Time","middle vocational","","","",""
"5","1986","Part Time","vocational + Abi","","","",""
"5","1986","Part Time","higher vocational","","","",""
"5","1986","Part Time","higher education","","","",""
"5","1986","Not Working","in school","","","",""
"5","1986","Not Working","inadequately","","","",""
"5","1986","Not Working","general elemantary","","","",""
"5","1986","Not Working","middle vocational","","","",""
"5","1986","Not Working","vocational + Abi","","","",""
"5","1986","Not Working","higher vocational","","","",""
"5","1986","Not Working","higher education","","","",""
"1","1987","Full Time","in school","","","",""
"1","1987","Full Time","inadequately","24","","",""
"1","1987","Full Time","general elemantary","315","0.439912048188964","0.4093750661664","0.470449030211529"
"1","1987","Full Time","middle vocational","1109","0.480975904837338","0.461609984226288","0.500341825448387"
"1","1987","Full Time","vocational + Abi","49","0.399103756106135","0.322256486060513","0.475951026151757"
"1","1987","Full Time","higher vocational","168","0.54012362182133","0.48409906419775","0.596148179444909"
"1","1987","Full Time","higher education","235","0.520455528103449","0.474501199866068","0.56640985634083"
"1","1987","Part Time","in school","10","","",""
"1","1987","Part Time","inadequately","14","","",""
"1","1987","Part Time","general elemantary","207","0.465444462793118","0.422857846597371","0.508031078988865"
"1","1987","Part Time","middle vocational","369","0.456457603874445","0.422591556272329","0.490323651476561"
"1","1987","Part Time","vocational + Abi","13","","",""
"1","1987","Part Time","higher vocational","50","0.521880592513845","0.425412600584652","0.618348584443037"
"1","1987","Part Time","higher education","60","0.425286370418619","0.345366291449285","0.505206449387953"
"1","1987","Not Working","in school","88","0.558221751629053","0.485472736614104","0.630970766644001"
"1","1987","Not Working","inadequately","30","0.182299394802384","0.137786181850272","0.226812607754497"
"1","1987","Not Working","general elemantary","621","0.49863478886352","0.471589967733973","0.525679609993067"
"1","1987","Not Working","middle vocational","749","0.437702035820057","0.41338579711841","0.462018274521703"
"1","1987","Not Working","vocational + Abi","29","","",""
"1","1987","Not Working","higher vocational","88","0.520258283803372","0.443326849768319","0.597189717838426"
"1","1987","Not Working","higher education","75","0.535588013357078","0.453845646811147","0.617330379903009"
"2","1987","Full Time","in school","","","",""
"2","1987","Full Time","inadequately","311","0.833156473397199","0.794317796455821","0.871995150338577"
"2","1987","Full Time","general elemantary","681","0.536146277060056","0.505466850306744","0.566825703813367"
"2","1987","Full Time","middle vocational","1396","0.496641258592015","0.477261742323256","0.516020774860775"
"2","1987","Full Time","vocational + Abi","105","0.588215327060715","0.510984791050118","0.665445863071311"
"2","1987","Full Time","higher vocational","133","0.452684125819189","0.396730536084051","0.508637715554327"
"2","1987","Full Time","higher education","212","0.462430428947259","0.41656761418826","0.508293243706259"
"2","1987","Part Time","in school","2","","",""
"2","1987","Part Time","inadequately","98","0.692453514426708","0.608834343679326","0.776072685174089"
"2","1987","Part Time","general elemantary","308","0.517288962935345","0.474625804493912","0.559952121376779"
"2","1987","Part Time","middle vocational","444","0.519667645067457","0.485698756377471","0.553636533757444"
"2","1987","Part Time","vocational + Abi","35","0.708698081462088","0.582757588224293","0.834638574699883"
"2","1987","Part Time","higher vocational","50","0.439076060212327","0.34323505813767","0.534917062286984"
"2","1987","Part Time","higher education","82","0.53995387563483","0.459384788465379","0.620522962804281"
"2","1987","Not Working","in school","90","0.435845617627361","0.363203766898644","0.508487468356078"
"2","1987","Not Working","inadequately","252","0.781978277891083","0.734373954468928","0.829582601313239"
"2","1987","Not Working","general elemantary","672","0.483050669933257","0.456021291376353","0.51008004849016"
"2","1987","Not Working","middle vocational","822","0.542899371492831","0.518482532591164","0.567316210394498"
"2","1987","Not Working","vocational + Abi","39","0.54980195650018","0.434884293641917","0.664719619358443"
"2","1987","Not Working","higher vocational","72","0.456771739261263","0.380065379238802","0.533478099283723"
"2","1987","Not Working","higher education","66","0.441849111320646","0.360455020675301","0.523243201965991"
"3","1987","Full Time","in school","","","",""
"3","1987","Full Time","inadequately","19","","",""
"3","1987","Full Time","general elemantary","19","","",""
"3","1987","Full Time","middle vocational","51","0.0219472180159291","0.0162684567387473","0.0276259792931108"
"3","1987","Full Time","vocational + Abi","1","","",""
"3","1987","Full Time","higher vocational","3","","",""
"3","1987","Full Time","higher education","7","","",""
"3","1987","Part Time","in school","","","",""
"3","1987","Part Time","inadequately","5","","",""
"3","1987","Part Time","general elemantary","12","","",""
"3","1987","Part Time","middle vocational","18","","",""
"3","1987","Part Time","vocational + Abi","2","","",""
"3","1987","Part Time","higher vocational","3","","",""
"3","1987","Part Time","higher education","5","","",""
"3","1987","Not Working","in school","1","","",""
"3","1987","Not Working","inadequately","7","","",""
"3","1987","Not Working","general elemantary","20","","",""
"3","1987","Not Working","middle vocational","27","","",""
"3","1987","Not Working","vocational + Abi","3","","",""
"3","1987","Not Working","higher vocational","1","","",""
"3","1987","Not Working","higher education","2","","",""
"4","1987","Full Time","in school","","","",""
"4","1987","Full Time","inadequately","","","",""
"4","1987","Full Time","general elemantary","","","",""
"4","1987","Full Time","middle vocational","1","","",""
"4","1987","Full Time","vocational + Abi","1","","",""
"4","1987","Full Time","higher vocational","","","",""
"4","1987","Full Time","higher education","","","",""
"4","1987","Part Time","in school","","","",""
"4","1987","Part Time","inadequately","","","",""
"4","1987","Part Time","general elemantary","","","",""
"4","1987","Part Time","middle vocational","","","",""
"4","1987","Part Time","vocational + Abi","","","",""
"4","1987","Part Time","higher vocational","","","",""
"4","1987","Part Time","higher education","","","",""
"4","1987","Not Working","in school","","","",""
"4","1987","Not Working","inadequately","","","",""
"4","1987","Not Working","general elemantary","","","",""
"4","1987","Not Working","middle vocational","1","","",""
"4","1987","Not Working","vocational + Abi","1","","",""
"4","1987","Not Working","higher vocational","1","","",""
"4","1987","Not Working","higher education","","","",""
"5","1987","Full Time","in school","","","",""
"5","1987","Full Time","inadequately","","","",""
"5","1987","Full Time","general elemantary","","","",""
"5","1987","Full Time","middle vocational","","","",""
"5","1987","Full Time","vocational + Abi","","","",""
"5","1987","Full Time","higher vocational","","","",""
"5","1987","Full Time","higher education","","","",""
"5","1987","Part Time","in school","","","",""
"5","1987","Part Time","inadequately","","","",""
"5","1987","Part Time","general elemantary","","","",""
"5","1987","Part Time","middle vocational","","","",""
"5","1987","Part Time","vocational + Abi","","","",""
"5","1987","Part Time","higher vocational","","","",""
"5","1987","Part Time","higher education","","","",""
"5","1987","Not Working","in school","","","",""
"5","1987","Not Working","inadequately","","","",""
"5","1987","Not Working","general elemantary","","","",""
"5","1987","Not Working","middle vocational","","","",""
"5","1987","Not Working","vocational + Abi","","","",""
"5","1987","Not Working","higher vocational","","","",""
"5","1987","Not Working","higher education","","","",""
"1","1988","Full Time","in school","","","",""
"1","1988","Full Time","inadequately","19","","",""
"1","1988","Full Time","general elemantary","303","0.452532648695004","0.420980915848944","0.484084381541065"
"1","1988","Full Time","middle vocational","1043","0.480567883456309","0.460628982766588","0.500506784146029"
"1","1988","Full Time","vocational + Abi","42","0.355330909113888","0.27688595922993","0.433775858997847"
"1","1988","Full Time","higher vocational","162","0.541664020369193","0.484709080758468","0.598618959979919"
"1","1988","Full Time","higher education","217","0.531708140593137","0.484378946184098","0.579037335002176"
"1","1988","Part Time","in school","3","","",""
"1","1988","Part Time","inadequately","10","","",""
"1","1988","Part Time","general elemantary","208","0.464698592660376","0.423718132657526","0.505679052663225"
"1","1988","Part Time","middle vocational","379","0.47311446821871","0.43931052738516","0.506918409052261"
"1","1988","Part Time","vocational + Abi","23","","",""
"1","1988","Part Time","higher vocational","47","0.532524289431818","0.432717126556225","0.632331452307411"
"1","1988","Part Time","higher education","64","0.417906140304126","0.337627506109448","0.498184774498804"
"1","1988","Not Working","in school","85","0.603677686659902","0.526674434805333","0.68068093851447"
"1","1988","Not Working","inadequately","32","0.202826364573424","0.157324820924985","0.248327908221862"
"1","1988","Not Working","general elemantary","529","0.456773352311507","0.428741060634213","0.484805643988802"
"1","1988","Not Working","middle vocational","727","0.454467181381372","0.429327882030031","0.479606480732713"
"1","1988","Not Working","vocational + Abi","27","","",""
"1","1988","Not Working","higher vocational","84","0.5255477263994","0.445902094135908","0.605193358662893"
"1","1988","Not Working","higher education","63","0.500593599234799","0.414643553295898","0.5865436451737"
"2","1988","Full Time","in school","","","",""
"2","1988","Full Time","inadequately","272","0.865213527210528","0.826698569603102","0.903728484817955"
"2","1988","Full Time","general elemantary","632","0.514774372410141","0.483093329552964","0.546455415267318"
"2","1988","Full Time","middle vocational","1314","0.491019666312496","0.471068909091996","0.510970423532996"
"2","1988","Full Time","vocational + Abi","96","0.60978255495198","0.529832105298371","0.689733004605589"
"2","1988","Full Time","higher vocational","127","0.437445986604409","0.380741325697208","0.49415064751161"
"2","1988","Full Time","higher education","206","0.459517971161058","0.412249012708408","0.506786929613709"
"2","1988","Part Time","in school","5","","",""
"2","1988","Part Time","inadequately","89","0.782963619839747","0.702168495931614","0.863758743747879"
"2","1988","Part Time","general elemantary","350","0.512157403961434","0.471086567814107","0.55322824010876"
"2","1988","Part Time","middle vocational","447","0.509986583322321","0.476140420233456","0.543832746411186"
"2","1988","Part Time","vocational + Abi","33","0.491402826200071","0.361620229470931","0.621185422929212"
"2","1988","Part Time","higher vocational","48","0.458295847344805","0.358625374642223","0.557966320047387"
"2","1988","Part Time","higher education","74","0.52848430297537","0.447233396715388","0.609735209235351"
"2","1988","Not Working","in school","69","0.392927680026187","0.316039643673159","0.469815716379215"
"2","1988","Not Working","inadequately","264","0.774040691517837","0.726716361063498","0.821365021972175"
"2","1988","Not Working","general elemantary","654","0.510813540837752","0.482682480337961","0.538944601337543"
"2","1988","Not Working","middle vocational","757","0.526828681423019","0.501620856368691","0.552036506477347"
"2","1988","Not Working","vocational + Abi","43","0.576793596123746","0.461871047953356","0.691716144294137"
"2","1988","Not Working","higher vocational","66","0.466374826166072","0.386805565617403","0.54594408671474"
"2","1988","Not Working","higher education","66","0.478884894812489","0.393011463812595","0.564758325812382"
"3","1988","Full Time","in school","","","",""
"3","1988","Full Time","inadequately","11","","",""
"3","1988","Full Time","general elemantary","21","","",""
