"hgowner","year","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","1990","360","0.0275944152333138","0.0248765178752096","0.030312312591418","3"
"Tenant","1990","11","","","","4"
"Main tenant","1991","7930","0.537572613143586","0.529213355250933","0.545931871036239","2"
"Owner","1991","5306","0.428936365695451","0.420638506346224","0.437234225044679","1"
"Resident or shared accommodation","1991","","","","","5"
"Subtenant","1991","407","0.0311808331199873","0.0282668126287488","0.0340948536112258","3"
"Tenant","1991","23","","","","4"
"Main tenant","1992","7856","0.540200685260596","0.531759502346148","0.548641868175043","2"
"Owner","1992","5194","0.430482366522842","0.422096018967307","0.438868714078377","1"
"Resident or shared accommodation","1992","","","","","5"
"Subtenant","1992","333","0.0280881562392613","0.0252897121185163","0.0308866003600062","3"
"Tenant","1992","8","","","","4"
"Main tenant","1993","7693","0.533825809545908","0.525307955497395","0.54234366359442","2"
"Owner","1993","5129","0.435519014344864","0.427052892452968","0.443985136236759","1"
"Resident or shared accommodation","1993","","","","","5"
"Subtenant","1993","354","0.030655176109229","0.0277117892038003","0.0335985630146576","3"
"Tenant","1993","","","","","4"
"Main tenant","1994","7489","0.533588657422866","0.524992871698563","0.542184443147169","2"
"Owner","1994","5114","0.437509249182281","0.428961553601216","0.446056944763345","1"
"Resident or shared accommodation","1994","","","","","5"
"Subtenant","1994","336","0.0289020933948532","0.0260154449649976","0.0317887418247088","3"
"Tenant","1994","","","","","4"
"Main tenant","1995","7800","0.523936436607647","0.515470906474462","0.532401966740832","2"
"Owner","1995","5188","0.442602908618198","0.434183688420687","0.45102212881571","1"
"Resident or shared accommodation","1995","","","","","5"
"Subtenant","1995","382","0.0334606547741549","0.0304123430682751","0.0365089664800346","3"
"Tenant","1995","","","","","4"
"Main tenant","1996","7516","0.524318756328471","0.515774895891354","0.532862616765588","2"
"Owner","1996","5221","0.444459153927776","0.435958108038563","0.45296019981699","1"
"Resident or shared accommodation","1996","","","","","5"
"Subtenant","1996","388","0.0312220897437526","0.0282467159561948","0.0341974635313105","3"
"Tenant","1996","","","","","4"
"Main tenant","1997","7241","0.518603876607505","0.509986599487278","0.527221153727733","2"
"Owner","1997","5329","0.451597388083886","0.443014640232795","0.460180135934977","1"
"Resident or shared accommodation","1997","","","","","5"
"Subtenant","1997","345","0.0297987353086093","0.0268662846039505","0.0327311860132681","3"
"Tenant","1997","","","","","4"
"Main tenant","1998","7668","0.504231811152845","0.496044808908084","0.512418813397606","2"
"Owner","1998","6222","0.460605142804036","0.452443299500925","0.468766986107146","1"
"Resident or shared accommodation","1998","","","","","5"
"Subtenant","1998","418","0.0322831249420717","0.0293888992048745","0.0351773506792688","3"
"Tenant","1998","19","","","","4"
"Main tenant","1999","7313","0.505599219285518","0.49724789335049","0.513950545220545","2"
"Owner","1999","6100","0.464552457599961","0.456221623076108","0.472883292123815","1"
"Resident or shared accommodation","1999","26","","","","5"
"Subtenant","1999","329","0.0260417676477381","0.0233815445583066","0.0287019907371696","3"
"Tenant","1999","","","","","4"
"Main tenant","2000","11835","0.509555509969093","0.503265668850318","0.515845351087868","2"
"Owner","2000","12048","0.470840886508138","0.464560603440959","0.477121169575317","1"
"Resident or shared accommodation","2000","33","0.00261696990078713","0.00197416475380378","0.00325977504777047","5"
"Subtenant","2000","350","0.0169866336219816","0.0153607765446212","0.0186124906993421","3"
"Tenant","2000","","","","","4"
"Main tenant","2001","10676","0.505922078471959","0.499324943819752","0.512519213124166","2"
"Owner","2001","11020","0.472824521802119","0.466236676310732","0.479412367293505","1"
"Resident or shared accommodation","2001","37","0.00305981568143646","0.00233103308597063","0.00378859827690229","5"
"Subtenant","2001","329","0.0179990826313382","0.0162448105949439","0.0197533546677325","3"
"Tenant","2001","1","","","","4"
"Main tenant","2002","10485","0.502718066372212","0.496278293794556","0.509157838949869","2"
"Owner","2002","12288","0.476514978688761","0.470082218648272","0.48294773872925","1"
"Resident or shared accommodation","2002","33","0.00274575818129296","0.00207178745659048","0.00341972890599544","5"
"Subtenant","2002","350","0.017835774881842","0.0161310865448805","0.0195404632188034","3"
"Tenant","2002","1","","","","4"
"Main tenant","2003","9955","0.499293545220879","0.492730665499966","0.505856424941793","2"
"Owner","2003","11908","0.475073478523624","0.468518752781053","0.481628204266194","1"
"Resident or shared accommodation","2003","33","0.00267292845790758","0.0019952286767842","0.00335062823903095","5"
"Subtenant","2003","400","0.0227745241721512","0.0208163698288129","0.0247326785154895","3"
"Tenant","2003","1","","","","4"
"Main tenant","2004","9683","0.504971397920916","0.49832422789971","0.511618567942122","2"
"Owner","2004","11647","0.470054208920177","0.463418643312353","0.476689774528002","1"
"Resident or shared accommodation","2004","37","0.00325972664117405","0.00250190004113619","0.00401755324121191","5"
"Subtenant","2004","363","0.0214692795146337","0.0195422684049698","0.0233962906242976","3"
"Tenant","2004","3","","","","4"
"Main tenant","2005","9252","0.512600009224726","0.505809010020795","0.519391008428657","2"
"Owner","2005","11129","0.458885692584047","0.452115541141823","0.465655844026272","1"
"Resident or shared accommodation","2005","37","0.00342528429671483","0.00263149569144586","0.00421907290198381","5"
"Subtenant","2005","391","0.0250662051766048","0.0229423080665958","0.0271901022866137","3"
"Tenant","2005","2","","","","4"
"Main tenant","2006","9806","0.516459253076596","0.509911951842549","0.523006554310644","2"
"Owner","2006","12156","0.458353028806752","0.451824941333411","0.464881116280094","1"
"Resident or shared accommodation","2006","46","0.00320883873406804","0.00246786333766753","0.00394981413046856","5"
"Subtenant","2006","369","0.0219582599625082","0.0200382414820311","0.0238782784429853","3"
"Tenant","2006","2","","","","4"
"Main tenant","2007","9157","0.507934086242267","0.50116677770127","0.514701394783265","2"
"Owner","2007","11407","0.464744537250412","0.457993222451661","0.471495852049163","1"
"Resident or shared accommodation","2007","50","0.00393430335901973","0.00308692265297819","0.00478168406506126","5"
"Subtenant","2007","349","0.0233667398410411","0.0213218709191268","0.0254116087629554","3"
"Tenant","2007","2","","","","4"
"Main tenant","2008","8460","0.498218452494133","0.491233931965835","0.505202973022431","2"
"Owner","2008","10843","0.474095498615004","0.467120313937928","0.481070683292079","1"
"Resident or shared accommodation","2008","47","0.00406543107641109","0.00317656147193025","0.00495430068089194","5"
"Subtenant","2008","334","0.0236008545803642","0.021480312425132","0.0257213967355965","3"
"Tenant","2008","2","","","","4"
"Main tenant","2009","7833","0.493285567642272","0.486054421885725","0.500516713398819","2"
"Owner","2009","10141","0.478925149076288","0.471699778071612","0.486150520080963","1"
"Resident or shared accommodation","2009","40","0.00353794954952258","0.00267916845827221","0.00439673064077294","5"
"Subtenant","2009","347","0.0242303336244937","0.0220063600252432","0.0264543072237442","3"
"Tenant","2009","2","","","","4"
"Main tenant","2010","11608","0.487822492400868","0.481554770150736","0.494090214651001","2"
"Owner","2010","12401","0.486318295699667","0.480051061353384","0.49258553004595","1"
"Resident or shared accommodation","2010","41","0.00377227756572309","0.00300359025309127","0.00454096487835492","5"
"Subtenant","2010","375","0.0219764630323996","0.0201381387116547","0.0238147873531444","3"
"Tenant","2010","7","","","","4"
"Main tenant","2011","13600","0.482601617101655","0.476851936454283","0.488351297749028","2"
"Owner","2011","14988","0.494880564166782","0.489127701028602","0.500633427304962","1"
"Resident or shared accommodation","2011","52","0.00339295089361835","0.00272385622723936","0.00406204555999734","5"
"Subtenant","2011","368","0.0190332067285228","0.0174609627537531","0.0206054507032926","3"
"Tenant","2011","7","","","","4"
"Main tenant","2012","13242","0.484976454750549","0.479151226141358","0.490801683359741","2"
"Owner","2012","14634","0.493788775729985","0.487961365437131","0.49961618602284","1"
"Resident or shared accommodation","2012","37","0.00237303817063052","0.00180591739745655","0.00294015894380448","5"
"Subtenant","2012","357","0.0188156712950553","0.0172319663791019","0.0203993762110087","3"
"Tenant","2012","6","","","","4"
"Main tenant","2013","16006","0.481910053654795","0.476375908773716","0.487444198535873","2"
"Owner","2013","14873","0.49867522468094","0.493137473622695","0.504212975739185","1"
"Resident or shared accommodation","2013","45","0.00264183815051887","0.00207332092804414","0.0032103553729936","5"
"Subtenant","2013","389","0.0167340854982445","0.0153133885983765","0.0181547823981126","3"
"Tenant","2013","3","","","","4"
"Main tenant","2014","13855","0.486585128581108","0.480708223002448","0.492462034159769","2"
"Owner","2014","13534","0.493244100308257","0.487365615072762","0.499122585543752","1"
"Resident or shared accommodation","2014","42","0.00241241666435245","0.00183560138930232","0.00298923193940257","5"
"Subtenant","2014","352","0.0175956838410136","0.01604977713453","0.0191415905474971","3"
"Tenant","2014","3","","","","4"
"Main tenant","2015","14130","0.485968032132697","0.480062134367713","0.491873929897681","2"
"Owner","2015","12941","0.493620871219505","0.487713127252832","0.499528615186179","1"
"Resident or shared accommodation","2015","48","0.00280824703150489","0.00218293900563802","0.00343355505737176","5"
"Subtenant","2015","393","0.0176028496162924","0.0160489532682484","0.0191567459643365","3"
"Tenant","2015","","","","","4"
"Main tenant","2016","12482","0.482272875016354","0.476073363369084","0.488472386663624","2"
"Owner","2016","12071","0.493906897039392","0.487703945941582","0.500109848137202","1"
"Resident or shared accommodation","2016","46","0.00332487712740521","0.00261066830286686","0.00403908595194355","5"
"Subtenant","2016","357","0.020495350816849","0.0187374614805361","0.022253240153162","3"
"Tenant","2016","","","","","4"
"Main tenant","2017","15984","0.480351561888389","0.474758637717128","0.48594448605965","2"
"Owner","2017","13407","0.490931830880527","0.485335503898139","0.496528157862916","1"
"Resident or shared accommodation","2017","670","0.00609049759638424","0.00521952533488058","0.00696146985788791","5"
"Subtenant","2017","593","0.0226261096346999","0.0209613948960325","0.0242908243733672","3"
"Tenant","2017","","","","","4"
"Main tenant","2018","16700","0.481148688356253","0.47555779091137","0.486739585801137","2"
"Owner","2018","12676","0.493621445184211","0.488027025085913","0.499215865282508","1"
"Resident or shared accommodation","2018","806","0.00693393560130778","0.00600539823383622","0.00786247296877935","5"
"Subtenant","2018","497","0.0181822269171023","0.0166871642570065","0.019677289577198","3"
"Tenant","2018","1","","","","4"
"Main tenant","2019","15426","0.476301142474536","0.470669809208218","0.481932475740854","2"
"Owner","2019","13666","0.497566185259259","0.491928582587118","0.503203787931401","1"
"Resident or shared accommodation","2019","535","0.00643227712720448","0.00553089131918388","0.00733366293522509","5"
"Subtenant","2019","589","0.0197003951390003","0.0181334763528714","0.0212673139251291","3"
"Tenant","2019","","","","","4"
