"hgowner","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"2","1985","North Rhine-Westphalia","East Germany","","","",""
"2","1985","Hesse","West Germany","743","0.533567332580196","0.504595542833419","0.562539122326972"
"2","1985","Hesse","East Germany","","","",""
"2","1985","Rhineland-Palatinate,Saarland","West Germany","327","0.365563192290513","0.33165749690237","0.399468887678656"
"2","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"2","1985","Baden-Württemberg","West Germany","1193","0.45153595100507","0.430030369262324","0.473041532747816"
"2","1985","Baden-Württemberg","East Germany","","","",""
"2","1985","Bavaria","West Germany","992","0.462958079196721","0.440625513031642","0.4852906453618"
"2","1985","Bavaria","East Germany","","","",""
"2","1985","Berlin","West Germany","333","0.894365237091596","0.8629612299237","0.925769244259492"
"2","1985","Berlin","East Germany","","","",""
"2","1985","Brandenburg","West Germany","","","",""
"2","1985","Brandenburg","East Germany","","","",""
"2","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"2","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"2","1985","Saxony","West Germany","","","",""
"2","1985","Saxony","East Germany","","","",""
"2","1985","Saxony-Anhalt","West Germany","","","",""
"2","1985","Saxony-Anhalt","East Germany","","","",""
"2","1985","Thuringia","West Germany","","","",""
"2","1985","Thuringia","East Germany","","","",""
"3","1985","Schleswig-Holstein","West Germany","8","","",""
"3","1985","Schleswig-Holstein","East Germany","","","",""
"3","1985","Hamburg","West Germany","6","","",""
"3","1985","Hamburg","East Germany","","","",""
"3","1985","Lower Saxony","West Germany","12","","",""
"3","1985","Lower Saxony","East Germany","","","",""
"3","1985","Bremen","West Germany","1","","",""
"3","1985","Bremen","East Germany","","","",""
"3","1985","North Rhine-Westphalia","West Germany","51","0.0165118746347176","0.011931928602361","0.0210918206670742"
"3","1985","North Rhine-Westphalia","East Germany","","","",""
"3","1985","Hesse","West Germany","18","","",""
"3","1985","Hesse","East Germany","","","",""
"3","1985","Rhineland-Palatinate,Saarland","West Germany","6","","",""
"3","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"3","1985","Baden-Württemberg","West Germany","27","","",""
"3","1985","Baden-Württemberg","East Germany","","","",""
"3","1985","Bavaria","West Germany","22","","",""
"3","1985","Bavaria","East Germany","","","",""
"3","1985","Berlin","West Germany","5","","",""
"3","1985","Berlin","East Germany","","","",""
"3","1985","Brandenburg","West Germany","","","",""
"3","1985","Brandenburg","East Germany","","","",""
"3","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"3","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"3","1985","Saxony","West Germany","","","",""
"3","1985","Saxony","East Germany","","","",""
"3","1985","Saxony-Anhalt","West Germany","","","",""
"3","1985","Saxony-Anhalt","East Germany","","","",""
"3","1985","Thuringia","West Germany","","","",""
"3","1985","Thuringia","East Germany","","","",""
"4","1985","Schleswig-Holstein","West Germany","","","",""
"4","1985","Schleswig-Holstein","East Germany","","","",""
"4","1985","Hamburg","West Germany","","","",""
"4","1985","Hamburg","East Germany","","","",""
"4","1985","Lower Saxony","West Germany","","","",""
"4","1985","Lower Saxony","East Germany","","","",""
"4","1985","Bremen","West Germany","","","",""
"4","1985","Bremen","East Germany","","","",""
"4","1985","North Rhine-Westphalia","West Germany","","","",""
"4","1985","North Rhine-Westphalia","East Germany","","","",""
"4","1985","Hesse","West Germany","","","",""
"4","1985","Hesse","East Germany","","","",""
"4","1985","Rhineland-Palatinate,Saarland","West Germany","","","",""
"4","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"4","1985","Baden-Württemberg","West Germany","","","",""
"4","1985","Baden-Württemberg","East Germany","","","",""
"4","1985","Bavaria","West Germany","","","",""
"4","1985","Bavaria","East Germany","","","",""
"4","1985","Berlin","West Germany","","","",""
"4","1985","Berlin","East Germany","","","",""
"4","1985","Brandenburg","West Germany","","","",""
"4","1985","Brandenburg","East Germany","","","",""
"4","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"4","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"4","1985","Saxony","West Germany","","","",""
"4","1985","Saxony","East Germany","","","",""
"4","1985","Saxony-Anhalt","West Germany","","","",""
"4","1985","Saxony-Anhalt","East Germany","","","",""
"4","1985","Thuringia","West Germany","","","",""
"4","1985","Thuringia","East Germany","","","",""
"5","1985","Schleswig-Holstein","West Germany","","","",""
"5","1985","Schleswig-Holstein","East Germany","","","",""
"5","1985","Hamburg","West Germany","","","",""
"5","1985","Hamburg","East Germany","","","",""
"5","1985","Lower Saxony","West Germany","","","",""
"5","1985","Lower Saxony","East Germany","","","",""
"5","1985","Bremen","West Germany","","","",""
"5","1985","Bremen","East Germany","","","",""
"5","1985","North Rhine-Westphalia","West Germany","","","",""
"5","1985","North Rhine-Westphalia","East Germany","","","",""
"5","1985","Hesse","West Germany","","","",""
"5","1985","Hesse","East Germany","","","",""
"5","1985","Rhineland-Palatinate,Saarland","West Germany","","","",""
"5","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"5","1985","Baden-Württemberg","West Germany","","","",""
"5","1985","Baden-Württemberg","East Germany","","","",""
"5","1985","Bavaria","West Germany","","","",""
"5","1985","Bavaria","East Germany","","","",""
"5","1985","Berlin","West Germany","","","",""
"5","1985","Berlin","East Germany","","","",""
"5","1985","Brandenburg","West Germany","","","",""
"5","1985","Brandenburg","East Germany","","","",""
"5","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"5","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"5","1985","Saxony","West Germany","","","",""
"5","1985","Saxony","East Germany","","","",""
"5","1985","Saxony-Anhalt","West Germany","","","",""
"5","1985","Saxony-Anhalt","East Germany","","","",""
"5","1985","Thuringia","West Germany","","","",""
"5","1985","Thuringia","East Germany","","","",""
"1","1986","Schleswig-Holstein","West Germany","179","0.543502614807687","0.489265628236093","0.597739601379281"
"1","1986","Schleswig-Holstein","East Germany","","","",""
"1","1986","Hamburg","West Germany","47","0.184675231144863","0.137141954592997","0.232208507696729"
"1","1986","Hamburg","East Germany","","","",""
"1","1986","Lower Saxony","West Germany","589","0.542759035710615","0.513465812650837","0.572052258770392"
"1","1986","Lower Saxony","East Germany","","","",""
"1","1986","Bremen","West Germany","32","0.272000184938263","0.188461992069067","0.355538377807459"
"1","1986","Bremen","East Germany","","","",""
"1","1986","North Rhine-Westphalia","West Germany","990","0.38354489316215","0.365755301795758","0.401334484528541"
"1","1986","North Rhine-Westphalia","East Germany","","","",""
"1","1986","Hesse","West Germany","364","0.45234224182656","0.422265664244197","0.482418819408923"
"1","1986","Hesse","East Germany","","","",""
"1","1986","Rhineland-Palatinate,Saarland","West Germany","445","0.61052127645644","0.576078750115821","0.644963802797059"
"1","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"1","1986","Baden-Württemberg","West Germany","836","0.541596924126801","0.51979250694145","0.563401341312151"
"1","1986","Baden-Württemberg","East Germany","","","",""
"1","1986","Bavaria","West Germany","864","0.527633729657805","0.504454448897394","0.550813010418216"
"1","1986","Bavaria","East Germany","","","",""
"1","1986","Berlin","West Germany","28","","",""
"1","1986","Berlin","East Germany","","","",""
"1","1986","Brandenburg","West Germany","","","",""
"1","1986","Brandenburg","East Germany","","","",""
"1","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"1","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"1","1986","Saxony","West Germany","","","",""
"1","1986","Saxony","East Germany","","","",""
"1","1986","Saxony-Anhalt","West Germany","","","",""
"1","1986","Saxony-Anhalt","East Germany","","","",""
"1","1986","Thuringia","West Germany","","","",""
"1","1986","Thuringia","East Germany","","","",""
"2","1986","Schleswig-Holstein","West Germany","139","0.429942370259385","0.37603599993691","0.483848740581859"
"2","1986","Schleswig-Holstein","East Germany","","","",""
"2","1986","Hamburg","West Germany","204","0.786538120339578","0.736344541648868","0.836731699030289"
"2","1986","Hamburg","East Germany","","","",""
"2","1986","Lower Saxony","West Germany","506","0.446452742018441","0.417220901488569","0.475684582548313"
"2","1986","Lower Saxony","East Germany","","","",""
"2","1986","Bremen","West Germany","77","0.727999815061737","0.644461622192541","0.811538007930933"
"2","1986","Bremen","East Germany","","","",""
"2","1986","North Rhine-Westphalia","West Germany","1841","0.600410946785221","0.582490937323884","0.618330956246559"
"2","1986","North Rhine-Westphalia","East Germany","","","",""
"2","1986","Hesse","West Germany","647","0.525290666974594","0.495115203551949","0.555466130397239"
"2","1986","Hesse","East Germany","","","",""
"2","1986","Rhineland-Palatinate,Saarland","West Germany","306","0.364276818753019","0.330286712668643","0.398266924837396"
"2","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"2","1986","Baden-Württemberg","West Germany","1130","0.441659322939984","0.419928510555534","0.463390135324434"
"2","1986","Baden-Württemberg","East Germany","","","",""
"2","1986","Bavaria","West Germany","893","0.456170234576447","0.433044837414885","0.479295631738008"
"2","1986","Bavaria","East Germany","","","",""
"2","1986","Berlin","West Germany","319","0.891265419494067","0.858882105980779","0.923648733007356"
"2","1986","Berlin","East Germany","","","",""
"2","1986","Brandenburg","West Germany","","","",""
"2","1986","Brandenburg","East Germany","","","",""
"2","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"2","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"2","1986","Saxony","West Germany","","","",""
"2","1986","Saxony","East Germany","","","",""
"2","1986","Saxony-Anhalt","West Germany","","","",""
"2","1986","Saxony-Anhalt","East Germany","","","",""
"2","1986","Thuringia","West Germany","","","",""
"2","1986","Thuringia","East Germany","","","",""
"3","1986","Schleswig-Holstein","West Germany","6","","",""
"3","1986","Schleswig-Holstein","East Germany","","","",""
"3","1986","Hamburg","West Germany","5","","",""
"3","1986","Hamburg","East Germany","","","",""
"3","1986","Lower Saxony","West Germany","16","","",""
"3","1986","Lower Saxony","East Germany","","","",""
"3","1986","Bremen","West Germany","","","",""
"3","1986","Bremen","East Germany","","","",""
"3","1986","North Rhine-Westphalia","West Germany","39","0.0160441600526287","0.0114473830133688","0.0206409370918886"
"3","1986","North Rhine-Westphalia","East Germany","","","",""
"3","1986","Hesse","West Germany","40","0.0206792652972583","0.0120798237582031","0.0292787068363135"
"3","1986","Hesse","East Germany","","","",""
"3","1986","Rhineland-Palatinate,Saarland","West Germany","19","","",""
"3","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"3","1986","Baden-Württemberg","West Germany","40","0.0167437529332154","0.0111288482609337","0.0223586576054971"
"3","1986","Baden-Württemberg","East Germany","","","",""
"3","1986","Bavaria","West Germany","25","","",""
"3","1986","Bavaria","East Germany","","","",""
"3","1986","Berlin","West Germany","8","","",""
"3","1986","Berlin","East Germany","","","",""
"3","1986","Brandenburg","West Germany","","","",""
"3","1986","Brandenburg","East Germany","","","",""
"3","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"3","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"3","1986","Saxony","West Germany","","","",""
"3","1986","Saxony","East Germany","","","",""
"3","1986","Saxony-Anhalt","West Germany","","","",""
"3","1986","Saxony-Anhalt","East Germany","","","",""
"3","1986","Thuringia","West Germany","","","",""
"3","1986","Thuringia","East Germany","","","",""
"4","1986","Schleswig-Holstein","West Germany","","","",""
"4","1986","Schleswig-Holstein","East Germany","","","",""
"4","1986","Hamburg","West Germany","","","",""
"4","1986","Hamburg","East Germany","","","",""
"4","1986","Lower Saxony","West Germany","","","",""
"4","1986","Lower Saxony","East Germany","","","",""
"4","1986","Bremen","West Germany","","","",""
"4","1986","Bremen","East Germany","","","",""
"4","1986","North Rhine-Westphalia","West Germany","","","",""
"4","1986","North Rhine-Westphalia","East Germany","","","",""
"4","1986","Hesse","West Germany","1","","",""
"4","1986","Hesse","East Germany","","","",""
"4","1986","Rhineland-Palatinate,Saarland","West Germany","","","",""
"4","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"4","1986","Baden-Württemberg","West Germany","","","",""
"4","1986","Baden-Württemberg","East Germany","","","",""
"4","1986","Bavaria","West Germany","","","",""
"4","1986","Bavaria","East Germany","","","",""
"4","1986","Berlin","West Germany","","","",""
"4","1986","Berlin","East Germany","","","",""
"4","1986","Brandenburg","West Germany","","","",""
"4","1986","Brandenburg","East Germany","","","",""
"4","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"4","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"4","1986","Saxony","West Germany","","","",""
"4","1986","Saxony","East Germany","","","",""
"4","1986","Saxony-Anhalt","West Germany","","","",""
"4","1986","Saxony-Anhalt","East Germany","","","",""
"4","1986","Thuringia","West Germany","","","",""
"4","1986","Thuringia","East Germany","","","",""
"5","1986","Schleswig-Holstein","West Germany","","","",""
"5","1986","Schleswig-Holstein","East Germany","","","",""
"5","1986","Hamburg","West Germany","","","",""
"5","1986","Hamburg","East Germany","","","",""
"5","1986","Lower Saxony","West Germany","","","",""
"5","1986","Lower Saxony","East Germany","","","",""
"5","1986","Bremen","West Germany","","","",""
"5","1986","Bremen","East Germany","","","",""
"5","1986","North Rhine-Westphalia","West Germany","","","",""
"5","1986","North Rhine-Westphalia","East Germany","","","",""
"5","1986","Hesse","West Germany","","","",""
"5","1986","Hesse","East Germany","","","",""
"5","1986","Rhineland-Palatinate,Saarland","West Germany","","","",""
"5","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"5","1986","Baden-Württemberg","West Germany","","","",""
"5","1986","Baden-Württemberg","East Germany","","","",""
"5","1986","Bavaria","West Germany","","","",""
"5","1986","Bavaria","East Germany","","","",""
"5","1986","Berlin","West Germany","","","",""
"5","1986","Berlin","East Germany","","","",""
"5","1986","Brandenburg","West Germany","","","",""
"5","1986","Brandenburg","East Germany","","","",""
"5","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"5","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"5","1986","Saxony","West Germany","","","",""
"5","1986","Saxony","East Germany","","","",""
"5","1986","Saxony-Anhalt","West Germany","","","",""
"5","1986","Saxony-Anhalt","East Germany","","","",""
"5","1986","Thuringia","West Germany","","","",""
"5","1986","Thuringia","East Germany","","","",""
"1","1987","Schleswig-Holstein","West Germany","181","0.575352003515801","0.521695712903119","0.629008294128483"
"1","1987","Schleswig-Holstein","East Germany","","","",""
"1","1987","Hamburg","West Germany","48","0.199379589013381","0.147290405673832","0.25146877235293"
"1","1987","Hamburg","East Germany","","","",""
"1","1987","Lower Saxony","West Germany","578","0.534137935521704","0.504779175896843","0.563496695146565"
"1","1987","Lower Saxony","East Germany","","","",""
"1","1987","Bremen","West Germany","32","0.26432497569697","0.178324765892923","0.350325185501017"
"1","1987","Bremen","East Germany","","","",""
"1","1987","North Rhine-Westphalia","West Germany","992","0.381646540324804","0.363773807721817","0.399519272927792"
"1","1987","North Rhine-Westphalia","East Germany","","","",""
"1","1987","Hesse","West Germany","371","0.451681394026627","0.421694060554151","0.481668727499104"
"1","1987","Hesse","East Germany","","","",""
"1","1987","Rhineland-Palatinate,Saarland","West Germany","442","0.6054955751289","0.570996907047525","0.639994243210276"
"1","1987","Rhineland-Palatinate,Saarland","East Germany","","","",""
"1","1987","Baden-Württemberg","West Germany","826","0.52624230468771","0.504243645491905","0.548240963883516"
"1","1987","Baden-Württemberg","East Germany","","","",""
"1","1987","Bavaria","West Germany","838","0.526583670927466","0.503089849572237","0.550077492282695"
"1","1987","Bavaria","East Germany","","","",""
"1","1987","Berlin","West Germany","27","","",""
"1","1987","Berlin","East Germany","","","",""
"1","1987","Brandenburg","West Germany","","","",""
"1","1987","Brandenburg","East Germany","","","",""
"1","1987","Mecklenburg-Western Pomerania","West Germany","","","",""
"1","1987","Mecklenburg-Western Pomerania","East Germany","","","",""
"1","1987","Saxony","West Germany","","","",""
"1","1987","Saxony","East Germany","","","",""
"1","1987","Saxony-Anhalt","West Germany","","","",""
"1","1987","Saxony-Anhalt","East Germany","","","",""
"1","1987","Thuringia","West Germany","","","",""
"1","1987","Thuringia","East Germany","","","",""
"2","1987","Schleswig-Holstein","West Germany","139","0.39560613927597","0.342526150247106","0.448686128304834"
"2","1987","Schleswig-Holstein","East Germany","","","",""
"2","1987","Hamburg","West Germany","174","0.778807811309436","0.724695770453731","0.832919852165142"
"2","1987","Hamburg","East Germany","","","",""
"2","1987","Lower Saxony","West Germany","511","0.449798337102298","0.420519610117409","0.479077064087187"
"2","1987","Lower Saxony","East Germany","","","",""
"2","1987","Bremen","West Germany","69","0.73567502430303","0.649674814498983","0.821675234107077"
"2","1987","Bremen","East Germany","","","",""
"2","1987","North Rhine-Westphalia","West Germany","1803","0.60089253164245","0.582875417664642","0.618909645620257"
"2","1987","North Rhine-Westphalia","East Germany","","","",""
