"hgowner","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1989","higher education","East Germany","","","","","4"
"Main tenant","1990","in school","West Germany","84","0.398439698118043","0.323050092877509","0.473829303358577","2"
"Main tenant","1990","in school","East Germany","17","","","","2"
"Main tenant","1990","inadequately","West Germany","551","0.79324690851121","0.761847037639315","0.824646779383105","2"
"Main tenant","1990","inadequately","East Germany","9","","","","2"
"Main tenant","1990","general elemantary","West Germany","1496","0.53276298991243","0.513158364668817","0.552367615156043","2"
"Main tenant","1990","general elemantary","East Germany","319","0.648492042424777","0.60745591918339","0.689528165666164","2"
"Main tenant","1990","middle vocational","West Germany","2368","0.500660579002328","0.486149901829796","0.51517125617486","2"
"Main tenant","1990","middle vocational","East Germany","1611","0.659775702383719","0.641339618336338","0.6782117864311","2"
"Main tenant","1990","vocational + Abi","West Germany","184","0.582478366244303","0.526203240431968","0.638753492056639","2"
"Main tenant","1990","vocational + Abi","East Germany","55","0.709976389387484","0.61054082842577","0.809411950349198","2"
"Main tenant","1990","higher vocational","West Germany","217","0.444169183185925","0.401214348288554","0.487124018083296","2"
"Main tenant","1990","higher vocational","East Germany","143","0.56082359580045","0.500265686088595","0.621381505512306","2"
"Main tenant","1990","higher education","West Germany","322","0.445562786793747","0.408743131968954","0.482382441618541","2"
"Main tenant","1990","higher education","East Germany","684","0.707850901203246","0.679566522924675","0.736135279481817","2"
"Owner","1990","in school","West Germany","75","0.562942603338257","0.486560453178521","0.639324753497993","1"
"Owner","1990","in school","East Germany","14","","","","1"
"Owner","1990","inadequately","West Germany","71","0.176152955899642","0.146615987155003","0.20568992464428","1"
"Owner","1990","inadequately","East Germany","2","","","","1"
"Owner","1990","general elemantary","West Germany","931","0.434110960069423","0.414635446462599","0.453586473676247","1"
"Owner","1990","general elemantary","East Germany","182","0.317675228616667","0.27765922957812","0.357691227655214","1"
"Owner","1990","middle vocational","West Germany","2095","0.473721920280464","0.459231284651985","0.488212555908942","1"
"Owner","1990","middle vocational","East Germany","814","0.296449634813596","0.278678673818624","0.314220595808569","1"
"Owner","1990","vocational + Abi","West Germany","105","0.392021625696649","0.336311240463774","0.447732010929524","1"
"Owner","1990","vocational + Abi","East Germany","22","","","","1"
"Owner","1990","higher vocational","West Germany","285","0.535562871865649","0.4924471930701","0.578678550661197","1"
"Owner","1990","higher vocational","East Germany","111","0.42593823911495","0.365600245738304","0.486276232491596","1"
"Owner","1990","higher education","West Germany","366","0.535931031218998","0.498986957037261","0.572875105400735","1"
"Owner","1990","higher education","East Germany","289","0.2705635074637","0.242932175519614","0.298194839407786","1"
"Resident or shared accommodation","1990","in school","West Germany","","","","","5"
"Resident or shared accommodation","1990","in school","East Germany","","","","","5"
"Resident or shared accommodation","1990","inadequately","West Germany","","","","","5"
"Resident or shared accommodation","1990","inadequately","East Germany","","","","","5"
"Resident or shared accommodation","1990","general elemantary","West Germany","","","","","5"
"Resident or shared accommodation","1990","general elemantary","East Germany","","","","","5"
"Resident or shared accommodation","1990","middle vocational","West Germany","","","","","5"
"Resident or shared accommodation","1990","higher vocational","East Germany","","","","","5"
"Resident or shared accommodation","1990","higher education","West Germany","","","","","5"
"Resident or shared accommodation","1990","higher education","East Germany","","","","","5"
"Resident or shared accommodation","1990","middle vocational","East Germany","","","","","5"
"Resident or shared accommodation","1990","vocational + Abi","West Germany","","","","","5"
"Resident or shared accommodation","1990","vocational + Abi","East Germany","","","","","5"
"Resident or shared accommodation","1990","higher vocational","West Germany","","","","","5"
"Subtenant","1990","in school","West Germany","3","","","","3"
"Subtenant","1990","in school","East Germany","1","","","","3"
"Subtenant","1990","inadequately","West Germany","17","","","","3"
"Subtenant","1990","inadequately","East Germany","","","","","3"
"Subtenant","1990","general elemantary","West Germany","60","0.0324197825910852","0.0254603883042573","0.039379176877913","3"
"Subtenant","1990","general elemantary","East Germany","19","","","","3"
"Subtenant","1990","middle vocational","West Germany","94","0.0244792463734925","0.0199945263758243","0.0289639663711606","3"
"Subtenant","1990","middle vocational","East Germany","110","0.0430559720721735","0.0351574138280325","0.0509545303163145","3"
"Subtenant","1990","vocational + Abi","West Germany","6","","","","3"
"Subtenant","1990","vocational + Abi","East Germany","2","","","","3"
"Subtenant","1990","higher vocational","West Germany","12","","","","3"
"Subtenant","1990","higher vocational","East Germany","4","","","","3"
"Subtenant","1990","higher education","West Germany","12","","","","3"
"Subtenant","1990","higher education","East Germany","17","","","","3"
"Tenant","1990","in school","West Germany","","","","","4"
"Tenant","1990","in school","East Germany","","","","","4"
"Tenant","1990","inadequately","West Germany","","","","","4"
"Tenant","1990","inadequately","East Germany","","","","","4"
"Tenant","1990","general elemantary","West Germany","1","","","","4"
"Tenant","1990","general elemantary","East Germany","","","","","4"
"Tenant","1990","middle vocational","West Germany","4","","","","4"
"Tenant","1990","middle vocational","East Germany","2","","","","4"
"Tenant","1990","vocational + Abi","West Germany","","","","","4"
"Tenant","1990","vocational + Abi","East Germany","1","","","","4"
"Tenant","1990","higher vocational","West Germany","","","","","4"
"Tenant","1990","higher vocational","East Germany","","","","","4"
"Tenant","1990","higher education","West Germany","","","","","4"
"Tenant","1990","higher education","East Germany","3","","","","4"
"Main tenant","1991","vocational + Abi","East Germany","51","0.753458502523737","0.653206374397875","0.8537106306496","2"
"Main tenant","1991","higher vocational","West Germany","229","0.45810928609678","0.415285326442414","0.500933245751146","2"
"Main tenant","1991","higher vocational","East Germany","126","0.545288255538608","0.482159053730245","0.60841745734697","2"
"Main tenant","1991","higher education","West Germany","331","0.457274410795273","0.421036898186045","0.493511923404502","2"
"Main tenant","1991","higher education","East Germany","659","0.701190140202004","0.672204646721645","0.730175633682362","2"
"Main tenant","1991","in school","West Germany","80","0.433131578272157","0.353835169750805","0.512427986793508","2"
"Main tenant","1991","in school","East Germany","8","","","","2"
"Main tenant","1991","inadequately","West Germany","542","0.816130264307469","0.785760393131016","0.846500135483923","2"
"Main tenant","1991","inadequately","East Germany","24","","","","2"
"Main tenant","1991","general elemantary","West Germany","1476","0.538678487511429","0.518837700766766","0.558519274256092","2"
"Main tenant","1991","general elemantary","East Germany","266","0.611281283714478","0.566783753809878","0.655778813619077","2"
"Main tenant","1991","middle vocational","West Germany","2377","0.495091050345197","0.480609607267755","0.50957249342264","2"
"Main tenant","1991","middle vocational","East Germany","1442","0.642994170892683","0.623688633626131","0.662299708159236","2"
"Main tenant","1991","vocational + Abi","West Germany","192","0.576467423273112","0.521462946315642","0.631471900230582","2"
"Owner","1991","in school","West Germany","67","0.524298875532528","0.44437822438061","0.604219526684445","1"
"Owner","1991","in school","East Germany","4","","","","1"
"Owner","1991","inadequately","West Germany","65","0.1601676894303","0.131414115893269","0.188921262967332","1"
"Owner","1991","inadequately","East Germany","13","","","","1"
"Owner","1991","general elemantary","West Germany","900","0.434946914791226","0.41521564785005","0.454678181732402","1"
"Owner","1991","general elemantary","East Germany","164","0.304333822325102","0.262331511625207","0.346336133024997","1"
"Owner","1991","middle vocational","West Germany","2091","0.476314944025432","0.461849060518742","0.490780827532122","1"
"Owner","1991","middle vocational","East Germany","777","0.293229482446321","0.27488591713862","0.311573047754021","1"
"Owner","1991","vocational + Abi","West Germany","108","0.376037532614415","0.32211601899618","0.429959046232651","1"
"Owner","1991","vocational + Abi","East Germany","20","","","","1"
"Owner","1991","higher vocational","West Germany","282","0.528460231480705","0.485554852984903","0.571365609976507","1"
"Owner","1991","higher vocational","East Germany","109","0.437157183944686","0.374270091756252","0.50004427613312","1"
"Owner","1991","higher education","West Germany","379","0.517350334089348","0.481001695229387","0.55369897294931","1"
"Owner","1991","higher education","East Germany","277","0.271720151541904","0.243550893564852","0.299889409518955","1"
