"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Resident or shared accommodation","2014","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2014","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2014","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2014","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2014","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2014","Single parent ","indirect migration background","6","","","","3"
"Subtenant","2014","1-pers.-HH","indirect migration background","13","","","","3"
"Subtenant","2014","(Married) couple without C. ","no migration background","91","0.0171988388992775","0.0141062116270484","0.0202914661715065","3"
"Subtenant","2014","(Married) couple without C. ","indirect migration background","3","","","","3"
"Subtenant","2014","Single parent ","no migration background","16","","","","3"
"Subtenant","2014","Single parent ","direct migration background","3","","","","3"
"Subtenant","2014","Couple + C. LE 16 ","no migration background","51","0.0160992715712717","0.012423268447487","0.0197752746950564","3"
"Subtenant","2014","Couple + C. LE 16 ","direct migration background","3","","","","3"
"Subtenant","2014","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","no migration background","12","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","direct migration background","","","","","3"
"Subtenant","2014","1-pers.-HH","no migration background","96","0.0271682267847263","0.0214462416126989","0.0328902119567537","3"
"Subtenant","2014","1-pers.-HH","direct migration background","23","","","","3"
"Subtenant","2014","(Married) couple without C. ","direct migration background","10","","","","3"
"Subtenant","2014","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","2014","Couple + C. LE and GT 16","no migration background","3","","","","3"
"Subtenant","2014","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Subtenant","2014","Couple + C. LE and GT 16","direct migration background","1","","","","3"
"Tenant","2014","1-pers.-HH","no migration background","1","","","","4"
"Tenant","2014","(Married) couple without C. ","no migration background","2","","","","4"
"Tenant","2014","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2014","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2014","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2014","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2014","Single parent ","direct migration background","","","","","4"
"Tenant","2014","Single parent ","indirect migration background","","","","","4"
"Tenant","2014","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2014","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Tenant","2014","Single parent ","no migration background","","","","","4"
"Tenant","2014","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2014","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2014","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Main tenant","2015","1-pers.-HH","no migration background","1937","0.635641872726057","0.618423758954247","0.652859986497867","2"
"Main tenant","2015","1-pers.-HH","direct migration background","472","0.811408188038001","0.779654445206149","0.843161930869853","2"
"Main tenant","2015","1-pers.-HH","indirect migration background","131","0.89182137420837","0.843235733598133","0.940407014818607","2"
"Main tenant","2015","(Married) couple without C. ","no migration background","2542","0.387524658409598","0.375669151788479","0.399380165030718","2"
"Main tenant","2015","(Married) couple without C. ","direct migration background","908","0.624281464499077","0.597666489285978","0.650896439712175","2"
"Main tenant","2015","(Married) couple without C. ","indirect migration background","139","0.629614875250152","0.563347882018522","0.695881868481782","2"
"Main tenant","2015","Single parent ","no migration background","1331","0.651779999460362","0.630386690083016","0.673173308837709","2"
"Main tenant","2015","Single parent ","direct migration background","328","0.784331574638835","0.742979297880648","0.825683851397023","2"
"Main tenant","2015","Couple + C. LE 16 ","no migration background","1731","0.419902642831027","0.404817609104048","0.434987676558005","2"
"Main tenant","2015","Couple + C. LE 16 ","indirect migration background","302","0.528339791315855","0.48526784273279","0.57141173989892","2"
"Main tenant","2015","Single parent ","indirect migration background","219","0.84215704481021","0.798093507181992","0.886220582438429","2"
"Main tenant","2015","Couple + C. LE 16 ","direct migration background","1522","0.65176075651041","0.631715981629181","0.671805531391639","2"
"Main tenant","2015","Couple + C. GT 16 ","no migration background","559","0.209412332919218","0.192725412824431","0.226099253014004","2"
"Main tenant","2015","Couple + C. GT 16 ","direct migration background","344","0.536170680383636","0.49515928435934","0.577182076407932","2"
"Main tenant","2015","Couple + C. GT 16 ","indirect migration background","118","0.413567958681808","0.352764244573704","0.474371672789913","2"
"Main tenant","2015","Couple + C. LE and GT 16","no migration background","447","0.247674554669739","0.226301964224588","0.269047145114889","2"
"Main tenant","2015","Couple + C. LE and GT 16","direct migration background","426","0.61433567438466","0.57650647631303","0.652164872456291","2"
"Main tenant","2015","Couple + C. LE and GT 16","indirect migration background","158","0.51270188008001","0.455272858212564","0.570130901947456","2"
"Owner","2015","1-pers.-HH","no migration background","931","0.324263539753504","0.307515930130467","0.341011149376542","1"
"Owner","2015","1-pers.-HH","direct migration background","45","0.104492496715408","0.0796616813134892","0.129323312117326","1"
"Owner","2015","1-pers.-HH","indirect migration background","15","","","","1"
"Owner","2015","(Married) couple without C. ","no migration background","3851","0.596521139076736","0.584582647582422","0.60845963057105","1"
"Owner","2015","(Married) couple without C. ","direct migration background","351","0.368205134052863","0.341699542487599","0.394710725618126","1"
"Owner","2015","(Married) couple without C. ","indirect migration background","59","0.308632252555655","0.245244081761269","0.372020423350041","1"
"Owner","2015","Single parent ","no migration background","560","0.338824075586752","0.317569802926481","0.360078348247024","1"
"Owner","2015","Single parent ","direct migration background","43","0.140250865822532","0.105337240915455","0.175164490729609","1"
"Owner","2015","Couple + C. LE and GT 16","no migration background","1115","0.751484239799806","0.730087357430316","0.772881122169296","1"
"Owner","2015","Couple + C. LE 16 ","direct migration background","634","0.34590660661097","0.325893360604724","0.365919852617217","1"
"Owner","2015","Couple + C. LE 16 ","indirect migration background","208","0.456602630444292","0.413624134738368","0.499581126150216","1"
"Owner","2015","Couple + C. GT 16 ","no migration background","1716","0.784259314525635","0.767390059218217","0.801128569833052","1"
"Owner","2015","Couple + C. GT 16 ","direct migration background","221","0.46143832658165","0.420441666512839","0.502434986650462","1"
"Owner","2015","Couple + C. GT 16 ","indirect migration background","132","0.582499252986601","0.521612314779068","0.643386191194133","1"
"Owner","2015","Couple + C. LE and GT 16","direct migration background","208","0.378919975445613","0.341217743213725","0.416622207677502","1"
"Owner","2015","Couple + C. LE and GT 16","indirect migration background","132","0.480418750811484","0.423015259634539","0.53782224198843","1"
"Owner","2015","Single parent ","indirect migration background","42","0.151340889241402","0.108028215259619","0.194653563223185","1"
"Owner","2015","Couple + C. LE 16 ","no migration background","2347","0.571166431815","0.556039624928404","0.586293238701595","1"
"Resident or shared accommodation","2015","1-pers.-HH","no migration background","32","0.0102337759612718","0.00663297297136852","0.0138345789511751","5"
"Resident or shared accommodation","2015","1-pers.-HH","direct migration background","3","","","","5"
"Resident or shared accommodation","2015","1-pers.-HH","indirect migration background","1","","","","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","no migration background","11","","","","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","direct migration background","1","","","","5"
"Resident or shared accommodation","2015","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2015","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2015","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2015","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2015","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2015","Single parent ","indirect migration background","2","","","","3"
"Subtenant","2015","Couple + C. LE 16 ","indirect migration background","6","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","no migration background","9","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","direct migration background","3","","","","3"
"Subtenant","2015","1-pers.-HH","indirect migration background","10","","","","3"
"Subtenant","2015","(Married) couple without C. ","no migration background","83","0.0142835993271735","0.0113961061751868","0.0171710924791602","3"
"Subtenant","2015","(Married) couple without C. ","indirect migration background","6","","","","3"
"Subtenant","2015","Single parent ","no migration background","14","","","","3"
"Subtenant","2015","Single parent ","direct migration background","9","","","","3"
"Subtenant","2015","Couple + C. LE 16 ","no migration background","34","0.00893092535397327","0.00605537001350963","0.0118064806944369","3"
"Subtenant","2015","Couple + C. LE 16 ","direct migration background","14","","","","3"
"Subtenant","2015","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Subtenant","2015","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Subtenant","2015","1-pers.-HH","no migration background","101","0.0298608115591671","0.0237712935277136","0.0359503295906206","3"
"Subtenant","2015","1-pers.-HH","direct migration background","63","0.0810785213906366","0.0589217781499046","0.103235264631369","3"
"Subtenant","2015","(Married) couple without C. ","direct migration background","12","","","","3"
"Subtenant","2015","Couple + C. LE and GT 16","no migration background","5","","","","3"
"Subtenant","2015","Couple + C. LE and GT 16","direct migration background","2","","","","3"
"Tenant","2015","1-pers.-HH","no migration background","","","","","4"
"Tenant","2015","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","2015","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2015","Single parent ","indirect migration background","","","","","4"
"Tenant","2015","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2015","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2015","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2015","Single parent ","direct migration background","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2015","Single parent ","no migration background","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2015","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2015","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2015","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2016","Couple + C. LE 16 ","indirect migration background","266","0.548369132233568","0.503425729939111","0.593312534528025","2"
"Main tenant","2016","1-pers.-HH","no migration background","1847","0.628110271338637","0.610394255787605","0.645826286889669","2"
"Main tenant","2016","1-pers.-HH","direct migration background","387","0.827852504057236","0.793650464670345","0.862054543444127","2"
"Main tenant","2016","1-pers.-HH","indirect migration background","130","0.848096399105598","0.792825411109922","0.903367387101275","2"
"Main tenant","2016","(Married) couple without C. ","no migration background","2396","0.379991425605031","0.367889914608488","0.392092936601575","2"
"Main tenant","2016","(Married) couple without C. ","direct migration background","716","0.611912236776318","0.58229524361569","0.641529229936946","2"
"Main tenant","2016","(Married) couple without C. ","indirect migration background","117","0.575832190472213","0.504807648480111","0.646856732464316","2"
"Main tenant","2016","Single parent ","no migration background","1197","0.62451178428528","0.601933117673374","0.647090450897186","2"
"Main tenant","2016","Single parent ","direct migration background","260","0.815077038447141","0.771648656102345","0.858505420791937","2"
"Main tenant","2016","Couple + C. LE 16 ","no migration background","1514","0.413847188826156","0.397838285406044","0.429856092246267","2"
"Main tenant","2016","Couple + C. LE and GT 16","direct migration background","381","0.668808705583003","0.629653274070497","0.70796413709551","2"
"Main tenant","2016","Couple + C. LE 16 ","direct migration background","1164","0.640850471159986","0.618263145465279","0.663437796854693","2"
"Main tenant","2016","Couple + C. GT 16 ","direct migration background","293","0.530565921607782","0.487210223594345","0.573921619621219","2"
"Main tenant","2016","Couple + C. GT 16 ","indirect migration background","106","0.386866607108575","0.324196244761664","0.449536969455486","2"
"Main tenant","2016","Couple + C. LE and GT 16","no migration background","392","0.243669142827294","0.221686218945632","0.265652066708956","2"
"Main tenant","2016","Single parent ","indirect migration background","200","0.800227905458823","0.750059830650188","0.850395980267459","2"
"Main tenant","2016","Couple + C. LE and GT 16","indirect migration background","168","0.574618354316754","0.518858229134825","0.630378479498683","2"
"Main tenant","2016","Couple + C. GT 16 ","no migration background","540","0.226007585006446","0.208357253033242","0.243657916979649","2"
"Owner","2016","1-pers.-HH","no migration background","877","0.324656693265035","0.307492812306817","0.341820574223254","1"
"Owner","2016","1-pers.-HH","direct migration background","43","0.105775272482847","0.0779114574581932","0.133639087507502","1"
"Owner","2016","1-pers.-HH","indirect migration background","16","","","","1"
"Owner","2016","(Married) couple without C. ","no migration background","3705","0.600662018623962","0.588451355543393","0.612872681704531","1"
"Owner","2016","(Married) couple without C. ","direct migration background","309","0.382479899511537","0.352943246642625","0.412016552380449","1"
"Owner","2016","(Married) couple without C. ","indirect migration background","66","0.380505078010167","0.310731543617136","0.450278612403198","1"
"Owner","2016","Single parent ","no migration background","554","0.359433758230341","0.337060910240024","0.381806606220658","1"
"Owner","2016","Single parent ","direct migration background","40","0.149553730628069","0.109660338214084","0.189447123042054","1"
"Owner","2016","Couple + C. LE and GT 16","no migration background","1067","0.749413969291596","0.727223392070218","0.771604546512974","1"
"Owner","2016","Couple + C. LE 16 ","direct migration background","557","0.347971385839171","0.325545278133652","0.370397493544691","1"
"Owner","2016","Couple + C. LE 16 ","indirect migration background","199","0.437759319930652","0.392955352740527","0.482563287120777","1"
"Owner","2016","Couple + C. GT 16 ","direct migration background","214","0.464492858712136","0.421165585878104","0.507820131546168","1"
"Owner","2016","Couple + C. LE 16 ","no migration background","2091","0.574966683321521","0.558898418498677","0.591034948144365","1"
"Owner","2016","Couple + C. GT 16 ","no migration background","1603","0.764027801927495","0.746109039207328","0.781946564647662","1"
"Owner","2016","Couple + C. GT 16 ","indirect migration background","124","0.601855640571068","0.538865794101648","0.664845487040487","1"
"Owner","2016","Couple + C. LE and GT 16","direct migration background","174","0.331191294416997","0.29203586290449","0.370346725929503","1"
"Owner","2016","Couple + C. LE and GT 16","indirect migration background","134","0.425381645683246","0.369621520501317","0.481141770865175","1"
"Owner","2016","Single parent ","indirect migration background","40","0.184682210737355","0.135993399710349","0.23337102176436","1"
"Resident or shared accommodation","2016","1-pers.-HH","no migration background","36","0.0132215565703824","0.00903466095127112","0.0174084521894938","5"
"Resident or shared accommodation","2016","1-pers.-HH","direct migration background","4","","","","5"
"Resident or shared accommodation","2016","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","no migration background","6","","","","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","direct migration background","","","","","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2016","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2016","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2016","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2016","Single parent ","indirect migration background","4","","","","3"
"Subtenant","2016","Couple + C. LE 16 ","indirect migration background","6","","","","3"
"Subtenant","2016","Couple + C. GT 16 ","no migration background","14","","","","3"
"Subtenant","2016","Couple + C. GT 16 ","direct migration background","2","","","","3"
"Subtenant","2016","1-pers.-HH","indirect migration background","16","","","","3"
"Subtenant","2016","(Married) couple without C. ","no migration background","73","0.0185194386906103","0.0151581283271672","0.0218807490540535","3"
"Subtenant","2016","(Married) couple without C. ","indirect migration background","3","","","","3"
"Subtenant","2016","Single parent ","no migration background","16","","","","3"
"Subtenant","2016","Single parent ","direct migration background","7","","","","3"
"Subtenant","2016","Couple + C. LE 16 ","no migration background","31","0.0111861278523232","0.0077676456874034","0.0146046100172431","3"
"Subtenant","2016","Couple + C. LE 16 ","direct migration background","12","","","","3"
"Subtenant","2016","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Subtenant","2016","1-pers.-HH","direct migration background","34","0.0559095242761519","0.0350945982816101","0.0767244502706936","3"
"Subtenant","2016","Couple + C. LE and GT 16","no migration background","6","","","","3"
"Subtenant","2016","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Subtenant","2016","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Subtenant","2016","1-pers.-HH","no migration background","99","0.0340114788259453","0.0273673238484579","0.0406556338034326","3"
"Subtenant","2016","(Married) couple without C. ","direct migration background","15","","","","3"
"Tenant","2016","1-pers.-HH","no migration background","","","","","4"
"Tenant","2016","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","2016","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2016","Single parent ","direct migration background","","","","","4"
"Tenant","2016","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2016","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2016","Single parent ","no migration background","","","","","4"
"Tenant","2016","Single parent ","indirect migration background","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2016","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","direct migration background","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2017","1-pers.-HH","no migration background","2159","0.626405026847665","0.609912375116862","0.642897678578468","2"
"Main tenant","2017","1-pers.-HH","direct migration background","654","0.773317633642832","0.747760827196641","0.798874440089024","2"
"Main tenant","2017","(Married) couple without C. ","indirect migration background","151","0.628462559028631","0.567072138267941","0.689852979789321","2"
"Main tenant","2017","Single parent ","direct migration background","458","0.868010382789004","0.840223296616876","0.895797468961131","2"
"Main tenant","2017","Couple + C. GT 16 ","no migration background","629","0.216494941288125","0.200587356262654","0.232402526313596","2"
"Main tenant","2017","Couple + C. GT 16 ","direct migration background","378","0.563583031233376","0.524418989609213","0.60274707285754","2"
"Main tenant","2017","1-pers.-HH","indirect migration background","149","0.839884976914008","0.786461179939085","0.893308773888931","2"
"Main tenant","2017","(Married) couple without C. ","no migration background","2746","0.376269513454572","0.364929694801988","0.387609332107156","2"
"Main tenant","2017","(Married) couple without C. ","direct migration background","771","0.569929349525241","0.540908668263795","0.598950030786686","2"
"Main tenant","2017","Single parent ","no migration background","1214","0.602261893871955","0.579911016717912","0.624612771025998","2"
"Main tenant","2017","Single parent ","indirect migration background","198","0.818105874095122","0.769703432408117","0.866508315782127","2"
"Main tenant","2017","Couple + C. LE 16 ","no migration background","1593","0.407604120753143","0.392136429739221","0.423071811767065","2"
"Main tenant","2017","Couple + C. LE 16 ","direct migration background","2344","0.656794162225061","0.640147964252563","0.67344036019756","2"
"Main tenant","2017","Couple + C. LE 16 ","indirect migration background","274","0.576883602468906","0.532777508602774","0.620989696335039","2"
"Main tenant","2017","Couple + C. GT 16 ","indirect migration background","115","0.387010962265531","0.328806009866433","0.445215914664629","2"
"Main tenant","2017","Couple + C. LE and GT 16","no migration background","474","0.256744448574594","0.235849449572974","0.277639447576214","2"
"Main tenant","2017","Couple + C. LE and GT 16","indirect migration background","176","0.516181361727474","0.460280132196427","0.572082591258521","2"
"Main tenant","2017","Couple + C. LE and GT 16","direct migration background","813","0.580320876963908","0.550327580413265","0.61031417351455","2"
"Owner","2017","1-pers.-HH","no migration background","958","0.32028796436742","0.304380712821581","0.336195215913259","1"
"Owner","2017","1-pers.-HH","direct migration background","49","0.103398828720005","0.0848132444300992","0.121984413009911","1"
"Owner","2017","1-pers.-HH","indirect migration background","15","","","","1"
"Owner","2017","(Married) couple without C. ","no migration background","4164","0.606531968339751","0.595096875843926","0.617967060835575","1"
"Owner","2017","(Married) couple without C. ","direct migration background","316","0.411276896706057","0.382433268705013","0.440120524707102","1"
"Owner","2017","(Married) couple without C. ","indirect migration background","81","0.353355182718084","0.292625886826581","0.414084478609588","1"
"Owner","2017","Single parent ","no migration background","617","0.388257755942689","0.366001731784282","0.410513780101095","1"
"Owner","2017","Single parent ","direct migration background","37","0.0962464250628911","0.0720345747143758","0.120458275411406","1"
"Owner","2017","Single parent ","indirect migration background","46","0.181894125904878","0.133491684217873","0.230296567591883","1"
"Owner","2017","Couple + C. LE 16 ","no migration background","2242","0.574449519038892","0.558886219777126","0.590012818300659","1"
"Owner","2017","Couple + C. LE 16 ","direct migration background","535","0.319991091409337","0.303636137476891","0.336346045341783","1"
"Owner","2017","Couple + C. LE 16 ","indirect migration background","204","0.417910445700694","0.37387918826985","0.461941703131538","1"
"Owner","2017","Couple + C. GT 16 ","direct migration background","222","0.411129516619849","0.372273618041922","0.449985415197776","1"
"Owner","2017","Couple + C. GT 16 ","indirect migration background","152","0.587936277292766","0.529117055945178","0.646755498640354","1"
"Owner","2017","Couple + C. LE and GT 16","no migration background","1194","0.739738237260928","0.718750435161531","0.760726039360325","1"
"Owner","2017","Couple + C. LE and GT 16","direct migration background","171","0.414131445537486","0.384194973385646","0.444067917689325","1"
"Owner","2017","Couple + C. LE and GT 16","indirect migration background","130","0.482604712868994","0.426708045319457","0.53850138041853","1"
"Owner","2017","Couple + C. GT 16 ","no migration background","1933","0.774222886320342","0.758074377121189","0.790371395519495","1"
"Resident or shared accommodation","2017","1-pers.-HH","no migration background","40","0.0128723017055172","0.00902924198513303","0.0167153614259013","5"
"Resident or shared accommodation","2017","1-pers.-HH","direct migration background","263","0.0678551618897233","0.0525036234874233","0.0832067002920234","5"
"Resident or shared accommodation","2017","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","no migration background","11","","","","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","direct migration background","8","","","","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2017","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2017","Single parent ","direct migration background","64","0.0208227703587074","0.00910053138631418","0.0325450093311006","5"
"Resident or shared accommodation","2017","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","direct migration background","176","0.00829144935978087","0.00511215795900491","0.0114707407605568","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","direct migration background","13","","","","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","direct migration background","38","0.00416486054298386","0.00025081948720506","0.00807890159876265","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2017","Couple + C. LE 16 ","indirect migration background","4","","","","3"
"Subtenant","2017","Couple + C. GT 16 ","no migration background","13","","","","3"
"Subtenant","2017","1-pers.-HH","indirect migration background","17","","","","3"
"Subtenant","2017","(Married) couple without C. ","indirect migration background","6","","","","3"
"Subtenant","2017","Single parent ","no migration background","11","","","","3"
"Subtenant","2017","Single parent ","direct migration background","11","","","","3"
"Subtenant","2017","Single parent ","indirect migration background","","","","","3"
"Subtenant","2017","Couple + C. LE 16 ","no migration background","42","0.0179463602079647","0.0137675178757611","0.0221252025401683","3"
"Subtenant","2017","Couple + C. LE 16 ","direct migration background","70","0.0149232970058207","0.010672302971542","0.0191742910400995","3"
"Subtenant","2017","Couple + C. GT 16 ","direct migration background","3","","","","3"
"Subtenant","2017","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Subtenant","2017","1-pers.-HH","direct migration background","65","0.055428375747439","0.0414614031206709","0.0693953483742072","3"
"Subtenant","2017","(Married) couple without C. ","no migration background","90","0.0155625223736819","0.0126652310133598","0.0184598137340041","3"
"Subtenant","2017","Couple + C. LE and GT 16","no migration background","11","","","","3"
"Subtenant","2017","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Subtenant","2017","1-pers.-HH","no migration background","148","0.0404347070793974","0.033719231480192","0.0471501826786028","3"
"Subtenant","2017","Couple + C. LE and GT 16","direct migration background","18","","","","3"
"Subtenant","2017","(Married) couple without C. ","direct migration background","23","","","","3"
"Tenant","2017","1-pers.-HH","no migration background","","","","","4"
"Tenant","2017","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","2017","(Married) couple without C. ","direct migration background","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Tenant","2017","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2017","Single parent ","direct migration background","","","","","4"
"Tenant","2017","Single parent ","indirect migration background","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","no migration background","","","","","4"
"Tenant","2017","Couple + C. LE and GT 16","no migration background","","","","","4"
"Tenant","2017","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2017","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Tenant","2017","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2017","Single parent ","no migration background","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","direct migration background","","","","","4"
