"hgowner","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"1","1997","1-pers.-HH","Female","193","0.237476844125282","0.21002418653543","0.264929501715134"
"1","1997","(Married) couple without C. ","Male","704","0.474202979707234","0.451160934517584","0.497245024896883"
"1","1997","(Married) couple without C. ","Female","710","0.477178033674086","0.454186585690724","0.500169481657448"
"1","1997","Single parent ","Male","79","0.392786356842109","0.328688336413472","0.456884377270745"
"1","1997","Single parent ","Female","98","0.283401571635792","0.240044185173058","0.326758958098526"
"1","1997","Couple + C. LE 16 ","Male","563","0.491360218861973","0.465154283623387","0.51756615410056"
"1","1997","Couple + C. LE 16 ","Female","587","0.476994719119443","0.451286386374228","0.502703051864658"
"1","1997","Couple + C. GT 16 ","Male","689","0.627005530406109","0.600737380809709","0.653273680002509"
"1","1997","Couple + C. GT 16 ","Female","572","0.638382631955565","0.609700998419726","0.667064265491405"
"1","1997","Couple + C. LE and GT 16","Male","321","0.626141508377431","0.588088222550042","0.66419479420482"
"1","1997","Couple + C. LE and GT 16","Female","312","0.641097429906251","0.602457392360376","0.679737467452126"
"2","1997","1-pers.-HH","Male","402","0.730967568149248","0.693564900004226","0.76837023629427"
"2","1997","1-pers.-HH","Female","679","0.705412041731394","0.676003318497286","0.734820764965502"
"2","1997","(Married) couple without C. ","Male","1055","0.505117560477567","0.482045994152036","0.528189126803098"
"2","1997","(Married) couple without C. ","Female","1052","0.495043626695727","0.47202932220018","0.518057931191275"
"2","1997","Single parent ","Male","141","0.597598930400569","0.533236841859142","0.661961018941995"
"2","1997","Single parent ","Female","304","0.679374482112973","0.634471239930971","0.724277724294974"
"2","1997","Couple + C. LE 16 ","Male","807","0.491336244107151","0.46513033061803","0.517542157596272"
"2","1997","Couple + C. LE 16 ","Female","834","0.505063387139511","0.479329118851307","0.530797655427715"
"2","1997","Couple + C. GT 16 ","Male","589","0.355311706468958","0.329314765427965","0.381308647509951"
"2","1997","Couple + C. GT 16 ","Female","489","0.339029807716268","0.310771341266694","0.367288274165842"
"2","1997","Couple + C. LE and GT 16","Male","289","0.358527032778496","0.320808705550463","0.396245360006529"
"2","1997","Couple + C. LE and GT 16","Female","263","0.329041376094692","0.291191857187266","0.366890895002118"
"3","1997","1-pers.-HH","Male","41","0.069118248960831","0.0477241089840498","0.0905123889376122"
"3","1997","1-pers.-HH","Female","51","0.0571111141433242","0.0421405621088999","0.0720816661777484"
"3","1997","(Married) couple without C. ","Male","45","0.0206794598151994","0.0141125379171314","0.0272463817132674"
"3","1997","(Married) couple without C. ","Female","51","0.0277783396301869","0.020213756898176","0.0353429223621977"
"3","1997","Single parent ","Male","3","","",""
"3","1997","Single parent ","Female","13","","",""
"3","1997","Couple + C. LE 16 ","Male","28","","",""
"3","1997","Couple + C. LE 16 ","Female","29","","",""
"3","1997","Couple + C. GT 16 ","Male","24","","",""
"3","1997","Couple + C. GT 16 ","Female","17","","",""
"3","1997","Couple + C. LE and GT 16","Male","11","","",""
"3","1997","Couple + C. LE and GT 16","Female","17","","",""
"4","1997","1-pers.-HH","Male","","","",""
"4","1997","1-pers.-HH","Female","","","",""
"4","1997","(Married) couple without C. ","Male","","","",""
"4","1997","(Married) couple without C. ","Female","","","",""
"4","1997","Single parent ","Male","","","",""
"4","1997","Single parent ","Female","","","",""
"4","1997","Couple + C. LE 16 ","Male","","","",""
"4","1997","Couple + C. LE 16 ","Female","","","",""
"4","1997","Couple + C. GT 16 ","Male","","","",""
"4","1997","Couple + C. GT 16 ","Female","","","",""
"4","1997","Couple + C. LE and GT 16","Male","","","",""
"4","1997","Couple + C. LE and GT 16","Female","","","",""
"5","1997","1-pers.-HH","Male","","","",""
"5","1997","1-pers.-HH","Female","","","",""
"5","1997","(Married) couple without C. ","Male","","","",""
"5","1997","(Married) couple without C. ","Female","","","",""
"5","1997","Single parent ","Male","","","",""
"5","1997","Single parent ","Female","","","",""
"5","1997","Couple + C. LE 16 ","Male","","","",""
"5","1997","Couple + C. LE 16 ","Female","","","",""
"5","1997","Couple + C. GT 16 ","Male","","","",""
"5","1997","Couple + C. GT 16 ","Female","","","",""
"5","1997","Couple + C. LE and GT 16","Male","","","",""
"5","1997","Couple + C. LE and GT 16","Female","","","",""
"1","1998","1-pers.-HH","Male","125","0.20527542339612","0.17462320055797","0.23592764623427"
"1","1998","1-pers.-HH","Female","246","0.255923427235934","0.230112074970176","0.281734779501692"
"1","1998","(Married) couple without C. ","Male","888","0.49873122508189","0.477248931027849","0.520213519135931"
"1","1998","(Married) couple without C. ","Female","891","0.496638313199766","0.475289388202905","0.517987238196627"
"1","1998","Single parent ","Male","94","0.422598364111264","0.360490318254199","0.48470640996833"
"1","1998","Single parent ","Female","109","0.254577133629646","0.215235835228412","0.293918432030879"
"1","1998","Couple + C. LE 16 ","Male","667","0.502727799445903","0.47769080174024","0.527764797151566"
"1","1998","Couple + C. LE 16 ","Female","686","0.488804706820521","0.464164561272688","0.513444852368353"
"1","1998","Couple + C. GT 16 ","Male","788","0.62241475272338","0.597083976981809","0.647745528464952"
"1","1998","Couple + C. GT 16 ","Female","654","0.638110975928318","0.610492860095417","0.665729091761219"
"1","1998","Couple + C. LE and GT 16","Male","357","0.625976458351246","0.588692293448915","0.663260623253577"
"1","1998","Couple + C. LE and GT 16","Female","338","0.624032094459217","0.585593984643548","0.662470204274885"
"2","1998","1-pers.-HH","Male","483","0.700980861788746","0.6662362272985","0.735725496278991"
"2","1998","1-pers.-HH","Female","774","0.669136512654782","0.641305519356489","0.696967505953075"
"2","1998","(Married) couple without C. ","Male","1146","0.482267790548365","0.460798941033229","0.503736640063501"
"2","1998","(Married) couple without C. ","Female","1163","0.4796312845015","0.458299599397914","0.500962969605086"
"2","1998","Single parent ","Male","144","0.564732624104175","0.502395831707088","0.627069416501261"
"2","1998","Single parent ","Female","345","0.697731954084474","0.656257749742472","0.739206158426475"
"2","1998","Couple + C. LE 16 ","Male","829","0.476313015024867","0.451303756095029","0.501322273954705"
"2","1998","Couple + C. LE 16 ","Female","854","0.48683643715868","0.462198655642943","0.511474218674416"
"2","1998","Couple + C. GT 16 ","Male","593","0.35643061304712","0.331404913289306","0.381456312804934"
"2","1998","Couple + C. GT 16 ","Female","486","0.342955948168248","0.315674045985664","0.370237850350832"
"2","1998","Couple + C. LE and GT 16","Male","272","0.345196979123364","0.308562942007585","0.381831016239143"
"2","1998","Couple + C. LE and GT 16","Female","255","0.348309649995229","0.310501400340511","0.386117899649947"
"3","1998","1-pers.-HH","Male","56","0.0875153164576839","0.066069627662636","0.108961005252732"
"3","1998","1-pers.-HH","Female","64","0.0577973370001789","0.0439943525388506","0.0716003214615072"
"3","1998","(Married) couple without C. ","Male","46","0.0185165889274611","0.0127245159473505","0.0243086619075717"
"3","1998","(Married) couple without C. ","Female","52","0.0231966628081104","0.0167693099169586","0.0296240156992621"
"3","1998","Single parent ","Male","5","","",""
"3","1998","Single parent ","Female","17","","",""
"3","1998","Couple + C. LE 16 ","Male","36","0.0209591855292301","0.01378609506612","0.0281322759923401"
"3","1998","Couple + C. LE 16 ","Female","41","0.0243588560207996","0.0167598698589244","0.0319578421826747"
"3","1998","Couple + C. GT 16 ","Male","26","","",""
"3","1998","Couple + C. GT 16 ","Female","23","","",""
"3","1998","Couple + C. LE and GT 16","Male","18","","",""
"3","1998","Couple + C. LE and GT 16","Female","17","","",""
"4","1998","1-pers.-HH","Male","3","","",""
"4","1998","1-pers.-HH","Female","14","","",""
"4","1998","(Married) couple without C. ","Male","1","","",""
"4","1998","(Married) couple without C. ","Female","1","","",""
"4","1998","Single parent ","Male","","","",""
"4","1998","Single parent ","Female","","","",""
"4","1998","Couple + C. LE 16 ","Male","","","",""
"4","1998","Couple + C. LE 16 ","Female","","","",""
"4","1998","Couple + C. GT 16 ","Male","","","",""
"4","1998","Couple + C. GT 16 ","Female","","","",""
"4","1998","Couple + C. LE and GT 16","Male","","","",""
"4","1998","Couple + C. LE and GT 16","Female","","","",""
"5","1998","1-pers.-HH","Male","","","",""
"5","1998","1-pers.-HH","Female","","","",""
"5","1998","(Married) couple without C. ","Male","","","",""
"5","1998","(Married) couple without C. ","Female","","","",""
"5","1998","Single parent ","Male","","","",""
"5","1998","Single parent ","Female","","","",""
"5","1998","Couple + C. LE 16 ","Male","","","",""
"5","1998","Couple + C. LE 16 ","Female","","","",""
"5","1998","Couple + C. GT 16 ","Male","","","",""
"5","1998","Couple + C. GT 16 ","Female","","","",""
"5","1998","Couple + C. LE and GT 16","Male","","","",""
"5","1998","Couple + C. LE and GT 16","Female","","","",""
"1","1999","1-pers.-HH","Male","127","0.213704916771766","0.18238394837496","0.245025885168571"
"1","1999","1-pers.-HH","Female","243","0.260795744159685","0.234123767307905","0.287467721011465"
"1","1999","(Married) couple without C. ","Male","875","0.49333131029362","0.471788655650229","0.514873964937011"
"1","1999","(Married) couple without C. ","Female","878","0.495896859091246","0.474399718344485","0.517393999838006"
"1","1999","Single parent ","Male","90","0.37751695681913","0.317184050679831","0.437849862958428"
"1","1999","Single parent ","Female","106","0.23904645676397","0.200528976860011","0.277563936667929"
"1","1999","Couple + C. LE 16 ","Male","683","0.516604609559625","0.491357583290704","0.541851635828546"
"1","1999","Couple + C. LE 16 ","Female","695","0.513077881838361","0.488024535267522","0.5381312284092"
"1","1999","Couple + C. GT 16 ","Male","773","0.617951438006551","0.592003625482473","0.643899250530628"
"1","1999","Couple + C. GT 16 ","Female","660","0.635216356153228","0.607539067591573","0.662893644714883"
"1","1999","Couple + C. LE and GT 16","Male","364","0.671514509900648","0.633934381316846","0.70909463848445"
"1","1999","Couple + C. LE and GT 16","Female","340","0.655814723942506","0.616604866408179","0.695024581476832"
"2","1999","1-pers.-HH","Male","482","0.711591949918295","0.676977746104396","0.746206153732194"
"2","1999","1-pers.-HH","Female","738","0.678410084986521","0.650036116346645","0.706784053626398"
"2","1999","(Married) couple without C. ","Male","1146","0.487123640794102","0.465586215221684","0.508661066366521"
"2","1999","(Married) couple without C. ","Female","1148","0.482622922637095","0.461138045046479","0.504107800227711"
"2","1999","Single parent ","Male","153","0.603218813154866","0.542330320118093","0.664107306191639"
"2","1999","Single parent ","Female","340","0.70312006447802","0.661858774012118","0.744381354943922"
"2","1999","Couple + C. LE 16 ","Male","796","0.466895904130783","0.441690371293932","0.492101436967633"
"2","1999","Couple + C. LE 16 ","Female","805","0.468489119428817","0.443477017923786","0.493501220933847"
"2","1999","Couple + C. GT 16 ","Male","551","0.365204818306333","0.339492019398045","0.390917617214621"
"2","1999","Couple + C. GT 16 ","Female","482","0.349199626819127","0.321789830451494","0.376609423186761"
"2","1999","Couple + C. LE and GT 16","Male","231","0.317629942642185","0.280378494141015","0.354881391143355"
"2","1999","Couple + C. LE and GT 16","Female","218","0.328762914547578","0.28999361795659","0.367532211138566"
"3","1999","1-pers.-HH","Male","45","0.0682169518705808","0.0489532964250792","0.0874806073160825"
"3","1999","1-pers.-HH","Female","40","0.0379505732203061","0.0263432898019276","0.0495578566386847"
"3","1999","(Married) couple without C. ","Male","46","0.0178357420076011","0.0121327140664211","0.023538769948781"
"3","1999","(Married) couple without C. ","Female","52","0.0214802182716594","0.0152467540747948","0.027713682468524"
"3","1999","Single parent ","Male","5","","",""
"3","1999","Single parent ","Female","25","","",""
"3","1999","Couple + C. LE 16 ","Male","26","","",""
"3","1999","Couple + C. LE 16 ","Female","29","","",""
"3","1999","Couple + C. GT 16 ","Male","23","","",""
"3","1999","Couple + C. GT 16 ","Female","20","","",""
"3","1999","Couple + C. LE and GT 16","Male","5","","",""
"3","1999","Couple + C. LE and GT 16","Female","6","","",""
"4","1999","1-pers.-HH","Male","","","",""
"4","1999","1-pers.-HH","Female","","","",""
"4","1999","(Married) couple without C. ","Male","","","",""
"4","1999","(Married) couple without C. ","Female","","","",""
"4","1999","Single parent ","Male","","","",""
"4","1999","Single parent ","Female","","","",""
"4","1999","Couple + C. LE 16 ","Male","","","",""
"4","1999","Couple + C. LE 16 ","Female","","","",""
"4","1999","Couple + C. GT 16 ","Male","","","",""
"4","1999","Couple + C. GT 16 ","Female","","","",""
"4","1999","Couple + C. LE and GT 16","Male","","","",""
"4","1999","Couple + C. LE and GT 16","Female","","","",""
"5","1999","1-pers.-HH","Male","4","","",""
"5","1999","1-pers.-HH","Female","20","","",""
"5","1999","(Married) couple without C. ","Male","2","","",""
"5","1999","(Married) couple without C. ","Female","","","",""
"5","1999","Single parent ","Male","","","",""
"5","1999","Single parent ","Female","","","",""
"5","1999","Couple + C. LE 16 ","Male","","","",""
"5","1999","Couple + C. LE 16 ","Female","","","",""
"5","1999","Couple + C. GT 16 ","Male","","","",""
"5","1999","Couple + C. GT 16 ","Female","","","",""
"5","1999","Couple + C. LE and GT 16","Male","","","",""
"5","1999","Couple + C. LE and GT 16","Female","","","",""
"1","2000","1-pers.-HH","Male","322","0.22355361492543","0.201753145758493","0.245354084092367"
"1","2000","1-pers.-HH","Female","547","0.269694107133174","0.250086541607242","0.289301672659106"
"1","2000","(Married) couple without C. ","Male","1916","0.51690856548756","0.500984591723458","0.532832539251663"
"1","2000","(Married) couple without C. ","Female","1919","0.516808531401078","0.500938891558681","0.532678171243476"
"1","2000","Single parent ","Male","160","0.405690414545134","0.356190331010963","0.455190498079305"
"1","2000","Single parent ","Female","218","0.252811826303959","0.223208084325953","0.282415568281964"
"1","2000","Couple + C. LE 16 ","Male","1294","0.489556568945942","0.470374903931943","0.508738233959941"
"1","2000","Couple + C. LE 16 ","Female","1309","0.485989943773888","0.466964154755937","0.505015732791838"
"1","2000","Couple + C. GT 16 ","Male","1360","0.643331284264734","0.622892422429281","0.663770146100187"
"1","2000","Couple + C. GT 16 ","Female","1189","0.645034710615128","0.623277174024309","0.666792247205947"
"1","2000","Couple + C. LE and GT 16","Male","599","0.610310222038722","0.57990106036043","0.640719383717014"
"1","2000","Couple + C. LE and GT 16","Female","608","0.64007643984306","0.60971421910022","0.6704386605859"
"2","2000","1-pers.-HH","Male","1014","0.724797775747937","0.701428048091504","0.74816750340437"
"2","2000","1-pers.-HH","Female","1348","0.688878955082576","0.668425263779596","0.709332646385555"
"2","2000","(Married) couple without C. ","Male","1810","0.470179569073373","0.454274844674394","0.486084293472352"
"2","2000","(Married) couple without C. ","Female","1834","0.469767326363792","0.453917764868099","0.485616887859484"
"2","2000","Single parent ","Male","214","0.581130055629729","0.531393184688356","0.630866926571103"
"2","2000","Single parent ","Female","597","0.730377244737672","0.700150957097536","0.760603532377807"
"2","2000","Couple + C. LE 16 ","Male","1292","0.499484180321071","0.480298340040847","0.518670020601294"
"2","2000","Couple + C. LE 16 ","Female","1315","0.501393108943677","0.482359920575221","0.520426297312132"
"2","2000","Couple + C. GT 16 ","Male","738","0.348166288209595","0.327839506139137","0.368493070280054"
"2","2000","Couple + C. GT 16 ","Female","655","0.345467507116228","0.323845577724421","0.367089436508035"
"2","2000","Couple + C. LE and GT 16","Male","381","0.379805019313171","0.349541871977076","0.410068166649266"
"2","2000","Couple + C. LE and GT 16","Female","345","0.35201932317002","0.321807512538617","0.382231133801422"
"3","2000","1-pers.-HH","Male","62","0.0463935171995925","0.0353874413307247","0.0573995930684603"
"3","2000","1-pers.-HH","Female","48","0.0253556472864094","0.0184102677959415","0.0323010267768772"
"3","2000","(Married) couple without C. ","Male","55","0.0120933616365768","0.00861029813576533","0.0155764251373884"
"3","2000","(Married) couple without C. ","Female","55","0.0131937243906306","0.00957010762898941","0.0168173411522718"
"3","2000","Single parent ","Male","4","","",""
"3","2000","Single parent ","Female","13","","",""
"3","2000","Couple + C. LE 16 ","Male","23","","",""
"3","2000","Couple + C. LE 16 ","Female","27","","",""
"3","2000","Couple + C. GT 16 ","Male","12","","",""
"3","2000","Couple + C. GT 16 ","Female","14","","",""
"3","2000","Couple + C. LE and GT 16","Male","8","","",""
"3","2000","Couple + C. LE and GT 16","Female","7","","",""
"4","2000","1-pers.-HH","Male","","","",""
"4","2000","1-pers.-HH","Female","","","",""
"4","2000","(Married) couple without C. ","Male","","","",""
"4","2000","(Married) couple without C. ","Female","","","",""
"4","2000","Single parent ","Male","","","",""
"4","2000","Single parent ","Female","","","",""
"4","2000","Couple + C. LE 16 ","Male","","","",""
"4","2000","Couple + C. LE 16 ","Female","","","",""
"4","2000","Couple + C. GT 16 ","Male","","","",""
"4","2000","Couple + C. GT 16 ","Female","","","",""
"4","2000","Couple + C. LE and GT 16","Male","","","",""
"4","2000","Couple + C. LE and GT 16","Female","","","",""
"5","2000","1-pers.-HH","Male","5","","",""
"5","2000","1-pers.-HH","Female","25","","",""
"5","2000","(Married) couple without C. ","Male","2","","",""
"5","2000","(Married) couple without C. ","Female","1","","",""
"5","2000","Single parent ","Male","","","",""
"5","2000","Single parent ","Female","","","",""
"5","2000","Couple + C. LE 16 ","Male","","","",""
"5","2000","Couple + C. LE 16 ","Female","","","",""
"5","2000","Couple + C. GT 16 ","Male","","","",""
"5","2000","Couple + C. GT 16 ","Female","","","",""
"5","2000","Couple + C. LE and GT 16","Male","","","",""
"5","2000","Couple + C. LE and GT 16","Female","","","",""
"1","2001","1-pers.-HH","Male","288","0.21590350709563","0.193130838451714","0.238676175739547"
"1","2001","1-pers.-HH","Female","485","0.274939325528738","0.254121497189795","0.295757153867681"
"1","2001","(Married) couple without C. ","Male","1724","0.517652889524412","0.500983800754767","0.534321978294057"
"1","2001","(Married) couple without C. ","Female","1725","0.521285248841684","0.504654571617233","0.537915926066135"
"1","2001","Single parent ","Male","148","0.415163487128988","0.363977638612273","0.466349335645702"
"1","2001","Single parent ","Female","207","0.261436129500724","0.230479444880771","0.292392814120676"
"1","2001","Couple + C. LE 16 ","Male","1190","0.498320004791829","0.47816458222514","0.518475427358518"
"1","2001","Couple + C. LE 16 ","Female","1209","0.492239016719523","0.472262582940387","0.512215450498659"
"1","2001","Couple + C. GT 16 ","Male","1275","0.660096891529328","0.638892859745727","0.681300923312929"
"1","2001","Couple + C. GT 16 ","Female","1145","0.661559144375736","0.639274799155145","0.683843489596328"
"1","2001","Couple + C. LE and GT 16","Male","528","0.57033073665886","0.538061075279417","0.602600398038303"
"1","2001","Couple + C. LE and GT 16","Female","524","0.616832377288764","0.584111258240781","0.649553496336746"
"2","2001","1-pers.-HH","Male","908","0.73357521229667","0.709106621335447","0.758043803257892"
"2","2001","1-pers.-HH","Female","1200","0.674806450311059","0.652964551528247","0.69664834909387"
"2","2001","(Married) couple without C. ","Male","1668","0.462543843507705","0.445911223297558","0.479176463717853"
"2","2001","(Married) couple without C. ","Female","1677","0.460145271444443","0.443552468772804","0.476738074116082"
"2","2001","Single parent ","Male","206","0.580727174288808","0.529469662046525","0.631984686531091"
"2","2001","Single parent ","Female","560","0.727599303327281","0.696235562607568","0.758963044046993"
"2","2001","Couple + C. LE 16 ","Male","1147","0.489574685844644","0.469423531277226","0.509725840412061"
"2","2001","Couple + C. LE 16 ","Female","1169","0.493962806341829","0.47398542207118","0.513940190612477"
"2","2001","Couple + C. GT 16 ","Male","628","0.334139349667668","0.313024279868606","0.355254419466729"
"2","2001","Couple + C. GT 16 ","Female","577","0.332082871176234","0.309903017567633","0.354262724784834"
"2","2001","Couple + C. LE and GT 16","Male","374","0.423881510781991","0.391667706249328","0.456095315314654"
"2","2001","Couple + C. LE and GT 16","Female","323","0.381685447256331","0.348988462875341","0.414382431637322"
"3","2001","1-pers.-HH","Male","53","0.0442624401424197","0.0328786645507111","0.0556462157341282"
"3","2001","1-pers.-HH","Female","53","0.0312339374056138","0.0231233437748984","0.0393445310363292"
"3","2001","(Married) couple without C. ","Male","58","0.0187607533726718","0.0142346414422508","0.0232868653030927"
"3","2001","(Married) couple without C. ","Female","62","0.0176923568515978","0.0133035100787075","0.0220812036244882"
"3","2001","Single parent ","Male","2","","",""
"3","2001","Single parent ","Female","7","","",""
"3","2001","Couple + C. LE 16 ","Male","27","","",""
"3","2001","Couple + C. LE 16 ","Female","28","","",""
"3","2001","Couple + C. GT 16 ","Male","14","","",""
"3","2001","Couple + C. GT 16 ","Female","10","","",""
"3","2001","Couple + C. LE and GT 16","Male","2","","",""
"3","2001","Couple + C. LE and GT 16","Female","1","","",""
"4","2001","1-pers.-HH","Male","","","",""
"4","2001","1-pers.-HH","Female","1","","",""
"4","2001","(Married) couple without C. ","Male","","","",""
"4","2001","(Married) couple without C. ","Female","","","",""
"4","2001","Single parent ","Male","","","",""
"4","2001","Single parent ","Female","","","",""
"4","2001","Couple + C. LE 16 ","Male","","","",""
"4","2001","Couple + C. LE 16 ","Female","","","",""
"4","2001","Couple + C. GT 16 ","Male","","","",""
"4","2001","Couple + C. GT 16 ","Female","","","",""
"4","2001","Couple + C. LE and GT 16","Male","","","",""
"4","2001","Couple + C. LE and GT 16","Female","","","",""
"5","2001","1-pers.-HH","Male","5","","",""
"5","2001","1-pers.-HH","Female","28","","",""
"5","2001","(Married) couple without C. ","Male","2","","",""
"5","2001","(Married) couple without C. ","Female","2","","",""
"5","2001","Single parent ","Male","","","",""
"5","2001","Single parent ","Female","","","",""
"5","2001","Couple + C. LE 16 ","Male","","","",""
"5","2001","Couple + C. LE 16 ","Female","","","",""
"5","2001","Couple + C. GT 16 ","Male","","","",""
"5","2001","Couple + C. GT 16 ","Female","","","",""
"5","2001","Couple + C. LE and GT 16","Male","","","",""
"5","2001","Couple + C. LE and GT 16","Female","","","",""
"1","2002","1-pers.-HH","Male","306","0.217284387243678","0.194744908617146","0.239823865870209"
"1","2002","1-pers.-HH","Female","454","0.275464228760412","0.254467056019389","0.296461401501436"
"1","2002","(Married) couple without C. ","Male","1991","0.53023699749287","0.514220479950569","0.546253515035171"
"1","2002","(Married) couple without C. ","Female","1990","0.527284637898903","0.511320336781268","0.543248939016538"
"1","2002","Single parent ","Male","162","0.408571675431637","0.357722249486005","0.459421101377268"
"1","2002","Single parent ","Female","212","0.259924584398223","0.229105483795459","0.290743685000987"
"1","2002","Couple + C. LE 16 ","Male","1275","0.51521271743941","0.49501947665076","0.535405958228059"
"1","2002","Couple + C. LE 16 ","Female","1311","0.518771502441433","0.498827459058843","0.538715545824024"
"1","2002","Couple + C. GT 16 ","Male","1460","0.642375235152017","0.622039537748094","0.662710932555941"
"1","2002","Couple + C. GT 16 ","Female","1281","0.639974609714155","0.618270966673313","0.661678252754996"
"1","2002","Couple + C. LE and GT 16","Male","657","0.606871335936438","0.576627985754456","0.637114686118419"
"1","2002","Couple + C. LE and GT 16","Female","645","0.631229919745245","0.600614125501503","0.661845713988986"
"2","2002","1-pers.-HH","Male","924","0.737128394946346","0.713069758159159","0.761187031733532"
"2","2002","1-pers.-HH","Female","1191","0.671276855459997","0.6491986241936","0.693355086726394"
"2","2002","(Married) couple without C. ","Male","1682","0.453925822884273","0.437948208333407","0.469903437435139"
"2","2002","(Married) couple without C. ","Female","1705","0.454870366614954","0.438947501673467","0.47079323155644"
"2","2002","Single parent ","Male","194","0.577989641673873","0.526901224224243","0.629078059123503"
"2","2002","Single parent ","Female","555","0.723318460060209","0.691883482177053","0.754753437943364"
"2","2002","Couple + C. LE 16 ","Male","1056","0.477542256529261","0.457360051387789","0.497724461670734"
"2","2002","Couple + C. LE 16 ","Female","1073","0.471173152360114","0.451248236245983","0.491098068474245"
"2","2002","Couple + C. GT 16 ","Male","660","0.352170098107734","0.331904584377304","0.372435611838164"
"2","2002","Couple + C. GT 16 ","Female","582","0.34908365286701","0.327530438610778","0.370636867123243"
"2","2002","Couple + C. LE and GT 16","Male","337","0.378629674343735","0.348596806241249","0.408662542446222"
"2","2002","Couple + C. LE and GT 16","Female","303","0.358969320873241","0.328529508032562","0.389409133713921"
"3","2002","1-pers.-HH","Male","51","0.0405436105517091","0.029764040549119","0.0513231805542991"
"3","2002","1-pers.-HH","Female","65","0.0334068454999262","0.0249611019177941","0.0418525890820583"
"3","2002","(Married) couple without C. ","Male","57","0.0158371796228571","0.0118306710765525","0.0198436881691617"
"3","2002","(Married) couple without C. ","Female","62","0.0178449954861432","0.0136117277983038","0.0220782631739827"
"3","2002","Single parent ","Male","3","","",""
"3","2002","Single parent ","Female","11","","",""
"3","2002","Couple + C. LE 16 ","Male","22","","",""
"3","2002","Couple + C. LE 16 ","Female","27","","",""
"3","2002","Couple + C. GT 16 ","Male","14","","",""
"3","2002","Couple + C. GT 16 ","Female","16","","",""
"3","2002","Couple + C. LE and GT 16","Male","8","","",""
"3","2002","Couple + C. LE and GT 16","Female","6","","",""
"4","2002","1-pers.-HH","Male","","","",""
"4","2002","1-pers.-HH","Female","1","","",""
"4","2002","(Married) couple without C. ","Male","","","",""
"4","2002","(Married) couple without C. ","Female","","","",""
"4","2002","Single parent ","Male","","","",""
"4","2002","Single parent ","Female","","","",""
"4","2002","Couple + C. LE 16 ","Male","","","",""
"4","2002","Couple + C. LE 16 ","Female","","","",""
"4","2002","Couple + C. GT 16 ","Male","","","",""
"4","2002","Couple + C. GT 16 ","Female","","","",""
"4","2002","Couple + C. LE and GT 16","Male","","","",""
"4","2002","Couple + C. LE and GT 16","Female","","","",""
"5","2002","1-pers.-HH","Male","5","","",""
"5","2002","1-pers.-HH","Female","28","","",""
"5","2002","(Married) couple without C. ","Male","","","",""
"5","2002","(Married) couple without C. ","Female","","","",""
"5","2002","Single parent ","Male","","","",""
"5","2002","Single parent ","Female","","","",""
"5","2002","Couple + C. LE 16 ","Male","","","",""
"5","2002","Couple + C. LE 16 ","Female","","","",""
"5","2002","Couple + C. GT 16 ","Male","","","",""
"5","2002","Couple + C. GT 16 ","Female","","","",""
"5","2002","Couple + C. LE and GT 16","Male","","","",""
"5","2002","Couple + C. LE and GT 16","Female","","","",""
"1","2003","1-pers.-HH","Male","312","0.21545723219045","0.192889815467339","0.238024648913562"
"1","2003","1-pers.-HH","Female","475","0.284691167807288","0.263370959355909","0.306011376258667"
"1","2003","(Married) couple without C. ","Male","1946","0.525770623811019","0.509566966070864","0.541974281551174"
"1","2003","(Married) couple without C. ","Female","1961","0.53197927396002","0.515868765617987","0.548089782302052"
"1","2003","Single parent ","Male","148","0.382017743650641","0.331187252838718","0.432848234462564"
"1","2003","Single parent ","Female","207","0.249774698704418","0.219219087370402","0.280330310038434"
"1","2003","Couple + C. LE 16 ","Male","1186","0.506789742875591","0.48573991284006","0.527839572911121"
"1","2003","Couple + C. LE 16 ","Female","1224","0.517471834392142","0.496713609939747","0.538230058844537"
"1","2003","Couple + C. GT 16 ","Male","1462","0.647899572246362","0.627383470161432","0.668415674331293"
"1","2003","Couple + C. GT 16 ","Female","1318","0.646804868343509","0.625182167034004","0.668427569653013"
"1","2003","Couple + C. LE and GT 16","Male","618","0.609508165394352","0.57832071251776","0.640695618270943"
"1","2003","Couple + C. LE and GT 16","Female","616","0.638337066558845","0.607067527492157","0.669606605625533"
"2","2003","1-pers.-HH","Male","896","0.723623961378204","0.699076891320907","0.7481710314355"
"2","2003","1-pers.-HH","Female","1154","0.658538281541313","0.636134610886278","0.680941952196349"
"2","2003","(Married) couple without C. ","Male","1637","0.457011520875972","0.440846377612009","0.473176664139934"
"2","2003","(Married) couple without C. ","Female","1653","0.448315510975573","0.432258429381431","0.464372592569716"
"2","2003","Single parent ","Male","200","0.613682128242042","0.562744505727242","0.664619750756843"
"2","2003","Single parent ","Female","552","0.737860028330723","0.70681625396777","0.768903802693676"
"2","2003","Couple + C. LE 16 ","Male","957","0.482435743168423","0.461396965128202","0.503474521208645"
"2","2003","Couple + C. LE 16 ","Female","973","0.464926904400348","0.444207159334497","0.485646649466198"
"2","2003","Couple + C. GT 16 ","Male","603","0.343455652698057","0.323058239392033","0.363853066004081"
"2","2003","Couple + C. GT 16 ","Female","540","0.336031416393333","0.314662639665764","0.357400193120901"
"2","2003","Couple + C. LE and GT 16","Male","313","0.376313215514151","0.345343146707075","0.407283284321227"
