"hgowner","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"2","1986","Single parent ","Female","208","0.594555131826919","0.541501867366818","0.64760839628702"
"2","1986","Couple + C. LE 16 ","Male","775","0.559646683762039","0.531605751355211","0.587687616168866"
"2","1986","Couple + C. LE 16 ","Female","774","0.559683015161345","0.531653966958034","0.587712063364656"
"2","1986","Couple + C. GT 16 ","Male","490","0.318846189905652","0.292050913709534","0.34564146610177"
"2","1986","Couple + C. GT 16 ","Female","405","0.348755995425101","0.318370599685571","0.379141391164631"
"2","1986","Couple + C. LE and GT 16","Male","383","0.297540923604158","0.264908728745367","0.330173118462948"
"2","1986","Couple + C. LE and GT 16","Female","333","0.291768498197007","0.256768549472444","0.326768446921569"
"3","1986","1-pers.-HH","Male","45","0.0705989129629186","0.0470623530050978","0.0941354729207394"
"3","1986","1-pers.-HH","Female","25","","",""
"3","1986","(Married) couple without C. ","Male","22","","",""
"3","1986","(Married) couple without C. ","Female","23","","",""
"3","1986","Single parent ","Male","3","","",""
"3","1986","Single parent ","Female","9","","",""
"3","1986","Couple + C. LE 16 ","Male","23","","",""
"3","1986","Couple + C. LE 16 ","Female","22","","",""
"3","1986","Couple + C. GT 16 ","Male","4","","",""
"3","1986","Couple + C. GT 16 ","Female","6","","",""
"3","1986","Couple + C. LE and GT 16","Male","4","","",""
"3","1986","Couple + C. LE and GT 16","Female","2","","",""
"4","1986","1-pers.-HH","Male","","","",""
"4","1986","1-pers.-HH","Female","1","","",""
"4","1986","(Married) couple without C. ","Male","","","",""
"4","1986","(Married) couple without C. ","Female","","","",""
"4","1986","Single parent ","Male","","","",""
"4","1986","Single parent ","Female","","","",""
"4","1986","Couple + C. LE 16 ","Male","","","",""
"4","1986","Couple + C. LE 16 ","Female","","","",""
"4","1986","Couple + C. GT 16 ","Male","","","",""
"4","1986","Couple + C. GT 16 ","Female","","","",""
"4","1986","Couple + C. LE and GT 16","Male","","","",""
"4","1986","Couple + C. LE and GT 16","Female","","","",""
"5","1986","1-pers.-HH","Male","","","",""
"5","1986","1-pers.-HH","Female","","","",""
"5","1986","(Married) couple without C. ","Male","","","",""
"5","1986","(Married) couple without C. ","Female","","","",""
"5","1986","Single parent ","Male","","","",""
"5","1986","Single parent ","Female","","","",""
"5","1986","Couple + C. LE 16 ","Male","","","",""
"5","1986","Couple + C. LE 16 ","Female","","","",""
"5","1986","Couple + C. GT 16 ","Male","","","",""
"5","1986","Couple + C. GT 16 ","Female","","","",""
"5","1986","Couple + C. LE and GT 16","Male","","","",""
"5","1986","Couple + C. LE and GT 16","Female","","","",""
"1","1987","1-pers.-HH","Male","68","0.175267368210545","0.140100633726459","0.210434102694631"
"1","1987","1-pers.-HH","Female","158","0.229936918550214","0.198074539890772","0.261799297209655"
"1","1987","(Married) couple without C. ","Male","469","0.445613640145711","0.417254530381768","0.473972749909653"
"1","1987","(Married) couple without C. ","Female","467","0.437618496762613","0.409276972175057","0.465960021350169"
"1","1987","Single parent ","Male","88","0.553283156238559","0.483325199805559","0.623241112671558"
"1","1987","Single parent ","Female","113","0.390840325795699","0.338115470288565","0.443565181302833"
"1","1987","Couple + C. LE 16 ","Male","392","0.417663873124121","0.389572526255467","0.445755219992774"
"1","1987","Couple + C. LE 16 ","Female","398","0.417259338390214","0.389171848201179","0.445346828579248"
"1","1987","Couple + C. GT 16 ","Male","705","0.681778749249244","0.655435890288546","0.708121608209942"
"1","1987","Couple + C. GT 16 ","Female","549","0.658476622206574","0.628447285778816","0.688505958634333"
"1","1987","Couple + C. LE and GT 16","Male","311","0.680176452752312","0.644886356303908","0.715466549200716"
"1","1987","Couple + C. LE and GT 16","Female","270","0.675816821814325","0.637951750681103","0.713681892947546"
"2","1987","1-pers.-HH","Male","328","0.738273839568072","0.697614789545032","0.778932889591112"
"2","1987","1-pers.-HH","Female","479","0.72913951555194","0.695489223890174","0.762789807213706"
"2","1987","(Married) couple without C. ","Male","690","0.535788344309585","0.507333138011534","0.564243550607637"
"2","1987","(Married) couple without C. ","Female","689","0.544234656821142","0.515781948901733","0.572687364740552"
"2","1987","Single parent ","Male","106","0.446716843761441","0.376758887328442","0.516674800194441"
"2","1987","Single parent ","Female","210","0.585835787682775","0.532609720746272","0.639061854619278"
"2","1987","Couple + C. LE 16 ","Male","769","0.562123603270622","0.533864139394746","0.590383067146497"
"2","1987","Couple + C. LE 16 ","Female","764","0.562478475546477","0.534221550113692","0.590735400979263"
"2","1987","Couple + C. GT 16 ","Male","494","0.317651956304458","0.291321685253828","0.343982227355088"
"2","1987","Couple + C. GT 16 ","Female","404","0.340569948238881","0.31056085549783","0.370579040979933"
"2","1987","Couple + C. LE and GT 16","Male","353","0.311252191056531","0.276219527784913","0.346284854328149"
"2","1987","Couple + C. LE and GT 16","Female","310","0.30898252846104","0.271602423558189","0.34636263336389"
"3","1987","1-pers.-HH","Male","52","0.0823746383466919","0.0569441684455157","0.107805108247868"
"3","1987","1-pers.-HH","Female","33","0.0409235658978466","0.0259224338417652","0.0559246979539281"
"3","1987","(Married) couple without C. ","Male","20","","",""
"3","1987","(Married) couple without C. ","Female","20","","",""
"3","1987","Single parent ","Male","","","",""
"3","1987","Single parent ","Female","6","","",""
"3","1987","Couple + C. LE 16 ","Male","22","","",""
"3","1987","Couple + C. LE 16 ","Female","21","","",""
"3","1987","Couple + C. GT 16 ","Male","2","","",""
"3","1987","Couple + C. GT 16 ","Female","5","","",""
"3","1987","Couple + C. LE and GT 16","Male","7","","",""
"3","1987","Couple + C. LE and GT 16","Female","7","","",""
"4","1987","1-pers.-HH","Male","1","","",""
"4","1987","1-pers.-HH","Female","","","",""
"4","1987","(Married) couple without C. ","Male","1","","",""
"4","1987","(Married) couple without C. ","Female","1","","",""
"4","1987","Single parent ","Male","","","",""
"4","1987","Single parent ","Female","","","",""
"4","1987","Couple + C. LE 16 ","Male","1","","",""
"4","1987","Couple + C. LE 16 ","Female","1","","",""
"4","1987","Couple + C. GT 16 ","Male","","","",""
"4","1987","Couple + C. GT 16 ","Female","","","",""
"4","1987","Couple + C. LE and GT 16","Male","","","",""
"4","1987","Couple + C. LE and GT 16","Female","","","",""
"5","1987","1-pers.-HH","Male","","","",""
"5","1987","1-pers.-HH","Female","","","",""
"5","1987","(Married) couple without C. ","Male","","","",""
"5","1987","(Married) couple without C. ","Female","","","",""
"5","1987","Single parent ","Male","","","",""
"5","1987","Single parent ","Female","","","",""
"5","1987","Couple + C. LE 16 ","Male","","","",""
"5","1987","Couple + C. LE 16 ","Female","","","",""
"5","1987","Couple + C. GT 16 ","Male","","","",""
"5","1987","Couple + C. GT 16 ","Female","","","",""
"5","1987","Couple + C. LE and GT 16","Male","","","",""
"5","1987","Couple + C. LE and GT 16","Female","","","",""
"1","1988","1-pers.-HH","Male","72","0.190113017793447","0.153196446064042","0.227029589522852"
"1","1988","1-pers.-HH","Female","154","0.228055780965811","0.195523750949188","0.260587810982433"
"1","1988","(Married) couple without C. ","Male","441","0.442402053241417","0.413595971484057","0.471208134998777"
"1","1988","(Married) couple without C. ","Female","442","0.437773798338203","0.409075405908381","0.466472190768025"
"1","1988","Single parent ","Male","88","0.568354308679447","0.497363753726936","0.639344863631957"
"1","1988","Single parent ","Female","112","0.376628188926855","0.323704495393727","0.429551882459984"
"1","1988","Couple + C. LE 16 ","Male","388","0.441609619446112","0.412462282343417","0.470756956548807"
"1","1988","Couple + C. LE 16 ","Female","389","0.431785601863295","0.402724893974454","0.460846309752135"
"1","1988","Couple + C. GT 16 ","Male","730","0.704270881895699","0.678776999676052","0.729764764115346"
"1","1988","Couple + C. GT 16 ","Female","555","0.667125419432927","0.637591388584457","0.696659450281397"
"1","1988","Couple + C. LE and GT 16","Male","243","0.632605721455446","0.593201121684376","0.672010321226516"
"1","1988","Couple + C. LE and GT 16","Female","223","0.65536992338604","0.614364331801988","0.696375514970092"
"2","1988","1-pers.-HH","Male","322","0.732430919708437","0.690781924912645","0.774079914504228"
"2","1988","1-pers.-HH","Female","452","0.723213312017134","0.688523378528407","0.757903245505861"
"2","1988","(Married) couple without C. ","Male","680","0.535518902897044","0.506593030645153","0.564444775148935"
"2","1988","(Married) couple without C. ","Female","683","0.539337249591406","0.510503647345378","0.568170851837435"
"2","1988","Single parent ","Male","95","0.41119123691074","0.340667332923692","0.481715140897789"
"2","1988","Single parent ","Female","203","0.591351870616896","0.537658842156307","0.645044899077485"
"2","1988","Couple + C. LE 16 ","Male","707","0.53890058920215","0.509641401151874","0.568159777252425"
"2","1988","Couple + C. LE 16 ","Female","707","0.549216263721618","0.520023728839734","0.578408798603502"
"2","1988","Couple + C. GT 16 ","Male","497","0.293634728600966","0.268193537306877","0.319075919895056"
"2","1988","Couple + C. GT 16 ","Female","418","0.330824115334281","0.301335975019388","0.360312255649175"
"2","1988","Couple + C. LE and GT 16","Male","326","0.35665165943939","0.317499169580217","0.395804149298562"
"2","1988","Couple + C. LE and GT 16","Female","287","0.325337065983731","0.284913610201381","0.365760521766081"
"3","1988","1-pers.-HH","Male","40","0.0774560624981166","0.052306845756549","0.102605279239684"
"3","1988","1-pers.-HH","Female","32","0.0464150395924394","0.0301030580623503","0.0627270211225284"
"3","1988","(Married) couple without C. ","Male","20","","",""
"3","1988","(Married) couple without C. ","Female","22","","",""
"3","1988","Single parent ","Male","4","","",""
"3","1988","Single parent ","Female","7","","",""
"3","1988","Couple + C. LE 16 ","Male","20","","",""
"3","1988","Couple + C. LE 16 ","Female","20","","",""
"3","1988","Couple + C. GT 16 ","Male","4","","",""
"3","1988","Couple + C. GT 16 ","Female","5","","",""
"3","1988","Couple + C. LE and GT 16","Male","6","","",""
"3","1988","Couple + C. LE and GT 16","Female","6","","",""
"4","1988","1-pers.-HH","Male","","","",""
"4","1988","1-pers.-HH","Female","1","","",""
"4","1988","(Married) couple without C. ","Male","1","","",""
"4","1988","(Married) couple without C. ","Female","1","","",""
"4","1988","Single parent ","Male","","","",""
"4","1988","Single parent ","Female","","","",""
"4","1988","Couple + C. LE 16 ","Male","","","",""
"4","1988","Couple + C. LE 16 ","Female","","","",""
"4","1988","Couple + C. GT 16 ","Male","","","",""
"4","1988","Couple + C. GT 16 ","Female","","","",""
"4","1988","Couple + C. LE and GT 16","Male","","","",""
"4","1988","Couple + C. LE and GT 16","Female","","","",""
"5","1988","1-pers.-HH","Male","","","",""
"5","1988","1-pers.-HH","Female","","","",""
"5","1988","(Married) couple without C. ","Male","","","",""
"5","1988","(Married) couple without C. ","Female","","","",""
"5","1988","Single parent ","Male","","","",""
"5","1988","Single parent ","Female","","","",""
"5","1988","Couple + C. LE 16 ","Male","","","",""
"5","1988","Couple + C. LE 16 ","Female","","","",""
"5","1988","Couple + C. GT 16 ","Male","","","",""
"5","1988","Couple + C. GT 16 ","Female","","","",""
"5","1988","Couple + C. LE and GT 16","Male","","","",""
"5","1988","Couple + C. LE and GT 16","Female","","","",""
"1","1989","1-pers.-HH","Male","64","0.158334898876904","0.123750184687199","0.192919613066608"
"1","1989","1-pers.-HH","Female","159","0.243070406413324","0.209864689402816","0.276276123423832"
"1","1989","(Married) couple without C. ","Male","433","0.449683428537212","0.420665870804167","0.478700986270258"
"1","1989","(Married) couple without C. ","Female","437","0.44438205510114","0.415486881118913","0.473277229083367"
"1","1989","Single parent ","Male","86","0.589333579299707","0.515598317608432","0.663068840990982"
"1","1989","Single parent ","Female","112","0.426133039824014","0.370360190243615","0.481905889404412"
"1","1989","Couple + C. LE 16 ","Male","368","0.444469111464997","0.414653701897924","0.474284521032071"
"1","1989","Couple + C. LE 16 ","Female","371","0.433555720482707","0.403931637408245","0.46317980355717"
"1","1989","Couple + C. GT 16 ","Male","749","0.728993472062819","0.703938920361902","0.754048023763735"
"1","1989","Couple + C. GT 16 ","Female","553","0.699414555346087","0.67007199690372","0.728757113788453"
"1","1989","Couple + C. LE and GT 16","Male","201","0.57450612037571","0.531255711146466","0.617756529604955"
"1","1989","Couple + C. LE and GT 16","Female","204","0.611312357578534","0.567975051576042","0.654649663581026"
"2","1989","1-pers.-HH","Male","318","0.742391694975465","0.700960955105402","0.783822434845528"
"2","1989","1-pers.-HH","Female","450","0.709285057748138","0.674131995852693","0.744438119643583"
"2","1989","(Married) couple without C. ","Male","675","0.535832486328453","0.506741864069976","0.56492310858693"
"2","1989","(Married) couple without C. ","Female","680","0.54020786733657","0.511226414975451","0.56918931969769"
"2","1989","Single parent ","Male","81","0.376441751807923","0.303824895645738","0.449058607970108"
"2","1989","Single parent ","Female","186","0.550548134075574","0.49444542137352","0.606650846777629"
"2","1989","Couple + C. LE 16 ","Male","684","0.540909949992636","0.511009528762315","0.570810371222957"
"2","1989","Couple + C. LE 16 ","Female","689","0.552855798682266","0.523134102191361","0.58257749517317"
"2","1989","Couple + C. GT 16 ","Male","453","0.264243710157537","0.239389254180572","0.289098166134503"
"2","1989","Couple + C. GT 16 ","Female","377","0.289147270680975","0.260134043538713","0.318160497823237"
"2","1989","Couple + C. LE and GT 16","Male","294","0.417522432033447","0.374382869015647","0.460661995051246"
"2","1989","Couple + C. LE and GT 16","Female","276","0.377563520764552","0.334463995276537","0.420663046252567"
"3","1989","1-pers.-HH","Male","40","0.0857105114467168","0.0591898034869343","0.112231219406499"
"3","1989","1-pers.-HH","Female","29","","",""
"3","1989","(Married) couple without C. ","Male","21","","",""
"3","1989","(Married) couple without C. ","Female","19","","",""
"3","1989","Single parent ","Male","4","","",""
"3","1989","Single parent ","Female","4","","",""
"3","1989","Couple + C. LE 16 ","Male","14","","",""
"3","1989","Couple + C. LE 16 ","Female","14","","",""
"3","1989","Couple + C. GT 16 ","Male","5","","",""
"3","1989","Couple + C. GT 16 ","Female","7","","",""
"3","1989","Couple + C. LE and GT 16","Male","7","","",""
"3","1989","Couple + C. LE and GT 16","Female","6","","",""
"4","1989","1-pers.-HH","Male","6","","",""
"4","1989","1-pers.-HH","Female","3","","",""
"4","1989","(Married) couple without C. ","Male","","","",""
"4","1989","(Married) couple without C. ","Female","","","",""
"4","1989","Single parent ","Male","","","",""
"4","1989","Single parent ","Female","","","",""
"4","1989","Couple + C. LE 16 ","Male","1","","",""
"4","1989","Couple + C. LE 16 ","Female","1","","",""
"4","1989","Couple + C. GT 16 ","Male","2","","",""
"4","1989","Couple + C. GT 16 ","Female","1","","",""
"4","1989","Couple + C. LE and GT 16","Male","","","",""
"4","1989","Couple + C. LE and GT 16","Female","","","",""
"5","1989","1-pers.-HH","Male","","","",""
"5","1989","1-pers.-HH","Female","","","",""
"5","1989","(Married) couple without C. ","Male","","","",""
"5","1989","(Married) couple without C. ","Female","","","",""
"5","1989","Single parent ","Male","","","",""
"5","1989","Single parent ","Female","","","",""
"5","1989","Couple + C. LE 16 ","Male","","","",""
"5","1989","Couple + C. LE 16 ","Female","","","",""
"5","1989","Couple + C. GT 16 ","Male","","","",""
"5","1989","Couple + C. GT 16 ","Female","","","",""
"5","1989","Couple + C. LE and GT 16","Male","","","",""
"5","1989","Couple + C. LE and GT 16","Female","","","",""
"1","1990","1-pers.-HH","Male","77","0.157880881487258","0.126358569261518","0.189403193712997"
"1","1990","1-pers.-HH","Female","195","0.227842122338126","0.199841703990623","0.25584254068563"
"1","1990","(Married) couple without C. ","Male","595","0.416212078660606","0.392267578090194","0.440156579231018"
"1","1990","(Married) couple without C. ","Female","605","0.414947021907374","0.391100772046574","0.438793271768174"
"1","1990","Single parent ","Male","100","0.500780818334693","0.436717469507766","0.564844167161619"
"1","1990","Single parent ","Female","123","0.350408783871566","0.304942917483709","0.395874650259424"
"1","1990","Couple + C. LE 16 ","Male","589","0.410867389150963","0.387960105154376","0.43377467314755"
"1","1990","Couple + C. LE 16 ","Female","597","0.398176682970644","0.375568604505126","0.420784761436162"
"1","1990","Couple + C. GT 16 ","Male","887","0.665229882048192","0.642055966470562","0.688403797625821"
"1","1990","Couple + C. GT 16 ","Female","680","0.631707016584256","0.605456813007008","0.657957220161505"
"1","1990","Couple + C. LE and GT 16","Male","234","0.504233666856951","0.46509835888158","0.543368974832321"
"1","1990","Couple + C. LE and GT 16","Female","235","0.537653195883223","0.497216402096625","0.57808998966982"
"2","1990","1-pers.-HH","Male","400","0.766502207582835","0.729928867363513","0.803075547802157"
"2","1990","1-pers.-HH","Female","625","0.720326468093456","0.690363500254147","0.750289435932765"
"2","1990","(Married) couple without C. ","Male","982","0.55820494248806","0.534082118056983","0.582327766919138"
"2","1990","(Married) couple without C. ","Female","985","0.556786897347863","0.532744544546732","0.580829250148994"
"2","1990","Single parent ","Male","127","0.462461897584195","0.398579270487905","0.526344524680484"
"2","1990","Single parent ","Female","288","0.60804524298054","0.561522659404595","0.654567826556486"
"2","1990","Couple + C. LE 16 ","Male","1129","0.562147872529309","0.539048230484361","0.585247514574256"
"2","1990","Couple + C. LE 16 ","Female","1148","0.574089354181841","0.551252292277712","0.59692641608597"
"2","1990","Couple + C. GT 16 ","Male","690","0.329535092540549","0.306452793465989","0.352617391615109"
"2","1990","Couple + C. GT 16 ","Female","600","0.357624748431151","0.331540022018653","0.38370947484365"
"2","1990","Couple + C. LE and GT 16","Male","388","0.490978088289178","0.451847748896225","0.530108427682132"
"2","1990","Couple + C. LE and GT 16","Female","344","0.458822752443341","0.418408559999967","0.499236944886714"
"3","1990","1-pers.-HH","Male","36","0.0709448137129852","0.048750198816976","0.0931394286089945"
"3","1990","1-pers.-HH","Female","42","0.0518314095684172","0.0370323625411665","0.0666304565956679"
"3","1990","(Married) couple without C. ","Male","49","0.0240767909649462","0.0166307055281238","0.0315228764017687"
"3","1990","(Married) couple without C. ","Female","48","0.02687739569676","0.0190502478017708","0.0347045435917492"
"3","1990","Single parent ","Male","7","","",""
"3","1990","Single parent ","Female","11","","",""
"3","1990","Couple + C. LE 16 ","Male","53","0.0268317405722332","0.0193079859491729","0.0343554951952934"
