"hgowner","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2009","Part Time","1867","0.508781782301289","0.493719933965566","0.523843630637013","2"
"Main tenant","2009","Not Working","3004","0.476613059622858","0.465009425722922","0.488216693522793","2"
"Owner","2009","Full Time","3919","0.474202099634084","0.462516355571369","0.485887843696799","1"
"Owner","2009","Part Time","2278","0.464044717759145","0.449019545629536","0.479069889888754","1"
"Owner","2009","Not Working","3944","0.492328542213155","0.480713561610143","0.503943522816166","1"
"Resident or shared accommodation","2009","Full Time","1","","","","5"
"Resident or shared accommodation","2009","Part Time","","","","","5"
"Resident or shared accommodation","2009","Not Working","39","0.00839977527161435","0.00627945361150368","0.010520096931725","5"
"Subtenant","2009","Full Time","131","0.0240795841030686","0.0204920428580082","0.027667125348129","3"
"Subtenant","2009","Part Time","86","0.0271312782333865","0.0222364494015866","0.0320261070651865","3"
"Subtenant","2009","Not Working","130","0.0226586228923733","0.0192013034641897","0.026115942320557","3"
"Tenant","2009","Full Time","1","","","","4"
"Tenant","2009","Part Time","1","","","","4"
"Tenant","2009","Not Working","","","","","4"
"Main tenant","2010","Full Time","4154","0.489773513838627","0.479589029917029","0.499957997760226","2"
"Main tenant","2010","Part Time","3186","0.504953046187656","0.492664447176292","0.51724164519902","2"
"Main tenant","2010","Not Working","4268","0.475814919389693","0.465391159487337","0.486238679292048","2"
"Owner","2010","Full Time","4952","0.489516362586327","0.479331987188377","0.499700737984278","1"
"Owner","2010","Part Time","3072","0.467260697521762","0.454997868475813","0.47952352656771","1"
"Owner","2010","Not Working","4377","0.494374687126951","0.483939372188916","0.504810002064985","1"
"Resident or shared accommodation","2010","Full Time","2","","","","5"
"Resident or shared accommodation","2010","Part Time","2","","","","5"
"Resident or shared accommodation","2010","Not Working","37","0.00860315908556673","0.00667556410828512","0.0105307540628483","5"
"Subtenant","2010","Full Time","144","0.0199549241867023","0.0171058225250845","0.0228040258483201","3"
"Subtenant","2010","Part Time","98","0.0270276138196737","0.0230418846193927","0.0310133430199548","3"
"Subtenant","2010","Not Working","133","0.0210004772868278","0.018007738126734","0.0239932164469217","3"
"Tenant","2010","Full Time","3","","","","4"
"Tenant","2010","Part Time","1","","","","4"
"Tenant","2010","Not Working","3","","","","4"
"Main tenant","2011","Full Time","4717","0.480748064818315","0.471256375983836","0.490239753652793","2"
"Main tenant","2011","Not Working","5116","0.473347218329182","0.463884190724618","0.482810245933747","2"
"Main tenant","2011","Part Time","3767","0.501441852501812","0.490257250893114","0.512626454110509","2"
"Owner","2011","Full Time","5776","0.498920989553723","0.489422279062001","0.508419700045445","1"
"Owner","2011","Part Time","3809","0.479251404370168","0.468076390482779","0.490426418257558","1"
"Owner","2011","Not Working","5403","0.50004259811275","0.490566097306363","0.509519098919138","1"
"Resident or shared accommodation","2011","Full Time","1","","","","5"
"Resident or shared accommodation","2011","Part Time","1","","","","5"
"Resident or shared accommodation","2011","Not Working","50","0.00800552234534652","0.00631653083963361","0.00969451385105944","5"
"Subtenant","2011","Full Time","147","0.0197968424398091","0.0171504657042816","0.0224432191753366","3"
"Subtenant","2011","Part Time","99","0.0187603073171989","0.0157252992569052","0.0217953153774926","3"
"Subtenant","2011","Not Working","122","0.0184268524850548","0.0158778813631208","0.0209758236069888","3"
"Tenant","2011","Full Time","3","","","","4"
"Tenant","2011","Part Time","1","","","","4"
"Tenant","2011","Not Working","3","","","","4"
"Main tenant","2012","Full Time","4708","0.493701527261315","0.484112578542801","0.503290475979829","2"
"Main tenant","2012","Part Time","3607","0.493642862568437","0.482308256176815","0.504977468960058","2"
"Main tenant","2012","Not Working","4927","0.470994976359029","0.461382678717758","0.480607274000301","2"
"Owner","2012","Full Time","5597","0.488613245119534","0.479026022599951","0.498200467639117","1"
"Owner","2012","Part Time","3766","0.483531668335957","0.472202295888645","0.49486104078327","1"
"Owner","2012","Not Working","5271","0.505128278072365","0.495500272468169","0.51475628367656","1"
"Resident or shared accommodation","2012","Full Time","1","","","","5"
"Resident or shared accommodation","2012","Part Time","","","","","5"
"Resident or shared accommodation","2012","Not Working","36","0.00567435391201935","0.00422787633816618","0.00712083148587252","5"
"Subtenant","2012","Full Time","134","0.0171431210323832","0.0146535441734336","0.0196326978913328","3"
"Subtenant","2012","Part Time","100","0.0227964264586068","0.0194126828074626","0.0261801701097509","3"
"Subtenant","2012","Not Working","123","0.0181369043838884","0.0155671227277904","0.0207066860399864","3"
"Tenant","2012","Full Time","3","","","","4"
"Tenant","2012","Part Time","1","","","","4"
"Tenant","2012","Not Working","2","","","","4"
"Main tenant","2013","Full Time","4406","0.470111781020927","0.460194688379891","0.480028873661963","2"
"Main tenant","2013","Not Working","8191","0.507218138504179","0.499053606806182","0.515382670202175","2"
"Main tenant","2013","Part Time","3409","0.44839619725521","0.436894286943462","0.459898107566959","2"
"Owner","2013","Part Time","3682","0.534883244173156","0.523347758612113","0.5464187297342","1"
"Owner","2013","Full Time","5207","0.513463137110797","0.503531881015313","0.523394393206281","1"
"Owner","2013","Not Working","5984","0.469707624997507","0.461557241741036","0.477858008253978","1"
"Resident or shared accommodation","2013","Full Time","","","","","5"
"Resident or shared accommodation","2013","Part Time","","","","","5"
"Resident or shared accommodation","2013","Not Working","45","0.00599961538973026","0.00473848057153977","0.00726075020792075","5"
"Subtenant","2013","Full Time","116","0.0164058022018843","0.0138817496925747","0.018929854711194","3"
"Subtenant","2013","Part Time","90","0.0166915985505144","0.0137286832886986","0.0196545138123302","3"
"Subtenant","2013","Not Working","183","0.0170156123512906","0.0149035650703621","0.0191276596322191","3"
"Tenant","2013","Full Time","1","","","","4"
"Tenant","2013","Part Time","1","","","","4"
"Tenant","2013","Not Working","1","","","","4"
"Main tenant","2014","Part Time","3910","0.507245679648069","0.495985676515322","0.518505682780816","2"
"Main tenant","2014","Full Time","4865","0.487749751325107","0.478070251342182","0.497429251308032","2"
"Main tenant","2014","Not Working","5080","0.472558871337032","0.462758619196505","0.482359123477559","2"
"Owner","2014","Full Time","5254","0.49636891535681","0.486686764211505","0.506051066502116","1"
"Owner","2014","Part Time","3551","0.469119250799391","0.45787956350252","0.480358938096261","1"
"Owner","2014","Not Working","4729","0.505217437506411","0.495402926833319","0.515031948179504","1"
"Resident or shared accommodation","2014","Full Time","1","","","","5"
"Resident or shared accommodation","2014","Part Time","1","","","","5"
"Resident or shared accommodation","2014","Not Working","40","0.00624376001110332","0.00469749001704746","0.00779003000515917","5"
"Subtenant","2014","Full Time","124","0.0158598056349022","0.0134405000873966","0.0182791111824077","3"
"Subtenant","2014","Part Time","111","0.0236011590774534","0.0201821960350164","0.0270201221198905","3"
"Subtenant","2014","Not Working","117","0.0155560594035253","0.0131268352838774","0.0179852835231731","3"
"Tenant","2014","Full Time","","","","","4"
"Tenant","2014","Part Time","","","","","4"
"Tenant","2014","Not Working","3","","","","4"
"Main tenant","2015","Full Time","4481","0.481028114142786","0.470993618623673","0.491062609661899","2"
"Main tenant","2015","Part Time","3529","0.483974216606874","0.472381740386069","0.495566692827679","2"
"Main tenant","2015","Not Working","6120","0.491869378115586","0.482462060366669","0.501276695864503","2"
"Owner","2015","Full Time","4924","0.501356750078825","0.491315060238375","0.511398439919274","1"
"Owner","2015","Part Time","3518","0.497036654469169","0.485438422867395","0.508634886070942","1"
"Owner","2015","Not Working","4499","0.484201983874117","0.474798119598966","0.493605848149269","1"
"Resident or shared accommodation","2015","Full Time","","","","","5"
"Resident or shared accommodation","2015","Part Time","","","","","5"
"Resident or shared accommodation","2015","Not Working","48","0.00717551700206303","0.00558727720355609","0.00876375680056997","5"
"Subtenant","2015","Full Time","119","0.0176151357783893","0.0149732001815329","0.0202570713752456","3"
"Subtenant","2015","Part Time","92","0.0189891289239575","0.0158230711788977","0.0221551866690173","3"
"Subtenant","2015","Not Working","182","0.0167531210082337","0.0143380361924982","0.0191682058239692","3"
"Tenant","2015","Full Time","","","","","4"
"Tenant","2015","Part Time","","","","","4"
"Tenant","2015","Not Working","","","","","4"
"Main tenant","2016","Full Time","4437","0.482758401049261","0.472541904839731","0.492974897258791","2"
"Main tenant","2016","Part Time","3562","0.496939029770029","0.485206093250121","0.508671966289937","2"
"Main tenant","2016","Not Working","4483","0.472039264318074","0.461603037038345","0.482475491597804","2"
"Owner","2016","Full Time","4622","0.496833217294304","0.486610846527335","0.507055588061273","1"
"Owner","2016","Part Time","3305","0.479769352989018","0.468045804803441","0.491492901174595","1"
"Owner","2016","Not Working","4144","0.500264473993622","0.489811891661255","0.510717056325988","1"
"Resident or shared accommodation","2016","Full Time","1","","","","5"
"Resident or shared accommodation","2016","Part Time","","","","","5"
"Resident or shared accommodation","2016","Not Working","45","0.00894522934340854","0.00697689793921251","0.0109135607476046","5"
"Subtenant","2016","Full Time","130","0.0203877424881777","0.0174983801314493","0.0232771048449061","3"
"Subtenant","2016","Part Time","109","0.023291617240953","0.0197522377101231","0.0268309967717829","3"
"Subtenant","2016","Not Working","118","0.0187510323448953","0.0159153612819957","0.021586703407795","3"
"Tenant","2016","Full Time","","","","","4"
"Tenant","2016","Part Time","","","","","4"
"Tenant","2016","Not Working","","","","","4"
"Main tenant","2017","Full Time","5012","0.485415470017603","0.475844036752404","0.494986903282802","2"
"Main tenant","2017","Not Working","7061","0.475903429455989","0.467088955292083","0.484717903619895","2"
"Main tenant","2017","Part Time","3911","0.479124815342461","0.468072334775238","0.490177295909684","2"
"Owner","2017","Full Time","5277","0.492965545015686","0.483390985006843","0.502540105024528","1"
"Owner","2017","Part Time","3746","0.491813256614274","0.480752613610999","0.502873899617549","1"
"Owner","2017","Not Working","4384","0.488226286313569","0.479404005041524","0.497048567585614","1"
"Resident or shared accommodation","2017","Full Time","12","","","","5"
"Resident or shared accommodation","2017","Part Time","41","0.00161002863074257","0.000723004369830573","0.00249705289165457","5"
"Resident or shared accommodation","2017","Not Working","617","0.0148446798275385","0.0127103127955731","0.0169790468595038","5"
"Subtenant","2017","Full Time","173","0.0210619128908202","0.0183120038728374","0.0238118219088031","3"
"Subtenant","2017","Part Time","150","0.0274518994125226","0.0238368824596571","0.031066916365388","3"
"Subtenant","2017","Not Working","270","0.0210256044029033","0.0184934438196609","0.0235577649861456","3"
"Tenant","2017","Part Time","","","","","4"
"Tenant","2017","Full Time","","","","","4"
"Tenant","2017","Not Working","","","","","4"
"Main tenant","2018","Full Time","5012","0.491868725737097","0.482113999724073","0.50162345175012","2"
"Main tenant","2018","Not Working","7591","0.46683901910748","0.45815504853302","0.47552298968194","2"
"Main tenant","2018","Part Time","4097","0.485135037696072","0.474121917257929","0.496148158134216","2"
"Owner","2018","Full Time","4917","0.490066339711011","0.480312249114203","0.499820430307819","1"
"Owner","2018","Part Time","3591","0.489521008816226","0.478505438095156","0.500536579537297","1"
"Owner","2018","Not Working","4168","0.50033902757341","0.491635897094355","0.509042158052465","1"
"Resident or shared accommodation","2018","Full Time","24","","","","5"
"Resident or shared accommodation","2018","Part Time","84","0.00205376055695828","0.00105615036784637","0.00305137074607018","5"
"Resident or shared accommodation","2018","Not Working","698","0.0170223251816782","0.0147707478967916","0.0192739024665649","5"
"Subtenant","2018","Full Time","137","0.0173169053674959","0.0147715736333709","0.0198622371016208","3"
"Subtenant","2018","Part Time","139","0.0232901929307431","0.0199666467623673","0.0266137390991188","3"
"Subtenant","2018","Not Working","221","0.0154834532358337","0.0133343810007363","0.0176325254709311","3"
"Tenant","2018","Full Time","","","","","4"
"Tenant","2018","Not Working","1","","","","4"
"Tenant","2018","Part Time","","","","","4"
"Main tenant","2019","Full Time","4954","0.490016277736032","0.480617817963949","0.499414737508116","2"
"Main tenant","2019","Part Time","3829","0.482438887489035","0.471321794922948","0.493555980055121","2"
"Main tenant","2019","Not Working","6643","0.457328021057217","0.448257229396399","0.466398812718036","2"
"Owner","2019","Full Time","5730","0.49188359132895","0.482484496015006","0.501282686642895","1"
"Owner","2019","Part Time","3688","0.490903616327888","0.47978150158958","0.502025731066195","1"
"Owner","2019","Not Working","4248","0.508298815971435","0.499196062863563","0.517401569079306","1"
"Resident or shared accommodation","2019","Full Time","46","0.000947823377444553","0.000369286470522287","0.00152636028436682","5"
"Resident or shared accommodation","2019","Part Time","75","0.00186309530627768","0.000903690606002275","0.00282250000655308","5"
"Resident or shared accommodation","2019","Not Working","414","0.0154934259044172","0.0132446528562685","0.0177421989525659","5"
"Subtenant","2019","Part Time","169","0.0247944008768001","0.0213348943709316","0.0282539073826686","3"
"Subtenant","2019","Full Time","138","0.0171523075575728","0.0147112519937865","0.019593363121359","3"
"Subtenant","2019","Not Working","282","0.0188797370669307","0.0164016207858073","0.0213578533480541","3"
"Tenant","2019","Full Time","","","","","4"
"Tenant","2019","Part Time","","","","","4"
"Tenant","2019","Not Working","","","","","4"
