"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Owner","2016","(Married) couple without C. ","Rural Area","1664","0.636123762774236","0.618076371892683","0.654171153655788","1"
"Owner","2016","Couple + C. GT 16 ","Urban Area","1223","0.718887980502824","0.698695720125683","0.739080240879964","1"
"Owner","2016","Couple + C. GT 16 ","Rural Area","718","0.697314653925271","0.668754207422493","0.72587510042805","1"
"Owner","2016","Couple + C. LE and GT 16","Urban Area","779","0.550133927903261","0.525025284113753","0.57524257169277","1"
"Owner","2016","Couple + C. LE 16 ","Rural Area","1130","0.578551479225314","0.556877992450415","0.600224966000212","1"
"Owner","2016","Couple + C. LE and GT 16","Rural Area","596","0.722740772280665","0.691988998520661","0.75349254604067","1"
"Owner","2016","Single parent ","Urban Area","384","0.291757973700251","0.269106046975715","0.314409900424787","1"
"Owner","2016","Single parent ","Rural Area","250","0.371890078821078","0.337775027818707","0.406005129823448","1"
"Owner","2016","Couple + C. LE 16 ","Urban Area","1717","0.484197888560032","0.468403731423489","0.499992045696574","1"
"Resident or shared accommodation","2016","1-pers.-HH","Urban Area","29","","","","5"
"Resident or shared accommodation","2016","1-pers.-HH","Rural Area","11","","","","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","Urban Area","5","","","","5"
"Resident or shared accommodation","2016","(Married) couple without C. ","Rural Area","1","","","","5"
"Resident or shared accommodation","2016","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2016","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2016","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2016","1-pers.-HH","Urban Area","96","0.0377970389593971","0.0301942663835571","0.0453998115352372","3"
"Subtenant","2016","1-pers.-HH","Rural Area","53","0.0399470769581355","0.028224022334642","0.051670131581629","3"
"Subtenant","2016","(Married) couple without C. ","Urban Area","44","0.0141416233875824","0.0107573320774997","0.0175259146976651","3"
"Subtenant","2016","(Married) couple without C. ","Rural Area","47","0.0240905303911603","0.0183388504072134","0.0298422103751072","3"
"Subtenant","2016","Single parent ","Urban Area","17","","","","3"
"Subtenant","2016","Single parent ","Rural Area","10","","","","3"
"Subtenant","2016","Couple + C. LE 16 ","Urban Area","29","","","","3"
"Subtenant","2016","Couple + C. LE 16 ","Rural Area","20","","","","3"
"Subtenant","2016","Couple + C. GT 16 ","Urban Area","14","","","","3"
"Subtenant","2016","Couple + C. LE and GT 16","Rural Area","6","","","","3"
"Subtenant","2016","Couple + C. GT 16 ","Rural Area","4","","","","3"
"Subtenant","2016","Couple + C. LE and GT 16","Urban Area","","","","","3"
"Tenant","2016","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2016","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2016","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2016","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2016","Single parent ","Urban Area","","","","","4"
"Tenant","2016","Single parent ","Rural Area","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2016","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2016","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2016","Couple + C. GT 16 ","Rural Area","","","","","4"
"Main tenant","2017","(Married) couple without C. ","Urban Area","2451","0.441322550796","0.427838215500976","0.454806886091023","2"
"Main tenant","2017","1-pers.-HH","Urban Area","2058","0.673197859951304","0.656505194282907","0.689890525619701","2"
"Main tenant","2017","1-pers.-HH","Rural Area","904","0.602308577183755","0.577407749858971","0.627209404508539","2"
"Main tenant","2017","(Married) couple without C. ","Rural Area","1217","0.346232829198963","0.329639340468732","0.362826317929194","2"
"Main tenant","2017","Single parent ","Urban Area","1295","0.704773837258369","0.683414717644949","0.726132956871788","2"
"Main tenant","2017","Couple + C. LE 16 ","Urban Area","2926","0.512392004739588","0.498396562304211","0.526387447174965","2"
"Main tenant","2017","Single parent ","Rural Area","575","0.572358423889362","0.540107818150115","0.604609029628609","2"
"Main tenant","2017","Couple + C. LE 16 ","Rural Area","1285","0.40713965327168","0.388196610519392","0.426082696023968","2"
"Main tenant","2017","Couple + C. LE and GT 16","Rural Area","390","0.255106633823231","0.228484834335443","0.281728433311019","2"
"Main tenant","2017","Couple + C. GT 16 ","Rural Area","307","0.279647777317427","0.254232326465109","0.305063228169745","2"
"Main tenant","2017","Couple + C. LE and GT 16","Urban Area","1073","0.410626116444255","0.389044371777773","0.432207861110737","2"
"Main tenant","2017","Couple + C. GT 16 ","Urban Area","815","0.284363990371009","0.265773742373451","0.302954238368568","2"
"Owner","2017","1-pers.-HH","Urban Area","634","0.267894768363744","0.252133877663223","0.283655659064265","1"
"Owner","2017","1-pers.-HH","Rural Area","388","0.325607261121897","0.301765703579735","0.349448818664058","1"
"Owner","2017","(Married) couple without C. ","Urban Area","2679","0.544534729618259","0.531010537306191","0.558058921930327","1"
"Owner","2017","(Married) couple without C. ","Rural Area","1882","0.629842653315353","0.613002298060582","0.646683008570124","1"
"Owner","2017","Couple + C. LE and GT 16","Urban Area","876","0.586695217246064","0.565092453706456","0.608297980785672","1"
"Owner","2017","Couple + C. GT 16 ","Urban Area","1429","0.701136045709122","0.682271788582982","0.720000302835262","1"
"Owner","2017","Couple + C. GT 16 ","Rural Area","878","0.710746929600134","0.685071591753329","0.736422267446938","1"
"Owner","2017","Couple + C. LE and GT 16","Rural Area","619","0.738402520753774","0.7115618823452","0.765243159162347","1"
"Owner","2017","Single parent ","Urban Area","401","0.282991146931182","0.261898566018181","0.304083727844184","1"
"Owner","2017","Single parent ","Rural Area","299","0.414927909325463","0.382809436252087","0.447046382398839","1"
"Owner","2017","Couple + C. LE 16 ","Rural Area","1190","0.569179566214993","0.550086545956399","0.588272586473587","1"
"Owner","2017","Couple + C. LE 16 ","Urban Area","1791","0.471709863398146","0.45773254749417","0.485687179302122","1"
"Resident or shared accommodation","2017","1-pers.-HH","Urban Area","183","0.0163692366641175","0.0118533591777875","0.0208851141504474","5"
"Resident or shared accommodation","2017","1-pers.-HH","Rural Area","120","0.0243440079312675","0.0165029341746069","0.0321850816879281","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","Urban Area","16","","","","5"
"Resident or shared accommodation","2017","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2017","Single parent ","Urban Area","43","0.00297407513422172","0.000424250963727659","0.00552389930471579","5"
"Resident or shared accommodation","2017","Single parent ","Rural Area","21","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","Urban Area","113","0.00183446913162278","0.000636331967490488","0.00303260629575507","5"
"Resident or shared accommodation","2017","Couple + C. LE 16 ","Rural Area","63","0.00235398720437488","0.000485491426422018","0.00422248298232774","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","Urban Area","6","","","","5"
"Resident or shared accommodation","2017","Couple + C. GT 16 ","Rural Area","7","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","Urban Area","28","","","","5"
"Resident or shared accommodation","2017","Couple + C. LE and GT 16","Rural Area","10","","","","5"
"Subtenant","2017","1-pers.-HH","Urban Area","158","0.0425381350208341","0.0353558629717373","0.049720407069931","3"
"Subtenant","2017","1-pers.-HH","Rural Area","72","0.0477401537630806","0.0368921261191983","0.0585881814069629","3"
"Subtenant","2017","(Married) couple without C. ","Urban Area","63","0.0123109919673165","0.00931646970211866","0.0153055142325144","3"
"Subtenant","2017","(Married) couple without C. ","Rural Area","56","0.0227449363529061","0.0175451158054429","0.0279447569003693","3"
"Subtenant","2017","Single parent ","Urban Area","13","","","","3"
"Subtenant","2017","Single parent ","Rural Area","9","","","","3"
"Subtenant","2017","Couple + C. LE 16 ","Urban Area","70","0.014063662730643","0.0107666265807048","0.0173606988805812","3"
"Subtenant","2017","Couple + C. LE 16 ","Rural Area","46","0.0213267933089524","0.0157564307163978","0.0268971559015069","3"
"Subtenant","2017","Couple + C. GT 16 ","Urban Area","12","","","","3"
"Subtenant","2017","Couple + C. LE and GT 16","Urban Area","19","","","","3"
"Subtenant","2017","Couple + C. LE and GT 16","Rural Area","11","","","","3"
"Subtenant","2017","Couple + C. GT 16 ","Rural Area","6","","","","3"
"Tenant","2017","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2017","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2017","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2017","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2017","Single parent ","Urban Area","","","","","4"
"Tenant","2017","Single parent ","Rural Area","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2017","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2017","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2017","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2017","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2018","(Married) couple without C. ","Urban Area","2444","0.447469249191369","0.433833391156033","0.461105107226706","2"
"Main tenant","2018","1-pers.-HH","Rural Area","981","0.62390751420716","0.599587543704807","0.648227484709512","2"
"Main tenant","2018","(Married) couple without C. ","Rural Area","1203","0.348643887307801","0.331775937892488","0.365511836723115","2"
"Main tenant","2018","Single parent ","Urban Area","1394","0.680532223540503","0.659273607692162","0.701790839388844","2"
"Main tenant","2018","Couple + C. LE 16 ","Urban Area","3031","0.512294917920553","0.49815879014527","0.526431045695837","2"
"Main tenant","2018","Single parent ","Rural Area","548","0.564484314402045","0.531461279399074","0.597507349405015","2"
"Main tenant","2018","Couple + C. LE 16 ","Rural Area","1285","0.390032447690069","0.370839642966097","0.40922525241404","2"
"Main tenant","2018","1-pers.-HH","Urban Area","2356","0.675905531401087","0.660191880239414","0.69161918256276","2"
"Main tenant","2018","Couple + C. GT 16 ","Urban Area","797","0.288256471669197","0.26880956497819","0.307703378360204","2"
"Main tenant","2018","Couple + C. GT 16 ","Rural Area","299","0.239878892573253","0.215316572015332","0.264441213131174","2"
"Main tenant","2018","Couple + C. LE and GT 16","Rural Area","407","0.257398328243878","0.230219187595331","0.284577468892425","2"
"Main tenant","2018","Couple + C. LE and GT 16","Urban Area","1180","0.387734899391427","0.366955244375312","0.408514554407543","2"
"Owner","2018","1-pers.-HH","Urban Area","645","0.272252956181376","0.257308682065721","0.28719723029703","1"
"Owner","2018","1-pers.-HH","Rural Area","366","0.318372927086294","0.294984711500084","0.341761142672503","1"
"Owner","2018","(Married) couple without C. ","Urban Area","2575","0.536979229290152","0.523305038752808","0.550653419827495","1"
"Owner","2018","(Married) couple without C. ","Rural Area","1806","0.631073753612154","0.61399438343658","0.648153123787727","1"
"Owner","2018","Couple + C. GT 16 ","Urban Area","1271","0.707580902669733","0.688051446434386","0.727110358905079","1"
"Owner","2018","Single parent ","Urban Area","388","0.294842601900467","0.274053522477755","0.31563168132318","1"
"Owner","2018","Couple + C. LE and GT 16","Urban Area","875","0.603689572924689","0.58282902454639","0.624550121302988","1"
"Owner","2018","Couple + C. GT 16 ","Rural Area","857","0.758441066102568","0.733820136109961","0.783061996095174","1"
"Owner","2018","Couple + C. LE and GT 16","Rural Area","569","0.7369584395382","0.709587570713325","0.764329308363075","1"
"Owner","2018","Couple + C. LE 16 ","Rural Area","1126","0.584174255702822","0.564780514201797","0.603567997203848","1"
"Owner","2018","Couple + C. LE 16 ","Urban Area","1599","0.474057669786689","0.459936312233507","0.488179027339871","1"
"Owner","2018","Single parent ","Rural Area","290","0.417238178859048","0.384396397046609","0.450079960671486","1"
"Resident or shared accommodation","2018","1-pers.-HH","Urban Area","285","0.0201249349722287","0.0154102693799111","0.0248396005645463","5"
"Resident or shared accommodation","2018","1-pers.-HH","Rural Area","116","0.0201220974614651","0.0130722744571597","0.0271719204657705","5"
"Resident or shared accommodation","2018","(Married) couple without C. ","Urban Area","27","","","","5"
"Resident or shared accommodation","2018","(Married) couple without C. ","Rural Area","10","","","","5"
"Resident or shared accommodation","2018","Single parent ","Urban Area","43","0.00313270990001141","0.000584848083655006","0.00568057171636782","5"
"Resident or shared accommodation","2018","Single parent ","Rural Area","17","","","","5"
"Resident or shared accommodation","2018","Couple + C. LE 16 ","Urban Area","123","0.00350902729178213","0.00183669777539329","0.00518135680817097","5"
"Resident or shared accommodation","2018","Couple + C. LE 16 ","Rural Area","32","0.00181464761205137","0.000139949788239762","0.00348934543586297","5"
"Resident or shared accommodation","2018","Couple + C. GT 16 ","Urban Area","11","","","","5"
"Resident or shared accommodation","2018","Couple + C. GT 16 ","Rural Area","2","","","","5"
