"hgowner","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"2","1985","16-34 y.","no migration background","1622","0.558366227665314","0.540320809924899","0.576411645405728"
"2","1985","16-34 y.","direct migration background","1029","0.804767071705504","0.78188764855107","0.827646494859938"
"2","1985","16-34 y.","indirect migration background","94","0.696231677862065","0.61429024824603","0.7781731074781"
"2","1985","35-65 y.","no migration background","1654","0.421422651146152","0.406145120549345","0.436700181742959"
"2","1985","35-65 y.","direct migration background","1498","0.709802038469941","0.688568355419426","0.731035721520457"
"2","1985","35-65 y.","indirect migration background","13","","",""
"2","1985","66 and older","no migration background","569","0.576145745602224","0.546618943835058","0.60567254736939"
"2","1985","66 and older","direct migration background","22","","",""
"2","1985","66 and older","indirect migration background","4","","",""
"3","1985","16-34 y.","no migration background","48","0.0173846959071681","0.0126351559949866","0.0221342358193495"
"3","1985","16-34 y.","direct migration background","24","","",""
"3","1985","16-34 y.","indirect migration background","","","",""
"3","1985","35-65 y.","no migration background","27","","",""
"3","1985","35-65 y.","direct migration background","42","0.0258729466426523","0.0184454873646996","0.033300405920605"
"3","1985","35-65 y.","indirect migration background","","","",""
"3","1985","66 and older","no migration background","14","","",""
"3","1985","66 and older","direct migration background","1","","",""
"3","1985","66 and older","indirect migration background","","","",""
"4","1985","16-34 y.","no migration background","","","",""
"4","1985","16-34 y.","direct migration background","","","",""
"4","1985","16-34 y.","indirect migration background","","","",""
"4","1985","35-65 y.","no migration background","","","",""
"4","1985","35-65 y.","direct migration background","","","",""
"4","1985","35-65 y.","indirect migration background","","","",""
"4","1985","66 and older","no migration background","","","",""
"4","1985","66 and older","direct migration background","","","",""
"4","1985","66 and older","indirect migration background","","","",""
"5","1985","16-34 y.","no migration background","","","",""
"5","1985","16-34 y.","direct migration background","","","",""
"5","1985","16-34 y.","indirect migration background","","","",""
"5","1985","35-65 y.","no migration background","","","",""
"5","1985","35-65 y.","direct migration background","","","",""
"5","1985","35-65 y.","indirect migration background","","","",""
"5","1985","66 and older","no migration background","","","",""
"5","1985","66 and older","direct migration background","","","",""
"5","1985","66 and older","indirect migration background","","","",""
"1","1986","16-34 y.","no migration background","1242","0.421685391018476","0.403571097772585","0.439799684264367"
"1","1986","16-34 y.","direct migration background","100","0.168769084796248","0.14670522079979","0.190832948792706"
"1","1986","16-34 y.","indirect migration background","30","0.266478262274081","0.190478225404993","0.34247829914317"
"1","1986","35-65 y.","no migration background","2271","0.575259630447103","0.559495561783049","0.591023699111156"
"1","1986","35-65 y.","direct migration background","219","0.255207482453078","0.234464484523563","0.275950480382593"
"1","1986","35-65 y.","indirect migration background","8","","",""
"1","1986","66 and older","no migration background","487","0.419587115002516","0.388893145246333","0.450281084758698"
"1","1986","66 and older","direct migration background","16","","",""
"1","1986","66 and older","indirect migration background","1","","",""
"2","1986","16-34 y.","no migration background","1545","0.553001890729095","0.534764563699728","0.571239217758462"
"2","1986","16-34 y.","direct migration background","978","0.806003870934236","0.782710122736982","0.829297619131491"
"2","1986","16-34 y.","indirect migration background","100","0.733521737725919","0.65752170085683","0.809521774595007"
"2","1986","35-65 y.","no migration background","1478","0.417449609149099","0.401722700035935","0.433176518262263"
"2","1986","35-65 y.","direct migration background","1424","0.715533724630117","0.694068392286348","0.736999056973886"
"2","1986","35-65 y.","indirect migration background","14","","",""
"2","1986","66 and older","no migration background","489","0.55764146091781","0.526750017423369","0.58853290441225"
"2","1986","66 and older","direct migration background","31","0.624632457805375","0.490416634094502","0.758848281516247"
"2","1986","66 and older","indirect migration background","3","","",""
"3","1986","16-34 y.","no migration background","68","0.0253127182524288","0.0195510655456694","0.0310743709591882"
"3","1986","16-34 y.","direct migration background","29","","",""
"3","1986","16-34 y.","indirect migration background","","","",""
"3","1986","35-65 y.","no migration background","28","","",""
"3","1986","35-65 y.","direct migration background","54","0.029258792916805","0.0212404042197683","0.0372771816138417"
"3","1986","35-65 y.","indirect migration background","","","",""
"3","1986","66 and older","no migration background","16","","",""
"3","1986","66 and older","direct migration background","3","","",""
"3","1986","66 and older","indirect migration background","","","",""
"4","1986","16-34 y.","no migration background","","","",""
"4","1986","16-34 y.","direct migration background","","","",""
"4","1986","16-34 y.","indirect migration background","","","",""
"4","1986","35-65 y.","no migration background","","","",""
"4","1986","35-65 y.","direct migration background","","","",""
"4","1986","35-65 y.","indirect migration background","","","",""
"4","1986","66 and older","no migration background","1","","",""
"4","1986","66 and older","direct migration background","","","",""
"4","1986","66 and older","indirect migration background","","","",""
"5","1986","16-34 y.","no migration background","","","",""
"5","1986","16-34 y.","direct migration background","","","",""
"5","1986","16-34 y.","indirect migration background","","","",""
"5","1986","35-65 y.","no migration background","","","",""
"5","1986","35-65 y.","direct migration background","","","",""
"5","1986","35-65 y.","indirect migration background","","","",""
"5","1986","66 and older","no migration background","","","",""
"5","1986","66 and older","direct migration background","","","",""
"5","1986","66 and older","indirect migration background","","","",""
"1","1987","16-34 y.","no migration background","1237","0.419489213610075","0.401262964080676","0.437715463139474"
"1","1987","16-34 y.","direct migration background","102","0.172549513876352","0.149993280031127","0.195105747721576"
"1","1987","16-34 y.","indirect migration background","29","","",""
"1","1987","35-65 y.","no migration background","2195","0.575659902267079","0.559628105438687","0.591691699095471"
"1","1987","35-65 y.","direct migration background","234","0.260025182970358","0.239204159454111","0.280846206486605"
"1","1987","35-65 y.","indirect migration background","11","","",""
"1","1987","66 and older","no migration background","504","0.417456120982584","0.387266622624807","0.447645619340362"
"1","1987","66 and older","direct migration background","22","","",""
"1","1987","66 and older","indirect migration background","1","","",""
"2","1987","16-34 y.","no migration background","1485","0.543483588588613","0.525086327138383","0.561880850038843"
"2","1987","16-34 y.","direct migration background","958","0.811240229567507","0.78788048064845","0.834599978486564"
"2","1987","16-34 y.","indirect migration background","117","0.717673367814668","0.644907324173248","0.790439411456087"
"2","1987","35-65 y.","no migration background","1426","0.416049318560161","0.400061004636998","0.432037632483325"
"2","1987","35-65 y.","direct migration background","1421","0.703238885682831","0.68155481399055","0.724922957375113"
"2","1987","35-65 y.","indirect migration background","14","","",""
"2","1987","66 and older","no migration background","504","0.559755623460743","0.529365511533936","0.590145735387551"
"2","1987","66 and older","direct migration background","33","0.582363112751118","0.453196452081112","0.711529773421124"
"2","1987","66 and older","indirect migration background","3","","",""
"3","1987","16-34 y.","no migration background","93","0.0366805769592165","0.0297377713874405","0.0436233825309924"
"3","1987","16-34 y.","direct migration background","17","","",""
"3","1987","16-34 y.","indirect migration background","1","","",""
"3","1987","35-65 y.","no migration background","29","","",""
"3","1987","35-65 y.","direct migration background","49","0.0350419053348772","0.0263135185682807","0.0437702921014737"
"3","1987","35-65 y.","indirect migration background","1","","",""
"3","1987","66 and older","no migration background","16","","",""
"3","1987","66 and older","direct migration background","1","","",""
"3","1987","66 and older","indirect migration background","","","",""
"4","1987","16-34 y.","no migration background","1","","",""
"4","1987","16-34 y.","direct migration background","1","","",""
"4","1987","16-34 y.","indirect migration background","","","",""
"4","1987","35-65 y.","no migration background","1","","",""
"4","1987","35-65 y.","direct migration background","1","","",""
"4","1987","35-65 y.","indirect migration background","","","",""
"4","1987","66 and older","no migration background","1","","",""
"4","1987","66 and older","direct migration background","","","",""
"4","1987","66 and older","indirect migration background","","","",""
"5","1987","16-34 y.","no migration background","","","",""
"5","1987","16-34 y.","direct migration background","","","",""
"5","1987","16-34 y.","indirect migration background","","","",""
"5","1987","35-65 y.","no migration background","","","",""
"5","1987","35-65 y.","direct migration background","","","",""
"5","1987","35-65 y.","indirect migration background","","","",""
"5","1987","66 and older","no migration background","","","",""
"5","1987","66 and older","direct migration background","","","",""
"5","1987","66 and older","indirect migration background","","","",""
"1","1988","16-34 y.","no migration background","1160","0.426854978051575","0.407962231473184","0.445747724629966"
"1","1988","16-34 y.","direct migration background","102","0.182930639914404","0.159262787768722","0.206598492060087"
"1","1988","16-34 y.","indirect migration background","33","0.234698467578092","0.175214188323497","0.294182746832687"
"1","1988","35-65 y.","no migration background","2069","0.56860181591859","0.552158478171941","0.585045153665238"
"1","1988","35-65 y.","direct migration background","229","0.275008567863036","0.253143220333489","0.296873915392583"
"1","1988","35-65 y.","indirect migration background","11","","",""
"1","1988","66 and older","no migration background","477","0.414200720411923","0.38348579533271","0.444915645491136"
"1","1988","66 and older","direct migration background","20","","",""
"1","1988","66 and older","indirect migration background","1","","",""
"2","1988","16-34 y.","no migration background","1382","0.53421525311619","0.515161811448081","0.553268694784298"
"2","1988","16-34 y.","direct migration background","911","0.795644985350872","0.770959681748698","0.820330288953045"
"2","1988","16-34 y.","indirect migration background","162","0.765301532421908","0.705817253167313","0.824785811676503"
"2","1988","35-65 y.","no migration background","1372","0.416334095549815","0.399967820285953","0.432700370813677"
"2","1988","35-65 y.","direct migration background","1340","0.692920451578526","0.670332129494563","0.715508773662488"
"2","1988","35-65 y.","indirect migration background","13","","",""
"2","1988","66 and older","no migration background","495","0.565990281319479","0.535085631068266","0.596894931570692"
"2","1988","66 and older","direct migration background","42","0.630686922142639","0.511512769540405","0.749861074744872"
"2","1988","66 and older","indirect migration background","3","","",""
"3","1988","16-34 y.","no migration background","89","0.0384915721668496","0.0311433541325217","0.0458397902011776"
"3","1988","16-34 y.","direct migration background","12","","",""
"3","1988","16-34 y.","indirect migration background","","","",""
"3","1988","35-65 y.","no migration background","44","0.0150640885315952","0.0110199863928341","0.0191081906703562"
"3","1988","35-65 y.","direct migration background","33","0.032070980558438","0.0234432870309207","0.0406986740859553"
"3","1988","35-65 y.","indirect migration background","1","","",""
"3","1988","66 and older","no migration background","15","","",""
"3","1988","66 and older","direct migration background","1","","",""
"3","1988","66 and older","indirect migration background","","","",""
"4","1988","16-34 y.","no migration background","2","","",""
"4","1988","16-34 y.","direct migration background","","","",""
"4","1988","16-34 y.","indirect migration background","","","",""
"4","1988","35-65 y.","no migration background","","","",""
"4","1988","35-65 y.","direct migration background","","","",""
"4","1988","35-65 y.","indirect migration background","","","",""
"4","1988","66 and older","no migration background","1","","",""
"4","1988","66 and older","direct migration background","","","",""
"4","1988","66 and older","indirect migration background","","","",""
"5","1988","16-34 y.","no migration background","","","",""
"5","1988","16-34 y.","direct migration background","","","",""
"5","1988","16-34 y.","indirect migration background","","","",""
"5","1988","35-65 y.","no migration background","","","",""
"5","1988","35-65 y.","direct migration background","","","",""
"5","1988","35-65 y.","indirect migration background","","","",""
"5","1988","66 and older","no migration background","","","",""
"5","1988","66 and older","direct migration background","","","",""
"5","1988","66 and older","indirect migration background","","","",""
"1","1989","16-34 y.","no migration background","1150","0.436327632453794","0.417183911027603","0.455471353879984"
"1","1989","16-34 y.","direct migration background","91","0.176430673911441","0.152342843607721","0.200518504215162"
"1","1989","16-34 y.","indirect migration background","36","0.192302208025593","0.141257945561113","0.243346470490073"
"1","1989","35-65 y.","no migration background","1969","0.5705698258771","0.553691523986391","0.587448127767809"
"1","1989","35-65 y.","direct migration background","240","0.272711944395847","0.250717493732758","0.294706395058935"
"1","1989","35-65 y.","indirect migration background","13","","",""
"1","1989","66 and older","no migration background","482","0.436378773080534","0.404941517645715","0.467816028515353"
"1","1989","66 and older","direct migration background","27","","",""
"1","1989","66 and older","indirect migration background","1","","",""
"2","1989","16-34 y.","no migration background","1338","0.523286061026809","0.50400614477413","0.542565977279488"
"2","1989","16-34 y.","direct migration background","854","0.802530311598522","0.777374316711264","0.82768630648578"
"2","1989","16-34 y.","indirect migration background","192","0.804615599565378","0.753262162361439","0.855969036769316"
"2","1989","35-65 y.","no migration background","1293","0.4120891989631","0.395305819762764","0.428872578163435"
"2","1989","35-65 y.","direct migration background","1305","0.700062260558623","0.67743188809073","0.722692633026515"
"2","1989","35-65 y.","indirect migration background","14","","",""
"2","1989","66 and older","no migration background","462","0.54934602677617","0.51780587775403","0.580886175798309"
"2","1989","66 and older","direct migration background","40","0.574743994380822","0.458093658289888","0.691394330471756"
"2","1989","66 and older","indirect migration background","3","","",""
"3","1989","16-34 y.","no migration background","81","0.0366558517443556","0.0294019941731211","0.0439097093155902"
"3","1989","16-34 y.","direct migration background","17","","",""
"3","1989","16-34 y.","indirect migration background","1","","",""
"3","1989","35-65 y.","no migration background","40","0.016718903366173","0.0123469974179122","0.0210908093144337"
"3","1989","35-65 y.","direct migration background","30","0.027225795045531","0.019188607171646","0.0352629829194159"
"3","1989","35-65 y.","indirect migration background","","","",""
"3","1989","66 and older","no migration background","10","","",""
"3","1989","66 and older","direct migration background","1","","",""
"3","1989","66 and older","indirect migration background","","","",""
"4","1989","16-34 y.","no migration background","9","","",""
"4","1989","16-34 y.","direct migration background","","","",""
"4","1989","16-34 y.","indirect migration background","","","",""
"4","1989","35-65 y.","no migration background","2","","",""
"4","1989","35-65 y.","direct migration background","","","",""
"4","1989","35-65 y.","indirect migration background","","","",""
"4","1989","66 and older","no migration background","2","","",""
"4","1989","66 and older","direct migration background","1","","",""
"4","1989","66 and older","indirect migration background","","","",""
"5","1989","16-34 y.","no migration background","","","",""
"5","1989","16-34 y.","direct migration background","","","",""
"5","1989","16-34 y.","indirect migration background","","","",""
"5","1989","35-65 y.","no migration background","","","",""
"5","1989","35-65 y.","direct migration background","","","",""
"5","1989","35-65 y.","indirect migration background","","","",""
"5","1989","66 and older","no migration background","","","",""
"5","1989","66 and older","direct migration background","","","",""
"5","1989","66 and older","indirect migration background","","","",""
"1","1990","16-34 y.","no migration background","1584","0.384045302271774","0.369254883884326","0.398835720659222"
"1","1990","16-34 y.","direct migration background","107","0.175731388913498","0.151270869866994","0.200191907960001"
"1","1990","16-34 y.","indirect migration background","39","0.159840491256696","0.116048345320182","0.203632637193211"
"1","1990","35-65 y.","no migration background","2701","0.521225915268528","0.507924222631653","0.534527607905403"
"1","1990","35-65 y.","direct migration background","287","0.268700546476901","0.247369763492303","0.2900313294615"
"1","1990","35-65 y.","indirect migration background","12","","",""
"1","1990","66 and older","no migration background","636","0.406477325706649","0.380646767714372","0.432307883698926"
"1","1990","66 and older","direct migration background","39","0.391845255563262","0.298914492255222","0.484776018871303"
"1","1990","66 and older","indirect migration background","1","","",""
"2","1990","16-34 y.","no migration background","2386","0.565975071697996","0.550903073500567","0.581047069895426"
"2","1990","16-34 y.","direct migration background","805","0.79238243580923","0.766314533629259","0.818450337989201"
"2","1990","16-34 y.","indirect migration background","228","0.833853086613238","0.789373283097598","0.878332890128878"
"2","1990","35-65 y.","no migration background","2616","0.461435687395506","0.448161652147302","0.474709722643709"
"2","1990","35-65 y.","direct migration background","1328","0.694572163103437","0.672408686118522","0.716735640088351"
"2","1990","35-65 y.","indirect migration background","11","","",""
"2","1990","66 and older","no migration background","734","0.576323377294261","0.550336904422464","0.602309850166057"
"2","1990","66 and older","direct migration background","65","0.602528589103722","0.509366989728361","0.695690188479084"
"2","1990","66 and older","indirect migration background","4","","",""
"3","1990","16-34 y.","no migration background","182","0.0497079033730578","0.0430985933118698","0.0563172134342457"
"3","1990","16-34 y.","direct migration background","17","","",""
"3","1990","16-34 y.","indirect migration background","2","","",""
"3","1990","35-65 y.","no migration background","95","0.0162915383056435","0.0129206618074076","0.0196624148038795"
"3","1990","35-65 y.","direct migration background","43","0.0364816099502395","0.0274598368572615","0.0455033830432174"
"3","1990","35-65 y.","indirect migration background","1","","",""
"3","1990","66 and older","no migration background","18","","",""
"3","1990","66 and older","direct migration background","2","","",""
"3","1990","66 and older","indirect migration background","","","",""
"4","1990","16-34 y.","no migration background","2","","",""
"4","1990","16-34 y.","direct migration background","1","","",""
"4","1990","16-34 y.","indirect migration background","","","",""
"4","1990","35-65 y.","no migration background","6","","",""
"4","1990","35-65 y.","direct migration background","1","","",""
"4","1990","35-65 y.","indirect migration background","","","",""
"4","1990","66 and older","no migration background","1","","",""
"4","1990","66 and older","direct migration background","","","",""
"4","1990","66 and older","indirect migration background","","","",""
"5","1990","16-34 y.","no migration background","","","",""
"5","1990","16-34 y.","direct migration background","","","",""
"5","1990","16-34 y.","indirect migration background","","","",""
"5","1990","35-65 y.","no migration background","","","",""
"5","1990","35-65 y.","direct migration background","","","",""
"5","1990","35-65 y.","indirect migration background","","","",""
"5","1990","66 and older","no migration background","","","",""
"5","1990","66 and older","direct migration background","","","",""
"5","1990","66 and older","indirect migration background","","","",""
"1","1991","16-34 y.","no migration background","1467","0.368783450220028","0.353763926254149","0.383802974185907"
"1","1991","16-34 y.","direct migration background","104","0.159846379374239","0.135770406730599","0.18392235201788"
"1","1991","16-34 y.","indirect migration background","45","0.142395365186823","0.104166882458855","0.18062384791479"
"1","1991","35-65 y.","no migration background","2683","0.516656066292121","0.503267966486433","0.530044166097809"
"1","1991","35-65 y.","direct migration background","305","0.288601103031042","0.266597533706786","0.310604672355298"
"1","1991","35-65 y.","indirect migration background","14","","",""
"1","1991","66 and older","no migration background","643","0.420078861815803","0.393808374433032","0.446349349198574"
"1","1991","66 and older","direct migration background","43","0.384134528117654","0.298177748483684","0.470091307751624"
"1","1991","66 and older","indirect migration background","2","","",""
"2","1991","16-34 y.","no migration background","2292","0.572546592063949","0.55714622482981","0.587946959298089"
"2","1991","16-34 y.","direct migration background","764","0.803173253920901","0.777051654630873","0.82929485321093"
"2","1991","16-34 y.","indirect migration background","272","0.837167310886064","0.796777436419247","0.877557185352881"
"2","1991","35-65 y.","no migration background","2551","0.464126546636244","0.450765534302408","0.477487558970079"
"2","1991","35-65 y.","direct migration background","1279","0.677756108695256","0.655061817879668","0.700450399510845"
"2","1991","35-65 y.","indirect migration background","12","","",""
"2","1991","66 and older","no migration background","680","0.550767307370385","0.524292183541555","0.577242431199215"
"2","1991","66 and older","direct migration background","77","0.60193324830865","0.515426964831973","0.688439531785327"
"2","1991","66 and older","indirect migration background","3","","",""
"3","1991","16-34 y.","no migration background","200","0.0574403872145651","0.0501969556540588","0.0646838187750715"
"3","1991","16-34 y.","direct migration background","20","","",""
"3","1991","16-34 y.","indirect migration background","4","","",""
"3","1991","35-65 y.","no migration background","111","0.0178778469260989","0.0143278301982164","0.0214278636539814"
"3","1991","35-65 y.","direct migration background","41","0.0321523155370133","0.0235859385226185","0.0407186925514082"
"3","1991","35-65 y.","indirect migration background","","","",""
"3","1991","66 and older","no migration background","28","","",""
"3","1991","66 and older","direct migration background","3","","",""
"3","1991","66 and older","indirect migration background","","","",""
"4","1991","16-34 y.","no migration background","5","","",""
"4","1991","16-34 y.","direct migration background","2","","",""
"4","1991","16-34 y.","indirect migration background","","","",""
"4","1991","35-65 y.","no migration background","7","","",""
"4","1991","35-65 y.","direct migration background","4","","",""
"4","1991","35-65 y.","indirect migration background","","","",""
"4","1991","66 and older","no migration background","5","","",""
"4","1991","66 and older","direct migration background","","","",""
"4","1991","66 and older","indirect migration background","","","",""
"5","1991","16-34 y.","no migration background","","","",""
"5","1991","16-34 y.","direct migration background","","","",""
"5","1991","16-34 y.","indirect migration background","","","",""
"5","1991","35-65 y.","no migration background","","","",""
"5","1991","35-65 y.","direct migration background","","","",""
"5","1991","35-65 y.","indirect migration background","","","",""
"5","1991","66 and older","no migration background","","","",""
"5","1991","66 and older","direct migration background","","","",""
"5","1991","66 and older","indirect migration background","","","",""
"1","1992","16-34 y.","no migration background","1353","0.362728920193836","0.34739183571998","0.378066004667691"
"1","1992","16-34 y.","direct migration background","122","0.194252467018368","0.167577585424966","0.220927348611771"
"1","1992","16-34 y.","indirect migration background","62","0.181166208950423","0.142441089218827","0.21989132868202"
"1","1992","35-65 y.","no migration background","2625","0.518265618205616","0.50480970659777","0.531721529813462"
"1","1992","35-65 y.","direct migration background","322","0.284956452082801","0.262748162017733","0.307164742147869"
"1","1992","35-65 y.","indirect migration background","15","","",""
"1","1992","66 and older","no migration background","644","0.431834866179086","0.405284010071458","0.458385722286713"
"1","1992","66 and older","direct migration background","50","0.380352720249026","0.299646645009077","0.461058795488975"
"1","1992","66 and older","indirect migration background","1","","",""
"2","1992","16-34 y.","no migration background","2265","0.587088090134308","0.571381932461472","0.602794247807144"
"2","1992","16-34 y.","direct migration background","702","0.767917386946574","0.73945323233278","0.796381541560368"
"2","1992","16-34 y.","indirect migration background","314","0.796577456081012","0.756104042126183","0.837050870035841"
"2","1992","35-65 y.","no migration background","2585","0.464276060693681","0.45084557319901","0.477706548188352"
"2","1992","35-65 y.","direct migration background","1218","0.678990058782354","0.656020609821355","0.701959507743352"
"2","1992","35-65 y.","indirect migration background","12","","",""
"2","1992","66 and older","no migration background","670","0.543327312714051","0.516627041362635","0.570027584065466"
"2","1992","66 and older","direct migration background","87","0.618144755563074","0.537377529904483","0.698911981221665"
"2","1992","66 and older","indirect migration background","3","","",""
"3","1992","16-34 y.","no migration background","156","0.0498490759359525","0.042906598664432","0.056791553207473"
"3","1992","16-34 y.","direct migration background","21","","",""
"3","1992","16-34 y.","indirect migration background","4","","",""
"3","1992","35-65 y.","no migration background","82","0.0160567038628343","0.0126717999964048","0.0194416077292637"
"3","1992","35-65 y.","direct migration background","46","0.0339940217344815","0.0250784169506237","0.0429096265183393"
"3","1992","35-65 y.","indirect migration background","","","",""
"3","1992","66 and older","no migration background","22","","",""
"3","1992","66 and older","direct migration background","2","","",""
"3","1992","66 and older","indirect migration background","","","",""
"4","1992","16-34 y.","no migration background","1","","",""
"4","1992","16-34 y.","direct migration background","","","",""
"4","1992","16-34 y.","indirect migration background","","","",""
"4","1992","35-65 y.","no migration background","5","","",""
"4","1992","35-65 y.","direct migration background","1","","",""
"4","1992","35-65 y.","indirect migration background","","","",""
"4","1992","66 and older","no migration background","1","","",""
"4","1992","66 and older","direct migration background","","","",""
"4","1992","66 and older","indirect migration background","","","",""
"5","1992","16-34 y.","no migration background","","","",""
"5","1992","16-34 y.","direct migration background","","","",""
"5","1992","16-34 y.","indirect migration background","","","",""
"5","1992","35-65 y.","no migration background","","","",""
"5","1992","35-65 y.","direct migration background","","","",""
"5","1992","35-65 y.","indirect migration background","","","",""
"5","1992","66 and older","no migration background","","","",""
"5","1992","66 and older","direct migration background","","","",""
"5","1992","66 and older","indirect migration background","","","",""
"1","1993","16-34 y.","no migration background","1285","0.355961141672311","0.340449245842855","0.371473037501766"
"1","1993","16-34 y.","direct migration background","120","0.19204256164031","0.164999100507088","0.219086022773531"
"1","1993","16-34 y.","indirect migration background","79","0.224934526253972","0.18609679405793","0.263772258450014"
"1","1993","35-65 y.","no migration background","2618","0.530845435051233","0.517287931063913","0.544402939038553"
"1","1993","35-65 y.","direct migration background","313","0.289461941593501","0.266700352597378","0.312223530589624"
"1","1993","35-65 y.","indirect migration background","15","","",""
"1","1993","66 and older","no migration background","640","0.440548276090361","0.413937321818664","0.467159230362058"
"1","1993","66 and older","direct migration background","58","0.417862821479534","0.340958794432737","0.49476684852633"
"1","1993","66 and older","indirect migration background","1","","",""
"2","1993","16-34 y.","no migration background","2205","0.593018354384068","0.577102534058185","0.608934174709952"
"2","1993","16-34 y.","direct migration background","670","0.764089714224358","0.734941302071312","0.793238126377403"
"2","1993","16-34 y.","indirect migration background","353","0.733700763262177","0.69258569153591","0.774815834988444"
"2","1993","35-65 y.","no migration background","2511","0.449683665026173","0.436169242837392","0.463198087214954"
"2","1993","35-65 y.","direct migration background","1169","0.676182131052033","0.652696868524361","0.699667393579704"
"2","1993","35-65 y.","indirect migration background","13","","",""
"2","1993","66 and older","no migration background","677","0.541296297034616","0.514586779792847","0.568005814276386"
"2","1993","66 and older","direct migration background","92","0.499031691012866","0.42106865598189","0.576994726043841"
"2","1993","66 and older","indirect migration background","3","","",""
"3","1993","16-34 y.","no migration background","170","0.0510205039436212","0.0438918368331109","0.0581491710541315"
"3","1993","16-34 y.","direct migration background","25","","",""
"3","1993","16-34 y.","indirect migration background","12","","",""
"3","1993","35-65 y.","no migration background","76","0.0194708999225935","0.0157171876526402","0.0232246121925469"
"3","1993","35-65 y.","direct migration background","43","0.0343559273544665","0.0252143203618616","0.0434975343470713"
"3","1993","35-65 y.","indirect migration background","","","",""
"3","1993","66 and older","no migration background","20","","",""
"3","1993","66 and older","direct migration background","8","","",""
"3","1993","66 and older","indirect migration background","","","",""
"4","1993","16-34 y.","no migration background","","","",""
"4","1993","16-34 y.","direct migration background","","","",""
"4","1993","16-34 y.","indirect migration background","","","",""
"4","1993","35-65 y.","no migration background","","","",""
"4","1993","35-65 y.","direct migration background","","","",""
"4","1993","35-65 y.","indirect migration background","","","",""
"4","1993","66 and older","no migration background","","","",""
