"hgowner","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"2","2003","16-34 y.","direct migration background","495","0.753763321527704","0.721382526531034","0.786144116524375"
"2","2003","16-34 y.","indirect migration background","404","0.661137286213661","0.624409439319047","0.697865133108275"
"2","2003","35-65 y.","no migration background","4014","0.43302639632137","0.423752069876397","0.442300722766343"
"2","2003","35-65 y.","direct migration background","1011","0.660825861320447","0.637657208071206","0.683994514569689"
"2","2003","35-65 y.","indirect migration background","74","0.527375850007399","0.444079375267252","0.610672324747545"
"2","2003","66 and older","no migration background","1356","0.430641618974854","0.413820996941177","0.447462241008531"
"2","2003","66 and older","direct migration background","219","0.581500816539957","0.530612631471101","0.632389001608812"
"2","2003","66 and older","indirect migration background","2","","",""
"3","2003","16-34 y.","no migration background","143","0.0353326579599186","0.0299788598990885","0.0406864560207486"
"3","2003","16-34 y.","direct migration background","22","","",""
"3","2003","16-34 y.","indirect migration background","21","","",""
"3","2003","35-65 y.","no migration background","125","0.0151612822354381","0.0128741340890583","0.0174484303818179"
"3","2003","35-65 y.","direct migration background","34","0.0311680859809236","0.0226640479477348","0.0396721240141123"
"3","2003","35-65 y.","indirect migration background","3","","",""
"3","2003","66 and older","no migration background","43","0.0160244883557988","0.0117589345504563","0.0202900421611413"
"3","2003","66 and older","direct migration background","9","","",""
"3","2003","66 and older","indirect migration background","","","",""
"4","2003","16-34 y.","no migration background","","","",""
"4","2003","16-34 y.","direct migration background","","","",""
"4","2003","16-34 y.","indirect migration background","","","",""
"4","2003","35-65 y.","no migration background","","","",""
"4","2003","35-65 y.","direct migration background","","","",""
"4","2003","35-65 y.","indirect migration background","","","",""
"4","2003","66 and older","no migration background","1","","",""
"4","2003","66 and older","direct migration background","","","",""
"4","2003","66 and older","indirect migration background","","","",""
"5","2003","16-34 y.","no migration background","1","","",""
"5","2003","16-34 y.","direct migration background","","","",""
"5","2003","16-34 y.","indirect migration background","","","",""
"5","2003","35-65 y.","no migration background","1","","",""
"5","2003","35-65 y.","direct migration background","","","",""
"5","2003","35-65 y.","indirect migration background","","","",""
"5","2003","66 and older","no migration background","29","","",""
"5","2003","66 and older","direct migration background","1","","",""
"5","2003","66 and older","indirect migration background","1","","",""
"1","2004","16-34 y.","no migration background","1944","0.359620141569632","0.34539362665492","0.373846656484343"
"1","2004","16-34 y.","direct migration background","160","0.216620804981711","0.184402375349439","0.248839234613983"
"1","2004","16-34 y.","indirect migration background","219","0.31259546286192","0.276876940609317","0.348313985114522"
"1","2004","35-65 y.","no migration background","6561","0.545940144217505","0.536444045943629","0.555436242491381"
"1","2004","35-65 y.","direct migration background","566","0.308129970261579","0.285203162233362","0.331056778289795"
"1","2004","35-65 y.","indirect migration background","70","0.446263346608661","0.367236702141257","0.525289991076066"
"1","2004","66 and older","no migration background","1987","0.53757515949605","0.520911431151169","0.554238887840932"
"1","2004","66 and older","direct migration background","131","0.340545099057712","0.291995302354656","0.389094895760767"
"1","2004","66 and older","indirect migration background","9","","",""
"2","2004","16-34 y.","no migration background","2287","0.604216914117254","0.589719760456004","0.618714067778503"
"2","2004","16-34 y.","direct migration background","453","0.753147245912911","0.719424168166691","0.786870323659131"
"2","2004","16-34 y.","indirect migration background","411","0.646272663689667","0.609431091452248","0.683114235927086"
"2","2004","35-65 y.","no migration background","3876","0.43710786988045","0.427647175064419","0.446568564696481"
"2","2004","35-65 y.","direct migration background","971","0.670192933638159","0.646847912860085","0.693537954416232"
"2","2004","35-65 y.","indirect migration background","78","0.534308195376074","0.455008501204439","0.61360788954771"
"2","2004","66 and older","no migration background","1377","0.433408548827451","0.416846435631587","0.449970662023315"
"2","2004","66 and older","direct migration background","229","0.624049273699082","0.57442633801879","0.673672209379375"
"2","2004","66 and older","indirect migration background","1","","",""
"3","2004","16-34 y.","no migration background","139","0.0361388313054572","0.0306059419975271","0.0416717206133874"
"3","2004","16-34 y.","direct migration background","15","","",""
"3","2004","16-34 y.","indirect migration background","17","","",""
"3","2004","35-65 y.","no migration background","121","0.0167782315251585","0.0143285198837176","0.0192279431665994"
"3","2004","35-65 y.","direct migration background","20","","",""
"3","2004","35-65 y.","indirect migration background","4","","",""
"3","2004","66 and older","no migration background","40","0.0130916566821441","0.00929267047086727","0.0168906428934209"
"3","2004","66 and older","direct migration background","6","","",""
"3","2004","66 and older","indirect migration background","1","","",""
"4","2004","16-34 y.","no migration background","1","","",""
"4","2004","16-34 y.","direct migration background","","","",""
"4","2004","16-34 y.","indirect migration background","","","",""
"4","2004","35-65 y.","no migration background","","","",""
"4","2004","35-65 y.","direct migration background","","","",""
"4","2004","35-65 y.","indirect migration background","","","",""
"4","2004","66 and older","no migration background","2","","",""
"4","2004","66 and older","direct migration background","","","",""
"4","2004","66 and older","indirect migration background","","","",""
"5","2004","16-34 y.","no migration background","","","",""
"5","2004","16-34 y.","direct migration background","","","",""
"5","2004","16-34 y.","indirect migration background","","","",""
"5","2004","35-65 y.","no migration background","2","","",""
"5","2004","35-65 y.","direct migration background","1","","",""
"5","2004","35-65 y.","indirect migration background","","","",""
"5","2004","66 and older","no migration background","33","0.0147357814292555","0.0107086579678356","0.0187629048906754"
"5","2004","66 and older","direct migration background","","","",""
"5","2004","66 and older","indirect migration background","1","","",""
"1","2005","16-34 y.","no migration background","1821","0.358496068003175","0.343893390835673","0.373098745170676"
"1","2005","16-34 y.","direct migration background","139","0.209480455060651","0.174965642212983","0.24399526790832"
"1","2005","16-34 y.","indirect migration background","214","0.255231947240482","0.222144503907263","0.288319390573701"
"1","2005","35-65 y.","no migration background","6195","0.535824155824547","0.526055869182991","0.545592442466104"
"1","2005","35-65 y.","direct migration background","548","0.295388044307271","0.272137374708034","0.318638713906508"
"1","2005","35-65 y.","indirect migration background","75","0.456280528742744","0.378119691490576","0.534441365994912"
"1","2005","66 and older","no migration background","1997","0.533407591908711","0.516726674048414","0.550088509769009"
"1","2005","66 and older","direct migration background","131","0.323728427516518","0.276116899351207","0.37133995568183"
"1","2005","66 and older","indirect migration background","9","","",""
"2","2005","16-34 y.","no migration background","2176","0.601650557808791","0.586743398492608","0.616557717124974"
"2","2005","16-34 y.","direct migration background","381","0.756942191875288","0.720562115388748","0.793322268361828"
"2","2005","16-34 y.","indirect migration background","429","0.671500598394892","0.635857482111315","0.70714371467847"
"2","2005","35-65 y.","no migration background","3696","0.446712745983716","0.43697506622526","0.456450425742172"
"2","2005","35-65 y.","direct migration background","910","0.677269820322051","0.653443078681941","0.701096561962162"
"2","2005","35-65 y.","indirect migration background","75","0.529175915397503","0.450848253655272","0.607503577139735"
"2","2005","66 and older","no migration background","1351","0.432364289784201","0.415799677441517","0.448928902126885"
"2","2005","66 and older","direct migration background","231","0.63572389670031","0.586756079448085","0.684691713952535"
"2","2005","66 and older","indirect migration background","3","","",""
"3","2005","16-34 y.","no migration background","146","0.0398533741880346","0.0338968631238875","0.0458098852521816"
"3","2005","16-34 y.","direct migration background","14","","",""
"3","2005","16-34 y.","indirect migration background","24","","",""
"3","2005","35-65 y.","no migration background","118","0.0171190059456138","0.0145782922834322","0.0196597196077954"
"3","2005","35-65 y.","direct migration background","21","","",""
"3","2005","35-65 y.","indirect migration background","6","","",""
"3","2005","66 and older","no migration background","55","0.0186061052864515","0.0140878483242458","0.0231243622486573"
"3","2005","66 and older","direct migration background","7","","",""
"3","2005","66 and older","indirect migration background","","","",""
"4","2005","16-34 y.","no migration background","","","",""
"4","2005","16-34 y.","direct migration background","","","",""
"4","2005","16-34 y.","indirect migration background","","","",""
"4","2005","35-65 y.","no migration background","2","","",""
"4","2005","35-65 y.","direct migration background","","","",""
"4","2005","35-65 y.","indirect migration background","","","",""
"4","2005","66 and older","no migration background","","","",""
"4","2005","66 and older","direct migration background","","","",""
"4","2005","66 and older","indirect migration background","","","",""
"5","2005","16-34 y.","no migration background","","","",""
"5","2005","16-34 y.","direct migration background","","","",""
"5","2005","16-34 y.","indirect migration background","","","",""
"5","2005","35-65 y.","no migration background","2","","",""
"5","2005","35-65 y.","direct migration background","","","",""
"5","2005","35-65 y.","indirect migration background","","","",""
"5","2005","66 and older","no migration background","33","0.0156220130206364","0.0114756152931602","0.0197684107481126"
"5","2005","66 and older","direct migration background","2","","",""
"5","2005","66 and older","indirect migration background","","","",""
"1","2006","16-34 y.","no migration background","1869","0.350982598453087","0.336606414299613","0.36535878260656"
"1","2006","16-34 y.","direct migration background","143","0.216312428989798","0.181808651501143","0.250816206478454"
"1","2006","16-34 y.","indirect migration background","231","0.283453805013603","0.249277657742366","0.31762995228484"
"1","2006","35-65 y.","no migration background","6715","0.534569097574707","0.525162216789205","0.543975978360208"
"1","2006","35-65 y.","direct migration background","565","0.310216160950402","0.286447467397253","0.333984854503551"
"1","2006","35-65 y.","indirect migration background","86","0.413291134616202","0.341750668231234","0.484831601001171"
"1","2006","66 and older","no migration background","2403","0.529600153211937","0.514288600716315","0.544911705707559"
"1","2006","66 and older","direct migration background","136","0.29660008543431","0.251669753284538","0.341530417584083"
"1","2006","66 and older","indirect migration background","8","","",""
"2","2006","16-34 y.","no migration background","2215","0.602898551053236","0.58816031459161","0.617636787514862"
"2","2006","16-34 y.","direct migration background","388","0.7569867302441","0.721043793748381","0.792929666739818"
"2","2006","16-34 y.","indirect migration background","423","0.676420438681248","0.640942468725854","0.711898408636642"
"2","2006","35-65 y.","no migration background","3972","0.45144934490404","0.442064459140678","0.460834230667403"
"2","2006","35-65 y.","direct migration background","867","0.663801346452521","0.63952777703985","0.688074915865193"
"2","2006","35-65 y.","indirect migration background","94","0.5797250733567","0.508013346670469","0.651436800042931"
"2","2006","66 and older","no migration background","1590","0.442029691524017","0.426794677561155","0.457264705486878"
"2","2006","66 and older","direct migration background","252","0.673187890153933","0.627048690645903","0.719327089661964"
"2","2006","66 and older","indirect migration background","5","","",""
"3","2006","16-34 y.","no migration background","150","0.0461188504936778","0.0398011499834005","0.052436551003955"
"3","2006","16-34 y.","direct migration background","16","","",""
"3","2006","16-34 y.","indirect migration background","14","","",""
"3","2006","35-65 y.","no migration background","110","0.0134738332346699","0.0112995506044951","0.0156481158648447"
"3","2006","35-65 y.","direct migration background","23","","",""
"3","2006","35-65 y.","indirect migration background","2","","",""
"3","2006","66 and older","no migration background","48","0.014617794114607","0.0109360392531607","0.0182995489760533"
"3","2006","66 and older","direct migration background","6","","",""
"3","2006","66 and older","indirect migration background","","","",""
"4","2006","16-34 y.","no migration background","","","",""
"4","2006","16-34 y.","direct migration background","","","",""
"4","2006","16-34 y.","indirect migration background","","","",""
"4","2006","35-65 y.","no migration background","2","","",""
"4","2006","35-65 y.","direct migration background","","","",""
"4","2006","35-65 y.","indirect migration background","","","",""
"4","2006","66 and older","no migration background","","","",""
"4","2006","66 and older","direct migration background","","","",""
"4","2006","66 and older","indirect migration background","","","",""
"5","2006","16-34 y.","no migration background","","","",""
"5","2006","16-34 y.","direct migration background","","","",""
"5","2006","16-34 y.","indirect migration background","","","",""
"5","2006","35-65 y.","no migration background","2","","",""
"5","2006","35-65 y.","direct migration background","","","",""
"5","2006","35-65 y.","indirect migration background","","","",""
"5","2006","66 and older","no migration background","41","0.0137523611494391","0.0101796885969459","0.0173250337019323"
"5","2006","66 and older","direct migration background","3","","",""
"5","2006","66 and older","indirect migration background","","","",""
"1","2007","16-34 y.","no migration background","1744","0.366342801182921","0.351346038718139","0.381339563647702"
"1","2007","16-34 y.","direct migration background","121","0.206834143578557","0.169820460953829","0.243847826203285"
"1","2007","16-34 y.","indirect migration background","215","0.262023729050177","0.228114076302516","0.295933381797837"
"1","2007","35-65 y.","no migration background","6225","0.54323193448463","0.533466373318214","0.552997495651047"
"1","2007","35-65 y.","direct migration background","512","0.302253036527038","0.277346644682593","0.327159428371483"
"1","2007","35-65 y.","indirect migration background","94","0.497761756997672","0.426289940632409","0.569233573362934"
"1","2007","66 and older","no migration background","2360","0.533507673445438","0.518068844789425","0.54894650210145"
"1","2007","66 and older","direct migration background","131","0.287041387971669","0.241735658814547","0.332347117128792"
"1","2007","66 and older","indirect migration background","5","","",""
"2","2007","16-34 y.","no migration background","2071","0.57824193494159","0.562870550470668","0.593613319412511"
"2","2007","16-34 y.","direct migration background","328","0.768940909392924","0.730421715620603","0.807460103165246"
"2","2007","16-34 y.","indirect migration background","408","0.688255131878566","0.652535562244901","0.723974701512231"
"2","2007","35-65 y.","no migration background","3676","0.44321554498068","0.433476693683261","0.452954396278099"
"2","2007","35-65 y.","direct migration background","775","0.675716641485545","0.650329071064379","0.701104211906711"
"2","2007","35-65 y.","indirect migration background","90","0.488496424576147","0.417042810836481","0.559950038315813"
"2","2007","66 and older","no migration background","1563","0.437018166878879","0.421667802254438","0.45236853150332"
"2","2007","66 and older","direct migration background","240","0.670974060115662","0.623917883353161","0.718030236878163"
"2","2007","66 and older","indirect migration background","6","","",""
"3","2007","16-34 y.","no migration background","149","0.0540778027208344","0.0470379475891857","0.0611176578524831"
"3","2007","16-34 y.","direct migration background","10","","",""
"3","2007","16-34 y.","indirect migration background","23","","",""
"3","2007","35-65 y.","no migration background","89","0.0128348798606688","0.0106281585114785","0.0150416012098591"
"3","2007","35-65 y.","direct migration background","18","","",""
"3","2007","35-65 y.","indirect migration background","4","","",""
"3","2007","66 and older","no migration background","48","0.0156740484911024","0.011830062283772","0.0195180346984328"
"3","2007","66 and older","direct migration background","8","","",""
"3","2007","66 and older","indirect migration background","","","",""
"4","2007","16-34 y.","no migration background","","","",""
"4","2007","16-34 y.","direct migration background","","","",""
"4","2007","16-34 y.","indirect migration background","","","",""
"4","2007","35-65 y.","no migration background","2","","",""
"4","2007","35-65 y.","direct migration background","","","",""
"4","2007","35-65 y.","indirect migration background","","","",""
"4","2007","66 and older","no migration background","","","",""
"4","2007","66 and older","direct migration background","","","",""
"4","2007","66 and older","indirect migration background","","","",""
"5","2007","16-34 y.","no migration background","1","","",""
"5","2007","16-34 y.","direct migration background","1","","",""
"5","2007","16-34 y.","indirect migration background","","","",""
"5","2007","35-65 y.","no migration background","3","","",""
"5","2007","35-65 y.","direct migration background","1","","",""
"5","2007","35-65 y.","indirect migration background","","","",""
"5","2007","66 and older","no migration background","40","0.013800111184581","0.0101897925965936","0.0174104297725685"
"5","2007","66 and older","direct migration background","4","","",""
"5","2007","66 and older","indirect migration background","","","",""
"1","2008","16-34 y.","no migration background","1609","0.374749728683527","0.359005094499889","0.390494362867164"
"1","2008","16-34 y.","direct migration background","102","0.23989423690858","0.19667477283807","0.283113700979089"
"1","2008","16-34 y.","indirect migration background","225","0.306418539423419","0.270305238942666","0.342531839904171"
"1","2008","35-65 y.","no migration background","5806","0.544825585921311","0.534721392189884","0.554929779652739"
"1","2008","35-65 y.","direct migration background","472","0.305595813003035","0.27920000107221","0.33199162493386"
"1","2008","35-65 y.","indirect migration background","96","0.434929104906964","0.36498837803778","0.504869831776148"
"1","2008","66 and older","no migration background","2397","0.554112540213855","0.538658366906308","0.569566713521402"
"1","2008","66 and older","direct migration background","132","0.311274941668474","0.264412223033571","0.358137660303378"
"1","2008","66 and older","indirect migration background","4","","",""
"2","2008","16-34 y.","no migration background","1905","0.578818046302312","0.562758218828429","0.594877873776195"
"2","2008","16-34 y.","direct migration background","262","0.736740619452066","0.692166610891557","0.781314628012575"
"2","2008","16-34 y.","indirect migration background","383","0.657223523625844","0.620042359844262","0.694404687407426"
"2","2008","35-65 y.","no migration background","3412","0.437645773658784","0.427579926135931","0.447711621181636"
"2","2008","35-65 y.","direct migration background","685","0.679473586602886","0.652732850285171","0.7062143229206"
"2","2008","35-65 y.","indirect migration background","95","0.558293979385716","0.488234393133658","0.628353565637774"
"2","2008","66 and older","no migration background","1479","0.409068655404327","0.393782411858453","0.424354898950201"
"2","2008","66 and older","direct migration background","232","0.655791675327577","0.607704851601046","0.703878499054109"
"2","2008","66 and older","indirect migration background","7","","",""
"3","2008","16-34 y.","no migration background","116","0.0450303213595389","0.0382853162817005","0.0517753264373774"
"3","2008","16-34 y.","direct migration background","11","","",""
"3","2008","16-34 y.","indirect migration background","18","","",""
"3","2008","35-65 y.","no migration background","108","0.0163967600713695","0.0138200058718436","0.0189735142708954"
"3","2008","35-65 y.","direct migration background","13","","",""
"3","2008","35-65 y.","indirect migration background","2","","",""
"3","2008","66 and older","no migration background","59","0.0226059815462768","0.0179845057547129","0.0272274573378407"
"3","2008","66 and older","direct migration background","7","","",""
"3","2008","66 and older","indirect migration background","","","",""
"4","2008","16-34 y.","no migration background","","","",""
"4","2008","16-34 y.","direct migration background","","","",""
"4","2008","16-34 y.","indirect migration background","","","",""
"4","2008","35-65 y.","no migration background","2","","",""
"4","2008","35-65 y.","direct migration background","","","",""
"4","2008","35-65 y.","indirect migration background","","","",""
"4","2008","66 and older","no migration background","","","",""
"4","2008","66 and older","direct migration background","","","",""
"4","2008","66 and older","indirect migration background","","","",""
"5","2008","16-34 y.","no migration background","1","","",""
"5","2008","16-34 y.","direct migration background","","","",""
"5","2008","16-34 y.","indirect migration background","","","",""
"5","2008","35-65 y.","no migration background","3","","",""
"5","2008","35-65 y.","direct migration background","","","",""
"5","2008","35-65 y.","indirect migration background","","","",""
"5","2008","66 and older","no migration background","39","0.0142128228355416","0.0105326695077807","0.0178929761633025"
"5","2008","66 and older","direct migration background","4","","",""
"5","2008","66 and older","indirect migration background","","","",""
"1","2009","16-34 y.","no migration background","1449","0.366781421010399","0.350527316438514","0.383035525582284"
"1","2009","16-34 y.","direct migration background","90","0.26130673212912","0.212080709423209","0.310532754835031"
"1","2009","16-34 y.","indirect migration background","202","0.306324051845766","0.268145192878248","0.344502910813283"
"1","2009","35-65 y.","no migration background","5432","0.549834826732606","0.539369199019397","0.560300454445815"
"1","2009","35-65 y.","direct migration background","436","0.332814923318444","0.304023378924565","0.361606467712323"
"1","2009","35-65 y.","indirect migration background","96","0.477245106347813","0.406409567351819","0.548080645343807"
"1","2009","66 and older","no migration background","2319","0.560481345423468","0.544848081698444","0.576114609148493"
"1","2009","66 and older","direct migration background","114","0.299280785547843","0.250675630559055","0.347885940536631"
"1","2009","66 and older","indirect migration background","3","","",""
"2","2009","16-34 y.","no migration background","1798","0.586356154292063","0.56974588826137","0.602966420322757"
"2","2009","16-34 y.","direct migration background","200","0.699217946346702","0.647834926922953","0.750600965770451"
"2","2009","16-34 y.","indirect migration background","344","0.656481339100205","0.617149845642487","0.695812832557923"
"2","2009","35-65 y.","no migration background","3135","0.432152429840634","0.421731713400329","0.442573146280939"
"2","2009","35-65 y.","direct migration background","583","0.646814655300205","0.617611373008707","0.676017937591702"
"2","2009","35-65 y.","indirect migration background","94","0.51277454606611","0.44188868466318","0.583660407469041"
"2","2009","66 and older","no migration background","1465","0.410929598448688","0.395432595008794","0.426426601888583"
"2","2009","66 and older","direct migration background","211","0.645705687098193","0.594939996582231","0.696471377614155"
"2","2009","66 and older","indirect migration background","3","","",""
"3","2009","16-34 y.","no migration background","129","0.0454321709103022","0.0384084426279298","0.0524558991926747"
"3","2009","16-34 y.","direct migration background","16","","",""
"3","2009","16-34 y.","indirect migration background","14","","",""
"3","2009","35-65 y.","no migration background","108","0.0170708229381007","0.0143459167499041","0.0197957291262974"
"3","2009","35-65 y.","direct migration background","10","","",""
"3","2009","35-65 y.","indirect migration background","1","","",""
"3","2009","66 and older","no migration background","56","0.0161679893226996","0.0121954436590476","0.0201405349863516"
"3","2009","66 and older","direct migration background","13","","",""
"3","2009","66 and older","indirect migration background","","","",""
"4","2009","16-34 y.","no migration background","","","",""
"4","2009","16-34 y.","direct migration background","","","",""
"4","2009","16-34 y.","indirect migration background","","","",""
"4","2009","35-65 y.","no migration background","2","","",""
"4","2009","35-65 y.","direct migration background","","","",""
"4","2009","35-65 y.","indirect migration background","","","",""
"4","2009","66 and older","no migration background","","","",""
"4","2009","66 and older","direct migration background","","","",""
"4","2009","66 and older","indirect migration background","","","",""
"5","2009","16-34 y.","no migration background","1","","",""
"5","2009","16-34 y.","direct migration background","","","",""
"5","2009","16-34 y.","indirect migration background","","","",""
"5","2009","35-65 y.","no migration background","4","","",""
"5","2009","35-65 y.","direct migration background","","","",""
"5","2009","35-65 y.","indirect migration background","","","",""
"5","2009","66 and older","no migration background","32","0.0124210668051439","0.00893251020138641","0.0159096234089013"
"5","2009","66 and older","direct migration background","3","","",""
"5","2009","66 and older","indirect migration background","","","",""
"1","2010","16-34 y.","no migration background","1967","0.391095576495347","0.37779351853132","0.404397634459374"
"1","2010","16-34 y.","direct migration background","210","0.231600438012203","0.204675451949068","0.258525424075338"
"1","2010","16-34 y.","indirect migration background","291","0.332281177634336","0.300370572359784","0.364191782908889"
"1","2010","35-65 y.","no migration background","6736","0.548741700578053","0.539592183517051","0.557891217639055"
"1","2010","35-65 y.","direct migration background","644","0.373713339673128","0.350426438034028","0.397000241312228"
"1","2010","35-65 y.","indirect migration background","164","0.47312534363164","0.423253033367429","0.522997653895852"
"1","2010","66 and older","no migration background","2267","0.567141876322156","0.551283778179873","0.582999974464439"
"1","2010","66 and older","direct migration background","119","0.299188645541718","0.249018400698772","0.349358890384665"
"1","2010","66 and older","indirect migration background","3","","",""
"2","2010","16-34 y.","no migration background","3045","0.566120151664544","0.55261057107182","0.579629732257267"
"2","2010","16-34 y.","direct migration background","723","0.763718404598948","0.736605638947016","0.790831170250881"
"2","2010","16-34 y.","indirect migration background","530","0.627117037814762","0.594356884010825","0.659877191618698"
"2","2010","35-65 y.","no migration background","4497","0.434358547288966","0.42524481246318","0.443472282114753"
"2","2010","35-65 y.","direct migration background","998","0.60366451252491","0.580120247864321","0.6272087771855"
"2","2010","35-65 y.","indirect migration background","220","0.526658814615368","0.476785348500298","0.576532280730438"
"2","2010","66 and older","no migration background","1402","0.402893561459144","0.38719522988724","0.418591893031048"
"2","2010","66 and older","direct migration background","190","0.651756053496276","0.599557625192838","0.703954481799714"
"2","2010","66 and older","indirect migration background","3","","",""
"3","2010","16-34 y.","no migration background","156","0.0413034832297115","0.0358792702527012","0.0467276962067219"
"3","2010","16-34 y.","direct migration background","10","","",""
"3","2010","16-34 y.","indirect migration background","15","","",""
"3","2010","35-65 y.","no migration background","122","0.0158849280520705","0.0135860435349973","0.0181838125691437"
"3","2010","35-65 y.","direct migration background","16","","",""
"3","2010","35-65 y.","indirect migration background","1","","",""
"3","2010","66 and older","no migration background","46","0.0160779803483484","0.0120523995871051","0.0201035611095918"
"3","2010","66 and older","direct migration background","9","","",""
"3","2010","66 and older","indirect migration background","","","",""
"4","2010","16-34 y.","no migration background","","","",""
"4","2010","16-34 y.","direct migration background","","","",""
"4","2010","16-34 y.","indirect migration background","","","",""
"4","2010","35-65 y.","no migration background","4","","",""
"4","2010","35-65 y.","direct migration background","","","",""
"4","2010","35-65 y.","indirect migration background","","","",""
"4","2010","66 and older","no migration background","3","","",""
"4","2010","66 and older","direct migration background","","","",""
"4","2010","66 and older","indirect migration background","","","",""
"5","2010","16-34 y.","no migration background","2","","",""
"5","2010","16-34 y.","direct migration background","","","",""
"5","2010","16-34 y.","indirect migration background","1","","",""
"5","2010","35-65 y.","no migration background","4","","",""
"5","2010","35-65 y.","direct migration background","","","",""
"5","2010","35-65 y.","indirect migration background","","","",""
"5","2010","66 and older","no migration background","32","0.0135151018238494","0.00981948156862106","0.0172107220790777"
"5","2010","66 and older","direct migration background","2","","",""
"5","2010","66 and older","indirect migration background","","","",""
"1","2011","16-34 y.","no migration background","2133","0.380574780049796","0.367796494090304","0.393353066009287"
"1","2011","16-34 y.","direct migration background","223","0.272990685004061","0.243901631036646","0.302079738971476"
"1","2011","16-34 y.","indirect migration background","316","0.337452511825239","0.306577969104714","0.368327054545763"
"1","2011","35-65 y.","no migration background","8266","0.562202536909591","0.553983344545002","0.570421729274179"
"1","2011","35-65 y.","direct migration background","793","0.390894917433295","0.36927073038675","0.412519104479839"
"1","2011","35-65 y.","indirect migration background","213","0.423756484421124","0.38057224225474","0.466940726587508"
"1","2011","66 and older","no migration background","2878","0.57013759051507","0.556107758439987","0.584167422590153"
"1","2011","66 and older","direct migration background","162","0.328682948315112","0.283918799216629","0.373447097413596"
"1","2011","66 and older","indirect migration background","4","","",""
"2","2011","16-34 y.","no migration background","3260","0.578181566127485","0.565184268727636","0.591178863527333"
"2","2011","16-34 y.","direct migration background","664","0.707487669857519","0.677783513524376","0.737191826190661"
"2","2011","16-34 y.","indirect migration background","570","0.630743517432627","0.599231503662783","0.662255531202471"
"2","2011","35-65 y.","no migration background","5605","0.422805947883113","0.414621722293124","0.430990173473101"
"2","2011","35-65 y.","direct migration background","1146","0.596834301554105","0.57509566303801","0.618572940070199"
"2","2011","35-65 y.","indirect migration background","289","0.572761733169948","0.529531640342838","0.615991825997059"
"2","2011","66 and older","no migration background","1811","0.404544720514658","0.390635405449962","0.418454035579354"
"2","2011","66 and older","direct migration background","254","0.650771268881139","0.605340814996219","0.696201722766059"
"2","2011","66 and older","indirect migration background","1","","",""
"3","2011","16-34 y.","no migration background","152","0.0401962900459883","0.0350268636484866","0.04536571644349"
"3","2011","16-34 y.","direct migration background","14","","",""
"3","2011","16-34 y.","indirect migration background","15","","",""
"3","2011","35-65 y.","no migration background","118","0.0143761480794578","0.0124040750425084","0.0163482211164073"
"3","2011","35-65 y.","direct migration background","17","","",""
"3","2011","35-65 y.","indirect migration background","1","","",""
"3","2011","66 and older","no migration background","45","0.0117794924760023","0.00872184001424115","0.0148371449377634"
"3","2011","66 and older","direct migration background","6","","",""
"3","2011","66 and older","indirect migration background","","","",""
"4","2011","16-34 y.","no migration background","","","",""
"4","2011","16-34 y.","direct migration background","","","",""
"4","2011","16-34 y.","indirect migration background","","","",""
"4","2011","35-65 y.","no migration background","4","","",""
"4","2011","35-65 y.","direct migration background","","","",""
"4","2011","35-65 y.","indirect migration background","","","",""
"4","2011","66 and older","no migration background","3","","",""
"4","2011","66 and older","direct migration background","","","",""
"4","2011","66 and older","indirect migration background","","","",""
"5","2011","16-34 y.","no migration background","1","","",""
"5","2011","16-34 y.","direct migration background","","","",""
"5","2011","16-34 y.","indirect migration background","","","",""
"5","2011","35-65 y.","no migration background","3","","",""
"5","2011","35-65 y.","direct migration background","","","",""
"5","2011","35-65 y.","indirect migration background","","","",""
"5","2011","66 and older","no migration background","46","0.0132240363573311","0.00998668975570147","0.0164613829589607"
"5","2011","66 and older","direct migration background","1","","",""
"5","2011","66 and older","indirect migration background","1","","",""
"1","2012","16-34 y.","no migration background","2035","0.370480174012948","0.357455189985721","0.383505158040176"
"1","2012","16-34 y.","direct migration background","198","0.247729176453631","0.217530427538508","0.277927925368754"
"1","2012","16-34 y.","indirect migration background","295","0.344168591514603","0.311788575490722","0.376548607538485"
"1","2012","35-65 y.","no migration background","8049","0.563235906037923","0.554932099896243","0.571539712179603"
"1","2012","35-65 y.","direct migration background","779","0.402629665182249","0.380431239978681","0.424828090385816"
"1","2012","35-65 y.","indirect migration background","234","0.435096579762403","0.393320335357302","0.476872824167503"
"1","2012","66 and older","no migration background","2881","0.573707073753525","0.559781908242926","0.587632239264125"
"1","2012","66 and older","direct migration background","159","0.336245505715728","0.290572545397796","0.381918466033659"
"1","2012","66 and older","indirect migration background","4","","",""
"2","2012","16-34 y.","no migration background","3110","0.588607390988918","0.575335551967934","0.601879230009903"
"2","2012","16-34 y.","direct migration background","584","0.746277517272132","0.715837638544456","0.776717395999807"
"2","2012","16-34 y.","indirect migration background","517","0.622650511012282","0.589614363718528","0.655686658306036"
"2","2012","35-65 y.","no migration background","5523","0.422045340321549","0.413776682678439","0.430313997964659"
"2","2012","35-65 y.","direct migration background","1084","0.589006266412012","0.566736020493791","0.611276512330233"
"2","2012","35-65 y.","indirect migration background","305","0.532511384635361","0.49046783004436","0.574554939226362"
"2","2012","66 and older","no migration background","1871","0.403597697697283","0.389782878797866","0.417412516596701"
