"hgowner","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1985","Employed","East Germany","","","","","4"
"Tenant","1985","Not Employed","West Germany","","","","","4"
"Main tenant","1986","Employed","East Germany","","","","","2"
"Main tenant","1986","Not Employed","West Germany","2089","0.506325621354658","0.490720399446493","0.521930843262824","2"
"Main tenant","1986","Not Employed","East Germany","","","","","2"
"Main tenant","1986","Employed","West Germany","3973","0.522627413005459","0.510660146689253","0.534594679321665","2"
"Owner","1986","Not Employed","West Germany","1789","0.475230463862911","0.459643154803449","0.490817772922372","1"
"Owner","1986","Employed","East Germany","","","","","1"
"Owner","1986","Not Employed","East Germany","","","","","1"
"Owner","1986","Employed","West Germany","2585","0.460763363282523","0.448820765925749","0.472705960639296","1"
"Resident or shared accommodation","1986","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1986","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1986","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1986","Employed","East Germany","","","","","5"
"Subtenant","1986","Employed","East Germany","","","","","3"
"Subtenant","1986","Employed","West Germany","134","0.0166092237120185","0.013547204879168","0.019671242544869","3"
"Subtenant","1986","Not Employed","East Germany","","","","","3"
"Subtenant","1986","Not Employed","West Germany","64","0.0180992436521827","0.0139382340974961","0.0222602532068693","3"
"Tenant","1986","Not Employed","West Germany","1","","","","4"
"Tenant","1986","Employed","West Germany","","","","","4"
"Tenant","1986","Not Employed","East Germany","","","","","4"
"Tenant","1986","Employed","East Germany","","","","","4"
"Main tenant","1987","Not Employed","East Germany","","","","","2"
"Main tenant","1987","Employed","East Germany","","","","","2"
"Main tenant","1987","Not Employed","West Germany","2043","0.515907760735003","0.500007937667743","0.531807583802263","2"
"Main tenant","1987","Employed","West Germany","3918","0.511438943109992","0.499481286222135","0.523396599997849","2"
"Owner","1987","Not Employed","West Germany","1688","0.464447119321765","0.448579509327602","0.480314729315927","1"
"Owner","1987","Employed","East Germany","","","","","1"
"Owner","1987","Not Employed","East Germany","","","","","1"
"Owner","1987","Employed","West Germany","2647","0.465788907477508","0.453856150685016","0.47772166427","1"
"Resident or shared accommodation","1987","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1987","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1987","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1987","Employed","East Germany","","","","","5"
"Subtenant","1987","Employed","East Germany","","","","","3"
"Subtenant","1987","Employed","West Germany","146","0.0224154462995418","0.0188743264316349","0.0259565661674487","3"
"Subtenant","1987","Not Employed","West Germany","61","0.0185233197395622","0.0142334746939943","0.02281316478513","3"
"Subtenant","1987","Not Employed","East Germany","","","","","3"
"Tenant","1987","Not Employed","East Germany","","","","","4"
"Tenant","1987","Not Employed","West Germany","3","","","","4"
"Tenant","1987","Employed","West Germany","2","","","","4"
"Tenant","1987","Employed","East Germany","","","","","4"
"Main tenant","1988","Employed","West Germany","3766","0.503972801294367","0.491769091501832","0.516176511086902","2"
"Main tenant","1988","Employed","East Germany","","","","","2"
"Main tenant","1988","Not Employed","West Germany","1954","0.519815411325196","0.503431369414713","0.536199453235679","2"
"Main tenant","1988","Not Employed","East Germany","","","","","2"
"Owner","1988","Employed","East Germany","","","","","1"
"Owner","1988","Not Employed","West Germany","1557","0.458086421662108","0.441747210261461","0.474425633062754","1"
"Owner","1988","Employed","West Germany","2545","0.470524120528208","0.45834125045439","0.482706990602027","1"
"Owner","1988","Not Employed","East Germany","","","","","1"
"Resident or shared accommodation","1988","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1988","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1988","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1988","Employed","East Germany","","","","","5"
"Subtenant","1988","Employed","East Germany","","","","","3"
"Subtenant","1988","Employed","West Germany","135","0.0252850429883623","0.0214532129291395","0.029116873047585","3"
"Subtenant","1988","Not Employed","East Germany","","","","","3"
"Subtenant","1988","Not Employed","West Germany","60","0.0213854194665555","0.0166412838694961","0.026129555063615","3"
"Tenant","1988","Employed","West Germany","2","","","","4"
"Tenant","1988","Not Employed","East Germany","","","","","4"
"Tenant","1988","Not Employed","West Germany","1","","","","4"
"Tenant","1988","Employed","East Germany","","","","","4"
"Main tenant","1989","Employed","East Germany","","","","","2"
"Main tenant","1989","Not Employed","West Germany","1855","0.506633053195633","0.489913814210131","0.523352292181134","2"
"Main tenant","1989","Employed","West Germany","3646","0.503218410477337","0.49084156516034","0.515595255794333","2"
"Main tenant","1989","Not Employed","East Germany","","","","","2"
"Owner","1989","Employed","East Germany","","","","","1"
"Owner","1989","Not Employed","West Germany","1519","0.470758187535022","0.454066096852928","0.487450278217116","1"
"Owner","1989","Employed","West Germany","2490","0.471181773121169","0.458825246618495","0.483538299623843","1"
"Owner","1989","Not Employed","East Germany","","","","","1"
"Resident or shared accommodation","1989","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1989","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1989","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1989","Employed","East Germany","","","","","5"
"Subtenant","1989","Employed","East Germany","","","","","3"
"Subtenant","1989","Employed","West Germany","125","0.0240938087522337","0.0202979877703666","0.0278896297341009","3"
"Subtenant","1989","Not Employed","East Germany","","","","","3"
"Subtenant","1989","Not Employed","West Germany","55","0.0196965958929996","0.015049725463271","0.0243434663227282","3"
"Tenant","1989","Employed","West Germany","8","","","","4"
"Tenant","1989","Employed","East Germany","","","","","4"
"Tenant","1989","Not Employed","West Germany","6","","","","4"
"Tenant","1989","Not Employed","East Germany","","","","","4"
"Main tenant","1990","Employed","East Germany","","","","","2"
"Main tenant","1990","Not Employed","East Germany","","","","","2"
"Main tenant","1990","Employed","West Germany","3540","0.508713367930864","0.496240269015417","0.52118646684631","2"
"Main tenant","1990","Not Employed","West Germany","1793","0.508552223346076","0.491610542504599","0.525493904187554","2"
"Owner","1990","Employed","East Germany","","","","","1"
"Owner","1990","Employed","West Germany","2481","0.462673673507223","0.4502334904278","0.475113856586647","1"
"Owner","1990","Not Employed","West Germany","1490","0.467736675375053","0.450827827639095","0.484645523111012","1"
"Owner","1990","Not Employed","East Germany","","","","","1"
"Resident or shared accommodation","1990","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1990","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1990","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1990","Employed","East Germany","","","","","5"
"Subtenant","1990","Employed","West Germany","148","0.0285541330597736","0.0243987208670972","0.0327095452524499","3"
"Subtenant","1990","Employed","East Germany","","","","","3"
"Subtenant","1990","Not Employed","East Germany","","","","","3"
"Subtenant","1990","Not Employed","West Germany","59","0.0218630415834559","0.0169073399073718","0.02681874325954","3"
"Tenant","1990","Not Employed","East Germany","","","","","4"
"Tenant","1990","Employed","East Germany","","","","","4"
"Tenant","1990","Not Employed","West Germany","3","","","","4"
"Tenant","1990","Employed","West Germany","2","","","","4"
"Main tenant","1991","Employed","West Germany","3599","0.518320564503989","0.505878120118324","0.530763008889654","2"
"Main tenant","1991","Employed","East Germany","","","","","2"
"Main tenant","1991","Not Employed","East Germany","","","","","2"
"Main tenant","1991","Not Employed","West Germany","1711","0.494082519395209","0.476943727008426","0.511221311781991","2"
"Owner","1991","Not Employed","West Germany","1490","0.479537783175842","0.462412149503403","0.49666341684828","1"
"Owner","1991","Employed","East Germany","","","","","1"
"Owner","1991","Not Employed","East Germany","","","","","1"
"Owner","1991","Employed","West Germany","2446","0.453220313262905","0.44082412095869","0.46561650556712","1"
"Resident or shared accommodation","1991","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1991","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1991","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1991","Employed","East Germany","","","","","5"
"Subtenant","1991","Employed","East Germany","","","","","3"
"Subtenant","1991","Employed","West Germany","139","0.027054925488003","0.0230148008003049","0.0310950501757012","3"
"Subtenant","1991","Not Employed","East Germany","","","","","3"
"Subtenant","1991","Not Employed","West Germany","62","0.0224378319514763","0.0173608774754092","0.0275147864275434","3"
"Tenant","1991","Not Employed","East Germany","","","","","4"
"Tenant","1991","Employed","West Germany","11","","","","4"
"Tenant","1991","Employed","East Germany","","","","","4"
"Tenant","1991","Not Employed","West Germany","6","","","","4"
"Main tenant","1992","Employed","East Germany","1926","0.678085750737598","0.661226064325677","0.694945437149519","2"
"Main tenant","1992","Employed","West Germany","3569","0.51061706610095","0.498138817789427","0.523095314412474","2"
"Main tenant","1992","Not Employed","West Germany","1693","0.496704204135914","0.479469421598588","0.51393898667324","2"
"Main tenant","1992","Not Employed","East Germany","668","0.68390728174699","0.655690219493554","0.712124344000425","2"
"Owner","1992","Not Employed","West Germany","1482","0.479054987938623","0.461834959514776","0.496275016362469","1"
"Owner","1992","Employed","West Germany","2430","0.456540330466469","0.444106504476786","0.468974156456151","1"
"Owner","1992","Employed","East Germany","932","0.290503667507086","0.274120873512736","0.306886461501436","1"
"Owner","1992","Not Employed","East Germany","350","0.292585540337714","0.264975354308544","0.320195726366884","1"
"Resident or shared accommodation","1992","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1992","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1992","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1992","Employed","East Germany","","","","","5"
"Subtenant","1992","Not Employed","East Germany","23","","","","3"
"Subtenant","1992","Employed","West Germany","163","0.0321241661020095","0.0277225992218339","0.036525732982185","3"
"Subtenant","1992","Employed","East Germany","91","0.0306284072467898","0.024410497214942","0.0368463172786375","3"
"Subtenant","1992","Not Employed","West Germany","56","0.0225970092788292","0.0174742074903444","0.027719811067314","3"
"Tenant","1992","Not Employed","West Germany","2","","","","4"
"Tenant","1992","Employed","West Germany","3","","","","4"
"Tenant","1992","Not Employed","East Germany","2","","","","4"
"Tenant","1992","Employed","East Germany","1","","","","4"
"Main tenant","1993","Not Employed","East Germany","835","0.696427949547541","0.670979090817515","0.721876808277567","2"
"Main tenant","1993","Employed","East Germany","1652","0.65275260288916","0.634402959165854","0.671102246612467","2"
"Main tenant","1993","Employed","West Germany","3530","0.510884226910532","0.498387865823842","0.523380587997223","2"
"Main tenant","1993","Not Employed","West Germany","1676","0.483631380378248","0.466287031990551","0.500975728765945","2"
"Owner","1993","Not Employed","West Germany","1436","0.483691077372268","0.466346661243092","0.501035493501445","1"
"Owner","1993","Employed","West Germany","2432","0.456781348567236","0.444328806941025","0.469233890193446","1"
"Owner","1993","Employed","East Germany","864","0.318187701127574","0.300235903626785","0.336139498628362","1"
"Owner","1993","Not Employed","East Germany","397","0.289079369197625","0.263988342603802","0.314170395791449","1"
"Resident or shared accommodation","1993","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1993","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1993","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1993","Employed","East Germany","","","","","5"
"Subtenant","1993","Employed","West Germany","185","0.0323344245222321","0.0279124962045202","0.0367563528399439","3"
"Subtenant","1993","Not Employed","East Germany","22","","","","3"
"Subtenant","1993","Not Employed","West Germany","77","0.032677542249483","0.0265068887646901","0.038848195734276","3"
"Subtenant","1993","Employed","East Germany","70","0.0290596959832657","0.0225856522536256","0.0355337397129058","3"
"Tenant","1993","Employed","East Germany","","","","","4"
"Tenant","1993","Not Employed","West Germany","","","","","4"
"Tenant","1993","Not Employed","East Germany","","","","","4"
"Tenant","1993","Employed","West Germany","","","","","4"
"Main tenant","1994","Employed","West Germany","3404","0.515876445532868","0.503124600061818","0.528628291003919","2"
"Main tenant","1994","Not Employed","East Germany","880","0.688552651635001","0.663720991339244","0.713384311930758","2"
"Main tenant","1994","Employed","East Germany","1512","0.649721748371977","0.630839306914182","0.668604189829773","2"
"Main tenant","1994","Not Employed","West Germany","1693","0.479193691864632","0.462021201934545","0.496366181794718","2"
"Owner","1994","Not Employed","West Germany","1489","0.490305290528164","0.473121144331984","0.507489436724344","1"
"Owner","1994","Not Employed","East Germany","424","0.287271745782979","0.263008253676048","0.311535237889911","1"
"Owner","1994","Employed","West Germany","2336","0.455830362257201","0.443121962628745","0.468538761885657","1"
"Owner","1994","Employed","East Germany","865","0.3199068615813","0.301444645386235","0.338369077776365","1"
"Resident or shared accommodation","1994","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1994","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1994","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1994","Employed","East Germany","","","","","5"
"Subtenant","1994","Not Employed","West Germany","69","0.0305010176072046","0.0245898884386849","0.0364121467757242","3"
"Subtenant","1994","Not Employed","East Germany","32","0.0241756025820196","0.0159395454253842","0.0324116597386549","3"
"Subtenant","1994","Employed","West Germany","160","0.0282931922099306","0.0240623124512361","0.032524071968625","3"
"Subtenant","1994","Employed","East Germany","75","0.0303713900467225","0.0235789955190649","0.03716378457438","3"
"Tenant","1994","Not Employed","East Germany","","","","","4"
"Tenant","1994","Employed","East Germany","","","","","4"
"Tenant","1994","Not Employed","West Germany","","","","","4"
"Tenant","1994","Employed","West Germany","","","","","4"
"Main tenant","1995","Not Employed","West Germany","1944","0.479070264714266","0.462578857629061","0.495561671799472","2"
"Main tenant","1995","Employed","West Germany","3573","0.507273061438147","0.494767938696949","0.519778184179344","2"
"Main tenant","1995","Employed","East Germany","1434","0.625691447316637","0.606297666281153","0.645085228352121","2"
"Main tenant","1995","Not Employed","East Germany","849","0.666190750080896","0.64068346649694","0.691698033664852","2"
"Owner","1995","Not Employed","West Germany","1492","0.486850409269668","0.470350244027783","0.503350574511554","1"
"Owner","1995","Not Employed","East Germany","417","0.298153633842023","0.273410380078661","0.322896887605386","1"
"Owner","1995","Employed","West Germany","2399","0.459791999000239","0.447326056584755","0.472257941415724","1"
"Owner","1995","Employed","East Germany","880","0.342170295031603","0.323157524975681","0.361183065087525","1"
"Resident or shared accommodation","1995","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1995","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1995","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1995","Employed","East Germany","","","","","5"
"Subtenant","1995","Not Employed","East Germany","47","0.0356556160770808","0.0256257351267237","0.0456854970274379","3"
"Subtenant","1995","Not Employed","West Germany","89","0.034079326016065","0.0280899061367524","0.0400687458953775","3"
"Subtenant","1995","Employed","East Germany","78","0.0321382576517599","0.0250704401160202","0.0392060751874997","3"
"Subtenant","1995","Employed","West Germany","168","0.0329349395616139","0.0284709806630788","0.0373988984601491","3"
"Tenant","1995","Employed","West Germany","","","","","4"
"Tenant","1995","Not Employed","West Germany","","","","","4"
"Tenant","1995","Not Employed","East Germany","","","","","4"
"Tenant","1995","Employed","East Germany","","","","","4"
"Main tenant","1996","Not Employed","East Germany","855","0.683205166835385","0.657876623949412","0.708533709721357","2"
"Main tenant","1996","Employed","East Germany","1391","0.616574056323972","0.597121537637649","0.636026575010295","2"
"Main tenant","1996","Not Employed","West Germany","1808","0.475565012599897","0.458716484006504","0.492413541193289","2"
"Main tenant","1996","Employed","West Germany","3462","0.510626523429603","0.498034405533013","0.523218641326193","2"
"Owner","1996","Not Employed","West Germany","1479","0.495803908106052","0.478935817978249","0.512671998233856","1"
"Owner","1996","Not Employed","East Germany","409","0.291677341045825","0.266930913964061","0.316423768127589","1"
"Owner","1996","Employed","West Germany","2395","0.456850535847944","0.444302561281928","0.469398510413959","1"
"Owner","1996","Employed","East Germany","938","0.345295423667857","0.326273231281096","0.364317616054618","1"
"Resident or shared accommodation","1996","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1996","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1996","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1996","Employed","East Germany","","","","","5"
"Subtenant","1996","Not Employed","West Germany","88","0.0286310792940507","0.0230047886369351","0.0342573699511664","3"
"Subtenant","1996","Not Employed","East Germany","32","0.02511749211879","0.0165980753070446","0.0336369089305354","3"
"Subtenant","1996","Employed","West Germany","197","0.0325229407224533","0.0280546427736013","0.0369912386713052","3"
"Subtenant","1996","Employed","East Germany","71","0.0381305200081709","0.0304686124722145","0.0457924275441272","3"
"Tenant","1996","Employed","East Germany","","","","","4"
"Tenant","1996","Not Employed","West Germany","","","","","4"
"Tenant","1996","Employed","West Germany","","","","","4"
"Tenant","1996","Not Employed","East Germany","","","","","4"
"Main tenant","1997","Not Employed","East Germany","852","0.664976266382196","0.639638176287159","0.690314356477233","2"
"Main tenant","1997","Employed","West Germany","3277","0.50661548763926","0.49379844524639","0.51943253003213","2"
"Main tenant","1997","Employed","East Germany","1289","0.592441256936466","0.57243761235041","0.612444901522522","2"
"Main tenant","1997","Not Employed","West Germany","1823","0.476752735688086","0.460011071719424","0.493494399656749","2"
"Owner","1997","Not Employed","West Germany","1527","0.494612993403059","0.477854177231694","0.511371809574424","1"
"Owner","1997","Not Employed","East Germany","444","0.304490233502648","0.279786003825482","0.329194463179814","1"
"Owner","1997","Employed","West Germany","2416","0.466442386348281","0.453653123938602","0.479231648757961","1"
"Owner","1997","Employed","East Germany","942","0.362060776129567","0.342496140363243","0.381625411895892","1"
"Resident or shared accommodation","1997","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1997","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1997","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1997","Employed","East Germany","","","","","5"
"Subtenant","1997","Not Employed","West Germany","69","0.0286342709088548","0.0230439982078524","0.0342245436098572","3"
"Subtenant","1997","Employed","East Germany","87","0.0454979669339667","0.0370144525709277","0.0539814812970056","3"
"Subtenant","1997","Employed","West Germany","152","0.0269421260124592","0.0227912371987554","0.0310930148261629","3"
"Subtenant","1997","Not Employed","East Germany","37","0.0305335001151565","0.0212974194943533","0.0397695807359597","3"
"Tenant","1997","Employed","East Germany","","","","","4"
"Tenant","1997","Not Employed","East Germany","","","","","4"
"Tenant","1997","Not Employed","West Germany","","","","","4"
"Tenant","1997","Employed","West Germany","","","","","4"
"Main tenant","1998","Not Employed","West Germany","1995","0.454077263285668","0.438667130746723","0.469487395824614","2"
"Main tenant","1998","Employed","West Germany","3475","0.502634605355574","0.490415510156805","0.514853700554343","2"
"Main tenant","1998","Not Employed","East Germany","888","0.644351518771287","0.619531398359909","0.669171639182665","2"
"Main tenant","1998","Employed","East Germany","1310","0.56428061166409","0.54467028100155","0.583890942326631","2"
"Owner","1998","Not Employed","West Germany","1913","0.514473140897904","0.499004082183199","0.529942199612609","1"
"Owner","1998","Not Employed","East Germany","487","0.311626589337989","0.287612768106211","0.335640410569767","1"
"Owner","1998","Employed","West Germany","2754","0.461073591587441","0.448891413893665","0.473255769281217","1"
"Owner","1998","Employed","East Germany","1068","0.400255541537562","0.380878578606921","0.419632504468204","1"
"Resident or shared accommodation","1998","Not Employed","West Germany","","","","","5"
"Resident or shared accommodation","1998","Not Employed","East Germany","","","","","5"
"Resident or shared accommodation","1998","Employed","West Germany","","","","","5"
"Resident or shared accommodation","1998","Employed","East Germany","","","","","5"
"Subtenant","1998","Employed","East Germany","78","0.0354638467983472","0.0281493225120654","0.0427783710846291","3"
"Subtenant","1998","Not Employed","West Germany","90","0.0253825438575482","0.0205144317595632","0.0302506559555333","3"
"Subtenant","1998","Not Employed","East Germany","47","0.0349347360554794","0.0254146899457393","0.0444547821652195","3"
"Subtenant","1998","Employed","West Germany","203","0.0362918030569847","0.0317214250379208","0.0408621810760487","3"
"Tenant","1998","Employed","West Germany","","","","","4"
"Tenant","1998","Employed","East Germany","","","","","4"
"Tenant","1998","Not Employed","East Germany","7","","","","4"
"Tenant","1998","Not Employed","West Germany","12","","","","4"
"Main tenant","1999","Employed","East Germany","1295","0.574505775118762","0.554807216809739","0.594204333427785","2"
"Main tenant","1999","Not Employed","West Germany","1782","0.457366366674704","0.441058806953217","0.473673926396192","2"
"Main tenant","1999","Not Employed","East Germany","858","0.657957327421829","0.632955254905228","0.68295939993843","2"
"Main tenant","1999","Employed","West Germany","3378","0.497635841382426","0.485367018377844","0.509904664387008","2"
"Owner","1999","Not Employed","West Germany","1706","0.508735077890857","0.492370408700635","0.525099747081079","1"
"Owner","1999","Not Employed","East Germany","488","0.311498162811568","0.287091000039494","0.335905325583642","1"
"Owner","1999","Employed","West Germany","2836","0.473572556562633","0.461320745917769","0.485824367207496","1"
"Owner","1999","Employed","East Germany","1070","0.403908136604146","0.384358517243544","0.423457755964748","1"
"Resident or shared accommodation","1999","Not Employed","West Germany","18","","","","5"
"Resident or shared accommodation","1999","Not Employed","East Germany","6","","","","5"
"Resident or shared accommodation","1999","Employed","West Germany","1","","","","5"
"Resident or shared accommodation","1999","Employed","East Germany","1","","","","5"
"Subtenant","1999","Employed","East Germany","54","0.0213497244944626","0.0155906816839327","0.0271087673049925","3"
"Subtenant","1999","Employed","West Germany","165","0.0287415529548372","0.0246417756106583","0.0328413302990161","3"
"Subtenant","1999","Not Employed","East Germany","31","0.0229205971245905","0.0150335416783133","0.0308076525708677","3"
"Subtenant","1999","Not Employed","West Germany","79","0.0243598151692309","0.019313372482131","0.0294062578563308","3"
"Tenant","1999","Employed","East Germany","","","","","4"
"Tenant","1999","Employed","West Germany","","","","","4"
"Tenant","1999","Not Employed","West Germany","","","","","4"
"Tenant","1999","Not Employed","East Germany","","","","","4"
"Main tenant","2000","Not Employed","East Germany","1337","0.64945024482106","0.629677686032917","0.669222803609202","2"
"Main tenant","2000","Employed","East Germany","1836","0.555457063586881","0.539312022032755","0.571602105141007","2"
"Main tenant","2000","Not Employed","West Germany","2987","0.449976222598968","0.438179545902413","0.461772899295522","2"
"Main tenant","2000","Employed","West Germany","5673","0.514886930898671","0.505774762313076","0.523999099484267","2"
"Owner","2000","Not Employed","West Germany","3750","0.52966812198806","0.51783284878159","0.54150339519453","1"
"Owner","2000","Not Employed","East Germany","860","0.330931684955651","0.311432363179788","0.350431006731513","1"
"Owner","2000","Employed","East Germany","1735","0.425839199269044","0.409773610322014","0.441904788216074","1"
"Owner","2000","Employed","West Germany","5703","0.465799871846881","0.456705012213253","0.47489473148051","1"
"Resident or shared accommodation","2000","Not Employed","West Germany","25","","","","5"
"Resident or shared accommodation","2000","Not Employed","East Germany","7","","","","5"
"Resident or shared accommodation","2000","Employed","West Germany","","","","","5"
"Resident or shared accommodation","2000","Employed","East Germany","1","","","","5"
"Subtenant","2000","Employed","East Germany","67","0.0177032207819332","0.0134186771874012","0.0219877643764652","3"
"Subtenant","2000","Employed","West Germany","180","0.0193131972544474","0.0168039897484895","0.0218224047604054","3"
"Subtenant","2000","Not Employed","West Germany","70","0.0138804471261338","0.0111062285508536","0.0166546657014141","3"
"Subtenant","2000","Not Employed","East Germany","33","0.0142046324602357","0.00930093705540096","0.0191083278650705","3"
"Tenant","2000","Employed","East Germany","","","","","4"
"Tenant","2000","Not Employed","East Germany","","","","","4"
"Tenant","2000","Employed","West Germany","","","","","4"
"Tenant","2000","Not Employed","West Germany","","","","","4"
"Main tenant","2001","Employed","West Germany","5163","0.51135381552131","0.501828403089329","0.52087922795329","2"
"Main tenant","2001","Employed","East Germany","1655","0.551766991991699","0.534913891684878","0.56862009229852","2"
"Main tenant","2001","Not Employed","West Germany","2622","0.4477646935866","0.435202284635683","0.460327102537518","2"
"Main tenant","2001","Not Employed","East Germany","1236","0.636195383745348","0.615716347245536","0.65667442024516","2"
"Owner","2001","Not Employed","West Germany","3309","0.529466490961525","0.516856916293042","0.542076065630007","1"
"Owner","2001","Not Employed","East Germany","845","0.341372348736022","0.321188020010207","0.361556677461837","1"
"Owner","2001","Employed","East Germany","1620","0.428429021485342","0.411659349972715","0.445198692997968","1"
"Owner","2001","Employed","West Germany","5246","0.468220491155657","0.458711886522795","0.477729095788518","1"
"Resident or shared accommodation","2001","Not Employed","West Germany","27","","","","5"
"Resident or shared accommodation","2001","Not Employed","East Germany","6","","","","5"
"Resident or shared accommodation","2001","Employed","West Germany","3","","","","5"
"Resident or shared accommodation","2001","Employed","East Germany","1","","","","5"
"Subtenant","2001","Employed","East Germany","69","0.0187216304300627","0.0141284027134668","0.0233148581466586","3"
"Subtenant","2001","Employed","West Germany","167","0.0203736220482159","0.0176815285421065","0.0230657155543254","3"
"Subtenant","2001","Not Employed","East Germany","33","0.0165501692055479","0.0111194482941532","0.0219808901169426","3"
"Subtenant","2001","Not Employed","West Germany","60","0.0143299866797296","0.0113275449682173","0.0173324283912419","3"
"Tenant","2001","Employed","West Germany","","","","","4"
"Tenant","2001","Not Employed","East Germany","","","","","4"
"Tenant","2001","Employed","East Germany","","","","","4"
"Tenant","2001","Not Employed","West Germany","1","","","","4"
"Main tenant","2002","Employed","East Germany","1609","0.556924673783091","0.540083130694385","0.573766216871796","2"
"Main tenant","2002","Not Employed","West Germany","2527","0.441120526991552","0.428754355520162","0.453486698462941","2"
