"hgowner","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1","1987","35-65 y.","2440","0.53328832668032","0.519959816293585","0.546616837067056"
"1","1987","66 and older","527","0.41544067324426","0.386118103651045","0.444763242837474"
"2","1987","16-34 y.","2560","0.572229507912826","0.556975140516218","0.587483875309433"
"2","1987","35-65 y.","2861","0.45466249221079","0.441359372691701","0.467965611729879"
"2","1987","66 and older","540","0.561775640277577","0.53225247408966","0.591298806465493"
"3","1987","16-34 y.","111","0.0339182759697734","0.0283370772789101","0.0394994746606367"
"3","1987","35-65 y.","79","0.0116084033883231","0.0087466842225228","0.0144701225541233"
"3","1987","66 and older","17","","",""
"4","1987","16-34 y.","2","","",""
"4","1987","35-65 y.","2","","",""
"4","1987","66 and older","1","","",""
"5","1987","16-34 y.","","","",""
"5","1987","35-65 y.","","","",""
"5","1987","66 and older","","","",""
"1","1988","16-34 y.","1295","0.40015572582704","0.384686009031587","0.415625442622493"
"1","1988","35-65 y.","2309","0.530847981462839","0.51716771526462","0.544528247661057"
"1","1988","66 and older","498","0.410127240703481","0.380447483791591","0.43980699761537"
"2","1988","16-34 y.","2455","0.563221954859035","0.547560980646979","0.578882929071091"
"2","1988","35-65 y.","2725","0.451934607337667","0.438291708532212","0.465577506143121"
"2","1988","66 and older","540","0.569994709948092","0.540120655173429","0.599868764722756"
"3","1988","16-34 y.","101","0.0362335341353093","0.0303330202036936","0.0421340480669249"
"3","1988","35-65 y.","78","0.0172174111994946","0.0136515427179847","0.0207832796810046"
"3","1988","66 and older","16","","",""
"4","1988","16-34 y.","2","","",""
"4","1988","35-65 y.","","","",""
"4","1988","66 and older","1","","",""
"5","1988","16-34 y.","","","",""
"5","1988","35-65 y.","","","",""
"5","1988","66 and older","","","",""
"1","1989","16-34 y.","1277","0.406325401806807","0.390645395156893","0.422005408456722"
"1","1989","35-65 y.","2222","0.529354016600493","0.515386969304164","0.543321063896822"
"1","1989","66 and older","510","0.432586533552545","0.402315536844748","0.462857530260343"
"2","1989","16-34 y.","2384","0.555891123372309","0.540028514395503","0.571753732349114"
"2","1989","35-65 y.","2612","0.452034071378981","0.438107420706712","0.46596072205125"
"2","1989","66 and older","505","0.551866522473355","0.521481390791471","0.582251654155239"
"3","1989","16-34 y.","99","0.0344880569771871","0.0286623557080503","0.0403137582463239"
"3","1989","35-65 y.","70","0.0180765347786565","0.0143484933584904","0.0218045761988226"
"3","1989","66 and older","11","","",""
"4","1989","16-34 y.","9","","",""
"4","1989","35-65 y.","2","","",""
"4","1989","66 and older","3","","",""
"5","1989","16-34 y.","","","",""
"5","1989","35-65 y.","","","",""
"5","1989","66 and older","","","",""
"1","1990","16-34 y.","1730","0.362448242703791","0.349570783220369","0.375325702187213"
"1","1990","35-65 y.","3000","0.489402586504658","0.477775771294901","0.501029401714414"
"1","1990","66 and older","676","0.404488782022825","0.379651694042122","0.429325870003528"
"2","1990","16-34 y.","3419","0.589902268584933","0.576726280727636","0.603078256442229"
"2","1990","35-65 y.","3955","0.490736434214661","0.479109002720326","0.502363865708995"
"2","1990","66 and older","803","0.579029484442416","0.554044525477241","0.60401444340759"
"3","1990","16-34 y.","201","0.0473654426915927","0.0416750343078652","0.0530558510753201"
"3","1990","35-65 y.","139","0.018916819166769","0.0157482345744164","0.0220854037591217"
"3","1990","66 and older","20","","",""
"4","1990","16-34 y.","3","","",""
"4","1990","35-65 y.","7","","",""
"4","1990","66 and older","1","","",""
"5","1990","16-34 y.","","","",""
"5","1990","35-65 y.","","","",""
"5","1990","66 and older","","","",""
"1","1991","16-34 y.","1616","0.34501283218199","0.332061127482997","0.357964536880984"
"1","1991","35-65 y.","3002","0.487108693931288","0.475405412695233","0.498811975167343"
"1","1991","66 and older","688","0.418175687127059","0.393079574034548","0.44327180021957"
"2","1991","16-34 y.","3328","0.59913692111354","0.585784685585618","0.612489156641462"
"2","1991","35-65 y.","3842","0.491870650377932","0.480165024834198","0.503576275921665"
"2","1991","66 and older","760","0.553789509605613","0.528498079278864","0.579080939932361"
"3","1991","16-34 y.","224","0.0539410061214677","0.0477862401396144","0.0600957721033211"
"3","1991","35-65 y.","152","0.0196655987032271","0.0164145555061318","0.0229166419003225"
"3","1991","66 and older","31","0.0223868558270921","0.0148600414153395","0.0299136702388446"
"4","1991","16-34 y.","7","","",""
"4","1991","35-65 y.","11","","",""
"4","1991","66 and older","5","","",""
"5","1991","16-34 y.","","","",""
"5","1991","35-65 y.","","","",""
"5","1991","66 and older","","","",""
"1","1992","16-34 y.","1537","0.340874194468643","0.327735739141502","0.354012649795784"
"1","1992","35-65 y.","2962","0.487066820645903","0.475282560701717","0.498851080590088"
"1","1992","66 and older","695","0.428219256990163","0.40300970704646","0.453428806933867"
"2","1992","16-34 y.","3281","0.61103883222437","0.597525868308335","0.624551796140405"
"2","1992","35-65 y.","3815","0.493051847171037","0.481264781258046","0.504838913084027"
"2","1992","66 and older","760","0.548684772924625","0.523332396148342","0.574037149700908"
"3","1992","16-34 y.","181","0.0477954987608187","0.0418823105428574","0.0537086869787799"
"3","1992","35-65 y.","128","0.0183966012282493","0.0152283875216198","0.0215648149348788"
"3","1992","66 and older","24","","",""
"4","1992","16-34 y.","1","","",""
"4","1992","35-65 y.","6","","",""
"4","1992","66 and older","1","","",""
"5","1992","16-34 y.","","","",""
"5","1992","35-65 y.","","","",""
"5","1992","66 and older","","","",""
"1","1993","16-34 y.","1484","0.333532873392779","0.320357335068402","0.346708411717156"
"1","1993","35-65 y.","2946","0.497572864931231","0.485652106570074","0.509493623292387"
"1","1993","66 and older","699","0.438664385760311","0.413544089249082","0.463784682271541"
"2","1993","16-34 y.","3228","0.616609775347118","0.603022405400899","0.630197145293337"
"2","1993","35-65 y.","3693","0.480989403170999","0.469077123965852","0.492901682376146"
"2","1993","66 and older","772","0.538038123074448","0.512800010819384","0.563276235329512"
"3","1993","16-34 y.","207","0.0498573512601025","0.0437750393567962","0.0559396631634089"
"3","1993","35-65 y.","119","0.0214377318977707","0.017984524616699","0.0248909391788424"
"3","1993","66 and older","28","","",""
"4","1993","16-34 y.","","","",""
"4","1993","35-65 y.","","","",""
"4","1993","66 and older","","","",""
"5","1993","16-34 y.","","","",""
"5","1993","35-65 y.","","","",""
"5","1993","66 and older","","","",""
"1","1994","16-34 y.","1466","0.332230736113184","0.318926710808914","0.345534761417454"
"1","1994","35-65 y.","2934","0.500176120287608","0.488117030295985","0.512235210279232"
"1","1994","66 and older","714","0.439999194543058","0.415044827214596","0.46495356187152"
"2","1994","16-34 y.","3162","0.625724478530784","0.612055463222932","0.639393493838635"
"2","1994","35-65 y.","3545","0.478598980014089","0.46655094055351","0.490647019474668"
"2","1994","66 and older","782","0.531801009053656","0.506715893134589","0.556886124972723"
"3","1994","16-34 y.","187","0.0420447853560323","0.0363761487357765","0.0477134219762882"
"3","1994","35-65 y.","125","0.0212248996983028","0.0177486670164291","0.0247011323801765"
"3","1994","66 and older","24","","",""
"4","1994","16-34 y.","","","",""
"4","1994","35-65 y.","","","",""
"4","1994","66 and older","","","",""
"5","1994","16-34 y.","","","",""
"5","1994","35-65 y.","","","",""
"5","1994","66 and older","","","",""
"1","1995","16-34 y.","1481","0.333706507449466","0.320586477248281","0.346826537650651"
"1","1995","35-65 y.","2985","0.499567167068783","0.487730051641097","0.51140428249647"
"1","1995","66 and older","722","0.460087602453473","0.435307420029273","0.484867784877674"
"2","1995","16-34 y.","3267","0.608726614593373","0.595147513855322","0.622305715331425"
"2","1995","35-65 y.","3737","0.480680221789338","0.46885194172779","0.492508501850885"
"2","1995","66 and older","796","0.507384537443733","0.482527737464768","0.532241337422698"
"3","1995","16-34 y.","214","0.0575668779571606","0.0510860376530787","0.0640477182612424"
"3","1995","35-65 y.","132","0.0197526111418791","0.0164583642481933","0.0230468580355649"
"3","1995","66 and older","36","0.0325278601027937","0.0237078402168334","0.041347879988754"
"4","1995","16-34 y.","","","",""
"4","1995","35-65 y.","","","",""
"4","1995","66 and older","","","",""
"5","1995","16-34 y.","","","",""
"5","1995","35-65 y.","","","",""
"5","1995","66 and older","","","",""
"1","1996","16-34 y.","1462","0.34018898030597","0.326759518073835","0.353618442538106"
"1","1996","35-65 y.","3033","0.499592211426157","0.487677485672643","0.511506937179671"
"1","1996","66 and older","726","0.456180996161119","0.431613957423341","0.480748034898897"
"2","1996","16-34 y.","3115","0.615541768316082","0.601752473240194","0.62933106339197"
"2","1996","35-65 y.","3585","0.477469136525014","0.465566509738146","0.489371763311882"
"2","1996","66 and older","816","0.510399661473457","0.485743068296311","0.535056254650604"
"3","1996","16-34 y.","204","0.0442692513779476","0.0384387273766201","0.0500997753792751"
"3","1996","35-65 y.","147","0.0229386520488285","0.0193711925277846","0.0265061115698724"
"3","1996","66 and older","37","0.0334193423654236","0.024554418178775","0.0422842665520722"
"4","1996","16-34 y.","","","",""
"4","1996","35-65 y.","","","",""
"4","1996","66 and older","","","",""
"5","1996","16-34 y.","","","",""
"5","1996","35-65 y.","","","",""
"5","1996","66 and older","","","",""
"1","1997","16-34 y.","1486","0.344228293192061","0.330551760854446","0.357904825529675"
"1","1997","35-65 y.","3111","0.511203308204109","0.499203442294077","0.523203174114141"
"1","1997","66 and older","732","0.453442413553268","0.429147803043462","0.477737024063074"
"2","1997","16-34 y.","2969","0.614319087003578","0.600307495890812","0.628330678116344"
"2","1997","35-65 y.","3423","0.466421737742768","0.454445955465015","0.478397520020521"
"2","1997","66 and older","849","0.514463355040791","0.490072943027886","0.538853767053696"
"3","1997","16-34 y.","181","0.0414526198043611","0.0357146380726306","0.0471906015360916"
"3","1997","35-65 y.","132","0.0223749540531235","0.0188245100119044","0.0259253980943426"
"3","1997","66 and older","32","0.0320942314059411","0.0234929939743596","0.0406954688375226"
"4","1997","16-34 y.","","","",""
"4","1997","35-65 y.","","","",""
"4","1997","66 and older","","","",""
"5","1997","16-34 y.","","","",""
"5","1997","35-65 y.","","","",""
"5","1997","66 and older","","","",""
"1","1998","16-34 y.","1654","0.347958880311134","0.334601623941601","0.361316136680667"
"1","1998","35-65 y.","3676","0.517437181173054","0.506166462736854","0.528707899609255"
"1","1998","66 and older","892","0.470102860313261","0.447607416746052","0.492598303880469"
"2","1998","16-34 y.","3009","0.597685137224399","0.58393411216038","0.611436162288419"
"2","1998","35-65 y.","3709","0.458038241794879","0.446800448310196","0.469276035279562"
"2","1998","66 and older","950","0.493790485212174","0.471256456817184","0.516324513607164"
"3","1998","16-34 y.","222","0.0543559824644668","0.0479982342932079","0.0607137306357256"
"3","1998","35-65 y.","165","0.0241916146845726","0.0207261573442338","0.0276570720249113"
"3","1998","66 and older","31","0.0222571115336045","0.0156082228719904","0.0289060001952185"
"4","1998","16-34 y.","","","",""
"4","1998","35-65 y.","1","","",""
"4","1998","66 and older","18","","",""
"5","1998","16-34 y.","","","",""
"5","1998","35-65 y.","","","",""
"5","1998","66 and older","","","",""
"1","1999","16-34 y.","1592","0.353975815077503","0.340182160778366","0.36776946937664"
"1","1999","35-65 y.","3627","0.517579516815456","0.506129327884936","0.529029705745977"
"1","1999","66 and older","881","0.474807576717318","0.451959581296471","0.497655572138164"
"2","1999","16-34 y.","2871","0.606430178693396","0.592338281980288","0.620522075406505"
"2","1999","35-65 y.","3546","0.461151896711149","0.449729258503518","0.47257453491878"
"2","1999","66 and older","896","0.485879095259938","0.463011168355377","0.508747022164499"
"3","1999","16-34 y.","152","0.0394127479301704","0.0338002664489297","0.0450252294114111"
"3","1999","35-65 y.","142","0.0209335862602519","0.0176530930962077","0.0242140794242962"
"3","1999","66 and older","35","0.0213406236178022","0.014728371710653","0.0279528755249514"
"4","1999","16-34 y.","","","",""
"4","1999","35-65 y.","","","",""
"4","1999","66 and older","","","",""
"5","1999","16-34 y.","2","","",""
"5","1999","35-65 y.","1","","",""
"5","1999","66 and older","23","","",""
"1","2000","16-34 y.","2650","0.335943481141341","0.324991754232168","0.346895208050515"
"1","2000","35-65 y.","7438","0.526947745010311","0.518519103395296","0.535376386625326"
"1","2000","66 and older","1960","0.500260406495854","0.484017365342775","0.516503447648934"
"2","2000","16-34 y.","4315","0.633647218815668","0.622475487366657","0.644818950264678"
"2","2000","35-65 y.","5907","0.461259964537358","0.452844428961549","0.469675500113168"
"2","2000","66 and older","1611","0.473548183374213","0.457327886414458","0.489768480333967"
"3","2000","16-34 y.","180","0.0304093000429912","0.0264278212491642","0.0343907788368181"
"3","2000","35-65 y.","132","0.0115149972193739","0.00971390389980925","0.0133160905389385"
"3","2000","66 and older","38","0.0137874246444196","0.00999930015260113","0.0175755491362381"
"4","2000","16-34 y.","","","",""
"4","2000","35-65 y.","","","",""
"4","2000","66 and older","","","",""
"5","2000","16-34 y.","","","",""
"5","2000","35-65 y.","2","","",""
"5","2000","66 and older","31","0.0124039854855135","0.00880841598210996","0.0159995549889171"
"1","2001","16-34 y.","2382","0.343883754061717","0.33215440147292","0.355613106650515"
"1","2001","35-65 y.","6761","0.519124390603284","0.510301110162652","0.527947671043916"
"1","2001","66 and older","1877","0.512698772333284","0.49600773342917","0.529389811237397"
"2","2001","16-34 y.","3741","0.625892010119286","0.613943162798342","0.63784085744023"
"2","2001","35-65 y.","5434","0.466350545130521","0.457540821780074","0.475160268480968"
"2","2001","66 and older","1501","0.45953008354597","0.44288844003128","0.47617172706066"
"3","2001","16-34 y.","174","0.0301229341902683","0.0259022311445898","0.0343436372359468"
"3","2001","35-65 y.","119","0.0140401965839206","0.0119624422817505","0.0161179508860908"
"3","2001","66 and older","36","0.0132045549757573","0.00939276529062442","0.0170163446608902"
"4","2001","16-34 y.","","","",""
"4","2001","35-65 y.","","","",""
"4","2001","66 and older","1","","",""
"5","2001","16-34 y.","3","","",""
"5","2001","35-65 y.","4","","",""
"5","2001","66 and older","30","0.0136115733171197","0.00974228024909002","0.0174808663851494"
"1","2002","16-34 y.","2506","0.337785209222777","0.325999305584181","0.349571112861374"
"1","2002","35-65 y.","7791","0.524802779334075","0.516325274903151","0.533280283764999"
"1","2002","66 and older","1991","0.518409230066998","0.502179429186521","0.534639030947476"
"2","2002","16-34 y.","3506","0.633831023881104","0.621825789250712","0.645836258511496"
"2","2002","35-65 y.","5401","0.459557769280837","0.451097626130541","0.468017912431133"
"2","2002","66 and older","1578","0.456773999659883","0.440593992356533","0.472954006963234"
"3","2002","16-34 y.","171","0.0279588160018945","0.0238506796087734","0.0320669523950156"
"3","2002","35-65 y.","137","0.0154304505707332","0.0133380466742813","0.017522854467185"
"3","2002","66 and older","42","0.0119113564424172","0.00838751534795682","0.0154351975368777"
"4","2002","16-34 y.","","","",""
"4","2002","35-65 y.","","","",""
"4","2002","66 and older","1","","",""
"5","2002","16-34 y.","3","","",""
"5","2002","35-65 y.","1","","",""
"5","2002","66 and older","29","","",""
"1","2003","16-34 y.","2420","0.339724431638795","0.327625027965458","0.351823835312132"
"1","2003","35-65 y.","7445","0.516937268876074","0.508248719684753","0.525625818067395"
"1","2003","66 and older","2043","0.525296615015519","0.509215133072639","0.541378096958399"
"2","2003","16-34 y.","3279","0.622302154931813","0.609916731235465","0.634687578628162"
"2","2003","35-65 y.","5099","0.465602249706238","0.45692930811327","0.474275191299207"
"2","2003","66 and older","1577","0.442800660396079","0.426804268754133","0.458797052038024"
"3","2003","16-34 y.","186","0.0379568389615653","0.0330750358585573","0.0428386420645733"
"3","2003","35-65 y.","162","0.0173475700184661","0.0150774654283863","0.0196176746085459"
"3","2003","66 and older","52","0.0189617570922931","0.0145694281190063","0.0233540860655798"
"4","2003","16-34 y.","","","",""
"4","2003","35-65 y.","","","",""
"4","2003","66 and older","1","","",""
"5","2003","16-34 y.","1","","",""
"5","2003","35-65 y.","1","","",""
"5","2003","66 and older","31","0.0120815716825349","0.00856325552431043","0.0155998878407593"
"1","2004","16-34 y.","2323","0.334565804002584","0.322258271638958","0.34687333636621"
"1","2004","35-65 y.","7197","0.510648770641401","0.501803781647103","0.519493759635699"
"1","2004","66 and older","2127","0.520526289354193","0.504677695161705","0.53637488354668"
"2","2004","16-34 y.","3151","0.629554834067576","0.616958145230098","0.642151522905054"
"2","2004","35-65 y.","4925","0.471691833661808","0.462859028507525","0.480524638816091"
"2","2004","66 and older","1607","0.448946987388203","0.433167923581103","0.464726051195302"
"3","2004","16-34 y.","171","0.0358612408502827","0.0310110360002609","0.0407114457003045"
"3","2004","35-65 y.","145","0.0174930922600045","0.0151734185031671","0.0198127660168419"
"3","2004","66 and older","47","0.0153101583393707","0.0114149868657273","0.0192053298130141"
"4","2004","16-34 y.","1","","",""
"4","2004","35-65 y.","","","",""
"4","2004","66 and older","2","","",""
"5","2004","16-34 y.","","","",""
"5","2004","35-65 y.","3","","",""
"5","2004","66 and older","34","0.0141418956893387","0.0103960659675657","0.0178877254111117"
"1","2005","16-34 y.","2174","0.326358486332242","0.313787286126798","0.338929686537686"
"1","2005","35-65 y.","6818","0.499790364346222","0.490710227867935","0.50887050082451"
"1","2005","66 and older","2137","0.513870490162151","0.498018781072325","0.529722199251977"
"2","2005","16-34 y.","2986","0.630512491036725","0.617571677063004","0.643453305010447"
"2","2005","35-65 y.","4681","0.4813387603089","0.472264949404308","0.490412571213492"
"2","2005","66 and older","1585","0.451392321232298","0.435609621782876","0.467175020681721"
"3","2005","16-34 y.","184","0.0431290226310329","0.0376824115450997","0.0485756337169661"
"3","2005","35-65 y.","145","0.0185810598633793","0.0161286962211712","0.0210334235055875"
"3","2005","66 and older","62","0.0197505071969598","0.0153375399776832","0.0241634744162364"
"4","2005","16-34 y.","","","",""
"4","2005","35-65 y.","2","","",""
"4","2005","66 and older","","","",""
"5","2005","16-34 y.","","","",""
"5","2005","35-65 y.","2","","",""
"5","2005","66 and older","35","0.0149866814085909","0.0111332551656863","0.0188401076514956"
"1","2006","16-34 y.","2243","0.322996049552625","0.310579986944825","0.335412112160426"
"1","2006","35-65 y.","7366","0.500969887128278","0.492182859294974","0.509756914961583"
"1","2006","66 and older","2547","0.507453750964348","0.492833663904113","0.522073838024582"
"2","2006","16-34 y.","3026","0.634417081647106","0.621630040323757","0.647204122970454"
"2","2006","35-65 y.","4933","0.48346200485888","0.474679768415415","0.492244241302344"
"2","2006","66 and older","1847","0.464101303090759","0.44951732639601","0.478685279785508"
"3","2006","16-34 y.","180","0.0425868688002691","0.0372254808766567","0.0479482567238814"
"3","2006","35-65 y.","135","0.0151400657335518","0.0129940943313246","0.017286037135779"
"3","2006","66 and older","54","0.0152222497125827","0.0116418068125037","0.0188026926126617"
"4","2006","16-34 y.","","","",""
"4","2006","35-65 y.","2","","",""
"4","2006","66 and older","","","",""
"5","2006","16-34 y.","","","",""
"5","2006","35-65 y.","2","","",""
"5","2006","66 and older","44","0.013222696232311","0.00988230139586138","0.0165630910687607"
"1","2007","16-34 y.","2080","0.332219133488745","0.319255385138855","0.345182881838635"
"1","2007","35-65 y.","6831","0.507697615741839","0.498555946417516","0.516839285066162"
"1","2007","66 and older","2496","0.508914979131477","0.494151928973412","0.523678029289542"
"2","2007","16-34 y.","2807","0.616945956919285","0.60356599515696","0.63032591868161"
"2","2007","35-65 y.","4541","0.477524290533412","0.468390779400087","0.486657801666737"
"2","2007","66 and older","1809","0.460475536936953","0.445756344381991","0.475194729491915"
"3","2007","16-34 y.","182","0.0493784455031121","0.0434153217657765","0.0553415692404478"
"3","2007","35-65 y.","111","0.0139543105969621","0.0118093975624731","0.0160992236314511"
"3","2007","66 and older","56","0.0169159450723295","0.0131077551987445","0.0207241349459144"
"4","2007","16-34 y.","","","",""
"4","2007","35-65 y.","2","","",""
"4","2007","66 and older","","","",""
"5","2007","16-34 y.","2","","",""
"5","2007","35-65 y.","4","","",""
"5","2007","66 and older","44","0.0136935388592407","0.0102616048931049","0.0171254728253766"
"1","2008","16-34 y.","1936","0.348473199749608","0.33475128712175","0.362195112377465"
"1","2008","35-65 y.","6374","0.508312826505222","0.498837635465837","0.517788017544607"
"1","2008","66 and older","2533","0.52959631921624","0.514780943109645","0.544411695322836"
"2","2008","16-34 y.","2550","0.609337162651198","0.595286600555353","0.623387724747043"
"2","2008","35-65 y.","4192","0.474743588885025","0.465279185626219","0.484207992143832"
"2","2008","66 and older","1718","0.434071159256086","0.419359345258413","0.448782973253759"
"3","2008","16-34 y.","145","0.0411688940192051","0.0354472679297151","0.0468905201086951"
"3","2008","35-65 y.","123","0.0159965285072268","0.0136186525891967","0.0183744044252569"
"3","2008","66 and older","66","0.0220876708707663","0.017725227842512","0.0264501138990207"
"4","2008","16-34 y.","","","",""
"4","2008","35-65 y.","2","","",""
"4","2008","66 and older","","","",""
"5","2008","16-34 y.","1","","",""
"5","2008","35-65 y.","3","","",""
"5","2008","66 and older","43","0.0142448506569077","0.0107274784808035","0.0177622228330119"
"1","2009","16-34 y.","1741","0.345991779872183","0.331678601977427","0.360304957766939"
"1","2009","35-65 y.","5964","0.517112398813478","0.507269476362321","0.526955321264634"
"1","2009","66 and older","2436","0.536338820480298","0.521291356498449","0.551386284462148"
"2","2009","16-34 y.","2342","0.609484874123627","0.594805350195471","0.624164398051783"
"2","2009","35-65 y.","3812","0.464710464846913","0.454886333426122","0.474534596267704"
"2","2009","66 and older","1679","0.432667672503848","0.417717737052163","0.447617607955533"
"3","2009","16-34 y.","159","0.0434742093271013","0.0373383447849063","0.0496100738692964"
"3","2009","35-65 y.","119","0.0173908198061284","0.0148159279301479","0.0199657116821089"
"3","2009","66 and older","69","0.0187659746718367","0.014671339703992","0.0228606096396815"
"4","2009","16-34 y.","","","",""
"4","2009","35-65 y.","2","","",""
"4","2009","66 and older","","","",""
"5","2009","16-34 y.","1","","",""
"5","2009","35-65 y.","4","","",""
"5","2009","66 and older","35","0.0122275323440172","0.0089113286641465","0.0155437360238878"
"1","2010","16-34 y.","2468","0.362753173586108","0.351449616299255","0.374056730872961"
"1","2010","35-65 y.","7544","0.519966486851233","0.511509377633362","0.528423596069103"
"1","2010","66 and older","2389","0.541550808388485","0.526254162494248","0.556847454282722"
"2","2010","16-34 y.","4298","0.599626009983759","0.588106636792399","0.61114538317512"
"2","2010","35-65 y.","5715","0.462556885564651","0.454116791046498","0.470996980082804"
"2","2010","66 and older","1595","0.426704806604997","0.411520886107382","0.441888727102611"
"3","2010","16-34 y.","181","0.0364988660924246","0.0320900550069086","0.0409076771779407"
"3","2010","35-65 y.","139","0.0166395934460923","0.0144742529503427","0.0188049339418419"
"3","2010","66 and older","55","0.0184585271730585","0.0143263031975125","0.0225907511486045"
"4","2010","16-34 y.","","","",""
"4","2010","35-65 y.","4","","",""
"4","2010","66 and older","3","","",""
"5","2010","16-34 y.","3","","",""
"5","2010","35-65 y.","4","","",""
"5","2010","66 and older","34","0.0129500504267918","0.00947919680393564","0.016420904049648"
"1","2011","16-34 y.","2672","0.36138039539669","0.350396233260771","0.372364557532609"
"1","2011","35-65 y.","9272","0.533980947099234","0.526359036247629","0.54160285795084"
"1","2011","66 and older","3044","0.547312480504238","0.533799136769651","0.560825824238825"
"2","2011","16-34 y.","4494","0.601347306083037","0.59015232011187","0.612542292054205"
"2","2011","35-65 y.","7040","0.451675888015568","0.44407207772123","0.459279698309906"
"2","2011","66 and older","2066","0.42775394308186","0.414322140415794","0.441185745747927"
"3","2011","16-34 y.","181","0.0364938783118496","0.0322064115509374","0.0407813450727617"
"3","2011","35-65 y.","136","0.0138317119500461","0.012047228057542","0.0156161958425502"
"3","2011","66 and older","51","0.0123620126064019","0.00936223284003758","0.0153617923727662"
"4","2011","16-34 y.","","","",""
"4","2011","35-65 y.","4","","",""
"4","2011","66 and older","3","","",""
"5","2011","16-34 y.","1","","",""
"5","2011","35-65 y.","3","","",""
"5","2011","66 and older","48","0.0122873666707467","0.00929654443370276","0.0152781889077907"
"1","2012","16-34 y.","2528","0.35108082399615","0.339812928504885","0.362348719487415"
"1","2012","35-65 y.","9062","0.535363967792444","0.527664989164491","0.543062946420396"
"1","2012","66 and older","3044","0.5495724303952","0.536129386382226","0.563015474408174"
"2","2012","16-34 y.","4211","0.613557329547962","0.602062194884049","0.625052464211876"
"2","2012","35-65 y.","6912","0.450436785441041","0.442756491267713","0.458117079614369"
"2","2012","66 and older","2119","0.42845007118398","0.415079502899879","0.441820639468082"
"3","2012","16-34 y.","154","0.0353618464558872","0.0310017747031019","0.0397219182086726"
"3","2012","35-65 y.","140","0.0133961501592452","0.0116214969106737","0.0151708034078168"
"3","2012","66 and older","63","0.0136333405771687","0.0105001053319372","0.0167665758224002"
"4","2012","16-34 y.","","","",""
"4","2012","35-65 y.","4","","",""
"4","2012","66 and older","2","","",""
"5","2012","16-34 y.","","","",""
"5","2012","35-65 y.","3","","",""
"5","2012","66 and older","34","0.00823959763258236","0.00579712867145515","0.0106820665937096"
"1","2013","16-34 y.","2753","0.342447530196744","0.332323834241042","0.352571226152445"
"1","2013","35-65 y.","9155","0.539016093011521","0.531686210555752","0.546345975467291"
"1","2013","66 and older","2965","0.570058095595584","0.556484275536947","0.583631915654221"
