"hgowner","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"2","1986","no migration background","East Germany","","","",""
"2","1986","direct migration background","West Germany","2433","0.739312587242276","0.723206309359037","0.755418865125516"
"2","1986","direct migration background","East Germany","","","",""
"2","1986","indirect migration background","West Germany","117","0.736927995670569","0.667834743284367","0.806021248056771"
"2","1986","indirect migration background","East Germany","","","",""
"3","1986","no migration background","West Germany","112","0.0160662498849531","0.0132441761644761","0.0188883236054302"
"3","1986","no migration background","East Germany","","","",""
"3","1986","direct migration background","West Germany","86","0.0289049426046378","0.0227582989772075","0.035051586232068"
"3","1986","direct migration background","East Germany","","","",""
"3","1986","indirect migration background","West Germany","","","",""
"3","1986","indirect migration background","East Germany","","","",""
"4","1986","no migration background","West Germany","1","","",""
"4","1986","no migration background","East Germany","","","",""
"4","1986","direct migration background","West Germany","","","",""
"4","1986","direct migration background","East Germany","","","",""
"4","1986","indirect migration background","West Germany","","","",""
"4","1986","indirect migration background","East Germany","","","",""
"5","1986","no migration background","West Germany","","","",""
"5","1986","no migration background","East Germany","","","",""
"5","1986","direct migration background","West Germany","","","",""
"5","1986","direct migration background","East Germany","","","",""
"5","1986","indirect migration background","West Germany","","","",""
"5","1986","indirect migration background","East Germany","","","",""
"1","1987","no migration background","West Germany","3936","0.492748485101765","0.481427778579213","0.504069191624318"
"1","1987","no migration background","East Germany","","","",""
"1","1987","direct migration background","West Germany","358","0.241835480345407","0.226084516598353","0.257586444092462"
"1","1987","direct migration background","East Germany","","","",""
"1","1987","indirect migration background","West Germany","41","0.273582318450932","0.207907531289914","0.339257105611949"
"1","1987","indirect migration background","East Germany","","","",""
"2","1987","no migration background","West Germany","3415","0.4865953824884","0.475277554645069","0.497913210331731"
"2","1987","no migration background","East Germany","","","",""
"2","1987","direct migration background","West Germany","2412","0.728775021981151","0.712420909678295","0.745129134284007"
"2","1987","direct migration background","East Germany","","","",""
"2","1987","indirect migration background","West Germany","134","0.72057717080124","0.654472423401238","0.786681918201242"
"2","1987","indirect migration background","East Germany","","","",""
"3","1987","no migration background","West Germany","138","0.02013420902615","0.0169536768677228","0.0233147411845772"
"3","1987","no migration background","East Germany","","","",""
"3","1987","direct migration background","West Germany","67","0.0273576796413958","0.0213572602534238","0.0333580990293679"
"3","1987","direct migration background","East Germany","","","",""
"3","1987","indirect migration background","West Germany","2","","",""
"3","1987","indirect migration background","East Germany","","","",""
"4","1987","no migration background","West Germany","3","","",""
"4","1987","no migration background","East Germany","","","",""
"4","1987","direct migration background","West Germany","2","","",""
"4","1987","direct migration background","East Germany","","","",""
"4","1987","indirect migration background","West Germany","","","",""
"4","1987","indirect migration background","East Germany","","","",""
"5","1987","no migration background","West Germany","","","",""
"5","1987","no migration background","East Germany","","","",""
"5","1987","direct migration background","West Germany","","","",""
"5","1987","direct migration background","East Germany","","","",""
"5","1987","indirect migration background","West Germany","","","",""
"5","1987","indirect migration background","East Germany","","","",""
"1","1988","no migration background","West Germany","3706","0.491508184581402","0.479884525868185","0.503131843294619"
"1","1988","no migration background","East Germany","","","",""
"1","1988","direct migration background","West Germany","351","0.251794364258554","0.235392038186161","0.268196690330947"
"1","1988","direct migration background","East Germany","","","",""
"1","1988","indirect migration background","West Germany","45","0.247502382477601","0.190987043295966","0.304017721659235"
"1","1988","indirect migration background","East Germany","","","",""
"2","1988","no migration background","West Germany","3249","0.484670207649293","0.473050337438895","0.49629007785969"
"2","1988","no migration background","East Germany","","","",""
"2","1988","direct migration background","West Germany","2293","0.720221597209471","0.703258228007105","0.737184966411837"
"2","1988","direct migration background","East Germany","","","",""
"2","1988","indirect migration background","West Germany","178","0.748033067533234","0.691179692052665","0.804886443013802"
"2","1988","indirect migration background","East Germany","","","",""
"3","1988","no migration background","West Germany","148","0.0233473561273172","0.0198364080372323","0.0268583042174022"
"3","1988","no migration background","East Germany","","","",""
"3","1988","direct migration background","West Germany","46","0.0279840385319752","0.0217515161851695","0.0342165608787809"
"3","1988","direct migration background","East Germany","","","",""
"3","1988","indirect migration background","West Germany","1","","",""
"3","1988","indirect migration background","East Germany","","","",""
"4","1988","no migration background","West Germany","3","","",""
"4","1988","no migration background","East Germany","","","",""
"4","1988","direct migration background","West Germany","","","",""
"4","1988","direct migration background","East Germany","","","",""
"4","1988","indirect migration background","West Germany","","","",""
"4","1988","indirect migration background","East Germany","","","",""
"5","1988","no migration background","West Germany","","","",""
"5","1988","no migration background","East Germany","","","",""
"5","1988","direct migration background","West Germany","","","",""
"5","1988","direct migration background","East Germany","","","",""
"5","1988","indirect migration background","West Germany","","","",""
"5","1988","indirect migration background","East Germany","","","",""
"1","1989","no migration background","West Germany","3601","0.49998502997826","0.488134069578228","0.511835990378293"
"1","1989","no migration background","East Germany","","","",""
"1","1989","direct migration background","West Germany","358","0.254368659858583","0.237647947988453","0.271089371728713"
"1","1989","direct migration background","East Germany","","","",""
"1","1989","indirect migration background","West Germany","50","0.225373113658094","0.174585389426263","0.276160837889925"
"1","1989","indirect migration background","East Germany","","","",""
"2","1989","no migration background","West Germany","3093","0.475676552753283","0.463839623423509","0.487513482083057"
"2","1989","no migration background","East Germany","","","",""
"2","1989","direct migration background","West Germany","2199","0.719144406673248","0.701889584910351","0.736399228436145"
"2","1989","direct migration background","East Germany","","","",""
"2","1989","indirect migration background","West Germany","209","0.77247558481355","0.721516948048669","0.823434221578432"
"2","1989","indirect migration background","East Germany","","","",""
"3","1989","no migration background","West Germany","131","0.022403534387056","0.0188958410060955","0.0259112277680165"
"3","1989","no migration background","East Germany","","","",""
"3","1989","direct migration background","West Germany","48","0.0229936567752265","0.0172390772094335","0.0287482363410194"
"3","1989","direct migration background","East Germany","","","",""
"3","1989","indirect migration background","West Germany","1","","",""
"3","1989","indirect migration background","East Germany","","","",""
"4","1989","no migration background","West Germany","13","","",""
"4","1989","no migration background","East Germany","","","",""
"4","1989","direct migration background","West Germany","1","","",""
"4","1989","direct migration background","East Germany","","","",""
"4","1989","indirect migration background","West Germany","","","",""
"4","1989","indirect migration background","East Germany","","","",""
"5","1989","no migration background","West Germany","","","",""
"5","1989","no migration background","East Germany","","","",""
"5","1989","direct migration background","West Germany","","","",""
"5","1989","direct migration background","East Germany","","","",""
"5","1989","indirect migration background","West Germany","","","",""
"5","1989","indirect migration background","East Germany","","","",""
"1","1990","no migration background","West Germany","3523","0.495477320132374","0.483477631717725","0.507477008547022"
"1","1990","no migration background","East Germany","1398","0.302374547361415","0.288634064060371","0.31611503066246"
"1","1990","direct migration background","West Germany","396","0.253131300823303","0.236258471377833","0.270004130268773"
"1","1990","direct migration background","East Germany","37","0.276437850660185","0.203390659847319","0.349485041473051"
"1","1990","indirect migration background","West Germany","52","0.197617296460006","0.152253907551361","0.242980685368652"
"1","1990","indirect migration background","East Germany","","","",""
"2","1990","no migration background","West Germany","2998","0.478596641455895","0.466607461808466","0.490585821103323"
"2","1990","no migration background","East Germany","2738","0.661169635374455","0.647009550841964","0.675329719906945"
"2","1990","direct migration background","West Germany","2094","0.71343888556238","0.695892814709169","0.730984956415591"
"2","1990","direct migration background","East Germany","104","0.705385090723033","0.630927780461372","0.779842400984695"
"2","1990","indirect migration background","West Germany","241","0.788758757913437","0.742257608389103","0.835259907437771"
"2","1990","indirect migration background","East Germany","2","","",""
"3","1990","no migration background","West Germany","145","0.0250842085079299","0.0213310104243521","0.0288374065915077"
"3","1990","no migration background","East Germany","150","0.0351975222516031","0.0296844525217015","0.0407105919815046"
"3","1990","direct migration background","West Germany","59","0.0331206937173618","0.0261763900050792","0.0400649974296444"
"3","1990","direct migration background","East Germany","3","","",""
"3","1990","indirect migration background","West Germany","3","","",""
"3","1990","indirect migration background","East Germany","","","",""
"4","1990","no migration background","West Germany","3","","",""
"4","1990","no migration background","East Germany","6","","",""
"4","1990","direct migration background","West Germany","2","","",""
"4","1990","direct migration background","East Germany","","","",""
"4","1990","indirect migration background","West Germany","","","",""
"4","1990","indirect migration background","East Germany","","","",""
"5","1990","no migration background","West Germany","","","",""
"5","1990","no migration background","East Germany","","","",""
"5","1990","direct migration background","West Germany","","","",""
"5","1990","direct migration background","East Germany","","","",""
"5","1990","indirect migration background","West Germany","","","",""
"5","1990","indirect migration background","East Germany","","","",""
"1","1991","no migration background","West Germany","3460","0.493068785034377","0.481056241777762","0.505081328290993"
"1","1991","no migration background","East Germany","1333","0.300267226303668","0.286094180236069","0.314440272371266"
"1","1991","direct migration background","West Germany","416","0.265238801394956","0.247933876370813","0.2825437264191"
"1","1991","direct migration background","East Germany","36","0.253562974881483","0.182007408321597","0.325118541441369"
"1","1991","indirect migration background","West Germany","61","0.223619396529217","0.179904701645424","0.26733409141301"
"1","1991","indirect migration background","East Germany","","","",""
"2","1991","no migration background","West Germany","3039","0.479136444519177","0.467133210281337","0.491139678757017"
"2","1991","no migration background","East Germany","2484","0.644542680095654","0.629742646673639","0.659342713517669"
"2","1991","direct migration background","West Germany","2019","0.702894781573813","0.684981366621246","0.72080819652638"
"2","1991","direct migration background","East Germany","101","0.70853975480955","0.633795865421601","0.783283644197499"
"2","1991","indirect migration background","West Germany","284","0.76054409105843","0.715771693134897","0.805316488981963"
"2","1991","indirect migration background","East Germany","3","","",""
"3","1991","no migration background","West Germany","143","0.0254566090470769","0.0216721173262508","0.029241100767903"
"3","1991","no migration background","East Germany","196","0.0534653508941249","0.0465095427652234","0.0604211590230265"
"3","1991","direct migration background","West Germany","60","0.0287476271287464","0.022197569293623","0.0352976849638698"
"3","1991","direct migration background","East Germany","4","","",""
"3","1991","indirect migration background","West Germany","4","","",""
"3","1991","indirect migration background","East Germany","","","",""
"4","1991","no migration background","West Germany","12","","",""
"4","1991","no migration background","East Germany","5","","",""
"4","1991","direct migration background","West Germany","5","","",""
"4","1991","direct migration background","East Germany","1","","",""
"4","1991","indirect migration background","West Germany","","","",""
"4","1991","indirect migration background","East Germany","","","",""
"5","1991","no migration background","West Germany","","","",""
"5","1991","no migration background","East Germany","","","",""
"5","1991","direct migration background","West Germany","","","",""
"5","1991","direct migration background","East Germany","","","",""
"5","1991","indirect migration background","West Germany","","","",""
"5","1991","indirect migration background","East Germany","","","",""
"1","1992","no migration background","West Germany","3377","0.497630060815694","0.485541782808292","0.509718338823096"
"1","1992","no migration background","East Germany","1245","0.293771693298014","0.279359511722023","0.308183874874006"
"1","1992","direct migration background","West Germany","458","0.274154688558987","0.256400039342225","0.291909337775749"
"1","1992","direct migration background","East Germany","36","0.244797336683204","0.175053350790421","0.314541322575987"
"1","1992","indirect migration background","West Germany","77","0.241942039769498","0.200025755223127","0.283858324315869"
"1","1992","indirect migration background","East Germany","1","","",""
"2","1992","no migration background","West Germany","3042","0.473404231099033","0.461332930526872","0.485475531671194"
"2","1992","no migration background","East Germany","2478","0.676701678772518","0.66190199134484","0.691501366200195"
"2","1992","direct migration background","West Germany","1900","0.691855155637183","0.673478043589882","0.710232267684483"
"2","1992","direct migration background","East Germany","107","0.740061919489589","0.668917531816756","0.811206307162421"
"2","1992","indirect migration background","West Germany","320","0.739369687023081","0.696404254499802","0.782335119546359"
"2","1992","indirect migration background","East Germany","9","","",""
"3","1992","no migration background","West Germany","149","0.0279036387677732","0.0239217933779458","0.0318854841576005"
"3","1992","no migration background","East Germany","111","0.0276390716793319","0.0224519352909095","0.0328262080677543"
"3","1992","direct migration background","West Germany","66","0.0326134475184508","0.0255439166115824","0.0396829784253192"
"3","1992","direct migration background","East Germany","3","","",""
"3","1992","indirect migration background","West Germany","4","","",""
"3","1992","indirect migration background","East Germany","","","",""
"4","1992","no migration background","West Germany","4","","",""
"4","1992","no migration background","East Germany","3","","",""
"4","1992","direct migration background","West Germany","1","","",""
"4","1992","direct migration background","East Germany","","","",""
"4","1992","indirect migration background","West Germany","","","",""
"4","1992","indirect migration background","East Germany","","","",""
"5","1992","no migration background","West Germany","","","",""
"5","1992","no migration background","East Germany","","","",""
"5","1992","direct migration background","West Germany","","","",""
"5","1992","direct migration background","East Germany","","","",""
"5","1992","indirect migration background","West Germany","","","",""
"5","1992","indirect migration background","East Germany","","","",""
"1","1993","no migration background","West Germany","3319","0.501338989643238","0.489195057212663","0.513482922073812"
"1","1993","no migration background","East Germany","1224","0.309719271804991","0.294800540333209","0.324638003276774"
"1","1993","direct migration background","West Germany","457","0.282007056743887","0.263860333315306","0.300153780172468"
"1","1993","direct migration background","East Germany","34","0.250283190551321","0.177481225422111","0.323085155680531"
"1","1993","indirect migration background","West Germany","92","0.276331438608438","0.23555473587419","0.317108141342687"
"1","1993","indirect migration background","East Germany","3","","",""
"2","1993","no migration background","West Germany","3016","0.46823780624413","0.456118357620308","0.480357254867953"
"2","1993","no migration background","East Germany","2377","0.666762281984194","0.651553392784075","0.681971171184312"
"2","1993","direct migration background","West Germany","1832","0.673032085587548","0.654113938515308","0.691950232659787"
"2","1993","direct migration background","East Germany","99","0.729240241115718","0.654559948806604","0.803920533424832"
"2","1993","indirect migration background","West Germany","358","0.688067274285086","0.645822497025876","0.730312051544296"
"2","1993","indirect migration background","East Germany","11","","",""
"3","1993","no migration background","West Germany","177","0.0304232041126323","0.0262517787503183","0.0345946294749462"
"3","1993","no migration background","East Germany","89","0.0235184462108149","0.018628869739671","0.0284080226819589"
"3","1993","direct migration background","West Germany","73","0.0449608576685652","0.0366041343437017","0.0533175809934286"
"3","1993","direct migration background","East Germany","3","","",""
"3","1993","indirect migration background","West Germany","12","","",""
"3","1993","indirect migration background","East Germany","","","",""
"4","1993","no migration background","West Germany","","","",""
"4","1993","no migration background","East Germany","","","",""
"4","1993","direct migration background","West Germany","","","",""
"4","1993","direct migration background","East Germany","","","",""
"4","1993","indirect migration background","West Germany","","","",""
"4","1993","indirect migration background","East Germany","","","",""
"5","1993","no migration background","West Germany","","","",""
"5","1993","no migration background","East Germany","","","",""
"5","1993","direct migration background","West Germany","","","",""
"5","1993","direct migration background","East Germany","","","",""
"5","1993","indirect migration background","West Germany","","","",""
"5","1993","indirect migration background","East Germany","","","",""
"1","1994","no migration background","West Germany","3301","0.505550894257742","0.493341869620239","0.517759918895246"
"1","1994","no migration background","East Germany","1248","0.309644763666011","0.294602167774548","0.324687359557474"
"1","1994","direct migration background","West Germany","435","0.285196109376159","0.26645228057544","0.303939938176878"
"1","1994","direct migration background","East Germany","37","0.245590846100491","0.175042045508036","0.316139646692947"
"1","1994","indirect migration background","West Germany","89","0.259912292833459","0.220676495926435","0.299148089740483"
"1","1994","indirect migration background","East Germany","4","","",""
"2","1994","no migration background","West Germany","2988","0.465981625758322","0.453800140974983","0.478163110541662"
"2","1994","no migration background","East Germany","2275","0.661358899222472","0.645961653474476","0.676756144970468"
"2","1994","direct migration background","West Germany","1727","0.680644975263775","0.661290105425254","0.699999845102296"
"2","1994","direct migration background","East Germany","105","0.749270439167392","0.678230571842848","0.820310306491937"
"2","1994","indirect migration background","West Germany","382","0.71402523448067","0.673600413169856","0.754450055791484"
"2","1994","indirect migration background","East Germany","12","","",""
"3","1994","no migration background","West Germany","153","0.0284674799839353","0.0244064058837274","0.0325285540841432"
"3","1994","no migration background","East Germany","106","0.0289963371115169","0.0235370415015452","0.0344556327214887"
"3","1994","direct migration background","West Germany","67","0.0341589153600655","0.0266184537963779","0.0416993769237531"
"3","1994","direct migration background","East Germany","1","","",""
"3","1994","indirect migration background","West Germany","9","","",""
"3","1994","indirect migration background","East Germany","","","",""
"4","1994","no migration background","West Germany","","","",""
"4","1994","no migration background","East Germany","","","",""
"4","1994","direct migration background","West Germany","","","",""
"4","1994","direct migration background","East Germany","","","",""
"4","1994","indirect migration background","West Germany","","","",""
"4","1994","indirect migration background","East Germany","","","",""
"5","1994","no migration background","West Germany","","","",""
"5","1994","no migration background","East Germany","","","",""
"5","1994","direct migration background","West Germany","","","",""
"5","1994","direct migration background","East Germany","","","",""
"5","1994","indirect migration background","West Germany","","","",""
"5","1994","indirect migration background","East Germany","","","",""
"1","1995","no migration background","West Germany","3308","0.517090173807931","0.504939291303671","0.529241056312191"
"1","1995","no migration background","East Germany","1254","0.326149216880225","0.310719116046376","0.341579317714074"
"1","1995","direct migration background","West Germany","485","0.263719840391433","0.247008776562877","0.280430904219988"
"1","1995","direct migration background","East Germany","38","0.267900369625438","0.195314543762268","0.340486195488607"
"1","1995","indirect migration background","West Germany","98","0.314225252823853","0.273413881950686","0.355036623697021"
"1","1995","indirect migration background","East Germany","5","","",""
"2","1995","no migration background","West Germany","3036","0.453105985821022","0.441001589290395","0.46521038235165"
"2","1995","no migration background","East Germany","2173","0.640337060147769","0.624541650661705","0.656132469633832"
"2","1995","direct migration background","West Germany","2097","0.689419277372236","0.671870773070302","0.706967781674171"
"2","1995","direct migration background","East Germany","99","0.693389984882708","0.617817792262773","0.768962177502644"
"2","1995","indirect migration background","West Germany","384","0.618755498192125","0.576055168648209","0.661455827736041"
"2","1995","indirect migration background","East Germany","11","","",""
"3","1995","no migration background","West Germany","153","0.0298038403710473","0.0256690114282417","0.033938669313853"
"3","1995","no migration background","East Germany","119","0.0335137229720066","0.027590093174715","0.0394373527692983"
"3","1995","direct migration background","West Germany","89","0.046860882236331","0.038846048376824","0.0548757160958381"
"3","1995","direct migration background","East Germany","6","","",""
"3","1995","indirect migration background","West Germany","15","","",""
"3","1995","indirect migration background","East Germany","","","",""
"4","1995","no migration background","West Germany","","","",""
"4","1995","no migration background","East Germany","","","",""
"4","1995","direct migration background","West Germany","","","",""
"4","1995","direct migration background","East Germany","","","",""
"4","1995","indirect migration background","West Germany","","","",""
"4","1995","indirect migration background","East Germany","","","",""
"5","1995","no migration background","West Germany","","","",""
"5","1995","no migration background","East Germany","","","",""
"5","1995","direct migration background","West Germany","","","",""
"5","1995","direct migration background","East Germany","","","",""
"5","1995","indirect migration background","West Germany","","","",""
"5","1995","indirect migration background","East Germany","","","",""
"1","1996","no migration background","West Germany","3305","0.521102677235827","0.508882895922879","0.533322458548775"
"1","1996","no migration background","East Germany","1305","0.326312298366768","0.310856216384042","0.341768380349493"
"1","1996","direct migration background","West Germany","465","0.257075660109622","0.239875795673205","0.274275524546038"
"1","1996","direct migration background","East Germany","37","0.25840584038673","0.186150018105629","0.33066166266783"
"1","1996","indirect migration background","West Germany","104","0.28159916733741","0.24327088547077","0.319927449204051"
"1","1996","indirect migration background","East Germany","5","","",""
"2","1996","no migration background","West Germany","2954","0.451304635492655","0.439132098032101","0.46347717295321"
"2","1996","no migration background","East Germany","2133","0.641152386717112","0.625340305199947","0.656964468234277"
"2","1996","direct migration background","West Germany","1913","0.697952452472576","0.679881841920223","0.71602306302493"
"2","1996","direct migration background","East Germany","101","0.724341386697386","0.650585622301581","0.798097151093192"
"2","1996","indirect migration background","West Germany","403","0.668613923193888","0.628501851593739","0.708725994794038"
"2","1996","indirect migration background","East Germany","12","","",""
"3","1996","no migration background","West Germany","161","0.0275926872715175","0.0235858501886701","0.031599524354365"
"3","1996","no migration background","East Germany","97","0.0325353149161197","0.0266867616466706","0.0383838681855689"
"3","1996","direct migration background","West Germany","102","0.0449718874178021","0.0368154429081718","0.0531283319274323"
"3","1996","direct migration background","East Germany","3","","",""
"3","1996","indirect migration background","West Germany","22","","",""
"3","1996","indirect migration background","East Germany","3","","",""
"4","1996","no migration background","West Germany","","","",""
"4","1996","no migration background","East Germany","","","",""
"4","1996","direct migration background","West Germany","","","",""
"4","1996","direct migration background","East Germany","","","",""
"4","1996","indirect migration background","West Germany","","","",""
"4","1996","indirect migration background","East Germany","","","",""
"5","1996","no migration background","West Germany","","","",""
"5","1996","no migration background","East Germany","","","",""
"5","1996","direct migration background","West Germany","","","",""
"5","1996","direct migration background","East Germany","","","",""
"5","1996","indirect migration background","West Germany","","","",""
"5","1996","indirect migration background","East Germany","","","",""
"1","1997","no migration background","West Germany","3336","0.527408376232755","0.515129925949399","0.539686826516111"
"1","1997","no migration background","East Germany","1339","0.340802380579551","0.32509298774713","0.356511773411971"
"1","1997","direct migration background","West Germany","485","0.259058150896409","0.241382200155565","0.276734101637252"
"1","1997","direct migration background","East Germany","37","0.263162656769385","0.188042052886561","0.338283260652209"
"1","1997","indirect migration background","West Germany","122","0.305932731331205","0.267526713479295","0.344338749183115"
"1","1997","indirect migration background","East Germany","10","","",""
"2","1997","no migration background","West Germany","2886","0.44687415058264","0.434646820708194","0.459101480457085"
"2","1997","no migration background","East Germany","2041","0.62076321658303","0.604682015241986","0.636844417924074"
"2","1997","direct migration background","West Germany","1798","0.704193527570532","0.6857797903865","0.722607264754565"
"2","1997","direct migration background","East Germany","89","0.694882640476054","0.616331894236093","0.773433386716015"
"2","1997","indirect migration background","West Germany","416","0.662016624788926","0.622591993301342","0.70144125627651"
"2","1997","indirect migration background","East Germany","11","","",""
"3","1997","no migration background","West Germany","129","0.0257174731846058","0.0218244800360268","0.0296104663331848"
"3","1997","no migration background","East Germany","117","0.0384344028374193","0.0320627837864651","0.0448060218883736"
"3","1997","direct migration background","West Germany","77","0.036748321533059","0.0291576407064783","0.0443390023596397"
"3","1997","direct migration background","East Germany","6","","",""
"3","1997","indirect migration background","West Germany","15","","",""
"3","1997","indirect migration background","East Germany","1","","",""
"4","1997","no migration background","West Germany","","","",""
"4","1997","no migration background","East Germany","","","",""
"4","1997","direct migration background","West Germany","","","",""
"4","1997","direct migration background","East Germany","","","",""
"4","1997","indirect migration background","West Germany","","","",""
"4","1997","indirect migration background","East Germany","","","",""
"5","1997","no migration background","West Germany","","","",""
"5","1997","no migration background","East Germany","","","",""
"5","1997","direct migration background","West Germany","","","",""
"5","1997","direct migration background","East Germany","","","",""
"5","1997","indirect migration background","West Germany","","","",""
"5","1997","indirect migration background","East Germany","","","",""
"1","1998","no migration background","West Germany","4005","0.532201643686762","0.520955666296864","0.54344762107666"
"1","1998","no migration background","East Germany","1509","0.365315654469203","0.349883543957721","0.380747764980684"
"1","1998","direct migration background","West Germany","522","0.268342006057653","0.250241370535753","0.286442641579553"
"1","1998","direct migration background","East Germany","36","0.286307193859391","0.205090295466333","0.36752409225245"
"1","1998","indirect migration background","West Germany","140","0.328765550758937","0.29046857828524","0.367062523232634"
"1","1998","indirect migration background","East Germany","10","","",""
"2","1998","no migration background","West Germany","3375","0.437012110709282","0.42583251709122","0.448191704327344"
"2","1998","no migration background","East Germany","2106","0.596473894256062","0.580750589636713","0.612197198875411"
"2","1998","direct migration background","West Germany","1682","0.68301012500986","0.664002331843446","0.702017918176274"
"2","1998","direct migration background","East Germany","78","0.664844302224649","0.580032188037629","0.74965641641167"
"2","1998","indirect migration background","West Germany","413","0.621573701988492","0.58203511521398","0.661112288763005"
"2","1998","indirect migration background","East Germany","14","","",""
"3","1998","no migration background","West Germany","174","0.0289011028342921","0.025125218409555","0.0326769872590292"
"3","1998","no migration background","East Germany","119","0.03445150255394","0.0286062481201393","0.0402967569877407"
"3","1998","direct migration background","West Germany","95","0.0435633178706333","0.0352248930399573","0.0519017427013093"
"3","1998","direct migration background","East Germany","4","","",""
"3","1998","indirect migration background","West Germany","24","","",""
"3","1998","indirect migration background","East Germany","2","","",""
"4","1998","no migration background","West Germany","8","","",""
"4","1998","no migration background","East Germany","6","","",""
"4","1998","direct migration background","West Germany","3","","",""
"4","1998","direct migration background","East Germany","1","","",""
"4","1998","indirect migration background","West Germany","1","","",""
"4","1998","indirect migration background","East Germany","","","",""
"5","1998","no migration background","West Germany","","","",""
"5","1998","no migration background","East Germany","","","",""
"5","1998","direct migration background","West Germany","","","",""
"5","1998","direct migration background","East Germany","","","",""
"5","1998","indirect migration background","West Germany","","","",""
"5","1998","indirect migration background","East Germany","","","",""
"1","1999","no migration background","West Germany","3870","0.531074589671253","0.519597028570756","0.542552150771749"
"1","1999","no migration background","East Germany","1516","0.36760789814512","0.35201088154917","0.383204914741071"
"1","1999","direct migration background","West Germany","526","0.294446827057246","0.275012627562865","0.313881026551626"
