"hgowner","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"2","2013","direct migration background","West Germany","4165","0.669372719033669","0.657459255858746","0.681286182208591"
"2","2013","direct migration background","East Germany","358","0.746166565234136","0.705455905850604","0.786877224617668"
"2","2013","indirect migration background","West Germany","1386","0.66180072525719","0.641695251948238","0.681906198566142"
"2","2013","indirect migration background","East Germany","80","0.789028067741945","0.712783252752646","0.865272882731244"
"3","2013","no migration background","West Germany","181","0.0148041154595001","0.0129865063224904","0.0166217245965098"
"3","2013","no migration background","East Germany","106","0.026831514486876","0.0226332440583483","0.0310297849154038"
"3","2013","direct migration background","West Germany","59","0.0100691807525032","0.00754084834757282","0.0125975131574335"
"3","2013","direct migration background","East Germany","7","","",""
"3","2013","indirect migration background","West Germany","35","0.0237965835874676","0.0173193163834995","0.0302738507914357"
"3","2013","indirect migration background","East Germany","1","","",""
"4","2013","no migration background","West Germany","","","",""
"4","2013","no migration background","East Germany","3","","",""
"4","2013","direct migration background","West Germany","","","",""
"4","2013","direct migration background","East Germany","","","",""
"4","2013","indirect migration background","West Germany","","","",""
"4","2013","indirect migration background","East Germany","","","",""
"5","2013","no migration background","West Germany","31","0.00315587681296447","0.00231172293749892","0.00400003068843001"
"5","2013","no migration background","East Germany","13","","",""
"5","2013","direct migration background","West Germany","","","",""
"5","2013","direct migration background","East Germany","","","",""
"5","2013","indirect migration background","West Germany","","","",""
"5","2013","indirect migration background","East Germany","1","","",""
"1","2014","no migration background","West Germany","8994","0.566539884652365","0.558722843671874","0.574356925632856"
"1","2014","no migration background","East Germany","2270","0.410434685907339","0.397106816949946","0.423762554864733"
"1","2014","direct migration background","West Germany","1542","0.328403721022877","0.315157937178545","0.34164950486721"
"1","2014","direct migration background","East Germany","71","0.179190823126261","0.139183478966754","0.219198167285768"
"1","2014","indirect migration background","West Germany","624","0.334910908755127","0.313198183576175","0.356623633934079"
"1","2014","indirect migration background","East Germany","33","0.247772119536637","0.169877399928313","0.325666839144962"
"2","2014","no migration background","West Germany","6234","0.416104631466137","0.408329256127008","0.423880006805267"
"2","2014","no migration background","East Germany","2851","0.555077271826035","0.541612724970299","0.568541818681772"
"2","2014","direct migration background","West Germany","3245","0.658589083049206","0.645214955706669","0.671963210391742"
"2","2014","direct migration background","East Germany","277","0.756467357534887","0.711692478099053","0.801242236970722"
"2","2014","indirect migration background","West Germany","1168","0.645698681455612","0.623694201433596","0.667703161477629"
"2","2014","indirect migration background","East Germany","80","0.689411635837958","0.605920766597738","0.772902505078177"
"3","2014","no migration background","West Germany","180","0.0143527556445265","0.0124765476840365","0.0162289636050166"
"3","2014","no migration background","East Germany","101","0.0309821748632335","0.0262876185061664","0.0356767312203006"
"3","2014","direct migration background","West Germany","41","0.0127800149349423","0.00961196412519424","0.0159480657446903"
"3","2014","direct migration background","East Germany","3","","",""
"3","2014","indirect migration background","West Germany","23","","",""
"3","2014","indirect migration background","East Germany","4","","",""
"4","2014","no migration background","West Germany","","","",""
"4","2014","no migration background","East Germany","3","","",""
"4","2014","direct migration background","West Germany","","","",""
"4","2014","direct migration background","East Germany","","","",""
"4","2014","indirect migration background","West Germany","","","",""
"4","2014","indirect migration background","East Germany","","","",""
"5","2014","no migration background","West Germany","30","0.00300272823697148","0.00213963528203101","0.00386582119191195"
"5","2014","no migration background","East Germany","8","","",""
"5","2014","direct migration background","West Germany","1","","",""
"5","2014","direct migration background","East Germany","2","","",""
"5","2014","indirect migration background","West Germany","","","",""
"5","2014","indirect migration background","East Germany","1","","",""
"1","2015","no migration background","West Germany","8545","0.569061900483719","0.561061787152081","0.577062013815356"
"1","2015","no migration background","East Germany","2168","0.414276216454892","0.400605971434497","0.427946461475286"
"1","2015","direct migration background","West Germany","1529","0.325364576573951","0.313051904769739","0.337677248378162"
"1","2015","direct migration background","East Germany","68","0.145485258811271","0.112351345047774","0.178619172574768"
"1","2015","indirect migration background","West Germany","600","0.339526419375511","0.316949262505313","0.36210357624571"
"1","2015","indirect migration background","East Germany","31","0.218553775189942","0.143988642948151","0.293118907431733"
"2","2015","no migration background","West Germany","5971","0.412064558326465","0.404112924179165","0.420016192473765"
"2","2015","no migration background","East Germany","2727","0.564026992945916","0.550265529732514","0.577788456159319"
"2","2015","direct migration background","West Germany","3929","0.654530247492616","0.642033342337123","0.66702715264811"
"2","2015","direct migration background","East Germany","354","0.756338633062076","0.715996863636439","0.796680402487713"
"2","2015","indirect migration background","West Germany","1065","0.636215530974279","0.613278935824214","0.659152126124345"
"2","2015","indirect migration background","East Germany","84","0.752940452219108","0.675120990274107","0.830759914164109"
"3","2015","no migration background","West Germany","171","0.0156524965239692","0.0136472167726916","0.0176577762752467"
"3","2015","no migration background","East Germany","82","0.0179205709219222","0.0142389921556855","0.0216021496881589"
"3","2015","direct migration background","West Germany","100","0.01929955227552","0.0156840020196589","0.0229151025313811"
"3","2015","direct migration background","East Germany","13","","",""
"3","2015","indirect migration background","West Germany","25","","",""
"3","2015","indirect migration background","East Germany","2","","",""
"4","2015","no migration background","West Germany","","","",""
"4","2015","no migration background","East Germany","","","",""
"4","2015","direct migration background","West Germany","","","",""
"4","2015","direct migration background","East Germany","","","",""
"4","2015","indirect migration background","West Germany","","","",""
"4","2015","indirect migration background","East Germany","","","",""
"5","2015","no migration background","West Germany","32","0.00322104466584698","0.00230565344681449","0.00413643588487946"
"5","2015","no migration background","East Germany","11","","",""
"5","2015","direct migration background","West Germany","4","","",""
"5","2015","direct migration background","East Germany","","","",""
"5","2015","indirect migration background","West Germany","","","",""
"5","2015","indirect migration background","East Germany","1","","",""
"1","2016","no migration background","West Germany","7966","0.568262477100925","0.559952231042476","0.576572723159375"
"1","2016","no migration background","East Germany","2091","0.422954083406811","0.408822784267219","0.437085382546403"
"1","2016","direct migration background","West Germany","1347","0.326712575015986","0.313110168115881","0.340314981916091"
"1","2016","direct migration background","East Germany","65","0.138569825135","0.102830591018113","0.174309059251887"
"1","2016","indirect migration background","West Germany","573","0.350058296011928","0.32649407341679","0.373622518607065"
"1","2016","indirect migration background","East Germany","29","","",""
"2","2016","no migration background","West Germany","5492","0.410370935569478","0.402118023196758","0.418623847942198"
"2","2016","no migration background","East Germany","2503","0.543271180838987","0.529022723892584","0.557519637785389"
"2","2016","direct migration background","West Germany","3149","0.656510384950536","0.642737967086078","0.670282802814995"
"2","2016","direct migration background","East Germany","284","0.794967958858731","0.753205453272604","0.836730464444859"
"2","2016","indirect migration background","West Germany","971","0.615123431770935","0.591086025811612","0.639160837730258"
"2","2016","indirect migration background","East Germany","83","0.804911860936526","0.732169856859654","0.877653865013397"
"3","2016","no migration background","West Germany","158","0.0175117044533362","0.0153110219154848","0.0197123869911876"
"3","2016","no migration background","East Germany","90","0.0300318795784729","0.0251498514200683","0.0349139077368776"
"3","2016","direct migration background","West Germany","67","0.0148046509019878","0.0113020323210237","0.0183072694829518"
"3","2016","direct migration background","East Germany","10","","",""
"3","2016","indirect migration background","West Germany","30","0.0348182722171371","0.0257619079818956","0.0438746364523786"
"3","2016","indirect migration background","East Germany","2","","",""
"4","2016","no migration background","West Germany","","","",""
"4","2016","no migration background","East Germany","","","",""
"4","2016","direct migration background","West Germany","","","",""
"4","2016","direct migration background","East Germany","","","",""
"4","2016","indirect migration background","West Germany","","","",""
"4","2016","indirect migration background","East Germany","","","",""
"5","2016","no migration background","West Germany","31","0.00385488287626021","0.00281521076553107","0.00489455498698936"
"5","2016","no migration background","East Germany","11","","",""
"5","2016","direct migration background","West Germany","4","","",""
"5","2016","direct migration background","East Germany","","","",""
"5","2016","indirect migration background","West Germany","","","",""
"5","2016","indirect migration background","East Germany","","","",""
"1","2017","no migration background","West Germany","8956","0.566704676902338","0.558895064370941","0.574514289433735"
"1","2017","no migration background","East Germany","2379","0.424075206344988","0.410684035460862","0.437466377229115"
"1","2017","direct migration background","West Germany","1352","0.322167722911407","0.311329943569819","0.333005502252994"
"1","2017","direct migration background","East Germany","57","0.109268263968693","0.0896858481701196","0.128850679767267"
"1","2017","indirect migration background","West Germany","631","0.353705534703293","0.33113636373543","0.376274705671156"
"1","2017","indirect migration background","East Germany","32","0.205890999201227","0.131988706695515","0.27979329170694"
"2","2017","no migration background","West Germany","6257","0.410114849749306","0.402363174549355","0.417866524949258"
"2","2017","no migration background","East Germany","2716","0.537220942998302","0.52371025269091","0.550731633305693"
"2","2017","direct migration background","West Germany","5093","0.640125294349067","0.628993983171344","0.651256605526789"
"2","2017","direct migration background","East Germany","776","0.79723200400561","0.771994996901332","0.822469011109888"
"2","2017","indirect migration background","West Germany","1063","0.619235595672273","0.59631448871895","0.642156702625596"
"2","2017","indirect migration background","East Germany","79","0.756165002727267","0.677685638310874","0.83464436714366"
"3","2017","no migration background","West Germany","217","0.0191853091798163","0.0170234023656021","0.0213472159940305"
"3","2017","no migration background","East Germany","122","0.0339998724502172","0.0290891944347217","0.0389105504657127"
"3","2017","direct migration background","West Germany","187","0.0218043480655015","0.0184172904429376","0.0251914056880655"
"3","2017","direct migration background","East Germany","33","0.0403080430848053","0.0279625748106363","0.0526535113589743"
"3","2017","indirect migration background","West Germany","30","0.0270588696244343","0.0193997726735909","0.0347179665752776"
"3","2017","indirect migration background","East Germany","4","","",""
"4","2017","no migration background","West Germany","","","",""
"4","2017","no migration background","East Germany","","","",""
"4","2017","direct migration background","West Germany","","","",""
"4","2017","direct migration background","East Germany","","","",""
"4","2017","indirect migration background","West Germany","","","",""
"4","2017","indirect migration background","East Germany","","","",""
"5","2017","no migration background","West Germany","36","0.00399516416854003","0.00300100224276138","0.00498932609431867"
"5","2017","no migration background","East Germany","15","","",""
"5","2017","direct migration background","West Germany","510","0.0159026346740249","0.0130013406483283","0.0188039286997216"
"5","2017","direct migration background","East Germany","109","0.0531916889408916","0.0391053315117535","0.0672780463700297"
"5","2017","indirect migration background","West Germany","","","",""
"5","2017","indirect migration background","East Germany","","","",""
"1","2018","no migration background","West Germany","8449","0.568349283686501","0.560375693179972","0.57632287419303"
"1","2018","no migration background","East Germany","2268","0.433801597430743","0.420252934920925","0.447350259940561"
"1","2018","direct migration background","West Germany","1264","0.324296564938302","0.313985831009109","0.334607298867495"
"1","2018","direct migration background","East Germany","49","0.0944520889647493","0.0761417428607853","0.112762435068713"
"1","2018","indirect migration background","West Germany","614","0.385789149102387","0.362587971227373","0.408990326977401"
"1","2018","indirect migration background","East Germany","32","0.181858412894593","0.11503570990131","0.248681115887876"
"2","2018","no migration background","West Germany","6146","0.411379194340799","0.403457483188441","0.419300905493158"
"2","2018","no migration background","East Germany","2756","0.535711878521892","0.52207779481707","0.549345962226713"
"2","2018","direct migration background","West Germany","5822","0.637180929462316","0.626590421768419","0.647771437156213"
"2","2018","direct migration background","East Germany","826","0.832158351913562","0.808759857739274","0.85555684608785"
"2","2018","indirect migration background","West Germany","1056","0.596008862024068","0.572621105441684","0.619396618606452"
"2","2018","indirect migration background","East Germany","94","0.748330786403749","0.673150329898165","0.823511242909333"
"3","2018","no migration background","West Germany","190","0.016520498956915","0.0144685135269513","0.0185724843868787"
"3","2018","no migration background","East Germany","101","0.0239884899736083","0.0198054168487132","0.0281715630985033"
"3","2018","direct migration background","West Germany","165","0.0174834347873352","0.0145965884877381","0.0203702810869322"
"3","2018","direct migration background","East Germany","18","","",""
"3","2018","indirect migration background","West Germany","21","","",""
"3","2018","indirect migration background","East Germany","2","","",""
"4","2018","no migration background","West Germany","1","","",""
"4","2018","no migration background","East Germany","","","",""
"4","2018","direct migration background","West Germany","","","",""
"4","2018","direct migration background","East Germany","","","",""
"4","2018","indirect migration background","West Germany","","","",""
"4","2018","indirect migration background","East Germany","","","",""
"5","2018","no migration background","West Germany","37","0.00356717166283645","0.00260740412869342","0.00452693919697947"
"5","2018","no migration background","East Germany","15","","",""
"5","2018","direct migration background","West Germany","667","0.0210390708120466","0.0178779848975088","0.0242001567265844"
"5","2018","direct migration background","East Germany","87","0.0513023826728832","0.0374900278601228","0.0651147374856435"
"5","2018","indirect migration background","West Germany","","","",""
"5","2018","indirect migration background","East Germany","","","",""
"1","2019","no migration background","West Germany","9084","0.564101831798985","0.556248631233833","0.571955032364137"
"1","2019","no migration background","East Germany","2534","0.454103115278683","0.440617187775667","0.467589042781699"
"1","2019","direct migration background","West Germany","1265","0.342244657400051","0.331133084161469","0.353356230638634"
"1","2019","direct migration background","East Germany","58","0.127884654877921","0.104814721902476","0.150954587853365"
"1","2019","indirect migration background","West Germany","657","0.397794352029509","0.374113598428057","0.42147510563096"
"1","2019","indirect migration background","East Germany","49","0.265840999081653","0.191318527373286","0.34036347079002"
"2","2019","no migration background","West Germany","5984","0.413606027779017","0.405806584741784","0.421405470816251"
"2","2019","no migration background","East Germany","2581","0.513259933368857","0.499721590700452","0.526798276037261"
"2","2019","direct migration background","West Germany","5088","0.62604353299826","0.614712022298939","0.637375043697581"
"2","2019","direct migration background","East Germany","690","0.799078923929934","0.771399456064303","0.826758391795565"
"2","2019","indirect migration background","West Germany","946","0.575873073804361","0.55196166803733","0.599784479571391"
"2","2019","indirect migration background","East Germany","84","0.719070379473823","0.643253540631201","0.794887218316446"
"3","2019","no migration background","West Germany","209","0.0176543965945263","0.0155687822541634","0.0197400109348893"
"3","2019","no migration background","East Germany","103","0.0273363983925375","0.022919674487798","0.0317531222972771"
"3","2019","direct migration background","West Germany","220","0.0160016921969087","0.0130629928651938","0.0189403915286235"
"3","2019","direct migration background","East Germany","10","","",""
"3","2019","indirect migration background","West Germany","38","0.0263325741661307","0.0185853561277917","0.0340797922044697"
"3","2019","indirect migration background","East Germany","2","","",""
"4","2019","no migration background","West Germany","","","",""
"4","2019","no migration background","East Germany","","","",""
"4","2019","direct migration background","West Germany","","","",""
"4","2019","direct migration background","East Germany","","","",""
"4","2019","indirect migration background","West Germany","","","",""
"4","2019","indirect migration background","East Germany","","","",""
"5","2019","no migration background","West Germany","39","0.0046377438274717","0.00356172622883162","0.00571376142611178"
"5","2019","no migration background","East Germany","18","","",""
"5","2019","direct migration background","West Germany","431","0.0157101174047803","0.0127978835371905","0.01862235127237"
"5","2019","direct migration background","East Germany","47","0.0370358956748683","0.023990218536574","0.0500815728131627"
"5","2019","indirect migration background","West Germany","","","",""
"5","2019","indirect migration background","East Germany","","","",""
