"plh0040","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","1997","secondary school degree","East Germany","1180","0.731954317440415","0.710607814623563","0.753300820257267"
"Big worries","1997","college entrance qualification","West Germany","572","0.425986846351207","0.400102744443142","0.451870948259273"
"Big worries","1997","college entrance qualification","East Germany","312","0.581974689867537","0.539943315345979","0.624006064389095"
"Big worries","1997","Other degree","West Germany","524","0.555874619442249","0.524798014564101","0.586951224320396"
"Big worries","1997","Other degree","East Germany","","","",""
"Big worries","1997","no degree/no degree yet","West Germany","318","0.478255670104372","0.441064451679934","0.515446888528809"
"Big worries","1997","no degree/no degree yet","East Germany","57","0.473554432899172","0.383845374133649","0.563263491664695"
"Some worries","1997","lower secondary degree","West Germany","1323","0.317657881273398","0.303038818726799","0.332276943819998"
"Some worries","1997","lower secondary degree","East Germany","188","0.136759261009239","0.117611959424","0.155906562594477"
"Some worries","1997","secondary school degree","West Germany","772","0.380850338036119","0.358905686649523","0.402794989422715"
"Some worries","1997","secondary school degree","East Germany","453","0.25738240235925","0.236312992003575","0.278451812714924"
"Some worries","1997","college entrance qualification","West Germany","712","0.487748804239216","0.461584229445838","0.513913379032595"
"Some worries","1997","college entrance qualification","East Germany","203","0.389677695075106","0.348119885389802","0.43123550476041"
"Some worries","1997","Other degree","West Germany","403","0.379040981654173","0.348697395914392","0.409384567393953"
"Some worries","1997","Other degree","East Germany","","","",""
"Some worries","1997","no degree/no degree yet","West Germany","315","0.418808599474245","0.382076237205008","0.455540961743482"
"Some worries","1997","no degree/no degree yet","East Germany","56","0.4891383482435","0.399324745409464","0.578951951077536"
"No worries","1997","lower secondary degree","West Germany","98","0.0237089444433568","0.0189316239046624","0.0284862649820511"
"No worries","1997","lower secondary degree","East Germany","","","",""
"No worries","1997","secondary school degree","West Germany","54","0.0213066665171574","0.0147808514463291","0.0278324815879857"
"No worries","1997","secondary school degree","East Germany","","","",""
"No worries","1997","college entrance qualification","West Germany","118","0.0862643494095762","0.0715683189052795","0.100960379913873"
"No worries","1997","college entrance qualification","East Germany","","","",""
"No worries","1997","Other degree","West Germany","55","0.0650843989035785","0.0496561371039752","0.0805126607031819"
"No worries","1997","Other degree","East Germany","","","",""
"No worries","1997","no degree/no degree yet","West Germany","60","0.102935730421383","0.0803113690791676","0.125560091763599"
"No worries","1997","no degree/no degree yet","East Germany","","","",""
"Big worries","1998","lower secondary degree","West Germany","2679","0.643058337370563","0.628756794661943","0.657359880079183"
"Big worries","1998","lower secondary degree","East Germany","995","0.79862302109469","0.776601911408459","0.820644130780921"
"Big worries","1998","secondary school degree","West Germany","1115","0.558404448881633","0.537130394923933","0.579678502839332"
"Big worries","1998","secondary school degree","East Germany","1063","0.623000448621362","0.600320195722274","0.64568070152045"
"Big worries","1998","college entrance qualification","West Germany","605","0.387585173025917","0.364084463195308","0.411085882856525"
"Big worries","1998","college entrance qualification","East Germany","288","0.556187397797359","0.514243953041741","0.598130842552977"
"Big worries","1998","Other degree","West Germany","479","0.514434416855599","0.482652854374594","0.546215979336603"
"Big worries","1998","Other degree","East Germany","","","",""
"Big worries","1998","no degree/no degree yet","West Germany","311","0.462254489406151","0.424890864315757","0.499618114496545"
"Big worries","1998","no degree/no degree yet","East Germany","58","0.534287690690677","0.443512840834541","0.625062540546813"
"Some worries","1998","lower secondary degree","West Germany","1528","0.335431870644861","0.3213379767798","0.349525764509922"
"Some worries","1998","lower secondary degree","East Germany","260","0.184821594946187","0.163507540688241","0.206135649204133"
"Some worries","1998","secondary school degree","West Germany","901","0.408750068101707","0.387689118555822","0.429811017647592"
"Some worries","1998","secondary school degree","East Germany","660","0.360910928875131","0.338435188406117","0.383386669344145"
"Some worries","1998","college entrance qualification","West Germany","880","0.511006915463081","0.486894578632713","0.535119252293448"
"Some worries","1998","college entrance qualification","East Germany","237","0.408947236563438","0.367442231284545","0.450452241842331"
"Some worries","1998","Other degree","West Germany","409","0.408791821211664","0.377530480180178","0.440053162243149"
"Some worries","1998","Other degree","East Germany","","","",""
"Some worries","1998","no degree/no degree yet","West Germany","306","0.402365984558649","0.365616747796469","0.43911522132083"
"Some worries","1998","no degree/no degree yet","East Germany","53","0.436391890879086","0.346142132294017","0.526641649464155"
"No worries","1998","lower secondary degree","West Germany","104","0.0215097919845756","0.0171791186407279","0.0258404653284234"
"No worries","1998","lower secondary degree","East Germany","","","",""
"No worries","1998","secondary school degree","West Germany","77","0.0328454830166605","0.0252097763616097","0.0404811896717112"
"No worries","1998","secondary school degree","East Germany","31","0.0160886225035071","0.0102005829514852","0.021976662055529"
"No worries","1998","college entrance qualification","West Germany","166","0.101407911511002","0.086846892497683","0.115968930524322"
"No worries","1998","college entrance qualification","East Germany","","","",""
"No worries","1998","Other degree","West Germany","62","0.0767737619327378","0.0598441591464537","0.093703364719022"
"No worries","1998","Other degree","East Germany","","","",""
"No worries","1998","no degree/no degree yet","West Germany","67","0.1353795260352","0.109740041339459","0.161019010730941"
"No worries","1998","no degree/no degree yet","East Germany","","","",""
"Big worries","1999","lower secondary degree","West Germany","2409","0.58616904099639","0.571372159058841","0.60096592293394"
"Big worries","1999","lower secondary degree","East Germany","960","0.779191749285821","0.756243157044504","0.802140341527138"
"Big worries","1999","secondary school degree","West Germany","1059","0.517123100465502","0.495776082035574","0.53847011889543"
"Big worries","1999","secondary school degree","East Germany","1046","0.600662734893451","0.577729447985885","0.623596021801017"
"Big worries","1999","college entrance qualification","West Germany","576","0.360653915847497","0.337609622309245","0.383698209385748"
"Big worries","1999","college entrance qualification","East Germany","292","0.534625129892586","0.493349585613547","0.575900674171625"
"Big worries","1999","Other degree","West Germany","432","0.485559734234887","0.452724365539008","0.518395102930767"
"Big worries","1999","Other degree","East Germany","","","",""
"Big worries","1999","no degree/no degree yet","West Germany","281","0.446936151606699","0.408890366589626","0.484981936623771"
"Big worries","1999","no degree/no degree yet","East Germany","60","0.48439945721332","0.393844200309139","0.5749547141175"
"Some worries","1999","lower secondary degree","West Germany","1631","0.366253559327817","0.351779312479262","0.380727806176371"
"Some worries","1999","lower secondary degree","East Germany","272","0.204250270041988","0.181945600269389","0.226554939814587"
"Some worries","1999","secondary school degree","West Germany","934","0.433370678451325","0.412201630577839","0.45453972632481"
"Some worries","1999","secondary school degree","East Germany","654","0.371991658927268","0.349359272637497","0.39462404521704"
"Some worries","1999","college entrance qualification","West Germany","877","0.514244208322512","0.490258985017583","0.538229431627442"
"Some worries","1999","college entrance qualification","East Germany","234","0.40009785592512","0.359557273891907","0.440638437958334"
"Some worries","1999","Other degree","West Germany","374","0.413644694720239","0.381289259464919","0.446000129975559"
"Some worries","1999","Other degree","East Germany","","","",""
"Some worries","1999","no degree/no degree yet","West Germany","290","0.445452447634061","0.407418952039892","0.483485943228231"
"Some worries","1999","no degree/no degree yet","East Germany","49","0.44631674926757","0.356241090755379","0.536392407779761"
"No worries","1999","lower secondary degree","West Germany","216","0.0475773996757931","0.041182076750355","0.0539727226012311"
"No worries","1999","lower secondary degree","East Germany","","","",""
"No worries","1999","secondary school degree","West Germany","112","0.0495062210831733","0.0402394898161548","0.0587729523501917"
"No worries","1999","secondary school degree","East Germany","52","0.0273456061792805","0.0197089349475151","0.0349822774110458"
"No worries","1999","college entrance qualification","West Germany","215","0.125101875829991","0.109225158179029","0.140978593480953"
"No worries","1999","college entrance qualification","East Germany","35","0.0652770141822935","0.044836667271632","0.085717361092955"
"No worries","1999","Other degree","West Germany","84","0.100795571044874","0.0810166302181645","0.120574511871584"
"No worries","1999","Other degree","East Germany","","","",""
"No worries","1999","no degree/no degree yet","West Germany","85","0.10761140075924","0.0838975370091316","0.131325264509348"
"No worries","1999","no degree/no degree yet","East Germany","","","",""
"Big worries","2000","lower secondary degree","West Germany","4421","0.571933752916928","0.561114169649187","0.58275333618467"
"Big worries","2000","lower secondary degree","East Germany","1372","0.74644796236017","0.726761621749362","0.766134302970978"
"Big worries","2000","secondary school degree","West Germany","2264","0.537711384589446","0.522793747117216","0.552629022061677"
"Big worries","2000","secondary school degree","East Germany","1673","0.635464120081867","0.617221675019274","0.653706565144461"
"Big worries","2000","college entrance qualification","West Germany","1398","0.386195487935118","0.370464977407639","0.401925998462596"
"Big worries","2000","college entrance qualification","East Germany","560","0.555507957796664","0.525322354256666","0.585693561336662"
"Big worries","2000","Other degree","West Germany","607","0.432105946565184","0.406608724173912","0.457603168956456"
"Big worries","2000","Other degree","East Germany","51","0.639070352678232","0.534480104043773","0.743660601312691"
"Big worries","2000","no degree/no degree yet","West Germany","280","0.373928380528078","0.339300677665149","0.408556083391007"
"Big worries","2000","no degree/no degree yet","East Germany","75","0.463557032549536","0.386767159623704","0.540346905475369"
"Some worries","2000","lower secondary degree","West Germany","3111","0.37047245009472","0.359912362843816","0.381032537345624"
"Some worries","2000","lower secondary degree","East Germany","442","0.222741056858452","0.203912602243368","0.241569511473536"
"Some worries","2000","secondary school degree","West Germany","1734","0.394378179598831","0.379755531456268","0.409000827741395"
"Some worries","2000","secondary school degree","East Germany","915","0.332496797943853","0.314640648999422","0.350352946888284"
"Some worries","2000","college entrance qualification","West Germany","1802","0.480676481138599","0.464534025043921","0.496818937233277"
"Some worries","2000","college entrance qualification","East Germany","420","0.387862815612051","0.358263192589545","0.417462438634556"
"Some worries","2000","Other degree","West Germany","666","0.444562042888235","0.418985133958752","0.470138951817719"
"Some worries","2000","Other degree","East Germany","","","",""
"Some worries","2000","no degree/no degree yet","West Germany","355","0.472718186849119","0.436987611377784","0.508448762320455"
"Some worries","2000","no degree/no degree yet","East Germany","73","0.466865993962891","0.390040582137698","0.543691405788084"
"No worries","2000","lower secondary degree","West Germany","502","0.0575937969883515","0.0524994432146002","0.0626881507621028"
"No worries","2000","lower secondary degree","East Germany","62","0.0308109807813782","0.0229913062373131","0.0386306553254432"
"No worries","2000","secondary school degree","West Germany","293","0.0679104358117223","0.060382673197069","0.0754381984263757"
"No worries","2000","secondary school degree","East Germany","86","0.0320390819742795","0.025364311552731","0.038713852395828"
"No worries","2000","college entrance qualification","West Germany","480","0.133128030926284","0.122152225084768","0.144103836767799"
"No worries","2000","college entrance qualification","East Germany","61","0.0566292265912856","0.0425886724006193","0.0706697807819519"
"No worries","2000","Other degree","West Germany","177","0.12333201054658","0.106407365462935","0.140256655630225"
"No worries","2000","Other degree","East Germany","","","",""
"No worries","2000","no degree/no degree yet","West Germany","115","0.153353432622803","0.127565573675785","0.179141291569821"
"No worries","2000","no degree/no degree yet","East Germany","","","",""
"Big worries","2001","lower secondary degree","West Germany","3680","0.545010495077373","0.533350022638666","0.556670967516079"
"Big worries","2001","lower secondary degree","East Germany","1177","0.702824642671348","0.6811762280144","0.724473057328295"
"Big worries","2001","secondary school degree","West Germany","1945","0.501140342927561","0.485525990573271","0.516754695281852"
"Big worries","2001","secondary school degree","East Germany","1409","0.581869775975608","0.562409715144069","0.601329836807147"
"Big worries","2001","college entrance qualification","West Germany","1176","0.34546018122463","0.329555865819651","0.361364496629609"
"Big worries","2001","college entrance qualification","East Germany","482","0.492850148848166","0.461863565810155","0.523836731886177"
"Big worries","2001","Other degree","West Germany","567","0.462814192973167","0.435823605065955","0.489804780880379"
"Big worries","2001","Other degree","East Germany","30","0.583810441786927","0.45110410064129","0.716516782932564"
"Big worries","2001","no degree/no degree yet","West Germany","230","0.355212999723284","0.319504129681039","0.390921869765529"
"Big worries","2001","no degree/no degree yet","East Germany","77","0.4482470070423","0.374353800148717","0.522140213935884"
"Some worries","2001","lower secondary degree","West Germany","2840","0.385790035634784","0.374391555240954","0.397188516028614"
"Some worries","2001","lower secondary degree","East Germany","466","0.256443672929381","0.235758976962501","0.277128368896261"
"Some worries","2001","secondary school degree","West Germany","1682","0.422938454130686","0.407510627323895","0.438366280937477"
"Some worries","2001","secondary school degree","East Germany","962","0.376683934719617","0.357567001514559","0.395800867924675"
"Some worries","2001","college entrance qualification","West Germany","1824","0.526780349403677","0.510081209089055","0.543479489718299"
"Some worries","2001","college entrance qualification","East Germany","453","0.442050971213045","0.41127005600633","0.472831886419761"
"Some worries","2001","Other degree","West Germany","591","0.413402005843055","0.386745493825118","0.440058517860991"
"Some worries","2001","Other degree","East Germany","","","",""
"Some worries","2001","no degree/no degree yet","West Germany","343","0.476799457117036","0.439532364324148","0.514066549909924"
"Some worries","2001","no degree/no degree yet","East Germany","78","0.459397524114685","0.38535063675571","0.53344441147366"
"No worries","2001","lower secondary degree","West Germany","486","0.0691994692878429","0.0632566473550152","0.0751422912206706"
"No worries","2001","lower secondary degree","East Germany","69","0.0407316843992711","0.0313683087775352","0.0500950600210071"
"No worries","2001","secondary school degree","West Germany","312","0.0759212029417526","0.0676495721028742","0.0841928337806311"
"No worries","2001","secondary school degree","East Germany","97","0.0414462893047749","0.0335825960048241","0.0493099826047257"
"No worries","2001","college entrance qualification","West Germany","434","0.127759469371693","0.116594369120918","0.138924569622468"
"No worries","2001","college entrance qualification","East Germany","65","0.0650988799387892","0.0498085206930368","0.0803892391845416"
"No worries","2001","Other degree","West Germany","153","0.123783801183778","0.105956553780794","0.141611048586762"
"No worries","2001","Other degree","East Germany","","","",""
"No worries","2001","no degree/no degree yet","West Germany","117","0.16798754315968","0.140092502472566","0.195882583846794"
"No worries","2001","no degree/no degree yet","East Germany","","","",""
"Big worries","2002","lower secondary degree","West Germany","3571","0.56401762372094","0.552158810710153","0.575876436731727"
"Big worries","2002","lower secondary degree","East Germany","1096","0.685544386540516","0.662850831551653","0.708237941529379"
"Big worries","2002","secondary school degree","West Germany","2021","0.493382430191723","0.478374445147452","0.508390415235994"
"Big worries","2002","secondary school degree","East Germany","1289","0.539454896269779","0.519620620505473","0.559289172034085"
"Big worries","2002","college entrance qualification","West Germany","1421","0.336512248251947","0.32267421235444","0.350350284149454"
"Big worries","2002","college entrance qualification","East Germany","460","0.417862920260133","0.38899105556988","0.446734784950386"
"Big worries","2002","Other degree","West Germany","540","0.437362872363842","0.410026682736184","0.4646990619915"
"Big worries","2002","Other degree","East Germany","","","",""
"Big worries","2002","no degree/no degree yet","West Germany","255","0.37827304164459","0.343141670861508","0.413404412427671"
"Big worries","2002","no degree/no degree yet","East Germany","60","0.456780464451503","0.382552681309149","0.531008247593858"
"Some worries","2002","lower secondary degree","West Germany","2717","0.374972342900525","0.363394979845521","0.386549705955529"
"Some worries","2002","lower secondary degree","East Germany","459","0.28049317070989","0.258535631096979","0.302450710322801"
"Some worries","2002","secondary school degree","West Germany","1902","0.434654675399144","0.419774107532569","0.449535243265718"
"Some worries","2002","secondary school degree","East Germany","1021","0.408188889620505","0.388630871704545","0.427746907536465"
"Some worries","2002","college entrance qualification","West Germany","2351","0.498790111836663","0.484147238938566","0.51343298473476"
"Some worries","2002","college entrance qualification","East Germany","561","0.493396890440423","0.464129943894253","0.522663836986594"
"Some worries","2002","Other degree","West Germany","612","0.469326184672655","0.441824832322457","0.496827537022853"
"Some worries","2002","Other degree","East Germany","","","",""
"Some worries","2002","no degree/no degree yet","West Germany","374","0.477829392575908","0.441643841416383","0.514014943735433"
"Some worries","2002","no degree/no degree yet","East Germany","89","0.457069038488276","0.382837536931785","0.531300540044766"
"No worries","2002","lower secondary degree","West Germany","429","0.0610100333785343","0.0552861401494208","0.0667339266076477"
"No worries","2002","lower secondary degree","East Germany","53","0.0339624427495943","0.0251092170911166","0.0428156684080721"
"No worries","2002","secondary school degree","West Germany","340","0.071962894409133","0.064205293982069","0.0797204948361971"
"No worries","2002","secondary school degree","East Germany","116","0.052356214109716","0.0434926300079504","0.0612197982114816"
"No worries","2002","college entrance qualification","West Germany","707","0.16469763991139","0.153835307176616","0.175559972646164"
"No worries","2002","college entrance qualification","East Germany","100","0.0887401892994436","0.0720935500261362","0.105386828572751"
"No worries","2002","Other degree","West Germany","113","0.093310942963503","0.0772822428175391","0.109339643109467"
"No worries","2002","Other degree","East Germany","","","",""
"No worries","2002","no degree/no degree yet","West Germany","103","0.143897565779502","0.118471325890641","0.169323805668364"
"No worries","2002","no degree/no degree yet","East Germany","","","",""
"Big worries","2003","lower secondary degree","West Germany","3147","0.519711649352921","0.50743875413964","0.531984544566202"
"Big worries","2003","lower secondary degree","East Germany","972","0.643720902259484","0.619879806094107","0.667561998424862"
"Big worries","2003","secondary school degree","West Germany","1649","0.426971890860559","0.41175686552999","0.442186916191128"
"Big worries","2003","secondary school degree","East Germany","1117","0.487802157333097","0.467762519367169","0.507841795299025"
"Big worries","2003","college entrance qualification","West Germany","1246","0.317370750857877","0.303465210949854","0.3312762907659"
"Big worries","2003","college entrance qualification","East Germany","376","0.376053211442791","0.347747748804839","0.404358674080743"
"Big worries","2003","Other degree","West Germany","458","0.398049286985404","0.370190985229523","0.425907588741286"
"Big worries","2003","Other degree","East Germany","","","",""
"Big worries","2003","no degree/no degree yet","West Germany","226","0.354649762693973","0.319410319633693","0.389889205754253"
"Big worries","2003","no degree/no degree yet","East Germany","57","0.346725724686309","0.277771106690565","0.415680342682052"
"Some worries","2003","lower secondary degree","West Germany","2813","0.418179021104783","0.406062147349058","0.430295894860508"
"Some worries","2003","lower secondary degree","East Germany","517","0.314180481355996","0.291071714933479","0.337289247778514"
"Some worries","2003","secondary school degree","West Germany","2083","0.503008157690156","0.487628480550912","0.518387834829399"
"Some worries","2003","secondary school degree","East Germany","1149","0.459587995769858","0.43960797328714","0.479568018252576"
"Some worries","2003","college entrance qualification","West Germany","2303","0.50354997672907","0.488612714078924","0.518487239379215"
"Some worries","2003","college entrance qualification","East Germany","631","0.509669803662759","0.480457850109898","0.538881757215619"
"Some worries","2003","Other degree","West Germany","620","0.505484761458893","0.477030349174045","0.533939173743741"
"Some worries","2003","Other degree","East Germany","","","",""
"Some worries","2003","no degree/no degree yet","West Germany","368","0.505569126073445","0.468741432119846","0.542396820027045"
"Some worries","2003","no degree/no degree yet","East Germany","96","0.501698352606821","0.429256417129859","0.574140288083784"
"No worries","2003","lower secondary degree","West Germany","406","0.0621093295422963","0.0561804953847374","0.0680381636998552"
"No worries","2003","lower secondary degree","East Germany","61","0.0420986163845198","0.0321014584417658","0.0520957743272737"
"No worries","2003","secondary school degree","West Germany","328","0.0700199514492853","0.0621706177510564","0.0778692851475143"
"No worries","2003","secondary school degree","East Germany","124","0.0526098468970451","0.043659351104314","0.0615603426897762"
"No worries","2003","college entrance qualification","West Germany","755","0.179079272413053","0.167624532545467","0.19053401228064"
"No worries","2003","college entrance qualification","East Germany","118","0.11427698489445","0.0956860948881609","0.132867874900739"
"No worries","2003","Other degree","West Germany","108","0.0964659515557032","0.0796637947160826","0.113268108395324"
"No worries","2003","Other degree","East Germany","","","",""
"No worries","2003","no degree/no degree yet","West Germany","114","0.139781111232582","0.114238799919596","0.165323422545567"
"No worries","2003","no degree/no degree yet","East Germany","30","0.15157592270687","0.0996189129040891","0.203532932509651"
"Big worries","2004","lower secondary degree","West Germany","3061","0.513061838200942","0.50049502281083","0.525628653591055"
"Big worries","2004","lower secondary degree","East Germany","900","0.621687021692863","0.596946068193644","0.646427975192083"
"Big worries","2004","secondary school degree","West Germany","1726","0.457517519817409","0.442004813218061","0.473030226416757"
"Big worries","2004","secondary school degree","East Germany","1063","0.461733042407182","0.441451318873221","0.482014765941143"
"Big worries","2004","college entrance qualification","West Germany","1241","0.312591817225068","0.298640664076656","0.32654297037348"
"Big worries","2004","college entrance qualification","East Germany","377","0.33791991012715","0.310365759253582","0.365474061000718"
"Big worries","2004","Other degree","West Germany","434","0.428115440140476","0.399252820159974","0.456978060120977"
"Big worries","2004","Other degree","East Germany","","","",""
"Big worries","2004","no degree/no degree yet","West Germany","202","0.350408031881927","0.315437485364904","0.38537857839895"
