"plh0032","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1984","Hamburg","direct migration background","37","0.451877220125532","0.348481577280926","0.555272862970139","2"
"Some worries","1984","North Rhine-Westphalia","no migration background","1171","0.512729156194098","0.492108070288126","0.533350242100069","2"
"Some worries","1984","Hesse","no migration background","437","0.569179869019411","0.533974082207317","0.604385655831504","2"
"Some worries","1984","Hesse","direct migration background","222","0.483549046523786","0.438370321623359","0.528727771424213","2"
"Some worries","1984","Bavaria","indirect migration background","10","","","","2"
"Some worries","1984","Berlin","indirect migration background","1","","","","2"
"Some worries","1984","Saxony","indirect migration background","","","","","2"
"Some worries","1984","Schleswig-Holstein","no migration background","190","0.551361375611077","0.498417620411962","0.604305130810192","2"
"Some worries","1984","North Rhine-Westphalia","indirect migration background","15","","","","2"
"Some worries","1984","Berlin","direct migration background","54","0.512030685724591","0.420673350881134","0.603388020568048","2"
"Some worries","1984","North Rhine-Westphalia","direct migration background","431","0.486611562156127","0.45462548904982","0.518597635262435","2"
"Some worries","1984","Berlin","no migration background","167","0.566798090331976","0.509865496981002","0.623730683682949","2"
"Some worries","1984","Saxony-Anhalt","no migration background","","","","","2"
"Some worries","1984","Saxony-Anhalt","direct migration background","","","","","2"
"Some worries","1984","Saxony-Anhalt","indirect migration background","","","","","2"
"Some worries","1984","Thuringia","no migration background","","","","","2"
"Some worries","1984","Thuringia","direct migration background","","","","","2"
"Some worries","1984","Thuringia","indirect migration background","","","","","2"
"Big worries","1985","Schleswig-Holstein","no migration background","118","0.374437323632421","0.320299114677004","0.428575532587839","1"
"Big worries","1985","Schleswig-Holstein","direct migration background","7","","","","1"
"Big worries","1985","Schleswig-Holstein","indirect migration background","","","","","1"
"Big worries","1985","Hamburg","no migration background","66","0.323628115178432","0.259109015034776","0.388147215322088","1"
"Big worries","1985","Hamburg","direct migration background","22","","","","1"
"Big worries","1985","Hamburg","indirect migration background","","","","","1"
"Big worries","1985","Lower Saxony","no migration background","355","0.366387547643877","0.335487663057898","0.397287432229857","1"
"Big worries","1985","Lower Saxony","direct migration background","39","0.31310476313683","0.238889616286756","0.387319909986904","1"
"Big worries","1985","Lower Saxony","indirect migration background","2","","","","1"
"Big worries","1985","Bremen","no migration background","36","0.383610182964691","0.281431275216358","0.485789090713025","1"
"Big worries","1985","Bremen","direct migration background","15","","","","1"
"Big worries","1985","Bremen","indirect migration background","","","","","1"
"Big worries","1985","North Rhine-Westphalia","no migration background","702","0.33388180659283","0.313711594319811","0.354052018865849","1"
"Big worries","1985","North Rhine-Westphalia","direct migration background","210","0.244915978801962","0.214775446732701","0.275056510871223","1"
"Big worries","1985","North Rhine-Westphalia","indirect migration background","13","","","","1"
"Big worries","1985","Hesse","no migration background","197","0.278898000727322","0.245605014407468","0.312190987047176","1"
"Big worries","1985","Hesse","direct migration background","93","0.266601834343535","0.224262643303841","0.308941025383229","1"
"Big worries","1985","Hesse","indirect migration background","","","","","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","no migration background","215","0.341489504574237","0.304489358192406","0.378489650956068","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","direct migration background","34","0.283231549022162","0.205176075872412","0.361287022171913","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Big worries","1985","Baden-Württemberg","no migration background","338","0.275678284357918","0.250624143217541","0.300732425498295","1"
"Big worries","1985","Baden-Württemberg","direct migration background","196","0.261865721983873","0.23111040013071","0.292621043837035","1"
"Big worries","1985","Baden-Württemberg","indirect migration background","7","","","","1"
"Big worries","1985","Bavaria","no migration background","412","0.275025596142532","0.252191433650414","0.29785975863465","1"
"Big worries","1985","Bavaria","direct migration background","78","0.256192939835991","0.212186532143728","0.300199347528255","1"
"Big worries","1985","Bavaria","indirect migration background","8","","","","1"
"Big worries","1985","Berlin","no migration background","75","0.266273504033236","0.212649539979923","0.31989746808655","1"
"Big worries","1985","Berlin","direct migration background","24","","","","1"
"Big worries","1985","Berlin","indirect migration background","1","","","","1"
"Big worries","1985","Brandenburg","no migration background","","","","","1"
"Big worries","1985","Brandenburg","direct migration background","","","","","1"
"Big worries","1985","Brandenburg","indirect migration background","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","1985","Saxony","no migration background","","","","","1"
"Big worries","1985","Saxony","direct migration background","","","","","1"
"Big worries","1985","Saxony","indirect migration background","","","","","1"
"Big worries","1985","Saxony-Anhalt","no migration background","","","","","1"
"Big worries","1985","Saxony-Anhalt","direct migration background","","","","","1"
"Big worries","1985","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","1985","Thuringia","no migration background","","","","","1"
"Big worries","1985","Thuringia","direct migration background","","","","","1"
"Big worries","1985","Thuringia","indirect migration background","","","","","1"
"No worries","1985","Rhineland-Palatinate,Saarland","no migration background","78","0.124906713850766","0.0991106478934918","0.15070277980804","3"
"No worries","1985","Hamburg","indirect migration background","","","","","3"
"No worries","1985","Hesse","indirect migration background","2","","","","3"
"No worries","1985","Hesse","direct migration background","115","0.246320672205451","0.205064891321553","0.287576453089349","3"
"No worries","1985","Hesse","no migration background","97","0.151841205203236","0.125199310472377","0.178483099934095","3"
"No worries","1985","Hamburg","direct migration background","13","","","","3"
"No worries","1985","Schleswig-Holstein","no migration background","26","","","","3"
"No worries","1985","Schleswig-Holstein","direct migration background","7","","","","3"
"No worries","1985","Schleswig-Holstein","indirect migration background","","","","","3"
"No worries","1985","Hamburg","no migration background","25","","","","3"
"No worries","1985","Lower Saxony","no migration background","71","0.0887439156026963","0.0705064633899257","0.106981367815467","3"
"No worries","1985","North Rhine-Westphalia","direct migration background","169","0.198481967078376","0.170526812948253","0.226437121208498","3"
"No worries","1985","North Rhine-Westphalia","indirect migration background","11","","","","3"
"No worries","1985","Lower Saxony","direct migration background","27","","","","3"
"No worries","1985","Lower Saxony","indirect migration background","1","","","","3"
"No worries","1985","Bremen","no migration background","13","","","","3"
"No worries","1985","Bremen","direct migration background","1","","","","3"
"No worries","1985","Bremen","indirect migration background","","","","","3"
"No worries","1985","North Rhine-Westphalia","no migration background","222","0.111744036074419","0.0982693180284002","0.125218754120439","3"
"No worries","1985","Rhineland-Palatinate,Saarland","direct migration background","27","","","","3"
"No worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","3"
"No worries","1985","Baden-Württemberg","no migration background","169","0.149430027403125","0.129441239971563","0.169418814834687","3"
"No worries","1985","Baden-Württemberg","direct migration background","212","0.204574237567884","0.176355436383436","0.232793038752333","3"
"No worries","1985","Baden-Württemberg","indirect migration background","10","","","","3"
"No worries","1985","Bavaria","no migration background","186","0.135222255349514","0.11773532690624","0.152709183792788","3"
"No worries","1985","Bavaria","direct migration background","85","0.167484508770247","0.129841383345684","0.20512763419481","3"
"No worries","1985","Bavaria","indirect migration background","6","","","","3"
"No worries","1985","Berlin","no migration background","32","0.137557243165864","0.0957708670865016","0.179343619245227","3"
"No worries","1985","Berlin","direct migration background","19","","","","3"
"No worries","1985","Berlin","indirect migration background","","","","","3"
"No worries","1985","Brandenburg","no migration background","","","","","3"
"No worries","1985","Brandenburg","direct migration background","","","","","3"
"No worries","1985","Brandenburg","indirect migration background","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","1985","Saxony","no migration background","","","","","3"
"No worries","1985","Saxony","direct migration background","","","","","3"
"No worries","1985","Saxony","indirect migration background","","","","","3"
"No worries","1985","Saxony-Anhalt","no migration background","","","","","3"
"No worries","1985","Saxony-Anhalt","direct migration background","","","","","3"
"No worries","1985","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","1985","Thuringia","no migration background","","","","","3"
"No worries","1985","Thuringia","direct migration background","","","","","3"
"No worries","1985","Thuringia","indirect migration background","","","","","3"
"Some worries","1985","Bremen","direct migration background","10","","","","2"
"Some worries","1985","Bremen","indirect migration background","","","","","2"
"Some worries","1985","Bremen","no migration background","38","0.435267103042664","0.331086244823084","0.539447961262243","2"
"Some worries","1985","Bavaria","no migration background","871","0.589752148507954","0.564598840051027","0.614905456964881","2"
"Some worries","1985","Baden-Württemberg","direct migration background","377","0.533560040448243","0.498661859868778","0.568458221027707","2"
"Some worries","1985","Baden-Württemberg","indirect migration background","16","","","","2"
"Some worries","1985","Lower Saxony","indirect migration background","5","","","","2"
"Some worries","1985","Saxony","no migration background","","","","","2"
"Some worries","1985","Saxony","direct migration background","","","","","2"
"Some worries","1985","Bavaria","direct migration background","215","0.576322551393762","0.52650840737266","0.626136695414864","2"
"Some worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Some worries","1985","Baden-Württemberg","no migration background","715","0.574891688238957","0.547174108785948","0.602609267691966","2"
"Some worries","1985","Lower Saxony","direct migration background","84","0.549325722232554","0.469700837821195","0.628950606643912","2"
"Some worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","2"
"Some worries","1985","Lower Saxony","no migration background","508","0.544868536753427","0.512931916977894","0.576805156528959","2"
"Some worries","1985","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","direct migration background","67","0.52089534149073","0.434352023873671","0.60743865910779","2"
"Some worries","1985","Brandenburg","indirect migration background","","","","","2"
"Some worries","1985","Hamburg","indirect migration background","2","","","","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","no migration background","338","0.533603781574997","0.494679521022739","0.572528042127255","2"
"Some worries","1985","Brandenburg","direct migration background","","","","","2"
"Some worries","1985","Hesse","indirect migration background","9","","","","2"
"Some worries","1985","Brandenburg","no migration background","","","","","2"
"Some worries","1985","Berlin","indirect migration background","3","","","","2"
"Some worries","1985","Schleswig-Holstein","no migration background","163","0.533805088905727","0.47800254184471","0.589607635966744","2"
"Some worries","1985","Schleswig-Holstein","direct migration background","23","","","","2"
"Some worries","1985","Schleswig-Holstein","indirect migration background","1","","","","2"
"Some worries","1985","Hamburg","no migration background","111","0.547024374141535","0.478378701943615","0.615670046339456","2"
"Some worries","1985","Hamburg","direct migration background","35","0.638503197926726","0.525956478814298","0.751049917039155","2"
"Some worries","1985","North Rhine-Westphalia","no migration background","1176","0.55437415733275","0.533116024502569","0.575632290162931","2"
"Some worries","1985","North Rhine-Westphalia","indirect migration background","20","","","","2"
"Some worries","1985","Hesse","no migration background","403","0.569260794069442","0.532499182605587","0.606022405533297","2"
"Some worries","1985","Hesse","direct migration background","211","0.487077493451014","0.439218232409696","0.534936754492332","2"
"Some worries","1985","Bavaria","indirect migration background","17","","","","2"
"Some worries","1985","Berlin","no migration background","154","0.596169252800899","0.53664248312096","0.655696022480839","2"
"Some worries","1985","Berlin","direct migration background","59","0.64227496570994","0.549253501891686","0.735296429528194","2"
"Some worries","1985","Saxony","indirect migration background","","","","","2"
"Some worries","1985","North Rhine-Westphalia","direct migration background","403","0.556602054119662","0.521783241626281","0.591420866613044","2"
"Some worries","1985","Saxony-Anhalt","no migration background","","","","","2"
"Some worries","1985","Saxony-Anhalt","direct migration background","","","","","2"
"Some worries","1985","Saxony-Anhalt","indirect migration background","","","","","2"
"Some worries","1985","Thuringia","no migration background","","","","","2"
"Some worries","1985","Thuringia","direct migration background","","","","","2"
"Some worries","1985","Thuringia","indirect migration background","","","","","2"
"Big worries","1986","Schleswig-Holstein","no migration background","74","0.265711162621089","0.21415721811047","0.317265107131708","1"
"Big worries","1986","Schleswig-Holstein","direct migration background","5","","","","1"
"Big worries","1986","Schleswig-Holstein","indirect migration background","","","","","1"
"Big worries","1986","Hamburg","no migration background","30","0.159816738894518","0.106580110624806","0.21305336716423","1"
"Big worries","1986","Hamburg","direct migration background","20","","","","1"
"Big worries","1986","Hamburg","indirect migration background","1","","","","1"
"Big worries","1986","Lower Saxony","no migration background","212","0.225378529101366","0.198349665552923","0.25240739264981","1"
"Big worries","1986","Lower Saxony","direct migration background","31","0.178793647255984","0.121193204411466","0.236394090100503","1"
"Big worries","1986","Lower Saxony","indirect migration background","1","","","","1"
"Big worries","1986","Bremen","no migration background","22","","","","1"
"Big worries","1986","Bremen","direct migration background","8","","","","1"
"Big worries","1986","Bremen","indirect migration background","","","","","1"
"Big worries","1986","North Rhine-Westphalia","no migration background","422","0.208167123972018","0.190462152067135","0.225872095876902","1"
"Big worries","1986","North Rhine-Westphalia","direct migration background","168","0.209171438077916","0.180406738326767","0.237936137829064","1"
"Big worries","1986","North Rhine-Westphalia","indirect migration background","6","","","","1"
"Big worries","1986","Hesse","no migration background","93","0.143731650423433","0.116720583432716","0.170742717414151","1"
"Big worries","1986","Hesse","direct migration background","51","0.145095123541392","0.109637159805325","0.180553087277459","1"
"Big worries","1986","Hesse","indirect migration background","","","","","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","no migration background","159","0.25129579802474","0.217371097872782","0.285220498176697","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","direct migration background","17","","","","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Big worries","1986","Baden-Württemberg","no migration background","187","0.162576793050456","0.141443293655056","0.183710292445856","1"
"Big worries","1986","Baden-Württemberg","direct migration background","117","0.119024630503428","0.0961378225538329","0.141911438453023","1"
"Big worries","1986","Baden-Württemberg","indirect migration background","5","","","","1"
"Big worries","1986","Bavaria","no migration background","232","0.175455269337195","0.155090194518354","0.195820344156035","1"
"Big worries","1986","Bavaria","direct migration background","47","0.160638978346476","0.123274321192067","0.198003635500886","1"
"Big worries","1986","Bavaria","indirect migration background","3","","","","1"
"Big worries","1986","Berlin","no migration background","34","0.121014321418147","0.0800917926817127","0.161936850154581","1"
"Big worries","1986","Berlin","direct migration background","16","","","","1"
"Big worries","1986","Berlin","indirect migration background","1","","","","1"
"Big worries","1986","Brandenburg","no migration background","","","","","1"
"Big worries","1986","Brandenburg","direct migration background","","","","","1"
"Big worries","1986","Brandenburg","indirect migration background","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Big worries","1986","Saxony","no migration background","","","","","1"
"Big worries","1986","Saxony","direct migration background","","","","","1"
"Big worries","1986","Saxony","indirect migration background","","","","","1"
"Big worries","1986","Saxony-Anhalt","no migration background","","","","","1"
"Big worries","1986","Saxony-Anhalt","direct migration background","","","","","1"
"Big worries","1986","Saxony-Anhalt","indirect migration background","","","","","1"
"Big worries","1986","Thuringia","no migration background","","","","","1"
"Big worries","1986","Thuringia","direct migration background","","","","","1"
"Big worries","1986","Thuringia","indirect migration background","","","","","1"
"No worries","1986","Hamburg","direct migration background","17","","","","3"
"No worries","1986","Hamburg","indirect migration background","1","","","","3"
"No worries","1986","Hesse","no migration background","177","0.280275367673688","0.245694472067078","0.314856263280299","3"
"No worries","1986","Hesse","direct migration background","102","0.333227079113896","0.285771464098476","0.380682694129317","3"
"No worries","1986","Hesse","indirect migration background","2","","","","3"
"No worries","1986","Rhineland-Palatinate,Saarland","no migration background","106","0.173071049397064","0.143483119502399","0.202658979291728","3"
"No worries","1986","Schleswig-Holstein","no migration background","61","0.206583775956209","0.159331559918915","0.253835991993504","3"
"No worries","1986","Schleswig-Holstein","direct migration background","8","","","","3"
"No worries","1986","Schleswig-Holstein","indirect migration background","","","","","3"
"No worries","1986","Hamburg","no migration background","42","0.260997609448484","0.197192775401943","0.324802443495026","3"
"No worries","1986","Lower Saxony","no migration background","191","0.218904289297737","0.192155384035968","0.245653194559505","3"
"No worries","1986","Lower Saxony","direct migration background","53","0.310969836650435","0.241387039934149","0.38055263336672","3"
"No worries","1986","Lower Saxony","indirect migration background","4","","","","3"
"No worries","1986","Bremen","no migration background","23","","","","3"
"No worries","1986","Bremen","direct migration background","2","","","","3"
"No worries","1986","Bremen","indirect migration background","","","","","3"
"No worries","1986","North Rhine-Westphalia","no migration background","400","0.200946436219273","0.183472107271201","0.218420765167345","3"
"No worries","1986","North Rhine-Westphalia","direct migration background","213","0.263153303179783","0.232010301844326","0.294296304515241","3"
"No worries","1986","North Rhine-Westphalia","indirect migration background","13","","","","3"
"No worries","1986","Rhineland-Palatinate,Saarland","direct migration background","37","0.311565432098765","0.231333163113647","0.391797701083883","3"
"No worries","1986","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","3"
"No worries","1986","Baden-Württemberg","no migration background","290","0.258201687759539","0.233135279875247","0.283268095643831","3"
"No worries","1986","Baden-Württemberg","direct migration background","244","0.274057619158911","0.242532485459615","0.305582752858207","3"
"No worries","1986","Baden-Württemberg","indirect migration background","17","","","","3"
"No worries","1986","Bavaria","no migration background","314","0.243590088187246","0.220607226486144","0.266572949888348","3"
"No worries","1986","Bavaria","direct migration background","94","0.243812387981595","0.200120199398495","0.287504576564695","3"
"No worries","1986","Bavaria","indirect migration background","6","","","","3"
"No worries","1986","Berlin","no migration background","65","0.283556386565221","0.227002311708086","0.340110461422356","3"
"No worries","1986","Berlin","direct migration background","25","","","","3"
"No worries","1986","Berlin","indirect migration background","","","","","3"
"No worries","1986","Brandenburg","no migration background","","","","","3"
"No worries","1986","Brandenburg","direct migration background","","","","","3"
"No worries","1986","Brandenburg","indirect migration background","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","1986","Saxony","no migration background","","","","","3"
"No worries","1986","Saxony","direct migration background","","","","","3"
"No worries","1986","Saxony","indirect migration background","","","","","3"
"No worries","1986","Saxony-Anhalt","no migration background","","","","","3"
"No worries","1986","Saxony-Anhalt","direct migration background","","","","","3"
"No worries","1986","Saxony-Anhalt","indirect migration background","","","","","3"
"No worries","1986","Thuringia","no migration background","","","","","3"
"No worries","1986","Thuringia","direct migration background","","","","","3"
"No worries","1986","Thuringia","indirect migration background","","","","","3"
"Some worries","1986","Hamburg","indirect migration background","","","","","2"
"Some worries","1986","Lower Saxony","no migration background","515","0.555717181600897","0.523574402638474","0.58785996056332","2"
"Some worries","1986","Lower Saxony","direct migration background","86","0.510236516093581","0.43509108168708","0.585381950500082","2"
"Some worries","1986","Lower Saxony","indirect migration background","5","","","","2"
